country,district,indicator,CSI,FAR,POD,n_events
Uganda,NAKAPIRIPIRIT,air_temperature,0.0,1.0,0.0,5.0
Uganda,NAKAPIRIPIRIT,wind_speed,0.07142857142857142,0.9,0.2,5.0
Uganda,NAKAPIRIPIRIT,SPEI_1month,0.0,1.0,0.0,5.0
Uganda,NAKAPIRIPIRIT,SPEI_2month,0.0,1.0,0.0,5.0
Uganda,NAKAPIRIPIRIT,SPEI_3month,0.08333333333333333,0.875,0.2,5.0
Uganda,NAKAPIRIPIRIT,SPEI_4month,0.07692307692307693,0.8888888888888888,0.2,5.0
Uganda,NAKAPIRIPIRIT,SPEI_5month,0.16666666666666666,0.7777777777777778,0.4,5.0
Uganda,NAKAPIRIPIRIT,SPEI_6month,0.2727272727272727,0.6666666666666666,0.6,5.0
Uganda,NAKAPIRIPIRIT,SPEI_7month,0.3333333333333333,0.5714285714285714,0.6,5.0
Uganda,NAKAPIRIPIRIT,SPEI_8month,0.375,0.5,0.6,5.0
Uganda,NAKAPIRIPIRIT,SPEI_9month,0.5,0.25,0.6,5.0
Uganda,NAKAPIRIPIRIT,SPEI_10month,0.5714285714285714,0.3333333333333333,0.8,5.0
Uganda,NAKAPIRIPIRIT,SPEI_11month,0.5,0.42857142857142855,0.8,5.0
Uganda,NAKAPIRIPIRIT,SPEI_12month,0.4444444444444444,0.5,0.8,5.0
Uganda,NAKASEKE,NDVI,1.0,0.0,1.0,2.0
Uganda,NAKASEKE,EVI,1.0,0.0,1.0,2.0
Uganda,NAKASEKE,rainfall_NASA_TRMM_3B43,1.0,0.0,1.0,2.0
Uganda,NAKASEKE,rainfall_JAXA_GSMaP,0.6666666666666666,0.3333333333333333,1.0,2.0
Uganda,NAKASEKE,surface_temperature_daytime,0.0,1.0,0.0,2.0
Uganda,NAKASEKE,surface_temperature_nighttime,0.5,0.0,0.5,2.0
Uganda,NAKASEKE,evapotranspiration,1.0,0.0,1.0,2.0
Uganda,NAKASEKE,rainfall_CHIRPS_FLDAS,0.6666666666666666,0.3333333333333333,1.0,2.0
Uganda,NAKASEKE,SoilMoisture00_10cm,1.0,0.0,1.0,2.0
Uganda,NAKASEKE,SoilMoisture10_40cm,0.5,0.0,0.5,2.0
Uganda,NAKASEKE,SoilMoisture100_200cm,0.0,1.0,0.0,2.0
Uganda,NAKASEKE,SoilTemperature00_10cm,0.0,1.0,0.0,2.0
Uganda,NAKASEKE,SoilTemperature10_40cm,0.0,1.0,0.0,2.0
Uganda,NAKASEKE,SoilTemperature40_100cm,0.0,1.0,0.0,2.0
Uganda,NAKASEKE,SoilTemperature100_200cm,0.0,1.0,0.0,2.0
Uganda,NAKASEKE,air_temperature,0.0,1.0,0.0,2.0
Uganda,NAKASEKE,wind_speed,0.0,1.0,0.0,2.0
Uganda,NAKASEKE,SPEI_1month,0.2,0.75,0.5,2.0
Uganda,NAKASEKE,SPEI_2month,0.25,0.6666666666666666,0.5,2.0
Uganda,NAKASEKE,SPEI_3month,0.0,1.0,0.0,2.0
Uganda,NAKASEKE,SPEI_4month,0.3333333333333333,0.5,0.5,2.0
Uganda,NAKASONGOLA,NDVI,0.75,0.0,0.75,4.0
Uganda,NAKASONGOLA,EVI,0.75,0.0,0.75,4.0
Uganda,NAKASONGOLA,rainfall_NASA_TRMM_3B43,0.6666666666666666,0.3333333333333333,1.0,4.0
Uganda,NAKASONGOLA,rainfall_JAXA_GSMaP,0.5,0.5,1.0,4.0
Uganda,NAKASONGOLA,surface_temperature_daytime,0.0,1.0,0.0,4.0
Uganda,NAKASONGOLA,surface_temperature_nighttime,0.2222222222222222,0.7142857142857143,0.5,4.0
Uganda,NAKASONGOLA,evapotranspiration,0.5714285714285714,0.42857142857142855,1.0,4.0
Uganda,NAKASONGOLA,rainfall_CHIRPS_FLDAS,0.42857142857142855,0.5,0.75,4.0
Uganda,NAKASONGOLA,SoilMoisture00_10cm,0.42857142857142855,0.5,0.75,4.0
Uganda,NAKASONGOLA,SoilMoisture10_40cm,0.07142857142857142,0.9090909090909091,0.25,4.0
Uganda,NAKASONGOLA,SoilMoisture40_100cm,0.06666666666666667,0.9166666666666666,0.25,4.0
Uganda,NAKASONGOLA,SoilMoisture100_200cm,0.08333333333333333,0.8888888888888888,0.25,4.0
Uganda,NAKASONGOLA,SoilTemperature00_10cm,0.0,1.0,0.0,4.0
Uganda,NAKASONGOLA,SoilTemperature10_40cm,0.0,1.0,0.0,4.0
Uganda,NAKASONGOLA,SoilTemperature40_100cm,0.0,1.0,0.0,4.0
Uganda,NAKASONGOLA,SoilTemperature100_200cm,0.07142857142857142,0.9090909090909091,0.25,4.0
Uganda,NAKASONGOLA,air_temperature,0.0,1.0,0.0,4.0
Uganda,NAKASONGOLA,wind_speed,0.0,1.0,0.0,4.0
Uganda,NAKASONGOLA,SPEI_1month,0.09090909090909091,0.875,0.25,4.0
Uganda,NAKASONGOLA,SPEI_2month,0.3333333333333333,0.625,0.75,4.0
Uganda,NAKASONGOLA,SPEI_3month,0.375,0.5714285714285714,0.75,4.0
Uganda,NAKASONGOLA,SPEI_4month,0.2,0.75,0.5,4.0
Uganda,NAKASONGOLA,SPEI_5month,0.3,0.6666666666666666,0.75,4.0
Uganda,NAKASONGOLA,SPEI_6month,0.07692307692307693,0.9,0.25,4.0
Uganda,NAKASONGOLA,SPEI_7month,0.08333333333333333,0.8888888888888888,0.25,4.0
Uganda,NAKASONGOLA,SPEI_8month,0.09090909090909091,0.875,0.25,4.0
Uganda,NAKASONGOLA,SPEI_9month,0.07692307692307693,0.9,0.25,4.0
Uganda,NAKASONGOLA,SPEI_10month,0.07142857142857142,0.9090909090909091,0.25,4.0
Uganda,NAKASONGOLA,SPEI_11month,0.07142857142857142,0.9090909090909091,0.25,4.0
Uganda,NAKASONGOLA,SPEI_12month,0.0,1.0,0.0,4.0
Uganda,NAMUTUMBA,NDVI,0.5,0.5,1.0,1.0
Uganda,NAMUTUMBA,EVI,1.0,0.0,1.0,1.0
Uganda,NAMUTUMBA,rainfall_NASA_TRMM_3B43,1.0,0.0,1.0,1.0
Uganda,NAMUTUMBA,rainfall_JAXA_GSMaP,1.0,0.0,1.0,1.0
Uganda,NAMUTUMBA,surface_temperature_daytime,0.0,1.0,0.0,1.0
Uganda,NAMUTUMBA,evapotranspiration,1.0,0.0,1.0,1.0
Uganda,NAMUTUMBA,rainfall_CHIRPS_FLDAS,1.0,0.0,1.0,1.0
Uganda,NAMUTUMBA,SoilMoisture00_10cm,1.0,0.0,1.0,1.0
Uganda,NAMUTUMBA,SoilMoisture10_40cm,1.0,0.0,1.0,1.0
Uganda,NAMUTUMBA,SoilMoisture40_100cm,1.0,0.0,1.0,1.0
Uganda,NAMUTUMBA,SoilTemperature00_10cm,0.0,1.0,0.0,1.0
Uganda,NAMUTUMBA,air_temperature,0.0,1.0,0.0,1.0
Uganda,NAMUTUMBA,wind_speed,0.0,1.0,0.0,1.0
Uganda,NAMUTUMBA,SPEI_1month,0.25,0.75,1.0,1.0
Uganda,NAMUTUMBA,SPEI_2month,0.0,1.0,0.0,1.0
Uganda,NAMUTUMBA,SPEI_3month,0.0,1.0,0.0,1.0
Uganda,NAMUTUMBA,SPEI_4month,0.0,1.0,0.0,1.0
Uganda,NAMUTUMBA,SPEI_5month,0.3333333333333333,0.6666666666666666,1.0,1.0
Uganda,NAMUTUMBA,SPEI_6month,0.5,0.5,1.0,1.0
Uganda,NAMUTUMBA,SPEI_7month,0.3333333333333333,0.6666666666666666,1.0,1.0
Uganda,NAMUTUMBA,SPEI_8month,0.25,0.75,1.0,1.0
Uganda,NAMUTUMBA,SPEI_9month,0.25,0.75,1.0,1.0
Uganda,NAMUTUMBA,SPEI_10month,0.3333333333333333,0.6666666666666666,1.0,1.0
Uganda,NAMUTUMBA,SPEI_11month,0.5,0.5,1.0,1.0
Uganda,NAMUTUMBA,SPEI_12month,1.0,0.0,1.0,1.0
Uganda,NAPAK,NDVI,0.375,0.4,0.5,6.0
Uganda,NAPAK,EVI,0.42857142857142855,0.25,0.5,6.0
Uganda,NAPAK,rainfall_NASA_TRMM_3B43,0.16666666666666666,0.75,0.3333333333333333,6.0
Uganda,NAPAK,rainfall_JAXA_GSMaP,0.16666666666666666,0.75,0.3333333333333333,6.0
Uganda,NAPAK,surface_temperature_daytime,0.0,1.0,0.0,6.0
Uganda,NAPAK,surface_temperature_nighttime,0.0,1.0,0.0,6.0
Uganda,NAPAK,evapotranspiration,0.3,0.5714285714285714,0.5,6.0
Uganda,NAPAK,rainfall_CHIRPS_FLDAS,0.2222222222222222,0.6,0.3333333333333333,6.0
Uganda,NAPAK,SoilMoisture00_10cm,0.2727272727272727,0.625,0.5,6.0
Uganda,NAPAK,SoilMoisture10_40cm,0.1,0.8,0.16666666666666666,6.0
Uganda,NAPAK,SoilMoisture40_100cm,0.09090909090909091,0.8333333333333334,0.16666666666666666,6.0
Uganda,NAPAK,SoilMoisture100_200cm,0.0,1.0,0.0,6.0
Uganda,NAPAK,SoilTemperature00_10cm,0.0,1.0,0.0,6.0
Uganda,NAPAK,SoilTemperature10_40cm,0.0,1.0,0.0,6.0
Uganda,NAPAK,SoilTemperature40_100cm,0.0,1.0,0.0,6.0
Uganda,NAPAK,SoilTemperature100_200cm,0.0,1.0,0.0,6.0
Uganda,NAPAK,air_temperature,0.0,1.0,0.0,6.0
Uganda,NAPAK,wind_speed,0.0,1.0,0.0,6.0
Uganda,NAPAK,SPEI_1month,0.07142857142857142,0.8888888888888888,0.16666666666666666,6.0
Uganda,NAPAK,SPEI_2month,0.2727272727272727,0.625,0.5,6.0
Uganda,NAPAK,SPEI_3month,0.18181818181818182,0.7142857142857143,0.3333333333333333,6.0
Uganda,NAPAK,SPEI_4month,0.16666666666666666,0.75,0.3333333333333333,6.0
Uganda,NAPAK,SPEI_5month,0.18181818181818182,0.7142857142857143,0.3333333333333333,6.0
Uganda,NAPAK,SPEI_6month,0.18181818181818182,0.7142857142857143,0.3333333333333333,6.0
Uganda,NAPAK,SPEI_7month,0.08333333333333333,0.8571428571428571,0.16666666666666666,6.0
Uganda,NAPAK,SPEI_8month,0.08333333333333333,0.8571428571428571,0.16666666666666666,6.0
Uganda,NAPAK,SPEI_9month,0.18181818181818182,0.7142857142857143,0.3333333333333333,6.0
Uganda,NAPAK,SPEI_10month,0.1,0.8,0.16666666666666666,6.0
Uganda,NAPAK,SPEI_11month,0.2,0.6666666666666666,0.3333333333333333,6.0
Uganda,NAPAK,SPEI_12month,0.1,0.8,0.16666666666666666,6.0
Uganda,NEBBI,NDVI,0.75,0.25,1.0,3.0
Uganda,NEBBI,EVI,0.4,0.5,0.6666666666666666,3.0
Uganda,NEBBI,rainfall_NASA_TRMM_3B43,0.16666666666666666,0.75,0.3333333333333333,3.0
Uganda,NEBBI,rainfall_JAXA_GSMaP,0.16666666666666666,0.75,0.3333333333333333,3.0
Uganda,NEBBI,surface_temperature_daytime,0.0,1.0,0.0,3.0
Uganda,NEBBI,surface_temperature_nighttime,0.0,1.0,0.0,3.0
Uganda,NEBBI,evapotranspiration,0.4,0.5,0.6666666666666666,3.0
Uganda,NEBBI,rainfall_CHIRPS_FLDAS,0.3333333333333333,0.6,0.6666666666666666,3.0
Uganda,NEBBI,SoilMoisture00_10cm,0.4,0.5,0.6666666666666666,3.0
Uganda,NEBBI,SoilMoisture10_40cm,0.2,0.7777777777777778,0.6666666666666666,3.0
Uganda,NEBBI,SoilMoisture40_100cm,0.13333333333333333,0.8571428571428571,0.6666666666666666,3.0
Uganda,NEBBI,SoilMoisture100_200cm,0.0,1.0,0.0,3.0
Uganda,NEBBI,SoilTemperature00_10cm,0.0,1.0,0.0,3.0
Uganda,NEBBI,SoilTemperature10_40cm,0.0,1.0,0.0,3.0
Uganda,NEBBI,SoilTemperature40_100cm,0.0,1.0,0.0,3.0
Uganda,NEBBI,SoilTemperature100_200cm,0.0,1.0,0.0,3.0
Uganda,NEBBI,air_temperature,0.0,1.0,0.0,3.0
Uganda,NEBBI,wind_speed,0.0,1.0,0.0,3.0
Uganda,NEBBI,SPEI_1month,0.0,1.0,0.0,3.0
Uganda,NEBBI,SPEI_2month,0.0,1.0,0.0,3.0
Uganda,NEBBI,SPEI_3month,0.0,1.0,0.0,3.0
Uganda,NEBBI,SPEI_4month,0.09090909090909091,0.8888888888888888,0.3333333333333333,3.0
Uganda,NEBBI,SPEI_5month,0.2,0.7777777777777778,0.6666666666666666,3.0
Uganda,NEBBI,SPEI_6month,0.375,0.625,1.0,3.0
Uganda,NEBBI,SPEI_7month,0.25,0.7142857142857143,0.6666666666666666,3.0
Uganda,NEBBI,SPEI_8month,0.2222222222222222,0.75,0.6666666666666666,3.0
Uganda,NEBBI,SPEI_9month,0.2857142857142857,0.6666666666666666,0.6666666666666666,3.0
Uganda,NEBBI,SPEI_10month,0.125,0.8333333333333334,0.3333333333333333,3.0
Uganda,NEBBI,SPEI_11month,0.2222222222222222,0.75,0.6666666666666666,3.0
Uganda,NEBBI,SPEI_12month,0.25,0.7142857142857143,0.6666666666666666,3.0
Uganda,NTUNGAMO,NDVI,0.75,0.0,0.75,4.0
Uganda,NTUNGAMO,EVI,0.75,0.0,0.75,4.0
Uganda,NTUNGAMO,rainfall_NASA_TRMM_3B43,0.6666666666666666,0.3333333333333333,1.0,4.0
Uganda,NTUNGAMO,rainfall_JAXA_GSMaP,0.8,0.2,1.0,4.0
Uganda,NTUNGAMO,surface_temperature_daytime,0.07142857142857142,0.9090909090909091,0.25,4.0
Uganda,NTUNGAMO,surface_temperature_nighttime,0.14285714285714285,0.75,0.25,4.0
Uganda,NTUNGAMO,evapotranspiration,0.75,0.0,0.75,4.0
Uganda,NTUNGAMO,rainfall_CHIRPS_FLDAS,0.6,0.25,0.75,4.0
Uganda,NTUNGAMO,SoilMoisture00_10cm,0.6,0.25,0.75,4.0
Uganda,NTUNGAMO,SoilMoisture10_40cm,0.6,0.25,0.75,4.0
Uganda,NTUNGAMO,SoilMoisture40_100cm,0.16666666666666666,0.6666666666666666,0.25,4.0
Uganda,NTUNGAMO,SoilMoisture100_200cm,0.0,1.0,0.0,4.0
Uganda,NTUNGAMO,SoilTemperature00_10cm,0.06666666666666667,0.9166666666666666,0.25,4.0
Uganda,NTUNGAMO,SoilTemperature10_40cm,0.07692307692307693,0.9,0.25,4.0
Uganda,NTUNGAMO,SoilTemperature40_100cm,0.16666666666666666,0.8,0.5,4.0
Uganda,NTUNGAMO,SoilTemperature100_200cm,0.09090909090909091,0.875,0.25,4.0
Uganda,NTUNGAMO,air_temperature,0.0,1.0,0.0,4.0
Uganda,NTUNGAMO,wind_speed,0.125,0.8571428571428571,0.5,4.0
Uganda,NTUNGAMO,SPEI_1month,0.15384615384615385,0.8181818181818182,0.5,4.0
Uganda,NTUNGAMO,SPEI_2month,0.25,0.6666666666666666,0.5,4.0
Uganda,NTUNGAMO,SPEI_3month,0.4,0.3333333333333333,0.5,4.0
Uganda,NTUNGAMO,SPEI_4month,0.5,0.0,0.5,4.0
Uganda,NTUNGAMO,SPEI_5month,0.6,0.25,0.75,4.0
Uganda,NTUNGAMO,SPEI_6month,0.3333333333333333,0.5,0.5,4.0
Uganda,NTUNGAMO,SPEI_7month,0.4,0.3333333333333333,0.5,4.0
Uganda,NTUNGAMO,SPEI_8month,0.16666666666666666,0.6666666666666666,0.25,4.0
Uganda,NTUNGAMO,SPEI_9month,0.16666666666666666,0.6666666666666666,0.25,4.0
Uganda,NTUNGAMO,SPEI_10month,0.125,0.8,0.25,4.0
Uganda,NTUNGAMO,SPEI_11month,0.14285714285714285,0.75,0.25,4.0
Uganda,NTUNGAMO,SPEI_12month,0.125,0.8,0.25,4.0
Uganda,OMORO,NDVI,0.2857142857142857,0.6,0.5,4.0
Uganda,OMORO,EVI,0.4,0.3333333333333333,0.5,4.0
Uganda,OMORO,rainfall_NASA_TRMM_3B43,0.375,0.5714285714285714,0.75,4.0
Uganda,OMORO,rainfall_JAXA_GSMaP,0.25,0.6666666666666666,0.5,4.0
Uganda,OMORO,surface_temperature_daytime,0.0,1.0,0.0,4.0
Uganda,OMORO,surface_temperature_nighttime,0.0,1.0,0.0,4.0
Uganda,OMORO,evapotranspiration,0.2857142857142857,0.6,0.5,4.0
Uganda,OMORO,rainfall_CHIRPS_FLDAS,0.375,0.5714285714285714,0.75,4.0
Uganda,OMORO,SoilMoisture00_10cm,0.2857142857142857,0.6,0.5,4.0
Uganda,OMORO,SoilMoisture10_40cm,0.25,0.0,0.25,4.0
Uganda,OMORO,SoilMoisture40_100cm,0.25,0.0,0.25,4.0
Uganda,OMORO,SoilTemperature00_10cm,0.0,1.0,0.0,4.0
Uganda,OMORO,SoilTemperature10_40cm,0.0,1.0,0.0,4.0
Uganda,OMORO,SoilTemperature40_100cm,0.0,1.0,0.0,4.0
Uganda,OMORO,SoilTemperature100_200cm,0.0,1.0,0.0,4.0
Uganda,OMORO,air_temperature,0.0,1.0,0.0,4.0
Uganda,OMORO,wind_speed,0.0,1.0,0.0,4.0
Uganda,OMORO,SPEI_1month,0.14285714285714285,0.75,0.25,4.0
Uganda,OMORO,SPEI_2month,0.14285714285714285,0.75,0.25,4.0
Uganda,OMORO,SPEI_3month,0.0,1.0,0.0,4.0
Uganda,OMORO,SPEI_4month,0.0,1.0,0.0,4.0
Uganda,OMORO,SPEI_5month,0.4,0.3333333333333333,0.5,4.0
Uganda,OMORO,SPEI_6month,0.25,0.0,0.25,4.0
Uganda,OMORO,SPEI_7month,0.25,0.0,0.25,4.0
Uganda,OMORO,SPEI_8month,0.2,0.5,0.25,4.0
Uganda,OMORO,SPEI_9month,0.3333333333333333,0.5,0.5,4.0
Uganda,OMORO,SPEI_10month,0.4,0.3333333333333333,0.5,4.0
Uganda,OMORO,SPEI_11month,0.25,0.0,0.25,4.0
Uganda,OMORO,SPEI_12month,0.2,0.5,0.25,4.0
Uganda,OTUKE,NDVI,0.5,0.4,0.75,4.0
Uganda,OTUKE,EVI,0.75,0.0,0.75,4.0
Uganda,OTUKE,rainfall_NASA_TRMM_3B43,0.6,0.25,0.75,4.0
Uganda,OTUKE,rainfall_JAXA_GSMaP,0.6,0.25,0.75,4.0
Uganda,OTUKE,surface_temperature_daytime,0.0,1.0,0.0,4.0
Uganda,OTUKE,surface_temperature_nighttime,0.0,1.0,0.0,4.0
Uganda,OTUKE,evapotranspiration,0.6,0.25,0.75,4.0
Uganda,OTUKE,rainfall_CHIRPS_FLDAS,0.4,0.3333333333333333,0.5,4.0
Uganda,OTUKE,SoilMoisture00_10cm,0.6,0.25,0.75,4.0
Uganda,OTUKE,SoilMoisture10_40cm,0.18181818181818182,0.7777777777777778,0.5,4.0
Uganda,OTUKE,SoilMoisture40_100cm,0.07692307692307693,0.9,0.25,4.0
Uganda,OTUKE,SoilMoisture100_200cm,0.08333333333333333,0.8888888888888888,0.25,4.0
Uganda,OTUKE,SoilTemperature00_10cm,0.0,1.0,0.0,4.0
Uganda,OTUKE,SoilTemperature10_40cm,0.0,1.0,0.0,4.0
Uganda,OTUKE,SoilTemperature40_100cm,0.0,1.0,0.0,4.0
Uganda,OTUKE,SoilTemperature100_200cm,0.0,1.0,0.0,4.0
Uganda,OTUKE,air_temperature,0.0,1.0,0.0,4.0
Uganda,OTUKE,wind_speed,0.0,1.0,0.0,4.0
Uganda,OTUKE,SPEI_1month,0.1111111111111111,0.8333333333333334,0.25,4.0
Uganda,OTUKE,SPEI_2month,0.07692307692307693,0.9,0.25,4.0
Uganda,OTUKE,SPEI_3month,0.09090909090909091,0.875,0.25,4.0
Uganda,OTUKE,SPEI_4month,0.07692307692307693,0.9,0.25,4.0
Uganda,OTUKE,SPEI_5month,0.2,0.75,0.5,4.0
Uganda,OTUKE,SPEI_6month,0.2222222222222222,0.7142857142857143,0.5,4.0
Uganda,OTUKE,SPEI_7month,0.2,0.75,0.5,4.0
Uganda,OTUKE,SPEI_8month,0.15384615384615385,0.8181818181818182,0.5,4.0
Uganda,OTUKE,SPEI_9month,0.07142857142857142,0.9090909090909091,0.25,4.0
Uganda,OTUKE,SPEI_10month,0.06666666666666667,0.9166666666666666,0.25,4.0
Uganda,OTUKE,SPEI_11month,0.0,1.0,0.0,4.0
Uganda,OTUKE,SPEI_12month,0.0,1.0,0.0,4.0
Uganda,PADER,NDVI,1.0,0.0,1.0,2.0
Uganda,PADER,EVI,1.0,0.0,1.0,2.0
Uganda,PADER,rainfall_NASA_TRMM_3B43,1.0,0.0,1.0,2.0
Uganda,PADER,rainfall_JAXA_GSMaP,1.0,0.0,1.0,2.0
Uganda,PADER,surface_temperature_nighttime,0.0,1.0,0.0,2.0
Uganda,PADER,evapotranspiration,1.0,0.0,1.0,2.0
Uganda,PADER,rainfall_CHIRPS_FLDAS,1.0,0.0,1.0,2.0
Uganda,PADER,SoilMoisture00_10cm,0.5,0.0,0.5,2.0
Uganda,PADER,SoilMoisture10_40cm,0.5,0.0,0.5,2.0
Uganda,PADER,SoilMoisture40_100cm,0.3333333333333333,0.5,0.5,2.0
Uganda,PADER,SoilMoisture100_200cm,0.2,0.75,0.5,2.0
Uganda,PADER,SoilTemperature00_10cm,0.0,1.0,0.0,2.0
Uganda,PADER,SoilTemperature10_40cm,0.0,1.0,0.0,2.0
Uganda,PADER,SoilTemperature40_100cm,0.0,1.0,0.0,2.0
Uganda,PADER,SoilTemperature100_200cm,0.0,1.0,0.0,2.0
Uganda,PADER,air_temperature,0.0,1.0,0.0,2.0
Uganda,PADER,wind_speed,0.0,1.0,0.0,2.0
Uganda,PADER,SPEI_1month,0.16666666666666666,0.8,0.5,2.0
Uganda,PADER,SPEI_2month,0.0,1.0,0.0,2.0
Uganda,PADER,SPEI_3month,0.25,0.6666666666666666,0.5,2.0
Uganda,PADER,SPEI_4month,0.25,0.6666666666666666,0.5,2.0
Uganda,PADER,SPEI_5month,0.3333333333333333,0.5,0.5,2.0
Uganda,PADER,SPEI_6month,0.5,0.0,0.5,2.0
Uganda,PADER,SPEI_7month,0.5,0.0,0.5,2.0
Uganda,PADER,SPEI_8month,0.5,0.0,0.5,2.0
Uganda,PADER,SPEI_9month,0.5,0.0,0.5,2.0
Uganda,PADER,SPEI_10month,0.5,0.0,0.5,2.0
Uganda,PADER,SPEI_11month,0.3333333333333333,0.5,0.5,2.0
Uganda,PADER,SPEI_12month,0.0,1.0,0.0,2.0
Uganda,PALLISA,NDVI,0.5,0.0,0.5,2.0
Uganda,PALLISA,EVI,0.5,0.0,0.5,2.0
Uganda,PALLISA,rainfall_NASA_TRMM_3B43,0.5,0.0,0.5,2.0
Uganda,PALLISA,rainfall_JAXA_GSMaP,0.3333333333333333,0.5,0.5,2.0
Uganda,PALLISA,surface_temperature_daytime,0.25,0.6666666666666666,0.5,2.0
Uganda,PALLISA,surface_temperature_nighttime,0.0,1.0,0.0,2.0
Uganda,PALLISA,evapotranspiration,1.0,0.0,1.0,2.0
Uganda,PALLISA,rainfall_CHIRPS_FLDAS,0.5,0.0,0.5,2.0
Uganda,PALLISA,SoilMoisture00_10cm,1.0,0.0,1.0,2.0
Uganda,PALLISA,SoilMoisture10_40cm,0.5,0.5,1.0,2.0
Uganda,PALLISA,SoilMoisture40_100cm,0.25,0.6666666666666666,0.5,2.0
Uganda,PALLISA,SoilMoisture100_200cm,0.5,0.0,0.5,2.0
Uganda,PALLISA,SoilTemperature00_10cm,0.0,1.0,0.0,2.0
Uganda,PALLISA,SoilTemperature10_40cm,0.0,1.0,0.0,2.0
Uganda,PALLISA,SoilTemperature100_200cm,0.0,1.0,0.0,2.0
Uganda,PALLISA,air_temperature,0.0,1.0,0.0,2.0
Uganda,PALLISA,wind_speed,0.0,1.0,0.0,2.0
Uganda,PALLISA,SPEI_1month,0.0,1.0,0.0,2.0
Uganda,PALLISA,SPEI_2month,0.0,1.0,0.0,2.0
Uganda,PALLISA,SPEI_3month,0.0,1.0,0.0,2.0
Uganda,PALLISA,SPEI_4month,0.0,1.0,0.0,2.0
Uganda,PALLISA,SPEI_5month,0.125,0.8571428571428571,0.5,2.0
Uganda,PALLISA,SPEI_6month,0.125,0.8571428571428571,0.5,2.0
Uganda,PALLISA,SPEI_7month,0.1111111111111111,0.875,0.5,2.0
Uganda,PALLISA,SPEI_8month,0.125,0.8571428571428571,0.5,2.0
Uganda,PALLISA,SPEI_9month,0.125,0.8571428571428571,0.5,2.0
Uganda,PALLISA,SPEI_10month,0.125,0.8571428571428571,0.5,2.0
Uganda,PALLISA,SPEI_11month,0.1111111111111111,0.875,0.5,2.0
Uganda,PALLISA,SPEI_12month,0.1,0.8888888888888888,0.5,2.0
Uganda,RAKAI,NDVI,0.25,0.6,0.4,5.0
Uganda,RAKAI,EVI,0.3,0.625,0.6,5.0
Uganda,RAKAI,rainfall_NASA_TRMM_3B43,0.0,1.0,0.0,5.0
Uganda,RAKAI,rainfall_JAXA_GSMaP,0.13333333333333333,0.8333333333333334,0.4,5.0
Uganda,RAKAI,surface_temperature_daytime,0.2,0.7142857142857143,0.4,5.0
Uganda,RAKAI,surface_temperature_nighttime,0.16666666666666666,0.7777777777777778,0.4,5.0
Uganda,RAKAI,evapotranspiration,0.16666666666666666,0.7777777777777778,0.4,5.0
Uganda,RAKAI,rainfall_CHIRPS_FLDAS,0.0,1.0,0.0,5.0
Uganda,RAKAI,SoilMoisture00_10cm,0.09090909090909091,0.8571428571428571,0.2,5.0
Uganda,RAKAI,SoilMoisture10_40cm,0.2,0.7142857142857143,0.4,5.0
Uganda,RAKAI,SoilMoisture40_100cm,0.25,0.7,0.6,5.0
Uganda,RAKAI,SoilMoisture100_200cm,0.4,0.5555555555555556,0.8,5.0
Uganda,RAKAI,SoilTemperature00_10cm,0.09090909090909091,0.8571428571428571,0.2,5.0
Uganda,RAKAI,SoilTemperature10_40cm,0.09090909090909091,0.8571428571428571,0.2,5.0
Uganda,RAKAI,SoilTemperature40_100cm,0.0,1.0,0.0,5.0
Uganda,RAKAI,SoilTemperature100_200cm,0.0,1.0,0.0,5.0
Uganda,RAKAI,air_temperature,0.2727272727272727,0.6666666666666666,0.6,5.0
Uganda,RAKAI,wind_speed,0.2,0.7142857142857143,0.4,5.0
Uganda,RAKAI,SPEI_1month,0.0,1.0,0.0,5.0
Uganda,RAKAI,SPEI_2month,0.08333333333333333,0.875,0.2,5.0
Uganda,RAKAI,SPEI_3month,0.08333333333333333,0.875,0.2,5.0
Uganda,RAKAI,SPEI_4month,0.0,1.0,0.0,5.0
Uganda,RAKAI,SPEI_5month,0.08333333333333333,0.875,0.2,5.0
Uganda,RAKAI,SPEI_6month,0.18181818181818182,0.75,0.4,5.0
Uganda,RAKAI,SPEI_7month,0.18181818181818182,0.75,0.4,5.0
Uganda,RAKAI,SPEI_8month,0.08333333333333333,0.875,0.2,5.0
Uganda,RAKAI,SPEI_9month,0.13333333333333333,0.8333333333333334,0.4,5.0
Uganda,RAKAI,SPEI_10month,0.15384615384615385,0.8,0.4,5.0
Uganda,RAKAI,SPEI_11month,0.15384615384615385,0.8,0.4,5.0
Uganda,RAKAI,SPEI_12month,0.21428571428571427,0.75,0.6,5.0
Uganda,SERERE,NDVI,1.0,0.0,1.0,2.0
Uganda,SERERE,EVI,1.0,0.0,1.0,2.0
Uganda,SERERE,rainfall_NASA_TRMM_3B43,0.3333333333333333,0.5,0.5,2.0
Uganda,SERERE,rainfall_JAXA_GSMaP,0.6666666666666666,0.3333333333333333,1.0,2.0
Uganda,SERERE,surface_temperature_daytime,0.0,1.0,0.0,2.0
Uganda,SERERE,surface_temperature_nighttime,0.0,1.0,0.0,2.0
Uganda,SERERE,evapotranspiration,1.0,0.0,1.0,2.0
Uganda,SERERE,rainfall_CHIRPS_FLDAS,1.0,0.0,1.0,2.0
