pcode,date,rainfall,district
21UGA013005,2002-11-28,0,Katakwi
21UGA013005,2002-11-29,0,Katakwi
21UGA013005,2002-11-30,0,Katakwi
21UGA013005,2002-12-01,0,Katakwi
21UGA013005,2002-12-02,0,Katakwi
21UGA013005,2002-12-03,0,Katakwi
21UGA013005,2002-12-04,0,Katakwi
21UGA013005,2002-12-05,0,Katakwi
21UGA013005,2002-12-06,0,Katakwi
21UGA013005,2002-12-07,0,Katakwi
21UGA013005,2002-12-08,0,Katakwi
21UGA013005,2002-12-09,0,Katakwi
21UGA013005,2002-12-10,0,Katakwi
21UGA013005,2002-12-11,0,Katakwi
21UGA013005,2002-12-12,0,Katakwi
21UGA013005,2002-12-13,0,Katakwi
21UGA013005,2002-12-14,0,Katakwi
21UGA013005,2002-12-15,17.84570732,Katakwi
21UGA013005,2002-12-16,0,Katakwi
21UGA013005,2002-12-17,0,Katakwi
21UGA013005,2002-12-18,18.42512398,Katakwi
21UGA013005,2002-12-19,32.0167469,Katakwi
21UGA013005,2002-12-20,17.98351603,Katakwi
21UGA013005,2002-12-21,18.85287924,Katakwi
21UGA013005,2002-12-22,0,Katakwi
21UGA013005,2002-12-23,22.14506073,Katakwi
21UGA013005,2002-12-24,21.08131447,Katakwi
21UGA013005,2002-12-25,0,Katakwi
21UGA013005,2002-12-26,4.538588905,Katakwi
21UGA013005,2002-12-27,10.50455279,Katakwi
21UGA013005,2002-12-28,14.99715395,Katakwi
21UGA013005,2002-12-29,0,Katakwi
21UGA013005,2002-12-30,21.06003256,Katakwi
21UGA013005,2002-12-31,0,Katakwi
21UGA013005,2003-01-01,0,Katakwi
21UGA013005,2003-01-02,0,Katakwi
21UGA013005,2003-01-03,14.90825443,Katakwi
21UGA013005,2003-01-04,2.721397734,Katakwi
21UGA013005,2003-01-05,16.28824043,Katakwi
21UGA013005,2003-01-06,0,Katakwi
21UGA013005,2003-01-07,0,Katakwi
21UGA013005,2003-01-08,0,Katakwi
21UGA013005,2003-01-09,0,Katakwi
21UGA013005,2003-01-10,0,Katakwi
21UGA013005,2003-01-11,0,Katakwi
21UGA013005,2003-01-12,0,Katakwi
21UGA013005,2003-01-13,0,Katakwi
21UGA013005,2003-01-14,0,Katakwi
21UGA013005,2003-01-15,0,Katakwi
21UGA013005,2003-01-16,0,Katakwi
21UGA013005,2003-01-17,0,Katakwi
21UGA013005,2003-01-18,6.152683711,Katakwi
21UGA013005,2003-01-19,10.62188077,Katakwi
21UGA013005,2003-01-20,14.84076562,Katakwi
21UGA013005,2003-01-21,13.44532242,Katakwi
21UGA013005,2003-01-22,0,Katakwi
21UGA013005,2003-01-23,0,Katakwi
21UGA013005,2003-01-24,3.007945645,Katakwi
21UGA013005,2003-01-25,3.007945645,Katakwi
21UGA013005,2003-01-26,3.543293917,Katakwi
21UGA013005,2003-01-27,4.510883975,Katakwi
21UGA013005,2003-01-28,0,Katakwi
21UGA013005,2003-01-29,0,Katakwi
21UGA013005,2003-01-30,0,Katakwi
21UGA013005,2003-01-31,0,Katakwi
21UGA013005,2003-02-01,0,Katakwi
21UGA013005,2003-02-02,0,Katakwi
21UGA013005,2003-02-03,0,Katakwi
21UGA013005,2003-02-04,0,Katakwi
21UGA013005,2003-02-05,0,Katakwi
21UGA013005,2003-02-06,0,Katakwi
21UGA013005,2003-02-07,0,Katakwi
21UGA013005,2003-02-08,6.720847058,Katakwi
21UGA013005,2003-02-09,0,Katakwi
21UGA013005,2003-02-10,0,Katakwi
21UGA013005,2003-02-11,0,Katakwi
21UGA013005,2003-02-12,0,Katakwi
21UGA013005,2003-02-13,0,Katakwi
21UGA013005,2003-02-14,11.62669654,Katakwi
21UGA013005,2003-02-15,0,Katakwi
21UGA013005,2003-02-16,17.18146715,Katakwi
21UGA013005,2003-02-17,0,Katakwi
21UGA013005,2003-02-18,0,Katakwi
21UGA013005,2003-02-19,0,Katakwi
21UGA013005,2003-02-20,0,Katakwi
21UGA013005,2003-02-21,0,Katakwi
21UGA013005,2003-02-22,0,Katakwi
21UGA013005,2003-02-23,0,Katakwi
21UGA013005,2003-02-24,0,Katakwi
21UGA013005,2003-02-25,0,Katakwi
21UGA013005,2003-02-26,1.858413517,Katakwi
21UGA013005,2003-02-27,16.05326233,Katakwi
21UGA013005,2003-02-28,7.029109049,Katakwi
21UGA013005,2003-03-01,0,Katakwi
21UGA013005,2003-03-02,0,Katakwi
21UGA013005,2003-03-03,0,Katakwi
21UGA013005,2003-03-04,0,Katakwi
21UGA013005,2003-03-05,0,Katakwi
21UGA013005,2003-03-06,0,Katakwi
21UGA013005,2003-03-07,0,Katakwi
21UGA013005,2003-03-08,0,Katakwi
21UGA013005,2003-03-09,1.242088425,Katakwi
21UGA013005,2003-03-10,-3.798712373,Katakwi
21UGA013005,2003-03-11,0,Katakwi
21UGA013005,2003-03-12,1.923772502,Katakwi
21UGA013005,2003-03-13,3.421640301,Katakwi
21UGA013005,2003-03-14,-3.547873318,Katakwi
21UGA013005,2003-03-15,-3.528627133,Katakwi
21UGA013005,2003-03-16,0,Katakwi
21UGA013005,2003-03-17,-3.979143453,Katakwi
21UGA013005,2003-03-18,0,Katakwi
21UGA013005,2003-03-19,0,Katakwi
21UGA013005,2003-03-20,0,Katakwi
21UGA013005,2003-03-21,10.40900135,Katakwi
21UGA013005,2003-03-22,13.19771047,Katakwi
21UGA013005,2003-03-23,8.502784443,Katakwi
21UGA013005,2003-03-24,28.90374069,Katakwi
21UGA013005,2003-03-25,7.403081155,Katakwi
21UGA013005,2003-03-26,0,Katakwi
21UGA013005,2003-03-27,-4.667722178,Katakwi
21UGA013005,2003-03-28,7.597024751,Katakwi
21UGA013005,2003-03-29,25.81033869,Katakwi
21UGA013005,2003-03-30,12.94148941,Katakwi
21UGA013005,2003-03-31,5.612175202,Katakwi
21UGA013005,2003-04-01,0,Katakwi
21UGA013005,2003-04-02,0,Katakwi
21UGA013005,2003-04-03,0,Katakwi
21UGA013005,2003-04-04,0,Katakwi
21UGA013005,2003-04-05,0,Katakwi
21UGA013005,2003-04-06,0,Katakwi
21UGA013005,2003-04-07,0,Katakwi
21UGA013005,2003-04-08,0,Katakwi
21UGA013005,2003-04-09,0,Katakwi
21UGA013005,2003-04-10,0,Katakwi
21UGA013005,2003-04-11,0,Katakwi
21UGA013005,2003-04-12,7.259857345,Katakwi
21UGA013005,2003-04-13,19.96569023,Katakwi
21UGA013005,2003-04-14,14.1449223,Katakwi
21UGA013005,2003-04-15,13.5252727,Katakwi
21UGA013005,2003-04-16,25.84450464,Katakwi
21UGA013005,2003-04-17,12.52599111,Katakwi
21UGA013005,2003-04-18,24.83835287,Katakwi
21UGA013005,2003-04-19,2.972572351,Katakwi
21UGA013005,2003-04-20,6.512760663,Katakwi
21UGA013005,2003-04-21,25.06435852,Katakwi
21UGA013005,2003-04-22,26.55371437,Katakwi
21UGA013005,2003-04-23,25.18757591,Katakwi
21UGA013005,2003-04-24,6.208953571,Katakwi
21UGA013005,2003-04-25,1.389500403,Katakwi
21UGA013005,2003-04-26,14.21626682,Katakwi
21UGA013005,2003-04-27,17.11959162,Katakwi
21UGA013005,2003-04-28,-6.705639338,Katakwi
21UGA013005,2003-04-29,0,Katakwi
21UGA013005,2003-04-30,25.94396276,Katakwi
21UGA013005,2003-05-01,8.60370307,Katakwi
21UGA013005,2003-05-02,9.0900208,Katakwi
21UGA013005,2003-05-03,24.85888042,Katakwi
21UGA013005,2003-05-04,18.52538538,Katakwi
21UGA013005,2003-05-05,5.315345883,Katakwi
21UGA013005,2003-05-06,27.39255238,Katakwi
21UGA013005,2003-05-07,0,Katakwi
21UGA013005,2003-05-08,27.71346912,Katakwi
21UGA013005,2003-05-09,11.3010602,Katakwi
21UGA013005,2003-05-10,13.24004498,Katakwi
21UGA013005,2003-05-11,10.3211659,Katakwi
21UGA013005,2003-05-12,16.84546299,Katakwi
21UGA013005,2003-05-13,15.63781724,Katakwi
21UGA013005,2003-05-14,27.44085541,Katakwi
21UGA013005,2003-05-15,16.06603804,Katakwi
21UGA013005,2003-05-16,16.52950802,Katakwi
21UGA013005,2003-05-17,0,Katakwi
21UGA013005,2003-05-18,0,Katakwi
21UGA013005,2003-05-19,0,Katakwi
21UGA013005,2003-05-20,0,Katakwi
21UGA013005,2003-05-21,0,Katakwi
21UGA013005,2003-05-22,0,Katakwi
21UGA013005,2003-05-23,12.67246456,Katakwi
21UGA013005,2003-05-24,14.14639425,Katakwi
21UGA013005,2003-05-25,0,Katakwi
21UGA013005,2003-05-26,14.74958053,Katakwi
21UGA013005,2003-05-27,0,Katakwi
21UGA013005,2003-05-28,0,Katakwi
21UGA013005,2003-05-29,8.615510178,Katakwi
21UGA013005,2003-05-30,5.7289922,Katakwi
21UGA013005,2003-05-31,20.5098424,Katakwi
21UGA013005,2003-06-01,13.02554178,Katakwi
21UGA013005,2003-06-02,0,Katakwi
21UGA013005,2003-06-03,19.76529293,Katakwi
21UGA013005,2003-06-04,0,Katakwi
21UGA013005,2003-06-05,18.16775141,Katakwi
21UGA013005,2003-06-06,13.87915754,Katakwi
21UGA013005,2003-06-07,0,Katakwi
21UGA013005,2003-06-08,11.21540279,Katakwi
21UGA013005,2003-06-09,12.19501352,Katakwi
21UGA013005,2003-06-10,20.10838938,Katakwi
21UGA013005,2003-06-11,70.59008331,Katakwi
21UGA013005,2003-06-12,24.57108259,Katakwi
21UGA013005,2003-06-13,0,Katakwi
21UGA013005,2003-06-14,20.15670013,Katakwi
21UGA013005,2003-06-15,15.99123244,Katakwi
21UGA013005,2003-06-16,34.00082779,Katakwi
21UGA013005,2003-06-17,16.94756432,Katakwi
21UGA013005,2003-06-18,35.02944241,Katakwi
21UGA013005,2003-06-19,0,Katakwi
21UGA013005,2003-06-20,32.51678925,Katakwi
21UGA013005,2003-06-21,13.7068965,Katakwi
21UGA013005,2003-06-22,8.312876606,Katakwi
21UGA013005,2003-06-23,0,Katakwi
21UGA013005,2003-06-24,19.97078428,Katakwi
21UGA013005,2003-06-25,10.09773669,Katakwi
21UGA013005,2003-06-26,10.29059806,Katakwi
21UGA013005,2003-06-27,25.19176579,Katakwi
21UGA013005,2003-06-28,8.473735476,Katakwi
21UGA013005,2003-06-29,8.151912642,Katakwi
21UGA013005,2003-06-30,0,Katakwi
21UGA013005,2003-07-01,13.09911985,Katakwi
21UGA013005,2003-07-02,17.59732208,Katakwi
21UGA013005,2003-07-03,13.79050813,Katakwi
21UGA013005,2003-07-04,25.79166594,Katakwi
21UGA013005,2003-07-05,28.51474161,Katakwi
21UGA013005,2003-07-06,27.35166588,Katakwi
21UGA013005,2003-07-07,35.63201618,Katakwi
21UGA013005,2003-07-08,0,Katakwi
21UGA013005,2003-07-09,0,Katakwi
21UGA013005,2003-07-10,3.601084757,Katakwi
21UGA013005,2003-07-11,0,Katakwi
21UGA013005,2003-07-12,24.3058423,Katakwi
21UGA013005,2003-07-13,0,Katakwi
21UGA013005,2003-07-14,8.287810946,Katakwi
21UGA013005,2003-07-15,10.55884171,Katakwi
21UGA013005,2003-07-16,22.44239578,Katakwi
21UGA013005,2003-07-17,0,Katakwi
21UGA013005,2003-07-18,18.62515812,Katakwi
21UGA013005,2003-07-19,15.99324412,Katakwi
21UGA013005,2003-07-20,25.71777678,Katakwi
21UGA013005,2003-07-21,25.36741734,Katakwi
21UGA013005,2003-07-22,14.94058995,Katakwi
21UGA013005,2003-07-23,24.7725461,Katakwi
21UGA013005,2003-07-24,16.2258976,Katakwi
21UGA013005,2003-07-25,0,Katakwi
21UGA013005,2003-07-26,27.26313362,Katakwi
21UGA013005,2003-07-27,6.879344654,Katakwi
21UGA013005,2003-07-28,25.89850721,Katakwi
21UGA013005,2003-07-29,24.67573347,Katakwi
21UGA013005,2003-07-30,9.733885384,Katakwi
21UGA013005,2003-07-31,24.33418751,Katakwi
21UGA013005,2003-08-01,0,Katakwi
21UGA013005,2003-08-02,0,Katakwi
21UGA013005,2003-08-03,8.326549387,Katakwi
21UGA013005,2003-08-04,0,Katakwi
21UGA013005,2003-08-05,8.087857771,Katakwi
21UGA013005,2003-08-06,0,Katakwi
21UGA013005,2003-08-07,0,Katakwi
21UGA013005,2003-08-08,0,Katakwi
21UGA013005,2003-08-09,0,Katakwi
21UGA013005,2003-08-10,25.57167082,Katakwi
21UGA013005,2003-08-11,0,Katakwi
21UGA013005,2003-08-12,4.920796895,Katakwi
21UGA013005,2003-08-13,14.40247355,Katakwi
21UGA013005,2003-08-14,24.64708691,Katakwi
21UGA013005,2003-08-15,26.12256985,Katakwi
21UGA013005,2003-08-16,38.92795372,Katakwi
21UGA013005,2003-08-17,37.66494656,Katakwi
21UGA013005,2003-08-18,23.1285778,Katakwi
21UGA013005,2003-08-19,15.59779949,Katakwi
21UGA013005,2003-08-20,30.39385605,Katakwi
21UGA013005,2003-08-21,17.21090603,Katakwi
21UGA013005,2003-08-22,14.95276618,Katakwi
21UGA013005,2003-08-23,10.01395612,Katakwi
21UGA013005,2003-08-24,8.001449561,Katakwi
21UGA013005,2003-08-25,24.17218885,Katakwi
21UGA013005,2003-08-26,18.47919102,Katakwi
21UGA013005,2003-08-27,22.84023399,Katakwi
21UGA013005,2003-08-28,25.56032629,Katakwi
21UGA013005,2003-08-29,0,Katakwi
21UGA013005,2003-08-30,0,Katakwi
21UGA013005,2003-08-31,9.586851978,Katakwi
21UGA013005,2003-09-01,10.21949329,Katakwi
21UGA013005,2003-09-02,0,Katakwi
21UGA013005,2003-09-03,0,Katakwi
21UGA013005,2003-09-04,0,Katakwi
21UGA013005,2003-09-05,32.77411423,Katakwi
21UGA013005,2003-09-06,36.859375,Katakwi
21UGA013005,2003-09-07,10.51081495,Katakwi
21UGA013005,2003-09-08,8.41574769,Katakwi
21UGA013005,2003-09-09,7.991485548,Katakwi
21UGA013005,2003-09-10,8.486880732,Katakwi
21UGA013005,2003-09-11,0,Katakwi
21UGA013005,2003-09-12,0,Katakwi
21UGA013005,2003-09-13,7.749705458,Katakwi
21UGA013005,2003-09-14,0,Katakwi
21UGA013005,2003-09-15,18.38644657,Katakwi
21UGA013005,2003-09-16,17.62297583,Katakwi
21UGA013005,2003-09-17,16.53665438,Katakwi
21UGA013005,2003-09-18,7.663178945,Katakwi
21UGA013005,2003-09-19,0,Katakwi
21UGA013005,2003-09-20,0,Katakwi
21UGA013005,2003-09-21,0,Katakwi
21UGA013005,2003-09-22,0,Katakwi
21UGA013005,2003-09-23,13.93357882,Katakwi
21UGA013005,2003-09-24,14.39438291,Katakwi
21UGA013005,2003-09-25,0,Katakwi
21UGA013005,2003-09-26,0,Katakwi
21UGA013005,2003-09-27,4.849548244,Katakwi
21UGA013005,2003-09-28,22.91991615,Katakwi
21UGA013005,2003-09-29,15.93827891,Katakwi
21UGA013005,2003-09-30,0,Katakwi
21UGA013005,2003-10-01,0,Katakwi
21UGA013005,2003-10-02,7.195377588,Katakwi
21UGA013005,2003-10-03,0,Katakwi
21UGA013005,2003-10-04,0.11814754,Katakwi
21UGA013005,2003-10-05,0,Katakwi
21UGA013005,2003-10-06,0,Katakwi
21UGA013005,2003-10-07,2.916078556,Katakwi
21UGA013005,2003-10-08,5.636590958,Katakwi
21UGA013005,2003-10-09,8.279402924,Katakwi
21UGA013005,2003-10-10,0,Katakwi
21UGA013005,2003-10-11,1.722216415,Katakwi
21UGA013005,2003-10-12,17.23552017,Katakwi
21UGA013005,2003-10-13,0,Katakwi
21UGA013005,2003-10-14,0,Katakwi
21UGA013005,2003-10-15,0,Katakwi
21UGA013005,2003-10-16,0,Katakwi
21UGA013005,2003-10-17,11.04500766,Katakwi
21UGA013005,2003-10-18,10.54004712,Katakwi
21UGA013005,2003-10-19,0,Katakwi
21UGA013005,2003-10-20,3.857490516,Katakwi
21UGA013005,2003-10-21,0,Katakwi
21UGA013005,2003-10-22,0,Katakwi
21UGA013005,2003-10-23,0,Katakwi
21UGA013005,2003-10-24,0,Katakwi
21UGA013005,2003-10-25,0,Katakwi
21UGA013005,2003-10-26,0,Katakwi
21UGA013005,2003-10-27,16.4796236,Katakwi
21UGA013005,2003-10-28,5.918447256,Katakwi
21UGA013005,2003-10-29,5.505335712,Katakwi
21UGA013005,2003-10-30,3.773477399,Katakwi
21UGA013005,2003-10-31,8.856080341,Katakwi
21UGA013005,2003-11-01,9.866832209,Katakwi
21UGA013005,2003-11-02,15.19997158,Katakwi
21UGA013005,2003-11-03,9.508347702,Katakwi
21UGA013005,2003-11-04,13.31826649,Katakwi
21UGA013005,2003-11-05,6.991472197,Katakwi
21UGA013005,2003-11-06,0,Katakwi
21UGA013005,2003-11-07,0,Katakwi
21UGA013005,2003-11-08,0,Katakwi
21UGA013005,2003-11-09,9.076042175,Katakwi
21UGA013005,2003-11-10,14.65420961,Katakwi
21UGA013005,2003-11-11,4.815148783,Katakwi
21UGA013005,2003-11-12,0,Katakwi
21UGA013005,2003-11-13,0,Katakwi
21UGA013005,2003-11-14,0,Katakwi
21UGA013005,2003-11-15,5.032335353,Katakwi
21UGA013005,2003-11-16,15.06338692,Katakwi
21UGA013005,2003-11-17,13.99680519,Katakwi
21UGA013005,2003-11-18,0,Katakwi
21UGA013005,2003-11-19,14.16185899,Katakwi
21UGA013005,2003-11-20,0,Katakwi
21UGA013005,2003-11-21,0,Katakwi
21UGA013005,2003-11-22,0,Katakwi
21UGA013005,2003-11-23,0,Katakwi
21UGA013005,2003-11-24,6.855789065,Katakwi
21UGA013005,2003-11-25,3.55222317,Katakwi
21UGA013005,2003-11-26,0,Katakwi
21UGA013005,2003-11-27,0,Katakwi
21UGA013005,2003-11-28,5.511356997,Katakwi
21UGA013005,2003-11-29,14.03986993,Katakwi
21UGA013005,2003-11-30,0,Katakwi
21UGA013005,2003-12-01,0,Katakwi
21UGA013005,2003-12-02,0,Katakwi
21UGA013005,2003-12-03,0,Katakwi
21UGA013005,2003-12-04,0,Katakwi
21UGA013005,2003-12-05,3.36516422,Katakwi
21UGA013005,2003-12-06,24.74025288,Katakwi
21UGA013005,2003-12-07,8.409182882,Katakwi
21UGA013005,2003-12-08,22.69017382,Katakwi
21UGA013005,2003-12-09,7.670251727,Katakwi
21UGA013005,2003-12-10,0,Katakwi
21UGA013005,2003-12-11,0,Katakwi
21UGA013005,2003-12-12,0,Katakwi
21UGA013005,2003-12-13,0,Katakwi
21UGA013005,2003-12-14,0,Katakwi
21UGA013005,2003-12-15,0,Katakwi
21UGA013005,2003-12-16,0,Katakwi
21UGA013005,2003-12-17,0,Katakwi
21UGA013005,2003-12-18,0,Katakwi
21UGA013005,2003-12-19,0,Katakwi
21UGA013005,2003-12-20,3.985146463,Katakwi
21UGA013005,2003-12-21,2.918062806,Katakwi
21UGA013005,2003-12-22,0,Katakwi
21UGA013005,2003-12-23,0,Katakwi
21UGA013005,2003-12-24,0,Katakwi
21UGA013005,2003-12-25,0,Katakwi
21UGA013005,2003-12-26,0,Katakwi
21UGA013005,2003-12-27,0,Katakwi
21UGA013005,2003-12-28,0,Katakwi
21UGA013005,2003-12-29,0,Katakwi
21UGA013005,2003-12-30,0,Katakwi
21UGA013005,2003-12-31,0,Katakwi
21UGA013005,2004-01-01,0,Katakwi
21UGA013005,2004-01-02,2.441582322,Katakwi
21UGA013005,2004-01-03,0,Katakwi
21UGA013005,2004-01-04,0,Katakwi
21UGA013005,2004-01-05,0,Katakwi
21UGA013005,2004-01-06,0,Katakwi
21UGA013005,2004-01-07,0,Katakwi
21UGA013005,2004-01-08,0,Katakwi
21UGA013005,2004-01-09,0,Katakwi
21UGA013005,2004-01-10,0,Katakwi
21UGA013005,2004-01-11,0,Katakwi
21UGA013005,2004-01-12,0,Katakwi
21UGA013005,2004-01-13,4.949337697,Katakwi
21UGA013005,2004-01-14,8.615751457,Katakwi
21UGA013005,2004-01-15,3.116384888,Katakwi
21UGA013005,2004-01-16,9.449493504,Katakwi
21UGA013005,2004-01-17,0,Katakwi
21UGA013005,2004-01-18,0,Katakwi
21UGA013005,2004-01-19,11.70041409,Katakwi
21UGA013005,2004-01-20,0,Katakwi
21UGA013005,2004-01-21,0,Katakwi
21UGA013005,2004-01-22,0,Katakwi
21UGA013005,2004-01-23,3.991851187,Katakwi
21UGA013005,2004-01-24,16.78751898,Katakwi
21UGA013005,2004-01-25,5.826938009,Katakwi
21UGA013005,2004-01-26,0,Katakwi
21UGA013005,2004-01-27,0,Katakwi
21UGA013005,2004-01-28,0,Katakwi
21UGA013005,2004-01-29,8.830855083,Katakwi
21UGA013005,2004-01-30,4.092971468,Katakwi
21UGA013005,2004-01-31,1.014454585,Katakwi
21UGA013005,2004-02-01,0,Katakwi
21UGA013005,2004-02-02,2.335136271,Katakwi
21UGA013005,2004-02-03,4.096441579,Katakwi
21UGA013005,2004-02-04,0,Katakwi
21UGA013005,2004-02-05,0,Katakwi
21UGA013005,2004-02-06,0,Katakwi
21UGA013005,2004-02-07,0,Katakwi
21UGA013005,2004-02-08,0,Katakwi
21UGA013005,2004-02-09,0,Katakwi
21UGA013005,2004-02-10,0,Katakwi
21UGA013005,2004-02-11,0,Katakwi
21UGA013005,2004-02-12,0,Katakwi
21UGA013005,2004-02-13,0,Katakwi
21UGA013005,2004-02-14,0,Katakwi
21UGA013005,2004-02-15,0,Katakwi
21UGA013005,2004-02-16,0,Katakwi
21UGA013005,2004-02-17,11.93285222,Katakwi
21UGA013005,2004-02-18,11.50753088,Katakwi
21UGA013005,2004-02-19,11.29945517,Katakwi
21UGA013005,2004-02-20,0,Katakwi
21UGA013005,2004-02-21,0,Katakwi
21UGA013005,2004-02-22,5.208076453,Katakwi
21UGA013005,2004-02-23,8.393597174,Katakwi
21UGA013005,2004-02-24,12.05702615,Katakwi
21UGA013005,2004-02-25,0,Katakwi
21UGA013005,2004-02-26,0,Katakwi
21UGA013005,2004-02-27,7.965706873,Katakwi
21UGA013005,2004-02-28,5.373444557,Katakwi
21UGA013005,2004-02-29,4.341777301,Katakwi
21UGA013005,2004-03-01,0,Katakwi
21UGA013005,2004-03-02,3.427609015,Katakwi
21UGA013005,2004-03-03,0,Katakwi
21UGA013005,2004-03-04,0,Katakwi
21UGA013005,2004-03-05,0,Katakwi
21UGA013005,2004-03-06,3.529289949,Katakwi
21UGA013005,2004-03-07,0,Katakwi
21UGA013005,2004-03-08,0,Katakwi
21UGA013005,2004-03-09,-3.390549338,Katakwi
21UGA013005,2004-03-10,-4.370977187,Katakwi
21UGA013005,2004-03-11,10.23198862,Katakwi
21UGA013005,2004-03-12,0,Katakwi
21UGA013005,2004-03-13,10.59697175,Katakwi
21UGA013005,2004-03-14,-2.1279284,Katakwi
21UGA013005,2004-03-15,-3.528627133,Katakwi
21UGA013005,2004-03-16,0,Katakwi
21UGA013005,2004-03-17,-4.113730741,Katakwi
21UGA013005,2004-03-18,2.506509018,Katakwi
21UGA013005,2004-03-19,0,Katakwi
21UGA013005,2004-03-20,0,Katakwi
21UGA013005,2004-03-21,0,Katakwi
21UGA013005,2004-03-22,0,Katakwi
21UGA013005,2004-03-23,0,Katakwi
21UGA013005,2004-03-24,0,Katakwi
21UGA013005,2004-03-25,0,Katakwi
21UGA013005,2004-03-26,5.274607015,Katakwi
21UGA013005,2004-03-27,29.6320055,Katakwi
21UGA013005,2004-03-28,5.082232857,Katakwi
21UGA013005,2004-03-29,5.721185994,Katakwi
21UGA013005,2004-03-30,8.036556196,Katakwi
21UGA013005,2004-03-31,3.349828386,Katakwi
21UGA013005,2004-04-01,10.24383836,Katakwi
21UGA013005,2004-04-02,0,Katakwi
21UGA013005,2004-04-03,13.88684258,Katakwi
21UGA013005,2004-04-04,30.0087676,Katakwi
21UGA013005,2004-04-05,32.59916935,Katakwi
21UGA013005,2004-04-06,11.38377595,Katakwi
21UGA013005,2004-04-07,10.27052622,Katakwi
21UGA013005,2004-04-08,5.480228806,Katakwi
21UGA013005,2004-04-09,5.121529293,Katakwi
21UGA013005,2004-04-10,18.14935703,Katakwi
21UGA013005,2004-04-11,16.02906408,Katakwi
21UGA013005,2004-04-12,10.88977523,Katakwi
21UGA013005,2004-04-13,4.784886289,Katakwi
21UGA013005,2004-04-14,7.638889217,Katakwi
21UGA013005,2004-04-15,14.88016834,Katakwi
21UGA013005,2004-04-16,2.24064157,Katakwi
21UGA013005,2004-04-17,4.773351526,Katakwi
21UGA013005,2004-04-18,6.378493905,Katakwi
21UGA013005,2004-04-19,1.036226606,Katakwi
21UGA013005,2004-04-20,10.82941508,Katakwi
21UGA013005,2004-04-21,16.35790586,Katakwi
21UGA013005,2004-04-22,0,Katakwi
21UGA013005,2004-04-23,0,Katakwi
21UGA013005,2004-04-24,2.056830788,Katakwi
21UGA013005,2004-04-25,9.657415056,Katakwi
21UGA013005,2004-04-26,0,Katakwi
21UGA013005,2004-04-27,-5.255515742,Katakwi
21UGA013005,2004-04-28,-4.307734942,Katakwi
21UGA013005,2004-04-29,1.614976978,Katakwi
21UGA013005,2004-04-30,19.49244661,Katakwi
21UGA013005,2004-05-01,0,Katakwi
21UGA013005,2004-05-02,21.91498976,Katakwi
21UGA013005,2004-05-03,32.08424759,Katakwi
21UGA013005,2004-05-04,8.678398657,Katakwi
21UGA013005,2004-05-05,0,Katakwi
21UGA013005,2004-05-06,0,Katakwi
21UGA013005,2004-05-07,12.87916441,Katakwi
21UGA013005,2004-05-08,17.43880367,Katakwi
21UGA013005,2004-05-09,13.51176929,Katakwi
21UGA013005,2004-05-10,14.22144122,Katakwi
21UGA013005,2004-05-11,14.09511738,Katakwi
21UGA013005,2004-05-12,8.182133627,Katakwi
21UGA013005,2004-05-13,3.298558509,Katakwi
21UGA013005,2004-05-14,16.62077217,Katakwi
21UGA013005,2004-05-15,4.729175568,Katakwi
21UGA013005,2004-05-16,0,Katakwi
21UGA013005,2004-05-17,0,Katakwi
21UGA013005,2004-05-18,0,Katakwi
21UGA013005,2004-05-19,0,Katakwi
21UGA013005,2004-05-20,0,Katakwi
21UGA013005,2004-05-21,0,Katakwi
21UGA013005,2004-05-22,0,Katakwi
21UGA013005,2004-05-23,0,Katakwi
21UGA013005,2004-05-24,0,Katakwi
21UGA013005,2004-05-25,0,Katakwi
21UGA013005,2004-05-26,0,Katakwi
21UGA013005,2004-05-27,0,Katakwi
21UGA013005,2004-05-28,0,Katakwi
21UGA013005,2004-05-29,25.49449635,Katakwi
21UGA013005,2004-05-30,8.826466513,Katakwi
21UGA013005,2004-05-31,0,Katakwi
21UGA013005,2004-06-01,0,Katakwi
21UGA013005,2004-06-02,0,Katakwi
21UGA013005,2004-06-03,0,Katakwi
21UGA013005,2004-06-04,15.6218873,Katakwi
21UGA013005,2004-06-05,0,Katakwi
21UGA013005,2004-06-06,0,Katakwi
21UGA013005,2004-06-07,0,Katakwi
21UGA013005,2004-06-08,6.89401114,Katakwi
21UGA013005,2004-06-09,4.638136792,Katakwi
21UGA013005,2004-06-10,0,Katakwi
21UGA013005,2004-06-11,0,Katakwi
21UGA013005,2004-06-12,0,Katakwi
21UGA013005,2004-06-13,0,Katakwi
21UGA013005,2004-06-14,0,Katakwi
21UGA013005,2004-06-15,23.94897594,Katakwi
21UGA013005,2004-06-16,24.29429722,Katakwi
21UGA013005,2004-06-17,14.54650869,Katakwi
21UGA013005,2004-06-18,26.79876966,Katakwi
21UGA013005,2004-06-19,18.66598473,Katakwi
21UGA013005,2004-06-20,42.82043476,Katakwi
21UGA013005,2004-06-21,13.01972208,Katakwi
21UGA013005,2004-06-22,0,Katakwi
21UGA013005,2004-06-23,0,Katakwi
21UGA013005,2004-06-24,7.859982848,Katakwi
21UGA013005,2004-06-25,0,Katakwi
21UGA013005,2004-06-26,0,Katakwi
21UGA013005,2004-06-27,0,Katakwi
21UGA013005,2004-06-28,0,Katakwi
21UGA013005,2004-06-29,0,Katakwi
21UGA013005,2004-06-30,0,Katakwi
