pcode,date,rainfall,district
21UGA013005,1999-05-02,0,Katakwi
21UGA013005,1999-05-03,0,Katakwi
21UGA013005,1999-05-04,0,Katakwi
21UGA013005,1999-05-05,0,Katakwi
21UGA013005,1999-05-06,0,Katakwi
21UGA013005,1999-05-07,0,Katakwi
21UGA013005,1999-05-08,0,Katakwi
21UGA013005,1999-05-09,0,Katakwi
21UGA013005,1999-05-10,0,Katakwi
21UGA013005,1999-05-11,0,Katakwi
21UGA013005,1999-05-12,0,Katakwi
21UGA013005,1999-05-13,0,Katakwi
21UGA013005,1999-05-14,0,Katakwi
21UGA013005,1999-05-15,0,Katakwi
21UGA013005,1999-05-16,0,Katakwi
21UGA013005,1999-05-17,0,Katakwi
21UGA013005,1999-05-18,0,Katakwi
21UGA013005,1999-05-19,0,Katakwi
21UGA013005,1999-05-20,0,Katakwi
21UGA013005,1999-05-21,0,Katakwi
21UGA013005,1999-05-22,0,Katakwi
21UGA013005,1999-05-23,0,Katakwi
21UGA013005,1999-05-24,0,Katakwi
21UGA013005,1999-05-25,0,Katakwi
21UGA013005,1999-05-26,0,Katakwi
21UGA013005,1999-05-27,0,Katakwi
21UGA013005,1999-05-28,0,Katakwi
21UGA013005,1999-05-29,0,Katakwi
21UGA013005,1999-05-30,0,Katakwi
21UGA013005,1999-05-31,0,Katakwi
21UGA013005,1999-06-01,0,Katakwi
21UGA013005,1999-06-02,0,Katakwi
21UGA013005,1999-06-03,0,Katakwi
21UGA013005,1999-06-04,0,Katakwi
21UGA013005,1999-06-05,0,Katakwi
21UGA013005,1999-06-06,0,Katakwi
21UGA013005,1999-06-07,0,Katakwi
21UGA013005,1999-06-08,0,Katakwi
21UGA013005,1999-06-09,0,Katakwi
21UGA013005,1999-06-10,0,Katakwi
21UGA013005,1999-06-11,0,Katakwi
21UGA013005,1999-06-12,0,Katakwi
21UGA013005,1999-06-13,0,Katakwi
21UGA013005,1999-06-14,0,Katakwi
21UGA013005,1999-06-15,0,Katakwi
21UGA013005,1999-06-16,0,Katakwi
21UGA013005,1999-06-17,0,Katakwi
21UGA013005,1999-06-18,0,Katakwi
21UGA013005,1999-06-19,0,Katakwi
21UGA013005,1999-06-20,0,Katakwi
21UGA013005,1999-06-21,0,Katakwi
21UGA013005,1999-06-22,0,Katakwi
21UGA013005,1999-06-23,0,Katakwi
21UGA013005,1999-06-24,0,Katakwi
21UGA013005,1999-06-25,0,Katakwi
21UGA013005,1999-06-26,0,Katakwi
21UGA013005,1999-06-27,0,Katakwi
21UGA013005,1999-06-28,0,Katakwi
21UGA013005,1999-06-29,0,Katakwi
21UGA013005,1999-06-30,0,Katakwi
21UGA013005,1999-07-01,0,Katakwi
21UGA013005,1999-07-02,0,Katakwi
21UGA013005,1999-07-03,0,Katakwi
21UGA013005,1999-07-04,0,Katakwi
21UGA013005,1999-07-05,0,Katakwi
21UGA013005,1999-07-06,0,Katakwi
21UGA013005,1999-07-07,0,Katakwi
21UGA013005,1999-07-08,0,Katakwi
21UGA013005,1999-07-09,0,Katakwi
21UGA013005,1999-07-10,0,Katakwi
21UGA013005,1999-07-11,0,Katakwi
21UGA013005,1999-07-12,0,Katakwi
21UGA013005,1999-07-13,0,Katakwi
21UGA013005,1999-07-14,0,Katakwi
21UGA013005,1999-07-15,0,Katakwi
21UGA013005,1999-07-16,0,Katakwi
21UGA013005,1999-07-17,0,Katakwi
21UGA013005,1999-07-18,0,Katakwi
21UGA013005,1999-07-19,0,Katakwi
21UGA013005,1999-07-20,0,Katakwi
21UGA013005,1999-07-21,0,Katakwi
21UGA013005,1999-07-22,0,Katakwi
21UGA013005,1999-07-23,0,Katakwi
21UGA013005,1999-07-24,0,Katakwi
21UGA013005,1999-07-25,0,Katakwi
21UGA013005,1999-07-26,0,Katakwi
21UGA013005,1999-07-27,0,Katakwi
21UGA013005,1999-07-28,0,Katakwi
21UGA013005,1999-07-29,0,Katakwi
21UGA013005,1999-07-30,0,Katakwi
21UGA013005,1999-07-31,0,Katakwi
21UGA013005,1999-08-01,0,Katakwi
21UGA013005,1999-08-02,0,Katakwi
21UGA013005,1999-08-03,0,Katakwi
21UGA013005,1999-08-04,0,Katakwi
21UGA013005,1999-08-05,0,Katakwi
21UGA013005,1999-08-06,0,Katakwi
21UGA013005,1999-08-07,0,Katakwi
21UGA013005,1999-08-08,0,Katakwi
21UGA013005,1999-08-09,0,Katakwi
21UGA013005,1999-08-10,0,Katakwi
21UGA013005,1999-08-11,0,Katakwi
21UGA013005,1999-08-12,0,Katakwi
21UGA013005,1999-08-13,0,Katakwi
21UGA013005,1999-08-14,0,Katakwi
21UGA013005,1999-08-15,0,Katakwi
21UGA013005,1999-08-16,0,Katakwi
21UGA013005,1999-08-17,0,Katakwi
21UGA013005,1999-08-18,0,Katakwi
21UGA013005,1999-08-19,0,Katakwi
21UGA013005,1999-08-20,0,Katakwi
21UGA013005,1999-08-21,0,Katakwi
21UGA013005,1999-08-22,0,Katakwi
21UGA013005,1999-08-23,0,Katakwi
21UGA013005,1999-08-24,0,Katakwi
21UGA013005,1999-08-25,0,Katakwi
21UGA013005,1999-08-26,0,Katakwi
21UGA013005,1999-08-27,0,Katakwi
21UGA013005,1999-08-28,0,Katakwi
21UGA013005,1999-08-29,0,Katakwi
21UGA013005,1999-08-30,0,Katakwi
21UGA013005,1999-08-31,0,Katakwi
21UGA013005,1999-09-01,0,Katakwi
21UGA013005,1999-09-02,0,Katakwi
21UGA013005,1999-09-03,0,Katakwi
21UGA013005,1999-09-04,0,Katakwi
21UGA013005,1999-09-05,0,Katakwi
21UGA013005,1999-09-06,0,Katakwi
21UGA013005,1999-09-07,0,Katakwi
21UGA013005,1999-09-08,0,Katakwi
21UGA013005,1999-09-09,0,Katakwi
21UGA013005,1999-09-10,0,Katakwi
21UGA013005,1999-09-11,0,Katakwi
21UGA013005,1999-09-12,0,Katakwi
21UGA013005,1999-09-13,0,Katakwi
21UGA013005,1999-09-14,0,Katakwi
21UGA013005,1999-09-15,0,Katakwi
21UGA013005,1999-09-16,0,Katakwi
21UGA013005,1999-09-17,0,Katakwi
21UGA013005,1999-09-18,0,Katakwi
21UGA013005,1999-09-19,0,Katakwi
21UGA013005,1999-09-20,0,Katakwi
21UGA013005,1999-09-21,0,Katakwi
21UGA013005,1999-09-22,0,Katakwi
21UGA013005,1999-09-23,0,Katakwi
21UGA013005,1999-09-24,0,Katakwi
21UGA013005,1999-09-25,0,Katakwi
21UGA013005,1999-09-26,0,Katakwi
21UGA013005,1999-09-27,0,Katakwi
21UGA013005,1999-09-28,0,Katakwi
21UGA013005,1999-09-29,0,Katakwi
21UGA013005,1999-09-30,0,Katakwi
21UGA013005,1999-10-01,0,Katakwi
21UGA013005,1999-10-02,0,Katakwi
21UGA013005,1999-10-03,0,Katakwi
21UGA013005,1999-10-04,0,Katakwi
21UGA013005,1999-10-05,0,Katakwi
21UGA013005,1999-10-06,0,Katakwi
21UGA013005,1999-10-07,0,Katakwi
21UGA013005,1999-10-08,0,Katakwi
21UGA013005,1999-10-09,0,Katakwi
21UGA013005,1999-10-10,0,Katakwi
21UGA013005,1999-10-11,0,Katakwi
21UGA013005,1999-10-12,0,Katakwi
21UGA013005,1999-10-13,0,Katakwi
21UGA013005,1999-10-14,0,Katakwi
21UGA013005,1999-10-15,0,Katakwi
21UGA013005,1999-10-16,0,Katakwi
21UGA013005,1999-10-17,0,Katakwi
21UGA013005,1999-10-18,0,Katakwi
21UGA013005,1999-10-19,0,Katakwi
21UGA013005,1999-10-20,0,Katakwi
21UGA013005,1999-10-21,0,Katakwi
21UGA013005,1999-10-22,0,Katakwi
21UGA013005,1999-10-23,0,Katakwi
21UGA013005,1999-10-24,0,Katakwi
21UGA013005,1999-10-25,0,Katakwi
21UGA013005,1999-10-26,0,Katakwi
21UGA013005,1999-10-27,0,Katakwi
21UGA013005,1999-10-28,0,Katakwi
21UGA013005,1999-10-29,0,Katakwi
21UGA013005,1999-10-30,0,Katakwi
21UGA013005,1999-10-31,0,Katakwi
21UGA013005,1999-11-01,0,Katakwi
21UGA013005,1999-11-02,0,Katakwi
21UGA013005,1999-11-03,0,Katakwi
21UGA013005,1999-11-04,0,Katakwi
21UGA013005,1999-11-05,0,Katakwi
21UGA013005,1999-11-06,0,Katakwi
21UGA013005,1999-11-07,0,Katakwi
21UGA013005,1999-11-08,0,Katakwi
21UGA013005,1999-11-09,0,Katakwi
21UGA013005,1999-11-10,0,Katakwi
21UGA013005,1999-11-11,0,Katakwi
21UGA013005,1999-11-12,0,Katakwi
21UGA013005,1999-11-13,0,Katakwi
21UGA013005,1999-11-14,0,Katakwi
21UGA013005,1999-11-15,0,Katakwi
21UGA013005,1999-11-16,0,Katakwi
21UGA013005,1999-11-17,0,Katakwi
21UGA013005,1999-11-18,0,Katakwi
21UGA013005,1999-11-19,0,Katakwi
21UGA013005,1999-11-20,0,Katakwi
21UGA013005,1999-11-21,0,Katakwi
21UGA013005,1999-11-22,0,Katakwi
21UGA013005,1999-11-23,0,Katakwi
21UGA013005,1999-11-24,0,Katakwi
21UGA013005,1999-11-25,0,Katakwi
21UGA013005,1999-11-26,0,Katakwi
21UGA013005,1999-11-27,0,Katakwi
21UGA013005,1999-11-28,0,Katakwi
21UGA013005,1999-11-29,0,Katakwi
21UGA013005,1999-11-30,0,Katakwi
21UGA013005,1999-12-01,0,Katakwi
21UGA013005,1999-12-02,0,Katakwi
21UGA013005,1999-12-03,0,Katakwi
21UGA013005,1999-12-04,0,Katakwi
21UGA013005,1999-12-05,0,Katakwi
21UGA013005,1999-12-06,0,Katakwi
21UGA013005,1999-12-07,0,Katakwi
21UGA013005,1999-12-08,0,Katakwi
21UGA013005,1999-12-09,0,Katakwi
21UGA013005,1999-12-10,0,Katakwi
21UGA013005,1999-12-11,0,Katakwi
21UGA013005,1999-12-12,0,Katakwi
21UGA013005,1999-12-13,0,Katakwi
21UGA013005,1999-12-14,0,Katakwi
21UGA013005,1999-12-15,0,Katakwi
21UGA013005,1999-12-16,0,Katakwi
21UGA013005,1999-12-17,0,Katakwi
21UGA013005,1999-12-18,0,Katakwi
21UGA013005,1999-12-19,0,Katakwi
21UGA013005,1999-12-20,0,Katakwi
21UGA013005,1999-12-21,0,Katakwi
21UGA013005,1999-12-22,0,Katakwi
21UGA013005,1999-12-23,0,Katakwi
21UGA013005,1999-12-24,0,Katakwi
21UGA013005,1999-12-25,0,Katakwi
21UGA013005,1999-12-26,0,Katakwi
21UGA013005,1999-12-27,0,Katakwi
21UGA013005,1999-12-28,0,Katakwi
21UGA013005,1999-12-29,0,Katakwi
21UGA013005,1999-12-30,0,Katakwi
21UGA013005,1999-12-31,0,Katakwi
21UGA013005,2000-01-01,0,Katakwi
21UGA013005,2000-01-02,0,Katakwi
21UGA013005,2000-01-03,0,Katakwi
21UGA013005,2000-01-04,0,Katakwi
21UGA013005,2000-01-05,0,Katakwi
21UGA013005,2000-01-06,0,Katakwi
21UGA013005,2000-01-07,0,Katakwi
21UGA013005,2000-01-08,0,Katakwi
21UGA013005,2000-01-09,0,Katakwi
21UGA013005,2000-01-10,0,Katakwi
21UGA013005,2000-01-11,0,Katakwi
21UGA013005,2000-01-12,0,Katakwi
21UGA013005,2000-01-13,0,Katakwi
21UGA013005,2000-01-14,0,Katakwi
21UGA013005,2000-01-15,0,Katakwi
21UGA013005,2000-01-16,0,Katakwi
21UGA013005,2000-01-17,0,Katakwi
21UGA013005,2000-01-18,0,Katakwi
21UGA013005,2000-01-19,0,Katakwi
21UGA013005,2000-01-20,0,Katakwi
21UGA013005,2000-01-21,21.91972876,Katakwi
21UGA013005,2000-01-22,5.877150393,Katakwi
21UGA013005,2000-01-23,0,Katakwi
21UGA013005,2000-01-24,3.194372392,Katakwi
21UGA013005,2000-01-25,3.194372392,Katakwi
21UGA013005,2000-01-26,0,Katakwi
21UGA013005,2000-01-27,0,Katakwi
21UGA013005,2000-01-28,0,Katakwi
21UGA013005,2000-01-29,0,Katakwi
21UGA013005,2000-01-30,0,Katakwi
21UGA013005,2000-01-31,1.043458682,Katakwi
21UGA013005,2000-02-01,0,Katakwi
21UGA013005,2000-02-02,0,Katakwi
21UGA013005,2000-02-03,10.82384582,Katakwi
21UGA013005,2000-02-04,0,Katakwi
21UGA013005,2000-02-05,1.251690048,Katakwi
21UGA013005,2000-02-06,0,Katakwi
21UGA013005,2000-02-07,0,Katakwi
21UGA013005,2000-02-08,4.780403519,Katakwi
21UGA013005,2000-02-09,16.18808861,Katakwi
21UGA013005,2000-02-10,5.962776589,Katakwi
21UGA013005,2000-02-11,0,Katakwi
21UGA013005,2000-02-12,0,Katakwi
21UGA013005,2000-02-13,0,Katakwi
21UGA013005,2000-02-14,0,Katakwi
21UGA013005,2000-02-15,0,Katakwi
21UGA013005,2000-02-16,0,Katakwi
21UGA013005,2000-02-17,0,Katakwi
21UGA013005,2000-02-18,0,Katakwi
21UGA013005,2000-02-19,0,Katakwi
21UGA013005,2000-02-20,0,Katakwi
21UGA013005,2000-02-21,0,Katakwi
21UGA013005,2000-02-22,0,Katakwi
21UGA013005,2000-02-23,0,Katakwi
21UGA013005,2000-02-24,0,Katakwi
21UGA013005,2000-02-25,0,Katakwi
21UGA013005,2000-02-26,0,Katakwi
21UGA013005,2000-02-27,0,Katakwi
21UGA013005,2000-02-28,0,Katakwi
21UGA013005,2000-02-29,0,Katakwi
21UGA013005,2000-03-01,0,Katakwi
21UGA013005,2000-03-02,0,Katakwi
21UGA013005,2000-03-03,0,Katakwi
21UGA013005,2000-03-04,0,Katakwi
21UGA013005,2000-03-05,3.929711926,Katakwi
21UGA013005,2000-03-06,0,Katakwi
21UGA013005,2000-03-07,2.668633044,Katakwi
21UGA013005,2000-03-08,11.1215961,Katakwi
21UGA013005,2000-03-09,-1.708256698,Katakwi
21UGA013005,2000-03-10,-2.236600018,Katakwi
21UGA013005,2000-03-11,0,Katakwi
21UGA013005,2000-03-12,0.642172885,Katakwi
21UGA013005,2000-03-13,0,Katakwi
21UGA013005,2000-03-14,-3.985226452,Katakwi
21UGA013005,2000-03-15,-2.491011679,Katakwi
21UGA013005,2000-03-16,21.67953262,Katakwi
21UGA013005,2000-03-17,-3.272399151,Katakwi
21UGA013005,2000-03-18,0,Katakwi
21UGA013005,2000-03-19,0,Katakwi
21UGA013005,2000-03-20,0,Katakwi
21UGA013005,2000-03-21,0,Katakwi
21UGA013005,2000-03-22,0,Katakwi
21UGA013005,2000-03-23,0,Katakwi
21UGA013005,2000-03-24,0,Katakwi
21UGA013005,2000-03-25,0,Katakwi
21UGA013005,2000-03-26,0,Katakwi
21UGA013005,2000-03-27,-4.682438636,Katakwi
21UGA013005,2000-03-28,0,Katakwi
21UGA013005,2000-03-29,0,Katakwi
21UGA013005,2000-03-30,4.154395843,Katakwi
21UGA013005,2000-03-31,15.03333063,Katakwi
21UGA013005,2000-04-01,0,Katakwi
21UGA013005,2000-04-02,0,Katakwi
21UGA013005,2000-04-03,5.590480638,Katakwi
21UGA013005,2000-04-04,11.33206034,Katakwi
21UGA013005,2000-04-05,13.98750234,Katakwi
21UGA013005,2000-04-06,2.820185816,Katakwi
21UGA013005,2000-04-07,3.18111136,Katakwi
21UGA013005,2000-04-08,9.765812778,Katakwi
21UGA013005,2000-04-09,5.085685778,Katakwi
21UGA013005,2000-04-10,9.366842604,Katakwi
21UGA013005,2000-04-11,4.88409946,Katakwi
21UGA013005,2000-04-12,0,Katakwi
21UGA013005,2000-04-13,0,Katakwi
21UGA013005,2000-04-14,8.073696375,Katakwi
21UGA013005,2000-04-15,22.19540482,Katakwi
21UGA013005,2000-04-16,4.861369848,Katakwi
21UGA013005,2000-04-17,4.589435053,Katakwi
21UGA013005,2000-04-18,2.541292381,Katakwi
21UGA013005,2000-04-19,-5.419909191,Katakwi
21UGA013005,2000-04-20,0,Katakwi
21UGA013005,2000-04-21,4.008104038,Katakwi
21UGA013005,2000-04-22,18.89422493,Katakwi
21UGA013005,2000-04-23,11.90780883,Katakwi
21UGA013005,2000-04-24,0.964682865,Katakwi
21UGA013005,2000-04-25,3.357889104,Katakwi
21UGA013005,2000-04-26,0,Katakwi
21UGA013005,2000-04-27,12.8737927,Katakwi
21UGA013005,2000-04-28,2.933314347,Katakwi
21UGA013005,2000-04-29,8.274536133,Katakwi
21UGA013005,2000-04-30,29.81397419,Katakwi
21UGA013005,2000-05-01,13.24843693,Katakwi
21UGA013005,2000-05-02,14.89116678,Katakwi
21UGA013005,2000-05-03,8.724222612,Katakwi
21UGA013005,2000-05-04,10.81720219,Katakwi
21UGA013005,2000-05-05,5.976218987,Katakwi
21UGA013005,2000-05-06,0,Katakwi
21UGA013005,2000-05-07,14.86422024,Katakwi
21UGA013005,2000-05-08,9.107802963,Katakwi
21UGA013005,2000-05-09,27.3161643,Katakwi
21UGA013005,2000-05-10,19.62677851,Katakwi
21UGA013005,2000-05-11,38.05647926,Katakwi
21UGA013005,2000-05-12,32.74830055,Katakwi
21UGA013005,2000-05-13,14.09622922,Katakwi
21UGA013005,2000-05-14,0,Katakwi
21UGA013005,2000-05-15,1.651221561,Katakwi
21UGA013005,2000-05-16,2.521264148,Katakwi
21UGA013005,2000-05-17,0,Katakwi
21UGA013005,2000-05-18,0,Katakwi
21UGA013005,2000-05-19,0,Katakwi
21UGA013005,2000-05-20,0,Katakwi
21UGA013005,2000-05-21,0,Katakwi
21UGA013005,2000-05-22,0,Katakwi
21UGA013005,2000-05-23,0,Katakwi
21UGA013005,2000-05-24,5.407480288,Katakwi
21UGA013005,2000-05-25,6.291583538,Katakwi
21UGA013005,2000-05-26,18.1239872,Katakwi
21UGA013005,2000-05-27,10.76912494,Katakwi
21UGA013005,2000-05-28,4.538581562,Katakwi
21UGA013005,2000-05-29,19.15986099,Katakwi
21UGA013005,2000-05-30,31.44575539,Katakwi
21UGA013005,2000-05-31,8.550562143,Katakwi
21UGA013005,2000-06-01,0,Katakwi
21UGA013005,2000-06-02,0,Katakwi
21UGA013005,2000-06-03,0,Katakwi
21UGA013005,2000-06-04,0,Katakwi
21UGA013005,2000-06-05,5.897342324,Katakwi
21UGA013005,2000-06-06,0,Katakwi
21UGA013005,2000-06-07,3.084337831,Katakwi
21UGA013005,2000-06-08,0,Katakwi
21UGA013005,2000-06-09,25.45492659,Katakwi
21UGA013005,2000-06-10,29.69445515,Katakwi
21UGA013005,2000-06-11,10.39221478,Katakwi
21UGA013005,2000-06-12,7.501133204,Katakwi
21UGA013005,2000-06-13,0,Katakwi
21UGA013005,2000-06-14,0,Katakwi
21UGA013005,2000-06-15,0,Katakwi
21UGA013005,2000-06-16,0,Katakwi
21UGA013005,2000-06-17,0,Katakwi
21UGA013005,2000-06-18,0,Katakwi
21UGA013005,2000-06-19,0,Katakwi
21UGA013005,2000-06-20,16.42180548,Katakwi
21UGA013005,2000-06-21,17.88670826,Katakwi
21UGA013005,2000-06-22,14.30735464,Katakwi
21UGA013005,2000-06-23,20.85231714,Katakwi
21UGA013005,2000-06-24,35.30825367,Katakwi
21UGA013005,2000-06-25,33.4840189,Katakwi
21UGA013005,2000-06-26,37.04797935,Katakwi
21UGA013005,2000-06-27,14.10726304,Katakwi
21UGA013005,2000-06-28,13.94396882,Katakwi
21UGA013005,2000-06-29,10.44203482,Katakwi
21UGA013005,2000-06-30,0,Katakwi
21UGA013005,2000-07-01,18.31298552,Katakwi
21UGA013005,2000-07-02,16.58130665,Katakwi
21UGA013005,2000-07-03,20.96744595,Katakwi
21UGA013005,2000-07-04,0,Katakwi
21UGA013005,2000-07-05,12.29012117,Katakwi
21UGA013005,2000-07-06,25.46920557,Katakwi
21UGA013005,2000-07-07,11.03050995,Katakwi
21UGA013005,2000-07-08,0,Katakwi
21UGA013005,2000-07-09,19.87608118,Katakwi
21UGA013005,2000-07-10,23.58544321,Katakwi
21UGA013005,2000-07-11,13.39934545,Katakwi
21UGA013005,2000-07-12,1.951552057,Katakwi
21UGA013005,2000-07-13,23.63255587,Katakwi
21UGA013005,2000-07-14,18.97399006,Katakwi
21UGA013005,2000-07-15,24.2783946,Katakwi
21UGA013005,2000-07-16,14.10732722,Katakwi
21UGA013005,2000-07-17,2.370278358,Katakwi
21UGA013005,2000-07-18,0,Katakwi
21UGA013005,2000-07-19,10.3317452,Katakwi
21UGA013005,2000-07-20,33.52619514,Katakwi
21UGA013005,2000-07-21,29.92139969,Katakwi
21UGA013005,2000-07-22,25.636236,Katakwi
21UGA013005,2000-07-23,13.98433089,Katakwi
21UGA013005,2000-07-24,5.771447158,Katakwi
21UGA013005,2000-07-25,6.197489047,Katakwi
21UGA013005,2000-07-26,0,Katakwi
21UGA013005,2000-07-27,0,Katakwi
21UGA013005,2000-07-28,16.40433388,Katakwi
21UGA013005,2000-07-29,8.779509306,Katakwi
21UGA013005,2000-07-30,0,Katakwi
21UGA013005,2000-07-31,9.002304268,Katakwi
21UGA013005,2000-08-01,19.53250065,Katakwi
21UGA013005,2000-08-02,18.08914804,Katakwi
21UGA013005,2000-08-03,0,Katakwi
21UGA013005,2000-08-04,0,Katakwi
21UGA013005,2000-08-05,0,Katakwi
21UGA013005,2000-08-06,17.51519423,Katakwi
21UGA013005,2000-08-07,15.43188009,Katakwi
21UGA013005,2000-08-08,27.60715122,Katakwi
21UGA013005,2000-08-09,30.68196898,Katakwi
21UGA013005,2000-08-10,23.01510162,Katakwi
21UGA013005,2000-08-11,25.12803917,Katakwi
21UGA013005,2000-08-12,40.63152027,Katakwi
21UGA013005,2000-08-13,20.53283195,Katakwi
21UGA013005,2000-08-14,14.73047123,Katakwi
21UGA013005,2000-08-15,23.9047677,Katakwi
21UGA013005,2000-08-16,19.56034613,Katakwi
21UGA013005,2000-08-17,11.64619679,Katakwi
21UGA013005,2000-08-18,32.56902161,Katakwi
21UGA013005,2000-08-19,22.80308867,Katakwi
21UGA013005,2000-08-20,19.38189373,Katakwi
21UGA013005,2000-08-21,15.10228457,Katakwi
21UGA013005,2000-08-22,6.13230679,Katakwi
21UGA013005,2000-08-23,6.156407666,Katakwi
21UGA013005,2000-08-24,0,Katakwi
21UGA013005,2000-08-25,6.113058281,Katakwi
21UGA013005,2000-08-26,38.03891792,Katakwi
21UGA013005,2000-08-27,0,Katakwi
21UGA013005,2000-08-28,35.69940338,Katakwi
21UGA013005,2000-08-29,0,Katakwi
21UGA013005,2000-08-30,0,Katakwi
21UGA013005,2000-08-31,0,Katakwi
21UGA013005,2000-09-01,0.663699055,Katakwi
