Region,PCODE_REG,Province,PCODE_PROV,City_Municipality,PCODE_MUN_CTY,Total # of Active HHs,housing_unit,
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,PANDAG,PH153833000,"2,250",3906,0.576036866
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,"2,546",3069,0.829586184
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU HOFFER AMPATUAN,PH153835000,"3,063",4308,0.711002786
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU SALIBO,PH153836000,"5,638",2597,2.1709665
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,SHARIFF SAYDONA MUSTAPHA,PH153837000,"3,720",3568,1.042600897
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,INDANAN,PH156601000,"5,117",13848,0.369511843
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,JOLO (Capital),PH156602000,"4,954",18644,0.265715512
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,KALINGALAN CALUANG,PH156603000,"2,324",5535,0.419873532
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,LUUK,PH156604000,"2,795",5279,0.529456336
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,MAIMBUNG,PH156605000,"5,198",6346,0.819098645
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,HADJI PANGLIMA TAHIL (MARUNGGAS),PH156606000,601,1091,0.550870761
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,OLD PANAMAO,PH156607000,"3,825",6234,0.613570741
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,PANGUTARAN,PH156608000,"4,306",5235,0.822540592
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,PARANG,PH156609000,"9,585",9613,0.997087278
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,PATA,PH156610000,"1,472",3580,0.411173184
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,PATIKUL,PH156611000,"5,387",10854,0.496314723
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,SIASI,PH156612000,"5,322",12195,0.436408364
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,TALIPAO,PH156613000,"4,698",12190,0.385397867
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,TAPUL,PH156614000,"2,303",3123,0.737431956
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,TONGKIL,PH156615000,"2,027",4184,0.484464627
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,"5,518",4064,1.357775591
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,LUGUS,PH156617000,"1,625",3831,0.424171235
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,PANDAMI,PH156618000,"1,608",4870,0.330184805
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,SULU,PH156600000,OMAR,PH156619000,"2,096",4367,0.479963362
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,"4,597",6433,0.714596611
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,"8,825",16539,0.533587279
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,"2,622",4008,0.654191617
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,"2,407",3205,0.751014041
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,SITANGKAI,PH157005000,"2,512",5331,0.471206153
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,"2,261",3707,0.609927165
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,"2,789",3902,0.714761661
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,TURTLE ISLANDS,PH157008000,774,782,0.989769821
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,LANGUYAN,PH157009000,"2,474",5051,0.489803999
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,SAPA-SAPA,PH157010000,"3,117",4770,0.653459119
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,TAWI-TAWI,PH157000000,SIBUTU,PH157011000,"2,417",3910,0.618158568
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,BUENAVISTA,PH160201000,"4,209",13670,0.307900512
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,CITY OF BUTUAN (Capital),PH160202000,"14,700",74972,0.196073201
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,CITY OF CABADBARAN,PH160203000,"3,846",16447,0.233842038
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,CARMEN,PH160204000,"1,726",4628,0.372947277
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,JABONGA,PH160205000,"2,152",5114,0.420805632
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,KITCHARAO,PH160206000,"1,477",4022,0.367230234
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,LAS NIEVES,PH160207000,"2,978",5648,0.527266289
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,MAGALLANES,PH160208000,"1,009",4460,0.226233184
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,NASIPIT,PH160209000,"2,229",9079,0.24551162
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,SANTIAGO,PH160210000,"1,635",4491,0.364061456
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,TUBAY,PH160211000,"1,897",5180,0.366216216
Region XIII (Caraga),PH160000000,AGUSAN DEL NORTE,PH160200000,REMEDIOS T. ROMUALDEZ,PH160212000,"1,089",3486,0.312392427
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,CITY OF BAYUGAN,PH160301000,"6,279",22438,0.279837775
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,BUNAWAN,PH160302000,"4,078",10160,0.401377953
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,ESPERANZA,PH160303000,"4,531",11459,0.395409722
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,LA PAZ,PH160304000,"1,935",5246,0.368852459
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,LORETO,PH160305000,"3,368",8947,0.37643903
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,PROSPERIDAD (Capital),PH160306000,"6,712",18290,0.36697649
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,ROSARIO,PH160307000,"3,228",10068,0.320619785
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,SAN FRANCISCO,PH160308000,"3,948",16902,0.233581825
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,SAN LUIS,PH160309000,"3,003",6633,0.452736318
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,SANTA JOSEFA,PH160310000,"2,390",5853,0.408337605
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,TALACOGON,PH160311000,"3,631",8180,0.443887531
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,TRENTO,PH160312000,"4,698",11783,0.398710006
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,VERUELA,PH160313000,"3,924",9343,0.419993578
Region XIII (Caraga),PH160000000,AGUSAN DEL SUR,PH160300000,SIBAGAT,PH160314000,"3,261",6632,0.491706876
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,ALEGRIA,PH166701000,"1,236",3402,0.363315697
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,BACUAG,PH166702000,"1,036",2971,0.34870414
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,BURGOS,PH166704000,394,910,0.432967033
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,CLAVER,PH166706000,"2,021",7201,0.280655465
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,DAPA,PH166707000,"1,937",5129,0.377656463
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,DEL CARMEN,PH166708000,"1,467",3892,0.37692703
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,GENERAL LUNA,PH166710000,"1,516",3837,0.395100339
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,GIGAQUIT,PH166711000,"1,309",4449,0.294223421
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,MAINIT,PH166714000,"2,051",5946,0.344937773
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,MALIMONO,PH166715000,"1,143",3992,0.286322645
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,PILAR,PH166716000,819,2353,0.348066298
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,PLACER,PH166717000,"1,736",5854,0.296549368
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,SAN BENITO,PH166718000,474,1184,0.400337838
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,SAN FRANCISCO (ANAO-AON),PH166719000,"1,110",3160,0.351265823
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,SAN ISIDRO,PH166720000,620,1574,0.393900889
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,SANTA MONICA (SAPAO),PH166721000,740,1974,0.374873354
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,SISON,PH166722000,994,2899,0.342876854
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,SOCORRO,PH166723000,"1,934",4409,0.43864822
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,CITY OF SURIGAO (Capital),PH166724000,"7,720",34572,0.223302094
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,TAGANA-AN,PH166725000,"1,355",3733,0.362978837
Region XIII (Caraga),PH160000000,SURIGAO DEL NORTE,PH166700000,TUBOD,PH166727000,929,3219,0.288598944
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,BAROBO,PH166801000,"3,350",10567,0.3170247
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,BAYABAS,PH166802000,722,1710,0.422222222
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,CITY OF BISLIG,PH166803000,"5,915",20952,0.282311951
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,CAGWAIT,PH166804000,"1,188",4319,0.275063672
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,CANTILAN,PH166805000,"1,915",6960,0.275143678
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,CARMEN,PH166806000,746,2314,0.32238548
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,CARRASCAL,PH166807000,"1,409",5003,0.281631021
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,CORTES,PH166808000,"1,368",3520,0.388636364
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,HINATUAN,PH166809000,"4,236",8750,0.484114286
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,LANUZA,PH166810000,"1,097",2721,0.403160603
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,LIANGA,PH166811000,"2,267",6208,0.365173969
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,LINGIG,PH166812000,"3,706",6965,0.532089017
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,MADRID,PH166813000,968,3495,0.276967096
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,MARIHATAG,PH166814000,"1,346",3668,0.36695747
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,SAN AGUSTIN,PH166815000,"1,499",4548,0.329595427
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,SAN MIGUEL,PH166816000,"3,558",7918,0.449355898
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,TAGBINA,PH166817000,"2,940",8318,0.353450349
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,TAGO,PH166818000,"3,133",7852,0.399006623
Region XIII (Caraga),PH160000000,SURIGAO DEL SUR,PH166800000,CITY OF TANDAG (Capital),PH166819000,"3,077",12014,0.256117862
Region XIII (Caraga),PH160000000,DINAGAT ISLANDS,PH168500000,BASILISA (RIZAL),PH168501000,"1,964",8189,0.239833924
Region XIII (Caraga),PH160000000,DINAGAT ISLANDS,PH168500000,CAGDIANAO,PH168502000,"1,413",3729,0.378921963
Region XIII (Caraga),PH160000000,DINAGAT ISLANDS,PH168500000,DINAGAT,PH168503000,965,2172,0.444290976
Region XIII (Caraga),PH160000000,DINAGAT ISLANDS,PH168500000,LIBJO (ALBOR),PH168504000,"1,640",4057,0.404239586
Region XIII (Caraga),PH160000000,DINAGAT ISLANDS,PH168500000,LORETO,PH168505000,799,2228,0.358617594
Region XIII (Caraga),PH160000000,DINAGAT ISLANDS,PH168500000,SAN JOSE (Capital),PH168506000,"1,539",5688,0.27056962
Region XIII (Caraga),PH160000000,DINAGAT ISLANDS,PH168500000,TUBAJON,PH168507000,673,1839,0.365959761
Mimaropa Region,PH170000000,MARINDUQUE,PH174000000,BOAC (Capital),PH174001000,"2,184",12652,0.172620929
Mimaropa Region,PH170000000,MARINDUQUE,PH174000000,BUENAVISTA,PH174002000,"1,778",5309,0.334902995
Mimaropa Region,PH170000000,MARINDUQUE,PH174000000,GASAN,PH174003000,"1,732",7997,0.216581218
Mimaropa Region,PH170000000,MARINDUQUE,PH174000000,MOGPOG,PH174004000,"1,277",8219,0.1553717
Mimaropa Region,PH170000000,MARINDUQUE,PH174000000,SANTA CRUZ,PH174005000,"2,370",13309,0.178074987
Mimaropa Region,PH170000000,MARINDUQUE,PH174000000,TORRIJOS,PH174006000,"1,706",6855,0.248869438
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,ABRA DE ILOG,PH175101000,"3,372",7185,0.469311065
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,CALINTAAN,PH175102000,"1,961",6430,0.304976672
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,LOOC,PH175103000,412,2295,0.179520697
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,LUBANG,PH175104000,688,4642,0.148211978
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,MAGSAYSAY,PH175105000,"2,912",7782,0.374196865
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,MAMBURAO (Capital),PH175106000,"2,120",9912,0.213882163
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,PALUAN,PH175107000,"1,321",3481,0.379488653
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,RIZAL,PH175108000,"2,628",8426,0.311891764
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,SABLAYAN,PH175109000,"4,932",18473,0.266984247
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,SAN JOSE,PH175110000,"6,758",32761,0.20628186
Mimaropa Region,PH170000000,OCCIDENTAL MINDORO,PH175100000,SANTA CRUZ,PH175111000,"2,854",8888,0.321107111
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,BACO,PH175201000,"3,304",8248,0.400581959
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,BANSUD,PH175202000,"2,680",9144,0.293088364
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,BONGABONG,PH175203000,"5,182",16450,0.315015198
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,BULALACAO (SAN PEDRO),PH175204000,"4,071",8485,0.479787861
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,CITY OF CALAPAN (Capital),PH175205000,"4,628",30324,0.152618388
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,GLORIA,PH175206000,"3,396",10314,0.329261198
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,MANSALAY,PH175207000,"4,646",11219,0.414118905
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,NAUJAN,PH175208000,"6,416",23221,0.276301624
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,PINAMALAYAN,PH175209000,"5,324",19281,0.276126757
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,POLA,PH175210000,"2,357",8169,0.288529808
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,PUERTO GALERA,PH175211000,"1,656",8292,0.199710564
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,ROXAS,PH175212000,"4,036",11628,0.347093223
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,SAN TEODORO,PH175213000,"1,355",4039,0.335479079
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,SOCORRO,PH175214000,"2,833",9054,0.312900376
Mimaropa Region,PH170000000,ORIENTAL MINDORO,PH175200000,VICTORIA,PH175215000,"3,045",11120,0.273830935
Mimaropa Region,PH170000000,PALAWAN,PH175300000,ABORLAN,PH175301000,"2,283",8267,0.276158219
Mimaropa Region,PH170000000,PALAWAN,PH175300000,AGUTAYA,PH175302000,"1,067",3044,0.350525624
Mimaropa Region,PH170000000,PALAWAN,PH175300000,ARACELI,PH175303000,"1,271",3206,0.396444167
Mimaropa Region,PH170000000,PALAWAN,PH175300000,BALABAC,PH175304000,"3,832",8411,0.455593865
Mimaropa Region,PH170000000,PALAWAN,PH175300000,BATARAZA,PH175305000,"7,005",17923,0.390838587
Mimaropa Region,PH170000000,PALAWAN,PH175300000,BROOKE'S POINT,PH175306000,"5,191",15383,0.337450432
Mimaropa Region,PH170000000,PALAWAN,PH175300000,BUSUANGA,PH175307000,"1,663",5032,0.330484897
Mimaropa Region,PH170000000,PALAWAN,PH175300000,CAGAYANCILLO,PH175308000,577,1100,0.524545455
Mimaropa Region,PH170000000,PALAWAN,PH175300000,CORON,PH175309000,"3,349",11463,0.292157376
Mimaropa Region,PH170000000,PALAWAN,PH175300000,CUYO,PH175310000,"1,152",5015,0.229710867
Mimaropa Region,PH170000000,PALAWAN,PH175300000,DUMARAN,PH175311000,"2,107",5757,0.365989231
Mimaropa Region,PH170000000,PALAWAN,PH175300000,EL NIDO (BACUIT),PH175312000,"3,268",9465,0.345272055
Mimaropa Region,PH170000000,PALAWAN,PH175300000,LINAPACAN,PH175313000,"1,536",3359,0.457278952
Mimaropa Region,PH170000000,PALAWAN,PH175300000,MAGSAYSAY,PH175314000,784,2731,0.287074332
Mimaropa Region,PH170000000,PALAWAN,PH175300000,NARRA,PH175315000,"4,095",16897,0.242350713
Mimaropa Region,PH170000000,PALAWAN,PH175300000,CITY OF PUERTO PRINCESA (Capital),PH175316000,"7,526",61665,0.122046542
Mimaropa Region,PH170000000,PALAWAN,PH175300000,QUEZON,PH175317000,"5,517",13912,0.396564117
Mimaropa Region,PH170000000,PALAWAN,PH175300000,ROXAS,PH175318000,"4,889",15321,0.319104497
Mimaropa Region,PH170000000,PALAWAN,PH175300000,SAN VICENTE,PH175319000,"2,422",6707,0.361115253
Mimaropa Region,PH170000000,PALAWAN,PH175300000,TAYTAY,PH175320000,"6,952",15993,0.434690177
Mimaropa Region,PH170000000,PALAWAN,PH175300000,CULION,PH175322000,"1,390",4640,0.299568966
Mimaropa Region,PH170000000,PALAWAN,PH175300000,RIZAL (MARCOS),PH175323000,"5,221",12731,0.410101327
Mimaropa Region,PH170000000,PALAWAN,PH175300000,SOFRONIO ESPAÑOLA,PH175324000,"3,507",7673,0.457057214
Mimaropa Region,PH170000000,ROMBLON,PH175900000,ALCANTARA,PH175901000,886,3666,0.241680306
Mimaropa Region,PH170000000,ROMBLON,PH175900000,BANTON,PH175902000,567,1419,0.399577167
Mimaropa Region,PH170000000,ROMBLON,PH175900000,CAJIDIOCAN,PH175903000,"1,657",4951,0.334679863
Mimaropa Region,PH170000000,ROMBLON,PH175900000,CALATRAVA,PH175904000,523,2299,0.227490213
Mimaropa Region,PH170000000,ROMBLON,PH175900000,CONCEPCION,PH175905000,215,1047,0.205348615
Mimaropa Region,PH170000000,ROMBLON,PH175900000,CORCUERA,PH175906000,759,2467,0.307661127
Mimaropa Region,PH170000000,ROMBLON,PH175900000,LOOC,PH175907000,"1,272",5363,0.237180682
Mimaropa Region,PH170000000,ROMBLON,PH175900000,MAGDIWANG,PH175908000,"1,099",3066,0.358447489
Mimaropa Region,PH170000000,ROMBLON,PH175900000,ODIONGAN,PH175909000,"1,453",11388,0.127590446
Mimaropa Region,PH170000000,ROMBLON,PH175900000,ROMBLON (Capital),PH175910000,"1,759",8910,0.197418631
Mimaropa Region,PH170000000,ROMBLON,PH175900000,SAN AGUSTIN,PH175911000,"1,363",5258,0.25922404
Mimaropa Region,PH170000000,ROMBLON,PH175900000,SAN ANDRES,PH175912000,"1,280",3544,0.361173815
Mimaropa Region,PH170000000,ROMBLON,PH175900000,SAN FERNANDO,PH175913000,"1,553",4978,0.31197268
