countryCodeISO3,adminLevel,placeCode,indicator,value
MDG,1,MG11,populationTotal,9880679
MDG,1,MG12,populationTotal,2923844
MDG,1,MG13,populationTotal,231253
MDG,1,MG14,populationTotal,149050
MDG,1,MG21,populationTotal,3278475
MDG,1,MG22,populationTotal,1486955
MDG,1,MG23,populationTotal,1128743
MDG,1,MG24,populationTotal,546582
MDG,1,MG25,populationTotal,550580
MDG,1,MG31,populationTotal,1908497
MDG,1,MG32,populationTotal,830715
MDG,1,MG33,populationTotal,741503
MDG,1,MG41,populationTotal,262103
MDG,1,MG42,populationTotal,937230
MDG,1,MG43,populationTotal,97013
MDG,1,MG44,populationTotal,260071
MDG,1,MG51,populationTotal,584246
MDG,1,MG52,populationTotal,2339935
MDG,1,MG53,populationTotal,285365
MDG,1,MG54,populationTotal,151165
MDG,1,MG71,populationTotal,563971
MDG,1,MG72,populationTotal,494172
MDG,2,MG11101001A,populationTotal,190439
MDG,2,MG11101002A,populationTotal,382488
MDG,2,MG11101003A,populationTotal,139665
MDG,2,MG11101004A,populationTotal,156573
MDG,2,MG11101005A,populationTotal,1028630
MDG,2,MG11101006A,populationTotal,111862
MDG,2,MG11102,populationTotal,6304594
MDG,2,MG11103,populationTotal,972681
MDG,2,MG11104,populationTotal,57102
MDG,2,MG11106,populationTotal,51952
MDG,2,MG11107,populationTotal,79894
MDG,2,MG11115,populationTotal,32554
MDG,2,MG11117,populationTotal,372245
MDG,2,MG12108,populationTotal,44942
MDG,2,MG12109,populationTotal,1181775
MDG,2,MG12110,populationTotal,68169
MDG,2,MG12114,populationTotal,170878
MDG,2,MG12116,populationTotal,61892
MDG,2,MG12118,populationTotal,456303
MDG,2,MG12120,populationTotal,939885
MDG,2,MG13105,populationTotal,131280
MDG,2,MG13112,populationTotal,58138
MDG,2,MG13113,populationTotal,41835
MDG,2,MG14111,populationTotal,120734
MDG,2,MG14119,populationTotal,28316
MDG,2,MG21201,populationTotal,89690
MDG,2,MG21205,populationTotal,187771
MDG,2,MG21208,populationTotal,1024571
MDG,2,MG21219,populationTotal,122767
MDG,2,MG21220,populationTotal,409447
MDG,2,MG21224,populationTotal,1011302
MDG,2,MG21225,populationTotal,432927
MDG,2,MG22202,populationTotal,52637
MDG,2,MG22203,populationTotal,1067269
MDG,2,MG22204,populationTotal,131248
MDG,2,MG22223,populationTotal,235801
MDG,2,MG23206,populationTotal,69646
MDG,2,MG23207,populationTotal,345759
MDG,2,MG23209,populationTotal,252114
MDG,2,MG23210,populationTotal,327142
MDG,2,MG23211,populationTotal,105266
MDG,2,MG23212,populationTotal,28816
MDG,2,MG24216,populationTotal,496630
MDG,2,MG24218,populationTotal,20651
MDG,2,MG24221,populationTotal,29301
MDG,2,MG25213,populationTotal,393081
MDG,2,MG25214,populationTotal,104328
MDG,2,MG25215,populationTotal,3749
MDG,2,MG25217,populationTotal,40521
MDG,2,MG25222,populationTotal,8901
MDG,2,MG31301,populationTotal,23871
MDG,2,MG31306,populationTotal,38556
MDG,2,MG31307,populationTotal,157131
MDG,2,MG31308,populationTotal,1317332
MDG,2,MG31309,populationTotal,17420
MDG,2,MG31310,populationTotal,346376
MDG,2,MG31311,populationTotal,7811
MDG,2,MG32302,populationTotal,1209
MDG,2,MG32303,populationTotal,28696
MDG,2,MG32304,populationTotal,75433
MDG,2,MG32305,populationTotal,187010
MDG,2,MG32315,populationTotal,512794
MDG,2,MG32318,populationTotal,25573
MDG,2,MG33312,populationTotal,162911
MDG,2,MG33313,populationTotal,449317
MDG,2,MG33314,populationTotal,101350
MDG,2,MG33316,populationTotal,4256
MDG,2,MG33317,populationTotal,23669
MDG,2,MG41401,populationTotal,22297
MDG,2,MG41403,populationTotal,21510
MDG,2,MG41405,populationTotal,81412
MDG,2,MG41406,populationTotal,65328
MDG,2,MG41407,populationTotal,7506
MDG,2,MG41415,populationTotal,64050
MDG,2,MG42409,populationTotal,144972
MDG,2,MG42410,populationTotal,201063
MDG,2,MG42411,populationTotal,32797
MDG,2,MG42412,populationTotal,479127
MDG,2,MG42413,populationTotal,42129
MDG,2,MG42414,populationTotal,20496
MDG,2,MG42423,populationTotal,16646
MDG,2,MG43404,populationTotal,79569
MDG,2,MG43408,populationTotal,13683
MDG,2,MG43416,populationTotal,3761
MDG,2,MG44402,populationTotal,201271
MDG,2,MG44417,populationTotal,4553
MDG,2,MG44420,populationTotal,28230
