adminLevel,placeCode,indicator,value,countryCodeISO3
1,ZW10,populationTotal,749602,ZWE
1,ZW19,populationTotal,2488923,ZWE
1,ZW11,populationTotal,2088686,ZWE
1,ZW12,populationTotal,1382836,ZWE
1,ZW13,populationTotal,1711554,ZWE
1,ZW14,populationTotal,1813520,ZWE
1,ZW18,populationTotal,1774126,ZWE
1,ZW15,populationTotal,873859,ZWE
1,ZW16,populationTotal,797526,ZWE
1,ZW17,populationTotal,1915635,ZWE
