"adminLevel","placeCode","indicator","value"
"3","020101511","population",1124
"3","020101510","population",1986
"3","020101509","population",9343
"3","020101514","population",4296
"3","020101508","population",11375
"3","020101503","population",3303
"3","020101504","population",4786
"3","020902625","population",3740
"3","020201701","population",18540
"3","020201614","population",27799
"3","020201626","population",8539
"3","020201625","population",10351
"3","020201624","population",12627
"3","020201623","population",11438
"3","020201710","population",11169
"3","020201612","population",12302
"3","020201611","population",5337
"3","020201621","population",5533
"3","020201619","population",2434
"3","020201618","population",4717
"3","020201617","population",1838
"3","020201616","population",399
"3","020201615","population",2418
"3","020201620","population",4318
"3","020201627","population",25989
"3","020201702","population",6264
"3","020201703","population",6117
"3","020201704","population",7017
"3","020201705","population",5379
"3","020201707","population",9963
"3","020201706","population",10323
"3","020201708","population",30766
"3","020201709","population",9351
"3","020201622","population",5225
"3","070709608","population",8174
"3","070709613","population",7617
"3","070709612","population",26643
"3","070709611","population",19558
"3","070709610","population",4290
"3","070709609","population",10501
"3","070709607","population",8907
"3","070709602","population",4942
"3","070709603","population",19184
"3","070709604","population",11812
"3","070709606","population",12
"3","070709605","population",1707
"3","070709601","population",1927
"3","070809208","population",19177
"3","070809201","population",17117
"3","070809202","population",17135
"3","070809203","population",11143
"3","070809204","population",14384
"3","070809205","population",23971
"3","070809209","population",14306
"3","070809213","population",4109
"3","070809211","population",18915
"3","070809207","population",16967
"3","070809206","population",11824
"3","070809210","population",11888
"3","020502528","population",18255
"3","020502407","population",10317
"3","020502409","population",4080
"3","020502410","population",2565
"3","020502411","population",5394
"3","020502414","population",2701
"3","020502412","population",1531
"3","020502413","population",1535
"3","020502518","population",1695
"3","020502517","population",5041
"3","020502516","population",1041
"3","020502520","population",1614
"3","020502521","population",1676
"3","020502522","population",735
"3","020502523","population",1169
"3","020502526","population",1191
"3","020502524","population",2063
"3","020502525","population",2753
"3","020502515","population",5523
"3","020502402","population",15192
"3","020502401","population",21721
"3","020502408","population",16842
"3","020502403","population",6864
"3","020502405","population",2124
"3","020502404","population",10624
"3","020502406","population",13095
"3","020603012","population",4329
"3","020301819","population",8734
"3","020603016","population",6357
"3","020603013","population",4265
"3","020603015","population",2339
"3","020603001","population",6690
"3","020603014","population",4460
"3","020603003","population",9904
"3","020603002","population",7974
"3","020603004","population",9537
"3","020603005","population",7459
"3","020603006","population",8262
"3","020603007","population",2675
"3","020603010","population",2968
"3","020603009","population",982
"3","020603008","population",5570
"3","020603011","population",4882
"3","020902623","population",4168
"3","020201613","population",3904
"3","020301821","population",17109
"3","020301820","population",6158
"3","020301822","population",3708
"3","020301805","population",17649
"3","020301806","population",13015
"3","020301801","population",1761
"3","020301802","population",2347
"3","020301803","population",9533
"3","020301807","population",15097
"3","020301804","population",2558
"3","020402016","population",54510
"3","020902811","population",21260
"3","020402227","population",21577
"3","020402318","population",135436
"3","020402110","population",4171
"3","020301816","population",10137
"3","020301818","population",1493
"3","020301809","population",2455
"3","020301808","population",749
"3","020301810","population",418
"3","020301811","population",456
"3","020301812","population",1175
"3","020301815","population",1415
"3","020301817","population",1142
"3","020301813","population",233
"3","020301814","population",1051
"3","020401902","population",20652
"3","020401904","population",12592
"3","020401905","population",5159
"3","020401906","population",3737
"3","020402224","population",11664
"3","020402223","population",18793
"3","020402222","population",10606
"3","020402320","population",8968
"3","020402321","population",7333
"3","020402319","population",6209
"3","020402013","population",28629
"3","020402014","population",13443
"3","020402112","population",32305
"3","020402111","population",52612
"3","020402107","population",11423
"3","020402108","population",17758
"3","020402109","population",11102
"3","020402226","population",10456
"3","020402228","population",7890
"3","020402225","population",25447
"3","020401901","population",39299
"3","020401903","population",65573
"3","070108222","population",7151
"3","070108201","population",3838
"3","070108210","population",795
"3","070108205","population",5134
"3","070108206","population",3744
"3","070108211","population",1304
"3","070108212","population",2259
"3","070108213","population",48
"3","070108216","population",10603
"3","070108217","population",2205
"3","070108218","population",8097
"3","070108221","population",3086
"3","070108214","population",173
"3","070108219","population",105
"3","070108207","population",3645
"3","070108202","population",10907
"3","070108208","population",1418
"3","070108203","population",7062
"3","070108204","population",5355
"3","070108209","population",8619
"3","070108215","population",3608
"3","070108220","population",2823
"3","070409320","population",9655
"3","070208914","population",8119
"3","070208913","population",3284
"3","070208912","population",5696
"3","070208915","population",7531
"3","070208916","population",3762
"3","070208917","population",6580
"3","070208918","population",21505
"3","070208920","population",7975
"3","070208919","population",9930
"3","070208921","population",5511
"3","080811301","population",3949
"3","080811412","population",3842
"3","080110309","population",1169
"3","080110306","population",1761
"3","080811416","population",3050
"3","080811415","population",4763
"3","080811414","population",4858
"3","080811413","population",6099
"3","080811411","population",6115
"3","080811310","population",11147
"3","080811305","population",8680
"3","080811309","population",6499
"3","080811308","population",6254
"3","080811307","population",11009
"3","080811306","population",5123
"3","080811303","population",8485
"3","080811302","population",4196
"3","080811304","population",9261
"3","080610801","population",14694
"3","080610807","population",9177
"3","080610808","population",2803
"3","080610804","population",12142
"3","080610805","population",4503
"3","080610806","population",3967
"3","080610802","population",1840
"3","080610803","population",15920
"3","080610814","population",6282
"3","080610813","population",10075
"3","080610809","population",9676
"3","080610810","population",4689
"3","080610811","population",5975
"3","080610812","population",13803
"3","080610815","population",12564
"3","080610816","population",5219
"3","080711008","population",169047
"3","080711101","population",47906
"3","080711213","population",110934
"3","020101501","population",5800
"3","030505101","population",88501
"3","030605212","population",10333
"3","030605201","population",2218
"3","030605202","population",3460
"3","030605213","population",5618
"3","030605211","population",5099
"3","030605210","population",5559
"3","030605208","population",8719
"3","030605205","population",3734
"3","030605203","population",14590
"3","030605206","population",5147
"3","030605207","population",8552
"3","030304506","population",10486
"3","030304617","population",22196
"3","030304501","population",11713
"3","030304504","population",3353
"3","030304503","population",6214
"3","030304502","population",11240
"3","030304510","population",13648
"3","030304509","population",8081
"3","030304507","population",12051
"3","030304508","population",2757
"3","030304505","population",3196
"3","030304615","population",10439
"3","030304614","population",6630
"3","030304613","population",17088
"3","030304612","population",16124
"3","030304616","population",5137
"3","030304618","population",5957
"3","030304611","population",19628
"3","030404924","population",10786
"3","030404926","population",36385
"3","030404927","population",4440
"3","030404925","population",6886
"3","030404922","population",17440
"3","030404919","population",18177
"3","030404921","population",19663
"3","030405017","population",11661
"3","030405018","population",25024
"3","030405016","population",13480
"3","030405015","population",12835
"3","030405012","population",15282
"3","030405011","population",29301
"3","030405013","population",22545
"3","030404810","population",12119
"3","030404808","population",6256
"3","030404806","population",14038
"3","030404802","population",20087
"3","030404801","population",11445
"3","030404803","population",10670
"3","030404807","population",17837
"3","030404804","population",13107
"3","030405009","population",21769
"3","030404923","population",11301
"3","080110312","population",2634
"3","080110313","population",1612
"3","080110310","population",1686
"3","080110311","population",3064
"3","080110301","population",1708
"3","080110302","population",1748
"3","080110307","population",6028
"3","080110304","population",8734
"3","080110303","population",2037
"3","080110305","population",4787
"3","080110308","population",2281
"3","030103822","population",7663
"3","030103821","population",3942
"3","030103819","population",3167
"3","030103820","population",1447
"3","030103818","population",11785
"3","030103817","population",7201
"3","080610906","population",5426
"3","080610902","population",4325
"3","080610901","population",3790
"3","080610903","population",9191
"3","080610905","population",4632
"3","080610904","population",14982
"3","030705308","population",15554
"3","030705420","population",10647
"3","030705509","population",11014
"3","030705417","population",39329
"3","030705419","population",42743
"3","030705421","population",31555
"3","030705422","population",26384
"3","030705305","population",13911
"3","030705306","population",15209
"3","030705307","population",12516
"3","030705516","population",7792
"3","030705515","population",15400
"3","030705511","population",7422
"3","030705512","population",8518
"3","030705510","population",10952
"3","030705513","population",9344
"3","030705418","population",26647
"3","030705414","population",24898
"3","030605209","population",13825
"3","030605204","population",11497
"3","030304727","population",11049
"3","030304719","population",13186
"3","030304720","population",5065
"3","030304721","population",8466
"3","030304722","population",9132
"3","030304723","population",15537
"3","030304725","population",13729
"3","030304726","population",13411
"3","030304724","population",7365
"3","030304728","population",6427
"3","030705301","population",15908
"3","030705302","population",12321
"3","030705303","population",20346
"3","030705304","population",25752
"3","080310403","population",5368
"3","080310401","population",2443
"3","080310402","population",3829
"3","080310409","population",6960
"3","080310405","population",3380
"3","080310404","population",2344
"3","080310407","population",8363
"3","080310408","population",15581
"3","080310406","population",17047
