index,countryCodeISO3,adminLevel,placeCode,indicator,value
628,ETH,3,ET041004,populationTotal,145266
629,ETH,3,ET041005,populationTotal,138808
630,ETH,3,ET041006,populationTotal,307100
631,ETH,3,ET041007,populationTotal,94978
632,ETH,3,ET041008,populationTotal,288913
633,ETH,3,ET041009,populationTotal,268623
634,ETH,3,ET041010,populationTotal,312918
635,ETH,3,ET041011,populationTotal,366962
636,ETH,3,ET041012,populationTotal,290384
637,ETH,3,ET041013,populationTotal,370275
638,ETH,3,ET041014,populationTotal,163519
639,ETH,3,ET041015,populationTotal,150602
640,ETH,3,ET041016,populationTotal,350641
641,ETH,3,ET041017,populationTotal,169030
642,ETH,3,ET041018,populationTotal,87464
643,ETH,3,ET041019,populationTotal,24568
644,ETH,3,ET041089,populationTotal,141673
645,ETH,3,ET041097,populationTotal,13121
646,ETH,3,ET041098,populationTotal,39780
647,ETH,3,ET041099,populationTotal,91064
648,ETH,3,ET041104,populationTotal,166000
649,ETH,3,ET041106,populationTotal,119741
650,ETH,3,ET041109,populationTotal,168709
651,ETH,3,ET041110,populationTotal,55160
652,ETH,3,ET041111,populationTotal,133053
653,ETH,3,ET041112,populationTotal,143514
654,ETH,3,ET041113,populationTotal,166431
655,ETH,3,ET041114,populationTotal,151325
656,ETH,3,ET041115,populationTotal,50474
657,ETH,3,ET041116,populationTotal,141632
658,ETH,3,ET041119,populationTotal,95873
659,ETH,3,ET041120,populationTotal,56962
660,ETH,3,ET041122,populationTotal,65823
661,ETH,3,ET041207,populationTotal,78638
662,ETH,3,ET041208,populationTotal,58820
663,ETH,3,ET041210,populationTotal,36161
664,ETH,3,ET041211,populationTotal,36825
665,ETH,3,ET041212,populationTotal,84096
666,ETH,3,ET041216,populationTotal,81428
667,ETH,3,ET041219,populationTotal,24916
668,ETH,3,ET041220,populationTotal,27339
669,ETH,3,ET041223,populationTotal,32368
670,ETH,3,ET041290,populationTotal,32444
671,ETH,3,ET041291,populationTotal,30884
672,ETH,3,ET041295,populationTotal,40474
673,ETH,3,ET041296,populationTotal,22871
674,ETH,3,ET041298,populationTotal,24983
675,ETH,3,ET041301,populationTotal,192605
676,ETH,3,ET041302,populationTotal,153653
677,ETH,3,ET041303,populationTotal,252724
678,ETH,3,ET041304,populationTotal,155119
679,ETH,3,ET041305,populationTotal,74525
680,ETH,3,ET041307,populationTotal,111489
681,ETH,3,ET041308,populationTotal,102792
682,ETH,3,ET041309,populationTotal,131686
683,ETH,3,ET041310,populationTotal,133148
684,ETH,3,ET041311,populationTotal,63525
685,ETH,3,ET041312,populationTotal,53330
686,ETH,3,ET041314,populationTotal,91603
687,ETH,3,ET041401,populationTotal,197698
688,ETH,3,ET041402,populationTotal,163731
689,ETH,3,ET041403,populationTotal,161312
690,ETH,3,ET041404,populationTotal,69731
691,ETH,3,ET041405,populationTotal,192331
692,ETH,3,ET041407,populationTotal,89407
693,ETH,3,ET041408,populationTotal,93563
694,ETH,3,ET041409,populationTotal,44033
695,ETH,3,ET041410,populationTotal,97324
696,ETH,3,ET041411,populationTotal,110659
697,ETH,3,ET041412,populationTotal,83220
698,ETH,3,ET041413,populationTotal,109988
699,ETH,3,ET041414,populationTotal,54945
700,ETH,3,ET041482,populationTotal,34179
701,ETH,3,ET041490,populationTotal,85021
702,ETH,3,ET041492,populationTotal,33596
703,ETH,3,ET041497,populationTotal,25695
704,ETH,3,ET041499,populationTotal,25255
705,ETH,3,ET041501,populationTotal,318412
706,ETH,3,ET041502,populationTotal,269984
707,ETH,3,ET041509,populationTotal,202539
708,ETH,3,ET041513,populationTotal,185567
709,ETH,3,ET041515,populationTotal,99203
710,ETH,3,ET041517,populationTotal,104726
711,ETH,3,ET041518,populationTotal,102894
712,ETH,3,ET041587,populationTotal,61144
713,ETH,3,ET041594,populationTotal,87308
714,ETH,3,ET041596,populationTotal,112991
715,ETH,3,ET041603,populationTotal,150677
716,ETH,3,ET041604,populationTotal,49012
717,ETH,3,ET041605,populationTotal,54974
718,ETH,3,ET041606,populationTotal,110401
719,ETH,3,ET041607,populationTotal,117382
720,ETH,3,ET041608,populationTotal,176803
721,ETH,3,ET041618,populationTotal,43582
722,ETH,3,ET041621,populationTotal,35478
723,ETH,3,ET041622,populationTotal,113341
724,ETH,3,ET041623,populationTotal,104099
725,ETH,3,ET041700,populationTotal,26561
726,ETH,3,ET041701,populationTotal,245952
727,ETH,3,ET041702,populationTotal,225498
728,ETH,3,ET041703,populationTotal,286384
729,ETH,3,ET041704,populationTotal,291498
730,ETH,3,ET041705,populationTotal,156583
731,ETH,3,ET041706,populationTotal,316108
732,ETH,3,ET041707,populationTotal,296822
733,ETH,3,ET041708,populationTotal,225114
734,ETH,3,ET041709,populationTotal,188961
735,ETH,3,ET041710,populationTotal,222633
736,ETH,3,ET041711,populationTotal,152491
737,ETH,3,ET041712,populationTotal,375862
738,ETH,3,ET041783,populationTotal,86248
739,ETH,3,ET041797,populationTotal,33662
740,ETH,3,ET041798,populationTotal,24615
741,ETH,3,ET041799,populationTotal,62194
742,ETH,3,ET041801,populationTotal,149185
743,ETH,3,ET041802,populationTotal,78564
744,ETH,3,ET041803,populationTotal,100350
745,ETH,3,ET041804,populationTotal,93122
746,ETH,3,ET041805,populationTotal,207197
747,ETH,3,ET041806,populationTotal,56100
748,ETH,3,ET041807,populationTotal,138026
749,ETH,3,ET041808,populationTotal,127119
750,ETH,3,ET041809,populationTotal,169169
751,ETH,3,ET041810,populationTotal,56583
752,ETH,3,ET041811,populationTotal,81491
753,ETH,3,ET041812,populationTotal,71755
754,ETH,3,ET041901,populationTotal,65472
755,ETH,3,ET041902,populationTotal,27987
756,ETH,3,ET041903,populationTotal,100022
757,ETH,3,ET041904,populationTotal,74973
758,ETH,3,ET041905,populationTotal,80877
759,ETH,3,ET041906,populationTotal,94491
760,ETH,3,ET041907,populationTotal,96528
761,ETH,3,ET041908,populationTotal,71846
762,ETH,3,ET041909,populationTotal,90845
763,ETH,3,ET041910,populationTotal,113279
764,ETH,3,ET041911,populationTotal,47588
765,ETH,3,ET041912,populationTotal,74008
766,ETH,3,ET042001,populationTotal,104683
767,ETH,3,ET042004,populationTotal,37101
768,ETH,3,ET042005,populationTotal,27923
769,ETH,3,ET042006,populationTotal,111498
770,ETH,3,ET042008,populationTotal,2562
771,ETH,3,ET042009,populationTotal,184952
772,ETH,3,ET042011,populationTotal,86897
773,ETH,3,ET042012,populationTotal,71963
774,ETH,3,ET042013,populationTotal,198457
775,ETH,3,ET042014,populationTotal,142110
776,ETH,3,ET042016,populationTotal,33954
777,ETH,3,ET042018,populationTotal,16248
778,ETH,3,ET042020,populationTotal,42162
779,ETH,3,ET042098,populationTotal,22240
780,ETH,3,ET042101,populationTotal,159975
781,ETH,3,ET042102,populationTotal,96263
782,ETH,3,ET042103,populationTotal,193178
783,ETH,3,ET042104,populationTotal,47653
784,ETH,3,ET042105,populationTotal,122055
785,ETH,3,ET042106,populationTotal,117527
786,ETH,3,ET042107,populationTotal,31566
787,ETH,3,ET050101,populationTotal,54774
788,ETH,3,ET050102,populationTotal,156569
789,ETH,3,ET050103,populationTotal,81111
790,ETH,3,ET050104,populationTotal,221264
791,ETH,3,ET050105,populationTotal,71241
792,ETH,3,ET050106,populationTotal,70341
793,ETH,3,ET050107,populationTotal,60156
794,ETH,3,ET050198,populationTotal,85707
795,ETH,3,ET050199,populationTotal,80763
796,ETH,3,ET050202,populationTotal,28033
797,ETH,3,ET050203,populationTotal,9262
798,ETH,3,ET050204,populationTotal,203346
799,ETH,3,ET050205,populationTotal,299825
800,ETH,3,ET050206,populationTotal,188291
801,ETH,3,ET050207,populationTotal,245109
802,ETH,3,ET050283,populationTotal,43453
803,ETH,3,ET050290,populationTotal,17795
804,ETH,3,ET050293,populationTotal,292775
805,ETH,3,ET050295,populationTotal,32496
806,ETH,3,ET050296,populationTotal,17917
807,ETH,3,ET050297,populationTotal,33655
808,ETH,3,ET050298,populationTotal,45505
809,ETH,3,ET050299,populationTotal,174387
810,ETH,3,ET050301,populationTotal,60510
811,ETH,3,ET050302,populationTotal,38995
812,ETH,3,ET050303,populationTotal,129999
813,ETH,3,ET050304,populationTotal,93722
814,ETH,3,ET050305,populationTotal,67032
815,ETH,3,ET050306,populationTotal,7907
816,ETH,3,ET050307,populationTotal,20025
817,ETH,3,ET050382,populationTotal,17303
818,ETH,3,ET050392,populationTotal,92127
819,ETH,3,ET050394,populationTotal,32426
820,ETH,3,ET050395,populationTotal,25606
821,ETH,3,ET050399,populationTotal,45586
822,ETH,3,ET050402,populationTotal,156968
823,ETH,3,ET050403,populationTotal,1250
824,ETH,3,ET050404,populationTotal,80289
825,ETH,3,ET050407,populationTotal,27802
826,ETH,3,ET050408,populationTotal,20979
827,ETH,3,ET050497,populationTotal,29186
828,ETH,3,ET050498,populationTotal,65822
829,ETH,3,ET050499,populationTotal,11089
830,ETH,3,ET050501,populationTotal,39952
831,ETH,3,ET050502,populationTotal,53421
832,ETH,3,ET050503,populationTotal,124831
833,ETH,3,ET050504,populationTotal,53709
834,ETH,3,ET050586,populationTotal,22499
835,ETH,3,ET050592,populationTotal,54375
836,ETH,3,ET050595,populationTotal,19457
837,ETH,3,ET050596,populationTotal,16452
838,ETH,3,ET050597,populationTotal,35054
839,ETH,3,ET050598,populationTotal,20952
840,ETH,3,ET050599,populationTotal,22179
841,ETH,3,ET050601,populationTotal,63164
842,ETH,3,ET050602,populationTotal,142134
843,ETH,3,ET050603,populationTotal,21069
844,ETH,3,ET050604,populationTotal,48920
845,ETH,3,ET050605,populationTotal,150972
846,ETH,3,ET050606,populationTotal,57508
847,ETH,3,ET050607,populationTotal,36285
848,ETH,3,ET050608,populationTotal,48425
849,ETH,3,ET050696,populationTotal,89622
850,ETH,3,ET050698,populationTotal,34219
851,ETH,3,ET050699,populationTotal,30197
852,ETH,3,ET050701,populationTotal,28655
853,ETH,3,ET050702,populationTotal,76237
854,ETH,3,ET050703,populationTotal,124156
855,ETH,3,ET050704,populationTotal,46430
856,ETH,3,ET050788,populationTotal,2731
857,ETH,3,ET050798,populationTotal,11294
858,ETH,3,ET050799,populationTotal,47395
859,ETH,3,ET050802,populationTotal,168645
860,ETH,3,ET050804,populationTotal,81046
861,ETH,3,ET050805,populationTotal,83292
862,ETH,3,ET050806,populationTotal,171499
863,ETH,3,ET050807,populationTotal,58933
864,ETH,3,ET050808,populationTotal,92484
865,ETH,3,ET050809,populationTotal,10441
866,ETH,3,ET050898,populationTotal,16227
867,ETH,3,ET050899,populationTotal,8646
868,ETH,3,ET050901,populationTotal,209842
869,ETH,3,ET050902,populationTotal,121254
870,ETH,3,ET050903,populationTotal,68045
871,ETH,3,ET050904,populationTotal,36819
872,ETH,3,ET050991,populationTotal,65883
873,ETH,3,ET050999,populationTotal,63902
874,ETH,3,ET051001,populationTotal,26570
875,ETH,3,ET051002,populationTotal,10388
876,ETH,3,ET051003,populationTotal,36081
877,ETH,3,ET051005,populationTotal,98762
878,ETH,3,ET051006,populationTotal,34974
879,ETH,3,ET051095,populationTotal,15496
880,ETH,3,ET051096,populationTotal,6441
881,ETH,3,ET051103,populationTotal,62134
882,ETH,3,ET051104,populationTotal,44540
883,ETH,3,ET051187,populationTotal,170788
884,ETH,3,ET051198,populationTotal,117394
885,ETH,3,ET060200,populationTotal,7549
886,ETH,3,ET060201,populationTotal,71429
887,ETH,3,ET060202,populationTotal,22980
888,ETH,3,ET060203,populationTotal,99453
889,ETH,3,ET060204,populationTotal,57580
890,ETH,3,ET060205,populationTotal,108394
891,ETH,3,ET060206,populationTotal,77873
892,ETH,3,ET060207,populationTotal,72816
893,ETH,3,ET060301,populationTotal,39348
894,ETH,3,ET060302,populationTotal,26068
895,ETH,3,ET060303,populationTotal,106161
896,ETH,3,ET060304,populationTotal,39717
897,ETH,3,ET060305,populationTotal,84647
898,ETH,3,ET060306,populationTotal,89607
899,ETH,3,ET060307,populationTotal,38480
900,ETH,3,ET060308,populationTotal,19732
901,ETH,3,ET060309,populationTotal,59964
902,ETH,3,ET060400,populationTotal,8549
903,ETH,3,ET060401,populationTotal,21040
904,ETH,3,ET060402,populationTotal,26391
905,ETH,3,ET060403,populationTotal,20329
906,ETH,3,ET060404,populationTotal,36447
907,ETH,3,ET060405,populationTotal,48780
908,ETH,3,ET060508,populationTotal,80824
909,ETH,3,ET070101,populationTotal,61251
910,ETH,3,ET070102,populationTotal,101066
911,ETH,3,ET070103,populationTotal,107388
912,ETH,3,ET070104,populationTotal,126312
913,ETH,3,ET070105,populationTotal,129928
914,ETH,3,ET070106,populationTotal,143493
915,ETH,3,ET070107,populationTotal,90218
916,ETH,3,ET070108,populationTotal,81768
917,ETH,3,ET070109,populationTotal,131921
918,ETH,3,ET070110,populationTotal,160631
919,ETH,3,ET070111,populationTotal,176968
920,ETH,3,ET070112,populationTotal,159491
921,ETH,3,ET070113,populationTotal,110855
922,ETH,3,ET070114,populationTotal,46805
923,ETH,3,ET070115,populationTotal,52912
924,ETH,3,ET070116,populationTotal,14955
925,ETH,3,ET070117,populationTotal,12326
926,ETH,3,ET070118,populationTotal,66936
927,ETH,3,ET070119,populationTotal,71446
928,ETH,3,ET070120,populationTotal,106980
929,ETH,3,ET070201,populationTotal,105149
930,ETH,3,ET070202,populationTotal,155054
931,ETH,3,ET070203,populationTotal,193114
932,ETH,3,ET070204,populationTotal,182871
933,ETH,3,ET070205,populationTotal,166244
934,ETH,3,ET070206,populationTotal,205245
935,ETH,3,ET070207,populationTotal,214122
936,ETH,3,ET070208,populationTotal,114618
937,ETH,3,ET070209,populationTotal,126186
938,ETH,3,ET070210,populationTotal,186032
939,ETH,3,ET070211,populationTotal,113916
940,ETH,3,ET070212,populationTotal,34101
941,ETH,3,ET070213,populationTotal,6182
942,ETH,3,ET070214,populationTotal,5928
943,ETH,3,ET070215,populationTotal,62999
944,ETH,3,ET070216,populationTotal,23147
945,ETH,3,ET070217,populationTotal,65273
946,ETH,3,ET070301,populationTotal,195409
947,ETH,3,ET070302,populationTotal,135734
948,ETH,3,ET070303,populationTotal,41286
949,ETH,3,ET070304,populationTotal,133553
950,ETH,3,ET070305,populationTotal,126676
951,ETH,3,ET070306,populationTotal,136501
952,ETH,3,ET070307,populationTotal,110137
953,ETH,3,ET070308,populationTotal,138768
954,ETH,3,ET070309,populationTotal,17775
955,ETH,3,ET070310,populationTotal,21276
956,ETH,3,ET070312,populationTotal,36901
957,ETH,3,ET070501,populationTotal,202230
958,ETH,3,ET070502,populationTotal,232163
959,ETH,3,ET070503,populationTotal,143408
960,ETH,3,ET070504,populationTotal,94072
961,ETH,3,ET070505,populationTotal,177791
962,ETH,3,ET070506,populationTotal,126545
963,ETH,3,ET070507,populationTotal,100108
964,ETH,3,ET070508,populationTotal,15094
965,ETH,3,ET070509,populationTotal,106196
966,ETH,3,ET070510,populationTotal,142059
967,ETH,3,ET070511,populationTotal,16080
968,ETH,3,ET070512,populationTotal,22867
969,ETH,3,ET070601,populationTotal,276120
970,ETH,3,ET070602,populationTotal,179116
971,ETH,3,ET070603,populationTotal,116026
972,ETH,3,ET070604,populationTotal,102508
973,ETH,3,ET070605,populationTotal,230948
974,ETH,3,ET070606,populationTotal,157237
975,ETH,3,ET070607,populationTotal,120646
976,ETH,3,ET070608,populationTotal,144703
977,ETH,3,ET070609,populationTotal,149872
978,ETH,3,ET070610,populationTotal,101306
979,ETH,3,ET070611,populationTotal,180519
980,ETH,3,ET070612,populationTotal,164424
981,ETH,3,ET070613,populationTotal,121874
982,ETH,3,ET070614,populationTotal,46638
983,ETH,3,ET070615,populationTotal,49510
984,ETH,3,ET070616,populationTotal,16029
985,ETH,3,ET070617,populationTotal,14536
986,ETH,3,ET070618,populationTotal,12008
987,ETH,3,ET070619,populationTotal,79729
988,ETH,3,ET070620,populationTotal,88671
989,ETH,3,ET070621,populationTotal,54954
990,ETH,3,ET070622,populationTotal,34386
991,ETH,3,ET070701,populationTotal,46642
992,ETH,3,ET070702,populationTotal,179887
993,ETH,3,ET070703,populationTotal,116890
994,ETH,3,ET070704,populationTotal,96808
995,ETH,3,ET070705,populationTotal,103863
996,ETH,3,ET070706,populationTotal,84804
997,ETH,3,ET070707,populationTotal,131934
998,ETH,3,ET070708,populationTotal,27950
999,ETH,3,ET070709,populationTotal,33962
1000,ETH,3,ET070710,populationTotal,69253
1001,ETH,3,ET070711,populationTotal,55445
1002,ETH,3,ET071003,populationTotal,10176
1003,ETH,3,ET071004,populationTotal,106966
1004,ETH,3,ET071005,populationTotal,121276
1005,ETH,3,ET071006,populationTotal,119222
1006,ETH,3,ET071007,populationTotal,41826
1007,ETH,3,ET071008,populationTotal,111349
1008,ETH,3,ET071009,populationTotal,120678
1009,ETH,3,ET071010,populationTotal,20291
1010,ETH,3,ET071011,populationTotal,178043
1011,ETH,3,ET071012,populationTotal,4546
1012,ETH,3,ET071013,populationTotal,185938
1013,ETH,3,ET071014,populationTotal,70555
1014,ETH,3,ET071015,populationTotal,195780
1015,ETH,3,ET071016,populationTotal,110285
1016,ETH,3,ET071017,populationTotal,55676
1017,ETH,3,ET071018,populationTotal,63241
1018,ETH,3,ET071019,populationTotal,164959
1019,ETH,3,ET071021,populationTotal,119973
1020,ETH,3,ET071205,populationTotal,61055
1021,ETH,3,ET071301,populationTotal,14306
1022,ETH,3,ET071302,populationTotal,42956
1023,ETH,3,ET071303,populationTotal,206874
1024,ETH,3,ET071304,populationTotal,147470
1025,ETH,3,ET071401,populationTotal,52594
1026,ETH,3,ET071402,populationTotal,147181
1027,ETH,3,ET071403,populationTotal,75076
1028,ETH,3,ET071404,populationTotal,133613
1029,ETH,3,ET071501,populationTotal,148006
1030,ETH,3,ET071502,populationTotal,122765
1031,ETH,3,ET071503,populationTotal,112663
1032,ETH,3,ET071504,populationTotal,117898
1033,ETH,3,ET071505,populationTotal,99917
1034,ETH,3,ET071506,populationTotal,53999
1035,ETH,3,ET071507,populationTotal,36324
1036,ETH,3,ET071508,populationTotal,7313
1037,ETH,3,ET071509,populationTotal,29846
1038,ETH,3,ET071601,populationTotal,90292
1039,ETH,3,ET072001,populationTotal,151142
1040,ETH,3,ET072002,populationTotal,185188
1041,ETH,3,ET072003,populationTotal,92192
1042,ETH,3,ET072004,populationTotal,101148
1043,ETH,3,ET072005,populationTotal,129534
1044,ETH,3,ET072006,populationTotal,125073
1045,ETH,3,ET072007,populationTotal,96169
1046,ETH,3,ET072008,populationTotal,90750
1047,ETH,3,ET072009,populationTotal,25875
1048,ETH,3,ET072010,populationTotal,59735
1049,ETH,3,ET072011,populationTotal,52169
1050,ETH,3,ET072012,populationTotal,75655
1051,ETH,3,ET072013,populationTotal,57721
1052,ETH,3,ET072102,populationTotal,249228
1053,ETH,3,ET072203,populationTotal,82406
1054,ETH,3,ET072304,populationTotal,128710
1055,ETH,3,ET072401,populationTotal,129456
1056,ETH,3,ET110101,populationTotal,60603
1057,ETH,3,ET110102,populationTotal,38157
1058,ETH,3,ET110103,populationTotal,160085
1059,ETH,3,ET110104,populationTotal,64822
1060,ETH,3,ET110105,populationTotal,451
1061,ETH,3,ET110201,populationTotal,65733
1062,ETH,3,ET110202,populationTotal,139978
1063,ETH,3,ET110203,populationTotal,114057
1064,ETH,3,ET110204,populationTotal,142139
1065,ETH,3,ET110205,populationTotal,166679
1066,ETH,3,ET110206,populationTotal,93693
1067,ETH,3,ET110207,populationTotal,58881
1068,ETH,3,ET110208,populationTotal,171749
1069,ETH,3,ET110209,populationTotal,128804
1070,ETH,3,ET110210,populationTotal,114562
1071,ETH,3,ET110211,populationTotal,33888
1072,ETH,3,ET110212,populationTotal,35887
1073,ETH,3,ET110213,populationTotal,104875
1074,ETH,3,ET110214,populationTotal,11259
1075,ETH,3,ET110301,populationTotal,92013
1076,ETH,3,ET110302,populationTotal,60341
1077,ETH,3,ET110303,populationTotal,162846
1078,ETH,3,ET110304,populationTotal,176866
1079,ETH,3,ET110305,populationTotal,136710
1080,ETH,3,ET110306,populationTotal,39801
1081,ETH,3,ET110307,populationTotal,54937
1082,ETH,3,ET110308,populationTotal,12530
1083,ETH,3,ET110401,populationTotal,131784
1084,ETH,3,ET110402,populationTotal,87103
1085,ETH,3,ET110403,populationTotal,112451
1086,ETH,3,ET110404,populationTotal,50520
1087,ETH,3,ET110405,populationTotal,111208
1088,ETH,3,ET110406,populationTotal,26587
1089,ETH,3,ET110407,populationTotal,26417
1090,ETH,3,ET110408,populationTotal,80167
1091,ETH,3,ET110409,populationTotal,65078
1092,ETH,3,ET110410,populationTotal,75407
1093,ETH,3,ET110411,populationTotal,15534
1094,ETH,3,ET110412,populationTotal,4001
1095,ETH,3,ET110501,populationTotal,55087
1096,ETH,3,ET110502,populationTotal,85815
1097,ETH,3,ET110503,populationTotal,21618
1098,ETH,3,ET110504,populationTotal,47871
1099,ETH,3,ET110505,populationTotal,21107
1100,ETH,3,ET110506,populationTotal,38189
1101,ETH,3,ET110507,populationTotal,52214
1102,ETH,3,ET110601,populationTotal,152223
1103,ETH,3,ET120101,populationTotal,48755
1104,ETH,3,ET120102,populationTotal,58779
1105,ETH,3,ET120103,populationTotal,46534
1106,ETH,3,ET120104,populationTotal,43913
1107,ETH,3,ET120105,populationTotal,27343
1108,ETH,3,ET120200,populationTotal,0
1109,ETH,3,ET120201,populationTotal,32983
1110,ETH,3,ET120202,populationTotal,23526
1111,ETH,3,ET120203,populationTotal,35389
1112,ETH,3,ET120204,populationTotal,19604
1113,ETH,3,ET120205,populationTotal,16555
1114,ETH,3,ET120206,populationTotal,80337
1115,ETH,3,ET120301,populationTotal,87792
1116,ETH,3,ET120308,populationTotal,36141
1117,ETH,3,ET120407,populationTotal,75613
1118,ETH,3,ET130101,populationTotal,43308
1119,ETH,3,ET130102,populationTotal,28140
1120,ETH,3,ET130103,populationTotal,18297
1121,ETH,3,ET130104,populationTotal,17748
1122,ETH,3,ET130105,populationTotal,34224
1123,ETH,3,ET130106,populationTotal,16342
1124,ETH,3,ET130107,populationTotal,6336
1125,ETH,3,ET130108,populationTotal,14901
1126,ETH,3,ET130109,populationTotal,105366
1127,ETH,3,ET140101,populationTotal,255203
1128,ETH,3,ET140102,populationTotal,383303
1129,ETH,3,ET140103,populationTotal,473535
1130,ETH,3,ET140104,populationTotal,270898
1131,ETH,3,ET140105,populationTotal,310947
1132,ETH,3,ET140106,populationTotal,314329
1133,ETH,3,ET140107,populationTotal,368459
1134,ETH,3,ET140108,populationTotal,543765
1135,ETH,3,ET140109,populationTotal,303918
1136,ETH,3,ET140110,populationTotal,430249
1137,ETH,3,ET140111,populationTotal,295446
1138,ETH,3,ET150103,populationTotal,90650
1139,ETH,3,ET150104,populationTotal,48570
1140,ETH,3,ET150105,populationTotal,9817
1141,ETH,3,ET150109,populationTotal,123003
1142,ETH,3,ET150110,populationTotal,8126
1143,ETH,3,ET150111,populationTotal,14879
1144,ETH,3,ET150112,populationTotal,5517
1145,ETH,3,ET150113,populationTotal,28485
1146,ETH,3,ET150114,populationTotal,23925
1147,ETH,3,ET150201,populationTotal,30081
1148,ETH,3,ET150206,populationTotal,16615
1149,ETH,3,ET150207,populationTotal,57164
1150,ETH,3,ET150208,populationTotal,64765
1151,ETH,3,ET160001,populationTotal,245200
1152,ETH,3,ET160002,populationTotal,195349
1153,ETH,3,ET160003,populationTotal,178452
1154,ETH,3,ET160004,populationTotal,351864
1155,ETH,3,ET160005,populationTotal,234332
1156,ETH,3,ET160006,populationTotal,144192
1157,ETH,3,ET160007,populationTotal,118813
1158,ETH,3,ET160008,populationTotal,272242
1159,ETH,3,ET160009,populationTotal,146099
1160,ETH,3,ET160010,populationTotal,146110
1161,ETH,3,ET160011,populationTotal,154108
1162,ETH,3,ET160012,populationTotal,169375
1163,ETH,3,ET160013,populationTotal,114309
1164,ETH,3,ET160014,populationTotal,92863
1165,ETH,3,ET160015,populationTotal,109220
1166,ETH,3,ET160016,populationTotal,255323
1167,ETH,3,ET160017,populationTotal,155874
1168,ETH,3,ET160018,populationTotal,400131
1169,ETH,3,ET160019,populationTotal,234688
1170,ETH,3,ET160020,populationTotal,69339
1171,ETH,3,ET160021,populationTotal,38318
1172,ETH,3,ET160022,populationTotal,20909
1173,ETH,3,ET160023,populationTotal,117341
1174,ETH,3,ET160024,populationTotal,73036
1175,ETH,3,ET160025,populationTotal,109201
1176,ETH,3,ET160026,populationTotal,105618
1177,ETH,3,ET160027,populationTotal,47157
1178,ETH,3,ET160028,populationTotal,83946
1179,ETH,3,ET160029,populationTotal,67073
1180,ETH,3,ET160030,populationTotal,14542
1181,ETH,3,ET160031,populationTotal,119851
1182,ETH,3,ET160032,populationTotal,142871
1183,ETH,3,ET160033,populationTotal,150440
1184,ETH,3,ET160034,populationTotal,76410
1185,ETH,3,ET160035,populationTotal,16057
1186,ETH,3,ET160036,populationTotal,6271
1187,ETH,3,ET160037,populationTotal,144373
