id,placeCode,value,countryCodeISO3,indicator,adminLevel
606,ET041906,0,ETH,total_idps,3
607,ET041810,0,ETH,total_idps,3
608,ET041907,0,ETH,total_idps,3
609,ET040418,3885,ETH,total_idps,3
610,ET130103,199,ETH,total_idps,3
611,ET070709,0,ETH,total_idps,3
612,ET120204,409,ETH,total_idps,3
613,ET070304,0,ETH,total_idps,3
614,ET071706,0,ETH,total_idps,3
615,ET010501,0,ETH,total_idps,3
616,ET030407,708,ETH,total_idps,3
617,ET060403,945,ETH,total_idps,3
618,ET071301,0,ETH,total_idps,3
619,ET071303,28245,ETH,total_idps,3
620,ET070620,0,ETH,total_idps,3
621,ET150113,4921,ETH,total_idps,3
622,ET070101,0,ETH,total_idps,3
623,ET050296,0,ETH,total_idps,3
624,ET050206,8140,ETH,total_idps,3
625,ET050502,6256,ETH,total_idps,3
626,ET050592,0,ETH,total_idps,3
627,ET070303,2015,ETH,total_idps,3
628,ET050605,7304,ETH,total_idps,3
629,ET030413,0,ETH,total_idps,3
630,ET010306,0,ETH,total_idps,3
631,ET071011,0,ETH,total_idps,3
632,ET071012,0,ETH,total_idps,3
633,ET031006,0,ETH,total_idps,3
634,ET071304,0,ETH,total_idps,3
635,ET041502,0,ETH,total_idps,3
636,ET041008,1724,ETH,total_idps,3
637,ET040405,5597,ETH,total_idps,3
638,ET041307,0,ETH,total_idps,3
639,ET030512,0,ETH,total_idps,3
640,ET010221,0,ETH,total_idps,3
641,ET072011,0,ETH,total_idps,3
642,ET040105,5737,ETH,total_idps,3
643,ET040610,0,ETH,total_idps,3
644,ET070610,3826,ETH,total_idps,3
645,ET070606,1556,ETH,total_idps,3
646,ET031122,0,ETH,total_idps,3
647,ET040217,0,ETH,total_idps,3
648,ET140106,0,ETH,total_idps,3
649,ET030399,450,ETH,total_idps,3
650,ET070503,0,ETH,total_idps,3
651,ET041704,0,ETH,total_idps,3
652,ET050898,7836,ETH,total_idps,3
653,ET041708,0,ETH,total_idps,3
654,ET010208,0,ETH,total_idps,3
655,ET140103,0,ETH,total_idps,3
656,ET041001,265,ETH,total_idps,3
657,ET030417,0,ETH,total_idps,3
658,ET071901,0,ETH,total_idps,3
659,ET050297,0,ETH,total_idps,3
660,ET010508,0,ETH,total_idps,3
661,ET041705,0,ETH,total_idps,3
662,ET010410,0,ETH,total_idps,3
663,ET020108,182,ETH,total_idps,3
664,ET071019,0,ETH,total_idps,3
665,ET071017,0,ETH,total_idps,3
666,ET071401,0,ETH,total_idps,3
667,ET041098,28489,ETH,total_idps,3
668,ET040911,0,ETH,total_idps,3
669,ET020202,0,ETH,total_idps,3
670,ET041007,190,ETH,total_idps,3
671,ET060302,0,ETH,total_idps,3
672,ET030403,0,ETH,total_idps,3
673,ET040604,88,ETH,total_idps,3
674,ET010102,0,ETH,total_idps,3
675,ET010205,0,ETH,total_idps,3
676,ET050407,11843,ETH,total_idps,3
677,ET030398,515,ETH,total_idps,3
678,ET040104,1593,ETH,total_idps,3
679,ET041811,0,ETH,total_idps,3
680,ET072003,0,ETH,total_idps,3
681,ET120102,18332,ETH,total_idps,3
682,ET050596,323,ETH,total_idps,3
683,ET030310,0,ETH,total_idps,3
684,ET031108,77,ETH,total_idps,3
685,ET030205,0,ETH,total_idps,3
686,ET030410,0,ETH,total_idps,3
