index,placeCode,value,countryCodeISO3,indicator,adminLevel
493,PH050510000,0.260668855,PHL,vulnerable_group,3
494,PH050511000,0.357001582,PHL,vulnerable_group,3
495,PH050512000,0.350099744,PHL,vulnerable_group,3
496,PH050513000,0.44583157,PHL,vulnerable_group,3
497,PH050514000,0.238343963,PHL,vulnerable_group,3
498,PH050515000,0.359161596,PHL,vulnerable_group,3
499,PH050516000,0.27862441,PHL,vulnerable_group,3
500,PH050517000,0.269821669,PHL,vulnerable_group,3
501,PH050518000,0.253394077,PHL,vulnerable_group,3
502,PH051601000,0.274069178,PHL,vulnerable_group,3
503,PH051602000,0.361444084,PHL,vulnerable_group,3
504,PH051603000,0.139499189,PHL,vulnerable_group,3
505,PH051604000,0.280913126,PHL,vulnerable_group,3
506,PH051605000,0.221059712,PHL,vulnerable_group,3
507,PH051606000,0.214990316,PHL,vulnerable_group,3
508,PH051607000,0.344745076,PHL,vulnerable_group,3
509,PH051608000,0.237095296,PHL,vulnerable_group,3
510,PH051609000,0.233082707,PHL,vulnerable_group,3
511,PH051610000,0.346438684,PHL,vulnerable_group,3
512,PH051611000,0.193932081,PHL,vulnerable_group,3
513,PH051612000,0.316341362,PHL,vulnerable_group,3
514,PH051701000,0.244161545,PHL,vulnerable_group,3
515,PH051702000,0.367522841,PHL,vulnerable_group,3
516,PH051703000,0.308847737,PHL,vulnerable_group,3
517,PH051704000,0.221737867,PHL,vulnerable_group,3
518,PH051705000,0.289253658,PHL,vulnerable_group,3
519,PH051706000,0.275033378,PHL,vulnerable_group,3
520,PH051707000,0.316397229,PHL,vulnerable_group,3
521,PH051708000,0.277076607,PHL,vulnerable_group,3
522,PH051709000,0.20983745,PHL,vulnerable_group,3
523,PH051710000,0.234931114,PHL,vulnerable_group,3
524,PH051711000,0.403624215,PHL,vulnerable_group,3
525,PH051712000,0.295250811,PHL,vulnerable_group,3
526,PH051713000,0.277878513,PHL,vulnerable_group,3
527,PH051714000,0.461523361,PHL,vulnerable_group,3
528,PH051715000,0.305136424,PHL,vulnerable_group,3
529,PH051716000,0.187226597,PHL,vulnerable_group,3
530,PH051717000,0.298407301,PHL,vulnerable_group,3
531,PH051718000,0.301417984,PHL,vulnerable_group,3
532,PH051719000,0.329902802,PHL,vulnerable_group,3
533,PH051720000,0.250517209,PHL,vulnerable_group,3
534,PH051721000,0.273155671,PHL,vulnerable_group,3
535,PH051722000,0.266783592,PHL,vulnerable_group,3
536,PH051723000,0.225513356,PHL,vulnerable_group,3
537,PH051724000,0.118992248,PHL,vulnerable_group,3
538,PH051725000,0.435631812,PHL,vulnerable_group,3
539,PH051726000,0.297475882,PHL,vulnerable_group,3
540,PH051727000,0.352104086,PHL,vulnerable_group,3
541,PH051728000,0.207950393,PHL,vulnerable_group,3
542,PH051729000,0.424467558,PHL,vulnerable_group,3
543,PH051730000,0.277362884,PHL,vulnerable_group,3
544,PH051731000,0.461638117,PHL,vulnerable_group,3
545,PH051732000,0.266980871,PHL,vulnerable_group,3
546,PH051733000,0.271141096,PHL,vulnerable_group,3
547,PH051734000,0.281324228,PHL,vulnerable_group,3
548,PH051735000,0.416533759,PHL,vulnerable_group,3
549,PH051736000,0.317721077,PHL,vulnerable_group,3
550,PH051737000,0.361452135,PHL,vulnerable_group,3
551,PH052001000,0.29858804,PHL,vulnerable_group,3
552,PH052002000,0.316654753,PHL,vulnerable_group,3
553,PH052003000,0.226477751,PHL,vulnerable_group,3
554,PH052004000,0.396078431,PHL,vulnerable_group,3
555,PH052005000,0.303899083,PHL,vulnerable_group,3
556,PH052006000,0.348998092,PHL,vulnerable_group,3
557,PH052007000,0.304434479,PHL,vulnerable_group,3
558,PH052008000,0.313366466,PHL,vulnerable_group,3
559,PH052009000,0.28788379,PHL,vulnerable_group,3
560,PH052010000,0.372626216,PHL,vulnerable_group,3
561,PH052011000,0.190332932,PHL,vulnerable_group,3
562,PH054101000,0.35007923,PHL,vulnerable_group,3
563,PH054102000,0.413780191,PHL,vulnerable_group,3
564,PH054103000,0.351268647,PHL,vulnerable_group,3
565,PH054104000,0.321717313,PHL,vulnerable_group,3
566,PH054105000,0.452805648,PHL,vulnerable_group,3
567,PH054106000,0.34663209,PHL,vulnerable_group,3
568,PH054107000,0.361065619,PHL,vulnerable_group,3
569,PH054108000,0.39472707,PHL,vulnerable_group,3
570,PH054109000,0.364106352,PHL,vulnerable_group,3
571,PH054110000,0.450939936,PHL,vulnerable_group,3
572,PH054111000,0.322119164,PHL,vulnerable_group,3
573,PH054112000,0.460966868,PHL,vulnerable_group,3
574,PH054113000,0.429478047,PHL,vulnerable_group,3
575,PH054114000,0.383561644,PHL,vulnerable_group,3
576,PH054115000,0.408351874,PHL,vulnerable_group,3
577,PH054116000,0.386980452,PHL,vulnerable_group,3
578,PH054117000,0.392073069,PHL,vulnerable_group,3
579,PH054118000,0.311654623,PHL,vulnerable_group,3
580,PH054119000,0.326770538,PHL,vulnerable_group,3
581,PH054120000,0.376718607,PHL,vulnerable_group,3
582,PH054121000,0.371597018,PHL,vulnerable_group,3
583,PH056202000,0.337928154,PHL,vulnerable_group,3
584,PH056203000,0.351004952,PHL,vulnerable_group,3
585,PH056204000,0.298013245,PHL,vulnerable_group,3
586,PH056205000,0.336625282,PHL,vulnerable_group,3
587,PH056206000,0.386270993,PHL,vulnerable_group,3
588,PH056207000,0.50751073,PHL,vulnerable_group,3
589,PH056208000,0.272112383,PHL,vulnerable_group,3
590,PH056209000,0.327336551,PHL,vulnerable_group,3
591,PH056210000,0.371308017,PHL,vulnerable_group,3
592,PH056211000,0.443507363,PHL,vulnerable_group,3
593,PH056212000,0.397987301,PHL,vulnerable_group,3
594,PH056213000,0.439973262,PHL,vulnerable_group,3
595,PH056214000,0.437670228,PHL,vulnerable_group,3
596,PH056215000,0.373850014,PHL,vulnerable_group,3
597,PH056216000,0.227170733,PHL,vulnerable_group,3
598,PH060401000,0.230588235,PHL,vulnerable_group,3
599,PH060402000,0.257671351,PHL,vulnerable_group,3
600,PH060403000,0.159688413,PHL,vulnerable_group,3
601,PH060404000,0.23533863,PHL,vulnerable_group,3
602,PH060405000,0.210950462,PHL,vulnerable_group,3
603,PH060406000,0.235385601,PHL,vulnerable_group,3
604,PH060407000,0.125168691,PHL,vulnerable_group,3
605,PH060408000,0.171870524,PHL,vulnerable_group,3
606,PH060409000,0.416412447,PHL,vulnerable_group,3
607,PH060410000,0.397263506,PHL,vulnerable_group,3
608,PH060411000,0.247782196,PHL,vulnerable_group,3
609,PH060412000,0.126961484,PHL,vulnerable_group,3
610,PH060413000,0.250231011,PHL,vulnerable_group,3
611,PH060414000,0.197854132,PHL,vulnerable_group,3
612,PH060415000,0.205083179,PHL,vulnerable_group,3
613,PH060416000,0.142253137,PHL,vulnerable_group,3
614,PH060417000,0.24796748,PHL,vulnerable_group,3
615,PH060601000,0.211667751,PHL,vulnerable_group,3
616,PH060602000,0.18018018,PHL,vulnerable_group,3
617,PH060603000,0.144870534,PHL,vulnerable_group,3
618,PH060604000,0.225718567,PHL,vulnerable_group,3
619,PH060605000,0.169591376,PHL,vulnerable_group,3
620,PH060606000,0.224239865,PHL,vulnerable_group,3
621,PH060607000,0.174267813,PHL,vulnerable_group,3
622,PH060608000,0.239405771,PHL,vulnerable_group,3
623,PH060609000,0.208613728,PHL,vulnerable_group,3
624,PH060610000,0.215799615,PHL,vulnerable_group,3
625,PH060611000,0.171907216,PHL,vulnerable_group,3
626,PH060612000,0.237470726,PHL,vulnerable_group,3
627,PH060613000,0.12603796,PHL,vulnerable_group,3
628,PH060614000,0.333333333,PHL,vulnerable_group,3
629,PH060615000,0.227215667,PHL,vulnerable_group,3
630,PH060616000,0.222357045,PHL,vulnerable_group,3
631,PH060617000,0.225252687,PHL,vulnerable_group,3
632,PH060618000,0.371476753,PHL,vulnerable_group,3
633,PH061901000,0.202240199,PHL,vulnerable_group,3
634,PH061902000,0.171502591,PHL,vulnerable_group,3
635,PH061903000,0.149971542,PHL,vulnerable_group,3
636,PH061904000,0.222424463,PHL,vulnerable_group,3
637,PH061905000,0.182875264,PHL,vulnerable_group,3
638,PH061906000,0.266627635,PHL,vulnerable_group,3
639,PH061907000,0.280475933,PHL,vulnerable_group,3
640,PH061908000,0.177724873,PHL,vulnerable_group,3
641,PH061909000,0.197293838,PHL,vulnerable_group,3
642,PH061910000,0.173362628,PHL,vulnerable_group,3
643,PH061911000,0.279921334,PHL,vulnerable_group,3
644,PH061912000,0.186726457,PHL,vulnerable_group,3
645,PH061913000,0.220252797,PHL,vulnerable_group,3
646,PH061914000,0.134536483,PHL,vulnerable_group,3
647,PH061915000,0.289223714,PHL,vulnerable_group,3
648,PH061916000,0.186084362,PHL,vulnerable_group,3
649,PH061917000,0.318835786,PHL,vulnerable_group,3
650,PH063001000,0.246012169,PHL,vulnerable_group,3
651,PH063002000,0.186049398,PHL,vulnerable_group,3
652,PH063003000,0.237210017,PHL,vulnerable_group,3
653,PH063004000,0.159578088,PHL,vulnerable_group,3
654,PH063005000,0.189781022,PHL,vulnerable_group,3
655,PH063006000,0.215814196,PHL,vulnerable_group,3
656,PH063007000,0.192542941,PHL,vulnerable_group,3
657,PH063008000,0.212260744,PHL,vulnerable_group,3
658,PH063009000,0.205716508,PHL,vulnerable_group,3
659,PH063010000,0.199183435,PHL,vulnerable_group,3
660,PH063012000,0.128615336,PHL,vulnerable_group,3
661,PH063013000,0.209579922,PHL,vulnerable_group,3
662,PH063014000,0.30795462,PHL,vulnerable_group,3
663,PH063015000,0.296594982,PHL,vulnerable_group,3
664,PH063016000,0.151760733,PHL,vulnerable_group,3
665,PH063017000,0.147721454,PHL,vulnerable_group,3
666,PH063018000,0.150511509,PHL,vulnerable_group,3
667,PH063019000,0.237794992,PHL,vulnerable_group,3
668,PH063020000,0.098845017,PHL,vulnerable_group,3
669,PH063021000,0.175774005,PHL,vulnerable_group,3
670,PH063022000,0.117962115,PHL,vulnerable_group,3
671,PH063023000,0.189095128,PHL,vulnerable_group,3
672,PH063025000,0.231073158,PHL,vulnerable_group,3
673,PH063026000,0.125961812,PHL,vulnerable_group,3
674,PH063027000,0.207641837,PHL,vulnerable_group,3
675,PH063028000,0.172269299,PHL,vulnerable_group,3
676,PH063029000,0.188663858,PHL,vulnerable_group,3
677,PH063030000,0.132416839,PHL,vulnerable_group,3
678,PH063031000,0.15579201,PHL,vulnerable_group,3
679,PH063032000,0.122175565,PHL,vulnerable_group,3
680,PH063034000,0.09835173,PHL,vulnerable_group,3
681,PH063035000,0.149261576,PHL,vulnerable_group,3
682,PH063036000,0.059749665,PHL,vulnerable_group,3
683,PH063037000,0.139702654,PHL,vulnerable_group,3
684,PH063038000,0.272179444,PHL,vulnerable_group,3
685,PH063039000,0.213179312,PHL,vulnerable_group,3
686,PH063040000,0.195685531,PHL,vulnerable_group,3
687,PH063041000,0.102189781,PHL,vulnerable_group,3
688,PH063042000,0.276529012,PHL,vulnerable_group,3
689,PH063043000,0.111480988,PHL,vulnerable_group,3
690,PH063044000,0.174363664,PHL,vulnerable_group,3
691,PH063045000,0.155892965,PHL,vulnerable_group,3
692,PH063046000,0.186570248,PHL,vulnerable_group,3
693,PH063047000,0.159712722,PHL,vulnerable_group,3
694,PH064501000,0.088004679,PHL,vulnerable_group,3
695,PH064502000,0.118043506,PHL,vulnerable_group,3
696,PH064503000,0.162855023,PHL,vulnerable_group,3
697,PH064504000,0.175866312,PHL,vulnerable_group,3
698,PH064505000,0.271273123,PHL,vulnerable_group,3
699,PH064506000,0.260764099,PHL,vulnerable_group,3
700,PH064507000,0.261812069,PHL,vulnerable_group,3
701,PH064508000,0.217842031,PHL,vulnerable_group,3
702,PH064509000,0.189414006,PHL,vulnerable_group,3
703,PH064510000,0.190891434,PHL,vulnerable_group,3
704,PH064511000,0.150629254,PHL,vulnerable_group,3
705,PH064512000,0.257681113,PHL,vulnerable_group,3
706,PH064513000,0.223027248,PHL,vulnerable_group,3
707,PH064514000,0.222922292,PHL,vulnerable_group,3
708,PH064515000,0.213875154,PHL,vulnerable_group,3
709,PH064516000,0.114081301,PHL,vulnerable_group,3
710,PH064517000,0.158124253,PHL,vulnerable_group,3
711,PH064518000,0.181818182,PHL,vulnerable_group,3
712,PH064519000,0.289899333,PHL,vulnerable_group,3
713,PH064520000,0.226586931,PHL,vulnerable_group,3
714,PH064521000,0.140572951,PHL,vulnerable_group,3
715,PH064522000,0.127014521,PHL,vulnerable_group,3
716,PH064523000,0.205317933,PHL,vulnerable_group,3
717,PH064524000,0.203964801,PHL,vulnerable_group,3
718,PH064525000,0.121828325,PHL,vulnerable_group,3
719,PH064526000,0.160152392,PHL,vulnerable_group,3
720,PH064527000,0.31279172,PHL,vulnerable_group,3
721,PH064528000,0.166768827,PHL,vulnerable_group,3
722,PH064529000,0.259563965,PHL,vulnerable_group,3
723,PH064530000,0.112041648,PHL,vulnerable_group,3
724,PH064531000,0.238157688,PHL,vulnerable_group,3
725,PH064532000,0.361480723,PHL,vulnerable_group,3
726,PH067901000,0.103336921,PHL,vulnerable_group,3
727,PH067902000,0.179431599,PHL,vulnerable_group,3
728,PH067903000,0.214043901,PHL,vulnerable_group,3
729,PH067904000,0.280587548,PHL,vulnerable_group,3
730,PH067905000,0.262681159,PHL,vulnerable_group,3
731,PH071201000,0.077661795,PHL,vulnerable_group,3
732,PH071202000,0.290480864,PHL,vulnerable_group,3
733,PH071203000,0.207190413,PHL,vulnerable_group,3
734,PH071204000,0.105807936,PHL,vulnerable_group,3
735,PH071205000,0.063561267,PHL,vulnerable_group,3
736,PH071206000,0.172794118,PHL,vulnerable_group,3
737,PH071207000,0.218047753,PHL,vulnerable_group,3
738,PH071208000,0.170303353,PHL,vulnerable_group,3
739,PH071209000,0.345603272,PHL,vulnerable_group,3
740,PH071210000,0.206057328,PHL,vulnerable_group,3
741,PH071211000,0.26974268,PHL,vulnerable_group,3
742,PH071212000,0.276208106,PHL,vulnerable_group,3
743,PH071213000,0.207934337,PHL,vulnerable_group,3
744,PH071214000,0.221521739,PHL,vulnerable_group,3
745,PH071215000,0.088421053,PHL,vulnerable_group,3
746,PH071216000,0.136527278,PHL,vulnerable_group,3
747,PH071217000,0.390647482,PHL,vulnerable_group,3
748,PH071218000,0.342754368,PHL,vulnerable_group,3
749,PH071219000,0.062716704,PHL,vulnerable_group,3
750,PH071220000,0.182354769,PHL,vulnerable_group,3
751,PH071221000,0.20775,PHL,vulnerable_group,3
752,PH071222000,0.127038454,PHL,vulnerable_group,3
753,PH071223000,0.204904406,PHL,vulnerable_group,3
754,PH071224000,0.248109544,PHL,vulnerable_group,3
755,PH071225000,0.156446226,PHL,vulnerable_group,3
756,PH071226000,0.409154601,PHL,vulnerable_group,3
757,PH071227000,0.179634966,PHL,vulnerable_group,3
758,PH071228000,0.118192027,PHL,vulnerable_group,3
759,PH071229000,0.099280576,PHL,vulnerable_group,3
760,PH071230000,0.133514712,PHL,vulnerable_group,3
761,PH071231000,0.287339744,PHL,vulnerable_group,3
762,PH071232000,0.107135295,PHL,vulnerable_group,3
763,PH071233000,0.09220668,PHL,vulnerable_group,3
764,PH071234000,0.309679584,PHL,vulnerable_group,3
765,PH071235000,0.391642371,PHL,vulnerable_group,3
766,PH071236000,0.244319285,PHL,vulnerable_group,3
767,PH071237000,0.191886964,PHL,vulnerable_group,3
768,PH071238000,0.268310773,PHL,vulnerable_group,3
769,PH071239000,0.241286863,PHL,vulnerable_group,3
770,PH071240000,0.213942308,PHL,vulnerable_group,3
771,PH071241000,0.104290429,PHL,vulnerable_group,3
772,PH071242000,0.033702096,PHL,vulnerable_group,3
773,PH071243000,0.279288117,PHL,vulnerable_group,3
774,PH071244000,0.290261352,PHL,vulnerable_group,3
775,PH071245000,0.132294204,PHL,vulnerable_group,3
776,PH071246000,0.304015991,PHL,vulnerable_group,3
777,PH071247000,0.214157706,PHL,vulnerable_group,3
778,PH071248000,0.344396859,PHL,vulnerable_group,3
779,PH072201000,0.235362998,PHL,vulnerable_group,3
780,PH072202000,0.26485368,PHL,vulnerable_group,3
781,PH072203000,0.336687462,PHL,vulnerable_group,3
782,PH072204000,0.187772292,PHL,vulnerable_group,3
783,PH072205000,0.149418323,PHL,vulnerable_group,3
784,PH072206000,0.257467437,PHL,vulnerable_group,3
785,PH072207000,0.285487805,PHL,vulnerable_group,3
786,PH072208000,0.168378033,PHL,vulnerable_group,3
787,PH072209000,0.459300425,PHL,vulnerable_group,3
788,PH072210000,0.233433255,PHL,vulnerable_group,3
789,PH072211000,0.279648228,PHL,vulnerable_group,3
790,PH072212000,0.283030122,PHL,vulnerable_group,3
791,PH072213000,0.290567402,PHL,vulnerable_group,3
792,PH072214000,0.156592063,PHL,vulnerable_group,3
793,PH072215000,0.145177121,PHL,vulnerable_group,3
794,PH072216000,0.211627236,PHL,vulnerable_group,3
795,PH072217000,0.046088969,PHL,vulnerable_group,3
796,PH072218000,0.133221068,PHL,vulnerable_group,3
797,PH072219000,0.04242243,PHL,vulnerable_group,3
798,PH072220000,0.139135718,PHL,vulnerable_group,3
799,PH072221000,0.395753091,PHL,vulnerable_group,3
800,PH072222000,0.239450442,PHL,vulnerable_group,3
801,PH072223000,0.073832407,PHL,vulnerable_group,3
802,PH072224000,0.234970674,PHL,vulnerable_group,3
803,PH072225000,0.259952466,PHL,vulnerable_group,3
804,PH072226000,0.060774263,PHL,vulnerable_group,3
805,PH072227000,0.059194863,PHL,vulnerable_group,3
806,PH072228000,0.434701724,PHL,vulnerable_group,3
807,PH072229000,0.393381372,PHL,vulnerable_group,3
808,PH072230000,0.031569735,PHL,vulnerable_group,3
809,PH072231000,0.399163312,PHL,vulnerable_group,3
810,PH072232000,0.05207953,PHL,vulnerable_group,3
811,PH072233000,0.174093551,PHL,vulnerable_group,3
812,PH072234000,0.101764638,PHL,vulnerable_group,3
813,PH072235000,0.230511877,PHL,vulnerable_group,3
814,PH072236000,0.366253766,PHL,vulnerable_group,3
815,PH072237000,0.210720486,PHL,vulnerable_group,3
816,PH072238000,0.357682206,PHL,vulnerable_group,3
817,PH072239000,0.172105591,PHL,vulnerable_group,3
818,PH072240000,0.241210503,PHL,vulnerable_group,3
819,PH072241000,0.147507558,PHL,vulnerable_group,3
820,PH072242000,0.409433344,PHL,vulnerable_group,3
821,PH072243000,0.355560186,PHL,vulnerable_group,3
822,PH072244000,0.516297068,PHL,vulnerable_group,3
823,PH072245000,0.186352941,PHL,vulnerable_group,3
824,PH072246000,0.236298614,PHL,vulnerable_group,3
825,PH072247000,0.190114068,PHL,vulnerable_group,3
826,PH072248000,0.379223505,PHL,vulnerable_group,3
827,PH072249000,0.343823761,PHL,vulnerable_group,3
828,PH072250000,0.040283933,PHL,vulnerable_group,3
829,PH072251000,0.128873871,PHL,vulnerable_group,3
830,PH072252000,0.304060371,PHL,vulnerable_group,3
831,PH072253000,0.273848386,PHL,vulnerable_group,3
832,PH074601000,0.167089066,PHL,vulnerable_group,3
833,PH074602000,0.269304648,PHL,vulnerable_group,3
834,PH074603000,0.116172017,PHL,vulnerable_group,3
835,PH074604000,0.183364624,PHL,vulnerable_group,3
836,PH074605000,0.389414948,PHL,vulnerable_group,3
837,PH074606000,0.304558985,PHL,vulnerable_group,3
838,PH074607000,0.323878704,PHL,vulnerable_group,3
839,PH074608000,0.199857414,PHL,vulnerable_group,3
840,PH074609000,0.146153846,PHL,vulnerable_group,3
841,PH074610000,0.045622309,PHL,vulnerable_group,3
842,PH074611000,0.302633937,PHL,vulnerable_group,3
843,PH074612000,0.341549296,PHL,vulnerable_group,3
844,PH074613000,0.296126067,PHL,vulnerable_group,3
845,PH074614000,0.365202607,PHL,vulnerable_group,3
846,PH074615000,0.249823642,PHL,vulnerable_group,3
847,PH074616000,0.195379841,PHL,vulnerable_group,3
848,PH074617000,0.162993672,PHL,vulnerable_group,3
849,PH074618000,0.226424126,PHL,vulnerable_group,3
850,PH074619000,0.266554433,PHL,vulnerable_group,3
851,PH074620000,0.091314994,PHL,vulnerable_group,3
852,PH074621000,0.119140091,PHL,vulnerable_group,3
853,PH074622000,0.267905765,PHL,vulnerable_group,3
854,PH074623000,0.088512241,PHL,vulnerable_group,3
855,PH074624000,0.306144068,PHL,vulnerable_group,3
856,PH074625000,0.171818182,PHL,vulnerable_group,3
857,PH076101000,0.164057182,PHL,vulnerable_group,3
858,PH076102000,0.07179987,PHL,vulnerable_group,3
859,PH076103000,0.24615077,PHL,vulnerable_group,3
860,PH076104000,0.217639594,PHL,vulnerable_group,3
861,PH076105000,0.190369541,PHL,vulnerable_group,3
862,PH076106000,0.116315624,PHL,vulnerable_group,3
863,PH082601000,0.38723526,PHL,vulnerable_group,3
864,PH082602000,0.273809524,PHL,vulnerable_group,3
865,PH082603000,0.303706824,PHL,vulnerable_group,3
866,PH082604000,0.185888918,PHL,vulnerable_group,3
867,PH082605000,0.315098955,PHL,vulnerable_group,3
868,PH082606000,0.314039932,PHL,vulnerable_group,3
869,PH082607000,0.353456998,PHL,vulnerable_group,3
870,PH082608000,0.32751636,PHL,vulnerable_group,3
871,PH082609000,0.248023237,PHL,vulnerable_group,3
872,PH082610000,0.329922027,PHL,vulnerable_group,3
873,PH082611000,0.449738524,PHL,vulnerable_group,3
874,PH082612000,0.246092451,PHL,vulnerable_group,3
875,PH082613000,0.290762026,PHL,vulnerable_group,3
876,PH082614000,0.465160075,PHL,vulnerable_group,3
877,PH082615000,0.22735732,PHL,vulnerable_group,3
878,PH082616000,0.227897839,PHL,vulnerable_group,3
879,PH082617000,0.298285038,PHL,vulnerable_group,3
880,PH082618000,0.3044122,PHL,vulnerable_group,3
881,PH082619000,0.261680446,PHL,vulnerable_group,3
882,PH082620000,0.237288136,PHL,vulnerable_group,3
883,PH082621000,0.342935949,PHL,vulnerable_group,3
884,PH082622000,0.240821918,PHL,vulnerable_group,3
885,PH082623000,0.268738574,PHL,vulnerable_group,3
886,PH083701000,0.25989168,PHL,vulnerable_group,3
887,PH083702000,0.522936502,PHL,vulnerable_group,3
888,PH083703000,0.217912617,PHL,vulnerable_group,3
889,PH083705000,0.31668596,PHL,vulnerable_group,3
890,PH083706000,0.287960402,PHL,vulnerable_group,3
891,PH083707000,0.29059528,PHL,vulnerable_group,3
892,PH083708000,0.152313525,PHL,vulnerable_group,3
893,PH083710000,0.212682693,PHL,vulnerable_group,3
894,PH083713000,0.307080554,PHL,vulnerable_group,3
895,PH083714000,0.330087767,PHL,vulnerable_group,3
896,PH083715000,0.282457703,PHL,vulnerable_group,3
897,PH083717000,0.274898495,PHL,vulnerable_group,3
898,PH083718000,0.408372962,PHL,vulnerable_group,3
899,PH083719000,0.231534981,PHL,vulnerable_group,3
900,PH083720000,0.210262578,PHL,vulnerable_group,3
901,PH083721000,0.192857143,PHL,vulnerable_group,3
902,PH083722000,0.125527521,PHL,vulnerable_group,3
903,PH083723000,0.283198674,PHL,vulnerable_group,3
904,PH083724000,0.271967925,PHL,vulnerable_group,3
905,PH083725000,0.308460326,PHL,vulnerable_group,3
906,PH083726000,0.238579474,PHL,vulnerable_group,3
907,PH083728000,0.284042768,PHL,vulnerable_group,3
908,PH083729000,0.339252025,PHL,vulnerable_group,3
909,PH083730000,0.272207997,PHL,vulnerable_group,3
910,PH083731000,0.31694696,PHL,vulnerable_group,3
911,PH083733000,0.244807777,PHL,vulnerable_group,3
912,PH083734000,0.273345784,PHL,vulnerable_group,3
913,PH083735000,0.337357955,PHL,vulnerable_group,3
914,PH083736000,0.175083312,PHL,vulnerable_group,3
915,PH083738000,0.186268548,PHL,vulnerable_group,3
916,PH083739000,0.309355749,PHL,vulnerable_group,3
917,PH083740000,0.14524288,PHL,vulnerable_group,3
918,PH083741000,0.337109827,PHL,vulnerable_group,3
919,PH083742000,0.310138659,PHL,vulnerable_group,3
920,PH083743000,0.358794674,PHL,vulnerable_group,3
921,PH083744000,0.326483051,PHL,vulnerable_group,3
922,PH083745000,0.306855676,PHL,vulnerable_group,3
923,PH083746000,0.282984859,PHL,vulnerable_group,3
924,PH083747000,0.277164369,PHL,vulnerable_group,3
925,PH083748000,0.389902767,PHL,vulnerable_group,3
926,PH083749000,0.430047695,PHL,vulnerable_group,3
927,PH083750000,0.228301887,PHL,vulnerable_group,3
928,PH083751000,0.255758387,PHL,vulnerable_group,3
929,PH084801000,0.251949937,PHL,vulnerable_group,3
930,PH084802000,0.419982317,PHL,vulnerable_group,3
931,PH084803000,0.406892257,PHL,vulnerable_group,3
932,PH084804000,0.382542237,PHL,vulnerable_group,3
933,PH084805000,0.336884803,PHL,vulnerable_group,3
934,PH084806000,0.287643589,PHL,vulnerable_group,3
935,PH084807000,0.387529138,PHL,vulnerable_group,3
936,PH084808000,0.417856557,PHL,vulnerable_group,3
937,PH084809000,0.27350081,PHL,vulnerable_group,3
938,PH084810000,0.376931722,PHL,vulnerable_group,3
939,PH084811000,0.366150807,PHL,vulnerable_group,3
940,PH084812000,0.334771665,PHL,vulnerable_group,3
941,PH084813000,0.342407823,PHL,vulnerable_group,3
942,PH084814000,0.326521739,PHL,vulnerable_group,3
943,PH084815000,0.246940486,PHL,vulnerable_group,3
944,PH084816000,0.417075564,PHL,vulnerable_group,3
945,PH084817000,0.315536572,PHL,vulnerable_group,3
946,PH084818000,0.356357078,PHL,vulnerable_group,3
947,PH084819000,0.360935857,PHL,vulnerable_group,3
948,PH084820000,0.305863708,PHL,vulnerable_group,3
949,PH084821000,0.371724558,PHL,vulnerable_group,3
950,PH084822000,0.39559633,PHL,vulnerable_group,3
951,PH084823000,0.313084112,PHL,vulnerable_group,3
952,PH084824000,0.301994302,PHL,vulnerable_group,3
953,PH086001000,0.36215958,PHL,vulnerable_group,3
954,PH086002000,0.320050701,PHL,vulnerable_group,3
955,PH086003000,0.292617769,PHL,vulnerable_group,3
956,PH086004000,0.325412412,PHL,vulnerable_group,3
957,PH086005000,0.234637414,PHL,vulnerable_group,3
958,PH086006000,0.444547135,PHL,vulnerable_group,3
959,PH086007000,0.388630927,PHL,vulnerable_group,3
960,PH086008000,0.356706221,PHL,vulnerable_group,3
961,PH086009000,0.313159928,PHL,vulnerable_group,3
962,PH086010000,0.343317392,PHL,vulnerable_group,3
963,PH086011000,0.557251908,PHL,vulnerable_group,3
964,PH086012000,0.422697368,PHL,vulnerable_group,3
965,PH086013000,0.39912759,PHL,vulnerable_group,3
966,PH086014000,0.439320388,PHL,vulnerable_group,3
967,PH086015000,0.388755981,PHL,vulnerable_group,3
968,PH086016000,0.343610765,PHL,vulnerable_group,3
969,PH086017000,0.346397825,PHL,vulnerable_group,3
970,PH086018000,0.426838235,PHL,vulnerable_group,3
971,PH086019000,0.418813661,PHL,vulnerable_group,3
972,PH086020000,0.401346549,PHL,vulnerable_group,3
973,PH086021000,0.406528689,PHL,vulnerable_group,3
974,PH086022000,0.321258341,PHL,vulnerable_group,3
975,PH086023000,0.454321747,PHL,vulnerable_group,3
976,PH086024000,0.347036839,PHL,vulnerable_group,3
977,PH086025000,0.406376812,PHL,vulnerable_group,3
978,PH086026000,0.364388093,PHL,vulnerable_group,3
979,PH086401000,0.171201814,PHL,vulnerable_group,3
980,PH086402000,0.26694014,PHL,vulnerable_group,3
981,PH086403000,0.209386282,PHL,vulnerable_group,3
982,PH086404000,0.148501811,PHL,vulnerable_group,3
983,PH086405000,0.251106894,PHL,vulnerable_group,3
984,PH086406000,0.216242854,PHL,vulnerable_group,3
985,PH086407000,0.135009713,PHL,vulnerable_group,3
986,PH086408000,0.170950091,PHL,vulnerable_group,3
987,PH086409000,0.224953618,PHL,vulnerable_group,3
988,PH086410000,0.145850796,PHL,vulnerable_group,3
989,PH086411000,0.230352304,PHL,vulnerable_group,3
990,PH086412000,0.213595525,PHL,vulnerable_group,3
991,PH086413000,0.211486486,PHL,vulnerable_group,3
