id,adminLevel,placeCode,value,countryCodeISO3,indicator
491,3,ET041008,1,ETH,Hotspot_Nutrition
492,3,ET041009,2,ETH,Hotspot_Nutrition
493,3,ET041010,2,ETH,Hotspot_Nutrition
494,3,ET041011,1,ETH,Hotspot_Nutrition
495,3,ET041012,3,ETH,Hotspot_Nutrition
496,3,ET041013,1,ETH,Hotspot_Nutrition
497,3,ET041014,1,ETH,Hotspot_Nutrition
498,3,ET041015,2,ETH,Hotspot_Nutrition
499,3,ET041016,2,ETH,Hotspot_Nutrition
500,3,ET041017,2,ETH,Hotspot_Nutrition
501,3,ET041018,3,ETH,Hotspot_Nutrition
502,3,ET041019,0.1,ETH,Hotspot_Nutrition
503,3,ET041089,2,ETH,Hotspot_Nutrition
504,3,ET041097,0.1,ETH,Hotspot_Nutrition
505,3,ET041098,1,ETH,Hotspot_Nutrition
506,3,ET041099,0.1,ETH,Hotspot_Nutrition
507,3,ET041104,3,ETH,Hotspot_Nutrition
508,3,ET041106,3,ETH,Hotspot_Nutrition
509,3,ET041109,0.1,ETH,Hotspot_Nutrition
510,3,ET041110,0.1,ETH,Hotspot_Nutrition
511,3,ET041111,1,ETH,Hotspot_Nutrition
512,3,ET041112,1,ETH,Hotspot_Nutrition
513,3,ET041113,1,ETH,Hotspot_Nutrition
514,3,ET041114,1,ETH,Hotspot_Nutrition
515,3,ET041115,1,ETH,Hotspot_Nutrition
516,3,ET041116,2,ETH,Hotspot_Nutrition
517,3,ET041119,0.1,ETH,Hotspot_Nutrition
518,3,ET041120,0.1,ETH,Hotspot_Nutrition
519,3,ET041122,0.1,ETH,Hotspot_Nutrition
520,3,ET041199,1,ETH,Hotspot_Nutrition
521,3,ET041207,1,ETH,Hotspot_Nutrition
522,3,ET041208,1,ETH,Hotspot_Nutrition
523,3,ET041210,2,ETH,Hotspot_Nutrition
524,3,ET041211,1,ETH,Hotspot_Nutrition
525,3,ET041212,2,ETH,Hotspot_Nutrition
526,3,ET041216,1,ETH,Hotspot_Nutrition
527,3,ET041219,1,ETH,Hotspot_Nutrition
528,3,ET041220,1,ETH,Hotspot_Nutrition
529,3,ET041223,1,ETH,Hotspot_Nutrition
530,3,ET041290,1,ETH,Hotspot_Nutrition
531,3,ET041291,1,ETH,Hotspot_Nutrition
532,3,ET041295,1,ETH,Hotspot_Nutrition
533,3,ET041296,0.1,ETH,Hotspot_Nutrition
534,3,ET041298,1,ETH,Hotspot_Nutrition
535,3,ET041301,0.1,ETH,Hotspot_Nutrition
536,3,ET041302,0.1,ETH,Hotspot_Nutrition
537,3,ET041303,0.1,ETH,Hotspot_Nutrition
538,3,ET041304,0.1,ETH,Hotspot_Nutrition
539,3,ET041305,0.1,ETH,Hotspot_Nutrition
540,3,ET041307,0.1,ETH,Hotspot_Nutrition
541,3,ET041308,0.1,ETH,Hotspot_Nutrition
542,3,ET041309,0.1,ETH,Hotspot_Nutrition
543,3,ET041310,0.1,ETH,Hotspot_Nutrition
544,3,ET041311,0.1,ETH,Hotspot_Nutrition
545,3,ET041312,0.1,ETH,Hotspot_Nutrition
546,3,ET041314,0.1,ETH,Hotspot_Nutrition
547,3,ET041401,0.1,ETH,Hotspot_Nutrition
548,3,ET041402,0.1,ETH,Hotspot_Nutrition
549,3,ET041403,0.1,ETH,Hotspot_Nutrition
550,3,ET041404,1,ETH,Hotspot_Nutrition
551,3,ET041405,0.1,ETH,Hotspot_Nutrition
552,3,ET041407,1,ETH,Hotspot_Nutrition
553,3,ET041408,0.1,ETH,Hotspot_Nutrition
554,3,ET041410,0.1,ETH,Hotspot_Nutrition
555,3,ET041411,0.1,ETH,Hotspot_Nutrition
556,3,ET041412,1,ETH,Hotspot_Nutrition
557,3,ET041413,1,ETH,Hotspot_Nutrition
558,3,ET041414,0.1,ETH,Hotspot_Nutrition
559,3,ET041482,1,ETH,Hotspot_Nutrition
560,3,ET041490,0.1,ETH,Hotspot_Nutrition
561,3,ET041492,0.1,ETH,Hotspot_Nutrition
562,3,ET041497,1,ETH,Hotspot_Nutrition
563,3,ET041499,0.1,ETH,Hotspot_Nutrition
564,3,ET041501,1,ETH,Hotspot_Nutrition
565,3,ET041502,2,ETH,Hotspot_Nutrition
566,3,ET041509,1,ETH,Hotspot_Nutrition
567,3,ET041513,1,ETH,Hotspot_Nutrition
568,3,ET041515,1,ETH,Hotspot_Nutrition
569,3,ET041517,3,ETH,Hotspot_Nutrition
570,3,ET041518,1,ETH,Hotspot_Nutrition
571,3,ET041587,0.1,ETH,Hotspot_Nutrition
572,3,ET041594,1,ETH,Hotspot_Nutrition
573,3,ET041596,1,ETH,Hotspot_Nutrition
574,3,ET041603,0.1,ETH,Hotspot_Nutrition
575,3,ET041604,0.1,ETH,Hotspot_Nutrition
576,3,ET041605,0.1,ETH,Hotspot_Nutrition
577,3,ET041606,0.1,ETH,Hotspot_Nutrition
578,3,ET041607,0.1,ETH,Hotspot_Nutrition
579,3,ET041608,0.1,ETH,Hotspot_Nutrition
580,3,ET041618,0.1,ETH,Hotspot_Nutrition
581,3,ET041621,0.1,ETH,Hotspot_Nutrition
582,3,ET041622,0.1,ETH,Hotspot_Nutrition
583,3,ET041623,0.1,ETH,Hotspot_Nutrition
584,3,ET041700,0.1,ETH,Hotspot_Nutrition
585,3,ET041701,1,ETH,Hotspot_Nutrition
586,3,ET041702,1,ETH,Hotspot_Nutrition
587,3,ET041703,3,ETH,Hotspot_Nutrition
588,3,ET041704,2,ETH,Hotspot_Nutrition
589,3,ET041705,0.1,ETH,Hotspot_Nutrition
590,3,ET041706,2,ETH,Hotspot_Nutrition
591,3,ET041707,2,ETH,Hotspot_Nutrition
592,3,ET041708,0.1,ETH,Hotspot_Nutrition
593,3,ET041709,2,ETH,Hotspot_Nutrition
594,3,ET041710,3,ETH,Hotspot_Nutrition
595,3,ET041711,0.1,ETH,Hotspot_Nutrition
596,3,ET041712,1,ETH,Hotspot_Nutrition
597,3,ET041783,2,ETH,Hotspot_Nutrition
598,3,ET041797,3,ETH,Hotspot_Nutrition
599,3,ET041798,0.1,ETH,Hotspot_Nutrition
600,3,ET041799,0.1,ETH,Hotspot_Nutrition
601,3,ET041801,0.1,ETH,Hotspot_Nutrition
602,3,ET041802,0.1,ETH,Hotspot_Nutrition
603,3,ET041803,0.1,ETH,Hotspot_Nutrition
604,3,ET041804,0.1,ETH,Hotspot_Nutrition
605,3,ET041805,0.1,ETH,Hotspot_Nutrition
606,3,ET041806,0.1,ETH,Hotspot_Nutrition
607,3,ET041807,3,ETH,Hotspot_Nutrition
608,3,ET041808,0.1,ETH,Hotspot_Nutrition
609,3,ET041809,0.1,ETH,Hotspot_Nutrition
610,3,ET041810,0.1,ETH,Hotspot_Nutrition
611,3,ET041811,0.1,ETH,Hotspot_Nutrition
612,3,ET041812,0.1,ETH,Hotspot_Nutrition
613,3,ET041901,0.1,ETH,Hotspot_Nutrition
614,3,ET041902,0.1,ETH,Hotspot_Nutrition
615,3,ET041903,0.1,ETH,Hotspot_Nutrition
616,3,ET041904,0.1,ETH,Hotspot_Nutrition
617,3,ET041905,0.1,ETH,Hotspot_Nutrition
618,3,ET041906,0.1,ETH,Hotspot_Nutrition
619,3,ET041907,0.1,ETH,Hotspot_Nutrition
620,3,ET041908,0.1,ETH,Hotspot_Nutrition
621,3,ET041909,0.1,ETH,Hotspot_Nutrition
622,3,ET041910,0.1,ETH,Hotspot_Nutrition
623,3,ET041911,0.1,ETH,Hotspot_Nutrition
624,3,ET041912,0.1,ETH,Hotspot_Nutrition
625,3,ET042001,0.1,ETH,Hotspot_Nutrition
626,3,ET042004,0.1,ETH,Hotspot_Nutrition
627,3,ET042005,0.1,ETH,Hotspot_Nutrition
628,3,ET042006,0.1,ETH,Hotspot_Nutrition
629,3,ET042008,0.1,ETH,Hotspot_Nutrition
630,3,ET042009,0.1,ETH,Hotspot_Nutrition
631,3,ET042011,0.1,ETH,Hotspot_Nutrition
632,3,ET042012,0.1,ETH,Hotspot_Nutrition
633,3,ET042013,0.1,ETH,Hotspot_Nutrition
634,3,ET042014,0.1,ETH,Hotspot_Nutrition
635,3,ET042016,0.1,ETH,Hotspot_Nutrition
636,3,ET042018,0.1,ETH,Hotspot_Nutrition
637,3,ET042020,0.1,ETH,Hotspot_Nutrition
638,3,ET042098,0.1,ETH,Hotspot_Nutrition
639,3,ET042101,1,ETH,Hotspot_Nutrition
640,3,ET042102,1,ETH,Hotspot_Nutrition
641,3,ET042103,1,ETH,Hotspot_Nutrition
642,3,ET042104,2,ETH,Hotspot_Nutrition
643,3,ET042105,1,ETH,Hotspot_Nutrition
644,3,ET042106,1,ETH,Hotspot_Nutrition
645,3,ET042107,0.1,ETH,Hotspot_Nutrition
646,3,ET050101,2,ETH,Hotspot_Nutrition
647,3,ET050102,2,ETH,Hotspot_Nutrition
648,3,ET050103,2,ETH,Hotspot_Nutrition
649,3,ET050104,2,ETH,Hotspot_Nutrition
650,3,ET050105,1,ETH,Hotspot_Nutrition
651,3,ET050106,2,ETH,Hotspot_Nutrition
652,3,ET050107,2,ETH,Hotspot_Nutrition
653,3,ET050198,1,ETH,Hotspot_Nutrition
654,3,ET050199,1,ETH,Hotspot_Nutrition
655,3,ET050202,2,ETH,Hotspot_Nutrition
656,3,ET050203,2,ETH,Hotspot_Nutrition
657,3,ET050204,2,ETH,Hotspot_Nutrition
658,3,ET050205,2,ETH,Hotspot_Nutrition
659,3,ET050206,1,ETH,Hotspot_Nutrition
660,3,ET050207,1,ETH,Hotspot_Nutrition
661,3,ET050283,1,ETH,Hotspot_Nutrition
662,3,ET050290,1,ETH,Hotspot_Nutrition
663,3,ET050293,0.1,ETH,Hotspot_Nutrition
664,3,ET050295,0.1,ETH,Hotspot_Nutrition
665,3,ET050296,0.1,ETH,Hotspot_Nutrition
666,3,ET050297,1,ETH,Hotspot_Nutrition
667,3,ET050298,1,ETH,Hotspot_Nutrition
668,3,ET050299,1,ETH,Hotspot_Nutrition
669,3,ET050301,1,ETH,Hotspot_Nutrition
670,3,ET050302,0.1,ETH,Hotspot_Nutrition
671,3,ET050303,0.1,ETH,Hotspot_Nutrition
672,3,ET050304,0.1,ETH,Hotspot_Nutrition
673,3,ET050305,1,ETH,Hotspot_Nutrition
674,3,ET050306,0.1,ETH,Hotspot_Nutrition
675,3,ET050307,0.1,ETH,Hotspot_Nutrition
676,3,ET050382,0.1,ETH,Hotspot_Nutrition
677,3,ET050392,1,ETH,Hotspot_Nutrition
678,3,ET050394,0.1,ETH,Hotspot_Nutrition
679,3,ET050395,0.1,ETH,Hotspot_Nutrition
680,3,ET050399,0.1,ETH,Hotspot_Nutrition
681,3,ET050402,1,ETH,Hotspot_Nutrition
682,3,ET050404,1,ETH,Hotspot_Nutrition
683,3,ET050407,1,ETH,Hotspot_Nutrition
684,3,ET050408,1,ETH,Hotspot_Nutrition
685,3,ET050497,2,ETH,Hotspot_Nutrition
686,3,ET050498,1,ETH,Hotspot_Nutrition
687,3,ET050499,1,ETH,Hotspot_Nutrition
688,3,ET050501,1,ETH,Hotspot_Nutrition
689,3,ET050502,1,ETH,Hotspot_Nutrition
690,3,ET050503,1,ETH,Hotspot_Nutrition
691,3,ET050504,1,ETH,Hotspot_Nutrition
692,3,ET050586,1,ETH,Hotspot_Nutrition
693,3,ET050592,0.1,ETH,Hotspot_Nutrition
694,3,ET050595,1,ETH,Hotspot_Nutrition
695,3,ET050596,1,ETH,Hotspot_Nutrition
696,3,ET050597,1,ETH,Hotspot_Nutrition
697,3,ET050598,1,ETH,Hotspot_Nutrition
698,3,ET050599,1,ETH,Hotspot_Nutrition
699,3,ET050601,1,ETH,Hotspot_Nutrition
700,3,ET050602,1,ETH,Hotspot_Nutrition
701,3,ET050603,1,ETH,Hotspot_Nutrition
702,3,ET050604,1,ETH,Hotspot_Nutrition
703,3,ET050605,1,ETH,Hotspot_Nutrition
704,3,ET050606,1,ETH,Hotspot_Nutrition
705,3,ET050607,1,ETH,Hotspot_Nutrition
706,3,ET050608,1,ETH,Hotspot_Nutrition
707,3,ET050696,0.1,ETH,Hotspot_Nutrition
708,3,ET050698,1,ETH,Hotspot_Nutrition
709,3,ET050699,1,ETH,Hotspot_Nutrition
710,3,ET050701,1,ETH,Hotspot_Nutrition
711,3,ET050702,1,ETH,Hotspot_Nutrition
712,3,ET050703,2,ETH,Hotspot_Nutrition
713,3,ET050704,1,ETH,Hotspot_Nutrition
714,3,ET050788,1,ETH,Hotspot_Nutrition
715,3,ET050798,1,ETH,Hotspot_Nutrition
716,3,ET050799,1,ETH,Hotspot_Nutrition
717,3,ET050802,1,ETH,Hotspot_Nutrition
718,3,ET050804,2,ETH,Hotspot_Nutrition
719,3,ET050805,1,ETH,Hotspot_Nutrition
720,3,ET050806,1,ETH,Hotspot_Nutrition
721,3,ET050807,1,ETH,Hotspot_Nutrition
722,3,ET050808,1,ETH,Hotspot_Nutrition
723,3,ET050809,1,ETH,Hotspot_Nutrition
724,3,ET050898,1,ETH,Hotspot_Nutrition
725,3,ET050899,1,ETH,Hotspot_Nutrition
726,3,ET050901,1,ETH,Hotspot_Nutrition
727,3,ET050902,1,ETH,Hotspot_Nutrition
728,3,ET050903,1,ETH,Hotspot_Nutrition
729,3,ET050904,1,ETH,Hotspot_Nutrition
730,3,ET050905,2,ETH,Hotspot_Nutrition
731,3,ET050991,2,ETH,Hotspot_Nutrition
732,3,ET050999,1,ETH,Hotspot_Nutrition
733,3,ET051001,2,ETH,Hotspot_Nutrition
734,3,ET051002,2,ETH,Hotspot_Nutrition
735,3,ET051003,2,ETH,Hotspot_Nutrition
736,3,ET051005,1,ETH,Hotspot_Nutrition
737,3,ET051006,1,ETH,Hotspot_Nutrition
738,3,ET051095,2,ETH,Hotspot_Nutrition
739,3,ET051096,1,ETH,Hotspot_Nutrition
740,3,ET051103,1,ETH,Hotspot_Nutrition
741,3,ET051104,1,ETH,Hotspot_Nutrition
742,3,ET051187,1,ETH,Hotspot_Nutrition
743,3,ET051198,1,ETH,Hotspot_Nutrition
744,3,ET060201,2,ETH,Hotspot_Nutrition
745,3,ET060202,1,ETH,Hotspot_Nutrition
746,3,ET060203,1,ETH,Hotspot_Nutrition
747,3,ET060204,1,ETH,Hotspot_Nutrition
748,3,ET060205,1,ETH,Hotspot_Nutrition
749,3,ET060206,0.1,ETH,Hotspot_Nutrition
750,3,ET060207,1,ETH,Hotspot_Nutrition
751,3,ET060301,0.1,ETH,Hotspot_Nutrition
752,3,ET060302,0.1,ETH,Hotspot_Nutrition
753,3,ET060303,0.1,ETH,Hotspot_Nutrition
754,3,ET060304,0.1,ETH,Hotspot_Nutrition
755,3,ET060305,0.1,ETH,Hotspot_Nutrition
756,3,ET060306,0.1,ETH,Hotspot_Nutrition
757,3,ET060307,0.1,ETH,Hotspot_Nutrition
758,3,ET060308,0.1,ETH,Hotspot_Nutrition
759,3,ET060401,0.1,ETH,Hotspot_Nutrition
760,3,ET060402,0.1,ETH,Hotspot_Nutrition
761,3,ET060403,0.1,ETH,Hotspot_Nutrition
762,3,ET060404,0.1,ETH,Hotspot_Nutrition
763,3,ET060405,0.1,ETH,Hotspot_Nutrition
764,3,ET060508,0.1,ETH,Hotspot_Nutrition
765,3,ET070101,3,ETH,Hotspot_Nutrition
766,3,ET070102,3,ETH,Hotspot_Nutrition
767,3,ET070103,3,ETH,Hotspot_Nutrition
768,3,ET070104,3,ETH,Hotspot_Nutrition
769,3,ET070105,3,ETH,Hotspot_Nutrition
770,3,ET070106,2,ETH,Hotspot_Nutrition
771,3,ET070107,1,ETH,Hotspot_Nutrition
772,3,ET070108,3,ETH,Hotspot_Nutrition
773,3,ET070109,3,ETH,Hotspot_Nutrition
774,3,ET070110,3,ETH,Hotspot_Nutrition
775,3,ET070111,3,ETH,Hotspot_Nutrition
776,3,ET070112,3,ETH,Hotspot_Nutrition
777,3,ET070113,3,ETH,Hotspot_Nutrition
778,3,ET070114,0.1,ETH,Hotspot_Nutrition
779,3,ET070115,0.1,ETH,Hotspot_Nutrition
780,3,ET070116,0.1,ETH,Hotspot_Nutrition
781,3,ET070117,0.1,ETH,Hotspot_Nutrition
782,3,ET070118,1,ETH,Hotspot_Nutrition
783,3,ET070119,2,ETH,Hotspot_Nutrition
784,3,ET070120,2,ETH,Hotspot_Nutrition
785,3,ET070201,3,ETH,Hotspot_Nutrition
786,3,ET070202,3,ETH,Hotspot_Nutrition
787,3,ET070203,3,ETH,Hotspot_Nutrition
788,3,ET070204,2,ETH,Hotspot_Nutrition
789,3,ET070205,2,ETH,Hotspot_Nutrition
790,3,ET070206,3,ETH,Hotspot_Nutrition
791,3,ET070207,3,ETH,Hotspot_Nutrition
792,3,ET070208,3,ETH,Hotspot_Nutrition
793,3,ET070209,2,ETH,Hotspot_Nutrition
794,3,ET070210,3,ETH,Hotspot_Nutrition
795,3,ET070211,0.1,ETH,Hotspot_Nutrition
796,3,ET070212,0.1,ETH,Hotspot_Nutrition
797,3,ET070213,0.1,ETH,Hotspot_Nutrition
798,3,ET070214,0.1,ETH,Hotspot_Nutrition
799,3,ET070215,3,ETH,Hotspot_Nutrition
800,3,ET070216,3,ETH,Hotspot_Nutrition
801,3,ET070217,2,ETH,Hotspot_Nutrition
802,3,ET070301,3,ETH,Hotspot_Nutrition
803,3,ET070302,3,ETH,Hotspot_Nutrition
804,3,ET070303,3,ETH,Hotspot_Nutrition
805,3,ET070304,3,ETH,Hotspot_Nutrition
806,3,ET070305,3,ETH,Hotspot_Nutrition
807,3,ET070306,3,ETH,Hotspot_Nutrition
808,3,ET070307,3,ETH,Hotspot_Nutrition
809,3,ET070308,0.1,ETH,Hotspot_Nutrition
810,3,ET070309,2,ETH,Hotspot_Nutrition
811,3,ET070310,0.1,ETH,Hotspot_Nutrition
812,3,ET070312,0.1,ETH,Hotspot_Nutrition
813,3,ET070501,1,ETH,Hotspot_Nutrition
814,3,ET070502,1,ETH,Hotspot_Nutrition
815,3,ET070503,1,ETH,Hotspot_Nutrition
816,3,ET070504,3,ETH,Hotspot_Nutrition
817,3,ET070505,1,ETH,Hotspot_Nutrition
818,3,ET070506,3,ETH,Hotspot_Nutrition
819,3,ET070507,0.1,ETH,Hotspot_Nutrition
820,3,ET070508,0.1,ETH,Hotspot_Nutrition
821,3,ET070509,3,ETH,Hotspot_Nutrition
822,3,ET070510,2,ETH,Hotspot_Nutrition
823,3,ET070511,0.1,ETH,Hotspot_Nutrition
824,3,ET070512,0.1,ETH,Hotspot_Nutrition
825,3,ET070601,3,ETH,Hotspot_Nutrition
826,3,ET070602,3,ETH,Hotspot_Nutrition
827,3,ET070603,3,ETH,Hotspot_Nutrition
828,3,ET070604,2,ETH,Hotspot_Nutrition
829,3,ET070605,3,ETH,Hotspot_Nutrition
830,3,ET070606,3,ETH,Hotspot_Nutrition
831,3,ET070607,3,ETH,Hotspot_Nutrition
832,3,ET070608,3,ETH,Hotspot_Nutrition
833,3,ET070609,3,ETH,Hotspot_Nutrition
834,3,ET070610,3,ETH,Hotspot_Nutrition
835,3,ET070611,3,ETH,Hotspot_Nutrition
836,3,ET070612,1,ETH,Hotspot_Nutrition
837,3,ET070613,0.1,ETH,Hotspot_Nutrition
838,3,ET070614,0.1,ETH,Hotspot_Nutrition
839,3,ET070615,0.1,ETH,Hotspot_Nutrition
840,3,ET070616,0.1,ETH,Hotspot_Nutrition
841,3,ET070617,0.1,ETH,Hotspot_Nutrition
842,3,ET070618,0.1,ETH,Hotspot_Nutrition
843,3,ET070619,2,ETH,Hotspot_Nutrition
844,3,ET070620,2,ETH,Hotspot_Nutrition
845,3,ET070621,1,ETH,Hotspot_Nutrition
846,3,ET070622,3,ETH,Hotspot_Nutrition
847,3,ET070701,3,ETH,Hotspot_Nutrition
848,3,ET070702,1,ETH,Hotspot_Nutrition
849,3,ET070703,2,ETH,Hotspot_Nutrition
850,3,ET070704,1,ETH,Hotspot_Nutrition
851,3,ET070705,1,ETH,Hotspot_Nutrition
852,3,ET070706,1,ETH,Hotspot_Nutrition
853,3,ET070707,1,ETH,Hotspot_Nutrition
854,3,ET070708,1,ETH,Hotspot_Nutrition
855,3,ET070709,0.1,ETH,Hotspot_Nutrition
856,3,ET070710,3,ETH,Hotspot_Nutrition
857,3,ET070711,3,ETH,Hotspot_Nutrition
858,3,ET070801,0.1,ETH,Hotspot_Nutrition
859,3,ET070802,0.1,ETH,Hotspot_Nutrition
860,3,ET070803,0.1,ETH,Hotspot_Nutrition
861,3,ET070804,0.1,ETH,Hotspot_Nutrition
862,3,ET070805,0.1,ETH,Hotspot_Nutrition
863,3,ET070901,0.1,ETH,Hotspot_Nutrition
864,3,ET070902,0.1,ETH,Hotspot_Nutrition
865,3,ET070903,0.1,ETH,Hotspot_Nutrition
866,3,ET070904,0.1,ETH,Hotspot_Nutrition
867,3,ET070905,0.1,ETH,Hotspot_Nutrition
868,3,ET070906,0.1,ETH,Hotspot_Nutrition
869,3,ET070907,0.1,ETH,Hotspot_Nutrition
870,3,ET070908,0.1,ETH,Hotspot_Nutrition
871,3,ET070909,0.1,ETH,Hotspot_Nutrition
872,3,ET070910,0.1,ETH,Hotspot_Nutrition
873,3,ET070911,0.1,ETH,Hotspot_Nutrition
874,3,ET070912,0.1,ETH,Hotspot_Nutrition
875,3,ET070913,0.1,ETH,Hotspot_Nutrition
876,3,ET070914,0.1,ETH,Hotspot_Nutrition
877,3,ET071003,0.1,ETH,Hotspot_Nutrition
878,3,ET071004,3,ETH,Hotspot_Nutrition
879,3,ET071005,3,ETH,Hotspot_Nutrition
880,3,ET071006,3,ETH,Hotspot_Nutrition
881,3,ET071007,3,ETH,Hotspot_Nutrition
882,3,ET071008,2,ETH,Hotspot_Nutrition
883,3,ET071009,3,ETH,Hotspot_Nutrition
884,3,ET071010,3,ETH,Hotspot_Nutrition
885,3,ET071011,2,ETH,Hotspot_Nutrition
886,3,ET071012,0.1,ETH,Hotspot_Nutrition
887,3,ET071013,1,ETH,Hotspot_Nutrition
888,3,ET071014,3,ETH,Hotspot_Nutrition
889,3,ET071015,3,ETH,Hotspot_Nutrition
890,3,ET071016,2,ETH,Hotspot_Nutrition
891,3,ET071017,3,ETH,Hotspot_Nutrition
892,3,ET071018,1,ETH,Hotspot_Nutrition
893,3,ET071019,3,ETH,Hotspot_Nutrition
894,3,ET071021,0.1,ETH,Hotspot_Nutrition
895,3,ET071101,3,ETH,Hotspot_Nutrition
896,3,ET071102,3,ETH,Hotspot_Nutrition
897,3,ET071103,2,ETH,Hotspot_Nutrition
898,3,ET071104,3,ETH,Hotspot_Nutrition
899,3,ET071105,3,ETH,Hotspot_Nutrition
900,3,ET071106,3,ETH,Hotspot_Nutrition
901,3,ET071107,0.1,ETH,Hotspot_Nutrition
902,3,ET071108,0.1,ETH,Hotspot_Nutrition
903,3,ET071205,1,ETH,Hotspot_Nutrition
904,3,ET071301,0.1,ETH,Hotspot_Nutrition
905,3,ET071302,1,ETH,Hotspot_Nutrition
906,3,ET071303,1,ETH,Hotspot_Nutrition
907,3,ET071304,1,ETH,Hotspot_Nutrition
908,3,ET071401,0.1,ETH,Hotspot_Nutrition
909,3,ET071402,2,ETH,Hotspot_Nutrition
910,3,ET071403,2,ETH,Hotspot_Nutrition
911,3,ET071404,2,ETH,Hotspot_Nutrition
912,3,ET071501,3,ETH,Hotspot_Nutrition
913,3,ET071502,1,ETH,Hotspot_Nutrition
914,3,ET071503,1,ETH,Hotspot_Nutrition
915,3,ET071504,1,ETH,Hotspot_Nutrition
916,3,ET071505,1,ETH,Hotspot_Nutrition
917,3,ET071506,3,ETH,Hotspot_Nutrition
918,3,ET071507,0.1,ETH,Hotspot_Nutrition
919,3,ET071508,0.1,ETH,Hotspot_Nutrition
920,3,ET071509,3,ETH,Hotspot_Nutrition
921,3,ET071601,0.1,ETH,Hotspot_Nutrition
922,3,ET071701,1,ETH,Hotspot_Nutrition
923,3,ET071702,1,ETH,Hotspot_Nutrition
924,3,ET071703,1,ETH,Hotspot_Nutrition
925,3,ET071704,1,ETH,Hotspot_Nutrition
926,3,ET071705,1,ETH,Hotspot_Nutrition
927,3,ET071706,1,ETH,Hotspot_Nutrition
928,3,ET071707,2,ETH,Hotspot_Nutrition
929,3,ET071708,2,ETH,Hotspot_Nutrition
930,3,ET071709,1,ETH,Hotspot_Nutrition
931,3,ET071710,2,ETH,Hotspot_Nutrition
932,3,ET071711,0.1,ETH,Hotspot_Nutrition
933,3,ET071801,0.1,ETH,Hotspot_Nutrition
934,3,ET071802,0.1,ETH,Hotspot_Nutrition
935,3,ET071803,0.1,ETH,Hotspot_Nutrition
936,3,ET071804,0.1,ETH,Hotspot_Nutrition
937,3,ET071805,0.1,ETH,Hotspot_Nutrition
938,3,ET071806,0.1,ETH,Hotspot_Nutrition
939,3,ET071807,0.1,ETH,Hotspot_Nutrition
940,3,ET071901,0.1,ETH,Hotspot_Nutrition
941,3,ET072001,3,ETH,Hotspot_Nutrition
942,3,ET072002,1,ETH,Hotspot_Nutrition
943,3,ET072003,2,ETH,Hotspot_Nutrition
944,3,ET072004,3,ETH,Hotspot_Nutrition
945,3,ET072005,2,ETH,Hotspot_Nutrition
946,3,ET072006,2,ETH,Hotspot_Nutrition
947,3,ET072007,3,ETH,Hotspot_Nutrition
948,3,ET072008,3,ETH,Hotspot_Nutrition
949,3,ET072009,0.1,ETH,Hotspot_Nutrition
950,3,ET072010,0.1,ETH,Hotspot_Nutrition
951,3,ET072011,0.1,ETH,Hotspot_Nutrition
952,3,ET072012,3,ETH,Hotspot_Nutrition
953,3,ET072013,1,ETH,Hotspot_Nutrition
954,3,ET072102,1,ETH,Hotspot_Nutrition
955,3,ET072203,1,ETH,Hotspot_Nutrition
956,3,ET072304,1,ETH,Hotspot_Nutrition
957,3,ET072401,0.1,ETH,Hotspot_Nutrition
958,3,ET120101,1,ETH,Hotspot_Nutrition
959,3,ET120102,2,ETH,Hotspot_Nutrition
960,3,ET120103,2,ETH,Hotspot_Nutrition
961,3,ET120104,2,ETH,Hotspot_Nutrition
962,3,ET120105,2,ETH,Hotspot_Nutrition
963,3,ET120200,0.1,ETH,Hotspot_Nutrition
964,3,ET120201,3,ETH,Hotspot_Nutrition
965,3,ET120202,2,ETH,Hotspot_Nutrition
966,3,ET120203,2,ETH,Hotspot_Nutrition
967,3,ET120204,1,ETH,Hotspot_Nutrition
968,3,ET120205,1,ETH,Hotspot_Nutrition
969,3,ET120206,0.1,ETH,Hotspot_Nutrition
970,3,ET120301,3,ETH,Hotspot_Nutrition
971,3,ET120308,2,ETH,Hotspot_Nutrition
972,3,ET120407,2,ETH,Hotspot_Nutrition
973,3,ET130101,2,ETH,Hotspot_Nutrition
974,3,ET130102,0.1,ETH,Hotspot_Nutrition
975,3,ET130103,0.1,ETH,Hotspot_Nutrition
976,3,ET130104,0.1,ETH,Hotspot_Nutrition
977,3,ET130105,3,ETH,Hotspot_Nutrition
978,3,ET130106,3,ETH,Hotspot_Nutrition
979,3,ET130107,0.1,ETH,Hotspot_Nutrition
980,3,ET130108,0.1,ETH,Hotspot_Nutrition
981,3,ET130109,0.1,ETH,Hotspot_Nutrition
982,3,ET140101,0.1,ETH,Hotspot_Nutrition
983,3,ET140102,0.1,ETH,Hotspot_Nutrition
984,3,ET140103,0.1,ETH,Hotspot_Nutrition
985,3,ET140104,0.1,ETH,Hotspot_Nutrition
986,3,ET140105,0.1,ETH,Hotspot_Nutrition
987,3,ET140106,0.1,ETH,Hotspot_Nutrition
988,3,ET140107,0.1,ETH,Hotspot_Nutrition
989,3,ET140108,0.1,ETH,Hotspot_Nutrition
990,3,ET140109,0.1,ETH,Hotspot_Nutrition
991,3,ET140110,0.1,ETH,Hotspot_Nutrition
992,3,ET150103,0.1,ETH,Hotspot_Nutrition
