id,placeCode,value,countryCodeISO3,indicator,adminLevel
467,ET040707,34598,ETH,population_u5,3
468,ET040708,32401,ETH,population_u5,3
469,ET040709,30947,ETH,population_u5,3
470,ET040710,13716,ETH,population_u5,3
471,ET040711,9547,ETH,population_u5,3
472,ET040714,44998,ETH,population_u5,3
473,ET040797,9149,ETH,population_u5,3
474,ET040799,2923,ETH,population_u5,3
475,ET040801,20833,ETH,population_u5,3
476,ET040802,18474,ETH,population_u5,3
477,ET040803,11343,ETH,population_u5,3
478,ET040804,27331,ETH,population_u5,3
479,ET040805,15644,ETH,population_u5,3
480,ET040806,26432,ETH,population_u5,3
481,ET040807,28474,ETH,population_u5,3
482,ET040808,32062,ETH,population_u5,3
483,ET040809,19850,ETH,population_u5,3
484,ET040810,16366,ETH,population_u5,3
485,ET040811,10613,ETH,population_u5,3
486,ET040812,37499,ETH,population_u5,3
487,ET040813,14836,ETH,population_u5,3
488,ET040814,36430,ETH,population_u5,3
489,ET040815,31556,ETH,population_u5,3
490,ET040816,19285,ETH,population_u5,3
491,ET040817,37267,ETH,population_u5,3
492,ET040818,41086,ETH,population_u5,3
493,ET040819,16956,ETH,population_u5,3
494,ET040820,16706,ETH,population_u5,3
495,ET040821,24498,ETH,population_u5,3
496,ET040822,16300,ETH,population_u5,3
497,ET040823,16471,ETH,population_u5,3
498,ET040824,13243,ETH,population_u5,3
499,ET040825,20824,ETH,population_u5,3
500,ET040893,14114,ETH,population_u5,3
501,ET040894,5492,ETH,population_u5,3
502,ET040901,30520,ETH,population_u5,3
503,ET040902,14844,ETH,population_u5,3
504,ET040903,33011,ETH,population_u5,3
505,ET040904,33073,ETH,population_u5,3
506,ET040905,10417,ETH,population_u5,3
507,ET040906,18179,ETH,population_u5,3
508,ET040907,26594,ETH,population_u5,3
509,ET040908,43356,ETH,population_u5,3
510,ET040909,44212,ETH,population_u5,3
511,ET040910,33155,ETH,population_u5,3
512,ET040911,34056,ETH,population_u5,3
513,ET040912,40007,ETH,population_u5,3
514,ET040913,36559,ETH,population_u5,3
515,ET040914,5627,ETH,population_u5,3
516,ET040915,10161,ETH,population_u5,3
517,ET040991,14355,ETH,population_u5,3
518,ET040998,8839,ETH,population_u5,3
519,ET041000,1206,ETH,population_u5,3
520,ET041001,31330,ETH,population_u5,3
521,ET041002,23876,ETH,population_u5,3
522,ET041003,33827,ETH,population_u5,3
523,ET041004,4277,ETH,population_u5,3
524,ET041005,24769,ETH,population_u5,3
525,ET041006,40069,ETH,population_u5,3
526,ET041007,13175,ETH,population_u5,3
527,ET041008,35328,ETH,population_u5,3
528,ET041009,55714,ETH,population_u5,3
529,ET041010,31918,ETH,population_u5,3
530,ET041011,45213,ETH,population_u5,3
531,ET041012,39054,ETH,population_u5,3
532,ET041013,52278,ETH,population_u5,3
533,ET041014,16760,ETH,population_u5,3
534,ET041015,19889,ETH,population_u5,3
535,ET041016,52232,ETH,population_u5,3
536,ET041017,22995,ETH,population_u5,3
537,ET041018,10243,ETH,population_u5,3
538,ET041019,9511,ETH,population_u5,3
539,ET041089,16058,ETH,population_u5,3
540,ET041097,4012,ETH,population_u5,3
541,ET041098,4576,ETH,population_u5,3
542,ET041099,2378,ETH,population_u5,3
543,ET041104,23189,ETH,population_u5,3
544,ET041106,17283,ETH,population_u5,3
545,ET041109,25515,ETH,population_u5,3
546,ET041110,8770,ETH,population_u5,3
547,ET041111,12192,ETH,population_u5,3
548,ET041112,3299,ETH,population_u5,3
549,ET041113,21268,ETH,population_u5,3
550,ET041114,20036,ETH,population_u5,3
551,ET041115,6352,ETH,population_u5,3
552,ET041116,1639,ETH,population_u5,3
553,ET041119,4694,ETH,population_u5,3
554,ET041120,9918,ETH,population_u5,3
555,ET041122,8700,ETH,population_u5,3
556,ET041207,4053,ETH,population_u5,3
557,ET041208,10639,ETH,population_u5,3
558,ET041210,6705,ETH,population_u5,3
559,ET041211,16373,ETH,population_u5,3
560,ET041212,15629,ETH,population_u5,3
561,ET041216,11261,ETH,population_u5,3
562,ET041219,2471,ETH,population_u5,3
563,ET041220,3925,ETH,population_u5,3
