adminLevel,placeCode,indicator,value,countryCodeISO3
1,UG1,IPC_forecast_long,1,UGA
1,UG2,IPC_forecast_long,1,UGA
1,UG3,IPC_forecast_long,2,UGA
1,UG4,IPC_forecast_long,3,UGA
2,21UGA001001,IPC_forecast_long,2,UGA
2,21UGA001002,IPC_forecast_long,2,UGA
2,21UGA001003,IPC_forecast_long,2,UGA
2,21UGA001004,IPC_forecast_long,2,UGA
2,21UGA001005,IPC_forecast_long,2,UGA
2,21UGA001006,IPC_forecast_long,2,UGA
2,21UGA001007,IPC_forecast_long,2,UGA
2,21UGA001008,IPC_forecast_long,2,UGA
2,21UGA002001,IPC_forecast_long,1,UGA
2,21UGA002002,IPC_forecast_long,1,UGA
2,21UGA002003,IPC_forecast_long,1,UGA
2,21UGA002004,IPC_forecast_long,1,UGA
2,21UGA002005,IPC_forecast_long,1,UGA
2,21UGA002006,IPC_forecast_long,1,UGA
2,21UGA002007,IPC_forecast_long,1,UGA
2,21UGA002008,IPC_forecast_long,1,UGA
2,21UGA002009,IPC_forecast_long,1,UGA
2,21UGA002010,IPC_forecast_long,1,UGA
2,21UGA003001,IPC_forecast_long,1,UGA
2,21UGA003002,IPC_forecast_long,1,UGA
2,21UGA003003,IPC_forecast_long,1,UGA
2,21UGA003004,IPC_forecast_long,2,UGA
2,21UGA003005,IPC_forecast_long,1,UGA
2,21UGA003006,IPC_forecast_long,2,UGA
2,21UGA003007,IPC_forecast_long,1,UGA
2,21UGA004001,IPC_forecast_long,1,UGA
2,21UGA004002,IPC_forecast_long,1,UGA
2,21UGA004003,IPC_forecast_long,1,UGA
2,21UGA004004,IPC_forecast_long,1,UGA
2,21UGA004005,IPC_forecast_long,1,UGA
2,21UGA004006,IPC_forecast_long,1,UGA
2,21UGA004007,IPC_forecast_long,1,UGA
2,21UGA004008,IPC_forecast_long,1,UGA
2,21UGA005001,IPC_forecast_long,1,UGA
2,21UGA005002,IPC_forecast_long,1,UGA
2,21UGA005003,IPC_forecast_long,2,UGA
2,21UGA005004,IPC_forecast_long,1,UGA
2,21UGA005005,IPC_forecast_long,1,UGA
2,21UGA005006,IPC_forecast_long,1,UGA
2,21UGA005007,IPC_forecast_long,1,UGA
2,21UGA005008,IPC_forecast_long,1,UGA
2,21UGA005009,IPC_forecast_long,1,UGA
2,21UGA005010,IPC_forecast_long,1,UGA
2,21UGA005011,IPC_forecast_long,1,UGA
2,21UGA006001,IPC_forecast_long,2,UGA
2,21UGA006002,IPC_forecast_long,2,UGA
2,21UGA006003,IPC_forecast_long,2,UGA
2,21UGA006004,IPC_forecast_long,1,UGA
2,21UGA006005,IPC_forecast_long,2,UGA
2,21UGA006006,IPC_forecast_long,1,UGA
2,21UGA006007,IPC_forecast_long,2,UGA
2,21UGA006008,IPC_forecast_long,1,UGA
2,21UGA006009,IPC_forecast_long,2,UGA
2,21UGA007001,IPC_forecast_long,1,UGA
2,21UGA008001,IPC_forecast_long,3,UGA
2,21UGA008002,IPC_forecast_long,3,UGA
2,21UGA008003,IPC_forecast_long,3,UGA
2,21UGA008004,IPC_forecast_long,3,UGA
2,21UGA008005,IPC_forecast_long,3,UGA
2,21UGA008006,IPC_forecast_long,3,UGA
2,21UGA008007,IPC_forecast_long,3,UGA
2,21UGA008008,IPC_forecast_long,3,UGA
2,21UGA009001,IPC_forecast_long,1,UGA
2,21UGA009002,IPC_forecast_long,1,UGA
2,21UGA009003,IPC_forecast_long,1,UGA
2,21UGA009004,IPC_forecast_long,1,UGA
2,21UGA009005,IPC_forecast_long,1,UGA
2,21UGA009006,IPC_forecast_long,1,UGA
2,21UGA010001,IPC_forecast_long,2,UGA
2,21UGA010002,IPC_forecast_long,2,UGA
2,21UGA010003,IPC_forecast_long,2,UGA
2,21UGA010004,IPC_forecast_long,2,UGA
2,21UGA010005,IPC_forecast_long,2,UGA
2,21UGA010006,IPC_forecast_long,2,UGA
2,21UGA010007,IPC_forecast_long,2,UGA
2,21UGA010008,IPC_forecast_long,2,UGA
2,21UGA010009,IPC_forecast_long,2,UGA
2,21UGA011001,IPC_forecast_long,1,UGA
2,21UGA011002,IPC_forecast_long,1,UGA
2,21UGA011003,IPC_forecast_long,1,UGA
2,21UGA011004,IPC_forecast_long,1,UGA
2,21UGA011005,IPC_forecast_long,1,UGA
2,21UGA011006,IPC_forecast_long,1,UGA
2,21UGA011007,IPC_forecast_long,1,UGA
2,21UGA011008,IPC_forecast_long,1,UGA
2,21UGA011009,IPC_forecast_long,1,UGA
2,21UGA011010,IPC_forecast_long,1,UGA
2,21UGA011011,IPC_forecast_long,1,UGA
2,21UGA011012,IPC_forecast_long,1,UGA
2,21UGA011013,IPC_forecast_long,1,UGA
2,21UGA012001,IPC_forecast_long,1,UGA
2,21UGA012002,IPC_forecast_long,1,UGA
2,21UGA012003,IPC_forecast_long,1,UGA
2,21UGA012004,IPC_forecast_long,1,UGA
2,21UGA012005,IPC_forecast_long,1,UGA
2,21UGA012006,IPC_forecast_long,1,UGA
2,21UGA012007,IPC_forecast_long,1,UGA
2,21UGA012008,IPC_forecast_long,1,UGA
2,21UGA012009,IPC_forecast_long,1,UGA
2,21UGA012010,IPC_forecast_long,1,UGA
2,21UGA012011,IPC_forecast_long,1,UGA
2,21UGA012012,IPC_forecast_long,1,UGA
2,21UGA013001,IPC_forecast_long,2,UGA
2,21UGA013002,IPC_forecast_long,2,UGA
2,21UGA013003,IPC_forecast_long,2,UGA
2,21UGA013004,IPC_forecast_long,2,UGA
2,21UGA013005,IPC_forecast_long,2,UGA
2,21UGA013006,IPC_forecast_long,2,UGA
2,21UGA013007,IPC_forecast_long,2,UGA
2,21UGA013008,IPC_forecast_long,2,UGA
2,21UGA013009,IPC_forecast_long,2,UGA
2,21UGA014001,IPC_forecast_long,1,UGA
2,21UGA014002,IPC_forecast_long,1,UGA
2,21UGA014003,IPC_forecast_long,1,UGA
2,21UGA014004,IPC_forecast_long,1,UGA
2,21UGA014005,IPC_forecast_long,1,UGA
2,21UGA014006,IPC_forecast_long,1,UGA
2,21UGA014007,IPC_forecast_long,1,UGA
2,21UGA014008,IPC_forecast_long,1,UGA
2,21UGA015001,IPC_forecast_long,2,UGA
2,21UGA015002,IPC_forecast_long,2,UGA
2,21UGA015003,IPC_forecast_long,2,UGA
2,21UGA015004,IPC_forecast_long,2,UGA
2,21UGA015005,IPC_forecast_long,2,UGA
2,21UGA015006,IPC_forecast_long,2,UGA
2,21UGA015007,IPC_forecast_long,2,UGA
2,21UGA015008,IPC_forecast_long,2,UGA
2,21UGA015009,IPC_forecast_long,2,UGA
3,UG306601,IPC_forecast_long,1,UGA
3,UG202701,IPC_forecast_long,1,UGA
3,UG307101,IPC_forecast_long,1,UGA
3,UG309901,IPC_forecast_long,1,UGA
3,UG307201,IPC_forecast_long,1,UGA
3,UG309701,IPC_forecast_long,1,UGA
3,UG307401,IPC_forecast_long,1,UGA
3,UG307202,IPC_forecast_long,1,UGA
3,UG101401,IPC_forecast_long,1,UGA
3,UG101001,IPC_forecast_long,1,UGA
3,UG309001,IPC_forecast_long,1,UGA
3,UG205201,IPC_forecast_long,1,UGA
3,UG205601,IPC_forecast_long,1,UGA
3,UG206101,IPC_forecast_long,1,UGA
3,UG202801,IPC_forecast_long,1,UGA
3,UG203801,IPC_forecast_long,1,UGA
3,UG412101,IPC_forecast_long,1,UGA
3,UG204401,IPC_forecast_long,1,UGA
3,UG410601,IPC_forecast_long,1,UGA
3,UG411201,IPC_forecast_long,1,UGA
3,UG410301,IPC_forecast_long,1,UGA
3,UG203001,IPC_forecast_long,1,UGA
3,UG203101,IPC_forecast_long,1,UGA
3,UG411801,IPC_forecast_long,1,UGA
3,UG410101,IPC_forecast_long,1,UGA
3,UG100101,IPC_forecast_long,1,UGA
3,UG412501,IPC_forecast_long,1,UGA
3,UG412501,IPC_forecast_long,1,UGA
3,UG100601,IPC_forecast_long,1,UGA
3,UG413301,IPC_forecast_long,1,UGA
3,UG410801,IPC_forecast_long,1,UGA
3,UG203201,IPC_forecast_long,1,UGA
3,UG100201,IPC_forecast_long,1,UGA
3,UG411501,IPC_forecast_long,1,UGA
3,UG203002,IPC_forecast_long,1,UGA
3,UG205501,IPC_forecast_long,1,UGA
3,UG101501,IPC_forecast_long,1,UGA
3,UG101701,IPC_forecast_long,1,UGA
3,UG203401,IPC_forecast_long,1,UGA
3,UG204301,IPC_forecast_long,1,UGA
3,UG410201,IPC_forecast_long,2,UGA
3,UG205401,IPC_forecast_long,3,UGA
3,UG205301,IPC_forecast_long,4,UGA
3,UG410401,IPC_forecast_long,5,UGA
3,UG413101,IPC_forecast_long,1,UGA
3,UG203601,IPC_forecast_long,1,UGA
3,UG411001,IPC_forecast_long,1,UGA
3,UG102301,IPC_forecast_long,1,UGA
3,UG412502,IPC_forecast_long,1,UGA
3,UG410501,IPC_forecast_long,1,UGA
3,UG203501,IPC_forecast_long,1,UGA
3,UG205701,IPC_forecast_long,1,UGA
3,UG102601,IPC_forecast_long,1,UGA
3,UG411502,IPC_forecast_long,1,UGA
3,UG101801,IPC_forecast_long,1,UGA
3,UG100301,IPC_forecast_long,1,UGA
3,UG203701,IPC_forecast_long,1,UGA
3,UG205901,IPC_forecast_long,1,UGA
3,UG204001,IPC_forecast_long,1,UGA
3,UG100401,IPC_forecast_long,1,UGA
3,UG102001,IPC_forecast_long,1,UGA
3,UG411101,IPC_forecast_long,1,UGA
3,UG411701,IPC_forecast_long,1,UGA
3,UG204402,IPC_forecast_long,1,UGA
3,UG410302,IPC_forecast_long,1,UGA
3,UG308901,IPC_forecast_long,1,UGA
3,UG307701,IPC_forecast_long,1,UGA
3,UG307501,IPC_forecast_long,1,UGA
3,UG307601,IPC_forecast_long,1,UGA
3,UG307301,IPC_forecast_long,1,UGA
3,UG306501,IPC_forecast_long,1,UGA
3,UG102602,IPC_forecast_long,1,UGA
3,UG308301,IPC_forecast_long,1,UGA
3,UG411002,IPC_forecast_long,1,UGA
3,UG100501,IPC_forecast_long,1,UGA
3,UG307402,IPC_forecast_long,1,UGA
3,UG410602,IPC_forecast_long,1,UGA
3,UG410701,IPC_forecast_long,1,UGA
3,UG410701,IPC_forecast_long,1,UGA
3,UG410701,IPC_forecast_long,1,UGA
3,UG410702,IPC_forecast_long,1,UGA
3,UG203901,IPC_forecast_long,1,UGA
3,UG410502,IPC_forecast_long,1,UGA
3,UG202802,IPC_forecast_long,1,UGA
3,UG410802,IPC_forecast_long,1,UGA
3,UG308001,IPC_forecast_long,1,UGA
3,UG204002,IPC_forecast_long,1,UGA
3,UG309801,IPC_forecast_long,1,UGA
3,UG410901,IPC_forecast_long,1,UGA
3,UG204101,IPC_forecast_long,1,UGA
3,UG101601,IPC_forecast_long,1,UGA
3,UG204003,IPC_forecast_long,1,UGA
3,UG412901,IPC_forecast_long,1,UGA
3,UG204201,IPC_forecast_long,1,UGA
3,UG100701,IPC_forecast_long,1,UGA
3,UG204403,IPC_forecast_long,1,UGA
3,UG204501,IPC_forecast_long,1,UGA
3,UG204601,IPC_forecast_long,1,UGA
3,UG102002,IPC_forecast_long,1,UGA
3,UG411503,IPC_forecast_long,1,UGA
3,UG412601,IPC_forecast_long,1,UGA
3,UG206001,IPC_forecast_long,1,UGA
3,UG100901,IPC_forecast_long,1,UGA
3,UG204701,IPC_forecast_long,1,UGA
3,UG101402,IPC_forecast_long,1,UGA
3,UG411601,IPC_forecast_long,1,UGA
3,UG100102,IPC_forecast_long,1,UGA
3,UG100801,IPC_forecast_long,1,UGA
3,UG101802,IPC_forecast_long,1,UGA
3,UG102101,IPC_forecast_long,1,UGA
3,UG411301,IPC_forecast_long,1,UGA
3,UG412001,IPC_forecast_long,1,UGA
3,UG101101,IPC_forecast_long,1,UGA
3,UG101201,IPC_forecast_long,1,UGA
3,UG204801,IPC_forecast_long,1,UGA
3,UG203902,IPC_forecast_long,1,UGA
3,UG307001,IPC_forecast_long,1,UGA
3,UG411401,IPC_forecast_long,1,UGA
3,UG306801,IPC_forecast_long,1,UGA
3,UG102603,IPC_forecast_long,1,UGA
3,UG412102,IPC_forecast_long,1,UGA
3,UG412201,IPC_forecast_long,1,UGA
3,UG307702,IPC_forecast_long,1,UGA
3,UG307801,IPC_forecast_long,1,UGA
3,UG307802,IPC_forecast_long,1,UGA
3,UG307901,IPC_forecast_long,1,UGA
3,UG203301,IPC_forecast_long,1,UGA
3,UG102401,IPC_forecast_long,1,UGA
3,UG308002,IPC_forecast_long,1,UGA
3,UG204901,IPC_forecast_long,1,UGA
3,UG204902,IPC_forecast_long,1,UGA
3,UG308101,IPC_forecast_long,1,UGA
3,UG205001,IPC_forecast_long,1,UGA
3,UG102604,IPC_forecast_long,1,UGA
3,UG412301,IPC_forecast_long,1,UGA
3,UG100602,IPC_forecast_long,1,UGA
3,UG101301,IPC_forecast_long,1,UGA
3,UG306401,IPC_forecast_long,1,UGA
3,UG308201,IPC_forecast_long,1,UGA
