PCODE_Mun_City,percentage_vul_housing
PH071238000,0.107069957
PH071239000,0.008508733
PH071240000,0.017949667
PH071241000,0.008580858
PH071242000,0.030204505
PH071243000,0.186508776
PH071244000,0.250512145
PH071245000,0.068823529
PH071246000,0.239404979
PH071247000,0.026891359
PH072201000,0.033372711
PH072202000,0.172311349
PH072203000,0.208518369
PH072204000,0.078582884
PH072205000,0.057741503
PH072206000,0.15716957
PH072207000,0.144101055
PH072208000,0.073933162
PH072209000,0.131053352
PH072210000,0.078942314
PH072212000,0.12808178
PH072213000,0.038991105
PH072215000,0.104312668
PH072216000,0.069926012
PH072217000,0.017278713
PH072211000,0.019556441
PH072214000,0.038546172
PH072234000,0.050543057
PH072250000,0.042377157
PH072218000,0.051140684
PH072219000,0.022513001
PH072220000,0.049595687
PH072221000,0.032693385
PH072222000,0.023385615
PH072223000,0.051238064
PH072224000,0.058883249
PH072225000,0.194386384
PH072226000,0.027318403
PH072227000,0.025328876
PH072228000,0.064166459
PH072229000,0.218176915
PH072230000,0.010647573
PH072231000,0.03340722
PH072232000,0.029329937
PH072233000,0.06673141
PH072235000,0.096241362
PH072236000,0.097478992
PH072237000,0.072428043
PH072238000,0.162277814
PH072239000,0.09848803
PH072240000,0.216499443
PH072241000,0.072818626
PH072242000,0.211624073
PH072243000,0.044583769
PH072244000,0.064863249
PH072245000,0.166578947
PH072246000,0.059872153
PH072247000,0.059920587
PH072248000,0.053416543
PH072249000,0.102382079
PH072251000,0.086472444
PH072252000,0.286011545
PH072253000,0.180793016
PH076101000,0.106484642
PH076102000,0.076147088
PH076103000,0.083683684
PH076104000,0.103809524
PH076105000,0.111827354
PH076106000,0.077594414
PH087801000,0.075396825
PH087802000,0.082044561
PH087803000,0.137279864
PH087804000,0.120193318
PH087805000,0.163904236
PH087806000,0.130264019
PH087807000,0.335942203
PH087808000,0.101433203
PH082601000,0.552971576
PH082602000,0.095718654
PH082603000,0.034613761
PH082605000,0.148494983
PH082604000,0.109485167
PH082606000,0.234501924
PH082607000,0.111712932
PH082608000,0.043900909
PH082609000,0.026666667
PH082610000,0.053763441
PH082611000,0.404817861
PH082612000,0.035164099
PH082613000,0.192630899
PH082614000,0.262264151
PH082615000,0.088501091
PH082616000,0.015737705
PH082617000,0.297008547
PH082618000,0.037948414
PH082619000,0.045699961
PH082620000,0.132558832
PH082621000,0.40455665
PH082622000,0.105798296
PH082623000,0.244444444
PH083701000,0.144583774
PH083702000,0.089854844
PH083703000,0.117086578
PH083705000,0.28251493
PH083706000,0.085618436
PH083707000,0.10954857
PH083710000,0.103550533
PH083713000,0.1221088
PH083714000,0.162094065
PH083715000,0.088403211
PH083708000,0.067582332
PH083717000,0.042275637
PH083718000,0.066219979
PH083719000,0.151383538
PH083720000,0.162575453
PH083721000,0.075246711
PH083722000,0.098582649
PH083723000,0.168889352
PH083724000,0.128787879
PH083725000,0.099258867
PH083726000,0.065205305
PH083728000,0.082680412
PH083729000,0.139159664
PH083730000,0.060324367
PH083731000,0.100309396
PH083733000,0.018918317
PH083734000,0.078820375
PH083735000,0.070970805
PH083736000,0.052318822
PH083738000,0.075731815
PH083739000,0.028452101
PH083740000,0.037614486
PH083741000,0.043821006
PH083742000,0.084474594
PH083743000,0.215575886
PH083744000,0.045824411
PH083745000,0.140871292
PH083746000,0.036166365
PH083747000,0.029861661
PH083748000,0.050998948
PH083749000,0.022595481
PH083750000,0.051007557
PH083751000,0.027689645
PH084801000,0.430959302
PH084802000,0.558170515
PH084803000,0.442869058
PH084804000,0.430527588
PH084805000,0.358545849
PH084806000,0.300857366
PH084807000,0.37758688
PH084808000,0.472304405
PH084809000,0.5299389
PH084810000,0.265662396
PH084811000,0.491094987
PH084824000,0.440285205
PH084812000,0.265653275
PH084813000,0.463979646
PH084814000,0.373911782
PH084815000,0.519986564
PH084816000,0.516748768
PH084817000,0.336892686
PH084818000,0.312454874
PH084819000,0.445380363
PH084820000,0.423695178
PH084821000,0.421213979
PH084822000,0.550441826
PH084823000,0.330421217
PH086001000,0.379393356
PH086002000,0.126592357
PH086003000,0.393464329
PH086004000,0.280180889
PH086005000,0.150458447
PH086006000,0.34934043
PH086007000,0.518721847
PH086008000,0.215728716
PH086009000,0.357566383
PH086010000,0.062279375
PH086011000,0.463566967
PH086012000,0.302840159
PH086026000,0.505512679
PH086022000,0.205531712
PH086013000,0.350396934
PH086025000,0.436464088
PH086014000,0.348116646
PH086015000,0.218881539
PH086016000,0.509292352
PH086017000,0.411677837
PH086018000,0.380514706
PH086024000,0.37366167
PH086019000,0.418813661
PH086020000,0.432047922
PH086021000,0.297868742
PH086023000,0.275023098
PH086401000,0.141723356
PH086402000,0.053715855
PH086407000,0.081769509
PH086403000,0.133738602
PH086404000,0.217133443
PH086405000,0.119464798
PH086406000,0.162652981
PH086419000,0.197503671
PH086408000,0.079249045
PH086409000,0.07530893
PH086410000,0.065822785
PH086411000,0.159511975
PH086412000,0.17329932
PH086413000,0.099695843
PH086414000,0.188952611
PH086415000,0.092153285
PH086416000,0.075928918
PH086417000,0.032746873
PH086418000,0.05397962
PH101301000,0.037190635
PH101322000,0.070526774
PH101312000,0.053441126
PH101321000,0.039523227
PH101302000,0.274126083
PH101303000,0.022638564
PH101304000,0.013146735
PH101305000,0.061454849
PH101306000,0.040161725
PH101307000,0.029462539
PH101308000,0.096601887
PH101309000,0.190533309
PH101310000,0.037542393
PH101311000,0.041831257
PH101313000,0.092211461
PH101314000,0.046034705
PH101315000,0.02496545
PH101316000,0.021646558
PH101317000,0.045650643
PH101318000,0.188059945
PH101319000,0.036901046
PH101320000,0.040961774
PH101801000,0.051503204
PH101802000,0.155817175
PH101803000,0.062379421
PH101804000,0.020737599
PH101805000,0.186797753
PH103501000,0.170358753
PH103502000,0.018019317
PH103503000,0.203696992
PH103504000,0.056999758
PH103505000,0.30919618
PH103507000,0.129781161
PH103508000,0.322898177
PH103509000,0.275146354
PH103510000,0.074886716
PH103511000,0.487607618
PH103512000,0.259569128
PH103513000,0.023361454
PH103514000,0.140343699
PH103515000,0.297767469
PH103516000,0.08369851
PH103523000,0.133816241
PH103517000,0.025274725
PH103518000,0.412912693
PH103519000,0.382582721
PH103506000,0.326083143
PH103520000,0.056868242
PH103521000,0.140098788
PH103522000,0.237503427
PH104201000,0.260669522
PH104202000,0.47810219
PH104203000,0.331337047
PH104204000,0.222876879
PH104205000,0.185767881
PH104206000,0.438925081
PH104217000,0.14995958
PH104207000,0.179637865
PH104208000,0.297194319
PH104209000,0.17982214
PH104210000,0.095212334
PH104211000,0.208924103
PH104212000,0.394877969
PH104213000,0.38534331
PH104214000,0.195774994
PH104215000,0.230715342
PH104216000,0.226365465
PH104301000,0.262586116
PH104302000,0.151269247
PH104303000,0.055705301
PH104304000,0.085638999
PH104305000,0.020978398
PH104307000,0.224227907
PH104306000,0.092505747
PH104308000,0.121106471
PH104309000,0.196349413
PH104310000,0.166416177
PH104311000,0.088624673
PH104312000,0.196578329
PH104313000,0.20367014
PH104314000,0.105300988
PH104315000,0.17306975
PH104316000,0.052486188
PH104317000,0.305487541
PH104318000,0.094312796
PH104319000,0.081373806
PH104320000,0.208144796
PH104321000,0.128234618
PH104322000,0.149263502
PH104323000,0.019545695
PH104324000,0.038473135
PH104325000,0.090994903
PH104326000,0.066037736
PH118201000,0.06458881
PH118202000,0.12962856
PH118203000,0.226687598
PH118204000,0.076136611
PH118205000,0.097515169
PH118206000,0.038862327
PH118207000,0.050348905
PH118208000,0.043046693
PH118209000,0.041143842
PH118210000,0.033810143
PH118211000,0.234968354
PH112301000,0.152183535
PH112323000,0.120796543
PH112303000,0.143784899
PH112315000,0.065823941
PH112319000,0.061701947
PH112317000,0.088301013
PH112305000,0.200854951
PH112314000,0.084213949
PH112324000,0.039406509
PH112318000,0.074593882
PH112322000,0.493712233
PH112401000,0.025696805
PH112403000,0.06325449
PH112402000,0.029699233
PH112404000,0.157939914
PH112406000,0.340728526
PH112407000,0.184003004
PH112408000,0.257039421
PH112410000,0.227699701
PH112411000,0.15334805
PH112412000,0.117404265
PH112414000,0.220407197
PH118601000,0.777657365
PH118602000,0.84222247
PH118603000,0.590645577
PH118604000,0.513864176
PH118605000,0.484698552
PH112501000,0.075474552
PH112502000,0.295587916
PH112503000,0.061269147
PH112504000,0.505565965
PH112505000,0.117359667
PH112509000,0.205569782
PH112506000,0.305769699
PH112507000,0.249219736
PH112508000,0.653923117
PH112510000,0.20777027
PH112511000,0.434814678
PH129804000,0.124505398
PH124701000,0.101033932
PH124717000,0.202208812
PH124715000,0.075930521
PH124718000,0.195726172
PH124716000,0.077926142
PH124702000,0.286948927
PH124704000,0.030017153
PH124703000,0.18159955
PH124705000,0.091857306
PH124706000,0.05290766
PH124707000,0.031429324
PH124708000,0.133771339
PH124709000,0.164321353
PH124710000,0.147154116
PH124711000,0.146938236
PH124712000,0.512891631
PH124713000,0.140929674
PH124714000,0.216515685
PH128001000,0.339497794
PH128002000,0.444084279
PH128003000,0.340031257
PH128004000,0.371581769
PH128005000,0.374176676
PH128006000,0.454800997
PH128007000,0.299308243
PH126302000,0.139463009
PH126306000,0.086716566
PH126303000,0.073239776
PH126319000,0.270772397
PH126311000,0.09944593
PH126312000,0.043415661
PH126318000,0.068107192
PH126313000,0.115000997
PH126314000,0.096566757
PH126315000,0.228516004
PH126316000,0.274072323
PH126317000,0.157043457
PH126501000,0.193847561
PH126511000,0.062763862
PH126502000,0.583250988
PH126503000,0.257765176
PH126504000,0.106045441
PH126505000,0.361184459
PH126508000,0.28426425
PH126506000,0.346020418
PH126507000,0.494576506
PH126509000,0.664467434
PH126510000,0.145166336
PH126512000,0.334166308
PH160201000,0.320328087
PH160202000,0.185291245
PH160204000,0.324967547
PH160203000,0.284887969
PH160205000,0.460500587
PH160206000,0.343532338
PH160207000,0.336698548
PH160208000,0.328767123
PH160209000,0.176067242
PH160212000,0.39070568
PH160210000,0.368925546
PH160211000,0.370766835
PH160302000,0.25565859
PH160301000,0.165914675
PH160303000,0.540557059
PH160304000,0.72888804
PH160305000,0.507324164
PH160306000,0.36980945
PH160307000,0.240269003
PH160308000,0.201156696
PH160309000,0.623836411
PH160310000,0.086082474
PH160314000,0.191868433
PH160311000,0.512057779
PH160312000,0.189991446
PH160313000,0.128754441
PH168501000,0.173039216
PH168502000,0.299087983
PH168503000,0.257512714
PH168504000,0.161401777
PH168505000,0.202872531
PH168506000,0.119220549
PH168507000,0.241154056
PH166701000,0.321869489
PH166702000,0.335913834
PH166704000,0.367032967
PH166706000,0.350432116
PH166707000,0.330728658
PH166708000,0.459787949
PH166710000,0.341616532
PH166711000,0.444569373
PH166714000,0.219611158
PH166715000,0.290516809
PH166716000,0.431547619
PH166717000,0.248331337
PH166718000,0.384615385
PH166719000,0.212150127
PH166720000,0.381922342
PH166721000,0.319148936
PH166722000,0.155732044
PH166723000,0.142209118
PH166724000,0.110250834
PH166725000,0.267114094
PH166727000,0.139462164
PH166801000,0.158124525
PH166802000,0.56374269
PH166804000,0.370919194
PH166805000,0.44612069
PH166806000,0.391699092
PH166807000,0.515096981
PH166803000,0.317137261
PH166819000,0.35045015
PH166808000,0.402387042
PH166809000,0.620685714
PH166810000,0.532892319
PH166811000,0.231998708
PH166812000,0.573438622
PH166813000,0.273533619
PH166814000,0.421598037
PH166815000,0.406332454
PH166816000,0.404773933
PH166817000,0.338123415
PH166818000,0.559602649
