index,placeCode,value,countryCodeISO3,adminLevel,indicator
629,PH041013000,12507,PHL,3,total_houses
630,PH041014000,72177,PHL,3,total_houses
631,PH041015000,8945,PHL,3,total_houses
632,PH041016000,9757,PHL,3,total_houses
633,PH041017000,12833,PHL,3,total_houses
634,PH041018000,6415,PHL,3,total_houses
635,PH041019000,30482,PHL,3,total_houses
636,PH041020000,10782,PHL,3,total_houses
637,PH041021000,25971,PHL,3,total_houses
638,PH041022000,17972,PHL,3,total_houses
639,PH041023000,23713,PHL,3,total_houses
640,PH041024000,7218,PHL,3,total_houses
641,PH041025000,4473,PHL,3,total_houses
642,PH041026000,14589,PHL,3,total_houses
643,PH041027000,4218,PHL,3,total_houses
644,PH041028000,42118,PHL,3,total_houses
645,PH041029000,11900,PHL,3,total_houses
646,PH041030000,9685,PHL,3,total_houses
647,PH041032000,8479,PHL,3,total_houses
648,PH041033000,4054,PHL,3,total_houses
649,PH041034000,10034,PHL,3,total_houses
650,PH042101000,11762,PHL,3,total_houses
651,PH042102000,8761,PHL,3,total_houses
652,PH042103000,144707,PHL,3,total_houses
653,PH042104000,23448,PHL,3,total_houses
654,PH042105000,23828,PHL,3,total_houses
655,PH042106000,145166,PHL,3,total_houses
656,PH042108000,76687,PHL,3,total_houses
657,PH042123000,33914,PHL,3,total_houses
658,PH042107000,4365,PHL,3,total_houses
659,PH042109000,95234,PHL,3,total_houses
660,PH042110000,14797,PHL,3,total_houses
661,PH042111000,19510,PHL,3,total_houses
662,PH042112000,4766,PHL,3,total_houses
663,PH042113000,8201,PHL,3,total_houses
664,PH042114000,7016,PHL,3,total_houses
665,PH042115000,25703,PHL,3,total_houses
666,PH042116000,11088,PHL,3,total_houses
667,PH042117000,27856,PHL,3,total_houses
668,PH042118000,56961,PHL,3,total_houses
669,PH042119000,15969,PHL,3,total_houses
670,PH042120000,53692,PHL,3,total_houses
671,PH042121000,5645,PHL,3,total_houses
672,PH042122000,32795,PHL,3,total_houses
673,PH043401000,11025,PHL,3,total_houses
674,PH043402000,14987,PHL,3,total_houses
675,PH043404000,78730,PHL,3,total_houses
676,PH043406000,17591,PHL,3,total_houses
677,PH043407000,5355,PHL,3,total_houses
678,PH043403000,82168,PHL,3,total_houses
679,PH043405000,113431,PHL,3,total_houses
680,PH043425000,71496,PHL,3,total_houses
681,PH043428000,94323,PHL,3,total_houses
682,PH043408000,3611,PHL,3,total_houses
683,PH043409000,5109,PHL,3,total_houses
684,PH043410000,8990,PHL,3,total_houses
685,PH043411000,27722,PHL,3,total_houses
686,PH043412000,4635,PHL,3,total_houses
687,PH043413000,6933,PHL,3,total_houses
688,PH043414000,4490,PHL,3,total_houses
689,PH043415000,5754,PHL,3,total_houses
690,PH043416000,6464,PHL,3,total_houses
691,PH043417000,15212,PHL,3,total_houses
692,PH043418000,5425,PHL,3,total_houses
693,PH043419000,9581,PHL,3,total_houses
694,PH043420000,4571,PHL,3,total_houses
695,PH043421000,5393,PHL,3,total_houses
696,PH043422000,11326,PHL,3,total_houses
697,PH043423000,4061,PHL,3,total_houses
698,PH043424000,60788,PHL,3,total_houses
699,PH043426000,27061,PHL,3,total_houses
700,PH043427000,6983,PHL,3,total_houses
701,PH043429000,8315,PHL,3,total_houses
702,PH043430000,10362,PHL,3,total_houses
703,PH045601000,3156,PHL,3,total_houses
704,PH045602000,3539,PHL,3,total_houses
705,PH045603000,14422,PHL,3,total_houses
706,PH045605000,6754,PHL,3,total_houses
707,PH045606000,5634,PHL,3,total_houses
708,PH045607000,16451,PHL,3,total_houses
709,PH045608000,26841,PHL,3,total_houses
710,PH045610000,15231,PHL,3,total_houses
711,PH045647000,23198,PHL,3,total_houses
712,PH045615000,6463,PHL,3,total_houses
713,PH045616000,5666,PHL,3,total_houses
714,PH045617000,6357,PHL,3,total_houses
715,PH045618000,10189,PHL,3,total_houses
716,PH045619000,17334,PHL,3,total_houses
717,PH045620000,16209,PHL,3,total_houses
718,PH045621000,1522,PHL,3,total_houses
719,PH045622000,20674,PHL,3,total_houses
720,PH045623000,11342,PHL,3,total_houses
721,PH045624000,57743,PHL,3,total_houses
722,PH045625000,5921,PHL,3,total_houses
723,PH045627000,14682,PHL,3,total_houses
724,PH045628000,11589,PHL,3,total_houses
725,PH045629000,5166,PHL,3,total_houses
726,PH045630000,17130,PHL,3,total_houses
727,PH045631000,2890,PHL,3,total_houses
728,PH045632000,3279,PHL,3,total_houses
729,PH045633000,2758,PHL,3,total_houses
730,PH045634000,5046,PHL,3,total_houses
731,PH045635000,2249,PHL,3,total_houses
732,PH045636000,6915,PHL,3,total_houses
733,PH045637000,3654,PHL,3,total_houses
734,PH045638000,7955,PHL,3,total_houses
735,PH045639000,2988,PHL,3,total_houses
736,PH045640000,8643,PHL,3,total_houses
737,PH045641000,7290,PHL,3,total_houses
738,PH045642000,13871,PHL,3,total_houses
739,PH045644000,10638,PHL,3,total_houses
740,PH045645000,34174,PHL,3,total_houses
741,PH045646000,11627,PHL,3,total_houses
742,PH045648000,22287,PHL,3,total_houses
743,PH045649000,6172,PHL,3,total_houses
744,PH045801000,24914,PHL,3,total_houses
745,PH045803000,16186,PHL,3,total_houses
746,PH045804000,66734,PHL,3,total_houses
747,PH045805000,69983,PHL,3,total_houses
748,PH045806000,11089,PHL,3,total_houses
749,PH045802000,169078,PHL,3,total_houses
750,PH045807000,6836,PHL,3,total_houses
751,PH045809000,13057,PHL,3,total_houses
752,PH045810000,13854,PHL,3,total_houses
753,PH045808000,81333,PHL,3,total_houses
754,PH045811000,55563,PHL,3,total_houses
755,PH045812000,25463,PHL,3,total_houses
756,PH045813000,72439,PHL,3,total_houses
757,PH045814000,13411,PHL,3,total_houses
758,PH174001000,12652,PHL,3,total_houses
759,PH174002000,5309,PHL,3,total_houses
760,PH174003000,7997,PHL,3,total_houses
761,PH174004000,8219,PHL,3,total_houses
762,PH174005000,13309,PHL,3,total_houses
763,PH174006000,6855,PHL,3,total_houses
764,PH175101000,7185,PHL,3,total_houses
765,PH175102000,6430,PHL,3,total_houses
766,PH175103000,2295,PHL,3,total_houses
767,PH175104000,4642,PHL,3,total_houses
768,PH175105000,7782,PHL,3,total_houses
769,PH175106000,9912,PHL,3,total_houses
770,PH175107000,3481,PHL,3,total_houses
771,PH175108000,8426,PHL,3,total_houses
772,PH175109000,18473,PHL,3,total_houses
773,PH175110000,32761,PHL,3,total_houses
774,PH175111000,8888,PHL,3,total_houses
775,PH175201000,8248,PHL,3,total_houses
776,PH175202000,9144,PHL,3,total_houses
777,PH175203000,16450,PHL,3,total_houses
778,PH175204000,8485,PHL,3,total_houses
779,PH175205000,30324,PHL,3,total_houses
780,PH175206000,10314,PHL,3,total_houses
781,PH175207000,11219,PHL,3,total_houses
782,PH175208000,23221,PHL,3,total_houses
783,PH175209000,19281,PHL,3,total_houses
784,PH175210000,8169,PHL,3,total_houses
785,PH175211000,8292,PHL,3,total_houses
786,PH175212000,11628,PHL,3,total_houses
787,PH175213000,4039,PHL,3,total_houses
788,PH175214000,9054,PHL,3,total_houses
789,PH175215000,11120,PHL,3,total_houses
790,PH175301000,8267,PHL,3,total_houses
791,PH175302000,3044,PHL,3,total_houses
792,PH175303000,3206,PHL,3,total_houses
793,PH175304000,8411,PHL,3,total_houses
794,PH175305000,17923,PHL,3,total_houses
795,PH175306000,15383,PHL,3,total_houses
796,PH175307000,5032,PHL,3,total_houses
797,PH175308000,1100,PHL,3,total_houses
798,PH175309000,11463,PHL,3,total_houses
799,PH175322000,4640,PHL,3,total_houses
800,PH175310000,5015,PHL,3,total_houses
801,PH175311000,5757,PHL,3,total_houses
802,PH175312000,9465,PHL,3,total_houses
803,PH175321000,31,PHL,3,total_houses
804,PH175313000,3359,PHL,3,total_houses
805,PH175314000,2731,PHL,3,total_houses
806,PH175315000,16897,PHL,3,total_houses
807,PH175316000,61665,PHL,3,total_houses
808,PH175317000,13912,PHL,3,total_houses
809,PH175323000,12731,PHL,3,total_houses
810,PH175318000,15321,PHL,3,total_houses
811,PH175319000,6707,PHL,3,total_houses
812,PH175324000,7673,PHL,3,total_houses
813,PH175320000,15993,PHL,3,total_houses
814,PH175901000,3666,PHL,3,total_houses
815,PH175902000,1419,PHL,3,total_houses
816,PH175903000,4951,PHL,3,total_houses
817,PH175904000,2299,PHL,3,total_houses
818,PH175905000,1047,PHL,3,total_houses
819,PH175906000,2467,PHL,3,total_houses
820,PH175916000,1653,PHL,3,total_houses
821,PH175907000,5363,PHL,3,total_houses
822,PH175908000,3066,PHL,3,total_houses
823,PH175909000,11388,PHL,3,total_houses
824,PH175910000,8910,PHL,3,total_houses
825,PH175911000,5258,PHL,3,total_houses
826,PH175912000,3544,PHL,3,total_houses
827,PH175913000,4978,PHL,3,total_houses
828,PH175914000,2391,PHL,3,total_houses
829,PH175915000,3691,PHL,3,total_houses
830,PH175917000,1880,PHL,3,total_houses
831,PH099701000,20127,PHL,3,total_houses
832,PH097226000,5552,PHL,3,total_houses
833,PH097224000,5172,PHL,3,total_houses
834,PH097201000,17953,PHL,3,total_houses
835,PH097202000,29503,PHL,3,total_houses
836,PH097225000,3791,PHL,3,total_houses
837,PH097223000,7562,PHL,3,total_houses
838,PH097222000,6103,PHL,3,total_houses
839,PH097227000,4821,PHL,3,total_houses
840,PH097203000,9718,PHL,3,total_houses
841,PH097204000,1868,PHL,3,total_houses
842,PH097205000,9050,PHL,3,total_houses
843,PH097206000,9344,PHL,3,total_houses
844,PH097207000,7771,PHL,3,total_houses
845,PH097208000,2683,PHL,3,total_houses
846,PH097209000,4609,PHL,3,total_houses
847,PH097210000,9109,PHL,3,total_houses
848,PH097211000,8319,PHL,3,total_houses
849,PH097212000,3501,PHL,3,total_houses
850,PH097213000,7225,PHL,3,total_houses
851,PH097214000,6513,PHL,3,total_houses
852,PH097215000,7253,PHL,3,total_houses
853,PH097216000,7222,PHL,3,total_houses
854,PH097217000,4308,PHL,3,total_houses
855,PH097218000,22155,PHL,3,total_houses
856,PH097219000,10608,PHL,3,total_houses
857,PH097220000,5854,PHL,3,total_houses
858,PH097221000,5654,PHL,3,total_houses
859,PH097302000,10980,PHL,3,total_houses
860,PH097303000,6908,PHL,3,total_houses
861,PH097305000,6501,PHL,3,total_houses
862,PH097306000,7679,PHL,3,total_houses
863,PH097307000,7064,PHL,3,total_houses
864,PH097308000,9817,PHL,3,total_houses
865,PH097343000,4302,PHL,3,total_houses
866,PH097337000,2499,PHL,3,total_houses
867,PH097311000,5923,PHL,3,total_houses
868,PH097312000,8428,PHL,3,total_houses
869,PH097333000,4094,PHL,3,total_houses
870,PH097313000,5215,PHL,3,total_houses
871,PH097315000,9718,PHL,3,total_houses
872,PH097317000,8794,PHL,3,total_houses
873,PH097318000,6774,PHL,3,total_houses
874,PH097319000,11401,PHL,3,total_houses
875,PH097322000,40665,PHL,3,total_houses
876,PH097338000,5853,PHL,3,total_houses
877,PH097323000,5968,PHL,3,total_houses
878,PH097324000,4205,PHL,3,total_houses
879,PH097325000,5792,PHL,3,total_houses
880,PH097340000,4144,PHL,3,total_houses
881,PH097327000,5613,PHL,3,total_houses
882,PH097328000,7686,PHL,3,total_houses
883,PH097344000,4591,PHL,3,total_houses
884,PH097330000,8465,PHL,3,total_houses
885,PH097341000,4898,PHL,3,total_houses
886,PH097332000,185621,PHL,3,total_houses
887,PH098301000,7630,PHL,3,total_houses
888,PH098302000,8116,PHL,3,total_houses
889,PH098303000,7605,PHL,3,total_houses
890,PH098304000,6507,PHL,3,total_houses
891,PH098305000,17616,PHL,3,total_houses
892,PH098306000,9473,PHL,3,total_houses
893,PH098307000,6783,PHL,3,total_houses
894,PH098308000,7962,PHL,3,total_houses
895,PH098309000,8433,PHL,3,total_houses
896,PH098310000,6523,PHL,3,total_houses
897,PH098311000,6921,PHL,3,total_houses
898,PH098312000,10443,PHL,3,total_houses
899,PH098313000,9128,PHL,3,total_houses
900,PH098314000,5101,PHL,3,total_houses
901,PH098315000,11087,PHL,3,total_houses
902,PH098316000,9418,PHL,3,total_houses
903,PH050501000,14348,PHL,3,total_houses
904,PH050502000,14763,PHL,3,total_houses
905,PH050508000,22491,PHL,3,total_houses
906,PH050517000,27533,PHL,3,total_houses
907,PH050503000,27551,PHL,3,total_houses
908,PH050504000,17882,PHL,3,total_houses
909,PH050505000,3811,PHL,3,total_houses
910,PH050506000,41437,PHL,3,total_houses
911,PH050507000,15461,PHL,3,total_houses
912,PH050509000,8059,PHL,3,total_houses
913,PH050510000,9748,PHL,3,total_houses
914,PH050511000,5056,PHL,3,total_houses
915,PH050512000,14036,PHL,3,total_houses
916,PH050513000,9452,PHL,3,total_houses
917,PH050514000,18188,PHL,3,total_houses
918,PH050515000,7395,PHL,3,total_houses
919,PH050516000,7415,PHL,3,total_houses
920,PH050518000,10975,PHL,3,total_houses
921,PH051601000,9078,PHL,3,total_houses
922,PH051602000,7091,PHL,3,total_houses
923,PH051603000,22803,PHL,3,total_houses
924,PH051605000,13381,PHL,3,total_houses
925,PH051606000,22201,PHL,3,total_houses
926,PH051607000,10866,PHL,3,total_houses
927,PH051608000,13096,PHL,3,total_houses
928,PH051604000,3154,PHL,3,total_houses
929,PH051609000,2394,PHL,3,total_houses
930,PH051610000,9182,PHL,3,total_houses
931,PH051611000,5801,PHL,3,total_houses
932,PH051612000,9632,PHL,3,total_houses
933,PH051701000,11390,PHL,3,total_houses
934,PH051702000,5801,PHL,3,total_houses
935,PH051703000,9720,PHL,3,total_houses
936,PH051704000,3441,PHL,3,total_houses
937,PH051705000,16266,PHL,3,total_houses
938,PH051706000,13482,PHL,3,total_houses
939,PH051707000,3897,PHL,3,total_houses
940,PH051708000,17035,PHL,3,total_houses
941,PH051709000,4737,PHL,3,total_houses
942,PH051710000,6968,PHL,3,total_houses
943,PH051711000,9878,PHL,3,total_houses
944,PH051712000,5243,PHL,3,total_houses
945,PH051713000,2206,PHL,3,total_houses
946,PH051714000,5094,PHL,3,total_houses
947,PH051715000,12791,PHL,3,total_houses
948,PH051716000,21717,PHL,3,total_houses
949,PH051717000,11176,PHL,3,total_houses
950,PH051718000,23343,PHL,3,total_houses
951,PH051719000,6996,PHL,3,total_houses
952,PH051720000,5317,PHL,3,total_houses
953,PH051721000,6154,PHL,3,total_houses
954,PH051722000,10263,PHL,3,total_houses
955,PH051723000,16509,PHL,3,total_houses
956,PH051724000,41280,PHL,3,total_houses
957,PH051725000,9267,PHL,3,total_houses
958,PH051726000,7567,PHL,3,total_houses
959,PH051727000,9838,PHL,3,total_houses
960,PH051728000,18062,PHL,3,total_houses
961,PH051729000,4038,PHL,3,total_houses
962,PH051730000,12453,PHL,3,total_houses
963,PH051731000,6947,PHL,3,total_houses
964,PH051732000,7214,PHL,3,total_houses
965,PH051733000,8597,PHL,3,total_houses
966,PH051734000,13472,PHL,3,total_houses
967,PH051735000,3762,PHL,3,total_houses
968,PH051736000,11444,PHL,3,total_houses
969,PH051737000,13277,PHL,3,total_houses
970,PH052001000,2408,PHL,3,total_houses
971,PH052002000,2798,PHL,3,total_houses
972,PH052003000,4517,PHL,3,total_houses
973,PH052004000,5865,PHL,3,total_houses
974,PH052005000,1744,PHL,3,total_houses
975,PH052006000,4192,PHL,3,total_houses
976,PH052007000,2007,PHL,3,total_houses
977,PH052008000,7646,PHL,3,total_houses
978,PH052009000,3029,PHL,3,total_houses
979,PH052010000,4318,PHL,3,total_houses
980,PH052011000,14958,PHL,3,total_houses
981,PH054101000,17039,PHL,3,total_houses
982,PH054102000,5341,PHL,3,total_houses
983,PH054103000,7843,PHL,3,total_houses
984,PH054104000,3587,PHL,3,total_houses
985,PH054105000,10764,PHL,3,total_houses
986,PH054106000,15039,PHL,3,total_houses
987,PH054111000,19083,PHL,3,total_houses
988,PH054107000,9159,PHL,3,total_houses
989,PH054108000,5386,PHL,3,total_houses
990,PH054109000,4062,PHL,3,total_houses
991,PH054110000,8724,PHL,3,total_houses
992,PH054112000,11439,PHL,3,total_houses
993,PH054113000,7721,PHL,3,total_houses
994,PH054114000,5256,PHL,3,total_houses
995,PH054115000,5843,PHL,3,total_houses
996,PH054116000,5269,PHL,3,total_houses
997,PH054117000,11934,PHL,3,total_houses
998,PH054118000,5397,PHL,3,total_houses
999,PH054119000,7060,PHL,3,total_houses
1000,PH054120000,9819,PHL,3,total_houses
1001,PH054121000,11534,PHL,3,total_houses
1002,PH056202000,4788,PHL,3,total_houses
1003,PH056203000,20598,PHL,3,total_houses
1004,PH056204000,5285,PHL,3,total_houses
1005,PH056205000,7088,PHL,3,total_houses
1006,PH056206000,12266,PHL,3,total_houses
1007,PH056216000,35207,PHL,3,total_houses
1008,PH056207000,10252,PHL,3,total_houses
1009,PH056208000,13454,PHL,3,total_houses
1010,PH056209000,11395,PHL,3,total_houses
1011,PH056210000,6636,PHL,3,total_houses
1012,PH056211000,7470,PHL,3,total_houses
1013,PH056212000,8347,PHL,3,total_houses
1014,PH056213000,14960,PHL,3,total_houses
1015,PH056214000,4773,PHL,3,total_houses
1016,PH056215000,3587,PHL,3,total_houses
1017,PH060401000,5950,PHL,3,total_houses
1018,PH060402000,6974,PHL,3,total_houses
1019,PH060403000,9243,PHL,3,total_houses
1020,PH060404000,7929,PHL,3,total_houses
1021,PH060405000,4219,PHL,3,total_houses
1022,PH060406000,10931,PHL,3,total_houses
1023,PH060407000,17784,PHL,3,total_houses
1024,PH060408000,3491,PHL,3,total_houses
1025,PH060409000,6556,PHL,3,total_houses
1026,PH060410000,4239,PHL,3,total_houses
1027,PH060411000,6538,PHL,3,total_houses
1028,PH060412000,12618,PHL,3,total_houses
1029,PH060413000,5411,PHL,3,total_houses
1030,PH060414000,7829,PHL,3,total_houses
1031,PH060415000,10820,PHL,3,total_houses
1032,PH060416000,7332,PHL,3,total_houses
1033,PH060417000,4920,PHL,3,total_houses
1034,PH060601000,4611,PHL,3,total_houses
1035,PH060602000,5439,PHL,3,total_houses
1036,PH060603000,3051,PHL,3,total_houses
1037,PH060604000,7341,PHL,3,total_houses
1038,PH060605000,7978,PHL,3,total_houses
1039,PH060606000,9472,PHL,3,total_houses
1040,PH060608000,10501,PHL,3,total_houses
1041,PH060609000,5944,PHL,3,total_houses
1042,PH060610000,3633,PHL,3,total_houses
1043,PH060611000,7760,PHL,3,total_houses
1044,PH060612000,8540,PHL,3,total_houses
1045,PH060613000,13488,PHL,3,total_houses
1046,PH060614000,6579,PHL,3,total_houses
1047,PH060615000,3983,PHL,3,total_houses
1048,PH060616000,13186,PHL,3,total_houses
1049,PH060617000,6233,PHL,3,total_houses
1050,PH060607000,6863,PHL,3,total_houses
1051,PH060618000,4151,PHL,3,total_houses
1052,PH061901000,6428,PHL,3,total_houses
1053,PH061902000,7720,PHL,3,total_houses
1054,PH061903000,7028,PHL,3,total_houses
1055,PH061904000,10988,PHL,3,total_houses
1056,PH061905000,6622,PHL,3,total_houses
1057,PH061906000,8540,PHL,3,total_houses
1058,PH061907000,9245,PHL,3,total_houses
1059,PH061908000,9661,PHL,3,total_houses
1060,PH061909000,10938,PHL,3,total_houses
1061,PH061910000,9558,PHL,3,total_houses
1062,PH061911000,10678,PHL,3,total_houses
1063,PH061912000,11150,PHL,3,total_houses
1064,PH061913000,6883,PHL,3,total_houses
1065,PH061914000,37291,PHL,3,total_houses
1066,PH061915000,6106,PHL,3,total_houses
1067,PH061916000,7373,PHL,3,total_houses
1068,PH061917000,12094,PHL,3,total_houses
1069,PH067901000,12077,PHL,3,total_houses
1070,PH067902000,8304,PHL,3,total_houses
1071,PH067903000,9157,PHL,3,total_houses
1072,PH067904000,5991,PHL,3,total_houses
1073,PH067905000,4968,PHL,3,total_houses
1074,PH063001000,12162,PHL,3,total_houses
1075,PH063002000,8057,PHL,3,total_houses
1076,PH063003000,6509,PHL,3,total_houses
1077,PH063004000,5878,PHL,3,total_houses
1078,PH063005000,8083,PHL,3,total_houses
1079,PH063006000,7664,PHL,3,total_houses
1080,PH063007000,11935,PHL,3,total_houses
1081,PH063008000,11076,PHL,3,total_houses
1082,PH063009000,5143,PHL,3,total_houses
1083,PH063010000,3429,PHL,3,total_houses
1084,PH063012000,12689,PHL,3,total_houses
1085,PH063013000,13069,PHL,3,total_houses
1086,PH063014000,15249,PHL,3,total_houses
1087,PH063035000,19027,PHL,3,total_houses
1088,PH063015000,10044,PHL,3,total_houses
1089,PH063016000,10365,PHL,3,total_houses
1090,PH063017000,7812,PHL,3,total_houses
1091,PH063018000,15640,PHL,3,total_houses
1092,PH063019000,11102,PHL,3,total_houses
1093,PH063020000,7446,PHL,3,total_houses
1094,PH063021000,7009,PHL,3,total_houses
1095,PH063022000,91487,PHL,3,total_houses
1096,PH063023000,13792,PHL,3,total_houses
1097,PH063025000,15692,PHL,3,total_houses
1098,PH063026000,7018,PHL,3,total_houses
1099,PH063027000,7773,PHL,3,total_houses
1100,PH063028000,10739,PHL,3,total_houses
1101,PH063029000,7357,PHL,3,total_houses
1102,PH063030000,14039,PHL,3,total_houses
1103,PH063031000,4981,PHL,3,total_houses
1104,PH063032000,5001,PHL,3,total_houses
1105,PH063034000,20203,PHL,3,total_houses
1106,PH063036000,12703,PHL,3,total_houses
1107,PH063037000,15941,PHL,3,total_houses
1108,PH063038000,8961,PHL,3,total_houses
1109,PH063039000,7618,PHL,3,total_houses
1110,PH063040000,11079,PHL,3,total_houses
1111,PH063041000,6028,PHL,3,total_houses
1112,PH063042000,3826,PHL,3,total_houses
1113,PH063043000,13518,PHL,3,total_houses
1114,PH063044000,13122,PHL,3,total_houses
1115,PH063045000,13304,PHL,3,total_houses
1116,PH063046000,4840,PHL,3,total_houses
1117,PH063047000,5848,PHL,3,total_houses
1118,PH071201000,2395,PHL,3,total_houses
1119,PH071202000,5095,PHL,3,total_houses
1120,PH071203000,3755,PHL,3,total_houses
1121,PH071204000,3478,PHL,3,total_houses
1122,PH071205000,4358,PHL,3,total_houses
1123,PH071206000,4080,PHL,3,total_houses
1124,PH071207000,2848,PHL,3,total_houses
1125,PH071248000,5604,PHL,3,total_houses
1126,PH071208000,3758,PHL,3,total_houses
1127,PH071209000,5868,PHL,3,total_houses
1128,PH071210000,7396,PHL,3,total_houses
1129,PH071211000,6762,PHL,3,total_houses
1130,PH071212000,10264,PHL,3,total_houses
1131,PH071213000,5117,PHL,3,total_houses
1132,PH071214000,4600,PHL,3,total_houses
1133,PH071215000,1900,PHL,3,total_houses
1134,PH071216000,3611,PHL,3,total_houses
1135,PH071217000,4170,PHL,3,total_houses
1136,PH071218000,3892,PHL,3,total_houses
1137,PH071219000,9806,PHL,3,total_houses
1138,PH071220000,3219,PHL,3,total_houses
1139,PH071221000,4000,PHL,3,total_houses
1140,PH071222000,4967,PHL,3,total_houses
1141,PH071226000,6423,PHL,3,total_houses
1142,PH071223000,7218,PHL,3,total_houses
1143,PH071224000,9786,PHL,3,total_houses
1144,PH071225000,7485,PHL,3,total_houses
1145,PH071227000,2082,PHL,3,total_houses
1146,PH071228000,3562,PHL,3,total_houses
1147,PH071229000,3475,PHL,3,total_houses
1148,PH071230000,9924,PHL,3,total_houses
1149,PH071231000,6240,PHL,3,total_houses
1150,PH071232000,4723,PHL,3,total_houses
1151,PH071233000,7006,PHL,3,total_houses
1152,PH071234000,5961,PHL,3,total_houses
1153,PH071235000,5145,PHL,3,total_houses
1154,PH071236000,5149,PHL,3,total_houses
1155,PH071237000,2194,PHL,3,total_houses
1156,PH071238000,5393,PHL,3,total_houses
1157,PH071239000,2238,PHL,3,total_houses
1158,PH071240000,5408,PHL,3,total_houses
1159,PH071241000,1515,PHL,3,total_houses
1160,PH071242000,21423,PHL,3,total_houses
1161,PH071243000,14272,PHL,3,total_houses
1162,PH071244000,6849,PHL,3,total_houses
1163,PH071245000,10265,PHL,3,total_houses
1164,PH071246000,16509,PHL,3,total_houses
1165,PH071247000,5580,PHL,3,total_houses
1166,PH072201000,3416,PHL,3,total_houses
1167,PH072202000,3383,PHL,3,total_houses
1168,PH072203000,4969,PHL,3,total_houses
1169,PH072204000,6886,PHL,3,total_houses
1170,PH072205000,16504,PHL,3,total_houses
1171,PH072206000,10211,PHL,3,total_houses
1172,PH072207000,8200,PHL,3,total_houses
1173,PH072208000,19575,PHL,3,total_houses
1174,PH072209000,18354,PHL,3,total_houses
1175,PH072210000,15679,PHL,3,total_houses
1176,PH072212000,3353,PHL,3,total_houses
1177,PH072213000,8301,PHL,3,total_houses
1178,PH072215000,11207,PHL,3,total_houses
1179,PH072216000,6932,PHL,3,total_houses
1180,PH072217000,204409,PHL,3,total_houses
1181,PH072211000,19217,PHL,3,total_houses
1182,PH072214000,26585,PHL,3,total_houses
1183,PH072234000,26011,PHL,3,total_houses
1184,PH072250000,49871,PHL,3,total_houses
1185,PH072218000,10689,PHL,3,total_houses
1186,PH072219000,30102,PHL,3,total_houses
1187,PH072220000,13167,PHL,3,total_houses
1188,PH072221000,19732,PHL,3,total_houses
1189,PH072222000,14266,PHL,3,total_houses
1190,PH072223000,31111,PHL,3,total_houses
1191,PH072224000,10912,PHL,3,total_houses
1192,PH072225000,3366,PHL,3,total_houses
1193,PH072226000,98907,PHL,3,total_houses
1194,PH072227000,27722,PHL,3,total_houses
1195,PH072228000,8063,PHL,3,total_houses
1196,PH072229000,3747,PHL,3,total_houses
1197,PH072230000,92557,PHL,3,total_houses
1198,PH072231000,12669,PHL,3,total_houses
1199,PH072232000,30127,PHL,3,total_houses
1200,PH072233000,7226,PHL,3,total_houses
1201,PH072235000,5978,PHL,3,total_houses
1202,PH072236000,2987,PHL,3,total_houses
1203,PH072237000,13824,PHL,3,total_houses
1204,PH072238000,6092,PHL,3,total_houses
1205,PH072239000,4811,PHL,3,total_houses
1206,PH072240000,4494,PHL,3,total_houses
1207,PH072241000,14223,PHL,3,total_houses
1208,PH072242000,12212,PHL,3,total_houses
1209,PH072243000,14397,PHL,3,total_houses
1210,PH072244000,6719,PHL,3,total_houses
1211,PH072245000,4250,PHL,3,total_houses
1212,PH072246000,11185,PHL,3,total_houses
1213,PH072247000,8416,PHL,3,total_houses
1214,PH072248000,9530,PHL,3,total_houses
1215,PH072249000,6355,PHL,3,total_houses
1216,PH072251000,37882,PHL,3,total_houses
1217,PH072252000,14974,PHL,3,total_houses
1218,PH072253000,2757,PHL,3,total_houses
1219,PH076101000,1469,PHL,3,total_houses
1220,PH076102000,3078,PHL,3,total_houses
1221,PH076103000,5001,PHL,3,total_houses
1222,PH076104000,3152,PHL,3,total_houses
1223,PH076105000,3572,PHL,3,total_houses
1224,PH076106000,6362,PHL,3,total_houses
1225,PH087801000,4036,PHL,3,total_houses
1226,PH087802000,3825,PHL,3,total_houses
1227,PH087803000,4715,PHL,3,total_houses
1228,PH087804000,4767,PHL,3,total_houses
1229,PH087805000,2716,PHL,3,total_houses
1230,PH087806000,4607,PHL,3,total_houses
1231,PH087807000,1661,PHL,3,total_houses
1232,PH087808000,11778,PHL,3,total_houses
1233,PH082601000,3494,PHL,3,total_houses
1234,PH082602000,3276,PHL,3,total_houses
1235,PH082603000,2374,PHL,3,total_houses
1236,PH082605000,4497,PHL,3,total_houses
1237,PH082604000,15052,PHL,3,total_houses
1238,PH082606000,9416,PHL,3,total_houses
1239,PH082607000,2965,PHL,3,total_houses
1240,PH082608000,3209,PHL,3,total_houses
1241,PH082609000,12394,PHL,3,total_houses
1242,PH082610000,2052,PHL,3,total_houses
1243,PH082611000,1721,PHL,3,total_houses
1244,PH082612000,3007,PHL,3,total_houses
1245,PH082613000,4698,PHL,3,total_houses
1246,PH082614000,1062,PHL,3,total_houses
1247,PH082615000,3224,PHL,3,total_houses
1248,PH082616000,1527,PHL,3,total_houses
1249,PH082617000,8455,PHL,3,total_houses
1250,PH082618000,3377,PHL,3,total_houses
1251,PH082619000,5201,PHL,3,total_houses
