,station_id,station,latitude,longitude,rl2y,rl5y,rl20y,rl10y,filename
0,A10,R.Mayanja,0.6758300065994263,32.16967010498047,86.3653335571289,115.61201477050781,153.5501251220703,140.90408833821616,glofas2.1_pointextract_discharge_for_A10_R.Mayanja_FATHUM_20200515_19990101_20200430.nc
1,A11,R.Semliki,0.949999988079071,30.183330535888672,4057.296630859375,4445.66259765625,4949.44189453125,4781.515462239583,glofas2.1_pointextract_discharge_for_A11_R.Semliki_FATHUM_20200515_19990101_20200430.nc
2,A12,R.Nkusi,1.1300599575042725,30.98564910888672,49.08603286743164,59.466949462890625,72.9328384399414,68.44420878092448,glofas2.1_pointextract_discharge_for_A12_R.Nkusi_FATHUM_20200515_19990101_20200430.nc
3,A13,R.PageratKitgum,3.25,33.883331298828125,145.8228759765625,244.4228057861328,372.3243408203125,329.69049580891925,glofas2.1_pointextract_discharge_for_A13_R.PageratKitgum_FATHUM_20200515_19990101_20200430.nc
4,A14,Na,,,5003.41162109375,6440.07958984375,8303.6923828125,7682.488118489583,glofas2.1_pointextract_discharge_for_A14_Na_FATHUM_20200515_19990101_20200430.nc
5,A15,Na,,,4861.3349609375,6219.04931640625,7980.24462890625,7393.179524739583,glofas2.1_pointextract_discharge_for_A15_Na_FATHUM_20200515_19990101_20200430.nc
6,A16,Na,,,168.1972198486328,251.54208374023438,359.6551208496094,323.617441813151,glofas2.1_pointextract_discharge_for_A16_Na_FATHUM_20200515_19990101_20200430.nc
7,A17,AkokoroatUgandaGauge,1.7999999523162842,33.900001525878906,66.7905044555664,125.19747924804688,200.96165466308594,175.70692952473956,glofas2.1_pointextract_discharge_for_A17_AkokoroatUgandaGauge_FATHUM_20200515_19990101_20200430.nc
8,A18,Magoro-Ngariam,1.600000023841858,34.099998474121094,504.3544006347656,644.5651245117188,826.4431762695312,765.8171590169271,glofas2.1_pointextract_discharge_for_A18_Magoro-Ngariam_FATHUM_20200515_19990101_20200430.nc
9,A19,Na,,,9214.1044921875,11548.279296875,14576.1162109375,13566.837239583334,glofas2.1_pointextract_discharge_for_A19_Na_FATHUM_20200515_19990101_20200430.nc
10,A1,R.ManafwaatButalejaAF1,0.9369440078735352,34.157779693603516,656.6055297851562,837.1742553710938,1071.40380859375,993.3272908528645,glofas2.1_pointextract_discharge_for_A1_R.ManafwaatButalejaAF1_FATHUM_20200515_19990101_20200430.nc
11,A20,Kapelebyong,2.200000047683716,33.900001525878906,92.42439270019531,160.97320556640625,249.89312744140625,220.2531534830729,glofas2.1_pointextract_discharge_for_A20_Kapelebyong_FATHUM_20200515_19990101_20200430.nc
12,A21,R.ManafwaatButalejaAFposcorr,0.9369440078735352,34.157779693603516,1278.01123046875,1652.0650634765625,2137.279052734375,1975.541056315104,glofas2.1_pointextract_discharge_for_A21_R.ManafwaatButalejaAFposcorr_FATHUM_20200515_19990101_20200430.nc
13,A22,R.SioAFposcorr,0.23999999463558197,34.0,64.30937194824219,115.89122009277344,182.80198669433594,160.49839782714844,glofas2.1_pointextract_discharge_for_A22_R.SioAFposcorr_FATHUM_20200515_19990101_20200430.nc
14,A23,R.MitanoAFposcorr,-0.6833299994468689,29.799999237060547,666.4066772460938,1066.567138671875,1585.6461181640625,1412.6197916666665,glofas2.1_pointextract_discharge_for_A23_R.MitanoAFposcorr_FATHUM_20200515_19990101_20200430.nc
15,A24,R.NkusiAFposcorr,1.1300599575042725,30.98564910888672,74.8651123046875,90.7808837890625,111.42644500732422,104.54459126790364,glofas2.1_pointextract_discharge_for_A24_R.NkusiAFposcorr_FATHUM_20200515_19990101_20200430.nc
16,A25,R.MuziziAFposcorr,0.08462999761104584,30.730039596557617,27.51901626586914,37.00973892211914,49.320884704589844,45.217169443766274,glofas2.1_pointextract_discharge_for_A25_R.MuziziAFposcorr_FATHUM_20200515_19990101_20200430.nc
17,A26,R.PageratKitgumAFposcorr,3.25,33.883331298828125,224.0419158935547,353.5096130371094,521.4521484375,465.47130330403644,glofas2.1_pointextract_discharge_for_A26_R.PageratKitgumAFposcorr_FATHUM_20200515_19990101_20200430.nc
18,A27,AkokoroatUgandaGaugeAFposcorr,1.7999999523162842,33.900001525878906,29.51025390625,57.947391510009766,94.83538818359375,82.53938929239908,glofas2.1_pointextract_discharge_for_A27_AkokoroatUgandaGaugeAFposcorr_FATHUM_20200515_19990101_20200430.nc
19,A28,R.KapiiriAFposcorr,1.6670000553131104,33.737091064453125,66.7905044555664,125.19747924804688,200.96165466308594,175.70692952473956,glofas2.1_pointextract_discharge_for_A28_R.KapiiriAFposcorr_FATHUM_20200515_19990101_20200430.nc
20,A2,R.Sio,0.23999999463558197,34.0,1612.5682373046875,1951.601318359375,2391.38720703125,2244.7919108072915,glofas2.1_pointextract_discharge_for_A2_R.Sio_FATHUM_20200515_19990101_20200430.nc
21,A3,R.MpologomaatBudumba,0.8269439935684204,33.790279388427734,717.4564208984375,931.2064819335938,1208.4781494140625,1116.0542602539062,glofas2.1_pointextract_discharge_for_A3_R.MpologomaatBudumba_FATHUM_20200515_19990101_20200430.nc
22,A4,R.KyogaNileatMasindiport,1.6947300434112549,32.09270095825195,4956.3291015625,6367.109375,8197.1416015625,7587.130859375,glofas2.1_pointextract_discharge_for_A4_R.KyogaNileatMasindiport_FATHUM_20200515_19990101_20200430.nc
23,A5,R.Kapiri,1.6670000553131104,33.737091064453125,401.169189453125,513.0970458984375,658.2872314453125,609.8905029296875,glofas2.1_pointextract_discharge_for_A5_R.Kapiri_FATHUM_20200515_19990101_20200430.nc
24,A6,R.RwiziatMbararawaterworks,-0.6166700124740601,30.649999618530273,86.80548858642578,116.76431274414062,155.62619018554688,142.67223103841147,glofas2.1_pointextract_discharge_for_A6_R.RwiziatMbararawaterworks_FATHUM_20200515_19990101_20200430.nc
