,station_id,station,latitude,longitude,rl2y,rl5y,rl20y,rl10y,filename
25,A7,R.Muzizi,0.08462999761104584,30.730039596557617,45.505863189697266,71.2012710571289,104.53275299072266,93.42225901285806,glofas2.1_pointextract_discharge_for_A7_R.Muzizi_FATHUM_20200515_19990101_20200430.nc
26,A8,R.Aswa2,2.950000047683716,32.58332824707031,188.34580993652344,326.7757263183594,506.3437805175781,446.4877624511719,glofas2.1_pointextract_discharge_for_A8_R.Aswa2_FATHUM_20200515_19990101_20200430.nc
27,A9,R.Mitano,-0.6833299994468689,29.799999237060547,796.5535278320312,1270.7103271484375,1885.7755126953125,1680.7537841796875,glofas2.1_pointextract_discharge_for_A9_R.Mitano_FATHUM_20200515_19990101_20200430.nc
28,F0001,Guelelinkoro,,,2360.687255859375,3095.466552734375,4048.60546875,3730.8924967447915,glofas2.1_pointextract_discharge_for_F0001_Guelelinkoro_FATHUM_20200515_19990101_20200430.nc
29,F0002,Banankoro,,,5593.90673828125,7295.4541015625,9502.662109375,8766.926106770834,glofas2.1_pointextract_discharge_for_F0002_Banankoro_FATHUM_20200515_19990101_20200430.nc
30,F0003,Bamako,,,7679.775390625,10072.5439453125,13176.388671875,12141.773763020832,glofas2.1_pointextract_discharge_for_F0003_Bamako_FATHUM_20200515_19990101_20200430.nc
31,F0004,Koulikoro,,,7756.05419921875,10141.6953125,13236.29296875,12204.760416666666,glofas2.1_pointextract_discharge_for_F0004_Koulikoro_FATHUM_20200515_19990101_20200430.nc
32,F0005,Mopti,,,8176.251953125,10627.26171875,13806.654296875,12746.856770833332,glofas2.1_pointextract_discharge_for_F0005_Mopti_FATHUM_20200515_19990101_20200430.nc
33,F0006,Dire,,,7678.59130859375,9935.072265625,12862.1279296875,11886.442708333334,glofas2.1_pointextract_discharge_for_F0006_Dire_FATHUM_20200515_19990101_20200430.nc
34,F0007,Gao,,,7393.27197265625,9530.837890625,12303.6376953125,11379.37109375,glofas2.1_pointextract_discharge_for_F0007_Gao_FATHUM_20200515_19990101_20200430.nc
35,F0008,Sofara,,,2081.907958984375,3098.185791015625,4416.4775390625,3977.046956380208,glofas2.1_pointextract_discharge_for_F0008_Sofara_FATHUM_20200515_19990101_20200430.nc
36,F0009,Douna,,,2329.9892578125,3432.732421875,4863.185546875,4386.367838541667,glofas2.1_pointextract_discharge_for_F0009_Douna_FATHUM_20200515_19990101_20200430.nc
37,F0010,Bougouni,,,771.031494140625,1103.7025146484375,1535.2354736328125,1391.391153971354,glofas2.1_pointextract_discharge_for_F0010_Bougouni_FATHUM_20200515_19990101_20200430.nc
38,F0011,Pankourou,,,1181.93798828125,1829.74365234375,2670.06201171875,2389.955891927083,glofas2.1_pointextract_discharge_for_F0011_Pankourou_FATHUM_20200515_19990101_20200430.nc
39,F0012,Kayes,,,2985.7373046875,4745.00390625,7027.0830078125,6266.389973958333,glofas2.1_pointextract_discharge_for_F0012_Kayes_FATHUM_20200515_19990101_20200430.nc
40,F0013,BafingMakana,,,1984.3846435546875,2718.964111328125,3671.843505859375,3354.217041015625,glofas2.1_pointextract_discharge_for_F0013_BafingMakana_FATHUM_20200515_19990101_20200430.nc
41,F0030,R.ManafaatButaleja,,,405.022216796875,500.7790222167969,624.9924926757812,583.5880025227865,glofas2.1_pointextract_discharge_for_F0030_R.ManafaatButaleja_FATHUM_20200515_19990101_20200430.nc
42,F0031,R.Sio,,,1612.5682373046875,1951.601318359375,2391.38720703125,2244.7919108072915,glofas2.1_pointextract_discharge_for_F0031_R.Sio_FATHUM_20200515_19990101_20200430.nc
43,F0032,R.MpologomaatBudumba,,,717.4564208984375,931.2064819335938,1208.4781494140625,1116.0542602539062,glofas2.1_pointextract_discharge_for_F0032_R.MpologomaatBudumba_FATHUM_20200515_19990101_20200430.nc
44,F0033,R.KyogaNileatMasindiport,,,4956.3291015625,6367.109375,8197.1416015625,7587.130859375,glofas2.1_pointextract_discharge_for_F0033_R.KyogaNileatMasindiport_FATHUM_20200515_19990101_20200430.nc
45,F0034,R.Kapiri,,,401.169189453125,513.0970458984375,658.2872314453125,609.8905029296875,glofas2.1_pointextract_discharge_for_F0034_R.Kapiri_FATHUM_20200515_19990101_20200430.nc
46,F0035,R.RwiziatMbararawaterworks,,,86.80548858642578,116.76431274414062,155.62619018554688,142.67223103841147,glofas2.1_pointextract_discharge_for_F0035_R.RwiziatMbararawaterworks_FATHUM_20200515_19990101_20200430.nc
47,F0036,R.Muzizi,,,45.505863189697266,71.2012710571289,104.53275299072266,93.42225901285806,glofas2.1_pointextract_discharge_for_F0036_R.Muzizi_FATHUM_20200515_19990101_20200430.nc
48,F0037,R.Aswa-2,,,188.34580993652344,326.7757263183594,506.3437805175781,446.4877624511719,glofas2.1_pointextract_discharge_for_F0037_R.Aswa-2_FATHUM_20200515_19990101_20200430.nc
49,F0038,R.Mitano,,,796.5535278320312,1270.7103271484375,1885.7755126953125,1680.7537841796875,glofas2.1_pointextract_discharge_for_F0038_R.Mitano_FATHUM_20200515_19990101_20200430.nc
50,F0039,R.Mayanja,,,86.3653335571289,115.61201477050781,153.5501251220703,140.90408833821616,glofas2.1_pointextract_discharge_for_F0039_R.Mayanja_FATHUM_20200515_19990101_20200430.nc
51,F0041,R.Nkusi,,,49.08603286743164,59.466949462890625,72.9328384399414,68.44420878092448,glofas2.1_pointextract_discharge_for_F0041_R.Nkusi_FATHUM_20200515_19990101_20200430.nc
52,F0042,R.PageratKitgum,,,145.8228759765625,244.4228057861328,372.3243408203125,329.69049580891925,glofas2.1_pointextract_discharge_for_F0042_R.PageratKitgum_FATHUM_20200515_19990101_20200430.nc
53,G1045,Tendaho,11.683300018310547,40.95000076293945,1369.3642578125,1774.294189453125,2299.56005859375,2124.471435546875,glofas2.1_pointextract_discharge_for_G1045_Tendaho_FATHUM_20200515_19990101_20200430.nc
54,G1053,Adaitu,11.133299827575684,40.78329849243164,1412.9696044921875,1802.7431640625,2308.348388671875,2139.8133138020835,glofas2.1_pointextract_discharge_for_G1053_Adaitu_FATHUM_20200515_19990101_20200430.nc
55,G1067,MelkaSedi,9.390000343322754,40.130001068115234,1330.382568359375,1565.81884765625,1871.221435546875,1769.4205729166667,glofas2.1_pointextract_discharge_for_G1067_MelkaSedi_FATHUM_20200515_19990101_20200430.nc
56,G1074,Metahara,8.850000381469727,39.849998474121094,656.7110595703125,803.1309814453125,993.0635986328125,929.7527262369791,glofas2.1_pointextract_discharge_for_G1074_Metahara_FATHUM_20200515_19990101_20200430.nc
57,G1603,Gambella,8.25,34.56999969482422,2129.934326171875,2718.602783203125,3482.20947265625,3227.6739095052085,glofas2.1_pointextract_discharge_for_G1603_Gambella_FATHUM_20200515_19990101_20200430.nc
58,G1901,OmoRiverDelta,4.814000129699707,36.04499816894531,5359.5166015625,5960.0615234375,6739.0751953125,6479.403971354167,glofas2.1_pointextract_discharge_for_G1901_OmoRiverDelta_FATHUM_20200515_19990101_20200430.nc
59,G1902,Na,4.723999977111816,42.07500076293945,430.7146301269531,567.6884155273438,745.3676147460938,686.1412150065104,glofas2.1_pointextract_discharge_for_G1902_Na_FATHUM_20200515_19990101_20200430.nc
60,G1904,Na,5.084000110626221,44.775001525878906,2989.608154296875,3504.77294921875,4173.03271484375,3950.2794596354165,glofas2.1_pointextract_discharge_for_G1904_Na_FATHUM_20200515_19990101_20200430.nc
61,G1905,Na,5.443999767303467,44.505001068115234,3006.280029296875,3526.245361328125,4200.732421875,3975.9034016927085,glofas2.1_pointextract_discharge_for_G1905_Na_FATHUM_20200515_19990101_20200430.nc
62,G1906,Na,5.624000072479248,44.14500045776367,3027.5126953125,3547.862060546875,4222.8466796875,3997.851806640625,glofas2.1_pointextract_discharge_for_G1906_Na_FATHUM_20200515_19990101_20200430.nc
63,G1907,Na,6.073999881744385,43.064998626708984,3102.725341796875,3601.234130859375,4247.88818359375,4032.3368326822915,glofas2.1_pointextract_discharge_for_G1907_Na_FATHUM_20200515_19990101_20200430.nc
64,G4951,Na,,,1265.7608642578125,1659.5050048828125,2170.2607421875,2000.008829752604,glofas2.1_pointextract_discharge_for_G4951_Na_FATHUM_20200515_19990101_20200430.nc
65,G4953,BahirDar,11.60099983215332,37.40999984741211,715.8826293945312,835.10986328125,989.7687377929688,938.2157796223959,glofas2.1_pointextract_discharge_for_G4953_BahirDar_FATHUM_20200515_19990101_20200430.nc
66,G4954,Na,,,273.4700927734375,507.6593322753906,811.4442138671875,710.1825866699219,glofas2.1_pointextract_discharge_for_G4954_Na_FATHUM_20200515_19990101_20200430.nc
67,G4957,Nr.BAHIRDAR,11.833000183105469,37.632999420166016,301.9430847167969,346.1527404785156,403.5005187988281,384.3845926920573,glofas2.1_pointextract_discharge_for_G4957_Nr.BAHIRDAR_FATHUM_20200515_19990101_20200430.nc
68,G4960,Na,,,14122.14453125,15207.314453125,16614.970703125,16145.751953125,glofas2.1_pointextract_discharge_for_G4960_Na_FATHUM_20200515_19990101_20200430.nc
69,G4965,Nr.ADDISZEMEN,12.0,37.715999603271484,315.2519226074219,364.19781494140625,427.68927001953125,406.52545166015625,glofas2.1_pointextract_discharge_for_G4965_Nr.ADDISZEMEN_FATHUM_20200515_19990101_20200430.nc
70,G4969,Na,,,13586.7705078125,14644.447265625,16016.439453125,15559.108723958334,glofas2.1_pointextract_discharge_for_G4969_Na_FATHUM_20200515_19990101_20200430.nc
71,G4977,Nr.MARAWI,11.366000175476074,37.0369987487793,472.41912841796875,649.8909301757812,880.1032104492188,803.3657836914062,glofas2.1_pointextract_discharge_for_G4977_Nr.MARAWI_FATHUM_20200515_19990101_20200430.nc
72,G4979,Na,,,10664.375,11567.81640625,12739.740234375,12349.098958333334,glofas2.1_pointextract_discharge_for_G4979_Na_FATHUM_20200515_19990101_20200430.nc
73,G4980,Nr.Kessie,10.075499534606934,38.19200134277344,6225.779296875,7028.28515625,8069.2763671875,7722.279296875,glofas2.1_pointextract_discharge_for_G4980_Nr.Kessie_FATHUM_20200515_19990101_20200430.nc
74,G4983,Na,,,3170.0673828125,3699.1015625,4385.3525390625,4156.602213541667,glofas2.1_pointextract_discharge_for_G4983_Na_FATHUM_20200515_19990101_20200430.nc
75,G5015,EWASONGIRO5BC04,0.08972000330686569,36.904998779296875,309.3550109863281,437.723388671875,604.2398071289062,548.7343343098959,glofas2.1_pointextract_discharge_for_G5015_EWASONGIRO5BC04_FATHUM_20200515_19990101_20200430.nc
76,G5036,EWASONAROK5AC08,0.5083299875259399,36.86249923706055,647.91748046875,938.6395263671875,1315.7574462890625,1190.0514729817708,glofas2.1_pointextract_discharge_for_G5036_EWASONAROK5AC08_FATHUM_20200515_19990101_20200430.nc
77,G5041,EWASONAROK5AC10,0.4375,36.720001220703125,197.42819213867188,372.3023986816406,599.1452026367188,523.5309346516926,glofas2.1_pointextract_discharge_for_G5041_EWASONAROK5AC10_FATHUM_20200515_19990101_20200430.nc
78,G5056,Na,,,421.50372314453125,522.0715942382812,652.52587890625,609.0411173502604,glofas2.1_pointextract_discharge_for_G5056_Na_FATHUM_20200515_19990101_20200430.nc
79,G5068,Na,,,418.28399658203125,744.8453369140625,1168.453125,1027.250528971354,glofas2.1_pointextract_discharge_for_G5068_Na_FATHUM_20200515_19990101_20200430.nc
80,G5075,MpologomaatBudumba82217,0.8269439935684204,33.790000915527344,717.4564208984375,931.2064819335938,1208.4781494140625,1116.0542602539062,glofas2.1_pointextract_discharge_for_G5075_MpologomaatBudumba82217_FATHUM_20200515_19990101_20200430.nc
81,G5076,Na,,,3101.79931640625,3501.6748046875,4020.3837890625,3847.4807942708335,glofas2.1_pointextract_discharge_for_G5076_Na_FATHUM_20200515_19990101_20200430.nc
82,G5081,Na,,,3221.691650390625,3683.07421875,4281.56884765625,4082.0706380208335,glofas2.1_pointextract_discharge_for_G5081_Na_FATHUM_20200515_19990101_20200430.nc
83,G5082,Na,,,77.19597625732422,145.2753143310547,233.5862579345703,204.14927673339844,glofas2.1_pointextract_discharge_for_G5082_Na_FATHUM_20200515_19990101_20200430.nc
84,G5092,PERKERRA2EE07A,0.4619399905204773,35.970001220703125,384.5867614746094,585.5407104492188,846.2134399414062,759.322530110677,glofas2.1_pointextract_discharge_for_G5092_PERKERRA2EE07A_FATHUM_20200515_19990101_20200430.nc
85,G5114,Kapiri82227,1.6670000553131104,33.72999954223633,400.658447265625,512.2468872070312,656.9967651367188,608.7468058268229,glofas2.1_pointextract_discharge_for_G5114_Kapiri82227_FATHUM_20200515_19990101_20200430.nc
86,G5115,Na,,,1540.7713623046875,1806.054931640625,2150.174560546875,2035.468017578125,glofas2.1_pointextract_discharge_for_G5115_Na_FATHUM_20200515_19990101_20200430.nc
87,G5118,ATHIKIBWEZI3F05,-2.3041698932647705,38.099998474121094,211.04476928710938,372.2154235839844,581.2822265625,511.5932922363281,glofas2.1_pointextract_discharge_for_G5118_ATHIKIBWEZI3F05_FATHUM_20200515_19990101_20200430.nc
88,G5125,NYANGORES1LA03,-0.786109983921051,35.34000015258789,100.49543762207031,188.73423767089844,303.195556640625,265.0417836507161,glofas2.1_pointextract_discharge_for_G5125_NYANGORES1LA03_FATHUM_20200515_19990101_20200430.nc
89,G5141,Na,,,2257.04150390625,2595.60009765625,3034.770263671875,2888.3802083333335,glofas2.1_pointextract_discharge_for_G5141_Na_FATHUM_20200515_19990101_20200430.nc
90,G5142,ATHIMUNYU3DA02,-1.091670036315918,37.189998626708984,88.30430603027344,139.3603057861328,205.58897399902344,183.51275126139322,glofas2.1_pointextract_discharge_for_G5142_ATHIMUNYU3DA02_FATHUM_20200515_19990101_20200430.nc
91,G5145,RwiziatMbararawaterworks81224,-0.6166700124740601,30.649999618530273,86.80548858642578,116.76431274414062,155.62619018554688,142.67223103841147,glofas2.1_pointextract_discharge_for_G5145_RwiziatMbararawaterworks81224_FATHUM_20200515_19990101_20200430.nc
92,G5147,MARANAROK1LA04,-1.2333300113677979,35.029998779296875,407.27081298828125,527.4512329101562,683.3465576171875,631.3814493815104,glofas2.1_pointextract_discharge_for_G5147_MARANAROK1LA04_FATHUM_20200515_19990101_20200430.nc
93,G5159,AMALA1LB02,-0.8972200155258179,35.4375,427.3656005859375,550.9013671875,711.1491088867188,657.7331949869791,glofas2.1_pointextract_discharge_for_G5159_AMALA1LB02_FATHUM_20200515_19990101_20200430.nc
94,G5160,Mayanja83218,0.6758300065994263,32.16967010498047,86.3653335571289,115.61201477050781,153.5501251220703,140.90408833821616,glofas2.1_pointextract_discharge_for_G5160_Mayanja83218_FATHUM_20200515_19990101_20200430.nc
95,G5161,MIRIUSONDU1JG04,-0.3358300030231476,34.80194091796875,677.2489013671875,909.0155029296875,1209.6578369140625,1109.4437255859375,glofas2.1_pointextract_discharge_for_G5161_MIRIUSONDU1JG04_FATHUM_20200515_19990101_20200430.nc
96,G5163,PageratKitgum,3.25,33.883331298828125,37.69429016113281,63.412269592285156,96.77304077148438,85.6527837117513,glofas2.1_pointextract_discharge_for_G5163_PageratKitgum_FATHUM_20200515_19990101_20200430.nc
97,G5164,Aswa286202,2.950000047683716,32.58332824707031,188.34580993652344,326.7757263183594,506.3437805175781,446.4877624511719,glofas2.1_pointextract_discharge_for_G5164_Aswa286202_FATHUM_20200515_19990101_20200430.nc
98,G5170,Na,,,2607.006591796875,2992.773193359375,3493.180908203125,3326.3783365885415,glofas2.1_pointextract_discharge_for_G5170_Na_FATHUM_20200515_19990101_20200430.nc
99,G5171,SUAM2B05,1.220829963684082,34.775001525878906,204.9988250732422,284.70611572265625,388.1005554199219,353.6357421875,glofas2.1_pointextract_discharge_for_G5171_SUAM2B05_FATHUM_20200515_19990101_20200430.nc
100,G5173,Na,,,275.5379333496094,468.58734130859375,719.0065307617188,635.533467610677,glofas2.1_pointextract_discharge_for_G5173_Na_FATHUM_20200515_19990101_20200430.nc
101,G5179,YALA1FG02,0.043049998581409454,34.265281677246094,415.9732971191406,541.9798583984375,705.4326782226562,650.9484049479166,glofas2.1_pointextract_discharge_for_G5179_YALA1FG02_FATHUM_20200515_19990101_20200430.nc
102,G5189,Muzizi85211,0.08462999761104584,30.730039596557617,27.51901626586914,37.00973892211914,49.320884704589844,45.217169443766274,glofas2.1_pointextract_discharge_for_G5189_Muzizi85211_FATHUM_20200515_19990101_20200430.nc
103,G5194,LARGENZOIA1BD02,0.7611100077629089,35.06111145019531,1472.9970703125,1833.7894287109375,2301.80078125,2145.7969970703125,glofas2.1_pointextract_discharge_for_G5194_LARGENZOIA1BD02_FATHUM_20200515_19990101_20200430.nc
104,G5195,NZOIAATRUAMBWAFERRY1EF01,0.1236099973320961,34.09027862548828,1612.5682373046875,1951.601318359375,2391.38720703125,2244.7919108072915,glofas2.1_pointextract_discharge_for_G5195_NZOIAATRUAMBWAFERRY1EF01_FATHUM_20200515_19990101_20200430.nc
105,G5196,AkokorioatUgandaGauge,1.7999999523162842,33.900001525878906,66.7905044555664,125.19747924804688,200.96165466308594,175.70692952473956,glofas2.1_pointextract_discharge_for_G5196_AkokorioatUgandaGauge_FATHUM_20200515_19990101_20200430.nc
106,G5197,NDO2C07,0.45083001255989075,35.646671295166016,350.9134216308594,437.1864013671875,549.09765625,511.7939046223958,glofas2.1_pointextract_discharge_for_G5197_NDO2C07_FATHUM_20200515_19990101_20200430.nc
107,G5198,AWACHKABUON1HD04,-0.4041599929332733,34.65694046020508,63.66960906982422,99.53189086914062,146.05160522460938,130.54503377278647,glofas2.1_pointextract_discharge_for_G5198_AWACHKABUON1HD04_FATHUM_20200515_19990101_20200430.nc
108,G5200,MagoroNgariam,1.600000023841858,34.099998474121094,504.3544006347656,644.5651245117188,826.4431762695312,765.8171590169271,glofas2.1_pointextract_discharge_for_G5200_MagoroNgariam_FATHUM_20200515_19990101_20200430.nc
109,G5208,Na,,,177.12974548339844,309.31005859375,480.7712707519531,423.6175333658854,glofas2.1_pointextract_discharge_for_G5208_Na_FATHUM_20200515_19990101_20200430.nc
110,G5210,TANAGARISSA4G01,-0.44999998807907104,39.70000076293945,1087.1053466796875,1646.088134765625,2371.187744140625,2129.4878743489585,glofas2.1_pointextract_discharge_for_G5210_TANAGARISSA4G01_FATHUM_20200515_19990101_20200430.nc
111,G5216,GUCHAMIGORI1KB05,-0.9472200274467468,34.206939697265625,497.85516357421875,667.4187622070312,887.3727416992188,814.0547485351562,glofas2.1_pointextract_discharge_for_G5216_GUCHAMIGORI1KB05_FATHUM_20200515_19990101_20200430.nc
112,G5218,TANASAGANA4BC02,-0.67221999168396,37.206939697265625,308.31463623046875,404.1282653808594,528.4154663085938,486.98639933268225,glofas2.1_pointextract_discharge_for_G5218_TANASAGANA4BC02_FATHUM_20200515_19990101_20200430.nc
113,G5220,ManafwaatButaleja82212,0.9369440078735352,34.157779693603516,405.022216796875,500.7790222167969,624.9924926757812,583.5880025227865,glofas2.1_pointextract_discharge_for_G5220_ManafwaatButaleja82212_FATHUM_20200515_19990101_20200430.nc
114,G5223,KyogaNileatMasindiport83203,1.6947300434112549,32.09270095825195,4956.3291015625,6367.109375,8197.1416015625,7587.130859375,glofas2.1_pointextract_discharge_for_G5223_KyogaNileatMasindiport83203_FATHUM_20200515_19990101_20200430.nc
115,G5224,Mutonga4EA07,-0.37637999653816223,37.89582824707031,565.2338256835938,762.23876953125,1017.7890014648438,932.6055908203125,glofas2.1_pointextract_discharge_for_G5224_Mutonga4EA07_FATHUM_20200515_19990101_20200430.nc
116,G5227,Nkusi85212,1.1300599575042725,30.98564910888672,74.8651123046875,90.7808837890625,111.42644500732422,104.54459126790364,glofas2.1_pointextract_discharge_for_G5227_Nkusi85212_FATHUM_20200515_19990101_20200430.nc
117,G5230,SIORIVER1AH01,0.38749998807907104,34.14167022705078,60.34677505493164,108.94751739501953,171.99127197265625,150.976687113444,glofas2.1_pointextract_discharge_for_G5230_SIORIVER1AH01_FATHUM_20200515_19990101_20200430.nc
118,G5242,Semliki85205,0.949999988079071,30.183330535888672,3432.365966796875,3769.92578125,4207.80029296875,4061.8421223958335,glofas2.1_pointextract_discharge_for_G5242_Semliki85205_FATHUM_20200515_19990101_20200430.nc
119,G5299,Thiba4DD02,-0.731660008430481,37.50611114501953,325.8656921386719,440.896728515625,590.1123046875,540.373779296875,glofas2.1_pointextract_discharge_for_G5299_Thiba4DD02_FATHUM_20200515_19990101_20200430.nc
120,G5305,TANAHOLA4G04,-1.5,40.033329010009766,999.4302368164062,1538.55810546875,2237.90234375,2004.78759765625,glofas2.1_pointextract_discharge_for_G5305_TANAHOLA4G04_FATHUM_20200515_19990101_20200430.nc
121,G5317,Mitano84267,-0.6833299994468689,29.799999237060547,666.4066772460938,1066.567138671875,1585.6461181640625,1412.6197916666665,glofas2.1_pointextract_discharge_for_G5317_Mitano84267_FATHUM_20200515_19990101_20200430.nc
122,G5326,TANAGARSEN4G02,-2.2750000953674316,40.116668701171875,1050.395751953125,1640.2490234375,2405.39306640625,2150.3450520833335,glofas2.1_pointextract_discharge_for_G5326_TANAGARSEN4G02_FATHUM_20200515_19990101_20200430.nc
123,G5332,TSAVO3G02,-2.9958300590515137,38.47444152832031,695.2262573242188,904.6158447265625,1176.2310791015625,1085.6926676432292,glofas2.1_pointextract_discharge_for_G5332_TSAVO3G02_FATHUM_20200515_19990101_20200430.nc
124,G5450,TANAMURANGA4BE02,-0.7875000238418579,37.26805877685547,353.9014892578125,471.0420837402344,622.994140625,572.3434549967448,glofas2.1_pointextract_discharge_for_G5450_TANAMURANGA4BE02_FATHUM_20200515_19990101_20200430.nc
125,G6106,Kapelebyong,2.200000047683716,33.900001525878906,92.42439270019531,160.97320556640625,249.89312744140625,220.2531534830729,glofas2.1_pointextract_discharge_for_G6106_Kapelebyong_FATHUM_20200515_19990101_20200430.nc
126,G6107,Abetlti,8.23330020904541,37.58330154418945,1717.04638671875,1919.2203369140625,2181.475830078125,2094.057332356771,glofas2.1_pointextract_discharge_for_G6107_Abetlti_FATHUM_20200515_19990101_20200430.nc
