"pcode","date","dmp"
"KE032",2012-05-31,63.2693156732892
"KE029",2012-05-31,91.1739130434783
"KE046",2012-05-31,93.6551724137931
"KE018",2012-05-31,62.780487804878
"KE041",2012-05-31,88.20625
"KE006",2012-05-31,17.7637362637363
"KE004",2012-05-31,8.94486921529175
"KE013",2012-05-31,49.4968944099379
"KE026",2012-05-31,74.0705128205128
"KE023",2012-05-31,25.131585054537
"KE027",2012-05-31,68.6045454545455
"KE038",2012-05-31,93.5789473684211
"KE008",2012-05-31,8.71641791044776
"KE024",2012-05-31,64.0596252129472
"KE033",2012-05-31,65.7119089316988
"KE001",2012-05-31,24.7
"KE005",2012-05-31,40.5347593582888
"KE030",2012-06-10,57.4656934306569
