,time,dis,dis_3,dis_7,max_dt_3days,3max_dt_3days,7max_dt_3days,station
1997-01-02,1997-01-02,42.52254,50.209362,54.561108,49.28742980957031,50.73094177246094,81.33938598632812,G1271
1997-01-05,1997-01-05,48.332035,50.33683,53.26969,49.28742980957031,50.73094177246094,81.33938598632812,G1271
1997-01-09,1997-01-09,49.28743,50.73094,81.339386,49.28742980957031,50.73094177246094,81.33938598632812,G1271
1997-01-12,1997-01-12,45.137524,47.15454,70.63356,49.28742980957031,50.73094177246094,81.33938598632812,G1271
1997-01-16,1997-01-16,43.556393,46.73963,58.62113,49.28742980957031,50.73094177246094,81.33938598632812,G1271
1997-01-19,1997-01-19,46.21498,40.52767,43.303467,49.28742980957031,50.73094177246094,81.33938598632812,G1271
1997-01-23,1997-01-23,41.24852,42.785908,44.365818,46.21498107910156,47.154541015625,70.63356018066406,G1271
1997-01-26,1997-01-26,36.907883,35.29246,42.00637,46.21498107910156,51.26322555541992,59.129825592041016,G1271
1997-01-30,1997-01-30,32.287937,34.2692,38.749283,50.05160140991211,56.03794860839844,59.129825592041016,G1271
1997-02-02,1997-02-02,33.88753,32.851677,38.669136,50.05160140991211,56.03794860839844,59.129825592041016,G1271
1997-02-06,1997-02-06,42.99768,51.263226,59.129826,50.05160140991211,56.03794860839844,59.129825592041016,G1271
1997-02-09,1997-02-09,50.0516,56.03795,56.15568,50.05160140991211,56.03794860839844,87.72256469726562,G1271
1997-02-13,1997-02-13,49.441338,40.56377,29.369019,50.05160140991211,56.03794860839844,87.72256469726562,G1271
1997-02-16,1997-02-16,40.62744,31.621569,36.230766,75.82240295410156,123.29230499267578,158.53981018066406,G1271
1997-02-20,1997-02-20,30.782967,34.651093,87.722565,114.1404800415039,123.29230499267578,158.53981018066406,G1271
1997-02-23,1997-02-23,31.903158,50.02154,81.34683,114.1404800415039,123.29230499267578,158.53981018066406,G1271
1997-02-27,1997-02-27,75.8224,123.292305,158.53981,114.1404800415039,123.29230499267578,158.53981018066406,G1271
1997-03-02,1997-03-02,114.14048,111.77071,95.47389,114.1404800415039,123.29230499267578,158.53981018066406,G1271
1997-03-06,1997-03-06,84.65674,61.65608,45.223194,114.1404800415039,123.29230499267578,158.53981018066406,G1271
1997-03-09,1997-03-09,60.790066,44.605347,32.388916,114.1404800415039,123.29230499267578,158.53981018066406,G1271
1997-03-13,1997-03-13,40.51237,32.168644,38.9228,114.1404800415039,111.77071380615234,95.47389221191406,G1271
1997-03-16,1997-03-16,33.626034,29.364815,22.483017,84.65673828125,61.65607833862305,45.22319412231445,G1271
1997-03-20,1997-03-20,27.636454,23.365225,18.341553,60.79006576538086,44.6053466796875,38.92279815673828,G1271
1997-03-23,1997-03-23,23.40252,19.404404,14.876782,40.51237106323242,42.566795349121094,74.4937744140625,G1271
1997-03-27,1997-03-27,18.322273,15.231763,12.46592,53.99014663696289,84.54601287841797,97.9135971069336,G1271
1997-03-30,1997-03-30,15.520681,14.491221,16.95293,89.67887878417969,94.69157409667969,97.9135971069336,G1271
1997-04-03,1997-04-03,20.463411,42.566795,74.493774,96.56490325927734,94.69157409667969,97.9135971069336,G1271
1997-04-06,1997-04-06,53.990147,84.54601,97.9136,96.56490325927734,94.69157409667969,97.9135971069336,G1271
1997-04-10,1997-04-10,89.67888,94.691574,65.97923,96.56490325927734,94.69157409667969,97.9135971069336,G1271
1997-04-13,1997-04-13,96.5649,77.040375,48.467163,96.56490325927734,94.69157409667969,97.9135971069336,G1271
1997-04-17,1997-04-17,69.10337,48.56385,31.08903,96.56490325927734,94.69157409667969,97.9135971069336,G1271
1997-04-20,1997-04-20,48.828896,35.173424,23.685186,96.56490325927734,94.69157409667969,65.97923278808594,G1271
1997-04-24,1997-04-24,31.923025,23.717766,16.24512,96.56490325927734,77.04037475585938,48.4671630859375,G1271
1997-04-27,1997-04-27,23.833458,18.005787,12.725743,69.1033706665039,48.56385040283203,31.08902931213379,G1271
1997-05-01,1997-05-01,16.6516,12.942938,9.315594,48.828895568847656,35.173423767089844,23.6851863861084,G1271
1997-05-04,1997-05-04,13.097214,10.147009,7.5745845,31.923025131225586,23.71776580810547,16.245119094848633,G1271
1997-05-08,1997-05-08,9.49096,7.6523404,5.926831,23.833457946777344,18.005786895751953,12.725743293762207,G1271
1997-05-11,1997-05-11,7.672599,6.313802,4.956023,16.651599884033203,12.942937850952148,9.315593719482422,G1271
1997-05-15,1997-05-15,5.979877,4.9197087,3.7405434,13.097213745117188,10.147008895874023,7.574584484100342,G1271
1997-05-18,1997-05-18,4.910606,3.9874332,3.0897963,9.490960121154785,7.652340412139893,5.926830768585205,G1271
1997-05-22,1997-05-22,3.7634215,3.1278532,2.4952126,7.672598838806152,6.3138017654418945,4.956023216247559,G1271
1997-05-25,1997-05-25,3.1848834,2.689737,2.1632683,5.97987699508667,4.919708728790283,3.7405433654785156,G1271
1997-05-29,1997-05-29,2.5539386,2.2213688,1.8441551,4.9106059074401855,3.9874331951141357,3.089796304702759,G1271
1997-06-01,1997-06-01,2.2793026,1.9784645,1.5695605,3.7634215354919434,3.1278531551361084,2.4952125549316406,G1271
1997-06-05,1997-06-05,1.973592,1.6797965,1.36485,3.1848833560943604,2.68973708152771,2.1632683277130127,G1271
1997-06-08,1997-06-08,1.6825033,1.432411,1.1931982,2.553938627243042,2.2213687896728516,1.8441550731658936,G1271
1997-06-12,1997-06-12,1.3972015,1.2668189,1.059673,2.2793025970458984,1.9784644842147827,1.5695605278015137,G1271
