fid,name,lat,lon,type,report_date
32780,Chikalamba,-11.0200632,33.8538321,Piped into public tap / standpipe / basin,
32782,Nkhalamuntheta,-10.7469076,34.0299672,Protected dug well,
32783,Mung'Anya,-10.9847238,33.7901796,Borehole or tubewell,
32784,Chimalawanthu,-10.8944196,34.0425714,Piped into public tap / standpipe / basin,
32785,Chatumbwa,-11.0267710,33.8511090,Piped into public tap / standpipe / basin,
32786,Chikalamba,-11.0119070,33.8421749,Piped into public tap / standpipe / basin,
32787,Lubinga,-10.9844111,33.7594720,Piped into public tap / standpipe / basin,
32788,Chikalamba,-11.0125092,33.8474707,Piped into public tap / standpipe / basin,
32789,Kajiwunde borehole ,-10.9680437,33.7148233,Borehole or tubewell,
32791,Chikalamba,-11.0152386,33.8528870,Piped into public tap / standpipe / basin,
32792,Chatumbwa,-11.0205635,33.8433393,Piped into public tap / standpipe / basin,
32793,Lukungilo,-11.0087092,33.7712865,Piped into public tap / standpipe / basin,
32797,Chikalamba,-11.0270738,33.8539344,Piped into public tap / standpipe / basin,
32798,Cheyeka,-10.9501357,33.7430522,Borehole or tubewell,
32799,Chikalamba,-11.0138518,33.8523314,Piped into public tap / standpipe / basin,
32800,Lubinga,-10.9853539,33.7582027,Piped into public tap / standpipe / basin,
32801,Chikalamba,-11.0281527,33.8515179,Surface water,
32802,Bongololo,-10.9722786,33.7388114,Piped into public tap / standpipe / basin,
32803,Chikalamba,-11.0246647,33.8558030,Piped into public tap / standpipe / basin,
32804,Chatonda,-10.8887163,33.9791069,Piped into public tap / standpipe / basin,
32805,Edson Simbeye Tap ,-11.0187195,33.8398561,Piped into public tap / standpipe / basin,
32807,Bamantha,-10.9383775,33.7437396,Piped into public tap / standpipe / basin,
32809,Cheyeka,-10.9503897,33.7470198,Piped into public tap / standpipe / basin,
32810,Vitanda,-10.9112624,34.0315408,Borehole or tubewell,
32812,Chikalamba,-11.0110737,33.8505044,Piped into public tap / standpipe / basin,
32813,Chakoma,-10.9249139,33.7413650,Piped into public tap / standpipe / basin,
32817,Jino,-10.9483829,33.7550501,Piped into public tap / standpipe / basin,
32818,Kalonde,-11.0097412,33.7719310,Piped into public tap / standpipe / basin,
32819,Kanyembela,-10.7610253,34.2009573,Surface water,
32820,Bulaula,-10.9569722,33.9668428,Borehole or tubewell,
32821,Chigwere,-11.0225602,33.8440792,Piped into public tap / standpipe / basin,
32822,Mwabubila,-10.9980161,33.8070505,Piped into public tap / standpipe / basin,
32823,Matupi,-10.8878690,33.7545138,Borehole or tubewell,
32824,Mwazulanga,-10.9978766,33.6649618,Borehole or tubewell,
32825,Chigwere,-11.0231831,33.8453998,Piped into public tap / standpipe / basin,
32826,Ntholome,-10.7756136,34.2036881,Piped into public tap / standpipe / basin,
32827,Jalira,-11.0309710,33.7408576,Borehole or tubewell,
32828,Chikalamba,-11.0085691,33.8461712,Piped into public tap / standpipe / basin,
32829,Mwadandambi,-10.9452376,33.6364249,Borehole or tubewell,
32830,Chikalamba,-11.0249249,33.8538637,Piped into public tap / standpipe / basin,
32831,Mwachikwezga,-10.7264759,34.0245328,Surface water,
32832,Chatumbwa,-11.0269839,33.8527429,Piped into public tap / standpipe / basin,
32834,Muthuzi,-10.9946048,33.7629168,Borehole or tubewell,
32835,Kamucheule,-10.8373463,34.0834949,Piped into public tap / standpipe / basin,
32837,Kalabuka Mkandawire,-12.2670367,33.6339267,Borehole or tubewell,
32838,Chikalamba,-11.0075053,33.8442751,Piped into public tap / standpipe / basin,
32839,Chikalamba,-11.0093948,33.8502327,Borehole or tubewell,
32840,Chatumbwa,-11.0267619,33.8522714,Piped into public tap / standpipe / basin,
32842,Chakachaka,-10.7989528,34.2101969,Piped into public tap / standpipe / basin,
32844,Nkhalamuntheta,-10.7365315,34.0278420,Piped into public tap / standpipe / basin,
32846,Chatumbwa,-11.0203763,33.8430602,Piped into public tap / standpipe / basin,
32848,Chikazinga,-11.0152318,33.8173965,Piped into public tap / standpipe / basin,
32849,Bongololo,-10.9715827,33.7416716,Piped into public tap / standpipe / basin,
32850,Bwati,-10.9705609,33.7612253,Piped into public tap / standpipe / basin,
32851,Chikalamba,-11.0174901,33.8528503,Piped into public tap / standpipe / basin,
32852,Chatumbwa,-11.0209663,33.8441873,Piped into public tap / standpipe / basin,
32854,Chikalamba,-11.0251164,33.8557817,Piped into public tap / standpipe / basin,
32856,Mwasukwe,-10.7425530,34.1498296,Protected dug well,
32859,Bongololo,-10.9730689,33.7372986,Piped into public tap / standpipe / basin,
32861,Chiwapasi,-10.9777835,33.7523677,Piped into public tap / standpipe / basin,
32867,Lubinga,-10.9848360,33.7589124,Piped into public tap / standpipe / basin,
32868,Kafwaulongo,-10.8653572,33.9976696,Piped into public tap / standpipe / basin,
32869,Chikalamba,-11.0027248,33.8470672,Borehole or tubewell,
32873,Bongololo,-10.9747070,33.7377094,Piped into public tap / standpipe / basin,
32875,Phingama,-11.0088106,33.8572719,Piped into public tap / standpipe / basin,
32876,Chisovya,-10.9442890,33.9379278,Piped into public tap / standpipe / basin,
32877,Chigwere,-11.0231489,33.8419141,Piped into public tap / standpipe / basin,
32878,Baula,-11.0188866,33.8480036,Piped into public tap / standpipe / basin,
32879,Bongololo,-10.9767131,33.7460210,Borehole or tubewell,
32880,Ngwenje,-11.0524262,34.1057860,Borehole or tubewell,
32883,Chisovya,-10.9434776,33.9391196,Piped into public tap / standpipe / basin,
32884,Chiwelewele,-10.7311858,34.0424493,Piped into public tap / standpipe / basin,
32885,Chisovya,-10.9417501,33.9400346,Borehole or tubewell,
32887,Mdumuka,-10.7494978,34.0652017,Unprotected spring,
32888,Chikalamba,-11.0147526,33.8543285,Piped into public tap / standpipe / basin,
32890,Cheyeka,-10.9405661,33.7433690,Piped into public tap / standpipe / basin,
32891,Bwati,-10.9693671,33.7575029,Piped into public tap / standpipe / basin,
32895,Mziriwanda,-10.7843192,34.0462227,Protected dug well,
32896,Chiweko tap,-11.0119766,33.8479201,Piped into public tap / standpipe / basin,
32897,Sidira,-10.8532326,34.0106983,Piped into public tap / standpipe / basin,
32898,Funny katanga tap ,-10.9751708,33.7405086,Piped into yard/plot,
32899,Mbiwi,-10.9730092,33.9839417,Borehole or tubewell,
32902,Ganje,-10.9096659,33.9661103,Borehole or tubewell,
32903,Makuni,-10.9627813,33.6589437,Piped into public tap / standpipe / basin,
32905,Cheyeka,-10.9513840,33.7479942,Piped into public tap / standpipe / basin,
32906,Nkhalamuntheta,-10.7346680,34.0281063,Piped into public tap / standpipe / basin,
32907,Matupi,-10.8892809,33.7562689,Piped into public tap / standpipe / basin,
32908,Lukungilo,-11.0220258,33.7721428,Piped into public tap / standpipe / basin,
32909,Bamantha,-10.9337367,33.7430581,Piped into public tap / standpipe / basin,
32910,Phingama,-11.0077893,33.8585492,Piped into public tap / standpipe / basin,
32911,Mtanila,-11.0643191,33.6225023,Piped into public tap / standpipe / basin,
32913,Vundu,-10.7300298,34.0433410,Piped into public tap / standpipe / basin,
32914,Zgenguzgengu tap,-10.9518072,33.6419165,Piped into public tap / standpipe / basin,
32915,Chiwapasi,-10.9793328,33.7499676,Piped into public tap / standpipe / basin,
32916,Kapungamasuku,-11.0132622,34.0720592,Piped into public tap / standpipe / basin,
32917,Chatumbwa,-11.0268713,33.8513744,Piped into public tap / standpipe / basin,
32918,Mapesi,-10.9472073,33.7485466,Piped into public tap / standpipe / basin,
32920,Chikalamba,-11.0166178,33.8570851,Piped into public tap / standpipe / basin,
32921,Madumula water point,-10.9281447,33.9572471,Piped into public tap / standpipe / basin,
32923,Mwamlowe,-10.7688567,34.2026259,Piped into public tap / standpipe / basin,
32927,Lukungilo,-11.0193114,33.7631531,Borehole or tubewell,
32928,Chinyolo Ngwira borehole ,-10.9281978,34.0013862,Borehole or tubewell,
32930,Chisovya,-10.9391780,33.9347750,Borehole or tubewell,
32931,Chisovya,-10.9480676,33.9432586,Piped into public tap / standpipe / basin,
32932,Chikalamba,-11.0157739,33.8495455,Piped into public tap / standpipe / basin,
32934,Mwajonyanga,-10.8902217,33.6925760,Protected dug well,
32935,Sidira,-10.8591085,34.0095686,Piped into public tap / standpipe / basin,
32936,Kobyo,-11.0343536,33.9082656,Protected dug well,
32938,Nthumbatumba,-10.9909956,33.7753694,Piped into public tap / standpipe / basin,
32941,Mtanila,-11.0753037,33.6225558,Borehole or tubewell,
32943,Chatumbwa,-11.0264869,33.8494081,Piped into public tap / standpipe / basin,
32944,Julira 2 borehole ,-11.0334420,33.7369465,Borehole or tubewell,
32945,Mjuma,-10.9637237,33.7543519,Piped into public tap / standpipe / basin,
32946,Chatumbwa,-11.0223036,33.8415590,Borehole or tubewell,
32947,Chitembwe,-10.7352916,34.2028244,Piped into public tap / standpipe / basin,
32949,Mlongoti,-11.0262962,33.8682447,Piped into public tap / standpipe / basin,
32950,chitimba Tembo borehole ,-11.9472149,33.4480388,Borehole or tubewell,
32951,Mwanthunga,-10.7378532,34.2029156,Piped into public tap / standpipe / basin,
32952,Lonjera water point,-10.9028761,33.6576441,Borehole or tubewell,
32953,Nkhaniyawo Mpande community borehole ,-11.7279222,33.6959981,Borehole or tubewell,
32954,Chamumono,-10.7759946,34.0388741,Borehole or tubewell,
32955,Zung'Uzu,-10.9176130,33.6174470,Protected dug well,
32957,Yaphama,-10.9071133,34.0268755,Protected dug well,
32958,Mwadandambi,-10.9503169,33.6407501,Borehole or tubewell,
32959,Chikalamba,-11.0073518,33.8447673,Piped into public tap / standpipe / basin,
32963,Cheyeka,-10.9525716,33.7472469,Piped into public tap / standpipe / basin,
32964,Chatumbwa,-11.0270650,33.8525079,Piped into public tap / standpipe / basin,
32966,Bidiga borehole ,-10.9314114,33.9956897,Borehole or tubewell,
32967,Ntholome,-10.7699819,34.2006658,Piped into public tap / standpipe / basin,
32969,Pereka water point,-10.8258283,34.0139503,Piped into public tap / standpipe / basin,
32970,Chimbirima,-10.9513685,33.7469130,Piped into public tap / standpipe / basin,
32971,,-11.6623136,33.3720592,Borehole or tubewell,
32973,Makonyola tap,-11.0122089,33.8482808,Piped into public tap / standpipe / basin,
32974,Chiweko tap,-11.0121554,33.8484346,Piped into public tap / standpipe / basin,
32975,,-9.9805460,33.9004137,Borehole or tubewell,
32978,Chiweko tap,-11.0120652,33.8481574,Piped into public tap / standpipe / basin,
32980,Rilian Ngulube Dug Well ,-11.6338211,33.5662546,Protected dug well,
32981,Alice chirambo tap ,-10.9747908,33.7400630,Piped into yard/plot,
32983,Kishombe Swallow Well ,-9.9017925,33.9108871,Protected dug well,
32985,Mlangazuwa tap,-10.9262408,33.9539190,Piped into public tap / standpipe / basin,
32986,Maria Moyo shallow well,-12.2104003,33.4366416,Protected dug well,
32989,Gomezgani Gondwe bwati tap,-10.9738431,33.7497583,Piped into yard/plot,
32990,Mwausegha Swallow Well ,-9.8997085,33.9078661,Protected dug well,
32993,Luso Chirwa water point,-12.1428183,33.4695692,Protected dug well,
32994,Fishani mhango tap ,-10.9760562,33.7404881,Piped into yard/plot,
32995,Chigwere,-11.0226537,33.8444215,Piped into public tap / standpipe / basin,
32996,Chikalamba,-11.0133193,33.8479854,Piped into public tap / standpipe / basin,
32997,Bwati,-10.9811337,33.7521740,Piped into public tap / standpipe / basin,
32998,Myamba Swallow Well ,-9.8954707,33.9040509,Protected dug well,
33000,Mkandapasi borehole,-10.8041911,34.0067644,Borehole or tubewell,
33001,,-9.9777456,33.9059526,Borehole or tubewell,
33002,Season chavula tap,-10.9762195,33.7400669,Piped into yard/plot,
33004,Chizala Village Borehole,-10.9815808,33.9328228,Borehole or tubewell,
33008,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
33013,Mziriwanda,-10.7998399,34.0553863,Protected dug well,
33018,Chisovya,-10.9433522,33.9391746,Piped into public tap / standpipe / basin,
33019,Mjuma,-10.9534715,33.7616729,Piped into public tap / standpipe / basin,
33021,Cheyeka,-11.0213488,33.8396137,Piped into public tap / standpipe / basin,
33022,Chikalamba,-11.0152143,33.8538300,Piped into public tap / standpipe / basin,
33023,Chikalamba,-11.0121009,33.8458608,Piped into public tap / standpipe / basin,
33024,Wazenga Linga,-10.8602634,33.9913188,Piped into public tap / standpipe / basin,
33025,Chinewo,-10.8194824,34.0178113,Protected dug well,
33026,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
33027,Mafaniso Mtonga,-12.0936849,33.4749882,Borehole or tubewell,
33028,Shemu Mwakasungula borehole,-9.9472321,33.8985944,Borehole or tubewell,
33029,Kanjululu,-10.9613243,33.9325633,Piped into public tap / standpipe / basin,
33030,Nkhando fp school waterpoint 1,-9.9632155,33.8067612,Borehole or tubewell,
33031,Towo waterpoint 1,-9.9769389,33.8146595,Borehole or tubewell,
33032,Mjuma,-10.9539988,33.7607138,Piped into public tap / standpipe / basin,
33037,Chikalamba,-11.0200602,33.8528494,Piped into public tap / standpipe / basin,
33038,Chamumono,-10.7757194,34.0389096,Piped into public tap / standpipe / basin,
33040,Phwezi women's college tap 1,-10.8986604,34.0395723,Piped into public tap / standpipe / basin,
33041,Chimbirima Gondwe,-10.9511254,33.7470712,Piped into public tap / standpipe / basin,
33042,Chiwaya,-10.9297276,33.9533569,Piped into public tap / standpipe / basin,
33043,Mziriwanda,-10.7597149,34.0330378,Piped into public tap / standpipe / basin,
33044,Baula,-11.0187217,33.8478896,Piped into public tap / standpipe / basin,
33045,Mwachikwezga,-10.7276640,34.0178679,Surface water,
33047,Kamucheule water tap ,-10.8380862,34.0842494,Piped into public tap / standpipe / basin,
33049,Mziriwanda,-10.7555019,34.0317337,Piped into public tap / standpipe / basin,
33050,Msutu tap,-10.7809115,34.2026912,Piped into public tap / standpipe / basin,
33051,Chiwaya,-10.9321150,33.9458496,Piped into public tap / standpipe / basin,
33052,John Mtonga,-11.9858047,33.4423238,Borehole or tubewell,
33056,Muthangamwembe,-10.9489836,33.9311750,Piped into public tap / standpipe / basin,
33059,Biti,-10.9156642,33.5840427,Borehole or tubewell,
33061,Chiweko tap,-11.0116284,33.8480721,Piped into public tap / standpipe / basin,
33064,Mtanila,-11.0688787,33.6292458,Borehole or tubewell,
33066,Mwangwebo Borehole ,-9.9910966,33.9256869,Borehole or tubewell,
33069,Mulura,-10.7483517,34.2081950,Borehole or tubewell,
33071,Chikalamba,-11.0259976,33.8520193,Piped into public tap / standpipe / basin,
33072,Salimo,-10.9393526,33.9435631,Borehole or tubewell,
33073,Kamphere,-10.9172281,33.6482372,Borehole or tubewell,
33074,Yaulungu,-10.8597706,33.9990027,Piped into public tap / standpipe / basin,
33075,Malikhebu Munthali,-10.8066401,34.2085336,Surface water,
33076,Chisovya,-10.9439203,33.9464622,Piped into public tap / standpipe / basin,
33077,Ganje,-10.8925459,33.9727011,Piped into public tap / standpipe / basin,
33078,Lubinga,-10.9853896,33.7582355,Piped into public tap / standpipe / basin,
33079,Mvina dug well 3,-10.9055852,34.0251473,Protected dug well,
33081,Muhungwa,-10.9754874,33.6208874,Protected dug well,
33082,Bongololo,-10.9742622,33.7404409,Borehole or tubewell,
33083,Mziriwanda,-10.7612439,34.0363851,Piped into public tap / standpipe / basin,
33084,Chimoyo,-10.9976593,34.0762670,Borehole or tubewell,
33085,Chiweko tap,-11.0113417,33.8475222,Piped into public tap / standpipe / basin,
33088,Bongololo,-10.9808191,33.7447489,Piped into public tap / standpipe / basin,
33089,Yaulungu,-10.8682563,33.9927903,Piped into public tap / standpipe / basin,
33091,Mapesi,-10.9471037,33.7485668,Piped into public tap / standpipe / basin,
33094,Mjuma,-10.9552934,33.7632661,Piped into public tap / standpipe / basin,
33095,Mbwaga,-10.8195299,34.1039989,Piped into public tap / standpipe / basin,
33097,Nyachiumi mrs kaluwa,-10.7797155,34.2046430,Piped into public tap / standpipe / basin,
33098,Chatumbwa,-11.0258072,33.8534702,Piped into public tap / standpipe / basin,
33101,Chimunyama mandhlopa 1borehore,-11.2765046,33.6204956,Borehole or tubewell,
33102,Nkhombo,-10.8547052,33.4624901,Borehole or tubewell,
33105,Kabamira Ng'oma borehole ,-11.9753724,33.4785791,Borehole or tubewell,
33110,Bongololo,-10.9760933,33.7403951,Piped into public tap / standpipe / basin,
33112,Chisovya,-10.9447878,33.9398355,Piped into public tap / standpipe / basin,
33115,Chimayi waterpoint,-10.9384883,33.7444268,Borehole or tubewell,
33118,Yaulungu,-10.8677212,33.9925842,Piped into public tap / standpipe / basin,
33119,Chizotera,-10.9732508,34.0858293,Protected dug well,
33122,Kawazamawe,-10.9756865,33.7207520,Piped into public tap / standpipe / basin,
33123,Mbulakusamba,-10.7520013,34.0358085,Surface water,
33124,Chatumbwa,-11.0216874,33.8435261,Piped into public tap / standpipe / basin,
33127,Baula Tap 2,-11.0173901,33.8459525,Piped into public tap / standpipe / basin,
33130,Julira borehole ,-11.0278548,33.7493770,Borehole or tubewell,
33133,Chatumbwa,-11.0274093,33.8510247,Piped into public tap / standpipe / basin,
33135,Chigwere,-11.0229626,33.8439585,Piped into public tap / standpipe / basin,
33136,Mjuma,-10.9540164,33.7600273,Piped into public tap / standpipe / basin,
33137,Yaulungu,-10.8681947,33.9794758,Piped into public tap / standpipe / basin,
33138,Chivwenene,-10.9633256,34.0997290,Protected dug well,
33140,Vingula,-10.8671262,33.9949986,Piped into public tap / standpipe / basin,
33141,Samu Chirwa Borehole ,-11.8418906,33.7559344,Borehole or tubewell,
33143,Lunguluka,-10.9706063,34.0936841,Borehole or tubewell,
33148,Bawa  Full Primary School Borehole ,-11.8338254,33.6229796,Borehole or tubewell,
33150,Mbutuka shallow well,-9.9690815,33.6645029,Protected dug well,
33151,Chikalamba,-11.0168588,33.8530677,Piped into public tap / standpipe / basin,
33152,Mziriwanda,-10.7550638,34.0260226,Piped into public tap / standpipe / basin,
33153,Kayunikalira borehole,-10.9586898,33.9762176,Borehole or tubewell,
33154,Phwezi women's water tap 2,-10.8984373,34.0398258,Piped into public tap / standpipe / basin,
33155,Kamucheule 2 water tap,-10.8388022,34.0856970,Piped into public tap / standpipe / basin,
33156,Chidakwa tap ,-10.9438732,33.9343238,Piped into public tap / standpipe / basin,
33157,Thunduwike cooperative borehole ,-11.1782341,33.5761948,Borehole or tubewell,
33158,Alick Ngwira tap ,-10.9747323,33.7485315,Piped into yard/plot,
33159,Kapiriniowera School Borehole ,-10.8562469,33.6121560,Borehole or tubewell,
33160,Nyasulu's tap ,-10.9437000,33.9343238,Piped into yard/plot,
33161,Mbwaga,-10.8233099,34.1067692,Piped into public tap / standpipe / basin,
33163,Chikalamba,-11.0274917,33.8534481,Piped into public tap / standpipe / basin,
33164,Kanjululu,-10.9622735,33.9272180,Piped into public tap / standpipe / basin,
33165,Muhungwa,-10.9797017,33.6252712,Protected dug well,
33166,Tadeyo,-11.4804667,33.8899050,Borehole or tubewell,
33167,Masanika,-11.0050175,33.7694762,Protected dug well,
33169,Ganje,-10.8960464,33.9732314,Borehole or tubewell,
33170,Mwachanda,-10.9777440,33.6759976,Piped into public tap / standpipe / basin,
33171,Mwachifumya,-10.8193844,34.0320217,Borehole or tubewell,
33173,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
33174,Chisovya,-10.9434039,33.9434938,Piped into public tap / standpipe / basin,
33175,Mukhota -Kachali,-10.9871970,33.6330749,Protected dug well,
33176,Mdumuka,-10.7299194,34.0816899,Surface water,
33177,Bamantha,-10.9377032,33.7435337,Piped into public tap / standpipe / basin,
33178,William Muyaba,-12.0523230,33.5352140,Borehole or tubewell,
33180,Sidira,-10.8576927,34.0082074,Piped into public tap / standpipe / basin,
33181,Mpinganjira Village,-12.0583267,33.5110150,Borehole or tubewell,
33182,Kasuzumira Tap ,-11.0186204,33.8423704,Piped into public tap / standpipe / basin,
33183,Chikalamba,-11.0271828,33.8517413,Piped into public tap / standpipe / basin,
33184,Mwachikwezga,-10.7270630,34.0251384,Piped into public tap / standpipe / basin,
33187,Mtaziwa,-10.9718324,33.7451689,Piped into public tap / standpipe / basin,
33189,Chisenga,-12.2519750,33.4262950,Protected dug well,
33191,Nkhalamuntheta,-10.7444196,34.0301818,Piped into public tap / standpipe / basin,
33193,Mbwaga,-10.8214643,34.1019376,Borehole or tubewell,
33194,Chilenga,-10.7311075,34.0441291,Piped into public tap / standpipe / basin,
33195,Kamzinga,-10.9732364,33.7647994,Piped into public tap / standpipe / basin,
33197,Chikalamba,-11.0091128,33.8421592,Piped into public tap / standpipe / basin,
33199,Wazenga Linga,-10.8625585,33.9945081,Piped into public tap / standpipe / basin,
33202,Masanika,-10.9964214,33.7672451,Piped into public tap / standpipe / basin,
33203,Chikalamba,-11.0107357,33.8413295,Piped into public tap / standpipe / basin,
33204,Chilundanya borehole,-11.0028795,33.7865470,Borehole or tubewell,
33205,Chimayi,-10.9387248,33.7448148,Piped into public tap / standpipe / basin,
33206,Bongololo,-10.9750028,33.7381418,Piped into public tap / standpipe / basin,
33207,Yaulungu,-10.8774835,33.9943169,Piped into public tap / standpipe / basin,
33209,Chisovya,-10.9374727,33.9389284,Piped into public tap / standpipe / basin,
33211,Chavunda,-10.8872248,34.0420051,Piped into public tap / standpipe / basin,
33213,Wisimavi,-10.7462882,34.0387442,Borehole or tubewell,
33214,Jendausiku,-10.7540760,34.0837451,Surface water,
33215,Chigwere 2 Tap,-11.0244080,33.8408100,Piped into public tap / standpipe / basin,
33216,Chimwera,-10.9979576,33.8064387,Piped into public tap / standpipe / basin,
33217,Chatumbwa,-11.0248345,33.8525314,Piped into public tap / standpipe / basin,
33218,Chikalamba,-11.0158031,33.8534959,Piped into public tap / standpipe / basin,
33219,Cheyeka,-10.9493771,33.7443392,Piped into public tap / standpipe / basin,
33220,Mkoloma water point,-10.9177117,33.6577030,Borehole or tubewell,
33222,Chiwaya,-10.9330193,33.9461762,Piped into public tap / standpipe / basin,
33223,Chiwelewele,-10.7252604,34.0249504,Piped into public tap / standpipe / basin,
33224,Chikalamba,-11.0133368,33.8483676,Piped into public tap / standpipe / basin,
33227,Kakusa nyirenda borehole ,-11.9781353,33.4787185,Borehole or tubewell,
33231,Bongololo,-10.9799095,33.7392301,Piped into public tap / standpipe / basin,
33232,Chigwiti,-10.9413717,33.7433538,Piped into public tap / standpipe / basin,
33234,Chikakula,-10.7893814,34.0284960,Protected dug well,
33236,Chiwaniwani,-10.9522933,33.9464900,Borehole or tubewell,
33238,Phwezi women's college water tap 3,-10.8967568,34.0407971,Piped into public tap / standpipe / basin,
33239,Luwinga community ,-10.9885860,33.7568036,Borehole or tubewell,
33242,Sikanda dug well,-9.9495320,33.9036404,Unprotected dug well,
33244,Kamucheule 3 water tap ,-10.8396676,34.0865892,Piped into public tap / standpipe / basin,
33246,Kamzgezge water point ,-12.2257610,33.5628149,Protected dug well,
33248,Chitete Zimba Dug well ,-11.8424794,33.7574161,Protected dug well,
33250,Mkolasato,-10.7599091,34.0238435,Surface water,
33251,Esnart Kalua's tap ,-10.9434038,33.9346540,Piped into yard/plot,
33252,Mnthonje FP School borehole,-11.7749427,33.3710132,Borehole or tubewell,
33253,,-11.3993359,33.7442184,Borehole or tubewell,
33254,Chatumbwa,-11.0214134,33.8399588,Piped into public tap / standpipe / basin,
33255,Mbutuka borehole,-9.9721358,33.6585030,Borehole or tubewell,
33256,Mwachipoka communal tap,-10.7829454,34.2036288,Piped into public tap / standpipe / basin,
33257,Nthumbatumba,-10.9943332,33.7772364,Piped into public tap / standpipe / basin,
33258,Chikalamba,-11.0114064,33.8477800,Piped into public tap / standpipe / basin,
33260,Chimphamba,-10.7392411,34.1461451,Protected dug well,
33261,John chima tap ,-10.9768843,33.7389194,Piped into yard/plot,
33262,Munyongani,-10.9337110,33.9229927,Protected dug well,
33263,Mwachifumya vge borehole,-10.8342488,34.0286172,Borehole or tubewell,
33264,Mwachifumya,-10.8112574,34.0340133,Unprotected spring,
33265,Jendausiku,-10.7550134,34.0862704,Surface water,
33266,Emelia Lungu water point,-12.1428365,33.4695639,Protected dug well,
33267,Chamumono,-10.7676696,34.0330635,Piped into public tap / standpipe / basin,
33270,Mwajimbula,-11.0038800,33.8073730,Borehole or tubewell,
33271,Mwagongwe,-10.7744198,34.0399706,Borehole or tubewell,
33272,Mwamuwiliri,-10.9478250,33.9766595,Borehole or tubewell,
33274,Balakasa tap,-10.8254219,34.0995106,Piped into public tap / standpipe / basin,
33275,Muhango community borehole ,-11.7236466,33.6967390,Borehole or tubewell,
33278,Makupula,-10.9694452,33.7025686,Piped into public tap / standpipe / basin,
33279,Nkhalamuntheta,-10.7409151,34.0335949,Piped into public tap / standpipe / basin,
33280,Chikalamba,-11.0082540,33.8530934,Piped into public tap / standpipe / basin,
33283,Chatumbwa,-11.0243986,33.8523003,Piped into public tap / standpipe / basin,
33284,Chisovya,-10.9459373,33.9428453,Piped into public tap / standpipe / basin,
33285,Betha primary school water tap ,-10.8406518,34.0875206,Piped into public tap / standpipe / basin,
33287,Mthunzi borehole,-10.9430962,33.9756095,Borehole or tubewell,
33290,Chatumbwa Tap 17,-11.0177241,33.8431413,Piped into public tap / standpipe / basin,
33291,Chiunjika,-10.8229911,34.2040869,Unprotected spring,
33292,Gohoni,-10.8672552,33.9950530,Piped into public tap / standpipe / basin,
33293,Chikalamba,-11.0264525,33.8545016,Piped into public tap / standpipe / basin,
33294,Cheyeka,-10.9505435,33.7471393,Piped into public tap / standpipe / basin,
33295,Bwati,-10.9801036,33.7550015,Protected dug well,
33296,Chiwelewele borehole,-10.7317404,34.0408082,Borehole or tubewell,
33297,Bwati,-10.9716557,33.7613182,Borehole or tubewell,
33298,Mjuma,-10.9558938,33.7630299,Borehole or tubewell,
33299,Duru,-11.2571500,33.9584700,Protected dug well,
33301,Mbulakusamba,-10.7544468,34.0355599,Piped into public tap / standpipe / basin,
33302,Chikalamba,-11.0152935,33.8487367,Piped into public tap / standpipe / basin,
33303,Kango,-10.8589691,33.9914611,Piped into public tap / standpipe / basin,
33304,Mbulakusamba,-10.7518643,34.0343746,Protected dug well,
33305,Lurarwe,-10.9549988,33.5905262,Borehole or tubewell,
33307,Sopela borehole,-10.9235842,34.0318151,Borehole or tubewell,
33308,Kholoma,-10.7415332,34.0219132,Protected dug well,
33310,Chikalamba,-11.0075726,33.8441399,Borehole or tubewell,
33311,Chatumbwa,-11.0260859,33.8527688,Piped into public tap / standpipe / basin,
33314,Chikalamba,-11.0139068,33.8527117,Piped into public tap / standpipe / basin,
33315,Bongololo,-10.9751943,33.7441043,Borehole or tubewell,
33316,Chandamale primary school waterpoint,-11.0173551,33.8439804,Piped into public tap / standpipe / basin,
33317,Masanika,-10.9953357,33.7664704,Piped into public tap / standpipe / basin,
33318,Mjuma,-10.9640551,33.7540814,Piped into public tap / standpipe / basin,
33319,Bongololo,-10.9771767,33.7402914,Piped into public tap / standpipe / basin,
33320,Mlongoti,-11.0260681,33.8685508,Piped into public tap / standpipe / basin,
33321,Bulaula,-10.9714089,33.9595861,Borehole or tubewell,
33323,Kapungamasuku,-11.0136197,34.0699024,Protected dug well,
33324,Chakoma,-10.9218266,33.7409813,Piped into public tap / standpipe / basin,
33325,Chikalamba,-11.0261425,33.8535924,Piped into public tap / standpipe / basin,
33326,Chatumbwa,-11.0259183,33.8494650,Piped into public tap / standpipe / basin,
33327,Makupula,-10.9638239,33.6857778,Piped into public tap / standpipe / basin,
33328,Masanika,-10.9946939,33.7653803,Protected dug well,
33330,Yaulungu,-10.8677621,33.9921955,Piped into public tap / standpipe / basin,
33332,Jalira,-11.0298179,33.7403412,Piped into public tap / standpipe / basin,
33334,Aunt Mwiza Lodge,-9.9368230,33.9261400,Borehole or tubewell,
33336,Chikalamba,-11.0152647,33.8487231,Piped into public tap / standpipe / basin,
33337,Muthuzi,-10.9925794,33.7631877,Piped into public tap / standpipe / basin,
