name,description,type,depth,vulnerability,fid,lat,lon
,,Borehole or tubewell,0,no risk,29505,-9.9201294,33.8924131
Thomu Kumwenda borehole,Near malayina trees ,Borehole or tubewell,0,no risk,29506,-11.1069724,33.7224513
Ndamila Chione borehole ,Near Muwale big tree ,Borehole or tubewell,0,no risk,29508,-11.2623876,33.9304008
Vibangalala FP School water point2,Within the school compound ,Borehole or tubewell,0,no risk,29513,-12.2325882,33.4836738
,,Borehole or tubewell,0,no risk,29519,-9.9794290,33.9252519
Mitwell Banda shallow well. ,West of Kanyenyezi school 120m near Mitwell Banda shallow well.,Protected dug well,0,no risk,29523,-12.2238605,33.3950851
Chinkhando Banda Borehole. ,North of kalwande ccap church 200m Chinkhando Banda Borehole. ,Borehole or tubewell,0,no risk,29524,-12.2144504,33.4486917
,,Borehole or tubewell,0,no risk,29525,-11.3828638,33.4352464
Nancy Moyo Well ,Near Chipando stream ,Protected dug well,0,no risk,29528,-11.4679517,33.7419122
Chimfwembe mzia borehole,Near antihill,Borehole or tubewell,0,no risk,29530,-11.5219592,33.4258791
Stowell Gondwe tap ,Near mango tree ,Piped into yard/plot,0,no risk,29541,-11.0218724,33.8520452
Sumayiri borehole ,Along manyalen road ,Borehole or tubewell,0,no risk,29545,-11.4827394,33.7897384
Jeremiah village borehole ,Near road passby to ehehlene ,Borehole or tubewell,0,no risk,29547,-12.2773714,33.5821246
James mumba borehole 2,Near chambo trading center ,Borehole or tubewell,0,no risk,29550,-11.2787902,33.8797850
Mwankenja 2 village waterpoint,Near Mango trees along M26,Borehole or tubewell,0,no risk,29553,-9.9434341,33.7756694
Msungamaji waterpoint,On kafinyeng'we stream,Surface water,0,no risk,29560,-10.0765081,33.7548615
Timeyo mkandwawire borehole ,Near palm tree ,Borehole or tubewell,0,no risk,29565,-11.2640117,33.9363650
Sichula Borehole , Near MASAF Road ,Borehole or tubewell,0,no risk,29569,-9.9642297,33.9229543
Gondwe Swallow Well ,Near gravel road to Lusako ,Protected dug well,0,no risk,29574,-9.8757346,33.8926497
Kasonkhwe primary school tap,Near head office ,Piped into public tap / standpipe / basin,0,no risk,29575,-10.7343174,34.0787233
Mwanyembe Swallow Well ,Near Mwanyembe graveyards ,Protected dug well,0,no risk,29576,-9.8782891,33.8904917
Mwalweni dugwell,Opposite big mango trees,Protected dug well,0,no risk,29577,-9.8631930,33.9086201
Mwakasungula borehole,Near lwasho river,Borehole or tubewell,0,no risk,29578,-10.0126887,33.9225576
Bundi tap,Near  mchenga road ,Piped into public tap / standpipe / basin,0,no risk,29580,-10.7336798,34.0736469
Joan msiska tap,Along the road from lura primary school to lura market ,Piped into public tap / standpipe / basin,0,no risk,29581,-10.7317191,34.0403530
Eunice Munthali ,Near Ng'onga housing office ,Piped into yard/plot,0,no risk,29583,-10.9463968,33.9459797
Mwakifwamba 3 waterpoint,Along Road to Karonga airport,Borehole or tubewell,0,no risk,29584,-9.9573768,33.9042140
Mwachirwa Tap 1,Near mango tree,Piped into public tap / standpipe / basin,0,no risk,29585,-11.0145830,33.8021803
Chagoma water point ,Near musipani tree,Protected dug well,0,no risk,29588,-11.2162647,33.8026590
Henjewele shallow well,Near mawelera stream ,Protected dug well,0,no risk,29590,-9.8739087,33.9097933
Mwalilino Swallow Well ,Near cocoa tree,Protected dug well,0,no risk,29591,-9.8774264,33.8916873
Mwenilondo CDSS Borehole ,Near Mwenilondo CDSS ,Borehole or tubewell,0,no risk,29592,-10.0017742,33.9243510
Mbemba borehole 1,Near mango tree,Borehole or tubewell,0,no risk,29593,-9.8703018,33.8553442
Grandson Ngwira's tap ,Near a tree ,Piped into yard/plot,0,no risk,29595,-10.9462786,33.9317541
Kamatangombe  vge borehole,Close to road to mhuju,Borehole or tubewell,0,no risk,29598,-10.9309804,33.9566586
Mdimwa Tembo water point,Near kesha trees ,Borehole or tubewell,0,no risk,29600,-11.2151396,33.7880590
Betere primary school water point,At Betere primary school,Borehole or tubewell,0,no risk,29604,-11.0579988,33.7172842
Vibangalala EPA office water point ,Behind office block about 20metres ,Protected dug well,0,no risk,29607,-12.2304520,33.4880831
Chimukhwabu borehole ,Near Betele full primary school ,Borehole or tubewell,0,no risk,29609,-11.0672545,33.7116202
Chamala,Near chilulu school,Borehole or tubewell,0,no risk,29612,-10.9153049,33.9651104
Mwayoba Mwanganda water point 2,Near Chaminade forrest,Borehole or tubewell,0,no risk,29614,-9.9531041,33.8823517
Malema 3 waterpoint 4,Near Nsangu tree,Borehole or tubewell,0,no risk,29616,-9.9620119,33.8784002
Malema 3 waterpoint 3,Near Malema 3 CBCC,Borehole or tubewell,0,no risk,29617,-9.9649509,33.8775836
Lusuntha borehole ,Near Betele full primary school ,Borehole or tubewell,0,no risk,29620,-11.0680986,33.7206175
Mwachanda Muslim center water point,At mwachanda mosque ,Borehole or tubewell,0,no risk,29621,-10.9729197,33.6836361
Kaiphangire water point,Near Nyandugu estate,Borehole or tubewell,0,no risk,29622,-10.9993072,33.7418515
Kapeta  water point ,200 metres  from the trading centre ,Piped into public tap / standpipe / basin,0,no risk,29624,-10.9419122,33.9351673
Mwatumala borehore,Opposite big Msangu sangu tree,Borehole or tubewell,0,no risk,29629,-9.9210526,33.8815810
Chikwetu borehole ,1200 metres away from Betele primary school ,Borehole or tubewell,0,no risk,29630,-11.0645149,33.7269905
Lumyamya tap,100m away from Ng'onga trading centre ,Piped into public tap / standpipe / basin,0,no risk,29631,-10.9408806,33.9373779
Adija waterpoint,At Adija mosque along the way to sokolo,Borehole or tubewell,0,no risk,29632,-10.9262199,33.6680590
Chivundiko water point,Near bolero police,Borehole or tubewell,0,no risk,29633,-10.9887097,33.7439352
Waliro primary school borehole ,Near waliro primary school along mwazisi kamphenda road ,Borehole or tubewell,0,no risk,29634,-11.0060455,33.5835024
Mbwili waterpoint 3,Near Nsangu tree,Borehole or tubewell,0,no risk,29635,-9.9465226,33.8723893
Mbwili waterpoint 4,Near Nsangu tree,Piped into public tap / standpipe / basin,0,no risk,29636,-9.9468544,33.8722728
 kapyolambavi prison farm water point,At kapyolambavi prison farm,Borehole or tubewell,0,no risk,29637,-11.0247227,33.6920244
Mazinga communal tap,Close to village head Mazinga house,Piped into public tap / standpipe / basin,0,no risk,29639,-10.8286542,34.2043549
Bongololo 1 water point,Near bolero primary school,Borehole or tubewell,0,no risk,29640,-10.9715799,33.7400408
Chiunjika communal tap ,Close to mfulu storage tank ,Piped into public tap / standpipe / basin,0,no risk,29641,-10.8238242,34.2015490
Kalumbambo communal tap ,Close to mfulu storage tank ,Piped into public tap / standpipe / basin,0,no risk,29642,-10.8224789,34.2002681
Chatumbama communal tap,Close to zunga school,Piped into public tap / standpipe / basin,0,no risk,29643,-10.8389309,34.2094044
Gomeka communal tap ,Close to zunga school ,Piped into public tap / standpipe / basin,0,no risk,29644,-10.8411419,34.2107283
Edward Chahomwa water point,Near Dindi Hall,Protected dug well,0,no risk,29645,-12.1368374,33.4702814
Katete communal tap,500 meters from mfulu center,Piped into public tap / standpipe / basin,0,no risk,29646,-10.8252399,34.2034624
Zayi water point,Close to zunga school ,Borehole or tubewell,0,no risk,29647,-10.8434429,34.2113538
Kaponda,Between Cassava farm ,Protected dug well,0,no risk,29648,-9.9268775,33.8746297
Chipakama borehole,Near Kapiri fumu hills,Borehole or tubewell,0,no risk,29651,-10.0373481,33.8273768
Mzumbwa borehole ,Near Mzumbwa village ,Borehole or tubewell,0,no risk,29652,-10.9753044,33.9726091
Zunga Catholic Church tap,Close to zunga Catholic Church ,Piped into public tap / standpipe / basin,0,no risk,29653,-10.8460569,34.2116548
Chinombo msiska,Chiwelewele  village ,Piped into public tap / standpipe / basin,0,no risk,29655,-10.7348883,34.0379019
Mwakwana,Close to two small guava trees,Protected dug well,0.97998046875,high risk,29656,-9.9287979,33.8740728
Mr chidikizga's shallow well,Near African Church ,Protected dug well,0,no risk,29658,-10.7638702,34.0913568
Mbiwi borehole ,Near kachilamani village ,Borehole or tubewell,0,no risk,29659,-10.9806425,33.9752706
Makumbo fp school,Near RC Churh,Borehole or tubewell,0,no risk,29660,-12.1993795,33.7466298
Michael Simbeye Swallow Well ,Near Chausiku river,Protected dug well,0,no risk,29666,-9.8830049,33.8886136
Makwana,Close to Gemalaina tree,Protected dug well,0,no risk,29667,-9.9273328,33.8721740
Mbale's borehole,Along Mwesha river,Borehole or tubewell,0,no risk,29668,-10.0470932,33.8218082
  Mwenilondo school borehole,Near  mwenilondo primary school,Borehole or tubewell,0,no risk,29669,-10.0039466,33.9298530
Chikalamba,,Piped into public tap / standpipe / basin,0,no risk,29670,-11.0168452,33.8567228
Chilongozi borehole ,30 meters away before Bolero magestrate court ,Borehole or tubewell,0,no risk,29671,-10.9766394,33.7461289
Mwanjala,Near Cassava farm ,Protected dug well,0,no risk,29673,-9.9274378,33.8721413
Thomas Chiwaka,Near the main road to songwe boarder,Protected dug well,0,no risk,29674,-9.8779541,33.9038166
Bless Mwamusamili,Near mango tree,Protected dug well,0,no risk,29676,-9.8768066,33.9041179
Mwenilondo vet station borehole,Along lwasho river,Borehole or tubewell,0,no risk,29678,-10.0113717,33.9306508
St Joseph school borehole,At St Joseph school,Borehole or tubewell,0,no risk,29680,-10.0286835,33.8285819
Chakwera,Near the hill,Borehole or tubewell,0,no risk,29681,-11.0331724,33.9096789
Lura primary school tap,Along the road to mlirasambo village,Piped into public tap / standpipe / basin,0,no risk,29684,-10.7364946,34.0344219
Muhungwa,,Protected dug well,0,no risk,29687,-10.9870981,33.6154355
Kenneth Mkwala,Near M1 road to songwe boarder,Protected dug well,0.118408203125,no risk,29691,-9.8802290,33.9021191
Kalalamuka borehole,Near bluegham,Borehole or tubewell,0,no risk,29692,-9.9596772,33.8085036
Mwanjala dugwell,Near big Mshunguti tree,Protected dug well,0,no risk,29693,-9.8809369,33.9007047
Nachanya Swallow Well ,Near bluegum trees,Protected dug well,0,no risk,29695,-9.8569892,33.9058402
Smart Msiska,Near Cassava Farm,Protected dug well,0,no risk,29696,-9.8891948,33.8872825
Visenth school borehole ,Near visenth football ground ,Borehole or tubewell,0,no risk,29697,-11.6582419,33.5311072
Mwalupondo Borehole,Near Belo hill,Borehole or tubewell,0,no risk,29698,-9.9600084,33.8120082
Mbalambala shallow well ,GVH MBALAMBALA ,Protected dug well,0,no risk,29699,-12.2063501,33.7489776
Mwamlowe,,Piped into public tap / standpipe / basin,0,no risk,29700,-10.7723152,34.2037008
Luhanga dug well,Near sangaluka market,Protected dug well,0,no risk,29701,-9.8780350,33.9011668
Mwakifwamba waterpoint,Near bluegham trees,Borehole or tubewell,0,no risk,29702,-9.9595845,33.8834293
Ru2 chool water point,Near st patricks seminary school,Borehole or tubewell,0,no risk,29704,-11.0281090,33.8727604
Mjinyuka water point ,Along kamphenda road ,Borehole or tubewell,0,no risk,29706,-11.0380478,33.6188880
Malema 3 waterpoint 1,Near bluegham tree,Borehole or tubewell,0,no risk,29707,-9.9627707,33.8762120
Kalinga dugwell ,Near big reeds,Unprotected dug well,0,no risk,29708,-9.8793725,33.8981102
Mwakhwawa Swallow Well ,Near Mango tree,Protected dug well,0,no risk,29709,-9.8626302,33.8995484
Luhanga's tap,Near an orange tree ,Piped into yard/plot,0,no risk,29710,-10.9484558,33.9312038
Chilumbalwanja bowe 1 water point ,Along kazuni road ,Borehole or tubewell,0,no risk,29711,-11.0977848,33.6900362
Tinkhani Harawa's Borehole ,Near new apostolic Church ,Protected dug well,0,no risk,29713,-10.7403843,34.0926439
Oswin Luhanga ,Near Sangalukagha Market,Protected dug well,0,no risk,29715,-9.8763734,33.9019306
Tyson Mwamusamali ,Near big mango tree,Borehole or tubewell,0,no risk,29716,-9.8757015,33.9060939
Mole mkandawires tap ,Near kasha tree ,Piped into yard/plot,0,no risk,29719,-10.9777587,33.7461312
Mazizya tap,Near lura football ground,Piped into public tap / standpipe / basin,0,no risk,29720,-10.7305963,34.0422557
Estery mwagona tap,Opposite lura trading centre ,Piped into public tap / standpipe / basin,0,no risk,29721,-10.7311667,34.0422875
Nyachihana tap,Close to banana of gogo chihana,Piped into public tap / standpipe / basin,0,no risk,29722,-10.7379794,34.0426564
Jappie mhango tap,Along the road from WUA office to TA mwalweni ,Piped into public tap / standpipe / basin,0,no risk,29724,-10.7358865,34.0402954
Lidiness Msowoya's tap ,40m away from Bonface Ngwira 's tap ,Piped into yard/plot,0,no risk,29725,-10.9468977,33.9313861
Yakamala borehole,Near me we Tree,Borehole or tubewell,0,no risk,29728,-11.0122455,33.6168892
Kapingiri waterpoint,Near Lundu CBCC,Borehole or tubewell,0,no risk,29729,-10.9260300,33.7388875
Yaulungu tap,Close to a mango tree,Piped into public tap / standpipe / basin,0,no risk,29730,-10.8674664,33.9848442
Mwalwanda dugwell,Opposite the lake and big mango trees,Protected dug well,0,no risk,29731,-9.8693721,33.9116215
Kamphenda CDSS Water point ,At kamphenda CDSS,Borehole or tubewell,0,no risk,29732,-11.0406040,33.5806811
Kandondo dugwell,Near the lake and the blue gam,Protected dug well,0,no risk,29735,-9.8678563,33.9094422
Peston Gondwe dugwell ,Opposite Mshunguti tree ,Protected dug well,0,no risk,29738,-9.9087968,33.8787561
Kadomeka tembo borehole ,Near visenth mzalagwe road ,Borehole or tubewell,0,no risk,29739,-11.6524832,33.5480617
Kamanga Borehole ,Near Mbwangwa River ,Borehole or tubewell,0,no risk,29740,-9.9881724,33.9140412
Aram jere borehore ,Close to jehova witness church ,Borehole or tubewell,0,no risk,29744,-11.2862072,33.6084621
Mbuluundi borehole,Near the road from Kasele School to Luhono,Borehole or tubewell,0,no risk,29745,-10.9984237,33.6169118
Simbeye Renison Swallow Well ,Near ESCOM powerlines,Protected dug well,0,no risk,29746,-9.8758067,33.8872637
Kamundavwa tap,Near mango tree,Piped into public tap / standpipe / basin,0,no risk,29747,-11.1622487,33.9568389
Kandondo 2,Opposite big mango tree ,Protected dug well,0,no risk,29748,-9.8664900,33.9073426
Athon Chihauli,Near  mango trees,Protected dug well,0,no risk,29749,-9.8653938,33.9102380
Mwentanga,In the middle of Cassava farm ,Unprotected dug well,0,no risk,29751,-9.9192034,33.8722140
Getrude Gondwe dugwell,Opposite big mango trees ,Protected dug well,0,no risk,29752,-9.9098293,33.8803960
Losa chavula tap,Along the road from lura trading  to kasonkhwe primary school ,Piped into public tap / standpipe / basin,0,no risk,29753,-10.7285344,34.0452188
Yakamala borehole,Near the road to Mwazisi,Borehole or tubewell,0,no risk,29754,-11.0094162,33.5837819
Prescott mhango tap,Along the road from WUA office to TA  mwalweni house,Piped into public tap / standpipe / basin,0,no risk,29755,-10.7389626,34.0421655
Wilson Mwalwanda dugwell,Opposite guava trees,Protected dug well,0,no risk,29757,-9.9106231,33.8789916
Mwesha borehole,Near Kasikizi School,Borehole or tubewell,0,no risk,29759,-10.0033125,33.8290987
SGVH zgalunga tap,Near zgalunga house,Piped into public tap / standpipe / basin,0,no risk,29760,-10.9786626,33.8243091
Mtalibonga tap,Near Mtalibonga house,Piped into public tap / standpipe / basin,0,no risk,29762,-10.9748141,33.8259137
Maphungulu Borehole ,Near Maphungulu River ,Borehole or tubewell,0,no risk,29764,-10.0130220,33.9039561
Mwabuwila tap 2,Near mbiliwizi river ,Piped into public tap / standpipe / basin,0,no risk,29765,-10.9841855,33.8166707
Mtakwa water point ,Near sinjiliheni primary school ,Borehole or tubewell,0,no risk,29766,-11.0283285,33.5572223
Jack issia water point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,29768,-11.0271099,33.8495274
Kayola full primary school borehole ,Near kayola primary school ,Borehole or tubewell,0,no risk,29769,-10.9821920,33.5827159
Mwakwama borehole,Near Makwana clinic,Borehole or tubewell,0,no risk,29772,-9.9259633,33.8680552
Manase shallow well ,Near chikali river ,Protected dug well,0,no risk,29775,-10.7486494,34.0746643
Zung'Uzu water point ,Near kamphenda primary school ,Borehole or tubewell,0,no risk,29776,-11.0401424,33.5825278
