country_code,fid,name,education_level,school_year,source,school_id,amenity,lat,lon,depth,vulnerability
ETH,513,EDGET CHORA SECONDARY SCHOOL,,,,,,9.033,38.879,0,no risk
ETH,514,,,,,,,8.884,38.816,0,no risk
ETH,515,AASTU University,,,,,,8.884,38.811,0,no risk
ETH,516,Hachalu Secondary School,,,,,,8.88,38.765,0,no risk
ETH,517,Dejazmach Fik'Re Maryam Andenya Dereja School,,,,,,8.8,38.9,0,no risk
ETH,518,,,,,,,9.038,38.773,0,no risk
ETH,519,,,,,,,9.038,38.777,0,no risk
ETH,520,Hillside School,,,,,,9.028,38.833,0,no risk
ETH,521,,,,,,,8.806,37.893,0,no risk
ETH,522,Dej. Balcha Abanefso Comprehensive Secondary And Preparatory School,,,,,,9.014,38.733,0,no risk
ETH,523,,,,,,,9.02,38.73,0,no risk
ETH,524,Metebaber Primary School,,,,,,9.023,38.729,0,no risk
ETH,525,School Of Indiana,,,,,,8.869,38.805,0,no risk
ETH,526,Dej. Wondirad Preparatory School,,,,,,9.034,38.832,0,no risk
ETH,527,Dejazmach Wondirad Preparatory School,,,,,,9.036,38.832,0,no risk
ETH,528,,,,,,,9.012,38.808,0,no risk
ETH,529,Real Vision Academy,,,,,,8.873,38.768,0,no risk
ETH,530,Kitty,,,,,,9.022,38.73,0,no risk
ETH,531,Royal University College Piazza,,,,,,9.033,38.754,0,no risk
ETH,532,,,,,,,9.031,38.762,0,no risk
ETH,533,ACIPH,,,,,,9.029,38.877,0,no risk
ETH,534,Damat Hotel And Business collage,,,,,,9.039,38.75,0,no risk
ETH,535,,,,,,,9.037,38.751,0,no risk
ETH,536,AAU CBE,,,,,,9.047,38.763,0,no risk
ETH,537,,,,,,,8.954,38.766,0,no risk
ETH,538,Gambella university,,,,,,8.24,34.606,0,no risk
ETH,539,Admas walelegn,,,,,,9.018,38.797,0,no risk
ETH,540,Yenegew Sew TVET Institute,,,,,,8.865,38.787,0,no risk
ETH,541,Selam Technical and Vocational College,,,,,,9.045,38.835,0,no risk
ETH,542,Ethipian Technical University (ETU),,,,,,9.027,38.824,0,no risk
ETH,543,,,,,,,9.014,38.731,0,no risk
ETH,544,Kotebe College of Teacher's Education,,,,,,9.039,38.838,0,no risk
ETH,545,Kotebe Metropolitan University,,,,,,9.038,38.837,0,no risk
ETH,546,Kotebe University of Education,,,,,,9.038,38.838,0,no risk
ETH,547,,,,,,,9.037,38.838,0,no risk
ETH,548,Lebu Bright Academy,,,,,,8.949,38.731,0,no risk
ETH,549,Rift Valley University,,,,,,8.539,39.264,0,no risk
ETH,550,Brightside International Academy - Primary,,,,,,8.936,38.655,0,no risk
ETH,551,,,,,,,8.923,38.652,0,no risk
ETH,552,Seattle academy 9-12 branch,,,,,,8.897,38.775,0,no risk
ETH,553,Seattle academy,,,,,,8.897,38.776,0,no risk
ETH,554,Ethio National School,,,,,,8.894,38.773,0,no risk
ETH,555,Derartu Tulu School,,,,,,8.888,38.782,0,no risk
ETH,556,Khulefa'urashidin School,,,,,,8.54,39.276,0,no risk
ETH,557,Harambe University,,,,,,8.548,39.278,0,no risk
ETH,558,Adama Vocational College,,,,,,8.555,39.275,0,no risk
ETH,559,,,,,,,8.952,38.712,0,no risk
ETH,560,,,,,,,8.955,38.692,0,no risk
ETH,561,,,,,,,8.958,38.69,0,no risk
ETH,562,,,,,,,9.005,38.743,0,no risk
ETH,563,Africa union secondary school,,,,,,9.005,38.737,0,no risk
ETH,564,,,,,,,9.013,38.73,0,no risk
ETH,565,School of tomorrow (SOT) KG,,,,,,9.05,38.726,0,no risk
ETH,566,,,,,,,9.048,38.711,0,no risk
ETH,567,Ewuket Wogene primary school,,,,,,9.036,38.714,0,no risk
ETH,568,Nejashi Academy,,,,,,9.042,38.744,0,no risk
ETH,569,New Era Public Shool,,,,,,9.039,38.751,0,no risk
ETH,570,አብዲ ኖኖ የመጀመሪያ ደረጃ ት/ቤት Abdi Nono Primary School,,,,,,9.029,38.662,0,no risk
ETH,571,,,,,,,9.003,38.676,0,no risk
ETH,572,Alfa,,,,,,9.005,38.673,0,no risk
ETH,573,,,,,,,9.037,38.673,0,no risk
ETH,574,,,,,,,9.034,38.705,0,no risk
ETH,575,Asko Home,,,,,,9.068,38.695,0,no risk
ETH,576,,,,,,,8.957,38.771,0,no risk
ETH,577,Rift Valley University,,,,,,8.539,39.264,0,no risk
ETH,578,Bethel Medical College,,,,,,8.937,38.654,0,no risk
ETH,579,,,,,,,8.953,38.696,0,no risk
ETH,580,,,,,,,9.006,38.742,0,no risk
ETH,581,,,,,,,9.011,38.737,0,no risk
ETH,582,St Mary College GRE Testing,,,,,,9.008,38.742,0,no risk
ETH,583,Chair of Housing,,,,,,9.013,38.73,0,no risk
ETH,584,Admas University And College Akaki Kality Branch,,,,,,8.93,38.768,0,no risk
ETH,585,Frehiwot Secondary School (no.2),,,,,,8.966,38.765,0,no risk
ETH,586,,,,,,,8.978,38.761,0,no risk
ETH,587,FTA,,,,,,8.983,38.766,0,no risk
ETH,588,Bethlehem School,,,,,,8.748,38.959,0,no risk
ETH,589,BTVS Preparatory School,,,,,,8.751,38.964,0,no risk
ETH,590,,,,,,,8.751,38.98,0,no risk
ETH,591,Bole Arabsa scgool,,,,,,8.98,38.887,0,no risk
ETH,592,Riftvally Univerisity,,,,,,8.667,39.443,0,no risk
ETH,593,Chereti Primary School,,,,,,8.808,39.14,0,no risk
ETH,594,Qiltu primary school,,,,,,8.714,39.144,0,no risk
ETH,595,Central Baja Primary School 1-4,,,,,,8.737,39.151,0,no risk
ETH,596,,,,,,,9.022,38.738,0,no risk
ETH,597,Gelila Primary School,,,,,,9.024,38.728,0,no risk
ETH,598,sent Joseph Catholic secondary school,,,,,,8.284,37.777,0,no risk
ETH,599,High School,,,,,,8.319,38.551,0,no risk
ETH,600,Neway Challenge Academy,,,,,,8.95,38.732,0,no risk
ETH,601,School of Redemption,,,,,,8.95,38.719,0,no risk
ETH,602,Sanford School,,,,,,8.95,38.725,0,no risk
ETH,603,Wudassie Day Care,,,,,,8.977,38.763,0,no risk
ETH,604,,,,,,,6.956,35.555,0,no risk
ETH,605,Mizan-Tepi University(Main door),,,,,,6.971,35.57,0,no risk
ETH,606,Mizan-Aman Health science College Entry,,,,,,6.948,35.549,0,no risk
ETH,607,Mizan-Aman Health science College,,,,,,6.948,35.548,0,no risk
ETH,608,Jinka University,,,,,,5.775,36.541,0,no risk
ETH,609,,,,,,,8.936,38.724,0,no risk
ETH,610,,,,,,,8.498,38.019,0,no risk
ETH,611,Nejashi School,,,,,,8.538,39.274,0,no risk
ETH,612,Nafyad School,,,,,,8.539,39.264,0,no risk
ETH,613,Nafyad School,,,,,,8.538,39.264,0,no risk
ETH,614,Intellectual Schools,,,,,,8.929,38.663,0,no risk
ETH,615,,,,,,,13.112,38.483,0,no risk
ETH,616,,,,,,,13.393,38.454,0,no risk
ETH,617,Bekoji preparatory High school,,,,,,7.542,39.256,0,no risk
ETH,618,,,,,,,7.08,38.486,0,no risk
ETH,619,Dynamic academy,,,,,,6.413,38.292,0,no risk
ETH,620,,,,,,,6.524,38.714,0,no risk
ETH,621,Albert Institute,,,,,,9.033,38.751,0,no risk
ETH,622,School of Tomorrow (Gofa),,,,,,8.966,38.752,0,no risk
ETH,623,Shero Meda Technical School,,,,,,9.06,38.76,0,no risk
ETH,624,Dil Be Tigel Primary school,,,,,,9.061,38.759,0,no risk
ETH,625,Dil betigl elementary school,,,,,,9.062,38.76,0,no risk
ETH,626,የካቲት 12 መሰናዶ,,,,,,9.05,38.759,0,no risk
ETH,627,Genet KG School,,,,,,9.042,38.763,0,no risk
ETH,628,,,,,,,9.037,38.763,0,no risk
ETH,629,Dagmawi Minilik School,,,,,,9.036,38.759,0,no risk
ETH,630,LM international,,,,,,9.038,38.766,0,no risk
ETH,631,,,,,,,9.039,38.763,0,no risk
ETH,632,,,,,,,7.082,38.486,0,no risk
ETH,633,,,,,,,7.341,38.671,0,no risk
ETH,634,,,,,,,7.068,38.486,0,no risk
ETH,635,,,,,,,8.043,37.781,0,no risk
ETH,636,St. Gerorge school,,,,,,6.866,37.755,0,no risk
ETH,637,,,,,,,8.989,38.753,0,no risk
ETH,638,"Menen, Yekatit 12 School",,,,,,9.05,38.759,0,no risk
ETH,639,Ethiopian space science institute,,,,,,9.051,38.762,0,no risk
ETH,640,Esayam school,,,,,,9.041,38.852,0,no risk
ETH,641,,,,,,,8.499,38.019,0,no risk
ETH,642,Dilla university,,,,,,6.427,38.288,0,no risk
ETH,643,Eshetu Chole Building,,,,,,9.047,38.763,0,no risk
ETH,644,Old school Of Pharmacy/AAIT office & lounge/,,,,,,9.04,38.762,0,no risk
ETH,645,,,,,,,7.081,38.486,0,no risk
ETH,646,Teferi Mekonen college,,,,,,9.051,38.765,0,no risk
ETH,647,entoto poly technic college,,,,,,9.051,38.765,0,no risk
ETH,648,Escoffier Hotel training Institute (Branch 3),,,,,,9.051,38.762,0,no risk
ETH,649,,,,,,,7.057,38.496,0,no risk
ETH,650,,,,,,,7.07,38.487,0,no risk
ETH,651,,,,,,,7.52,38.772,0,no risk
ETH,652,,,,,,,7.535,39.254,0,no risk
ETH,653,Mark youth Academy,,,,,,8.958,38.713,0,no risk
ETH,654,,,,,,,6.036,37.548,0,no risk
ETH,655,Adi Harush NRC Shool,,,,,,13.597,38.131,0,no risk
ETH,656,,,,,,,11.555,37.389,0,no risk
ETH,657,St. George’s School,,,,,,12.533,37.44,0,no risk
ETH,658,,,,,,,9.063,38.695,0,no risk
ETH,659,Meraf School,,,,,,9.068,38.717,0,no risk
ETH,660,Asko Home,,,,,,9.068,38.695,0,no risk
ETH,661,,,,,,,12.26,37.625,0,no risk
ETH,662,Bahir dar university zenzelma campas,,,,,,11.643,37.46,0,no risk
ETH,663,,,,,,,9.041,38.711,0,no risk
ETH,664,Ayer Tena SSS,,,,,,8.984,38.695,0,no risk
ETH,665,Millinium primary & secondary school,,,,,,9.041,38.711,0,no risk
ETH,666,,,,,,,13.658,38.153,0,no risk
ETH,667,,,,,,,7.1,38.624,0,no risk
ETH,668,,,,,,,9.025,38.734,0,no risk
ETH,669,vision acadamy,,,,,,9.004,38.811,0,no risk
ETH,670,Atronus School of Computer,,,,,,9.019,38.822,0,no risk
ETH,671,Adams Universitiy megenagna campus,,,,,,9.018,38.801,0,no risk
ETH,672,,,,,,,9.004,38.816,0,no risk
ETH,673,,,,,,,9.004,38.815,0,no risk
ETH,674,,,,,,,12.545,37.43,0,no risk
ETH,675,St. Marry Shool,,,,,,9.058,38.742,0,no risk
ETH,676,Belay zelke,,,,,,9.064,38.731,0,no risk
ETH,677,Fitawirari Lakedgh,,,,,,8.978,38.754,0,no risk
ETH,678,omedla school,,,,,,9.023,38.731,0,no risk
ETH,679,College of Agriculture and Environmental Sciences,,,,,,11.601,37.434,0,no risk
ETH,680,,,,,,,10.919,36.698,0,no risk
ETH,681,,,,,,,13.236,37.649,0,no risk
ETH,682,,,,,,,13.55,39.54,0,no risk
ETH,683,ቤት ትምህርቲ ዒላላ - Elala primarily & junior secondary  school,,,,,,13.511,39.483,0,no risk
ETH,684,Rift Valley University College,,,,,,8.99,38.793,0,no risk
ETH,685,Don Bosco Technical college  - ኮሌጅ ቴክኒክ ዶን ቦስኮ,,,,,,13.51,39.485,0,no risk
ETH,686,Don Bosco Technical college  - ኮሌጅ ቴክኒክ ዶን ቦስኮ,,,,,,13.51,39.485,0,no risk
ETH,687,Zaid kindergarten,,,,,,13.527,39.445,0,no risk
ETH,688,Agulae High school,,,,,,13.695,39.581,0,no risk
ETH,689,,,,,,,11.733,38.307,0,no risk
ETH,690,,,,,,,13.269,38.256,0,no risk
ETH,691,Tigray Art College ትግራይ ኪነጥበባት ኮሌጅ,,,,,,13.488,39.473,0,no risk
ETH,692,Mekelle Community School,,,,,,13.461,39.493,0,no risk
ETH,693,Mekelle University: Veterinary Campus,,,,,,13.465,39.467,0,no risk
ETH,694,,,,,,,13.583,39.122,0,no risk
ETH,695,,,,,,,13.684,39.543,0,no risk
ETH,696,,,,,,,13.749,39.55,0,no risk
ETH,697,Tsigereda Secondary School,,,,,,13.769,39.347,0,no risk
ETH,698,,,,,,,13.694,39.321,0,no risk
ETH,699,,,,,,,13.563,39.298,0,no risk
ETH,700,,,,,,,12.81,37.416,0,no risk
ETH,701,Mekelle University Endayesus Campus,,,,,,13.477,39.484,0,no risk
ETH,702,,,,,,,14.37,38.235,0,no risk
ETH,703,,,,,,,8.115,37.972,0,no risk
ETH,704,,,,,,,8.19,37.797,0,no risk
ETH,705,AdiGedena Primary School,,,,,,14.317,38.241,0,no risk
ETH,706,School,,,,,,8.172,38.44,0,no risk
ETH,707,,,,,,,8.06,38.468,0,no risk
ETH,708,Meja Lalu School,,,,,,8.159,38.719,0,no risk
ETH,709,Ethiopia tikdem primary school,,,,,,7.054,38.486,0,no risk
ETH,710,Jido School,,,,,,7.71,38.473,0,no risk
ETH,711,,,,,,,8.132,37.931,0,no risk
ETH,712,,,,,,,8.122,37.936,0,no risk
ETH,713,Hayole primary school,,,,,,7.034,38.489,0,no risk
ETH,714,Zion College of Technology & Business,,,,,,7.038,38.485,0,no risk
ETH,715,Lexi Side School,,,,,,7.037,38.493,0,no risk
ETH,716,South College,,,,,,7.033,38.495,0,no risk
ETH,717,,,,,,,7.027,38.487,0,no risk
ETH,718,,,,,,,7.044,38.504,0,no risk
ETH,719,,,,,,,7.049,38.512,0,no risk
ETH,720,Masinchi Primary school,,,,,,6.735,38.421,0,no risk
ETH,721,,,,,,,6.603,38.419,0,no risk
ETH,722,St. Daniel Comboni secondary and preparatory school,,,,,,7.045,38.469,0,no risk
ETH,723,Aleph Academy,,,,,,7.062,38.478,0,no risk
ETH,724,,,,,,,8.209,38.906,0,no risk
ETH,725,,,,,,,8.197,37.792,0,no risk
ETH,726,Hosaina Technical & Vocational College,,,,,,7.581,37.857,0,no risk
ETH,727,Hawassa Agricultural College,,,,,,7.053,38.471,0,no risk
ETH,728,,,,,,,7.056,38.472,0,no risk
ETH,729,Mount Olive School,,,,,,7.043,38.476,0,no risk
ETH,730,,,,,,,7.032,38.476,0,no risk
ETH,731,,,,,,,6.818,45.087,0,no risk
ETH,732,Sayid Moh'ed Abdile School,,,,,,5.953,43.544,0,no risk
ETH,733,,,,,,,5.95,43.554,0,no risk
ETH,734,,,,,,,5.94,43.561,0,no risk
ETH,735,,,,,,,5.945,43.551,0,no risk
ETH,736,,,,,,,7.931,39.132,0,no risk
ETH,737,Sheraro Comprehensive Primary School,,,,,,14.393,37.777,0,no risk
ETH,738,,,,,,,14.082,36.57,0,no risk
ETH,739,Adigrant University,,,,,,14.296,39.465,0,no risk
ETH,740,የማነ ገብረመስቀል ሙሉእ ቀዳማይ ብርኪ ቤት ት/ቲ Yemane G/Meskel Elementary School,,,,,,14.285,39.463,0,no risk
ETH,741,,,,,,,7.036,38.475,0,no risk
ETH,742,Ayder secondary school,,,,,,13.514,39.47,0,no risk
ETH,743,Weldu Nigusse Preparatory School,,,,,,13.473,39.54,0,no risk
ETH,744,,,,,,,13.63,38.992,0,no risk
ETH,745,Assosa High School,,,,,,10.06,34.537,0,no risk
ETH,746,Asosa University,,,,,,10.067,34.517,0,no risk
ETH,747,,,,,,,10.895,38.276,0,no risk
ETH,748,assosa university,,,,,,10.091,34.56,0,no risk
ETH,749,,,,,,,9.041,35.106,0,no risk
ETH,750,Lalo Aira secondary and preparatory school,,,,,,9.09,35.392,0,no risk
ETH,751,Hawassa University Institute of Technology,,,,,,7.048,38.499,0,no risk
ETH,752,,,,,,,14.171,37.724,0,no risk
ETH,753,አሶሳ ዪኒቨርሲቲ Assosa University (ASU),,,,,,10.089,34.559,0,no risk
ETH,754,,,,,,,13.479,39.461,0,no risk
ETH,755,,,,,,,14.171,37.724,0,no risk
ETH,756,,,,,,,14.172,37.729,0,no risk
ETH,757,,,,,,,13.52,39.326,0,no risk
ETH,758,,,,,,,11.13,39.224,0,no risk
ETH,759,Gaya Primary School,,,,,,11.0,39.202,0,no risk
ETH,760,Adi Shuhu Secondary School,,,,,,12.927,39.53,0,no risk
ETH,761,Islamic school,,,,,,12.63,39.033,0,no risk
ETH,762,primary school Dimtoo,,,,,,10.584,39.886,0,no risk
ETH,763,,,,,,,11.123,39.223,0,no risk
ETH,764,,,,,,,14.212,37.565,0,no risk
ETH,765,New English Private School (NEPS),,,,,,8.99,38.722,0,no risk
ETH,766,Wato secondary school,,,,,,8.928,38.656,0,no risk
ETH,767,Omega primary and secondary school,,,,,,8.999,38.719,0,no risk
ETH,768,,,,,,,11.575,39.532,0,no risk
ETH,769,,,,,,,13.145,37.897,0,no risk
ETH,770,,,,,,,11.063,38.54,0,no risk
ETH,771,Haik Preparatory and Genera Secondary School,,,,,,11.336,39.675,0,no risk
ETH,772,,,,,,,11.596,37.402,0,no risk
ETH,773,,,,,,,13.64,39.141,0,no risk
ETH,774,Rift Valley University,,,,,,11.601,37.369,0,no risk
ETH,775,ኣዴና ኣፀደ ህፃናት Adena Kindergarten,,,,,,14.278,39.469,0,no risk
ETH,776,,,,,,,13.472,37.633,0,no risk
ETH,777,,,,,,,9.303,39.233,0,no risk
ETH,778,,,,,,,9.004,38.801,0,no risk
ETH,779,UoG Maraki Campus square,,,,,,12.587,37.444,0,no risk
ETH,780,,,,,,,9.021,38.84,0,no risk
ETH,781,,,,,,,13.875,39.399,0,no risk
ETH,782,,,,,,,14.183,39.312,0,no risk
ETH,783,ፅንሰታ ለማርያም ላዕለዋይ 2ይ ብርኪ ቤት ት/ቲ Tsinseta Senior Secondary School,,,,,,14.278,39.467,0,no risk
ETH,784,ገንፈል ኮሌጅ,,,,,,14.279,39.467,0,no risk
ETH,785,Adigrat University,,,,,,14.3,39.471,0,no risk
ETH,786,,,,,,,13.8,39.448,0,no risk
ETH,787,Gol'a Elementary School,,,,,,14.283,39.482,0,no risk
ETH,788,Agazi Secondary School ኣግኣዚ ካልኣይ ብርኪ ቤት ትምህርቲ,,,,,,14.271,39.469,0,no risk
ETH,789,Fnote Birhan High school ፍኖተ-ብርሃን 2ይ ብርኪ ቤት ት/ቲ,,,,,,14.278,39.458,0,no risk
ETH,790,,,,,,,11.087,39.727,0,no risk
ETH,791,Saesi Secondary School,,,,,,14.295,39.552,0,no risk
ETH,792,Kiros Alemayoh High School,,,,,,13.964,39.596,0,no risk
ETH,793,Flipper International School - Beklobet,,,,,,8.998,38.762,0,no risk
ETH,794,University of Gondar ICT Office,,,,,,12.589,37.442,0,no risk
ETH,795,,,,,,,13.782,39.604,0,no risk
ETH,796,,,,,,,12.544,37.43,0,no risk
ETH,797,UoG Tewodros Campus Library,,,,,,12.588,37.441,0,no risk
ETH,798,,,,,,,13.827,39.629,0,no risk
ETH,799,,,,,,,13.886,39.6,0,no risk
ETH,800,Negash Secondary School,,,,,,13.89,39.603,0,no risk
ETH,801,,,,,,,13.568,39.077,0,no risk
ETH,802,,,,,,,13.654,39.295,0,no risk
ETH,803,,,,,,,13.63,39.287,0,no risk
ETH,804,,,,,,,13.782,39.604,0,no risk
ETH,805,,,,,,,10.351,37.718,0,no risk
ETH,806,ኢትዮ-ሌንስ ኮሌጅ Ethio-Lens Collage,,,,,,14.283,39.466,0,no risk
ETH,807,,,,,,,10.782,36.292,0,no risk
ETH,808,,,,,,,8.765,39.0,0,no risk
ETH,809,,,,,,,13.662,39.178,0,no risk
ETH,810,Yedget Chora High School,,,,,,9.033,38.879,0,no risk
ETH,811,,,,,,,13.649,39.225,0,no risk
ETH,812,,,,,,,13.568,39.113,0,no risk
ETH,813,,,,,,,13.601,39.269,0,no risk
ETH,814,,,,,,,13.601,39.156,0,no risk
ETH,815,Bahirdar university Zenzelma Campus,,,,,,11.621,37.461,0,no risk
ETH,816,Forestery College,,,,,,7.107,38.616,0,no risk
ETH,817,,,,,,,9.421,42.036,0,no risk
ETH,818,,,,,,,9.013,38.75,0,no risk
ETH,819,,,,,,,8.936,38.655,0,no risk
ETH,820,,,,,,,13.61,39.263,0,no risk
ETH,821,,,,,,,13.613,39.205,0,no risk
ETH,822,,,,,,,13.642,39.324,0,no risk
ETH,823,,,,,,,13.722,39.174,0,no risk
ETH,824,,,,,,,13.647,39.174,0,no risk
ETH,825,,,,,,,13.631,39.184,0,no risk
ETH,826,Abyot Ermja Or Mision School,,,,,,9.005,38.771,0,no risk
ETH,827,Primairy school,,,,,,11.056,37.313,0,no risk
ETH,828,Cecilia School- Alamura Branch,,,,,,7.023,38.49,0,no risk
ETH,829,Cecilia School - Menehariya Branch,,,,,,7.046,38.489,0,no risk
ETH,830,,,,,,,13.878,39.325,0,no risk
ETH,831,,,,,,,13.88,39.474,0,no risk
ETH,832,,,,,,,13.853,39.529,0,no risk
ETH,833,አቤኔዘር አካዳሚ Abenezer academy KG and Primary school,,,,,,8.879,38.767,0,no risk
ETH,834,B.M.B (Embutoch) Academy እንቡጦቹ አካዳሚ,,,,,,8.882,38.766,0,no risk
ETH,835,B.M.B (Embutoch) Academy እንቡጦቹ አካዳሚ,,,,,,8.881,38.766,0,no risk
ETH,836,,,,,,,13.887,39.601,0,no risk
ETH,837,,,,,,,9.039,38.758,0,no risk
ETH,838,,,,,,,8.989,38.756,0,no risk
ETH,839,,,,,,,8.974,38.744,0,no risk
ETH,840,,,,,,,8.938,38.747,0,no risk
ETH,841,,,,,,,3.766,39.229,0,no risk
ETH,842,Dagmawi tewedrose 1st level school,,,,,,11.851,38.016,0,no risk
ETH,843,Admas University College Kality Campus,,,,,,8.93,38.768,0,no risk
ETH,844,AASTU College of Biological and Chemical Engineering,,,,,,8.884,38.809,0,no risk
ETH,845,,,,,,,6.863,37.762,0,no risk
ETH,846,,,,,,,9.04,38.759,0,no risk
ETH,847,,,,,,,9.001,38.802,0,no risk
ETH,848,Engineering Solution Training Center,,,,,,8.954,38.762,0,no risk
ETH,849,,,,,,,9.037,38.757,0,no risk
ETH,850,,,,,,,13.492,39.463,0,no risk
ETH,851,,,,,,,9.597,37.847,0,no risk
ETH,852,,,,,,,8.982,37.864,0,no risk
ETH,853,,,,,,,9.598,37.844,0,no risk
ETH,854,,,,,,,3.46,39.555,0,no risk
ETH,855,Chora General Secondary School,,,,,,6.86,37.77,0,no risk
ETH,856,kechene debre selam,,,,,,9.057,38.75,0,no risk
ETH,857,Berkume Secondary and Preparatory School,,,,,,8.99,40.877,0,no risk
ETH,858,Eyes School,,,,,,13.577,39.54,0,no risk
ETH,859,Karamara Primary Public School,,,,,,9.02,38.735,0,no risk
ETH,860,TTC hawassa,,,,,,7.035,38.475,0,no risk
ETH,861,Arsema kindergarten,,,,,,6.42,38.297,0,no risk
ETH,862,Goro primary school,,,,,,8.995,38.827,0,no risk
ETH,863,Tana Haik High School,,,,,,11.6,37.371,0,no risk
ETH,864,Donbosco,,,,,,6.423,38.297,0,no risk
ETH,865,Donbosco,,,,,,6.427,38.297,0,no risk
ETH,866,,,,,,,9.676,39.545,0,no risk
ETH,867,Ayder Elementary & Junior school,,,,,,13.513,39.469,0,no risk
ETH,868,Beseka Secondary School,,,,,,8.88,38.785,0,no risk
ETH,869,Dilla high school,,,,,,6.407,38.307,0,no risk
ETH,870,Paradise valley college,,,,,,6.423,38.296,0,no risk
ETH,871,Sumera campus,,,,,,6.426,38.287,0,no risk
ETH,872,,,,,,,9.011,38.737,0,no risk
ETH,873,Assosa Kindergarten,,,,,,10.062,34.538,0,no risk
ETH,874,Debeli Primary School,,,,,,9.44,39.027,0,no risk
ETH,875,,,,,,,13.485,39.467,0,no risk
ETH,876,Shambel  Abebe Bikila Secondary School,,,,,,9.361,38.999,0,no risk
ETH,877,School,,,,,,5.244,44.731,0,no risk
ETH,878,UoG main Gate,,,,,,12.591,37.444,0,no risk
ETH,879,Yechilla Secondary School,,,,,,13.285,38.987,0,no risk
ETH,880,,,,,,,13.62,39.002,0,no risk
ETH,881,Assosa Primary School,,,,,,10.062,34.537,0,no risk
ETH,882,Assosa University,,,,,,10.089,34.56,0,no risk
ETH,883,Yechilla Public Primary School,,,,,,13.286,38.996,0,no risk
ETH,884,Flipper International School,,,,,,9.021,38.772,0,no risk
ETH,885,unity university,,,,,,9.014,38.716,0,no risk
ETH,886,One Planet International,,,,,,9.016,38.801,0,no risk
ETH,887,Aba Gebre Micheal school - ቤት ት/ቲ ኣባ ገብረ ሚካኤል,,,,,,13.481,39.463,0,no risk
ETH,888,,,,,,,9.024,36.449,0,no risk
ETH,889,,,,,,,8.979,36.439,0,no risk
ETH,890,,,,,,,10.148,36.533,0,no risk
ETH,891,,,,,,,10.954,36.787,0,no risk
ETH,892,,,,,,,10.926,36.757,0,no risk
ETH,893,,,,,,,10.767,36.559,0,no risk
ETH,894,,,,,,,10.737,36.642,0,no risk
ETH,895,,,,,,,11.025,37.444,0,no risk
ETH,896,,,,,,,11.055,37.43,0,no risk
ETH,897,,,,,,,10.515,37.619,0,no risk
ETH,898,,,,,,,10.757,38.085,0,no risk
ETH,899,,,,,,,10.803,37.989,0,no risk
ETH,900,,,,,,,10.803,37.937,0,no risk
ETH,901,,,,,,,10.824,38.26,0,no risk
ETH,902,,,,,,,11.297,38.405,0,no risk
ETH,903,,,,,,,10.646,38.142,0,no risk
ETH,904,,,,,,,10.741,38.075,0,no risk
ETH,905,,,,,,,10.896,38.004,0,no risk
ETH,906,,,,,,,10.892,38.273,0,no risk
ETH,907,,,,,,,9.078,38.757,0,no risk
ETH,908,,,,,,,13.276,38.273,0,no risk
ETH,909,Entoto Amba School,,,,,,9.064,38.761,0,no risk
ETH,910,,,,,,,13.146,38.382,0,no risk
ETH,911,,,,,,,9.292,36.312,0,no risk
ETH,912,,,,,,,9.174,36.462,0,no risk
ETH,913,,,,,,,9.315,36.371,0,no risk
ETH,914,,,,,,,9.329,36.332,0,no risk
ETH,915,,,,,,,13.113,38.274,0,no risk
ETH,916,,,,,,,8.857,35.658,0,no risk
ETH,917,,,,,,,8.846,35.65,0,no risk
ETH,918,Shimbet elementary school,,,,,,11.603,37.366,0,no risk
ETH,919,Bole Kale-Hiwot School,,,,,,8.979,38.775,0,no risk
ETH,920,Wisdom  Tour,,,,,,11.587,37.395,0,no risk
ETH,921,Gondar Teachers Teaching College,,,,,,12.607,37.457,0,no risk
ETH,922,,,,,,,9.013,38.729,0,no risk
ETH,923,,,,,,,9.183,42.387,0,no risk
ETH,924,,,,,,,9.325,39.286,0,no risk
ETH,925,Abune Basilouse primary School,,,,,,8.977,38.707,0,no risk
ETH,926,,,,,,,9.037,38.773,0,no risk
ETH,927,,,,,,,14.329,38.11,0,no risk
ETH,928,gerima teklehaymanot church,,,,,,8.437,38.567,0,no risk
ETH,929,Qudus Qur'an School,,,,,,8.548,39.263,0,no risk
ETH,930,Mana Barumsa Biiftuu Baatuu,,,,,,7.938,38.713,0,no risk
ETH,931,Ethiopia Institute of Technology - Mekelle (EIT-M),,,,,,13.481,39.486,0,no risk
ETH,932,"Bahir Dar University, BiT",,,,,,11.598,37.396,0,no risk
ETH,933,Splendor Academy,,,,,,8.743,38.971,0,no risk
ETH,934,Wisdom Tower,,,,,,11.587,37.396,0,no risk
ETH,935,Urji Beri School,,,,,,8.939,38.675,0,no risk
ETH,936,Abiyot Elementary School,,,,,,9.017,38.793,0,no risk
ETH,937,Addis International Academy,,,,,,8.986,38.799,0,no risk
ETH,938,Abune Gorgorios School,,,,,,8.951,38.716,0,no risk
ETH,939,Wachemo University,,,,,,7.554,37.884,0,no risk
ETH,940,Jigjiga Univerity Department of Anagement,,,,,,9.358,42.83,0,no risk
ETH,941,"Bahir Dar University, Yibab campus",,,,,,11.571,37.33,0,no risk
