country_code,fid,name,education_level,school_year,source,school_id,amenity,lat,lon,depth,vulnerability
ETH,457,Vision School,,,,,,9.01,38.849,0,no risk
ETH,458,Bole TVT Institute,,,,,,9.02,38.809,0,no risk
ETH,459,Rift Valley University Abichu Campus,,,,,,9.019,38.807,0,no risk
ETH,460,,,,,,,9.016,38.797,0,no risk
ETH,461,Admas,,,,,,9.018,38.797,0,no risk
ETH,462,Fountain of knowledge school,,,,,,9.017,38.838,0,no risk
ETH,463,Young Roots International School,,,,,,9.01,38.85,0,no risk
ETH,464,Safari Academy,,,,,,9.009,38.845,0,no risk
ETH,465,Gibson School Systems,,,,,,9.022,38.836,0,no risk
ETH,466,,,,,,,9.023,38.833,0,no risk
ETH,467,ECSU,,,,,,9.023,38.831,0,no risk
ETH,468,yelbe fana elementary school,,,,,,9.019,38.771,0,no risk
ETH,469,,,,,,,9.021,38.773,0,no risk
ETH,470,Swedish community school,,,,,,9.02,38.773,0,no risk
ETH,471,,,,,,,9.033,38.769,0,no risk
ETH,472,,,,,,,9.035,38.774,0,no risk
ETH,473,,,,,,,9.027,38.778,0,no risk
ETH,474,Edget behebret primary school,,,,,,9.013,38.752,0,no risk
ETH,475,,,,,,,9.023,38.79,0,no risk
ETH,476,,,,,,,9.021,38.787,0,no risk
ETH,477,,,,,,,9.021,38.787,0,no risk
ETH,478,Kids First Academy Kindergarten,,,,,,8.996,38.734,0,no risk
ETH,479,,,,,,,8.97,38.731,0,no risk
ETH,480,Admas University College (mekanisa branch ),,,,,,8.967,38.725,0,no risk
ETH,481,አምቦ ዪንቨርስቲ,,,,,,8.969,37.89,0,no risk
ETH,482,,,,,,,8.759,38.999,0,no risk
ETH,483,,,,,,,8.988,38.77,0,no risk
ETH,484,lunar college,,,,,,9.006,38.768,0,no risk
ETH,485,Gage college,,,,,,9.016,38.801,0,no risk
ETH,486,Silicon Valley College,,,,,,9.022,38.802,0,no risk
ETH,487,Rift Valley University College,,,,,,9.024,38.799,0,no risk
ETH,488,Cambridge Academy Ethiopia,,,,,,9.003,38.842,0,no risk
ETH,489,,,,,,,9.034,38.766,0,no risk
ETH,490,National Aviation College,,,,,,9.018,38.789,0,no risk
ETH,491,,,,,,,8.769,38.981,0,no risk
ETH,492,,,,,,,9.032,38.756,0,no risk
ETH,493,HiLCoE - school of computer science and technology,,,,,,9.03,38.762,0,no risk
ETH,494,,,,,,,9.029,38.756,0,no risk
ETH,495,lincon university college,,,,,,9.015,38.807,0,no risk
ETH,496,Ethio Parents School,,,,,,9.002,38.807,0,no risk
ETH,497,vision acadamy,,,,,,9.006,38.813,0,no risk
ETH,498,Beteseb Academy,,,,,,9.005,38.701,0,no risk
ETH,499,Al afia school,,,,,,9.033,38.695,0,no risk
ETH,500,Addis college,,,,,,9.025,38.789,0,no risk
ETH,501,,,,,,,9.029,38.779,0,no risk
ETH,502,,,,,,,9.027,38.779,0,no risk
ETH,503,Misraq Technical and Vocational College,,,,,,9.025,38.785,0,no risk
ETH,504,,,,,,,9.031,38.749,0,no risk
ETH,505,,,,,,,9.028,38.748,0,no risk
ETH,506,,,,,,,8.953,38.767,0,no risk
ETH,507,,,,,,,8.987,38.849,0,no risk
ETH,508,,,,,,,8.986,38.85,0,no risk
ETH,509,Aastu registerar,,,,,,8.885,38.81,0,no risk
ETH,510,Aastu registeral,,,,,,8.889,38.81,0,no risk
ETH,511,,,,,,,8.353,36.644,0,no risk
ETH,512,,,,,,,8.411,36.481,0,no risk
