country_code,fid,name,lat,lon,education_level,school_year,source,vulnerability,depth,school_id,amenity
MWI,600062,Mwazizi CDSS,-10.941412,33.577583,Secondary,,government,no risk,0,,
MWI,600064,Chankhomi CDSS,-11.018072,33.850312,Secondary,,government,no risk,0,,
MWI,600065,Chirambo CDSS,-10.971884,33.712827,Secondary,,government,no risk,0,,
MWI,600066,Chikwawa CDSS,-10.999772,33.747868,Secondary,,government,no risk,0,,
MWI,600068,Kamphenda CDSS,-11.039682,33.582481,Secondary,,government,no risk,0,,
MWI,600070,St. Patricks Seminary,-11.024422,33.871448,Secondary,,government,no risk,0,,
MWI,600071,Nyika Pvt. Secondary School,-11.018238,33.846988,Secondary,,government,no risk,0,,
MWI,600072,Rukuru Pvt. Secondary School,-11.023869,33.843377,Secondary,,government,no risk,0,,
MWI,600073,Mphompha CDSS,-10.997276,34.07585,Secondary,,government,no risk,0,,
MWI,600075,Chitimba CDSS,-10.595191,34.166675,Secondary,,government,no risk,0,,
MWI,600077,Nkhomboli CDSS,-10.765872,34.033121,Secondary,,government,no risk,0,,
MWI,600078,Mkombezi CDSS,-10.956422,33.986351,Secondary,,government,no risk,0,,
MWI,600079,Lura CDSS,-10.727751,34.047617,Secondary,,government,no risk,0,,
MWI,600081,Mlowe CDSS,-10.78,34.206663,Secondary,,government,no risk,0,,
MWI,600082,Phwezi Boys Pvt. Secondary,-10.886368,34.045116,Secondary,,government,no risk,0,,
MWI,600083,Phwezi Girls Pvt. Secondary,-10.885086,34.043284,Secondary,,government,high risk,4.55419921875,,
MWI,600084,Henga Pvt. Secondary School,-10.907265,33.963236,Secondary,,government,no risk,0,,
MWI,600085,Pachichi Pvt. Secondary School,-10.915834,34.010897,Secondary,,government,no risk,0,,
MWI,600168,Livingstonia CDSS,-10.597012,34.103122,Secondary,,government,no risk,0,,
MWI,601361,Mandera Pvt Sec School,-11.03762,33.602485,Secondary,,government,no risk,0,,
MWI,601362,Our Future Pvt Sec School,-11.006955,33.856852,Secondary,,government,no risk,0,,
MWI,601368,Ngonga CDSS,-10.974894,33.922294,Secondary,,government,no risk,0,,
MWI,601415,Mhuju CDSS,-10.87367,33.986762,Secondary,,government,no risk,0,,
MWI,601621,Sasintha Mnozga,-11.013087,33.843162,Secondary,,government,no risk,0,,
MWI,601635,Jalawe CDSS,-10.737132,34.171843,Secondary,,government,no risk,0,,
MWI,602295,Bembe CDSS,-10.922729,33.625936,Secondary,,government,no risk,0,,
MWI,509430,Mlangali Sch,-10.91872481,33.97059194,Primary,,,no risk,0,,
MWI,606173,Bangwe CCAP Sch,-15.8399238659,35.0960631422,Primary,,government,no risk,0,500019,
MWI,606183,Bangwe CDSS,-15.817863,35.087077,Secondary,,government,no risk,0,601254,
MWI,606180,Bangwe Catholic Sch,-15.824718663,35.0883467819,Primary,,government,no risk,0,500020,
MWI,606178,Bangwe Day Sec School,-15.833243,35.095345,Secondary,,government,no risk,0,601252,
MWI,606181,Bangwe Islamic Pvt Sec School,-15.820817,35.084799,Secondary,,government,no risk,0,601125,
MWI,606080,Beacon High,-15.829567,35.002809,Secondary,,government,no risk,0,602035,
MWI,606069,Bedir High,-15.813152,35.044823,Secondary,,government,no risk,0,601507,
MWI,606159,Bilal Darul Uloom,-15.826944,35.073924,Secondary,,government,high risk,0.6351318359375,601502,
MWI,606104,Blantyre Girls Sch,-15.7814339116,35.0244875072,Primary,,government,no risk,0,500038,
MWI,606107,Blantyre Sec. School,-15.783309,35.029665,Secondary,,government,no risk,0,600821,
MWI,606138,Calvary Family Education Centre,-15.8186613449,35.0233515331,Primary,,government,no risk,0,505914,
MWI,606078,Catholic Institute Sch,-15.8044846404,35.0000611123,Primary,,government,no risk,0,500077,
MWI,606148,Chichiri Primary Sch,-15.8024654056,35.0438828858,Primary,,government,no risk,0,500207,
MWI,606147,Chichiri Sec. School,-15.799605,35.042426,Secondary,,government,no risk,0,600835,
MWI,606151,Chigumula CCAP Sch,-15.8600324359,35.053836234,Primary,,government,no risk,0,500242,
MWI,606152,Chigumula CDSS,-15.859103,35.054529,Secondary,,government,no risk,0,601253,
MWI,606052,Chilobwe Voc.,-15.8302066721,35.0034777319,Primary,,government,no risk,0,505912,
MWI,606026,Chilomoni Catholic Sch,-15.7739982116,34.9750733289,Primary,,government,no risk,0,500342,
MWI,606028,Chilomoni LEA Sch,-15.7788390723,34.9784379463,Primary,,government,no risk,0,500343,
MWI,606157,Chimaliro LEA,-15.8535728089,35.0701121624,Primary,,government,no risk,0,505693,
MWI,606055,Chimwankhunda CDSS,-15.826573,35.012688,Secondary,,government,no risk,0,600860,
MWI,606056,Chimwankhunda Sch,-15.8263387988,35.0120198293,Primary,,government,no risk,0,504569,
MWI,606102,Chirimba CDSS,-15.742911,35.018666,Secondary,,government,no risk,0,600822,
MWI,606101,Chirimba Sch,-15.7429172393,35.0171722464,Primary,,government,no risk,0,503234,
MWI,606182,Chisombezi LEA,-15.8187266089,35.0903777633,Primary,,government,no risk,0,505660,
MWI,606141,Chitawira Sch,-15.810531947,35.025402562,Primary,,government,no risk,0,500541,
MWI,606112,Chitsime Sch,-15.7676931344,35.0363754911,Primary,,government,no risk,0,500557,
MWI,606144,Divine Destiny Academy,-15.8197447729,35.0301277075,Primary,,government,no risk,0,505453,
MWI,606062,Divine Destiny Academy,-15.819819,35.031015,Secondary,,government,no risk,0,601542,
MWI,606137,Elishama pvt,-15.777395,35.027088,Secondary,,government,no risk,0,602028,
MWI,606048,Excel Pvt,-15.836835,35.047258,Secondary,,government,no risk,0,601565,
MWI,606174,Flying Eagle,-15.83971,35.096259,Secondary,,government,no risk,0,602029,
MWI,606171,Flying Eagle Foundation,-15.8414390321,35.0970971952,Primary,,government,no risk,0,506142,
MWI,606103,H H I Sch,-15.7839058109,35.0218309969,Primary,,government,no risk,0,503232,
MWI,606132,H.H.I Sec School,-15.782567,35.021636,Secondary,,government,no risk,0,601123,
MWI,606154,Jacaranda Pvt,-15.842184,35.059269,Secondary,,government,no risk,0,602030,
MWI,606109,Kameza LEA,-15.7302215881,35.0347513409,Primary,,government,no risk,0,505791,
MWI,606149,Kanjedza Sch,-15.81281604,35.0512841179,Primary,,government,no risk,0,500991,
MWI,606145,Kapeni Demonstration Sch,-15.8320098743,35.0403402528,Primary,,government,no risk,0,504545,
MWI,606044,Kings Victory Academy,-15.746649,34.998859,Secondary,,government,high risk,0.653564453125,602033,
MWI,606064,Lady Bird Pvt Seco School,-15.816438,35.038616,Secondary,,government,no risk,0,601188,
MWI,606030,Likhubula Sch,-15.7645831874,34.9881706745,Primary,,government,no risk,0,503231,
MWI,606150,Limbe CDSS,-15.817833,35.052286,Secondary,,government,no risk,0,600836,
MWI,606153,Limbe Primary Sch,-15.8085861772,35.05518542,Primary,,government,no risk,0,501325,
MWI,606041,Love of God Pvt Sec School,-15.744848,35.01123,Secondary,,government,no risk,0,601263,
MWI,606039,Lumbira CDSS,-15.778561,34.974982,Secondary,,government,no risk,0,601250,
MWI,606027,Lumbira Sch,-15.7801848077,34.9759024419,Primary,,government,no risk,0,501392,
MWI,606165,Madalitso Pvt,-15.842486,35.077075,Secondary,,government,no risk,0,601541,
MWI,606128,Makalanga Primary Sch,-15.7394947645,35.0931479993,Primary,,government,no risk,0,504568,
MWI,606114,Makata CCAP Sch,-15.7698308471,35.0397250129,Primary,,government,no risk,0,501488,
MWI,606123,Makhetha,-15.7894651932,35.06494309,Primary,,government,no risk,0,506155,
MWI,606113,Malabada,-15.7593506188,35.0395994909,Primary,,government,no risk,0,508080,
MWI,606072,Manja CDSS,-15.810618,35.024175,Secondary,,government,no risk,0,600849,
MWI,606143,Manja LEA Sch,-15.8200116498,35.0265292846,Primary,,government,no risk,0,504570,
MWI,606073,Manyowe LEA Sch,-15.810971644,34.9831558519,Primary,,government,no risk,0,501579,
MWI,606063,Maranatha Institute,-15.8177263193,35.0155728121,Primary,,government,no risk,0,506007,
MWI,606034,Mayera LEA,-15.7235985258,35.0042581197,Primary,,government,no risk,0,506295,
MWI,606037,Mbayani Sch,-15.7729692124,35.0086746145,Primary,,government,no risk,0,504564,
MWI,606042,Michiru View Girls Pvt,-15.744936,35.002071,Secondary,,government,no risk,0,602009,
MWI,606040,Michiru View Pvt Boys Sec School,-15.745435,35.002806,Secondary,,government,no risk,0,601262,
MWI,606155,Misesa Sch,-15.8387739399,35.0592734471,Primary,,government,no risk,0,504562,
MWI,606139,Mlambalala Sch,-15.8118815545,35.0241009962,Primary,,government,no risk,0,501869,
MWI,606061,Mlauli Pvt Seco School,-15.820983,35.011785,Secondary,,government,no risk,0,601196,
MWI,606077,Morocco Open CDSS,-15.804985,35.000638,Secondary,,government,no risk,0,600850,
MWI,606124,Mpata Sch,-15.7694515531,35.0664718529,Primary,,government,no risk,0,507747,
MWI,606186,Mpingwe CDSS,-15.806381,35.097285,Secondary,,government,no risk,0,601127,
MWI,606185,Mpingwe Sch,-15.8072452448,35.0977397338,Primary,,government,no risk,0,501980,
MWI,606127,Mthawira Primary Sch,-15.7262298551,35.0857382076,Primary,,government,no risk,0,504566,
MWI,606031,Mulunguzi CDSS,-15.761396,34.988567,Secondary,,government,no risk,0,600823,
MWI,606029,Mulunguzi Sch,-15.7621814954,34.9844665842,Primary,,government,no risk,0,502141,
MWI,606169,Mwayi Sch,-15.8503527197,35.0947491988,Primary,,government,no risk,0,502192,
MWI,606163,Mzamba CDSS,-15.869459,35.0766,Secondary,,government,no risk,0,601126,
MWI,606162,Mzamba Sch,-15.8712157662,35.0764374502,Primary,,government,no risk,0,504563,
MWI,606175,Naizi CDSS,-15.838278,35.088884,Secondary,,government,no risk,0,601255,
MWI,606089,Nakazimu Sch,-15.7114928789,35.0788867029,Primary,,government,no risk,0,504554,
MWI,606110,Namalimwe CDSS,-15.780297,35.035464,Secondary,,government,no risk,0,600824,
MWI,606111,Namalimwe Sch,-15.7811958452,35.0354949469,Primary,,government,no risk,0,502252,
MWI,606088,Namame CDSS,-15.853263,35.041895,Secondary,,government,no risk,0,600851,
MWI,606146,Namame Sch,-15.8545812078,35.0419774372,Primary,,government,no risk,0,502257,
MWI,606059,Namasimba Primary Sch,-15.8229962173,34.9913546988,Primary,,government,no risk,0,505462,
MWI,606160,Namatapa Sch,-15.8228721439,35.0746671926,Primary,,government,no risk,0,502266,
MWI,606036,Namatete Sch,-15.7447175553,35.0064677118,Primary,,government,no risk,0,504565,
MWI,606120,Namilango LEA Sch,-15.726472047,35.0560468554,Primary,,government,no risk,0,504567,
MWI,606032,Namiwawa CDSS,-15.787489,34.99787,Secondary,,government,no risk,0,600825,
MWI,606033,Namiwawa Sch,-15.7885757334,34.9979263802,Primary,,government,no risk,0,502308,
MWI,606170,Namiyango Pvt,-15.842276,35.088037,Secondary,,government,no risk,0,601508,
MWI,606135,Nanjiriri CDSS,-15.740405,35.079318,Secondary,,government,no risk,0,601271,
MWI,606126,Nanjiriri Sch,-15.7427296436,35.0786746011,Primary,,government,no risk,0,502340,
MWI,606172,Nayizi LEA Sch,-15.8408669275,35.0896399938,Primary,,government,no risk,0,504561,
MWI,606179,Nazarene Mission,-15.832038,35.089556,Secondary,,government,no risk,0,601506,
MWI,606117,Ndirande CDSS,-15.778833,35.042518,Secondary,,government,no risk,0,600826,
MWI,606118,Ndirande Hill Sch,-15.7644945268,35.0437540964,Primary,,government,high risk,0.5718994140625,503233,
MWI,606115,Ndirande Hill Secondary School,-15.762739,35.041123,Secondary,,government,no risk,0.085693359375,600827,
MWI,606119,Ndirande Matope,-15.7738054002,35.0529410555,Primary,,government,no risk,0,504986,
MWI,606116,Ndirande Sch,-15.7807999643,35.0413919731,Primary,,government,no risk,0,502392,
MWI,606043,New Beginings Pvt,-15.770444,34.997932,Secondary,,government,no risk,0,602031,
MWI,606074,Njamba Sec. School,-15.807984,35.030668,Secondary,,government,no risk,0,600848,
MWI,606125,Nkolokoti Sch,-15.7634503849,35.0761221688,Primary,,government,no risk,0,504724,
MWI,606134,Nyambadwe CDSS,-15.771725,35.027819,Secondary,,government,no risk,0,601268,
MWI,606133,Nyambadwe Pvt Sec School,-15.763558,35.026333,Secondary,,government,no risk,0,601244,
MWI,606105,Nyambadwe Sch,-15.7715389809,35.0270877294,Primary,,government,no risk,0,502536,
MWI,606035,Omniscient Pvt,-15.7550438564,35.0060092692,Primary,,government,no risk,0,505875,
MWI,606156,Our Lady of Wisdom Pvt Sec School,-15.802217,35.068231,Secondary,,government,no risk,0,601369,
MWI,606046,Pact North Park,-15.748161,35.001629,Secondary,,government,high risk,0.62518310546875,602116,
MWI,606070,Radson Boys Pvt Seco School,-15.811572,35.025231,Secondary,,government,no risk,0,601187,
MWI,606038,Rose Garden Pvt Sec School,-15.737149,35.012423,Secondary,,government,no risk,0,601124,
MWI,606121,SOS Hermann Gmeiner,-15.7244463734,35.0580947672,Primary,,government,no risk,0,505900,
MWI,606106,Shire Highlands Pvt School,-15.775532,35.028869,Secondary,,government,no risk,0,600833,
MWI,606130,Soba Pvt Sec School,-15.727913,35.062977,Secondary,,government,no risk,0,601121,
MWI,606051,Soche Hill Sec. School,-15.831567,35.034559,Secondary,,government,no risk,0,600837,
MWI,606075,Soche SDA,-15.8073866697,35.0199223583,Primary,,government,high risk,0.4847412109375,505001,
MWI,606071,South End Pvt Seco School,-15.81106,35.000062,Secondary,,government,no risk,0,601198,
MWI,606131,South Lunzu CDSS,-15.719016,35.077479,Secondary,,government,no risk,0,601122,
MWI,606122,South Lunzu Sch,-15.7306476945,35.0641483696,Primary,,government,no risk,0,502677,
MWI,606136,St Louis Pvt,-15.733754,35.082012,Secondary,,government,no risk,0,601693,
MWI,606158,St Maria Goretti Girls Sch,-15.8015254682,35.0708197358,Primary,,government,no risk,0,502696,
MWI,606065,St Pius Boys Sch,-15.816480314,35.0203065612,Primary,,government,no risk,0,502693,
MWI,606067,St Pius Girls Sch,-15.8160531985,35.0201077277,Primary,,government,no risk,0,502694,
MWI,606108,St Theresa,-15.7267894528,35.031920501,Primary,,government,no risk,0,506169,
MWI,606142,St. Columba CCAP,-15.8163906433,35.0263437541,Primary,,government,no risk,0,505913,
MWI,606129,St. Jude Pvt School,-15.764731,35.028569,Secondary,,government,no risk,0,600834,
MWI,606161,St. Kizito Boys,-15.80190716,35.0750580793,Primary,,government,no risk,0,504547,
MWI,606164,St. Kizito CDSS,-15.799798,35.07623,Secondary,,government,no risk,0,600838,
MWI,606068,St. Pius CDSS,-15.81528,35.020356,Secondary,,government,no risk,0,600852,
MWI,606053,Stella Maris Seco School,-15.828045,34.998868,Secondary,,government,no risk,0,601192,
MWI,606166,Success Education Centre,-15.842638,35.077391,Secondary,,government,no risk,0,601501,
MWI,606049,Thandizo Pvt School,-15.836307,35.00025,Secondary,,government,no risk,0,600869,
MWI,606045,Tione Pvt Sch,-15.770191,34.997747,Secondary,,government,no risk,0,602034,
MWI,606058,Wings of Eagle Pvt Sch,-15.8238705206,35.0206729163,Primary,,government,no risk,0,505307,
MWI,606060,Zingwangwa LEA Sch,-15.8213395768,35.0096012456,Primary,,government,no risk,0,502852,
MWI,606079,Zingwangwa Progressive Pvt,-15.820368,35.00715,Secondary,,government,no risk,0,601713,
MWI,606057,Zingwangwa Sec. School,-15.824805,35.000229,Secondary,,government,no risk,0,600863,
