stationCode,stationName,lat,lon,fid
G5272,Ngounie A Fougamou  S H O  -Lmng-,-1.2156,10.591,G5272
G5251,Ivindo A Makokou -Lmng-,0.5689,12.861,G5251
G5248,Ivindo A Loa-Loa -Lmng-,0.5125,12.831,G5248
G5267,Ogooue A Lambarene S H O -Lmng-,-0.7167,10.233,G5267
