stationCode,stationName,lat,lon,fid
G1392,Condo Ds Gw 63422121,-19.2167,32.0167,G1392
G1418,Beibrug Ds,-22.2261,29.9903,G1418
G5676,Odzi At Odzi Gorge G-W -63422330-,-19.7667,32.4,G5676
G5732,Sebakwe At Lower Zivagwe Dam -63341029-,-18.85,29.8167,G5732
G1374,Copper Queen C S 63341059,-17.5,29.4,G1374
G1389,Dahlia Control Section 63351138,-18.6,27.1667,G1389
