stationCode,stationName,lat,lon,fid
G1793,Na,-18.775,22.275,G1793
G1387,Mohembo Mtaembo 67932112,-18.2833,21.8,G1387
G1413,Tobane D S 67536021,-21.8833,28.0167,G1413
G5874,Mahapswe At Madiba -67537022-,-23.05,26.8167,G5874
G1790,Na,-18.075,24.575,G1790
