CODE,name,COMMON NAME,OWNERSHIP,type,STATUS,lat,lon,depth,vulnerability,fid
"CODE0RangeIndex(start=1, stop=785, step=1)",ቦናት ክልንክ,ቦናት ክልንክ,,,,9.056,38.72,0,no risk,202
"CODE0RangeIndex(start=1, stop=785, step=1)",ቦኒ-አት ክልንክ,ቦኒ-አት ክልንክ,,,,9.056,38.72,0,no risk,203
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.639,39.77,0,no risk,204
"CODE0RangeIndex(start=1, stop=785, step=1)",መድሐኒት መደብር ኣስገዶም,መድሐኒት መደብር ኣስገዶም,,,,14.278,39.461,0,no risk,205
"CODE0RangeIndex(start=1, stop=785, step=1)",አብነት ክሊኒክ ቁ 1,አብነት ክሊኒክ ቁ 1,,clinic,,9.021,38.734,0,no risk,206
"CODE0RangeIndex(start=1, stop=785, step=1)",ሽምብጥ,ሽምብጥ,,,,11.607,37.364,0,no risk,207
"CODE0RangeIndex(start=1, stop=785, step=1)",“Sitot” Health Center for Mental Care,“Sitot” Health Center for Mental Care,,,,8.995,38.718,0,no risk,208
"CODE0RangeIndex(start=1, stop=785, step=1)",nahom/airport dental clinic,nahom/airport dental clinic,,,,9.019,38.824,0,no risk,209
"CODE0RangeIndex(start=1, stop=785, step=1)",ዶ/ር ምስጋናው የማዋለጃ  ከሊኒክ,ዶ/ር ምስጋናው የማዋለጃ  ከሊኒክ,,,,11.131,39.632,0,no risk,210
"CODE0RangeIndex(start=1, stop=785, step=1)",ዋጋ የአይን ማዕከል,ዋጋ የአይን ማዕከል,,,,8.984,38.766,0,no risk,211
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.031,38.752,0,no risk,212
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.021,38.749,0,no risk,213
"CODE0RangeIndex(start=1, stop=785, step=1)",Kereda,Kereda,,clinic,,5.884,37.928,0,no risk,214
"CODE0RangeIndex(start=1, stop=785, step=1)",ኢንተርናሽናል ክሊኒካል ላቡራቶሪ International Clinical Laburatory,ኢንተርናሽናል ክሊኒካል ላቡራቶሪ International Clinical Laburatory,,,,9.049,38.738,0,no risk,215
"CODE0RangeIndex(start=1, stop=785, step=1)",Melka Jewe health centre,Melka Jewe health centre,,,,5.606,37.894,0,no risk,216
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.99,38.725,0,no risk,217
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.278,39.463,0,no risk,218
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.283,39.459,0,no risk,219
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.28,39.462,0,no risk,220
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.988,38.777,0,no risk,221
"CODE0RangeIndex(start=1, stop=785, step=1)",ኦልድ ኤርፖርት / አስቴር ፋርማሲ,ኦልድ ኤርፖርት / አስቴር ፋርማሲ,,pharmacy,,9.005,38.769,0,no risk,222
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.289,39.466,0,no risk,223
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.282,39.46,0,no risk,224
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.283,39.461,0,no risk,225
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.278,39.463,0,no risk,226
"CODE0RangeIndex(start=1, stop=785, step=1)",wisdom dental clinic,wisdom dental clinic,,clinic,,9.006,38.79,0,no risk,227
"CODE0RangeIndex(start=1, stop=785, step=1)",ውዳሴ,ውዳሴ,,,,9.027,38.758,0,no risk,228
"CODE0RangeIndex(start=1, stop=785, step=1)",ዶር. አክሊሉ ስፔሻል የጥርስ ህክምና,ዶር. አክሊሉ ስፔሻል የጥርስ ህክምና,,,,8.993,38.791,0,no risk,229
"CODE0RangeIndex(start=1, stop=785, step=1)",ሮያል የጥርስ ህክምና ክሊኒክ,ሮያል የጥርስ ህክምና ክሊኒክ,,dentist,,8.996,38.788,0,no risk,230
"CODE0RangeIndex(start=1, stop=785, step=1)",ሚኪያስ ከፍተኛ የጥርስ ህክምና ክሊኒክ,ሚኪያስ ከፍተኛ የጥርስ ህክምና ክሊኒክ,,dentist,,8.997,38.789,0,no risk,231
"CODE0RangeIndex(start=1, stop=785, step=1)",ካዛንቺስ ጤና ጣብያ,ካዛንቺስ ጤና ጣብያ,,,,8.995,38.81,0,no risk,232
"CODE0RangeIndex(start=1, stop=785, step=1)",Yilak Speciality Clinic,Yilak Speciality Clinic,,,,9.351,42.793,0,no risk,233
"CODE0RangeIndex(start=1, stop=785, step=1)",ሜሪስቶቭስ,ሜሪስቶቭስ,,,,9.026,38.755,0,no risk,234
"CODE0RangeIndex(start=1, stop=785, step=1)",ዶክተር ተስፋሁን ክሊኒክ,ዶክተር ተስፋሁን ክሊኒክ,,,,6.406,38.31,0,no risk,235
"CODE0RangeIndex(start=1, stop=785, step=1)",Zemuad Pharmaceutical and Medical Supplies,Zemuad Pharmaceutical and Medical Supplies,,,,9.049,38.739,0,no risk,236
"CODE0RangeIndex(start=1, stop=785, step=1)",Eyased,Eyased,,,,8.993,38.86,0,no risk,237
"CODE0RangeIndex(start=1, stop=785, step=1)",MS Clinic,MS Clinic,,,,8.992,38.859,0,no risk,238
"CODE0RangeIndex(start=1, stop=785, step=1)",Bruksemu,Bruksemu,,,,8.998,38.861,0,no risk,239
"CODE0RangeIndex(start=1, stop=785, step=1)",Mercy Clinic,Mercy Clinic,,,,8.994,38.855,0,no risk,240
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.459,39.495,0,no risk,241
"CODE0RangeIndex(start=1, stop=785, step=1)",Amir Drug Store,Amir Drug Store,,pharmacy,,14.101,38.28,0,no risk,242
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.998,38.762,0,no risk,243
"CODE0RangeIndex(start=1, stop=785, step=1)",Dr. Qunzhem Liu Dental Special Clinic,Dr. Qunzhem Liu Dental Special Clinic,,,,8.99,38.778,0,no risk,244
"CODE0RangeIndex(start=1, stop=785, step=1)",Ze Gelia Pharmacy,Ze Gelia Pharmacy,,,,8.989,38.777,0,no risk,245
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.869,39.917,0,no risk,246
"CODE0RangeIndex(start=1, stop=785, step=1)",Worancha Health Center,Worancha Health Center,,yes,,6.508,38.743,0,no risk,247
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.024,38.798,0,no risk,248
"CODE0RangeIndex(start=1, stop=785, step=1)",አየር ጤና የመ/ደ ሆስፒታል,አየር ጤና የመ/ደ ሆስፒታል,,,,8.982,38.691,0,no risk,249
"CODE0RangeIndex(start=1, stop=785, step=1)",አሪቲ,አሪቲ,,,,9.009,38.781,0,no risk,250
"CODE0RangeIndex(start=1, stop=785, step=1)",Solo Da pharmacy,Solo Da pharmacy,,pharmacy,,9.012,38.755,0,no risk,251
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.014,38.852,0,no risk,252
"CODE0RangeIndex(start=1, stop=785, step=1)",Abe Pharmacy,Abe Pharmacy,,,,8.982,38.73,0,no risk,253
"CODE0RangeIndex(start=1, stop=785, step=1)",St. Mary Dental Clinic,St. Mary Dental Clinic,,dentist,,9.032,38.756,0,no risk,254
"CODE0RangeIndex(start=1, stop=785, step=1)",Ghion Pharmacy,Ghion Pharmacy,,pharmacy,,9.014,38.758,0,no risk,255
"CODE0RangeIndex(start=1, stop=785, step=1)",Gishen Pharmacy,Gishen Pharmacy,,,,9.009,38.744,0,no risk,256
"CODE0RangeIndex(start=1, stop=785, step=1)",Beza Pharmacy,Beza Pharmacy,,pharmacy,,9.043,38.765,0,no risk,257
"CODE0RangeIndex(start=1, stop=785, step=1)",Lebu Pharmacy,Lebu Pharmacy,,,,8.949,38.719,0,no risk,258
"CODE0RangeIndex(start=1, stop=785, step=1)",Alem Pharmacy,Alem Pharmacy,,pharmacy,,9.041,38.767,0,no risk,259
"CODE0RangeIndex(start=1, stop=785, step=1)",Zee Pharmacy,Zee Pharmacy,,,,8.95,38.719,0,no risk,260
"CODE0RangeIndex(start=1, stop=785, step=1)",Naol Pharmacy,Naol Pharmacy,,,,8.952,38.688,0,no risk,261
"CODE0RangeIndex(start=1, stop=785, step=1)",Merkeb Pharmacy,Merkeb Pharmacy,,,,8.958,38.69,0,no risk,262
"CODE0RangeIndex(start=1, stop=785, step=1)",Elsa Pharmacy,Elsa Pharmacy,,,,8.952,38.689,0,no risk,263
"CODE0RangeIndex(start=1, stop=785, step=1)",Keba Kidus Pharmacy,Keba Kidus Pharmacy,,pharmacy,,9.042,38.765,0,no risk,264
"CODE0RangeIndex(start=1, stop=785, step=1)",St. Markos Pharmacy,St. Markos Pharmacy,,pharmacy,,9.044,38.76,0,no risk,265
"CODE0RangeIndex(start=1, stop=785, step=1)",Therapy Pharmacy,Therapy Pharmacy,,,,8.958,38.69,0,no risk,266
"CODE0RangeIndex(start=1, stop=785, step=1)",Afri Dan Pharmacy,Afri Dan Pharmacy,,,,8.957,38.691,0,no risk,267
"CODE0RangeIndex(start=1, stop=785, step=1)",Solo Da Pharmacy,Solo Da Pharmacy,,,,8.961,38.713,0,no risk,268
"CODE0RangeIndex(start=1, stop=785, step=1)",Robsen Pharmacy,Robsen Pharmacy,,,,8.959,38.709,0,no risk,269
"CODE0RangeIndex(start=1, stop=785, step=1)",Solo Da Pharmacy,Solo Da Pharmacy,,,,8.949,38.721,0,no risk,270
"CODE0RangeIndex(start=1, stop=785, step=1)",Yodi Pharmacy,Yodi Pharmacy,,,,8.954,38.745,0,no risk,271
"CODE0RangeIndex(start=1, stop=785, step=1)",Helsiy Pharmacy,Helsiy Pharmacy,,,,8.961,38.713,0,no risk,272
"CODE0RangeIndex(start=1, stop=785, step=1)",Sofeumer Pharmacy,Sofeumer Pharmacy,,,,8.946,38.74,0,no risk,273
"CODE0RangeIndex(start=1, stop=785, step=1)",Aleph Pharmacy,Aleph Pharmacy,,,,8.947,38.745,0,no risk,274
"CODE0RangeIndex(start=1, stop=785, step=1)",Kebron Pharmacy,Kebron Pharmacy,,,,8.947,38.742,0,no risk,275
"CODE0RangeIndex(start=1, stop=785, step=1)",Guarure Bora Clinic,Guarure Bora Clinic,,,,8.497,38.021,0,no risk,276
"CODE0RangeIndex(start=1, stop=785, step=1)",Woyn Pharmacy,Woyn Pharmacy,,pharmacy,,8.957,38.765,0,no risk,277
"CODE0RangeIndex(start=1, stop=785, step=1)",Siza Pharmacy,Siza Pharmacy,,,,8.953,38.716,0,no risk,278
"CODE0RangeIndex(start=1, stop=785, step=1)",Yome Pharmacy,Yome Pharmacy,,,,8.958,38.772,0,no risk,279
"CODE0RangeIndex(start=1, stop=785, step=1)",Solomon Hilu Pharmacy,Solomon Hilu Pharmacy,,,,8.96,38.766,0,no risk,280
"CODE0RangeIndex(start=1, stop=785, step=1)",Redeat Pharmacy,Redeat Pharmacy,,,,8.96,38.769,0,no risk,281
"CODE0RangeIndex(start=1, stop=785, step=1)",Bloom Pharmacy,Bloom Pharmacy,,,,8.961,38.768,0,no risk,282
"CODE0RangeIndex(start=1, stop=785, step=1)",Gerji Pharmacy,Gerji Pharmacy,,,,8.961,38.768,0,no risk,283
"CODE0RangeIndex(start=1, stop=785, step=1)",Fre-Abe Pharmacy,Fre-Abe Pharmacy,,,,8.96,38.767,0,no risk,284
"CODE0RangeIndex(start=1, stop=785, step=1)",Wako Pharmacy,Wako Pharmacy,,,,8.957,38.697,0,no risk,285
"CODE0RangeIndex(start=1, stop=785, step=1)",Habtesh Pharmacy,Habtesh Pharmacy,,,,8.957,38.697,0,no risk,286
"CODE0RangeIndex(start=1, stop=785, step=1)",Geshen Pharmacy,Geshen Pharmacy,,,,8.96,38.71,0,no risk,287
"CODE0RangeIndex(start=1, stop=785, step=1)",Lewi's Pharmacy,Lewi's Pharmacy,,,,8.939,38.735,0,no risk,288
"CODE0RangeIndex(start=1, stop=785, step=1)",Ermon Drug Store / ኤርሞን ፋርማሲ,Ermon Drug Store / ኤርሞን ፋርማሲ,,pharmacy,,8.15,39.357,0,no risk,289
"CODE0RangeIndex(start=1, stop=785, step=1)",Kal Speciality Dental Clinic,Kal Speciality Dental Clinic,,,,8.962,38.716,0,no risk,290
"CODE0RangeIndex(start=1, stop=785, step=1)",Solo Da Pharmacy,Solo Da Pharmacy,,,,8.984,38.696,0,no risk,291
"CODE0RangeIndex(start=1, stop=785, step=1)",Al- Afia Pharmacy,Al- Afia Pharmacy,,,,9.004,38.694,0,no risk,292
"CODE0RangeIndex(start=1, stop=785, step=1)",Robera Pharmacy,Robera Pharmacy,,,,9.001,38.678,0,no risk,293
"CODE0RangeIndex(start=1, stop=785, step=1)",Siham Pharmacy,Siham Pharmacy,,,,9.004,38.685,0,no risk,294
"CODE0RangeIndex(start=1, stop=785, step=1)",Blu Pharmacy,Blu Pharmacy,,,,9.004,38.689,0,no risk,295
"CODE0RangeIndex(start=1, stop=785, step=1)",Yomi Pharmacy,Yomi Pharmacy,,,,9.002,38.678,0,no risk,296
"CODE0RangeIndex(start=1, stop=785, step=1)",Zamalik Pharmacy,Zamalik Pharmacy,,,,9.012,38.72,0,no risk,297
"CODE0RangeIndex(start=1, stop=785, step=1)",Adowa Pharmacy,Adowa Pharmacy,,pharmacy,,9.014,38.75,0,no risk,298
"CODE0RangeIndex(start=1, stop=785, step=1)",Lion Pharmacy አንበሳ ፋርማሲ,Lion Pharmacy አንበሳ ፋርማሲ,,,,9.029,38.753,0,no risk,299
"CODE0RangeIndex(start=1, stop=785, step=1)",Kenema Pharmacy No 1,Kenema Pharmacy No 1,,,,9.03,38.738,0,no risk,300
"CODE0RangeIndex(start=1, stop=785, step=1)",St. Lalibela Pharmacy,St. Lalibela Pharmacy,,,,9.03,38.737,0,no risk,301
"CODE0RangeIndex(start=1, stop=785, step=1)",Ethio Pharmacy,Ethio Pharmacy,,,,9.016,38.738,0,no risk,302
"CODE0RangeIndex(start=1, stop=785, step=1)",Abyssinia Pharmacy,Abyssinia Pharmacy,,pharmacy,,9.011,38.738,0,no risk,303
"CODE0RangeIndex(start=1, stop=785, step=1)",Netsanet Pharmacy,Netsanet Pharmacy,,,,8.976,38.706,0,no risk,304
"CODE0RangeIndex(start=1, stop=785, step=1)",Shifa Drug Store,Shifa Drug Store,,,,8.991,38.766,0,no risk,305
"CODE0RangeIndex(start=1, stop=785, step=1)",Deraretu Pharmacy,Deraretu Pharmacy,,pharmacy,,9.023,38.747,0,no risk,306
"CODE0RangeIndex(start=1, stop=785, step=1)",ክነማ ፋርማሲ አዲሱ ገበያ ቅርንጫፍ,ክነማ ፋርማሲ አዲሱ ገበያ ቅርንጫፍ,,,,9.06,38.737,0,no risk,307
"CODE0RangeIndex(start=1, stop=785, step=1)",Lidya Pharmacy,Lidya Pharmacy,,,,8.75,38.97,0,no risk,308
"CODE0RangeIndex(start=1, stop=785, step=1)",Jemo 2 Pharmacy,Jemo 2 Pharmacy,,,,8.954,38.693,0,no risk,309
"CODE0RangeIndex(start=1, stop=785, step=1)",Nejashi Pharmacy,Nejashi Pharmacy,,,,8.955,38.692,0,no risk,310
"CODE0RangeIndex(start=1, stop=785, step=1)",Rakeb Pharmacy,Rakeb Pharmacy,,,,8.985,38.751,0,no risk,311
"CODE0RangeIndex(start=1, stop=785, step=1)",Robika Pharmacy,Robika Pharmacy,,,,8.992,38.753,0,no risk,312
"CODE0RangeIndex(start=1, stop=785, step=1)",Elohim Pharmacy,Elohim Pharmacy,,,,9.029,38.76,0,no risk,313
"CODE0RangeIndex(start=1, stop=785, step=1)",Z Arsema Pharmacy,Z Arsema Pharmacy,,,,9.043,38.745,0,no risk,314
"CODE0RangeIndex(start=1, stop=785, step=1)",Hayome Pharmacy,Hayome Pharmacy,,,,9.049,38.726,0,no risk,315
"CODE0RangeIndex(start=1, stop=785, step=1)",Alemtena Pharmacy,Alemtena Pharmacy,,,,9.046,38.729,0,no risk,316
"CODE0RangeIndex(start=1, stop=785, step=1)",አደራ የውስጥ ደዌ ማዕከል,አደራ የውስጥ ደዌ ማዕከል,,,,9.008,38.764,0,no risk,317
"CODE0RangeIndex(start=1, stop=785, step=1)",ኢትዮ-ካናዳ ዲያግኖስቲክ ሴንተር,ኢትዮ-ካናዳ ዲያግኖስቲክ ሴንተር,,,,9.014,38.751,0,no risk,318
"CODE0RangeIndex(start=1, stop=785, step=1)",Maphi Pharmacy,Maphi Pharmacy,,,,8.974,38.731,0,no risk,319
"CODE0RangeIndex(start=1, stop=785, step=1)",Sofi Pharmacy,Sofi Pharmacy,,,,8.982,38.734,0,no risk,320
"CODE0RangeIndex(start=1, stop=785, step=1)",Rahel Pharmacy,Rahel Pharmacy,,,,8.751,38.958,0,no risk,321
"CODE0RangeIndex(start=1, stop=785, step=1)",Enyew Selam Drug Store,Enyew Selam Drug Store,,pharmacy,,8.763,38.941,0,no risk,322
"CODE0RangeIndex(start=1, stop=785, step=1)",Rebeka Pharmacy,Rebeka Pharmacy,,,,8.756,38.953,0,no risk,323
"CODE0RangeIndex(start=1, stop=785, step=1)",Hana Pharmacy,Hana Pharmacy,,,,8.931,38.743,0,no risk,324
"CODE0RangeIndex(start=1, stop=785, step=1)",Halewish pharmacy,Halewish pharmacy,,,,8.936,38.745,0,no risk,325
"CODE0RangeIndex(start=1, stop=785, step=1)",Diogan pharmacy,Diogan pharmacy,,,,8.99,38.738,0,no risk,326
"CODE0RangeIndex(start=1, stop=785, step=1)",Furi Pharmacy,Furi Pharmacy,,,,8.951,38.689,0,no risk,327
"CODE0RangeIndex(start=1, stop=785, step=1)",Anannia Pharmacy,Anannia Pharmacy,,,,8.95,38.72,0,no risk,328
"CODE0RangeIndex(start=1, stop=785, step=1)",Kab Pharmacy,Kab Pharmacy,,,,8.984,38.774,0,no risk,329
"CODE0RangeIndex(start=1, stop=785, step=1)",Bekan Pharmacy,Bekan Pharmacy,,,,9.388,42.017,0,no risk,330
"CODE0RangeIndex(start=1, stop=785, step=1)",Lemar Pharmacy,Lemar Pharmacy,,,,8.985,38.775,0,no risk,331
"CODE0RangeIndex(start=1, stop=785, step=1)",Shimeles Pharmacy,Shimeles Pharmacy,,,,9.305,42.129,0,no risk,332
"CODE0RangeIndex(start=1, stop=785, step=1)",Yohannes Pharmacy,Yohannes Pharmacy,,,,9.307,42.124,0,no risk,333
"CODE0RangeIndex(start=1, stop=785, step=1)",Ras Pharmacy,Ras Pharmacy,,,,9.312,42.122,0,no risk,334
"CODE0RangeIndex(start=1, stop=785, step=1)",Hammer Pharmacy,Hammer Pharmacy,,,,9.314,42.121,0,no risk,335
"CODE0RangeIndex(start=1, stop=785, step=1)",Bole Pharmacy,Bole Pharmacy,,,,9.355,42.058,0,no risk,336
"CODE0RangeIndex(start=1, stop=785, step=1)",Mekonnen Pharmacy,Mekonnen Pharmacy,,,,8.749,38.983,0,no risk,337
"CODE0RangeIndex(start=1, stop=785, step=1)",Selam Drug Store,Selam Drug Store,,pharmacy,,8.993,40.166,0,no risk,338
"CODE0RangeIndex(start=1, stop=785, step=1)",አማኑኤል,አማኑኤል,,,,7.547,37.852,0,no risk,339
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.95,38.718,0,no risk,340
"CODE0RangeIndex(start=1, stop=785, step=1)",Narobi Pharmacy,Narobi Pharmacy,,,,9.054,38.72,0,no risk,341
"CODE0RangeIndex(start=1, stop=785, step=1)",Alemetena clinic,Alemetena clinic,,,,9.046,38.729,0,no risk,342
"CODE0RangeIndex(start=1, stop=785, step=1)",Ferdwos Pharmacy,Ferdwos Pharmacy,,,,9.056,38.7,0,no risk,343
"CODE0RangeIndex(start=1, stop=785, step=1)",Maty Pharmacy,Maty Pharmacy,,,,9.058,38.719,0,no risk,344
"CODE0RangeIndex(start=1, stop=785, step=1)",Yasi Pharmacy,Yasi Pharmacy,,,,9.053,38.699,0,no risk,345
"CODE0RangeIndex(start=1, stop=785, step=1)",Helix Pharmacy,Helix Pharmacy,,,,9.046,38.729,0,no risk,346
"CODE0RangeIndex(start=1, stop=785, step=1)",Abyssinia Pharmacy,Abyssinia Pharmacy,,,,9.048,38.726,0,no risk,347
"CODE0RangeIndex(start=1, stop=785, step=1)",Tiru Pharmacy,Tiru Pharmacy,,,,9.029,38.733,0,no risk,348
"CODE0RangeIndex(start=1, stop=785, step=1)",Alemetena Pharmacy,Alemetena Pharmacy,,,,9.046,38.729,0,no risk,349
"CODE0RangeIndex(start=1, stop=785, step=1)",Nahim Pharmacy,Nahim Pharmacy,,,,9.051,38.723,0,no risk,350
"CODE0RangeIndex(start=1, stop=785, step=1)",Kebekab Pharmacy,Kebekab Pharmacy,,,,9.046,38.73,0,no risk,351
"CODE0RangeIndex(start=1, stop=785, step=1)",Abyssinia Pharmacy,Abyssinia Pharmacy,,,,8.979,38.749,0,no risk,352
"CODE0RangeIndex(start=1, stop=785, step=1)",Medhanialem Pharmacy,Medhanialem Pharmacy,,,,9.072,38.679,0,no risk,353
"CODE0RangeIndex(start=1, stop=785, step=1)",Stadium Pharmacy,Stadium Pharmacy,,pharmacy,,9.014,38.758,0,no risk,354
"CODE0RangeIndex(start=1, stop=785, step=1)",Gelead Pharmacy,Gelead Pharmacy,,,,8.949,38.729,0,no risk,355
"CODE0RangeIndex(start=1, stop=785, step=1)",Solo Da Pharmacy,Solo Da Pharmacy,,,,8.995,38.813,0,no risk,356
"CODE0RangeIndex(start=1, stop=785, step=1)",Solo Da Pharmacy,Solo Da Pharmacy,,pharmacy,,8.979,38.749,0,no risk,357
"CODE0RangeIndex(start=1, stop=785, step=1)",Solo Da Pharmacy,Solo Da Pharmacy,,pharmacy,,9.034,38.761,0,no risk,358
"CODE0RangeIndex(start=1, stop=785, step=1)",Makda Pharmacy,Makda Pharmacy,,,,8.959,38.712,0,no risk,359
"CODE0RangeIndex(start=1, stop=785, step=1)",Gishen Pharmacy,Gishen Pharmacy,,pharmacy,,9.037,38.752,0,no risk,360
"CODE0RangeIndex(start=1, stop=785, step=1)",Medhanialem Pharmacy,Medhanialem Pharmacy,,,,9.072,38.679,0,no risk,361
"CODE0RangeIndex(start=1, stop=785, step=1)",Uni National Pharmacy,Uni National Pharmacy,,pharmacy,,8.98,38.749,0,no risk,362
"CODE0RangeIndex(start=1, stop=785, step=1)",አንጋጫ ጤና ጣቢያ,አንጋጫ ጤና ጣቢያ,,,,7.343,37.858,0,no risk,363
"CODE0RangeIndex(start=1, stop=785, step=1)",Metroz Pharmacy,Metroz Pharmacy,,,,9.066,38.865,0,no risk,364
"CODE0RangeIndex(start=1, stop=785, step=1)",Adanach Pharmacy,Adanach Pharmacy,,,,9.066,38.865,0,no risk,365
"CODE0RangeIndex(start=1, stop=785, step=1)",ቀይ መስቀል ፋርማሲ,ቀይ መስቀል ፋርማሲ,,,,7.197,35.425,0,no risk,366
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.197,35.425,0,no risk,367
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.196,35.426,0,no risk,368
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.871,38.708,0,no risk,369
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.916,38.714,0,no risk,370
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.989,38.783,0,no risk,371
"CODE0RangeIndex(start=1, stop=785, step=1)",St. Yared general hospital,St. Yared general hospital,,,,9.019,38.81,0,no risk,372
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.552,37.846,0,no risk,373
"CODE0RangeIndex(start=1, stop=785, step=1)",የሕዝብ መድሃኒት ቤት,የሕዝብ መድሃኒት ቤት,,,,7.551,37.847,0,no risk,374
"CODE0RangeIndex(start=1, stop=785, step=1)",ቀይ መስቀል መድሀኒት ቤት,ቀይ መስቀል መድሀኒት ቤት,,,,7.547,37.849,0,no risk,375
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.552,37.846,0,no risk,376
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.981,38.734,0,no risk,377
"CODE0RangeIndex(start=1, stop=785, step=1)",ሀሴት,ሀሴት,,,,9.025,38.879,0,no risk,378
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,pharmacy,,6.606,38.425,0,no risk,379
"CODE0RangeIndex(start=1, stop=785, step=1)",Kazanchis Pharmacy,Kazanchis Pharmacy,,,,9.015,38.771,0,no risk,380
"CODE0RangeIndex(start=1, stop=785, step=1)",ጆይ የማህፀንና ፅንስ ሆስፒታል,ጆይ የማህፀንና ፅንስ ሆስፒታል,,hospital,,9.033,38.78,0,no risk,381
"CODE0RangeIndex(start=1, stop=785, step=1)",ኤርሞን መድሀኒት መደብር,ኤርሞን መድሀኒት መደብር,,,,8.15,39.356,0,no risk,382
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.069,39.196,0,no risk,383
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.034,39.228,0,no risk,384
"CODE0RangeIndex(start=1, stop=785, step=1)",Fito Health Center,Fito Health Center,,,,11.128,39.227,0,no risk,385
"CODE0RangeIndex(start=1, stop=785, step=1)",ንፋስ ስልክ ላፍቶ ወረዳ 06 ጤና ጣቢያ,ንፋስ ስልክ ላፍቶ ወረዳ 06 ጤና ጣቢያ,,,,8.972,38.75,0,no risk,386
"CODE0RangeIndex(start=1, stop=785, step=1)",SolAlem computer sol ፅገና ኮምፒተር,SolAlem computer sol ፅገና ኮምፒተር,,,,13.492,39.473,0,no risk,387
"CODE0RangeIndex(start=1, stop=785, step=1)",Bole Sub City 17 Health Center,Bole Sub City 17 Health Center,,doctor,,9.005,38.789,0,no risk,388
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.131,39.634,0,no risk,389
"CODE0RangeIndex(start=1, stop=785, step=1)",ኦሊ መካከለኛ የጥርስ,ኦሊ መካከለኛ የጥርስ,,,,9.013,37.449,0,no risk,390
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.012,38.778,0,no risk,391
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.042,38.85,0,no risk,392
"CODE0RangeIndex(start=1, stop=785, step=1)",Selihom Clinic,Selihom Clinic,,,,8.938,38.747,0,no risk,393
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.284,39.461,0,no risk,394
"CODE0RangeIndex(start=1, stop=785, step=1)",Dr Nestanet,Dr Nestanet,,dentist,,9.037,38.752,0,no risk,395
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.0,39.202,0,no risk,396
"CODE0RangeIndex(start=1, stop=785, step=1)",አቤ ዶንጎሩ,አቤ ዶንጎሩ,,,,9.61,36.923,0,no risk,397
"CODE0RangeIndex(start=1, stop=785, step=1)",Addis sub city Felege meles health center,Addis sub city Felege meles health center,,,,9.045,38.733,0,no risk,398
"CODE0RangeIndex(start=1, stop=785, step=1)",ARRA Health Center,ARRA Health Center,,,,14.177,37.722,0,no risk,399
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,clinic,,13.657,38.154,0,no risk,400
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.591,41.446,0,no risk,401
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.59,41.446,0,no risk,402
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.198,35.425,0,no risk,403
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,clinic,,5.659,38.342,0,no risk,404
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,pharmacy,,9.033,38.775,0,no risk,405
"CODE0RangeIndex(start=1, stop=785, step=1)",Emanda,Emanda,,,,9.033,38.708,0,no risk,406
