branchName,lat,lon,numberOfVolunteers,contactPerson,contactNumber,contactAddress
Emergency medical and First aid training center,30.07626688,-1.929035804,,Dr. Prosper kwihangana,250788801487,Kigali city
Kibilizi Hospital - RC Ambulance Station,29.78325959,-2.6482154,,Dr. KWIHANGANA Prosper,250788801487,Huye District
Kiziba Refugee Camp - RC Ambulance,29.34964407,-2.132670829,,Dr. KWIHANGANA Prosper,250788801487,Karongi District
Mahama Refugee Camp - RC Ambulance,30.8424188,-2.310325801,,Dr. KWIHANGANA Prosper,250788801487,Kirehe district
Nyabiheke Refugee Camp - RC Ambulance,30.25965894,-1.59521415,,Dr. KWIHANGANA Prosper,250788801487,Gatsibo District
Nyamata Hospital - RRC Ambulance station,30.07918634,-2.137477056,,Dr. KWIHANGANA Prosper,250788801487,Bugesera District
Rwandan RC HQ - Ambulance station,30.07626688,-1.929035804,,Dr. KWIHANGANA Prosper,250788801487,Kigali
