stationCode,stationName,lat,lon,fid
G4931,Cestos River At Iti 08Ce001,5.617,-9.319,G4931
G4947,Lofa Bridge 03Lo001,7.067,-10.88,G4947
G4948,Kaiha At Kolba 01Ma001,8.278,-10.078,G4948
G5111,Mano Kongo 01Ma003,7.328,-11.143,G5111
G4952,St.Paul River At Haindi 04Sp001,6.90211,-10.36175,G4952
G1114,Tate,4.38,-7.59,G1114
G5087,St.John River At Mount Finlay 06Sj002,6.084,-9.87,G5087
G5108,St.John River At Frank Diggs 06Sj001,6.466,-9.526,G5108
