disaster_type;Countrty;adm1_name;adm1_pcode;adm2_name;adm2_pcode;adm3_name;adm3_pcode;adm4_name;adm4_pcode;County;sub_county;ward;people_dead;people_injured;house_destroyed;house_damaged;household_displaced;people_displaced;roads;livestock_lost;bridge;schools;latrine;wall;hospitals;drainage;inst.church.mosque;health_center;lost_crops_ha (acreage);cholera_outbreak;cholera_cases;data_source;glidenumber;disaster_id;data_quality;magnitude_impact;date_recorded
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1063;2;1;2013/03/29
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1064;2;1;2013/03/29
flood;kenya;;;Marsabit;KE010;0;;0;;Marsabit;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;798;2;1;2013/03/30
flood;kenya;;;Kajiado;KE034;0;;0;;Kajiado;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;331;2;1;2013/04/01
flood;kenya;;;Elgeyo-Marakwet;KE028;0;;0;;Elgeyo-Marakwet;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;131;1;1;2013/04/03
flood;kenya;;;Kisumu;KE042;0;;0;;Kisumu;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;592;2;1;2015/11/26
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1172;2;1;2013/04/03
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1173;2;1;2013/04/04
flood;kenya;;;Garissa;KE007;0;;0;;Garissa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;158;2;0;2013/04/07
flood;kenya;;;Kisumu;KE042;0;;0;;Kisumu;0;0;4;1;0;0;2179;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;dref;0;610;1;1;2018/06/11
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1174;2;1;2013/04/07
flood;kenya;;;Uasin Gishu;KE027;0;;0;;Uasin Gishu;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1499;1;1;2013/04/07
flood;kenya;;;Nakuru;KE032;0;;0;;Nakuru;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1126;2;0;2013/04/08
flood;kenya;;;Uasin Gishu;KE027;0;;0;;Uasin Gishu;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1500;2;1;2013/04/08
flood;kenya;;;Nakuru;KE032;0;;0;;Nakuru;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1127;2;1;2013/04/10
flood;kenya;;;Machakos;KE016;0;;0;;Machakos;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;692;2;1;2013/04/11
flood;kenya;;;Makueni;KE017;0;;0;;Makueni;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;718;2;1;2013/04/11
flood;kenya;;;Makueni;KE017;0;;0;;Makueni;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;719;2;1;2013/04/12
flood;kenya;;;Kajiado;KE034;0;;0;;Kajiado;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;333;2;1;2013/04/13
flood;kenya;;;Machakos;KE016;0;;0;;Machakos;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;693;2;1;2013/04/13
flood;kenya;;;Machakos;KE016;0;;0;;Machakos;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;694;2;1;2013/04/13
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1175;2;1;2013/04/13
flood;kenya;;;Uasin Gishu;KE027;0;;0;;Uasin Gishu;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1501;2;1;2013/04/13
flood;kenya;;;Vihiga;KE038;0;;0;;Vihiga;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1509;2;1;2013/04/13
flood;kenya;;;Elgeyo-Marakwet;KE028;0;;0;;Elgeyo-Marakwet;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;disinventer;0;132;2;1;2013/04/14
flood;kenya;;;Kisii;KE045;0;;0;;Kisii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;493;2;0;2013/04/14
flood;kenya;;;Machakos;KE016;0;;0;;Machakos;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;695;2;1;2013/04/14
flood;kenya;;;Uasin Gishu;KE027;0;;0;;Uasin Gishu;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1502;2;0;2013/04/14
flood;kenya;;;Baringo;KE030;0;;0;;Baringo;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;39;2;1;2013/04/15
flood;kenya;;;Mandera;KE009;0;;0;;Mandera;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;756;2;1;2013/04/15
flood;kenya;;;Nyandarua;KE018;0;;0;;Nyandarua;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1227;2;1;2013/04/15
flood;kenya;;;Tana River;KE004;0;;0;;Tana River;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1347;2;0;2013/04/15
flood;kenya;;;Tana River;KE004;0;;0;;Tana River;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1348;2;0;2013/04/15
flood;kenya;;;Kilifi;KE003;0;;0;;Kilifi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;443;2;1;2013/04/16
flood;kenya;;;Kilifi;KE003;0;;0;;Kilifi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;444;2;1;2013/04/16
flood;kenya;;;Kitui;KE015;0;;0;;Kitui;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;622;2;1;2013/04/16
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1065;2;1;2013/04/16
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1176;2;1;2013/04/16
flood;kenya;;;Nyandarua;KE018;0;;0;;Nyandarua;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1228;2;1;2013/04/16
flood;kenya;;;Nyandarua;KE018;0;;0;;Nyandarua;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1229;2;1;2013/04/16
flood;kenya;;;Garissa;KE007;0;;0;;Garissa;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;159;2;1;2013/04/18
flood;kenya;;;Kisii;KE045;0;;0;;Kisii;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;494;2;1;2013/04/18
flood;kenya;;;Kisii;KE045;0;;0;;Kisii;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;495;2;1;2013/04/18
flood;kenya;;;Kiambu;KE022;0;;0;;Kiambu;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;395;2;1;2013/04/20
flood;kenya;;;Machakos;KE016;0;;0;;Machakos;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;696;2;1;2013/04/20
flood;kenya;;;Baringo;KE030;0;;0;;Baringo;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;40;2;1;2013/04/22
flood;kenya;;;Baringo;KE030;0;;0;;Baringo;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;41;2;1;2013/04/22
flood;kenya;;;Kiambu;KE022;0;;0;;Kiambu;0;0;2;2;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;396;1;1;2013/04/22
flood;kenya;;;Nyandarua;KE018;0;;0;;Nyandarua;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1230;2;1;2013/04/22
flood;kenya;;;Meru;KE012;0;;0;;Meru;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;847;2;1;2013/04/23
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1177;2;1;2013/04/23
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1178;2;1;2013/04/23
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1179;2;1;2013/04/23
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1180;2;0;2013/04/24
flood;kenya;;;Bungoma;KE039;0;;0;;Bungoma;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;67;2;1;2013/04/26
flood;kenya;;;Kisii;KE045;0;;0;;Kisii;0;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;disinventer;0;496;2;1;2013/04/26
flood;kenya;;;Bungoma;KE039;0;;0;;Bungoma;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;68;2;1;2013/04/27
flood;kenya;;;Laikipia;KE031;0;;0;;Laikipia;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;661;2;1;2013/04/28
flood;kenya;;;Turkana;KE023;0;;0;;Turkana;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1449;2;1;2013/04/28
flood;kenya;;;Bomet;KE036;0;;0;;Bomet;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;59;2;1;2013/04/29
flood;kenya;;;Elgeyo-Marakwet;KE028;0;;0;;Elgeyo-Marakwet;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;133;2;0;2013/04/30
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1004;2;0;2013/04/30
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1005;2;0;2013/04/30
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;disinventer;0;1006;2;0;2013/04/30
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1007;2;0;2013/04/30
flood;kenya;;;Elgeyo-Marakwet;KE028;0;;0;;Elgeyo-Marakwet;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;134;2;1;2013/05/15
flood;kenya;;;Machakos;KE016;0;;0;;Machakos;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;697;2;1;2014/02/05
flood;kenya;;;Machakos;KE016;0;;0;;Machakos;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;698;2;1;2014/04/20
flood;kenya;;;Nakuru;KE032;0;;0;;Nakuru;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1130;2;1;2014/05/23
flood;kenya;;;Busia;KE040;0;;0;;Busia;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;112;2;1;2014/06/17
flood;kenya;;;Embu;KE014;0;;0;;Embu;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;145;2;1;2014/07/14
flood;kenya;;;Homa Bay;KE043;0;;0;;Homa Bay;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;222;1;1;2015/01/12
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1071;2;1;2015/03/24
flood;kenya;;;Trans Nzoia;KE026;0;;0;;Trans Nzoia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1408;2;0;2015/04/11
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;278;2;0;2015/04/16
flood;kenya;;;Makueni;KE017;0;;0;;Makueni;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;723;1;1;2015/04/20
flood;kenya;;;Garissa;KE007;0;;0;;Garissa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;167;2;0;2015/10/05
flood;kenya;;;Baringo;KE030;0;;0;;Baringo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;disinventer;0;43;2;0;2015/10/15
flood;kenya;;;Mandera;KE009;0;;0;;Mandera;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;759;2;1;2015/10/15
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1082;2;0;2015/10/15
flood;kenya;;;Vihiga;KE038;0;;0;;Vihiga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1510;2;0;2015/10/15
flood;kenya;;;Kiambu;KE022;0;;0;;Kiambu;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;398;2;1;2015/10/27
flood;kenya;;;Kilifi;KE003;0;;0;;Kilifi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;448;2;0;2015/10/30
flood;kenya;;;Uasin Gishu;KE027;0;;0;;Uasin Gishu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1504;2;0;2015/11/03
flood;kenya;;;Trans Nzoia;KE026;0;;0;;Trans Nzoia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1409;2;0;2015/11/04
flood;kenya;;;Mombasa;KE001;0;;0;;Mombasa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;937;2;0;2015/11/05
flood;kenya;;;Turkana;KE023;0;;0;;Turkana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1454;2;0;2015/11/05
flood;kenya;;;Mandera;KE009;0;;0;;Mandera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;761;2;0;2015/11/09
flood;kenya;;;Garissa;KE007;0;;0;;Garissa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;169;2;0;2015/11/10
flood;kenya;;;Kajiado;KE034;Kajiado North;;0;;Kajiado;Kajiado North;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;339;2;1;2015/11/10
flood;kenya;;;Kirinyaga;KE020;0;;0;;Kirinyaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;475;2;0;2015/11/10
flood;kenya;;;Nandi;KE029;0;;0;;Nandi;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;disinventer;0;1148;2;0;2015/11/10
flood;kenya;;;Tharaka-Nithi;KE013;Chuka;;0;;Tharaka-Nithi;Chuka;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;disinventer;0;1377;2;0;2015/11/10
flood;kenya;;;Homa Bay;KE043;0;;0;;Homa Bay;0;0;2;0;46;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;229;2;1;2015/11/12
flood;kenya;;;Kiambu;KE022;0;;0;;Kiambu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;399;2;0;2015/11/12
flood;kenya;;;Kilifi;KE003;0;;0;;Kilifi;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;449;2;1;2015/11/12
flood;kenya;;;Kirinyaga;KE020;0;;0;;Kirinyaga;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;476;2;1;2015/11/12
flood;kenya;;;Meru;KE012;0;;0;;Meru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;848;2;0;2015/11/12
flood;kenya;;;Nandi;KE029;0;;0;;Nandi;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1149;2;1;2015/11/12
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1188;2;1;2015/11/13
flood;kenya;;;Makueni;KE017;0;;0;;Makueni;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;727;2;0;2015/11/14
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1083;2;1;2015/11/14
flood;kenya;;;Baringo;KE030;0;;0;;Baringo;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;44;2;1;2015/11/15
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;281;2;0;2015/11/15
flood;kenya;;;Kiambu;KE022;0;;0;;Kiambu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;400;2;0;2015/11/15
flood;kenya;;;Marsabit;KE010;0;;0;;Marsabit;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;805;2;0;2015/11/15
flood;kenya;;;Nakuru;KE032;0;;0;;Nakuru;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;disinventer;0;1132;2;0;2015/11/15
flood;kenya;;;West Pokot;KE024;0;;0;;West Pokot;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1561;2;0;2015/11/15
flood;kenya;;;Garissa;KE007;0;;0;;Garissa;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;173;2;1;2015/11/16
flood;kenya;;;Kilifi;KE003;0;;0;;Kilifi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;451;2;0;2015/11/16
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1008;2;1;2015/11/16
flood;kenya;;;Trans Nzoia;KE026;0;;0;;Trans Nzoia;0;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1410;2;1;2015/11/16
flood;kenya;;;Turkana;KE023;0;;0;;Turkana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1456;2;0;2015/11/16
flood;kenya;;;Meru;KE012;0;;0;;Meru;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;850;2;1;2015/11/17
flood;kenya;;;Kilifi;KE003;0;;0;;Kilifi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;453;2;0;2015/11/18
flood;kenya;;;Mombasa;KE001;0;;0;;Mombasa;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;939;2;1;2015/11/18
flood;kenya;;;Nandi;KE029;0;;0;;Nandi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1150;2;0;2015/11/18
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1191;2;0;2015/11/18
flood;kenya;;;Taita Taveta;KE006;0;;0;;Taita Taveta;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1308;2;1;2015/11/18
flood;kenya;;;Homa Bay;KE043;0;;0;;Homa Bay;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;230;2;1;2015/11/19
flood;kenya;;;Kakamega;KE037;0;;0;;Kakamega;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;368;2;1;2015/11/19
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1192;2;1;2015/11/19
flood;kenya;;;Makueni;KE017;0;;0;;Makueni;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;729;2;1;2015/11/20
flood;kenya;;;Kitui;KE015;0;;0;;Kitui;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;623;2;1;2015/11/21
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1195;2;1;2015/11/23
flood;kenya;;;Makueni;KE017;0;;0;;Makueni;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;730;2;1;2015/11/24
flood;kenya;;;Homa Bay;KE043;0;;0;;Homa Bay;0;0;5;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;231;2;1;2015/11/26
flood;kenya;;;Bungoma;KE039;0;;0;;Bungoma;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;72;1;1;2015/11/27
flood;kenya;;;Meru;KE012;0;;0;;Meru;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;853;1;1;2015/12/02
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1086;2;1;2015/12/13
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1087;2;1;2015/12/13
flood;kenya;;;Kericho;KE035;0;;0;;Kericho;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;379;2;1;2015/12/14
flood;kenya;;;Machakos;KE016;0;;0;;Machakos;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;705;2;1;2015/12/14
flood;kenya;;;Meru;KE012;0;;0;;Meru;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;855;2;1;2015/12/14
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1197;2;1;2015/12/14
flood;kenya;;;Nyandarua;KE018;0;;0;;Nyandarua;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1232;2;1;2015/12/14
flood;kenya;;;Meru;KE012;0;;0;;Meru;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;856;2;1;2016/03/01
flood;kenya;;;Elgeyo-Marakwet;KE028;0;;0;;Elgeyo-Marakwet;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;137;2;1;2016/03/17
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1201;2;1;2016/03/22
flood;kenya;;;Taita Taveta;KE006;0;;0;;Taita Taveta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1316;2;0;2016/04/27
flood;kenya;;;Tharaka-Nithi;KE013;0;;0;;Tharaka-Nithi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1381;2;0;2016/04/27
flood;kenya;;;Baringo;KE030;0;;0;;Baringo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;46;0;0;2016/05/06
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1093;2;1;2016/06/17
flood;kenya;;;Taita Taveta;KE006;0;;0;;Taita Taveta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1317;2;0;2017/03/05
flood;kenya;;;Samburu;KE025;0;;0;;Samburu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1263;2;0;2017/05/01
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1207;0;0;2017/11/25
flood;kenya;;;Taita Taveta;KE006;0;;0;;Taita Taveta;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;1321;2;1;2018/01/03
