disaster_type;Countrty;adm1_name;adm1_pcode;adm2_name;adm2_pcode;adm3_name;adm3_pcode;adm4_name;adm4_pcode;County;sub_county;ward;people_dead;people_injured;house_destroyed;house_damaged;household_displaced;people_displaced;roads;livestock_lost;bridge;schools;latrine;wall;hospitals;drainage;inst.church.mosque;health_center;lost_crops_ha (acreage);cholera_outbreak;cholera_cases;data_source;glidenumber;disaster_id;data_quality;magnitude_impact;date_recorded
flood;kenya;;;Tana River;KE004;0;;0;;Tana River;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;1363;0;0;2016/05/09
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;dref;0;952;1;1;2002/05/13
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;951;1;1;2002/05/13
flood;kenya;;;Tharaka-Nithi;KE013;Tharaka;;Gatunga;;Tharaka-Nithi;Tharaka;Gatunga;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1378;2;1;2015/11/11
flood;kenya;;;Kiambu;KE022;0;;0;;Kiambu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;405;2;0;2018/03/17
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;0;0;18;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;eoc;0;979;2;1;2012/04/19
flood;kenya;;;Kirinyaga;KE020;0;;0;;Kirinyaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;477;2;0;2015/11/27
flood;kenya;;;Meru;KE012;Imenti Central;;0;;Meru;Imenti Central;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;864;2;0;2018/04/16
flood;kenya;;;Meru;KE012;0;;0;;Meru;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;833;1;1;2002/05/13
flood;kenya;;;Marsabit;KE010;Moyale;;Golbo;;Marsabit;Moyale;Golbo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;802;2;1;2015/05/08
flood;kenya;;;Wajir;KE008;0;;0;;Wajir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1533;2;0;2018/04/30
flood;kenya;;;Kisii;KE045;0;;0;;Kisii;0;0;0;0;0;0;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;497;0;0;2013/05/31
flood;kenya;;;Kisii;KE045;0;;0;;Kisii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;498;0;0;2013/11/14
flood;kenya;;;Kisii;KE045;0;;0;;Kisii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;499;0;0;2014/05/26
flood;kenya;;;Marsabit;KE010;North Horr;;0;;Marsabit;North Horr;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;eoc;0;819;2;1;2017/05/30
flood;kenya;;;Wajir;KE008;Wajir North;;Gurar;;Wajir;Wajir North;Gurar;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1523;2;1;2017/04/18
flood;kenya;;;Garissa;KE007; Lagdera ;;0;;Garissa; Lagdera ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;182;2;0;2018/03/17
flood;kenya;;;Garissa;KE007;0;;0;;Garissa;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;dref;fl-2008-000217-ken;155;1;0;2008/11/25
flood;kenya;;;Garissa;KE007;0;;0;;Garissa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;162;2;0;2015/04/10
flood;kenya;;;Garissa;KE007;0;;0;;Garissa;0;0;0;15;20;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;eoc;0;163;2;1;2015/04/13
flood;kenya;;;Homa Bay;KE043;Suba South;;Gwassi North, Gwassi South;;Homa Bay;Suba South;Gwassi North, Gwassi South;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;eoc;0;223;2;1;2015/03/29
flood;kenya;;;Mandera;KE009;0;;0;;Mandera;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;eoc;0;768;2;0;2018/04/16
flood;kenya;;;Nakuru;KE032;0;;Hells Gate;;Nakuru;0;Hells Gate;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1117;2;1;2012/04/23
flood;kenya;;;Tana River;KE004;Galole;;0;;Tana River;Galole;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;1350;0;0;2014/05/26
flood;kenya;;;Tana River;KE004;0;;0;;Tana River;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;1359;0;0;2016/01/04
flood;kenya;;;Tana River;KE004;0;;0;;Tana River;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;1362;0;0;2016/05/09
flood;kenya;;;Homa Bay;KE043;Homa Bay Town;;0;;Homa Bay;Homa Bay Town;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;220;0;0;2013/11/14
flood;kenya;;;Homa Bay;KE043;Homa Bay Town;;0;;Homa Bay;Homa Bay Town;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;216;2;0;2012/11/01
flood;kenya;;;Homa Bay;KE043;Homa Bay Town;;0;;Homa Bay;Homa Bay Town;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;217;2;1;2013/04/02
flood;kenya;;;Homa Bay;KE043;Homa Bay Town;;0;;Homa Bay;Homa Bay Town;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;218;0;0;2013/05/31
flood;kenya;;;Homa Bay;KE043;Homa Bay Town;;0;;Homa Bay;Homa Bay Town;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;234;2;0;2016/02/28
flood;kenya;;;Homa Bay;KE043;Homa Bay Town;;0;;Homa Bay;Homa Bay Town;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;239;2;1;2018/05/02
flood;kenya;;;Homa Bay;KE043;Homa Bay Town;;0;;Homa Bay;Homa Bay Town;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;241;2;0;2018/06/09
flood;kenya;;;Homa Bay;KE043;Homa Bay Town;;0;;Homa Bay;Homa Bay Town;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;-;196;0;0;2003/06/27
flood;kenya;;;Homa Bay;KE043;Homa Bay Town;;0;;Homa Bay;Homa Bay Town;0;0;0;56;0;0;1200;1;50;0;0;0;0;0;0;0;0;0;0;0;dref;-;198;1;1;2005/05/31
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;4;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;eoc;0;1090;2;1;2016/04/29
flood;kenya;;;Mombasa;KE001;0;;0;;Mombasa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;948;2;0;2018/01/04
flood;kenya;;;Meru;KE012;Igembe North;;0;;Meru;Igembe North;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;844;2;1;2012/10/14
flood;kenya;;;Meru;KE012;Igembe South;;0;;Meru;Igembe South;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;845;2;1;2012/10/14
flood;kenya;;;Meru;KE012;Imenti South;;0;;Meru;Imenti South;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;866;2;0;2018/04/22
flood;kenya;;;Garissa;KE007;Ijara;;Ijara;;Garissa;Ijara;Ijara;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;151;0;0;2002/05/13
flood;kenya;;;Makueni;KE017;0;;0;;Makueni;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;739;2;0;2018/04/24
flood;kenya;;;Nairobi;KE047;0;;Imara Daima;;Nairobi;0;Imara Daima;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1056;2;0;2012/12/26
flood;kenya;;;Embu;KE014;Embu East ;;0;;Embu;Embu East ;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;148;2;0;2018/05/21
flood;kenya;;;Marsabit;KE010;0;;0;;Marsabit;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;789;0;0;2010/04/25
flood;kenya;;;Kajiado;KE034;Isinya;;0;;Kajiado;Isinya;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;334;2;1;2013/12/15
flood;kenya;;;Kajiado;KE034;Isinya;;0;;Kajiado;Isinya;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;eoc;0;341;2;1;2016/02/11
flood;kenya;;;Kajiado;KE034;Isinya;;0;;Kajiado;Isinya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;348;2;0;2018/04/23
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;1010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;269;0;0;2011/12/12
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;eoc;0;276;2;0;2014/11/20
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;279;2;0;2015/11/11
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;280;2;0;2015/11/14
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;20;0;0;222;0;0;0;0;0;0;0;0;0;0;0;eoc;0;288;2;1;2015/12/15
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;304;2;0;2018/04/23
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;wra;0;297;1;0;2018/03/15
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;wra;0;295;1;0;2018/03/15
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;wra;0;294;1;0;2018/03/15
flood;kenya;;;Meru;KE012;0;;0;;Meru;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;wra;0;859;1;0;2017/09/16
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;wra;0;296;1;0;2018/03/15
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;298;1;0;2018/03/15
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;277;2;0;2015/04/01
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;4;0;0;0;1260;0;0;0;0;0;0;1;0;0;0;0;0;0;0;wra;0;293;1;1;2018/03/15
flood;kenya;;;Isiolo;KE011;0;;0;;Isiolo;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;267;0;0;2010/05/14
flood;kenya;;;Garissa;KE007;Balambala;;Jara Jara;;Garissa;Balambala;Jara Jara;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;194;2;0;2019/04/24
flood;kenya;;;Taita Taveta;KE006;0;;0;;Taita Taveta;0;0;0;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;1298;0;0;2012/06/11
flood;kenya;;;Nyeri;KE019;0;;0;;Nyeri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1248;2;0;2019/04/27
flood;kenya;;;Kiambu;KE022;0;;0;;Kiambu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;404;2;0;2017/11/12
flood;kenya;;;Turkana;KE023;Turkana North;;Kaaleng/ Kaikor ;;Turkana;Turkana North;Kaaleng/ Kaikor ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1464;2;0;2017/05/01
flood;kenya;;;Migori;KE044;0;;0;;Migori;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;dref;0;871;1;0;2002/05/13
flood;kenya;;;Migori;KE044;0;;0;;Migori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;908;0;0;2015/11/28
flood;kenya;;;Homa Bay;KE043;Ndhiwa;;0;;Homa Bay;Ndhiwa;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;226;2;1;2015/05/02
flood;kenya;;;Meru;KE012;Igembe North;;0;;Meru;Igembe North;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;870;2;0;2018/12/01
flood;kenya;;;Kirinyaga;KE020;0;;0;;Kirinyaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;474;2;0;2014/11/30
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1018;2;0;2018/04/28
flood;kenya;;;Narok;KE033;0;;0;;Narok;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;1194;0;0;2015/11/22
flood;kenya;;;Turkana;KE023;0;;0;;Turkana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1467;2;0;2017/09/05
flood;kenya;;;Turkana;KE023;0;;0;;Turkana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1486;2;0;2018/04/29
flood;kenya;;;Turkana;KE023;0;;0;;Turkana;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;wra;0;1479;1;1;2018/04/19
flood;kenya;;;Kajiado;KE034;Kajiado East;;0;;Kajiado;Kajiado East;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;308;1;1;2009/11/04
flood;kenya;;;Kajiado;KE034;Kajiado East;;0;;Kajiado;Kajiado East;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;315;1;1;2010/05/14
flood;kenya;;;Kajiado;KE034;Kajiado East;;0;;Kajiado;Kajiado East;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;342;1;1;2018/01/03
flood;kenya;;;Kajiado;KE034;Kajiado East;;0;;Kajiado;Kajiado East;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;344;2;0;2018/03/16
flood;kenya;;;Kajiado;KE034;Kajiado East;;0;;Kajiado;Kajiado East;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;350;2;1;2018/05/02
flood;kenya;;;Kajiado;KE034;Kajiado East;;0;;Kajiado;Kajiado East;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;352;2;0;2018/05/14
flood;kenya;;;Kajiado;KE034;Kajiado North;;0;;Kajiado;Kajiado North;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;312;1;1;2010/01/06
flood;kenya;;;Kakamega;KE037;Kakamega South;;0;;Kakamega;Kakamega South;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;375;2;0;2019/03/05
flood;kenya;;;Bungoma;KE039;0;;0;;Bungoma;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;64;1;1;2010/04/21
flood;kenya;;;Kisumu;KE042;Nyando;;0;;Kisumu;Nyando;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;591;2;0;2015/11/17
flood;kenya;;;Turkana;KE023;Turkana Central;;0;;Turkana;Turkana Central;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1458;2;1;2015/11/19
flood;kenya;;;Turkana;KE023;Turkana North;;0;;Turkana;Turkana North;0;6;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;1424;1;1;2010/03/08
flood;kenya;;;Turkana;KE023;Turkana West;;Kalobeyei;;Turkana;Turkana West;Kalobeyei;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1476;2;1;2018/04/15
flood;kenya;;;Turkana;KE023;Turkana Central;;Kalokol;;Turkana;Turkana Central;Kalokol;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1462;2;0;2016/04/29
flood;kenya;;;Taita Taveta;KE006;Voi;;Kaloleni;;Taita Taveta;Voi;Kaloleni;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1307;2;1;2015/11/18
flood;kenya;;;Murang'a;KE021;0;;0;;Murang'a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1022;2;0;2018/05/27
flood;kenya;;;Kitui;KE015;Kitui Central;;0;;Kitui;Kitui Central;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;624;2;0;2015/11/21
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1041;2;1;2012/04/25
flood;kenya;;;Turkana;KE023;0;;0;;Turkana;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1455;2;0;2015/11/10
flood;kenya;;;Machakos;KE016;Kangundo;;0;;Machakos;Kangundo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;710;2;0;2018/03/16
flood;kenya;;;Homa Bay;KE043;0;;0;;Homa Bay;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;205;1;1;2010/04/25
flood;kenya;;;Homa Bay;KE043;0;;0;;Homa Bay;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;236;2;0;2018/01/11
flood;kenya;;;Laikipia;KE031;0;;0;;Laikipia;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;658;1;1;2010/05/14
flood;kenya;;;Murang'a;KE021;Kangema;;0;;Murang'a;Kangema;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1013;2;1;2018/03/07
flood;kenya;;;Kitui;KE015;Kitui Rural;;Kanyangi;;Kitui;Kitui Rural;Kanyangi;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;627;2;1;2018/04/13
flood;kenya;;;Migori;KE044;0;;0;;Migori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;915;2;0;2017/11/06
flood;kenya;;;Bungoma;KE039;0;;0;;Bungoma;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;83;2;1;2018/05/14
flood;kenya;;;Elgeyo-Marakwet;KE028;Keiyo South;;Kaptarakwa;;Elgeyo-Marakwet;Keiyo South;Kaptarakwa;9;9;0;12;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;130;1;1;2013/01/15
flood;kenya;;;Nakuru;KE032;0;;0;;Nakuru;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;eoc;0;1124;2;0;2012/06/26
flood;kenya;;;Kisumu;KE042;0;;0;;Kisumu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;dref;0;510;1;1;2006/05/19
flood;kenya;;;Homa Bay;KE043;Karachuonyo;;0;;Homa Bay;Karachuonyo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;238;2;0;2018/04/16
flood;kenya;;;Marsabit;KE010;0;;0;;Marsabit;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;828;2;1;2018/06/09
flood;kenya;;;Marsabit;KE010;Mandera West;;Kargi/ South Horr;;Marsabit;Mandera West;Kargi/ South Horr;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;815;2;0;2017/04/19
flood;kenya;;;Marsabit;KE010;Mandera West;;Kargi/ South Horr;;Marsabit;Mandera West;Kargi/ South Horr;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;832;2;1;2019/03/09
flood;kenya;;;Nairobi;KE047;0;;Kariobangi South;;Nairobi;0;Kariobangi South;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1088;2;0;2016/01/17
flood;kenya;;;Turkana;KE023;0;;0;;Turkana;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;1447;1;1;2013/04/18
flood;kenya;;;Kiambu;KE022;0;;Karura;;Kiambu;0;Karura;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;409;2;0;2018/05/18
flood;kenya;;;Garissa;KE007;Balambala ;;0;;Garissa;Balambala ;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;eoc;0;195;2;1;2019/04/28
flood;kenya;;;Kitui;KE015;Mwingi;;0;;Kitui;Mwingi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;626;2;0;2018/03/16
flood;kenya;;;Kisumu;KE042;0;;0;;Kisumu;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;557;0;0;2013/01/15
flood;kenya;;;Turkana;KE023;Turkana South;;Katilu;;Turkana;Turkana South;Katilu;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;1415;1;1;2008/10/04
flood;kenya;;;Kisumu;KE042;0;;0;;Kisumu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;596;2;0;2018/03/19
flood;kenya;;;Nairobi;KE047;Kibra;;0;;Nairobi;Kibra;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1101;2;1;2019/04/23
flood;kenya;;;Makueni;KE017;0;;0;;Makueni;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;720;2;0;2015/04/05
flood;kenya;;;Kisumu;KE042;0;;0;;Kisumu;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;558;0;0;2013/01/15
flood;kenya;;;Migori;KE044;Kuria East;;0;;Migori;Kuria East;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;920;2;0;2018/05/20
flood;kenya;;;Elgeyo-Marakwet;KE028;0;;0;;Elgeyo-Marakwet;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;128;0;0;2011/12/12
flood;kenya;;;Kisii;KE045;Kenyanya;;0;;Kisii;Kenyanya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;502;2;0;2018/05/06
flood;kenya;;;Kiambu;KE022;0;;0;;Kiambu;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;408;2;1;2018/04/18
flood;kenya;;;Kisii;KE045;Kenyenya;;0;;Kisii;Kenyenya;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;491;2;1;2012/05/20
flood;kenya;;;Elgeyo-Marakwet;KE028;0;;0;;Elgeyo-Marakwet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;125;0;0;2003/08/24
flood;kenya;;;Kirinyaga;KE020;0;;0;;Kirinyaga;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;eoc;0;482;2;0;2018/05/05
flood;kenya;;;Kakamega;KE037;Matungu ;;Khalaba;;Kakamega;Matungu ;Khalaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;371;2;0;2018/05/13
flood;kenya;;;Garissa;KE007;0;;;;Garissa;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;188;2;0;2018/04/27
flood;kenya;;;Embu;KE014;Mbeere South;;Kiambere;;Embu;Mbeere South;Kiambere;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;146;2;1;2018/03/07
flood;kenya;;;Kiambu;KE022;Kiambu;;0;;Kiambu;Kiambu;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;384;1;1;2002/11/17
flood;kenya;;;Kiambu;KE022;Kiambu;;0;;Kiambu;Kiambu;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;393;1;0;2012/06/11
flood;kenya;;;Nairobi;KE047;0;;0;;Nairobi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1097;2;0;2018/04/30
flood;kenya;;;Makueni;KE017;0;;0;;Makueni;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;wra;0;740;1;0;2018/04/24
flood;kenya;;;Nyeri;KE019;Mukurweini;;0;;Nyeri;Mukurweini;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1245;2;1;2018/05/04
flood;kenya;;;Nairobi;KE047;Kibra;;0;;Nairobi;Kibra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;0;1031;0;0;2009/12/22
flood;kenya;;;Nairobi;KE047;Kibra;;0;;Nairobi;Kibra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1091;2;0;2016/05/09
flood;kenya;;;Nairobi;KE047;Kibra;;0;;Nairobi;Kibra;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc;0;1043;2;1;2012/04/27
