"time","Baringo","Bomet","Bungoma","Busia","Elgeyo-Mar","Embu","Garissa","Homa Bay","Nyeri","Isiolo","Kajiado","Kakamega","Kericho","Kiambu","Kilifi","Kirinyaga","Kisii","Kisumu","Kitui","Kwale","Laikipia","Machakos","Makueni","Mandera","Samburu","Marsabit","Meru","Migori","Murang'a","Nairobi","Nakuru","Nandi","Nyamira","Nyandarua","Siaya","Taita Tave","Tana River","Tharaka-Ni","Trans Nzoi","Turkana","Uasin Gish","Vihiga","Wajir","West Pokot","Narok","Mombasa","Lamu"
"31-05-2002",0.100536830723286,0.0506431758403778,0.115461513400078,0.0883296132087708,0.0503414683043957,2.35626084759133e-05,1.15232467651367,0.0875999331474304,0.0169507265090942,0.859053730964661,0.574990212917328,0.141768082976341,0.0669925361871719,0.0221291296184063,0.228908866643906,1.99305372916569e-06,0.0563947036862373,0.103869222104549,0.0779419168829918,1.20386312119081e-06,0.100851021707058,0.0106237214058638,0.0134555520489812,8.38322448730469,0.519934475421906,1.06658113002777,0.28067684173584,0.0800557136535645,0.00127030466683209,0.00527689047157764,0.122007377445698,0.107494190335274,0.0669842660427094,0.119638100266457,0.0857591480016708,0.659826040267944,0.446560055017471,0.0668383166193962,0.098152719438076,0.237835869193077,0.0535616017878056,0.10852425545454,9.13331317901611,0.0858594849705696,0.297345727682114,0,0.0959291756153107
"01-06-2002",0.173137202858925,0.141263261437416,0.116676323115826,0.0480392165482044,0.160745844244957,0.00016536979819648,0.272819936275482,0.142281755805016,0.0206282660365105,0.299347311258316,1.19423151016235,0.138140857219696,0.1654402166605,0.0379999354481697,0.657639384269714,1.89413481166412e-06,0.0805206596851349,0.14948944747448,0.806746959686279,3.03507661819458,0.124375566840172,0.0115340882912278,1.058229804039,8.1427755355835,0.379607349634171,0.951734602451324,0.119150660932064,0.035964623093605,0.00122262397781014,0.00319137517362833,0.195678606629372,0.156106516718864,0.129362627863884,0.190084844827652,0.14156249165535,3.10848045349121,0.280366808176041,0.00810990482568741,0.134692773222923,0.0857764407992363,0.162952154874802,0.145084828138351,9.66728019714355,0.139734894037247,0.192717656493187,0.302192062139511,0.0433271452784538
"02-06-2002",0.128031715750694,0.14434327185154,0.0283301845192909,0.0173506252467632,0.108501680195332,5.02759867231362e-05,0.351386070251465,0.0203983634710312,0.0213090442121029,0.167269453406334,0.113196596503258,0.0270535219460726,0.127116188406944,0.0319548100233078,1.04342699050903,4.95849008075311e-07,0.00986091699451208,0.084393322467804,0.0417690798640251,1.19880306720734,0.0363316088914871,0.0047159162349999,0.000821419584099203,16.4174041748047,0.347546726465225,0.727585673332214,0.0787733048200607,0.00960507895797491,0.00144956726580858,0.00296389567665756,0.121518932282925,0.0825304612517357,0.0147292651236057,0.130781412124634,0.0120427319779992,0.940188646316528,0.127869337797165,0.0209595803171396,0.0205589849501848,0.0951275005936623,0.103022210299969,0.0274880733340979,10.3101615905762,0.0483137331902981,0.112541794776917,0.0248816404491663,0.120670467615128
"03-06-2002",0.0737552493810654,0.0156745817512274,0.0171592310070992,0.00268832501024008,0.0483324453234673,0,0.0729125291109085,0.0734261348843575,0.000100430544989649,0.11726176738739,0.248853594064713,0.0178161915391684,0.00954590551555157,4.56744382972829e-05,0.61187344789505,0,0.00672045862302184,0.0102759972214699,0.000256824307143688,1.15439260005951,0.0730404183268547,4.91397884161415e-07,6.37421499050106e-06,17.3285465240479,0.166670247912407,0.812524080276489,0.00586504163220525,0.0556836612522602,0,2.61975310422713e-06,0.0356678366661072,0.0138128530234098,0.0111975176259875,0.0115906894207001,0.0065485849045217,0.732725024223328,0.105881199240685,3.58912184310611e-05,0.0234709233045578,0.134146571159363,0.0258099380880594,0.0110101001337171,16.5344429016113,0.0537825599312782,0.0477171987295151,0.473580747842789,0.000328780559357256
"04-06-2002",0.0481156781315804,0.027878649532795,0.01836839877069,0.0186077337712049,0.0231492538005114,1.44565694881749e-06,0.0156736746430397,0.0401477478444576,0.0135218147188425,0.0950232818722725,0.149990200996399,0.0252338536083698,0.0356139354407787,0.0737941488623619,0.320218414068222,4.84923430121853e-06,0.02971176430583,0.0429238677024841,6.11557843512855e-05,0.437586188316345,0.0601829923689365,0.00716975145041943,0.00234468979761004,17.1313629150391,0.243661180138588,0.418089032173157,0.0159037355333567,0.0290142241865396,0.00203655124641955,0.0262242443859577,0.139312908053398,0.0242776833474636,0.0390492491424084,0.0787466689944267,0.0233783926814795,0.217880979180336,0.0102191204205155,0.00017410320288036,0.027944054454565,0.225330621004105,0.0197333432734013,0.0266222562640905,16.7078094482422,0.0335508584976196,0.650445759296417,0.497227728366852,0.000297352613415569
"05-06-2002",0.189513146877289,1.16663646697998,0.249402850866318,0.292007446289062,0.104999512434006,4.30552281613927e-05,0.157842174172401,1.52791059017181,0.0507404915988445,0.311904400587082,0.217525631189346,0.378657847642899,0.530600905418396,0.0624751374125481,0.00025686583830975,1.93129089893773e-05,1.71034741401672,0.850108683109283,0.0326105691492558,0.386309236288071,0.174612507224083,0.0126277450472116,0.0115063535049558,12.9650354385376,0.149578049778938,3.53097629547119,0.0151876388117671,1.55359959602356,0.00172399950679392,0.0201354864984751,0.221579015254974,0.128385841846466,1.58185935020447,0.234821796417236,0.264355331659317,0.716655790805817,0.227526143193245,2.22539911192143e-05,0.0487639605998993,0.0976509600877762,0.100760132074356,0.118766508996487,14.4223766326904,0.0537189356982708,2.16459369659424,0,0.0609109438955784
"06-06-2002",0.172904670238495,0.88218104839325,0.134182393550873,0.0722267329692841,0.101593695580959,5.18457236466929e-05,0.501776397228241,0.335438787937164,0.0410635881125927,0.544230699539185,2.2587468624115,0.0860560983419418,0.117399461567402,0.0521341040730476,1.95840289052285e-06,1.10756745925755e-05,0.277727007865906,0.0692153573036194,0.0411238148808479,2.64326286315918,0.147688835859299,0.0369174554944038,0.043319221585989,17.5121288299561,0.218631833791733,1.13122999668121,0.0255315899848938,3.54233026504517,0.00157249113544822,0.0343816839158535,0.237153261899948,0.0660475492477417,0.273504436016083,0.237003803253174,0.0391251817345619,1.39077723026276,0.714205503463745,0.000134531932417303,0.120438948273659,0.119495682418346,0.0635261535644531,0.0188558120280504,17.0774841308594,0.109389305114746,4.3338680267334,0,0.547714412212372
"07-06-2002",0.0823011994361877,1.87724888324738,0.0153599176555872,0.0416346900165081,0.0220770947635174,8.96444078080094e-07,1.44442403316498,1.03479075431824,0.0283984914422035,0.493631333112717,0.285290598869324,0.157795339822769,1.98544108867645,0.0931162685155869,8.87653115455578e-08,1.07947539618181e-06,1.16924619674683,0.845935106277466,0.00555051025003195,0,0.0880930051207542,0.00179529399611056,0.0020339151378721,12.4212760925293,0.374750524759293,1.33529198169708,0.0547142438590527,1.07211112976074,0.000803204311523587,0.0254843477159739,0.860692203044891,0.496731579303741,1.68650829792023,0.138132527470589,0.521655559539795,2.7443161343399e-06,0.190041542053223,0.000426905957283452,0.00891510024666786,0.256296902894974,0.149683594703674,0.201067864894867,19.458309173584,0.0330387055873871,2.70126056671143,0,1.60582482814789
"08-06-2002",0.33983525633812,1.21912324428558,0.00156547431834042,0.244081228971481,0.0336384922266006,4.76977675134549e-06,1.60461473464966,0.748839437961578,0.0274612046778202,0.573038220405579,2.14816737174988,0.0245209988206625,0.628288924694061,0.0592575185000896,0,7.95919004303869e-06,0.91952908039093,0.548134386539459,0.00109532941132784,0.117619208991528,0.124946564435959,0.00132069503888488,0.00145787419751287,35.5478897094727,0.338763803243637,0.927212417125702,0.0285564586520195,0.822864234447479,0.0014397616032511,0.0230395011603832,0.556744754314423,0.121426612138748,0.940597772598267,0.13286304473877,0.340215474367142,0.141324430704117,0.154517278075218,0.000245740462560207,0.00154110521543771,0.189404651522636,0.0759755373001099,0.0546003952622414,23.7275066375732,0.00689636124297976,2.61941146850586,0,0.92236739397049
"09-06-2002",0.0102745452895761,0.00510778976604342,0,0,0.000680713972542435,0,0.602408766746521,0.0263725277036428,0.00269967596977949,0.154984250664711,0.265300273895264,0,0.00465940497815609,0.00144848087802529,0,0,0.0386726856231689,0.00872836541384459,0.000526403309777379,0,0.0114519242197275,0.000159900213475339,0.00153884349856526,59.7260208129883,0.0422374382615089,0.555722713470459,0.000331596762407571,0.48547300696373,0,0.00140767311677337,0.0130699304863811,0.000690143031533808,0.0137257436290383,0.0125368498265743,0.00168895733077079,0,0.0432844310998917,0,0,0.0339015983045101,0.000525704410392791,0.000261740438872948,27.4377021789551,0.000348342582583427,0.737772703170776,0,0.0359531380236149
"10-06-2002",4.02311372756958,2.78669595718384,3.85186338424683,4.4471583366394,3.81476736068726,1.53704888816719e-08,1.38115954399109,6.25737333297729,0.181298926472664,0.997850120067596,6.03895616531372,4.63692712783813,4.86475658416748,0.287225782871246,0.00967932865023613,1.3488051990862e-06,4.68160724639893,5.55220794677734,0.0348863415420055,0.216162696480751,1.07244753837585,0.122216962277889,0.102195560932159,56.9123191833496,0.84855043888092,0.628748953342438,0.109150253236294,5.30710601806641,0.00748812360689044,0.138710081577301,2.45625305175781,5.66510009765625,3.43452382087708,1.46068906784058,4.67791938781738,0.0782122611999512,2.04603147506714,0.0189310498535633,1.45578491687775,0.0946267321705818,4.99347066879272,3.08824896812439,63.2521133422852,0.975216627120972,6.79038667678833,0,2.52436590194702
"11-06-2002",5.51574420928955,3.3261992931366,2.28399443626404,2.11579418182373,5.9270133972168,1.57410538196564,2.53468561172485,3.25974988937378,2.97650694847107,1.37631738185883,14.577465057373,3.68307876586914,5.99532270431519,0.895419180393219,2.474360704422,0.506945013999939,4.39984369277954,5.57299709320068,2.03987669944763,3.65182662010193,3.97329211235046,1.97638213634491,1.52891528606415,52.7999153137207,1.42948293685913,5.79187917709351,0.957922339439392,4.4594202041626,0.622004568576813,1.87126898765564,9.04551887512207,6.36992645263672,4.16395711898804,5.12385082244873,0.754185855388641,3.81698727607727,2.72522401809692,0.51543778181076,2.66144204139709,3.06116223335266,6.50587701797485,3.65754747390747,39.7105751037598,4.14535999298096,10.8883352279663,0.038259394466877,4.67475080490112
"12-06-2002",1.30023515224457,0.502459049224854,2.71748495101929,1.39093422889709,1.78612518310547,0,3.71611523628235,0.148724287748337,0.00842017866671085,0.843034267425537,0.271361470222473,3.47104573249817,0.64705753326416,0.00266825221478939,0,0,0.0228382032364607,0.820159316062927,0.000904116546735168,0,0.340941578149796,0.00064716674387455,0.00333464308641851,100.671875,0.96144425868988,5.26991176605225,0.11113054305315,0.153019949793816,0,0.0026643630117178,0.223700478672981,3.15856456756592,0.0923245623707771,0.029339799657464,0.371144235134125,0.000109833155875094,0.113109514117241,0.00394361186772585,2.22458291053772,0.616731762886047,2.40574622154236,1.53411269187927,41.8416786193848,1.31565093994141,0.250364661216736,0,0.0945513099431992
"13-06-2002",1.26635825634003,0.277279317378998,3.8170428276062,4.53968858718872,1.46544218063354,0.00156388722825795,0.670422613620758,1.6800422668457,0.0622188560664654,0.955715358257294,0.0385404787957668,4.02164173126221,1.24734914302826,0.00579229416325688,4.31762418884318e-05,0.00121161038987339,0.0783290565013885,1.85770678520203,0.0653330385684967,0,0.409791678190231,0.00011450368037913,0.000441401381976902,60.1766700744629,1.13296937942505,5.06780958175659,0.454698920249939,0.223730310797691,0.00517867971211672,0.00251139933243394,0.257933884859085,3.07433366775513,0.0759115517139435,0.139275163412094,1.74947166442871,0,0.949302613735199,0.218706175684929,2.268221616745,0.983494520187378,2.07093548774719,2.65327405929565,45.9466705322266,0.0934539437294006,0.242355138063431,0,0.631190180778503
"14-06-2002",0.200096890330315,0.127662375569344,0.0746422559022903,0.127805724740028,0.142169997096062,1.88806495771132e-06,0.61041659116745,0.197270289063454,0.0192217230796814,0.580540120601654,0.504119694232941,0.0748690143227577,0.0758592113852501,0.0509368740022182,2.50715220317943e-05,3.92420770367607e-06,0.172771692276001,0.0542221255600452,6.47465785732493e-05,6.11868244959624e-07,0.110194161534309,0.000366020598448813,2.64184782281518e-05,26.988395690918,0.320525825023651,7.44610071182251,0.0087067810818553,0.245374277234077,0.000357307260856032,0.0142195634543896,0.096866175532341,0.0679403692483902,0.146833226084709,0.0669153034687042,0.0620758794248104,0.00013693752407562,0.408340185880661,4.08979803978582e-06,0.0842121466994286,0.210499584674835,0.0853491425514221,0.0266253091394901,35.7728385925293,0.160854458808899,0.275704473257065,0,0.722496151924133
"15-06-2002",0.105799920856953,0.125753462314606,0.0575615018606186,0.042618814855814,0.0905072614550591,7.71046416048193e-07,0.45541524887085,0.133326768875122,0.0382535420358181,0.448491275310516,1.01069259643555,0.0622201003134251,0.0927933156490326,0.0733461603522301,0.00118491309694946,1.61178900270897e-06,0.159931242465973,0.0650420263409615,0.00583770917728543,0,0.164959743618965,0.000760379072744399,0.0186474174261093,46.6932106018066,0.512469589710236,4.93717050552368,0.125225305557251,0.29070657491684,0.0013686353340745,0.0246387366205454,0.118624076247215,0.0689898654818535,0.13179723918438,0.120459884405136,0.0615324415266514,0.00242745620198548,0.623165309429169,0.00698624504730105,0.0777614787220955,4.66271018981934,0.0689150989055634,0.030199371278286,38.1590347290039,0.110249094665051,2.30771446228027,0,0.687872588634491
"16-06-2002",0.00747566437348723,0.019084770232439,0.00484133185818791,0.00463990587741137,0.00698600802570581,0,0.457279592752457,0.00654223375022411,0.00705216033384204,3.02599024772644,0.0758170187473297,0.00196201726794243,0.0106584019958973,0.0366315022110939,6.83538132761896e-07,7.87127589774173e-08,0.0239749141037464,0.00557565037161112,0.000273166864644736,0,0.00773219391703606,0.00458330195397139,0.00139499991200864,30.5090446472168,0.0537485890090466,4.51193380355835,0.00113401573617011,0.0385346934199333,8.91966410563327e-05,0.0160659048706293,0.0534284897148609,0.00187361915595829,0.0204041767865419,0.0244524590671062,0.00322054536081851,0.000389551132684574,0.0648366287350655,0,0.00946093071252108,4.81559562683105,0.00559863355010748,0.000597559323068708,27.8145084381104,0.00652513280510902,0.120482049882412,0,0.204662069678307
"17-06-2002",0.0698647573590279,0.800953984260559,0.00478085270151496,0.0121363988146186,0.0326514095067978,7.10987615093472e-06,0.199357956647873,0.103376284241676,0.00885096658021212,2.4738438129425,0.84172385931015,0.00569921266287565,0.349521607160568,0.0456183925271034,0.000356589094735682,1.42660974233877e-06,0.25266233086586,0.100270144641399,0.0160537101328373,0.507250607013702,0.048216599971056,0.0121171902865171,0.0127217965200543,25.5692901611328,0.136739671230316,8.97831058502197,0.0230883304029703,0.197029754519463,0.000604896806180477,0.0148654971271753,0.0781899988651276,0.0356345996260643,0.526807963848114,0.0837762057781219,0.047138437628746,0.394573748111725,0.279269576072693,0.000171423482242972,0.0198165029287338,10.5382289886475,0.0195356104522943,0.0115736657753587,57.7965049743652,0.0401658192276955,2.68539619445801,0,0.271679878234863
"18-06-2002",0.0477550663053989,0.10131548345089,0.0122215719893575,0.0138384159654379,0.0275092646479607,5.3786775424669e-06,1.08332896232605,0.150040104985237,0.022155337035656,0.358553767204285,0.274262517690659,0.00622883392497897,0.100033067166805,0.0344068296253681,0.000235781713854522,1.57453303017974e-06,0.111837297677994,0.0555350482463837,0.0181672386825085,1.6185919046402,0.0578531697392464,0.0280406698584557,0.0381056033074856,17.5016918182373,0.266077816486359,6.35321855545044,0.0399295315146446,0.168207094073296,0.000924503954593092,0.0195031147450209,0.107855126261711,0.0323590934276581,0.106052197515965,0.122530966997147,0.00763814058154821,0.718346893787384,0.200828522443771,0.000317545869620517,0.0132217723876238,6.10968685150146,0.0221546813845634,0.00824671983718872,26.1647052764893,0.021557841449976,0.201855406165123,0,0.301526546478271
"19-06-2002",0.0152276875451207,0.0696747824549675,0.00117257796227932,0.00751956040039659,0.0121893445029855,1.00475192610361e-08,0.17672872543335,0.091783307492733,0.00512639665976167,0.304976940155029,0.161149278283119,0.00686962157487869,0.0385498628020287,0.0332065485417843,6.41148872091435e-05,1.65719370670558e-07,0.0446398518979549,0.0151832941919565,0.00450117886066437,0,0.0127333430573344,0.00473240343853831,0.00642466684803367,25.4211730957031,0.221631541848183,0.66349071264267,0.0310391299426556,0.0912753194570541,0.000300584448268637,0.0129918800666928,0.0733442157506943,0.017087122425437,0.0571573078632355,0.0347496457397938,0.00385117321275175,0.0010492253350094,0.248116448521614,0.000157924543600529,0.000800197594799101,3.15335607528687,0.015920877456665,0.00884900335222483,47.7806129455566,0.000753911677747965,0.141708374023438,0,0.402062892913818
"20-06-2002",0.0639679357409477,0.0571331679821014,0.00287607731297612,0.0200882498174906,0.0218345206230879,0.000108874999568798,0.104304052889347,1.13276290893555,0.0464104525744915,0.380477160215378,0.434861540794373,0.00816761143505573,0.0498953685164452,0.0356946177780628,6.67482368044148e-07,0.000523021386470646,0.831497192382812,0.067476749420166,0.00220495485700667,0,0.0686789453029633,0.0255029574036598,0.0406657569110394,47.7073554992676,0.372445642948151,4.19443225860596,0.0135325249284506,0.840947687625885,0.00113819295074791,0.00774769624695182,0.111466459929943,0.0293463226407766,0.4598648250103,0.119827374815941,0.659934520721436,0.00128414493519813,0.142636224627495,3.60734666173812e-05,0.00101904245093465,5.5947322845459,0.028269924223423,0.0118763521313667,134.600067138672,0.00104542297776788,0.806691408157349,0,0.333393067121506
"21-06-2002",1.419025182724,4.24270534515381,0.304058045148849,0.53960508108139,0.952087640762329,2.0876830603811e-05,0.551033973693848,2.33454060554504,0.214543610811234,0.816374242305756,3.72911810874939,0.77847546339035,2.70607781410217,0.364799052476883,6.55214244034141e-05,0.000473459018394351,2.72841882705688,2.26958990097046,0.0130838081240654,0.7606001496315,0.299625247716904,0.0317794904112816,0.036557387560606,22.1525840759277,0.316106379032135,2.26177978515625,0.0550334230065346,4.90459823608398,0.00601730076596141,0.0308225490152836,2.11022257804871,1.94583427906036,3.42178750038147,0.593074440956116,1.06322312355042,0.278526335954666,0.844143211841583,0.000669860863126814,0.0250911917537451,1.86431300640106,1.37470591068268,0.990441024303436,74.8921661376953,0.048141535371542,5.28203773498535,0,1.20039176940918
"22-06-2002",0.101628065109253,1.56933343410492,0.0143704824149609,0.0543635636568069,0.0943375900387764,5.71580027752816e-09,1.89197611808777,0.27805569767952,0.0226560346782207,0.751960337162018,0.454135924577713,0.023930486291647,0.826236426830292,0.0205088332295418,0.0205945745110512,0,0.714308142662048,0.135266080498695,0.0241303239017725,1.17488658428192,0.0747741982340813,0.0328507609665394,0.0511189550161362,13.9295148849487,0.270046263933182,3.93168187141418,0.0584602057933807,1.19188857078552,0.000779570429585874,0.0134836854413152,0.507493257522583,0.1510349214077,1.08859276771545,0.134514108300209,0.0948631316423416,1.10547041893005,0.866277694702148,0.000599225168116391,0.00852133799344301,0.55724036693573,0.162745729088783,0.0110350521281362,16.4015522003174,0.00903926137834787,3.15851831436157,0,2.70812320709229
"23-06-2002",0.0370222665369511,0.0899086445569992,0.00123092194553465,0.00318496185354888,0.00946088507771492,0,2.84522175788879,0.163413465023041,0.0175447165966034,0.40037477016449,0.0736576989293098,0.00264247204177082,0.0468492209911346,0.0133153740316629,3.48823850799818e-05,2.45776118390495e-06,0.0127555746585131,0.011684755794704,0.000271729339146987,0,0.0379193723201752,0.00627288781106472,0.0223775170743465,35.3047561645508,0.16125762462616,0.641067087650299,0.0269988235086203,0.289880782365799,0.000411814166000113,0.00715828174725175,0.0585850588977337,0.0176536627113819,0.03162557259202,0.061864897608757,0.0537199974060059,0.000332747178617865,0.503271877765656,2.34492126764962e-05,0.000133554203785025,0.0913102254271507,0.0149503340944648,0.00179151783231646,26.1433715820312,0,0.23711684346199,0,1.04664885997772
"24-06-2002",0.109101019799709,1.53514277935028,0.00228096568025649,0.0266337487846613,0.0279189497232437,4.04280835937243e-05,1.5659567117691,0.359248757362366,0.0753701850771904,3.48497605323792,3.46981978416443,0.0151970665901899,0.0474954359233379,0.0300540532916784,0.00113865570165217,1.4022174582351e-05,0.250569373369217,0.0233346354216337,0.00906114000827074,0,0.126037687063217,0.0113485734909773,0.00805093813687563,30.210823059082,0.93133533000946,4.68329191207886,0.127252399921417,4.64041900634766,0.00138023332692683,0.0216887537389994,0.140022426843643,0.0329637005925179,0.214461743831635,0.186749219894409,0.074652761220932,0.0189860984683037,0.49354949593544,0.0235007982701063,0.00842217728495598,1.69540512561798,0.023774441331625,0.0185528360307217,55.4060401916504,0.0119986655190587,7.284987449646,0,0.862261652946472
"25-06-2002",0.29219526052475,3.6682653427124,0.0301036965101957,0.0950791612267494,0.091545045375824,0.0028088625986129,1.47224020957947,3.18848466873169,0.390255928039551,2.16238474845886,8.24484729766846,0.340780943632126,3.49531412124634,0.227012023329735,0.0415182039141655,0.000941635807976127,4.09098291397095,2.71836495399475,0.153523504734039,1.05728435516357,0.313433885574341,0.0363256372511387,0.0549902357161045,10.2282276153564,1.47393095493317,1.71412265300751,0.719950795173645,3.23089504241943,0.13797202706337,0.0568630620837212,1.63768970966339,1.43465161323547,3.98493266105652,1.51702702045441,2.55263519287109,4.308180809021,1.68490505218506,0.287432849407196,0.0426053702831268,0.228134125471115,0.278124302625656,0.562275111675262,23.6846904754639,0.033882912248373,3.75699090957642,0.0103628216311336,1.38482892513275
"26-06-2002",0.527851998806,0.230576992034912,0.150234043598175,0.100560516119003,0.154843345284462,0.00150538154412061,1.44494581222534,0.423415869474411,0.361491620540619,1.71581268310547,0.293172568082809,0.229309141635895,0.340252876281738,0.207084074616432,0.00410205079242587,0.000588376482483,0.316180974245071,0.467599958181381,0.135436549782753,0.000227867116336711,0.732885479927063,0.0492308177053928,0.019326938316226,22.9765644073486,1.45655643939972,2.01849985122681,0.863395214080811,0.412843406200409,0.151952266693115,0.0618100874125957,0.734042048454285,0.252532809972763,0.255084425210953,0.89958530664444,0.920746147632599,0.000256400206126273,1.36962342262268,0.38726469874382,0.117581471800804,0.740850448608398,0.100955031812191,0.281755387783051,18.9595413208008,0.15683725476265,0.540119409561157,0,1.76266348361969
"27-06-2002",0.0875331833958626,0.092802457511425,0.0203108284622431,0.00614358857274055,0.0324595682322979,0,1.28837049007416,0.0744272843003273,0.00105249765329063,0.753362476825714,0.523077547550201,0.0094428826123476,0.0658795610070229,0.0281334389001131,0.0540892332792282,0,0.0749235898256302,0.0207109432667494,0.000649584922939539,0.00600010855123401,0.0466831214725971,0.000518172979354858,0.00231947191059589,28.5377407073975,0.591348826885223,2.53276515007019,0.0435318201780319,0.222045212984085,0.000151435669977218,0.00812782999128103,0.137763246893883,0.00753123965114355,0.0407180599868298,0.127411335706711,0.0222041551023722,0.083038330078125,0.697132527828217,0.00103941175621003,0.0162363406270742,1.04152607917786,0.02365099824965,0.00920864287763834,29.3397655487061,0.00630099698901176,0.491854935884476,6.22286056017884e-10,0.976904571056366
"28-06-2002",0.0466565862298012,0.00821582600474358,0.0225111413747072,0.01217872928828,0.0260286815464497,6.43936289179692e-07,0.495666831731796,0.0705134198069572,0.00247133173979819,1.0977817773819,0.0928379893302917,0.0380039028823376,0.0282680969685316,0.00129476666916162,5.37008645551396e-07,1.07451796793612e-06,0.0355577655136585,0.0665294155478477,0.000280143751297146,0,0.0300389640033245,0.00598986074328423,0.00440438417717814,68.6581420898438,0.5489861369133,9.36744976043701,0.0137768127024174,0.0311057325452566,2.54547876465949e-06,0.00218635285273194,0.0508708506822586,0.0354625806212425,0.0254616308957338,0.0505780763924122,0.0547464564442635,0.0060457237996161,0.0630052164196968,0.000794716353993863,0.0160755794495344,4.01913404464722,0.0202493537217379,0.0419614613056183,124.959503173828,0.0119520612061024,0.0915876552462578,0,0.334168076515198
"29-06-2002",0.00082797062350437,0.0239170230925083,0.00561443157494068,0.00194881367497146,0.00156363006681204,0,0.032631654292345,0.0453832633793354,0.000217258566408418,0.455435901880264,0.020023113116622,0.00680636195465922,0.017979821190238,0.000164335637236945,0,0,0.00211735256016254,0.0107740918174386,1.09668590084766e-05,0,0.000412416848121211,0.000308480113744736,0.000356163742253557,39.7315139770508,0.00992326997220516,1.67137634754181,0,0.0392065532505512,0,0,0.0110168904066086,0.00678927078843117,0.00777166802436113,0.00135366409085691,0.00495586078613997,8.32024909414031e-07,0.00102367997169495,0,0.00154766673222184,5.17195081710815,0.00366117991507053,0.00518822576850653,23.3262405395508,0.000239895438426174,0.0682564824819565,0,0.049091674387455
"30-06-2002",0.00296996161341667,0.0653177872300148,0.00752709666267037,0.0309735275804996,0.00223815720528364,8.15167844336884e-09,0.0058425716124475,0.0513777434825897,1.16259661808726e-05,0.282613277435303,0.250406265258789,0.00435941992327571,0.01717684045434,0.0183875430375338,0,0,0.0384390763938427,0.0116269644349813,0.00128068670164794,0,0.00115966890007257,1.29075342556462e-05,0.00052254693582654,24.2855224609375,0.197915062308311,2.26931428909302,0.000453516433481127,0.180130153894424,0.000170951563632116,0.00252258591353893,0.164890870451927,0.00513339368626475,0.0259387567639351,0.0207701344043016,0.016398373991251,4.68625512439758e-06,0.00158707669470459,4.95129097544122e-06,0.00935088936239481,0.271234512329102,0.00246808724477887,0.00070479791611433,4.8117299079895,0.00592732941731811,0.278073012828827,0,0.00929766893386841
"01-07-2002",0.110401630401611,0.437013894319534,0.0368394404649734,0.0636742264032364,0.0686108395457268,7.80744358053198e-06,0.171120584011078,0.497249752283096,0.0361180193722248,0.320295810699463,0.28767466545105,0.0355115123093128,0.560902297496796,0.0799788609147072,0,1.3028057765041e-05,0.560366809368134,0.137880370020866,0.00330867595039308,1.12821805942076e-06,0.0950961858034134,0.00027377053629607,0.00146713154390454,26.2204132080078,0.257710248231888,1.11254823207855,0.0288669317960739,0.815641045570374,0.0018991504330188,0.0145243732258677,0.180655494332314,0.0492590367794037,0.378368347883224,0.176413208246231,0.0469664819538593,0.000223855880904011,0.24148878455162,0.000142860153573565,0.0518230423331261,0.0708912834525108,0.0505333431065083,0.0365001149475574,27.0638656616211,0.0713497474789619,0.644464492797852,0,0.0287418439984322
"02-07-2002",0.0415474511682987,0.161521673202515,0.0168504770845175,0.0174698960036039,0.0292832069098949,2.16206353798043e-06,0.110550686717033,0.120385676622391,0.0144150890409946,0.446204364299774,0.233555495738983,0.0104289138689637,0.0884866192936897,0.0425385199487209,9.9592398328241e-07,3.60777357855113e-06,0.190596610307693,0.0302182529121637,0.00190298655070364,0,0.0400065034627914,0.000189995873370208,0.00174111919477582,37.8276863098145,0.286580681800842,0.794002652168274,0.00651726732030511,0.178867891430855,0.000807156087830663,0.00864010863006115,0.12661175429821,0.0221300516277552,0.173835054039955,0.111533135175705,0.0296319779008627,0.000150329840835184,0.114309206604958,8.29534712920577e-07,0.023053677752614,0.0683502852916718,0.0237796399742365,0.00696723721921444,48.1682052612305,0.0285686738789082,0.169245824217796,0,0.337446719408035
"03-07-2002",0.067495308816433,0.0837259739637375,0.0759313851594925,0.00338435918092728,0.0620584897696972,0,0.082643985748291,0.147714391350746,0.0416879206895828,0.0799242183566093,0.282750725746155,0.0774319544434547,0.0807949081063271,0.0508150011301041,0,7.23331186236464e-06,0.067835733294487,0.0838653817772865,0.00150205148383975,0,0.0734367296099663,0.00252839736640453,0.0126881413161755,18.5009326934814,0.046318095177412,0.186821028590202,7.99440385890193e-05,0.213448911905289,0.00181662326212972,0.01597242616117,0.118054397404194,0.0771659389138222,0.0516924373805523,0.13190484046936,0.045649778097868,0.00103829696308821,0.00272238324396312,0,0.0736465603113174,0.0655447915196419,0.0711119621992111,0.0676952227950096,22.5087585449219,0.059344969689846,0.295196264982224,0,0.120223239064217
