disaster_type,country,disaster_id,adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,location,people_dead,people_injured,people_displaced,people_affected,house_destroyed,house_damaged,household_displaced,household_affected,livestock_lost,livestock_affected,lost_crops_ha,road,bridge,school,sewerage_latrine,aqueduct,wall,hospital_health_center,drainage,institution_church_mosque,industry,energy,communication,agriculture,date_event,start_date_event,end_date_event,date_recorded,data_source,data_source_other,data_source_url,comments,data_quality_score
flood,uganda,uga_impact_data.224,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,24-2-2013,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/-Shs40b-Dura-deal--MPs-verdict-wrong-/-/689844/1702370/-/5plug9/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/-Shs40b-Dura-deal--MPs-verdict-wrong-/-/689844/1702370/-/5plug9/-/index.html,L,2
flood,uganda,uga_impact_data.225,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,12-4-2013,,,,news,http://www.monitor.co.ug/Magazines/Farming/Northern-Uganda-to-bear-brunt-of-climate-change/-/689860/2097458/-/qyirub/-/index.html,http://www.monitor.co.ug/Magazines/Farming/Northern-Uganda-to-bear-brunt-of-climate-change/-/689860/2097458/-/qyirub/-/index.html,L,2
flood,uganda,uga_impact_data.226,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,1-6-2013,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/UNRA--No-cash-for-600km-of-roads/-/689844/1657992/-/wbjghi/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/UNRA--No-cash-for-600km-of-roads/-/689844/1657992/-/wbjghi/-/index.html,L,2
flood,uganda,uga_impact_data.227,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,26-6-2013,,,,news,http://www.monitor.co.ug/Magazines/Farming/Positive-outlook-for-food-supply-and-prices/-/689860/1894188/-/10chw6uz/-/index.html,http://www.monitor.co.ug/Magazines/Farming/Positive-outlook-for-food-supply-and-prices/-/689860/1894188/-/10chw6uz/-/index.html,L,2
flood,uganda,uga_impact_data.228,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,4-8-2013,,,,news,http://www.monitor.co.ug/artsculture/Reviews/The-slum-dogs--life-in-bwaise/-/691232/1742006/-/act51u/-/index.html,http://www.monitor.co.ug/artsculture/Reviews/The-slum-dogs--life-in-bwaise/-/691232/1742006/-/act51u/-/index.html,L,2
flood,uganda,uga_impact_data.229,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-8-2013,,,,news,http://www.newvision.co.ug/news/642480-kasese-floods-destroy-property-worth-sh8b.html,http://www.newvision.co.ug/news/642480-kasese-floods-destroy-property-worth-sh8b.html,L,2
flood,uganda,uga_impact_data.230,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,26-11-2013,,,,news,http://www.monitor.co.ug/News/National/Nathan-Byanyima-s-supporters-walk-out-on-Museveni/-/688334/2088350/-/5edhj8z/-/index.html,http://www.monitor.co.ug/News/National/Nathan-Byanyima-s-supporters-walk-out-on-Museveni/-/688334/2088350/-/5edhj8z/-/index.html,L,2
flood,uganda,uga_impact_data.231,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,29-11-2013,,,,news,http://www.monitor.co.ug/SpecialReports/-/688342/2092194/-/yi2kr9z/-/index.html,http://www.monitor.co.ug/SpecialReports/-/688342/2092194/-/yi2kr9z/-/index.html,L,2
flood,uganda,uga_impact_data.232,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,25-1-2014,,,,news,http://www.monitor.co.ug/OpEd/Letters/Create-regional-cities-to-ease-Kampala-s-load/-/806314/2158916/-/tiiawy/-/index.html,http://www.monitor.co.ug/OpEd/Letters/Create-regional-cities-to-ease-Kampala-s-load/-/806314/2158916/-/tiiawy/-/index.html,L,2
flood,uganda,uga_impact_data.233,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,20-2-2014,,,,news,New Vision,,L,2
flood,uganda,uga_impact_data.234,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,10-6-2014,,,,news,http://www.monitor.co.ug/artsculture/Reviews/How-hydropower-dams-dry-up-Nile-River-tourism/-/691232/2475930/-/12q6jeqz/-/index.html,http://www.monitor.co.ug/artsculture/Reviews/How-hydropower-dams-dry-up-Nile-River-tourism/-/691232/2475930/-/12q6jeqz/-/index.html,L,2
flood,uganda,uga_impact_data.235,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-8-2014,,,,news,http://www.newvision.co.ug/news/655378-five-perish-as-fresh-floods-hit-kasese.html,http://www.newvision.co.ug/news/655378-five-perish-as-fresh-floods-hit-kasese.html,L,2
flood,uganda,uga_impact_data.236,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-11-2014,,,,news,http://www.monitor.co.ug/News/National/Four-killed-as-floods-sweep-Kilembe-Mines-Hospital/-/688334/2310186/-/89v006z/-/index.html,http://www.monitor.co.ug/News/National/Four-killed-as-floods-sweep-Kilembe-Mines-Hospital/-/688334/2310186/-/89v006z/-/index.html,L,2
flood,uganda,uga_impact_data.237,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,18-12-2014,,,,news,http://www.monitor.co.ug/Business/Auto/Beware-of--deadly--routes/-/688614/2559930/-/12muu3z/-/index.html,http://www.monitor.co.ug/Business/Auto/Beware-of--deadly--routes/-/688614/2559930/-/12muu3z/-/index.html,L,2
flood,uganda,uga_impact_data.238,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,28-5-2015,,,,news,http://www.newvision.co.ug/news/669046-rcc-boss-summoned-over-breach-of-contract.html,http://www.newvision.co.ug/news/669046-rcc-boss-summoned-over-breach-of-contract.html,L,2
flood,uganda,uga_impact_data.239,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,6-11-2015,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/need-legislation-clean-air-clean-water/-/878682/2747162/-/rbu6xp/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/need-legislation-clean-air-clean-water/-/878682/2747162/-/rbu6xp/-/index.html,L,2
flood,uganda,uga_impact_data.240,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,19-2-2016,,,,,CAO OFFICE MBARARA,,L,3
flood,uganda,uga_impact_data.241,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,21-3-2017,,,,,District Files,,L,2
flood,uganda,uga_impact_data.242,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,31-8-2017,,,,,District Files,,L,2
flood,uganda,uga_impact_data.243,Ankole,21UGA002,Mbarara,21UGA002006,,,,1,,,,,,,,,,,,,,,,,,,,,,,,14-3-2018,,,,news,http://floodlist.com/africa/uganda-floods-mbarara-march-2018,http://floodlist.com/africa/uganda-floods-mbarara-march-2018,M,8
flood,uganda,uga_impact_data.244,Ankole,21UGA002,Mbarara,21UGA002006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,3-3-2017,,,,,CAO OFFICE MBARARA,,L,3
flood,uganda,uga_impact_data.245,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,12-9-2007,,,,news,New Vision,,M,4
flood,uganda,uga_impact_data.388,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,6-3-2002,,,,news,https://www.newvision.co.ug/new_vision/news/1085491/floods-stop-city-business,https://www.newvision.co.ug/new_vision/news/1085491/floods-stop-city-business,L,4
flood,uganda,uga_impact_data.246,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,18-12-2007,,,,news,http://www.monitor.co.ug/News/Education/-/688336/800292/-/10w5hn7/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/800292/-/10w5hn7/-/index.html,M,4
flood,uganda,uga_impact_data.247,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,18-11-2008,,,,news,http://www.monitor.co.ug/News/National/-/688334/757678/-/vxx2pe/-/index.html,http://www.monitor.co.ug/News/National/-/688334/757678/-/vxx2pe/-/index.html,M,4
flood,uganda,uga_impact_data.389,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,8-11-2002,,,,news,New Vision,,L,4
flood,uganda,uga_impact_data.248,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,23-11-2008,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/758392/-/4or6fd/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/758392/-/4or6fd/-/index.html,M,4
flood,uganda,uga_impact_data.249,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,13-10-2010,,,,news,http://www.monitor.co.ug/News/National/-/688334/1031488/-/cmhiptz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1031488/-/cmhiptz/-/index.html,M,4
flood,uganda,uga_impact_data.390,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,18-11-2002,,,,news,http://www.newvision.co.ug/news/383358-kampala-markets-are-a-health-risk.html,http://www.newvision.co.ug/news/383358-kampala-markets-are-a-health-risk.html,L,4
flood,uganda,uga_impact_data.250,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,23-10-2010,,,,news,http://www.monitor.co.ug/SpecialReports/-/688342/1038452/-/u91qxx/-/index.html,http://www.monitor.co.ug/SpecialReports/-/688342/1038452/-/u91qxx/-/index.html,M,4
flood,uganda,uga_impact_data.251,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,8-2-2011,,,,news,http://www.monitor.co.ug/News/National/-/688334/1211886/-/bkk1w7z/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1211886/-/bkk1w7z/-/index.html,M,4
flood,uganda,uga_impact_data.391,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,18-5-2003,,,,news,http://www.newvision.co.ug/news/595117-in-brief.html,http://www.newvision.co.ug/news/595117-in-brief.html,L,4
flood,uganda,uga_impact_data.252,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,9-5-2011,,,,news,http://www.newvision.co.ug/news/1823-what-is-the-national-policy-on-disasters.html,http://www.newvision.co.ug/news/1823-what-is-the-national-policy-on-disasters.html,M,4
flood,uganda,uga_impact_data.253,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,15-6-2011,,,,news,http://www.newvision.co.ug/news/320916-gulu-mayor-warns-workers-against-delays.html,http://www.newvision.co.ug/news/320916-gulu-mayor-warns-workers-against-delays.html,M,4
flood,uganda,uga_impact_data.392,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,23-7-2003,,,,news,http://www.newvision.co.ug/news/590661-kcc-seeks-sh140b-to-fight-floods.html,http://www.newvision.co.ug/news/590661-kcc-seeks-sh140b-to-fight-floods.html,L,4
flood,uganda,uga_impact_data.254,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,27-9-2011,,,,news,http://www.monitor.co.ug/News/National/-/688334/1243676/-/bio36pz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1243676/-/bio36pz/-/index.html,M,4
flood,uganda,uga_impact_data.255,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,9-10-2012,,,,news,http://www.monitor.co.ug/News/National/Two-pupils-drown-on-fishing-adventure-in-Gulu/-/688334/1501296/-/12iore4z/-/index.html,http://www.monitor.co.ug/News/National/Two-pupils-drown-on-fishing-adventure-in-Gulu/-/688334/1501296/-/12iore4z/-/index.html,M,4
flood,uganda,uga_impact_data.393,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,17-8-2003,,,,news,http://www.newvision.co.ug/news/588786-culvert-installation-reduces-city-flooding.html,http://www.newvision.co.ug/news/588786-culvert-installation-reduces-city-flooding.html,L,4
flood,uganda,uga_impact_data.256,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,3-11-2012,,,,news,http://www.monitor.co.ug/News/Insight/-/688338/1363402/-/s9hdwa/-/index.html,http://www.monitor.co.ug/News/Insight/-/688338/1363402/-/s9hdwa/-/index.html,M,4
flood,uganda,uga_impact_data.257,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,10-3-2013,,,,news,http://www.monitor.co.ug/artsculture/Reviews/That-phone-text-could-bring-you-desired-change/-/691232/2016594/-/du2hd3z/-/index.html,http://www.monitor.co.ug/artsculture/Reviews/That-phone-text-could-bring-you-desired-change/-/691232/2016594/-/du2hd3z/-/index.html,M,4
flood,uganda,uga_impact_data.394,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,17-10-2003,,,,news,http://www.newvision.co.ug/news/584464-greenboat-sues-kcc-over-sh3b.html,http://www.newvision.co.ug/news/584464-greenboat-sues-kcc-over-sh3b.html,L,4
flood,uganda,uga_impact_data.258,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,14-6-2013,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/AugustineRuzindana/Threats-of-war-over-Nile-waters-are-futile/-/887296/1882216/-/1vtannz/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/AugustineRuzindana/Threats-of-war-over-Nile-waters-are-futile/-/887296/1882216/-/1vtannz/-/index.html,M,4
flood,uganda,uga_impact_data.259,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-10-2013,,,,news,http://www.monitor.co.ug/News/National/Kabarole-needs-over-Shs750m-for-bridges/-/688334/1847594/-/3njygpz/-/index.html,http://www.monitor.co.ug/News/National/Kabarole-needs-over-Shs750m-for-bridges/-/688334/1847594/-/3njygpz/-/index.html,M,4
flood,uganda,uga_impact_data.395,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,19-10-2003,,,,news,http://www.newvision.co.ug/news/584304-kcc-re-opens-old-port-bell-road.html,http://www.newvision.co.ug/news/584304-kcc-re-opens-old-port-bell-road.html,L,4
flood,uganda,uga_impact_data.260,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,28-10-2013,,,,,HEADTEACHER PAWEL AYIGA,,M,4
flood,uganda,uga_impact_data.261,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,3-11-2013,,,,news,http://floodlist.com/africa/uganda-south-sudan,http://floodlist.com/africa/uganda-south-sudan,M,3
flood,uganda,uga_impact_data.396,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,11-12-2003,,,,news,New Vision,,L,4
flood,uganda,uga_impact_data.262,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,4-11-2013,,,,,RDC-GULU,,M,6
flood,uganda,uga_impact_data.263,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,15-11-2013,,,,news,http://www.newvision.co.ug/news/649448-gulu-school-closed-again-over-floods.html,http://www.newvision.co.ug/news/649448-gulu-school-closed-again-over-floods.html,M,4
flood,uganda,uga_impact_data.397,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,23-1-2004,,,,news,New Vision,,L,4
flood,uganda,uga_impact_data.264,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,1-9-2014,,,,,OPM,,M,6
flood,uganda,uga_impact_data.265,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,16-9-2014,,,,news,http://www.monitor.co.ug/News/National/Residents-uproot-cassava-in-fear-of-floods/-/688334/2453470/-/f3fyxp/-/index.html,http://www.monitor.co.ug/News/National/Residents-uproot-cassava-in-fear-of-floods/-/688334/2453470/-/f3fyxp/-/index.html,M,4
flood,uganda,uga_impact_data.398,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,7-6-2004,,,,news,http://www.newvision.co.ug/news/413696-news-briefs.html,http://www.newvision.co.ug/news/413696-news-briefs.html,L,4
flood,uganda,uga_impact_data.266,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,1-2-2017,,,,,OPM,,M,4
flood,uganda,uga_impact_data.267,Acholi,21UGA001,Gulu,21UGA001003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,1-9-2007,,,,,Report from Min. of State for Disaster Preparedness  Relief and Refugees,,M,8
flood,uganda,uga_impact_data.399,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,2-9-2004,,,,news,http://www.monitor.co.ug/SpecialReports/WarMemories/-/859092/858444/-/4a7f64z/-/index.html,http://www.monitor.co.ug/SpecialReports/WarMemories/-/859092/858444/-/4a7f64z/-/index.html,L,4
flood,uganda,uga_impact_data.268,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,9-1-2008,,,,news,http://www.monitor.co.ug/News/Education/-/688336/749032/-/10fp4n1/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/749032/-/10fp4n1/-/index.html,L,2
flood,uganda,uga_impact_data.269,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,700,,,,,,,,,,,,,,,,,,,,,12-9-2008,,,,,https://reliefweb.int/disaster/fl-2008-000175-uga,https://reliefweb.int/disaster/fl-2008-000175-uga,M,2
flood,uganda,uga_impact_data.270,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,21-7-2009,,,,,Ref-OPM/DM/92,,L,5
flood,uganda,uga_impact_data.271,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,3-2-2010,,,,news,http://www.monitor.co.ug/News/National/-/688334/871634/-/wj4p83/-/index.html,http://www.monitor.co.ug/News/National/-/688334/871634/-/wj4p83/-/index.html,L,2
flood,uganda,uga_impact_data.272,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,7-4-2010,,,,news,http://www.newvision.co.ug/news/615830-floods-retarding-border-demarcation.html,http://www.newvision.co.ug/news/615830-floods-retarding-border-demarcation.html,M,2
flood,uganda,uga_impact_data.273,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,29-12-2010,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1080060/-/gowkot/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1080060/-/gowkot/-/index.html,L,2
flood,uganda,uga_impact_data.274,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,9-6-2011,,,,news,http://www.monitor.co.ug/News/National/-/688334/1231066/-/bjc5g0z/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1231066/-/bjc5g0z/-/index.html,L,2
flood,uganda,uga_impact_data.275,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,7-2-2012,,,,news,http://www.newvision.co.ug/news/632534-cholera-cripples-bududa-one-week-after-landslide.html,http://www.newvision.co.ug/news/632534-cholera-cripples-bududa-one-week-after-landslide.html,L,2
flood,uganda,uga_impact_data.276,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,18-3-2012,,,,news,http://www.monitor.co.ug/artsculture/Religion/-/689744/1368094/-/h36oru/-/index.html,http://www.monitor.co.ug/artsculture/Religion/-/689744/1368094/-/h36oru/-/index.html,L,2
flood,uganda,uga_impact_data.277,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,4-4-2013,,,,news,http://www.newvision.co.ug/news/641320-bugisu-sub-region.html,http://www.newvision.co.ug/news/641320-bugisu-sub-region.html,L,2
flood,uganda,uga_impact_data.278,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,24-4-2013,,,,news,http://www.monitor.co.ug/News/National/Pupils--teachers-flee-as-school-is-closed/-/688334/1756478/-/pmvk40/-/index.html,http://www.monitor.co.ug/News/National/Pupils--teachers-flee-as-school-is-closed/-/688334/1756478/-/pmvk40/-/index.html,L,2
flood,uganda,uga_impact_data.279,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,26-4-2013,,,,news,http://www.monitor.co.ug/artsculture/Reviews/When-political-Seats-become-a-family-affair/-/691232/1758068/-/13o0vjdz/-/index.html,http://www.monitor.co.ug/artsculture/Reviews/When-political-Seats-become-a-family-affair/-/691232/1758068/-/13o0vjdz/-/index.html,L,2
flood,uganda,uga_impact_data.280,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,6-5-2013,,,,news,http://www.monitor.co.ug/News/National/EC-gives-guidelines-for-Butebo-election/-/688334/1872444/-/nyfw7p/-/index.html,http://www.monitor.co.ug/News/National/EC-gives-guidelines-for-Butebo-election/-/688334/1872444/-/nyfw7p/-/index.html,L,2
flood,uganda,uga_impact_data.281,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,13-5-2013,,,,news,http://www.newvision.co.ug/news/642641-flood-devastation-in-pictures.html,http://www.newvision.co.ug/news/642641-flood-devastation-in-pictures.html,M,2
flood,uganda,uga_impact_data.282,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,11-6-2013,,,,news,http://www.monitor.co.ug/Magazines/Farming/Pallisa-farmers-petition-government-over-low-agriculture-cash/-/689860/2061454/-/gaxd8w/-/index.html,http://www.monitor.co.ug/Magazines/Farming/Pallisa-farmers-petition-government-over-low-agriculture-cash/-/689860/2061454/-/gaxd8w/-/index.html,L,2
flood,uganda,uga_impact_data.283,Bukedi,21UGA003,Pallisa,21UGA003006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-9-2013,,,,news,http://www.newvision.co.ug/news/642509-floods-paralyze-business-in-kibuku.html,http://www.newvision.co.ug/news/642509-floods-paralyze-business-in-kibuku.html,L,2
flood,uganda,uga_impact_data.284,Lango,21UGA010,Lira,21UGA010007,,,,32,,,,,,,,,,,,,,,,,,,,,,,,20-12-2001,,,,,Uganda Police Report - 2001,,H,3
flood,uganda,uga_impact_data.285,Lango,21UGA010,Lira,21UGA010007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,9-1-2003,,,,news,http://www.newvision.co.ug/news/587845-floods-wash-kapchorwa-<U+FFFD>?¢-clean<U+FFFD>?¢.html,http://www.newvision.co.ug/news/587845-floods-wash-kapchorwa-<U+FFFD>?¢-clean<U+FFFD>?¢.html,M,2
flood,uganda,uga_impact_data.322,Teso,21UGA013,Katakwi,21UGA013005,,,,2,,,,,,,,,,,,,,,,,,,,,,,,24-8-2007,,,,,Joint Inter-agency Assessment dated 27-08-2007,,L,7
flood,uganda,uga_impact_data.400,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,9-9-2004,,,,news,New Vision,,L,4
flood,uganda,uga_impact_data.286,Lango,21UGA010,Lira,21UGA010007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,1-7-2003,,,,news,http://www.newvision.co.ug/news/603917-nile-blocked-at-pakwach.html,http://www.newvision.co.ug/news/603917-nile-blocked-at-pakwach.html,M,2
flood,uganda,uga_impact_data.323,Teso,21UGA013,Katakwi,21UGA013005,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,28-8-2007,,,,news,New Vision,,L,2
flood,uganda,uga_impact_data.401,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,11-11-2004,,,,news,http://www.newvision.co.ug/news/409703-in-brief.html,http://www.newvision.co.ug/news/409703-in-brief.html,L,4
flood,uganda,uga_impact_data.287,Lango,21UGA010,Lira,21UGA010007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,3-9-2007,,,,news,New Vision,,L,2
flood,uganda,uga_impact_data.324,Teso,21UGA013,Katakwi,21UGA013005,,,,NA,,,60000,,,,,,,,,,,,,,,,,,,,,18-9-2007,,,,,https://www.ifrc.org/ar/news-and-media/news-stories/africa/uganda/floods-continue-to-ravage-uganda/,https://www.ifrc.org/ar/news-and-media/news-stories/africa/uganda/floods-continue-to-ravage-uganda/,H,7
flood,uganda,uga_impact_data.402,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,24-11-2004,,,,news,New Vision,,L,4
flood,uganda,uga_impact_data.288,Lango,21UGA010,Lira,21UGA010007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,12-9-2007,,,,news,New Vision,,L,2
flood,uganda,uga_impact_data.325,Teso,21UGA013,Katakwi,21UGA013005,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,28-9-2007,,,,news,http://www.monitor.co.ug/News/National/-/688334/787608/-/w0ro85/-/index.html,http://www.monitor.co.ug/News/National/-/688334/787608/-/w0ro85/-/index.html,L,2
flood,uganda,uga_impact_data.403,Kampala,21UGA007,Kampala,21UGA007001,,,,3,,,,,,,,,,,,,,,,,,,,,,,,25-11-2004,,,,news,New Vision,,L,4
flood,uganda,uga_impact_data.289,Lango,21UGA010,Lira,21UGA010007,,,,NA,,,50000,,,,,,,,,,,,,,,,,,,,,30-9-2007,,,,news,https://www.newvision.co.ug/new_vision/news/1218477/camps-created-lira-flood-victims,https://www.newvision.co.ug/new_vision/news/1218477/camps-created-lira-flood-victims,H,4
