adm1_name;adm1_pcode;adm2_name;adm2_pcode;adm3_name;adm3_pcode;PCODE;date_recorded;data_source;Data_quality_score;people_dead;people_injured;house_destroyed;house_damaged;household_displaced
Turkana;KE023;Turkana West;KE023124;Lokichoggio;KE0231240622;KE0231240622;28-04-2016;eoc;5;0;0;0;0;0
Embu;KE014;Mbeere South;KE014065;Kiambere;KE0140650327;KE0140650327;07-03-2018;eoc;5;3;2;0;0;0
Embu;KE014;Mbeere South;KE014065;Kiambere;KE0140650327;KE0140650327;16-05-2018;eoc;0;0;0;0;0;0
Embu;KE014;Mbeere South;KE014065;Kiambere;KE0140650327;KE0140650327;17-05-2018;eoc;6;0;0;0;0;0
Garissa;KE007;Dadaab;KE007030;Dadaab;KE0070300147;KE0070300147;31-05-2005;dref;5;1;0;0;0;0
Garissa;KE007;Dadaab;KE007030;Dadaab;KE0070300147;KE0070300147;02-04-2010;dref;5;0;0;0;0;1
Garissa;KE007;Dadaab;KE007030;Dadaab;KE0070300147;KE0070300147;13-10-2012;eoc;5;0;0;0;0;5640
Garissa;KE007;Dadaab;KE007030;Dadaab;KE0070300147;KE0070300147;17-03-2014;eoc;5;0;0;0;0;0
Garissa;KE007;Dadaab;KE007030;Dadaab;KE0070300147;KE0070300147;09-05-2017;eoc;5;0;0;0;0;0
Kajiado;KE034;Kajiado North;KE034183;Ngong;KE0341830915;KE0341830915;11-06-2012;dref;5;4;0;0;0;0
Samburu;KE025;Samburu North;KE025134;Nyiro;KE0251340669;KE0251340669;01-05-2017;wra;5;0;0;0;0;0
Samburu;KE025;Samburu North;KE025134;Nachola;KE0251340667;KE0251340667;01-05-2017;wra;5;0;0;0;0;0
Samburu;KE025;Samburu North;KE025134;Nyiro;KE0251340669;KE0251340669;01-05-2017;wra;5;0;0;0;0;0
Samburu;KE025;Samburu North;KE025134;Nachola;KE0251340667;KE0251340667;01-05-2017;wra;5;0;0;0;0;0
Lamu;KE005;Lamu East;KE005021;Faza;KE0050210101;KE0050210101;03-01-2010;disinventer;5;0;0;0;0;0
Kwale;KE002;Msambweni;KE002007;Ukunda;KE0020070032;KE0020070032;09-05-2017;eoc;5;0;0;0;0;0
Marsabit;KE010;Laisamis;KE010048;Loiyangalani;KE0100480236;KE0100480236;20-04-2012;eoc;7;3;0;7;0;0
Marsabit;KE010;North Horr;KE010046;Turbi;KE0100460230;KE0100460230;07-04-2015;eoc;5;0;0;0;0;0
Marsabit;KE010;Laisamis;KE010048;Laisamis;KE0100480240;KE0100480240;03-05-2017;eoc;5;0;0;0;0;0
Marsabit;KE010;Laisamis;KE010048;Laisamis;KE0100480240;KE0100480240;11-03-2018;eoc;5;1;0;0;0;0
Marsabit;KE010;Laisamis;KE010048;Loiyangalani;KE0100480236;KE0100480236;20-04-2012;eoc;7;3;0;7;0;0
Marsabit;KE010;North Horr;KE010046;Turbi;KE0100460230;KE0100460230;07-04-2015;eoc;5;0;0;0;0;0
Marsabit;KE010;Laisamis;KE010048;Laisamis;KE0100480240;KE0100480240;03-05-2017;eoc;5;0;0;0;0;0
Marsabit;KE010;Laisamis;KE010048;Laisamis;KE0100480240;KE0100480240;11-03-2018;eoc;5;1;0;0;0;0
Samburu;KE025;Samburu West;KE025133;Maralal;KE0251330663;KE0251330663;20-09-2016;eoc;5;0;0;0;0;0
Samburu;KE025;Samburu West;KE025133;Maralal;KE0251330663;KE0251330663;17-05-2006;dref;5;3;0;0;0;0
Samburu;KE025;Samburu West;KE025133;Maralal;KE0251330663;KE0251330663;01-05-2017;wra;5;0;0;0;0;0
Samburu;KE025;Samburu North;KE025134;Ndoto;KE0251340668;KE0251340668;01-05-2017;wra;5;0;0;0;0;0
Samburu;KE025;Samburu West;KE025133;Maralal;KE0251330663;KE0251330663;02-05-2017;eoc;0;0;0;0;0;0
Samburu;KE025;Samburu West;KE025133;Maralal;KE0251330663;KE0251330663;02-05-2018;eoc;6;0;0;0;0;0
Samburu;KE025;Samburu West;KE025133;Maralal;KE0251330663;KE0251330663;17-05-2006;dref;5;3;0;0;0;0
Samburu;KE025;Samburu West;KE025133;Maralal;KE0251330663;KE0251330663;01-05-2017;wra;5;0;0;0;0;0
Samburu;KE025;Samburu North;KE025134;Ndoto;KE0251340668;KE0251340668;01-05-2017;wra;5;0;0;0;0;0
Samburu;KE025;Samburu West;KE025133;Maralal;KE0251330663;KE0251330663;02-05-2017;eoc;0;0;0;0;0;0
Samburu;KE025;Samburu West;KE025133;Maralal;KE0251330663;KE0251330663;02-05-2018;eoc;6;0;0;0;0;0
Kakamega;KE037;Navakholo;KE037203;Bunyala East;KE0372031018;KE0372031018;13-11-2008;disinventer;5;0;0;0;0;0
Kericho;KE035;Kipkelion West;KE035189;Kunyak;KE0351890940;KE0351890940;01-05-2018;eoc;5;1;2;0;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Gurar;KE0080330161;KE0080330161;25-11-2008;dref;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;25-11-2008;dref;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;04-05-2017;eoc;1;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;05-05-2017;eoc;5;0;0;278;0;0
Wajir;KE008;Wajir North;KE008033;Gurar;KE0080330161;KE0080330161;05-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;05-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;04-05-2017;eoc;1;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Bute;KE0080330162;KE0080330162;05-05-2017;eoc;5;0;0;278;0;0
Wajir;KE008;Eldas;KE008037;Eldas ;KE0080370181;KE0080370181;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Eldas;KE008037;Eldas ;KE0080370181;KE0080370181;01-12-2015;eoc;5;0;0;0;275;0
Kakamega;KE037;Malava;KE037201;Kabras East;KE0372011004;KE0372011004;10-08-2007;wra;5;20;39;4;0;4
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;12-05-2017;eoc;5;0;0;0;0;50
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;12-05-2017;eoc;5;0;0;0;0;50
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;12-05-2017;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;01-12-2015;eoc;5;0;0;0;275;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Wajir;KE008;Wajir North;KE008033;Batalu;KE0080330165;KE0080330165;22-04-2018;eoc;5;0;0;0;100;0
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;24-04-2006;disinventer;5;0;0;0;0;0
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;25-11-2008;dref;5;0;0;0;0;0
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;01-05-2009;disinventer;5;0;0;0;0;0
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;31-05-2013;dref;5;0;0;0;0;661
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;01-05-2018;dref;5;0;0;0;0;0
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;24-04-2006;disinventer;5;0;0;0;0;0
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;25-11-2008;dref;5;0;0;0;0;0
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;01-05-2009;disinventer;5;0;0;0;0;0
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;01-05-2009;disinventer;5;0;0;0;0;0
Siaya;KE041;Alego Usonga;KE041234;Usonga;KE0412341163;KE0412341163;01-05-2018;disinventer;5;0;0;0;0;0
Marsabit;KE010;Laisamis;KE010048;South Horr;KE0100480237;KE0100480237;01-05-2018;disinventer;5;0;0;0;0;0
Marsabit;KE010;Laisamis;KE010048;South Horr;KE0100480237;KE0100480237;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;01-05-2018;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;30-04-2018;eoc;5;0;0;210;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Danaba;KE0080330166;KE0080330166;25-11-2008;dref;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;02-05-2017;eoc;1;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;17-04-2018;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir South;KE008038;Habaswein;KE0080380187;KE0080380187;17-04-2018;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir South;KE008038;Habaswein;KE0080380187;KE0080380187;20-04-2018;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;16-11-2006;dref;5;3;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Malkagufu;KE0080330164;KE0080330164;16-11-2006;dref;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Danaba;KE0080330166;KE0080330166;16-11-2006;dref;5;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;02-05-2017;eoc;1;0;0;0;0;0
Wajir;KE008;Wajir North;KE008033;Korondile;KE0080330163;KE0080330163;17-04-2018;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir South;KE008038;Habaswein;KE0080380187;KE0080380187;17-04-2018;eoc;5;0;0;0;0;0
Wajir;KE008;Wajir South;KE008038;Habaswein;KE0080380187;KE0080380187;20-04-2018;eoc;5;0;0;0;0;0
Makueni;KE017;Makueni;KE017086;Wote;KE0170860424;KE0170860424;23-04-2018;eoc;5;2;0;0;0;0
Kericho;KE035;Kipkelion West;KE035189;Kipkelion;KE0351890942;KE0351890942;16-12-2015;eoc;5;0;1;0;0;176
Kiambu;KE022;Kabete;KE022119;Gitaru;KE0221190591;KE0221190591;15-04-2018;eoc;5;0;0;0;0;0
Tana River;KE004;Garsen;KE004018;Garsen;KE0040180090;KE0040180090;13-06-2008;wra;5;16;0;0;1874;1443
Tana River;KE004;Garsen;KE004018;Garsen;KE0040180090;KE0040180090;25-11-2008;dref;5;0;0;14;10;0
Tana River;KE004;Garsen;KE004018;Garsen;KE0040180090;KE0040180090;13-06-2008;wra;5;16;0;0;1874;1443
Tana River;KE004;Garsen;KE004018;Garsen;KE0040180090;KE0040180090;25-11-2008;dref;5;0;0;14;10;0
Isiolo;KE011;Isiolo South;KE011050;Kinna;KE0110500249;KE0110500249;24-04-2005;disinventer;5;0;0;0;0;0
Isiolo;KE011;Isiolo South;KE011050;Kinna;KE0110500249;KE0110500249;24-05-2005;disinventer;5;0;0;0;0;0
Isiolo;KE011;Isiolo South;KE011050;Kinna;KE0110500249;KE0110500249;15-04-2013;eoc;5;0;0;0;0;0
Kiambu;KE022;Ruiru;KE022115;Gitothua;KE0221150569;KE0221150569;13-12-2015;eoc;5;0;0;0;0;0
Tana River;KE004;Garsen;KE004018;Kipini;KE0040180088;KE0040180088;13-06-2008;wra;5;16;0;0;1874;1443
Tana River;KE004;Garsen;KE004018;Kipini ;KE0040180088;KE0040180088;25-11-2008;dref;5;0;0;14;10;0
Tana River;KE004;Garsen;KE004018;Kipini ;KE0040180088;KE0040180088;25-11-2008;dref;5;0;0;0;0;0
Tana River;KE004;Garsen;KE004018;Kipini ;KE0040180088;KE0040180088;25-11-2008;dref;5;0;0;0;0;0
Murang'a;KE021;Mathioya;KE021105;Kiru;KE0211050520;KE0211050520;28-04-2018;eoc;5;4;0;0;0;25
Murang'a;KE021;Mathioya;KE021105;Kiru;KE0211050520;KE0211050520;28-04-2018;eoc;5;4;0;0;0;25
Murang'a;KE021;Mathioya;KE021105;Kiru;KE0211050520;KE0211050520;29-04-2018;eoc;5;0;0;0;0;0
Murang'a;KE021;Mathioya;KE021105;Kiru;KE0211050520;KE0211050520;29-04-2018;eoc;5;0;0;0;0;0
Murang'a;KE021;Kangema;KE021104;Muguru;KE0211040517;KE0211040517;09-06-2018;eoc;5;0;0;54;0;0
Murang'a;KE021;Kangema;KE021104;Muguru;KE0211040517;KE0211040517;09-06-2018;eoc;5;0;0;54;0;0
Isiolo;KE011;Isiolo North;KE011049;Burat;KE0110490246;KE0110490246;21-11-2015;eoc;5;4;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Burat;KE0110490246;KE0110490246;15-03-2018;disinventer;5;7;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Burat;KE0110490246;KE0110490246;15-03-2018;wra;0;0;0;0;0;0
Murang'a;KE021;Kigumo;KE021107;Kinyona;KE0211070532;KE0211070532;07-04-2013;wra;7;2;0;0;0;0
Murang'a;KE021;Kigumo;KE021107;Kinyona;KE0211070532;KE0211070532;13-04-2013;wra;7;2;0;0;0;0
Murang'a;KE021;Kigumo;KE021107;Kinyona;KE0211070532;KE0211070532;07-04-2013;wra;7;2;0;0;0;0
Murang'a;KE021;Kigumo;KE021107;Kinyona;KE0211070532;KE0211070532;13-04-2013;wra;7;2;0;0;0;0
Lamu;KE005;Lamu West;KE005022;Witu;KE0050220109;KE0050220109;25-11-2008;dref;5;0;0;14;10;0
Lamu;KE005;Lamu West;KE005022;Witu;KE0050220109;KE0050220109;25-11-2008;dref;5;0;0;0;0;0
Kitui;KE015;Kitui Rural;KE015071;Kanyangi;KE0150710353;KE0150710353;13-04-2018;eoc;5;1;0;0;0;0
Murang'a;KE021;Kangema;KE021104;Rwathe;KE0211040518;KE0211040518;08-05-2016;eoc;5;0;0;0;0;3
Murang'a;KE021;Kangema;KE021104;Rwathe;KE0211040518;KE0211040518;08-05-2016;eoc;5;0;0;0;0;3
Murang'a;KE021;Kigumo;KE021107;Kigumo;KE0211070530;KE0211070530;28-04-2016;eoc;5;0;0;0;5;27
Murang'a;KE021;Kigumo;KE021107;Kigumo;KE0211070530;KE0211070530;29-04-2016;eoc;0;0;0;0;5;27
Murang'a;KE021;Kigumo;KE021107;Kigumo;KE0211070530;KE0211070530;15-05-2018;eoc;5;0;9;0;0;700
