disaster_type,country,disaster_id,adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,location,comment,data_quality_score,date_event,old_date_event,start_date_event,end_date_event,people_dead,people_injured,people_displaced,people_affected,house_destroyed,house_damaged,household_displaced,household_affected,livestock_lost,livestock_affected,lost_crops_ha,road,bridge,school,sewerage_latrine,aqueduct,wall,hospital_health_center,drainage,institution_church_mosque,industry,energy,communication,agriculture,date_recorded,data_source,data_source_other,data_source_url
flood,uganda,uga_impact_data.727,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,7-10-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/632843-govt-buys-oversized-doors-for-displaced-bududa-people.html,http://www.newvision.co.ug/news/632843-govt-buys-oversized-doors-for-displaced-bududa-people.html
flood,uganda,uga_impact_data.728,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,20-10-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Full-Woman/So-what-if-a-75-year-old-seeks-out-love/-/689842/1536990/-/sceftn/-/index.html,http://www.monitor.co.ug/Magazines/Full-Woman/So-what-if-a-75-year-old-seeks-out-love/-/689842/1536990/-/sceftn/-/index.html
flood,uganda,uga_impact_data.729,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,22-10-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Mbale-residents-oppose-Sh50-billion-dam/-/688334/1539102/-/d3nokn/-/index.html,http://www.monitor.co.ug/News/National/Mbale-residents-oppose-Sh50-billion-dam/-/688334/1539102/-/d3nokn/-/index.html
flood,uganda,uga_impact_data.730,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,26-10-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/How-OPM-staff-stole-from-the-poor/-/688334/1598494/-/1314nbsz/-/index.html,http://www.monitor.co.ug/News/National/How-OPM-staff-stole-from-the-poor/-/688334/1598494/-/1314nbsz/-/index.html
flood,uganda,uga_impact_data.731,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,30-10-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/NicholasSengooba/KCCA--when-one-opts-for-a-nice-hairdo-but-wears-dirty-underwear/-/1293432/1606224/-/naty1v/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/NicholasSengooba/KCCA--when-one-opts-for-a-nice-hairdo-but-wears-dirty-underwear/-/1293432/1606224/-/naty1v/-/index.html
flood,uganda,uga_impact_data.732,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,4-11-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/artsculture/Reviews/-/691232/1383958/-/dfh4b/-/index.html,http://www.monitor.co.ug/artsculture/Reviews/-/691232/1383958/-/dfh4b/-/index.html
flood,uganda,uga_impact_data.733,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,5-11-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Jobs-Career/Employ-locals-to-survive--says-Chinese-investor/-/689848/1403348/-/of92rm/-/index.html,http://www.monitor.co.ug/Magazines/Jobs-Career/Employ-locals-to-survive--says-Chinese-investor/-/689848/1403348/-/of92rm/-/index.html
flood,uganda,uga_impact_data.734,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,9-11-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/635108-bududa-orphans-appeal-for-scholarships.html,http://www.newvision.co.ug/news/635108-bududa-orphans-appeal-for-scholarships.html
flood,uganda,uga_impact_data.735,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,10-11-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/636288-sacked-officials-sue-women-parliamentary-association.html,http://www.newvision.co.ug/news/636288-sacked-officials-sue-women-parliamentary-association.html
flood,uganda,uga_impact_data.736,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,15-11-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/City-works-on-snail-pace---survey/-/688334/1620288/-/92ld6cz/-/index.html,http://www.monitor.co.ug/News/National/City-works-on-snail-pace---survey/-/688334/1620288/-/92ld6cz/-/index.html
flood,uganda,uga_impact_data.737,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,24-11-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Letters/Pioneer-Easy-Bus-should-reconsider-its-initial-operational-terms/-/806314/1627464/-/2vkgpr/-/index.html,http://www.monitor.co.ug/OpEd/Letters/Pioneer-Easy-Bus-should-reconsider-its-initial-operational-terms/-/806314/1627464/-/2vkgpr/-/index.html
flood,uganda,uga_impact_data.738,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,27-11-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Woman-rejects-Shs2m-pay-offer-for-cancelled-wedding/-/688334/1629726/-/2vw5lh/-/index.html,http://www.monitor.co.ug/News/National/Woman-rejects-Shs2m-pay-offer-for-cancelled-wedding/-/688334/1629726/-/2vw5lh/-/index.html
flood,uganda,uga_impact_data.739,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,1-12-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/628328-students-to-over-flood-manjasi-high-for-championships.html,http://www.newvision.co.ug/news/628328-students-to-over-flood-manjasi-high-for-championships.html
flood,uganda,uga_impact_data.740,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,8-12-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/National-water-board-ranks-Gisagara-best-for-MD-s-job/-/688334/1477126/-/2ew9osz/-/index.html,http://www.monitor.co.ug/News/National/National-water-board-ranks-Gisagara-best-for-MD-s-job/-/688334/1477126/-/2ew9osz/-/index.html
flood,uganda,uga_impact_data.741,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,9-12-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Brace-for-heavy-rains--says-government/-/688334/1504588/-/11ditytz/-/index.html,http://www.monitor.co.ug/News/National/Brace-for-heavy-rains--says-government/-/688334/1504588/-/11ditytz/-/index.html
flood,uganda,uga_impact_data.742,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,12-12-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Firm-demands-Shs2b-for-Bududa-rescue-mission/-/688334/1642044/-/5ohmraz/-/index.html,http://www.monitor.co.ug/News/National/Firm-demands-Shs2b-for-Bududa-rescue-mission/-/688334/1642044/-/5ohmraz/-/index.html
flood,uganda,uga_impact_data.743,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,13-12-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Live-Feed--Museveni-addressing-parliament/-/688334/1643070/-/sk3g9k/-/index.html,http://www.monitor.co.ug/News/National/Live-Feed--Museveni-addressing-parliament/-/688334/1643070/-/sk3g9k/-/index.html
flood,uganda,uga_impact_data.744,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,29-12-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Full-Woman/Women-in-2012--The-good--bad-and-the-unbelievable/-/689842/1653418/-/o91lsg/-/index.html,http://www.monitor.co.ug/Magazines/Full-Woman/Women-in-2012--The-good--bad-and-the-unbelievable/-/689842/1653418/-/o91lsg/-/index.html
flood,uganda,uga_impact_data.745,Kampala,21UGA007,Kampala,21UGA007001,,,,"delete, not kampala",0,,30-12-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Landslides-block-Ntungamo-travellers-for-over-10-hours/-/688334/1653818/-/13manedz/-/index.html,http://www.monitor.co.ug/News/National/Landslides-block-Ntungamo-travellers-for-over-10-hours/-/688334/1653818/-/13manedz/-/index.html
flood,uganda,uga_impact_data.746,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,3-1-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Bwaise-gets-piped-water/-/688334/1707756/-/nuihd1z/-/index.html,http://www.monitor.co.ug/News/National/Bwaise-gets-piped-water/-/688334/1707756/-/nuihd1z/-/index.html
flood,uganda,uga_impact_data.747,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,9-1-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Life/I-m-still-too-young-to-live-like-a-millionaire/-/689856/1974786/-/w5xy5xz/-/index.html,http://www.monitor.co.ug/Magazines/Life/I-m-still-too-young-to-live-like-a-millionaire/-/689856/1974786/-/w5xy5xz/-/index.html
flood,uganda,uga_impact_data.748,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,12-1-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Letters/Help-the-north-to-cope-with-disasters/-/806314/2094416/-/yowvjw/-/index.html,http://www.monitor.co.ug/OpEd/Letters/Help-the-north-to-cope-with-disasters/-/806314/2094416/-/yowvjw/-/index.html
flood,uganda,uga_impact_data.749,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,18-1-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Leaders-criticise-KCCA-s-waste-collection-method/-/688334/1668856/-/a2ook/-/index.html,http://www.monitor.co.ug/News/National/Leaders-criticise-KCCA-s-waste-collection-method/-/688334/1668856/-/a2ook/-/index.html
flood,uganda,uga_impact_data.750,Kampala,21UGA007,Kampala,21UGA007001,,,,unclear,4,15-11-2012,30-1-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/639374-how-to-protect-your-house-from-floods.html,http://www.newvision.co.ug/news/639374-how-to-protect-your-house-from-floods.html
flood,uganda,uga_impact_data.751,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,1-2-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/What--The-Hostel--TV-drama-and-other-2012-stories/-/878504/1655504/-/9xy50o/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/What--The-Hostel--TV-drama-and-other-2012-stories/-/878504/1655504/-/9xy50o/-/index.html
flood,uganda,uga_impact_data.752,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,2-2-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/artsculture/Travel/Bukoba--the-Ugandan-town-in-Tanzania/-/691238/1681752/-/p319vm/-/index.html,http://www.monitor.co.ug/artsculture/Travel/Bukoba--the-Ugandan-town-in-Tanzania/-/691238/1681752/-/p319vm/-/index.html
flood,uganda,uga_impact_data.753,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,4-2-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/KCCA--city-musicians-plan-meeting/-/688334/1736462/-/kb77ip/-/index.html,http://www.monitor.co.ug/News/National/KCCA--city-musicians-plan-meeting/-/688334/1736462/-/kb77ip/-/index.html
flood,uganda,uga_impact_data.754,Kampala,21UGA007,Kampala,21UGA007001,,,,unclear,0,,7-2-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Northern-Bypass-turns-into-death-trap/-/688334/1901408/-/l6m7ucz/-/index.html,http://www.monitor.co.ug/News/National/Northern-Bypass-turns-into-death-trap/-/688334/1901408/-/l6m7ucz/-/index.html
flood,uganda,uga_impact_data.755,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,9-2-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Farmers-told-to-plant-as-rains-begin/-/688334/1976138/-/fvryt3z/-/index.html,http://www.monitor.co.ug/News/National/Farmers-told-to-plant-as-rains-begin/-/688334/1976138/-/fvryt3z/-/index.html
flood,uganda,uga_impact_data.756,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,22-2-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/640078-mtn-marathon-9th-edition-proceeds-award.html,http://www.newvision.co.ug/news/640078-mtn-marathon-9th-edition-proceeds-award.html
flood,uganda,uga_impact_data.757,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,24-2-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/640105-kiryandongo-gets-sh307m-from-mtn-kampala-marathon.html,http://www.newvision.co.ug/news/640105-kiryandongo-gets-sh307m-from-mtn-kampala-marathon.html
flood,uganda,uga_impact_data.758,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,26-2-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/1704596/-/8upvhrz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1704596/-/8upvhrz/-/index.html
flood,uganda,uga_impact_data.759,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,1-3-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Markets/Transport-posts-few-milestones/-/688606/1656056/-/7og9nvz/-/index.html,http://www.monitor.co.ug/Business/Markets/Transport-posts-few-milestones/-/688606/1656056/-/7og9nvz/-/index.html
flood,uganda,uga_impact_data.760,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,2-3-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Life/Bukoba--the-Ugandan-town-in-Tanzania/-/689856/1682730/-/41js5hz/-/index.html,http://www.monitor.co.ug/Magazines/Life/Bukoba--the-Ugandan-town-in-Tanzania/-/689856/1682730/-/41js5hz/-/index.html
flood,uganda,uga_impact_data.761,Kampala,21UGA007,Kampala,21UGA007001,,,,keep,7,3-5-2013,5-3-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/642321-floods-ecweru-dashes-to-kasese.html,http://www.newvision.co.ug/news/642321-floods-ecweru-dashes-to-kasese.html
flood,uganda,uga_impact_data.762,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,6-3-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Tibabimanya--75--has-trekked-4-500km-in-the-past-10-years/-/688334/1870422/-/e4cs97z/-/index.html,http://www.monitor.co.ug/News/National/Tibabimanya--75--has-trekked-4-500km-in-the-past-10-years/-/688334/1870422/-/e4cs97z/-/index.html
flood,uganda,uga_impact_data.763,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,16-3-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/EU-to-withdraw-from-Awoja-bridge-project/-/688334/1720994/-/gsx18o/-/index.html,http://www.monitor.co.ug/News/National/EU-to-withdraw-from-Awoja-bridge-project/-/688334/1720994/-/gsx18o/-/index.html
flood,uganda,uga_impact_data.764,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,17-3-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Tullow-tried-to-pay-Museveni---lawyer/-/688334/1721994/-/vtisgpz/-/index.html,http://www.monitor.co.ug/News/National/Tullow-tried-to-pay-Museveni---lawyer/-/688334/1721994/-/vtisgpz/-/index.html
flood,uganda,uga_impact_data.765,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,4-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/DanielKalinaki/Uganda-is-not-a-failed-State-but-we-are-a-State-that-fails/-/878782/1738496/-/ilqva0/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/DanielKalinaki/Uganda-is-not-a-failed-State-but-we-are-a-State-that-fails/-/878782/1738496/-/ilqva0/-/index.html
flood,uganda,uga_impact_data.766,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,6-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/643566-poisonous-yams-flood-kampala.html,http://www.newvision.co.ug/news/643566-poisonous-yams-flood-kampala.html
flood,uganda,uga_impact_data.767,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,7-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/Namungoona-tanker-inferno--Politics-of-the-poor-and-scarcity/-/878682/1903582/-/ejppy1/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/Namungoona-tanker-inferno--Politics-of-the-poor-and-scarcity/-/878682/1903582/-/ejppy1/-/index.html
flood,uganda,uga_impact_data.768,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,18-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Commodities/Chinese-firm-drags-UTL-to-court-over-Shs17-billion/-/688610/1751398/-/12clildz/-/index.html,http://www.monitor.co.ug/Business/Commodities/Chinese-firm-drags-UTL-to-court-over-Shs17-billion/-/688610/1751398/-/12clildz/-/index.html
flood,uganda,uga_impact_data.769,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,23-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/artsculture/Reviews/Uganda-in-2013--the-first-100-days/-/691232/1755892/-/ei0dto/-/index.html,http://www.monitor.co.ug/artsculture/Reviews/Uganda-in-2013--the-first-100-days/-/691232/1755892/-/ei0dto/-/index.html
flood,uganda,uga_impact_data.770,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,30-4-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/NMS-ordered-to-recover-Shs45b-lost-to-drug-firm/-/688334/1762134/-/uw410g/-/index.html,http://www.monitor.co.ug/News/National/NMS-ordered-to-recover-Shs45b-lost-to-drug-firm/-/688334/1762134/-/uw410g/-/index.html
flood,uganda,uga_impact_data.771,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,6-5-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/EC-gives-guidelines-for-Butebo-election/-/688334/1872444/-/nyfw7p/-/index.html,http://www.monitor.co.ug/News/National/EC-gives-guidelines-for-Butebo-election/-/688334/1872444/-/nyfw7p/-/index.html
flood,uganda,uga_impact_data.772,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,12-5-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Sports/Soccer/Weather-contrives-to-expose-Cecafa-frailties/-/690266/2099342/-/14n84psz/-/index.html,http://www.monitor.co.ug/Sports/Soccer/Weather-contrives-to-expose-Cecafa-frailties/-/690266/2099342/-/14n84psz/-/index.html
flood,uganda,uga_impact_data.773,Kampala,21UGA007,Kampala,21UGA007001,,,,keep,6,3-5-2013,13-5-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/642641-flood-devastation-in-pictures.html,https://www.newvision.co.ug/news/1319428/flood-devastation-pictures
flood,uganda,uga_impact_data.774,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,15-5-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/HomesandProperty/Namanve-and-Ssonde-become-more-attractive/-/689858/1852476/-/61f870z/-/index.html,http://www.monitor.co.ug/Magazines/HomesandProperty/Namanve-and-Ssonde-become-more-attractive/-/689858/1852476/-/61f870z/-/index.html
flood,uganda,uga_impact_data.775,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,19-5-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/This-Muhoozi-thing--is-it-a-project-or-projection-/-/689844/1856230/-/5yd6foz/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/This-Muhoozi-thing--is-it-a-project-or-projection-/-/689844/1856230/-/5yd6foz/-/index.html
flood,uganda,uga_impact_data.776,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,1-6-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/UNRA--No-cash-for-600km-of-roads/-/689844/1657992/-/wbjghi/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/UNRA--No-cash-for-600km-of-roads/-/689844/1657992/-/wbjghi/-/index.html
flood,uganda,uga_impact_data.777,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,2-6-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/The-trouble-with-Uganda-s-economic-gangsters-/-/878504/1685922/-/55y27oz/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/The-trouble-with-Uganda-s-economic-gangsters-/-/878504/1685922/-/55y27oz/-/index.html
flood,uganda,uga_impact_data.778,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,3-6-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Mystery-surrounds-night-raid-on-Mbuya/-/688334/1712530/-/133y9hfz/-/index.html,http://www.monitor.co.ug/News/National/Mystery-surrounds-night-raid-on-Mbuya/-/688334/1712530/-/133y9hfz/-/index.html
flood,uganda,uga_impact_data.779,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,14-6-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Kiwanuka-reads-tax-filled-budget/-/688334/1882436/-/hbajbhz/-/index.html,http://www.monitor.co.ug/News/National/Kiwanuka-reads-tax-filled-budget/-/688334/1882436/-/hbajbhz/-/index.html
flood,uganda,uga_impact_data.780,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,26-6-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Farming/Positive-outlook-for-food-supply-and-prices/-/689860/1894188/-/10chw6uz/-/index.html,http://www.monitor.co.ug/Magazines/Farming/Positive-outlook-for-food-supply-and-prices/-/689860/1894188/-/10chw6uz/-/index.html
flood,uganda,uga_impact_data.781,Kampala,21UGA007,Kampala,21UGA007001,,,,"delete, not kampala",0,,5-7-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/642436-red-cross-seeks-sh1-8b-for-kasese-floods-victims.html,http://www.newvision.co.ug/news/642436-red-cross-seeks-sh1-8b-for-kasese-floods-victims.html
flood,uganda,uga_impact_data.782,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,16-7-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Letters/Here-is-how-a-decent-city-operates/-/806314/1915982/-/8yhqp2/-/index.html,http://www.monitor.co.ug/OpEd/Letters/Here-is-how-a-decent-city-operates/-/806314/1915982/-/8yhqp2/-/index.html
flood,uganda,uga_impact_data.783,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,24-7-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/SpecialReports/Pakwach-Railway-line--The-ignored-link-to-development/-/688342/1924710/-/pnhke2/-/index.html,http://www.monitor.co.ug/SpecialReports/Pakwach-Railway-line--The-ignored-link-to-development/-/688342/1924710/-/pnhke2/-/index.html
flood,uganda,uga_impact_data.784,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,29-7-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Firm-sues-district-boss-over-wetland/-/688334/1929692/-/103kckw/-/index.html,http://www.monitor.co.ug/News/National/Firm-sues-district-boss-over-wetland/-/688334/1929692/-/103kckw/-/index.html
flood,uganda,uga_impact_data.785,Kampala,21UGA007,Kampala,21UGA007001,,,,"delete, not about a specific flood",0,,3-8-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Drainage-system-plan-to-be-rolled-out-next-year/-/688334/1714324/-/1540xklz/-/index.html,http://www.monitor.co.ug/News/National/Drainage-system-plan-to-be-rolled-out-next-year/-/688334/1714324/-/1540xklz/-/index.html
flood,uganda,uga_impact_data.786,Kampala,21UGA007,Kampala,21UGA007001,,,,"delete, not kampala",0,,5-8-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/642480-kasese-floods-destroy-property-worth-sh8b.html,http://www.newvision.co.ug/news/642480-kasese-floods-destroy-property-worth-sh8b.html
flood,uganda,uga_impact_data.787,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,7-8-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Editorial/Monitor-wetland-activities-closely/-/689360/1908272/-/wurjd5z/-/index.html,http://www.monitor.co.ug/OpEd/Editorial/Monitor-wetland-activities-closely/-/689360/1908272/-/wurjd5z/-/index.html
flood,uganda,uga_impact_data.788,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,17-8-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Letters/Create-satellite-villages-to-curb-landslides--/-/806314/1956258/-/n2hxab/-/index.html,http://www.monitor.co.ug/OpEd/Letters/Create-satellite-villages-to-curb-landslides--/-/806314/1956258/-/n2hxab/-/index.html
flood,uganda,uga_impact_data.789,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,21-8-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/HomesandProperty/Rains-are-here--is-your-home-safe-from-floods-/-/689858/1961530/-/aar1ml/-/index.html,http://www.monitor.co.ug/Magazines/HomesandProperty/Rains-are-here--is-your-home-safe-from-floods-/-/689858/1961530/-/aar1ml/-/index.html
flood,uganda,uga_impact_data.790,Kampala,21UGA007,Kampala,21UGA007001,,,,keep,7,3-9-2013,3-9-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,floodlist,http://floodlist.com/africa/floods-kampala-uganda
flood,uganda,uga_impact_data.791,Kampala,21UGA007,Kampala,21UGA007001,,,,delete,0,,9-9-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/2006-NRM-manifesto--An-account-of-/-/688334/1984296/-/orsibf/-/index.html,http://www.monitor.co.ug/News/National/2006-NRM-manifesto--An-account-of-/-/688334/1984296/-/orsibf/-/index.html
