disaster_type;Countrty;adm1_name;adm1_pcode;adm2_name;adm2_pcode;adm3_name;ADM3_PCODE;ward;date_recorded;date_recorded_new;Data_quality_score;ifrc_source;data_source;data_quality;magnitude_impact;people_dead;people_injured;house_destroyed;house_damaged;household_displaced;people_displaced;roads;livestock_lost;bridge;schools;latrine;wall;hospitals;drainage;inst.church.mosque;health_center;lost_crops_ha (acreage)
flood;kenya;;;Marsabit;KE010;Moyale;KE010045;0;05-05-2017;10-05-2017;5;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;North Horr;KE010046;0;30-05-2017;;5;other;eoc;2;1;4;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;Moyale;KE010045;0;04-11-2017;01-11-2017;5;other;eoc;2;0;0;0;0;1;70;1;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;Moyale;KE010045;;07-11-2017;;5;other;eoc;2;1;2;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;Moyale;KE010045;Sololo;12-11-2017;;5;other;eoc;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;Moyale ;#N-A;0;13-11-2017;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;Saku;KE010047;0;04-03-2018;06-03-2018;5;other;eoc;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;Moyale;KE010045;Laisamis;11-03-2018;15-03-2018;5;other;eoc;2;0;1;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;Moyale ;#N-A;0;19-03-2018;;0;other;eoc;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;North Hor;#N-A;0;20-04-2018;;5;other;eoc;2;0;0;0;0;0;20;50000;1;1;0;0;0;0;1;0;0;0;0
flood;kenya;;;Marsabit;KE010;North Horr;KE010046;0;09-06-2018;;5;other;eoc;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;North Hor ;#N-A;0;11-06-2018;;0;other;dref;1;1;4;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;North Horr;KE010046;Dukana;16-12-2018;;5;other;eoc;2;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;0;#N-A;0;22-02-2019;;5;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Marsabit;KE010;Mandera West;KE009039;Kargi- South Horr;09-03-2019;;5;other;eoc;2;1;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;;;;;;Moyale;KE010045;Golbo, Nana, Watiti;;11-10-2019;7;other;;;;;;;1055;;577;;;;;;;;;;;
flood;;;;;;North Hor;#N-A;;;19-04-2016;7;other;;;;1;2;;;;;1;;;;;;;;;;
flood;;;;;;Moyale, North ;#N-A;;;07-05-2016;6;other;;;;;;;;;;;;;;;;;;;;
flood;kenya;;;Meru;KE012;0;#N-A;0;13-05-2002;;5;other;dref;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;14-05-2002;;0;other;disinventer;1;1;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;14-05-2002;;0;other;disinventer;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;14-05-2002;;0;other;disinventer;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;01-01-2010;;0;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;14-01-2010;;0;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;26-04-2010;;5;IFRC;dref;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Igembe South;KE012051;Maua;14-05-2010;;0;other;dref;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;02-12-2011;;;other;disinventer;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;11-06-2012;;;other;dref;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;25-06-2012;;;other;disinventer;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Igembe North;KE012053;0;14-10-2012;;;other;eoc;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Igembe South;KE012051;0;14-10-2012;;;other;eoc;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Tigania West;KE012054;0;14-10-2012;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;23-04-2013;;;other;disinventer;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;12-11-2015;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Igembe South;KE012051;Maua;14-11-2015;;;other;eoc;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;17-11-2015;;;other;disinventer;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;26-11-2015;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Buuri;KE012057;0;30-11-2015;;;other;eoc;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;02-12-2015;;;other;disinventer;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Buuri;KE012057;0;08-12-2015;;;other;eoc;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;70
flood;kenya;;;Meru;KE012;0;#N-A;0;14-12-2015;;;other;disinventer;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;01-03-2016;;;other;disinventer;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;29-04-2016;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Buuri;KE012057;Timau;01-05-2017;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;16-09-2017;;;other;wra;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Tigania West;KE012054;0;07-11-2017;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Tigania East;KE012055;0;08-11-2017;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Tigania West;KE012054;0;12-11-2017;;;other;eoc;2;0;0;0;0;0;50;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;15-04-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;16-04-2018;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Imenti Central;#N-A;0;16-04-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Imenti South;#N-A;0;22-04-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;24-04-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;29-04-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;0;#N-A;0;11-06-2018;;;other;dref;1;0;0;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Meru;KE012;Igembe North;KE012053;0;01-12-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;;;;;;Nyatike;KE044258;;04-05-2002;;6;IFRC;;;;;;;;;4000;;;;;;;;;;;
flood;kenya;;;Migori;KE044;Ndhiwa ;#N-A;0;13-05-2002;;5;other;dref;1;0;1;0;0;0;0;35000;0;0;0;4;0;0;0;0;0;1;0
flood;kenya;;;Migori;KE044;0;#N-A;0;14-05-2002;;0;other;disinventer;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;27-06-2003;;5;IFRC;dref;1;1;0;0;0;0;0;6000;0;0;0;5;0;0;0;0;0;1;3000
flood;kenya;;;Migori;KE044;0;#N-A;0;31-05-2005;;0;other;dref;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;26-04-2006;;5;IFRC;disinventer;1;1;5;0;0;0;668;0;0;0;0;0;0;0;0;0;0;0;25
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;17-05-2006;;5;IFRC;dref;1;1;5;0;0;0;660;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;01-05-2009;;0;other;disinventer;1;1;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;12-12-2011;;0;other;dref;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;01-03-2012;;5;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;04-03-2012;;0;other;disinventer;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;03-04-2013;;1;other;disinventer;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Uriri;KE044257;0;09-04-2013;08-04-2013;5;other;disinventer;2;0;0;0;0;0;380;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;09-04-2013;;0;other;disinventer;2;1;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;02-05-2013;;5;other;eoc;2;0;0;0;0;0;688;0;1;0;0;0;0;0;0;0;0;0;30
flood;kenya;;;Migori;KE044;Uriri;KE044257;0;02-05-2013;;5;other;eoc;2;0;0;0;0;0;688;0;1;0;0;0;0;0;0;0;0;0;30
flood;kenya;;;Migori;KE044;0;#N-A;0;31-05-2013;;0;other;dref;0;0;0;0;0;0;271;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;14-11-2013;;0;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Uriri;KE044257;0;14-11-2013;;0;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;26-05-2014;;0;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Kuria West;KE044259;0;03-11-2014;;1;other;eoc;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;05-01-2015;;0;other;disinventer;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;20-04-2015;;0;other;wra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;20-04-2015;;0;other;wra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;22-04-2015;;0;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;22-04-2015;;0;other;wra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;23-04-2015;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;24-04-2015;;0;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;24-04-2015;;0;other;wra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;27-04-2015;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;27-04-2015;01-05-2015;5;other;wra;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Awendo;KE044254;0;12-05-2015;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;15-10-2015;;0;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;02-11-2015;;5;other;eoc;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;10-11-2015;;0;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;13-11-2015;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;15-11-2015;;0;other;disinventer;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;18-11-2015;;5;other;eoc;2;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;19-11-2015;;0;other;eoc;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;19-11-2015;;0;other;eoc;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;28-11-2015;;5;other;disinventer;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;28-11-2015;;0;other;wra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;28-11-2015;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;30-11-2015;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;01-12-2015;;0;other;wra;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;11-12-2015;;5;other;eoc;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;18-05-2016;14-05-2016;5;other;disinventer;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Awendo;KE044254;0;18-05-2016;14-05-2016;5;other;disinventer;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;06-11-2017;14-11-2017;1;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;30-04-2018;28-04-2018;5;other;eoc;2;0;2;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0
flood;;;;;;Nyatike;KE044258;;23-04-2018;;6;other;;;;7;;;;700;;;;;;;;;;;;
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;13-05-2018;;5;other;eoc;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Awendo;KE044254;0;16-05-2018;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Nyatike;KE044258;0;16-05-2018;;0;other;eoc;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;Kuria East;KE044260;0;20-05-2018;18-05-2018;5;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Migori;KE044;0;#N-A;0;11-06-2018;;0;other;dref;1;1;13;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;likoni;KE001005;0;26-12-2004;;;other;wra;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;21-05-2006;;;other;dref;1;1;0;0;15;0;0;22;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;27-10-2006;;;other;disinventer;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;27-10-2006;;;other;disinventer;2;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;likoni;KE001005;0;07-11-2006;;;other;dref;1;1;5;0;5;0;65;0;1;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;01-06-2008;;;other;disinventer;2;1;1;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;01-06-2008;;;other;disinventer;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;28-10-2009;;;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;18-02-2011;;;other;disinventer;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;Mvita;KE001006;Tononoka;09-11-2012;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;jomvu;KE001002;Mikindani;02-11-2014;;;other;eoc;2;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;jomvu;KE001002;Mikinduni;13-11-2014;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;06-05-2015;;;other;eoc;2;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;likoni;KE001005;0;31-05-2015;;;other;eoc;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;05-11-2015;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;Kipevu;16-11-2015;;;other;eoc;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;18-11-2015;;;other;disinventer;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;jomvu;KE001002;Mikindani;18-11-2015;;;other;eoc;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;likoni;KE001005;0;26-11-2015;;;other;eoc;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;likoni;KE001005;0;16-04-2016;;;other;eoc;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;jomvu;KE001002;Mikindani;08-05-2017;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;08-05-2017;;;other;eoc;2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;09-05-2017;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;09-05-2017;;;other;eoc;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;likoni;KE001005;0;03-11-2017;;;other;eoc;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;04-01-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;0;#N-A;0;11-06-2018;;;other;dref;1;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Mombasa;KE001;likoni;KE001005;0;29-10-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;Githunguri;KE022116;;13-05-2002;;5;IFRC;dref;1;1;0;0;0;0;360;0;0;0;0;0;0;0;0;0;0;0;5
flood;kenya;;;Murang'a;KE021;0;#N-A;0;13-05-2002;;0;other;dref;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;27-10-2006;;0;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;01-06-2008;;0;other;disinventer;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;01-06-2008;;0;other;disinventer;1;0;0;0;0;1874;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;13-06-2008;;0;other;disinventer;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;Mukima, Gikoe;07-11-2008;;5;other;disinventer;0;0;10;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;07-11-2008;;0;other;disinventer;1;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;07-11-2008;;0;other;disinventer;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;;;;;;;#N-A;Gikoe;01-05-2009;;7;other;;;;1;;5;;;;;;;;;;;;;;
flood;;;;;;;#N-A;;;01-10-2009;7;other;;;;1;;;;;;;;;;;;;;;;
flood;kenya;;;Murang'a;KE021;Murang'a East;#N-A;0;28-10-2009;;5;other;disinventer;1;1;1;0;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;Murang'a West;#N-A;0;28-10-2009;;5;other;disinventer;1;1;1;0;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;;;;;;;#N-A;Gathathi;;03-11-2009;7;other;;;;1;;1;;;;;;;;;;;;;;
flood;kenya;;;Murang'a;KE021;Murang'a East ;#N-A;0;03-01-2010;;5;other;disinventer;0;0;1;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;03-01-2010;;0;other;disinventer;1;1;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;;21-03-2010;;0;other;disinventer;1;1;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;21-03-2010;;0;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;;;;;;Kigumo;KE021107;Muthithi;08-04-2010;;7;other;;;;1;;;;;;;;;;;;;;;;
flood;kenya;;;Murang'a;KE021;0;#N-A;0;29-04-2010;;1;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;21-05-2010;;5;other;disinventer;1;1;1;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;21-05-2010;;0;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;25-05-2010;;0;other;disinventer;2;1;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;25-05-2010;;0;other;disinventer;2;1;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;25-05-2010;;0;other;disinventer;2;1;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;25-05-2010;;0;other;disinventer;2;1;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;25-05-2010;;0;other;disinventer;2;1;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Murang'a;KE021;0;#N-A;0;25-05-2010;;0;other;disinventer;2;1;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0
