field_1,County,sub_county,ward,Date_st,Date_year,human_impa,hh_impact,p_impact,lat,lon,Adm0Name,Adm2Name,Adm1Name,DSCodeAdm1,DSCodeAdm2
"602",Nandi,,,2010-03-05,2010.000000000000000,"52","0","0",-0.057908300000000,35.328924200000003,Kenya,Tinderet,Nandi,KE29,KE290151
"739",Nandi,Tinderet,,2007-01-10,2007.000000000000000,"30","0","0",-0.029287700000000,35.346175500000001,Kenya,Tinderet,Nandi,KE29,KE290151
"459",Elgeyo-Marakwet,,,2018-04-20,2018.000000000000000,"12","188","0",0.317743300000000,35.176202000000004,Kenya,Chesumei,Nandi,KE29,KE290154
"224",Nandi,,,2015-12-06,2015.000000000000000,"12","139","0",0.183152400000000,35.130456000000002,Kenya,Emgwen,Nandi,KE29,KE290155
"284",Nandi,,,2012-04-25,2012.000000000000000,"12","20","0",0.202380700000000,35.119535399999997,Kenya,Emgwen,Nandi,KE29,KE290155
"305",Nandi,,,2015-12-12,2015.000000000000000,"14","20","0",0.183152400000000,35.130456000000002,Kenya,Emgwen,Nandi,KE29,KE290155
"342",Nandi,,,2015-12-07,2015.000000000000000,"14","6","0",0.183152400000000,35.130456000000002,Kenya,Emgwen,Nandi,KE29,KE290155
"384",Nandi,,,2015-11-25,2015.000000000000000,"12","0","0",0.183152400000000,35.130456000000002,Kenya,Emgwen,Nandi,KE29,KE290155
"385",Nandi,,,2016-05-19,2016.000000000000000,"12","26","0",0.183152400000000,35.130456000000002,Kenya,Emgwen,Nandi,KE29,KE290155
"26",Baringo,,Marigat,2016-05-08,2016.000000000000000,"12","149","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"242",Baringo,,Marigat,2018-04-10,2018.000000000000000,"12","0","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"452",Baringo,,Marigat,2016-04-21,2016.000000000000000,"12","78","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"464",Baringo,,,2018-05-27,2018.000000000000000,"12","0","0",0.490382200000000,36.041654999999999,Kenya,Baringo South,Baringo,KE30,KE300160
"465",Turkana,,,2018-04-18,2018.000000000000000,"13","0","0",0.613999000000000,36.021519300000001,Kenya,Baringo South,Baringo,KE30,KE300160
"512",Nyandarua,,,2016-03-23,2016.000000000000000,"29","239","0",0.326497500000000,36.179379500000003,Kenya,Baringo South,Baringo,KE30,KE300160
"536",Baringo,,Marigat,2012-09-05,2012.000000000000000,"0","261","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"538",Baringo,,,2008-07-01,2008.000000000000000,"44","277","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"552",Baringo,,Marigat,2002-12-21,2002.000000000000000,"48","268","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"561",Baringo,,Marigat,2009-11-04,2009.000000000000000,"0","204","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"613",Baringo,,,2010-09-03,2010.000000000000000,"0","103","0",0.630147300000000,36.028893199999999,Kenya,Baringo South,Baringo,KE30,KE300160
"614",Baringo,,,2010-08-30,2010.000000000000000,"0","73","9",0.391028800000000,36.084727299999997,Kenya,Baringo South,Baringo,KE30,KE300160
"676",Baringo,,,2013-04-08,2013.000000000000000,"0","191","27",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"785",Baringo,,Marigat,2016-05-06,2016.000000000000000,"0","287","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"789",Baringo,,Marigat,2012-06-11,2012.000000000000000,"30","0","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"791",Baringo,,Marigat,2012-06-11,2012.000000000000000,"0","0","0",0.469198100000000,35.983597699999997,Kenya,Baringo South,Baringo,KE30,KE300160
"592",Nakuru,,,2010-03-02,2010.000000000000000,"43","0","0",-0.021618300000000,35.955328700000003,Kenya,Mogotio,Baringo,KE30,KE300161
"593",Baringo,Mogotio,Mogotio,2010-03-25,2010.000000000000000,"0","90","0",-0.021618300000000,35.955328700000003,Kenya,Mogotio,Baringo,KE30,KE300161
"594",Baringo,,,2010-03-27,2010.000000000000000,"0","62","0",0.144585000000000,35.987399500000002,Kenya,Mogotio,Baringo,KE30,KE300161
"80",Baringo,,,2018-09-08,2018.000000000000000,"13","0","0",0.084066000000000,35.741381900000000,Kenya,Eldama Ravine,Baringo,KE30,KE300162
"255",Baringo,,,2017-05-22,2017.000000000000000,"12","0","0",0.102060100000000,35.806094600000002,Kenya,Eldama Ravine,Baringo,KE30,KE300162
"589",Laikipia,,,2010-05-14,2010.000000000000000,"30","0","0",0.007826100000000,37.071962900000003,Kenya,Laikipia West,Laikipia,KE31,KE310163
"507",Laikipia,,,2017-09-07,2017.000000000000000,"29","250","0",0.035156700000000,36.364274199999997,Kenya,Laikipia East,Laikipia,KE31,KE310164
"9",Laikipia,,,2015-11-20,2015.000000000000000,"14","0","0",0.393257100000000,37.163212199999997,Kenya,Laikipia North,Laikipia,KE31,KE310165
"346",Laikipia,,,2015-11-21,2015.000000000000000,"14","0","0",0.393257100000000,37.163212199999997,Kenya,Laikipia North,Laikipia,KE31,KE310165
"654",Laikipia,,,2012-06-11,2012.000000000000000,"30","0","0",0.359201000000000,36.781872499999999,Kenya,Laikipia North,Laikipia,KE31,KE310165
"382",Nakuru,,,2015-12-17,2015.000000000000000,"12","0","0",-0.248795100000000,35.732423099999998,Kenya,Molo,Nakuru,KE32,KE320166
"139",Nakuru,Naivasha,,2018-03-18,2018.000000000000000,"12","0","0",-0.717173300000000,36.431033900000003,Kenya,Naivasha,Nakuru,KE32,KE320168
"267",Narok,,Mai Mahiu,2018-03-13,2018.000000000000000,"15","0","0",-0.982074400000000,36.586408800000008,Kenya,Naivasha,Nakuru,KE32,KE320168
"274",Nakuru,,Hells Gate,2012-04-23,2012.000000000000000,"27","0","0",-0.887452300000000,36.305504999999997,Kenya,Naivasha,Nakuru,KE32,KE320168
"492",Nakuru,,,2018-04-19,2018.000000000000000,"29","0","0",-0.799832000000000,36.397238500000000,Kenya,Naivasha,Nakuru,KE32,KE320168
"636",Nakuru,Naivasha,,2012-06-11,2012.000000000000000,"49","0","0",-0.717173300000000,36.431033900000003,Kenya,Naivasha,Nakuru,KE32,KE320168
"640",Nakuru,,,2012-06-11,2012.000000000000000,"0","0","0",-0.888149000000000,36.450271099999988,Kenya,Naivasha,Nakuru,KE32,KE320168
"183",Nakuru,,,2013-04-14,2013.000000000000000,"12","0","0",-0.363565700000000,36.173844799999998,Kenya,Gilgil,Nakuru,KE32,KE320169
"283",Nakuru,,,2015-05-01,2015.000000000000000,"12","0","0",-0.474523700000000,36.291578899999998,Kenya,Gilgil,Nakuru,KE32,KE320169
"562",Nakuru,,,2009-12-27,2009.000000000000000,"0","167","0",-0.474523700000000,36.291578899999998,Kenya,Gilgil,Nakuru,KE32,KE320169
"109",Nakuru,,Solai,2018-05-13,2018.000000000000000,"58","0","0",0.003281600000000,36.155337899999999,Kenya,Rongai,Nakuru,KE32,KE320173
"137",Kajiado,,,2018-03-06,2018.000000000000000,"12","83","0",-0.209484600000000,36.115659600000001,Kenya,Bahati,Nakuru,KE32,KE320174
"145",Nakuru,,,2012-06-26,2012.000000000000000,"12","0","0",-0.295557100000000,36.026637999999998,Kenya,Nakuru Town West,Nakuru,KE32,KE320175
"208",Nakuru,,,2015-11-26,2015.000000000000000,"12","47","0",-0.308184300000000,36.062514700000001,Kenya,Nakuru Town West,Nakuru,KE32,KE320175
"273",Nakuru,,,2016-05-14,2016.000000000000000,"14","0","0",-0.306212000000000,36.065093300000001,Kenya,Nakuru Town West,Nakuru,KE32,KE320175
"155",Nakuru,,,2018-05-28,2018.000000000000000,"14","0","0",-0.303110400000000,36.079999500000000,Kenya,Nakuru Town East,Nakuru,KE32,KE320176
"207",Nakuru,,,2014-03-14,2014.000000000000000,"12","98","0",-0.303110400000000,36.079999500000000,Kenya,Nakuru Town East,Nakuru,KE32,KE320176
"291",Marsabit,,,2015-11-26,2015.000000000000000,"12","0","0",-0.304334400000000,36.086130799999999,Kenya,Nakuru Town East,Nakuru,KE32,KE320176
"633",Nairobi,,,2012-05-08,2012.000000000000000,"0","0","0",-0.303110400000000,36.079999500000000,Kenya,Nakuru Town East,Nakuru,KE32,KE320176
"8",Narok,,Narok Town,2015-04-29,2015.000000000000000,"35","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"20",Narok,,Narok Town,2017-11-27,2017.000000000000000,"12","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"85",Narok,,Narok Town,2015-11-23,2015.000000000000000,"13","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"87",Narok,,Narok Town,2015-11-25,2015.000000000000000,"13","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"95",Narok,,Narok Town,2018-03-19,2018.000000000000000,"12","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"140",Narok,,Narok Town,2017-11-26,2017.000000000000000,"12","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"221",Narok,,,2018-01-12,2018.000000000000000,"12","0","0",-1.087646200000000,35.877042199999998,Kenya,Narok North,Narok,KE33,KE330179
"306",Narok,,,2018-04-15,2018.000000000000000,"12","156","0",-1.087646200000000,35.877042199999998,Kenya,Narok North,Narok,KE33,KE330179
"307",Narok,,Narok Town,2012-04-24,2012.000000000000000,"12","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"386",Narok,,,2015-11-22,2015.000000000000000,"12","0","0",-1.087646200000000,35.877042199999998,Kenya,Narok North,Narok,KE33,KE330179
"401",Narok,,,2015-12-14,2015.000000000000000,"12","6","0",-1.087646200000000,35.877042199999998,Kenya,Narok North,Narok,KE33,KE330179
"479",Narok,,Narok Town,2015-05-02,2015.000000000000000,"42","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"481",Narok,,,2015-05-02,2015.000000000000000,"42","0","0",-1.087646200000000,35.877042199999998,Kenya,Narok North,Narok,KE33,KE330179
"496",Narok,,,2018-04-13,2018.000000000000000,"29","0","0",-1.084373300000000,35.951131599999997,Kenya,Narok North,Narok,KE33,KE330179
"497",Narok,,Narok Town,2018-04-13,2018.000000000000000,"40","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"510",Narok,,Narok Town,2017-11-03,2017.000000000000000,"29","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"511",Narok,,Narok Town,2017-11-25,2017.000000000000000,"29","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"514",Narok,,Narok Town,2015-11-17,2015.000000000000000,"29","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"515",Narok,,Narok Town,2015-04-28,2015.000000000000000,"37","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"517",Narok,,,2008-12-15,2008.000000000000000,"30","0","0",-1.087646200000000,35.877042199999998,Kenya,Narok North,Narok,KE33,KE330179
"530",Narok,,,2015-11-22,2015.000000000000000,"29","291","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"532",Narok,,,2015-04-28,2015.000000000000000,"44","421","0",-1.087646200000000,35.877042199999998,Kenya,Narok North,Narok,KE33,KE330179
"774",Narok,,Narok Town,2015-05-01,2015.000000000000000,"13","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"775",Narok,,Narok Town,2015-05-01,2015.000000000000000,"12","0","0",-1.092593400000000,35.848321100000000,Kenya,Narok North,Narok,KE33,KE330179
"563",Narok,,,2009-11-04,2009.000000000000000,"30","131","0",-1.105040800000000,36.087966600000001,Kenya,Narok East,Narok,KE33,KE330180
"76",Nakuru,Rongai,,2013-04-01,2013.000000000000000,"12","0","0",-1.393789100000000,36.744298600000000,Kenya,Kajiado North,Kajiado,KE34,KE340183
"148",Kajiado,Rongai,,2018-05-04,2018.000000000000000,"18","0","0",-1.393789100000000,36.744298600000000,Kenya,Kajiado North,Kajiado,KE34,KE340183
"175",Kajiado,,,2013-04-08,2013.000000000000000,"12","0","0",-1.425195100000000,36.693659400000001,Kenya,Kajiado North,Kajiado,KE34,KE340183
"359",Kajiado,,,2013-03-21,2013.000000000000000,"13","0","0",-1.425195100000000,36.693659400000001,Kenya,Kajiado North,Kajiado,KE34,KE340183
"411",Kajiado,,,2012-05-05,2012.000000000000000,"24","0","0",-1.406888200000000,36.717040500000003,Kenya,Kajiado North,Kajiado,KE34,KE340183
"648",Kajiado,,Ngong,2012-06-11,2012.000000000000000,"44","0","0",-1.356081300000000,36.668633200000002,Kenya,Kajiado North,Kajiado,KE34,KE340183
"772",Kajiado,Rongai,,2013-03-31,2013.000000000000000,"17","0","0",-1.393789100000000,36.744298600000000,Kenya,Kajiado North,Kajiado,KE34,KE340183
"91",Kajiado,,,2015-05-05,2015.000000000000000,"21","42","0",-2.394695500000000,36.853968100000003,Kenya,Kajiado Central,Kajiado,KE34,KE340184
"123",Kajiado,,,2018-05-14,2018.000000000000000,"12","100","0",-2.093704000000000,36.784714299999997,Kenya,Kajiado Central,Kajiado,KE34,KE340184
"168",Kajiado,,,2018-05-02,2018.000000000000000,"23","0","0",-2.093704000000000,36.784714299999997,Kenya,Kajiado Central,Kajiado,KE34,KE340184
"252",Kajiado,,,2018-03-16,2018.000000000000000,"12","0","0",-2.093704000000000,36.784714299999997,Kenya,Kajiado Central,Kajiado,KE34,KE340184
"486",Kajiado,,,2018-01-03,2018.000000000000000,"40","296","0",-2.093704000000000,36.784714299999997,Kenya,Kajiado Central,Kajiado,KE34,KE340184
"564",Kajiado,,,2009-11-04,2009.000000000000000,"43","0","0",-2.093704000000000,36.784714299999997,Kenya,Kajiado Central,Kajiado,KE34,KE340184
"569",Kajiado,Kajiado North,,2010-01-06,2010.000000000000000,"43","113","0",-1.841767700000000,36.791590800000002,Kenya,Kajiado Central,Kajiado,KE34,KE340184
"579",Kajiado,,,2010-05-14,2010.000000000000000,"40","0","0",-2.093704000000000,36.784714299999997,Kenya,Kajiado Central,Kajiado,KE34,KE340184
"162",Narok,,Suswa,2017-09-17,2017.000000000000000,"12","0","0",-1.177588000000000,36.345487200000001,Kenya,Kajiado West,Kajiado,KE34,KE340185
"388",Narok,,Suswa,2017-05-01,2017.000000000000000,"12","0","0",-1.177588000000000,36.345487200000001,Kenya,Kajiado West,Kajiado,KE34,KE340185
"170",Kajiado,,,2018-04-23,2018.000000000000000,"12","83","0",-1.674273900000000,36.846141699999997,Kenya,Kajiado East,Kajiado,KE34,KE340186
"206",Kajiado,,,2013-12-15,2013.000000000000000,"38","0","0",-1.674273900000000,36.846141699999997,Kenya,Kajiado East,Kajiado,KE34,KE340186
"238",Kajiado,,,2018-04-23,2018.000000000000000,"12","80","0",-1.642054000000000,36.873273699999999,Kenya,Kajiado East,Kajiado,KE34,KE340186
"334",Kajiado,,,2016-02-11,2016.000000000000000,"12","78","0",-1.674273900000000,36.846141699999997,Kenya,Kajiado East,Kajiado,KE34,KE340186
"358",Kilifi,,,2015-11-16,2015.000000000000000,"12","109","0",-1.516910600000000,36.930962200000003,Kenya,Kajiado East,Kajiado,KE34,KE340186
"413",Kajiado,,Kitengela,2012-04-23,2012.000000000000000,"12","0","0",-1.475300400000000,36.962001999999998,Kenya,Kajiado East,Kajiado,KE34,KE340186
"631",Kajiado,,,2012-05-08,2012.000000000000000,"0","0","0",-1.475300400000000,36.962001999999998,Kenya,Kajiado East,Kajiado,KE34,KE340186
"649",Kajiado,,Kitengela,2012-06-11,2012.000000000000000,"0","0","0",-1.475300400000000,36.962001999999998,Kenya,Kajiado East,Kajiado,KE34,KE340186
"99",Kajiado,,Kimana,2018-03-19,2018.000000000000000,"12","0","0",-2.801276700000000,37.535070300000001,Kenya,Kajiado South,Kajiado,KE34,KE340187
"159",Kajiado,,,2018-04-22,2018.000000000000000,"13","0","0",-2.924711400000000,37.508195999999998,Kenya,Kajiado South,Kajiado,KE34,KE340187
"430",Taita Taveta,,Mata,2013-11-09,2013.000000000000000,"12","0","0",-3.073463600000000,37.734431000000001,Kenya,Kajiado South,Kajiado,KE34,KE340187
"473",Kajiado,,,2016-02-09,2016.000000000000000,"12","0","0",-2.924711400000000,37.508195999999998,Kenya,Kajiado South,Kajiado,KE34,KE340187
"237",Kericho,Kipkelion West,,2018-05-02,2018.000000000000000,"13","0","0",-0.208516200000000,35.459191699999998,Kenya,Kipkelion East,Kericho,KE35,KE350188
"356",Kericho,,Kipkelion,2015-12-16,2015.000000000000000,"13","0","0",-0.208516200000000,35.459191699999998,Kenya,Kipkelion East,Kericho,KE35,KE350188
"762",Kisumu,,,2006-05-25,2006.000000000000000,"0","0","0",-0.390139200000000,35.013922999999998,Kenya,Sigowet/Soin,Kericho,KE35,KE350193
"718",West Pokot,Sigor,Sigor,2008-11-25,2008.000000000000000,"0","0","0",-0.919180600000000,35.299469899999998,Kenya,Chepalungu,Bomet,KE36,KE360195
"209",Bomet,,,2015-11-27,2015.000000000000000,"13","0","0",-0.744093700000000,35.427532399999997,Kenya,Bomet East,Bomet,KE36,KE360196
"383",Nandi,,,2015-12-18,2015.000000000000000,"12","10","0",-0.668532600000000,35.295953400000009,Kenya,Bomet Central,Bomet,KE36,KE360197
"414",Kericho,Konoin,,2012-05-15,2012.000000000000000,"23","0","0",-0.628556900000000,35.324529400000003,Kenya,Konoin,Bomet,KE36,KE360198
"639",Kakamega,Lugari,Lugari,2012-06-11,2012.000000000000000,"0","0","0",0.651200500000000,34.876322500000001,Kenya,Lugari,Kakamega,KE37,KE370199
"693",Uasin Gishu,Soy,Soy,2014-03-07,2014.000000000000000,"47","42","0",0.678380800000000,35.144129700000001,Kenya,Likuyani,Kakamega,KE37,KE370200
"546",Kakamega,,,2007-08-10,2007.000000000000000,"41","292","0",0.418191700000000,34.939769300000002,Kenya,Malava,Kakamega,KE37,KE370201
"314",Siaya,,,2017-05-12,2017.000000000000000,"12","100","0",0.282790800000000,34.751864900000001,Kenya,Lurambi,Kakamega,KE37,KE370202
"399",Kisumu,,,2015-11-17,2015.000000000000000,"12","176","0",0.282790800000000,34.751864900000001,Kenya,Lurambi,Kakamega,KE37,KE370202
"433",Kakamega,,,2019-03-05,2019.000000000000000,"12","89","0",0.282790800000000,34.751864900000001,Kenya,Lurambi,Kakamega,KE37,KE370202
"449",Kakamega,Navakholo,,2018-05-26,2018.000000000000000,"21","0","0",0.416872400000000,34.665182100000003,Kenya,Navakholo,Kakamega,KE37,KE370203
"48",Kakamega,Mumias East,,2018-03-20,2018.000000000000000,"13","0","0",0.333190500000000,34.487684899999998,Kenya,Mumias West,Kakamega,KE37,KE370204
"354",Kakamega,,,2015-11-13,2015.000000000000000,"12","76","0",0.333190500000000,34.487684899999998,Kenya,Mumias West,Kakamega,KE37,KE370204
"409",Kakamega,,,2014-03-28,2014.000000000000000,"13","96","0",0.333190500000000,34.487684899999998,Kenya,Mumias West,Kakamega,KE37,KE370204
"620",Kakamega,,,2011-12-12,2011.000000000000000,"0","0","0",0.333190500000000,34.487684899999998,Kenya,Mumias West,Kakamega,KE37,KE370204
"754",Kakamega,,,2006-05-17,2006.000000000000000,"0","0","7",0.333190500000000,34.487684899999998,Kenya,Mumias West,Kakamega,KE37,KE370204
"158",Kakamega,,Khalaba,2018-05-13,2018.000000000000000,"12","0","0",0.412105400000000,34.564357600000001,Kenya,Matungu,Kakamega,KE37,KE370206
"678",Busia,Butere,,2013-05-31,2013.000000000000000,"0","0","17",0.219654400000000,34.493275799999999,Kenya,Butere,Kakamega,KE37,KE370207
"766",Kakamega,,,,,"0","0","7",0.145750800000000,34.584940300000007,Kenya,Khwisero,Kakamega,KE37,KE370208
"290",Vihiga,,,2017-05-02,2017.000000000000000,"12","0","0",0.081625600000000,34.723062499999997,Kenya,Vihiga,Vihiga,KE38,KE380211
"14",Migori,Luanda,,2015-04-27,2015.000000000000000,"12","0","0",0.024001800000000,34.587443700000001,Kenya,Luanda,Vihiga,KE38,KE380214
"47",Kisumu,,,2018-03-27,2018.000000000000000,"13","0","0",0.053201200000000,34.600316900000003,Kenya,Emuhaya,Vihiga,KE38,KE380215
"81",Bungoma,,,2015-11-19,2015.000000000000000,"12","0","0",0.829551500000000,34.649580700000001,Kenya,Mt. Elgon,Bungoma,KE39,KE390216
"27",Bungoma,Sirisia,,2016-04-11,2016.000000000000000,"12","100","0",0.755447900000000,34.505735999999999,Kenya,Sirisia,Bungoma,KE39,KE390217
"604",Bungoma,,,2010-04-21,2010.000000000000000,"40","0","0",0.681181700000000,34.421222700000001,Kenya,Sirisia,Bungoma,KE39,KE390217
"605",Bungoma,,,2010-04-03,2010.000000000000000,"0","270","0",0.735824900000000,34.577699299999999,Kenya,Kabuchai,Bungoma,KE39,KE390218
"61",Bungoma,Bumula,Bumula,2016-05-08,2016.000000000000000,"12","89","0",0.550911900000000,34.453122100000002,Kenya,Bumula,Bungoma,KE39,KE390219
"163",Bungoma,Bumula,Bumula,2018-03-19,2018.000000000000000,"12","0","0",0.550911900000000,34.453122100000002,Kenya,Bumula,Bungoma,KE39,KE390219
"421",Bungoma,,,2012-05-16,2012.000000000000000,"24","0","0",0.565223900000000,34.390213799999998,Kenya,Bumula,Bungoma,KE39,KE390219
"29",Bungoma,,,2016-04-13,2016.000000000000000,"13","0","0",0.580448200000000,34.630862499999999,Kenya,Kanduyi,Bungoma,KE39,KE390220
"343",Bungoma,,,2015-12-14,2015.000000000000000,"12","14","0",0.569507500000000,34.558369700000000,Kenya,Kanduyi,Bungoma,KE39,KE390220
"788",Bungoma,,,2012-06-11,2012.000000000000000,"43","0","0",0.569507500000000,34.558369700000000,Kenya,Kanduyi,Bungoma,KE39,KE390220
"790",Bungoma,,,2012-06-11,2012.000000000000000,"0","0","0",0.569507500000000,34.558369700000000,Kenya,Kanduyi,Bungoma,KE39,KE390220
"323",Trans Nzoia,,Misikhu,2015-11-27,2015.000000000000000,"13","100","0",0.718638100000000,34.754587299999997,Kenya,Webuye East,Bungoma,KE39,KE390221
"470",Bungoma,,,2018-03-21,2018.000000000000000,"12","42","0",0.789514000000000,34.928564999999999,Kenya,Tongaren,Bungoma,KE39,KE390224
"166",Busia,Teso North,,2018-03-17,2018.000000000000000,"12","0","0",0.620335600000000,34.344490999999998,Kenya,Teso North,Busia,KE40,KE400225
"732",Busia,,,2006-11-14,2006.000000000000000,"48","0","10",0.434997800000000,34.247435799999998,Kenya,Nambale,Busia,KE40,KE400227
"138",Busia,Matayos,,2018-03-22,2018.000000000000000,"13","0","0",0.361807000000000,34.168508699999997,Kenya,Matayos,Busia,KE40,KE400228
"154",Busia,,,2018-04-28,2018.000000000000000,"12","20","0",0.460667300000000,34.111427200000008,Kenya,Matayos,Busia,KE40,KE400228
"218",Busia,,,2015-12-06,2015.000000000000000,"12","124","0",0.389515000000000,34.188466300000002,Kenya,Matayos,Busia,KE40,KE400228
"339",Bungoma,,,2015-12-14,2015.000000000000000,"12","14","0",0.460667300000000,34.111427200000008,Kenya,Matayos,Busia,KE40,KE400228
"344",Kwale,,,2015-12-11,2015.000000000000000,"12","0","0",0.460667300000000,34.111427200000008,Kenya,Matayos,Busia,KE40,KE400228
"467",Narok,,,2016-04-19,2016.000000000000000,"12","0","0",0.442487900000000,34.208147699999998,Kenya,Matayos,Busia,KE40,KE400228
"547",Busia,,,2007-04-21,2007.000000000000000,"29","262","0",0.460667300000000,34.111427200000008,Kenya,Matayos,Busia,KE40,KE400228
"616",Busia,,,2011-12-12,2011.000000000000000,"0","0","0",0.460667300000000,34.111427200000008,Kenya,Matayos,Busia,KE40,KE400228
"677",Busia,,,2013-05-31,2013.000000000000000,"0","0","32",0.460667300000000,34.111427200000008,Kenya,Matayos,Busia,KE40,KE400228
"50",Busia,,,2015-11-22,2015.000000000000000,"14","0","0",0.096132900000000,33.978120500000003,Kenya,Budalangi,Busia,KE40,KE400231
"210",Busia,Budalangi,,2015-11-27,2015.000000000000000,"12","0","0",0.079678700000000,34.043042600000000,Kenya,Budalangi,Busia,KE40,KE400231
"264",Busia,Budalangi,,2016-05-13,2016.000000000000000,"23","0","0",0.079678700000000,34.043042600000000,Kenya,Budalangi,Busia,KE40,KE400231
"539",Busia,Budalangi,,2008-11-10,2008.000000000000000,"39","271","0",0.079678700000000,34.043042600000000,Kenya,Budalangi,Busia,KE40,KE400231
"545",Busia,Budalangi,,2007-08-15,2007.000000000000000,"35","280","0",0.079678700000000,34.043042600000000,Kenya,Budalangi,Busia,KE40,KE400231
"659",Busia,Budalangi,,2012-12-20,2012.000000000000000,"0","0","35",0.079678700000000,34.043042600000000,Kenya,Budalangi,Busia,KE40,KE400231
"735",Busia,,,2008-11-25,2008.000000000000000,"0","0","19",0.079678700000000,34.043042600000000,Kenya,Budalangi,Busia,KE40,KE400231
"742",Busia,,,2002-05-13,2002.000000000000000,"40","0","0",0.079678700000000,34.043042600000000,Kenya,Budalangi,Busia,KE40,KE400231
"756",Busia,,,2006-05-18,2006.000000000000000,"0","0","0",0.079678700000000,34.043042600000000,Kenya,Budalangi,Busia,KE40,KE400231
"767",Busia,Budalangi,,,,"0","0","0",0.079678700000000,34.043042600000000,Kenya,Budalangi,Busia,KE40,KE400231
"768",Siaya,,West Ugenya,,,"0","0","0",0.163344500000000,34.151767499999998,Kenya,Ugenya,Siaya,KE41,KE410232
"70",Siaya,,,2018-05-15,2018.000000000000000,"12","0","0",0.022436400000000,34.171884400000003,Kenya,Alego Usonga,Siaya,KE41,KE410234
"617",Siaya,,,2011-12-12,2011.000000000000000,"0","0","0",0.062653600000000,34.287805700000000,Kenya,Alego Usonga,Siaya,KE41,KE410234
"683",Siaya,,,2013-05-31,2013.000000000000000,"0","0","33",0.062653600000000,34.287805700000000,Kenya,Alego Usonga,Siaya,KE41,KE410234
"736",Siaya,,Usonga,2008-11-25,2008.000000000000000,"0","0","5",0.083475700000000,34.097528500000003,Kenya,Alego Usonga,Siaya,KE41,KE410234
"422",Siaya,Bondo,,2015-04-04,2015.000000000000000,"25","0","0",-0.100473400000000,34.275785100000000,Kenya,Bondo,Siaya,KE41,KE410236
"53",Kisumu,,,2018-05-30,2018.000000000000000,"13","0","0",-0.116236000000000,34.783655000000003,Kenya,Kisumu East,Kisumu,KE42,KE420238
"141",Kisumu,,,2019-02-24,2019.000000000000000,"12","0","0",-0.095409100000000,34.784137899999998,Kenya,Kisumu East,Kisumu,KE42,KE420238
"143",Kisumu,,,2018-04-06,2018.000000000000000,"12","0","0",-0.116236000000000,34.783655000000003,Kenya,Kisumu East,Kisumu,KE42,KE420238
"177",Kisumu,,,2013-02-01,2013.000000000000000,"12","0","0",-0.116236000000000,34.783655000000003,Kenya,Kisumu East,Kisumu,KE42,KE420238
"178",Kisumu,,,2013-02-02,2013.000000000000000,"12","0","0",-0.116236000000000,34.783655000000003,Kenya,Kisumu East,Kisumu,KE42,KE420238
"412",Kisumu,,,2014-04-04,2014.000000000000000,"12","0","0",-0.116236000000000,34.783655000000003,Kenya,Kisumu East,Kisumu,KE42,KE420238
"471",Kisumu,,,2018-03-29,2018.000000000000000,"12","133","0",-0.088104000000000,34.846407599999999,Kenya,Kisumu East,Kisumu,KE42,KE420238
