district,station,nb_event,quantile,pod,far,pofd,csi
ansongo,F0007,4,Q50_pred,0.0,1.0,0.7142857142857143,0.0
ansongo,G0976,4,Q50_pred,0.0,1.0,0.6923076923076923,0.0
ansongo,F0007,4,Q80_pred,0.0,1.0,0.42857142857142855,0.0
ansongo,G0976,4,Q80_pred,0.0,1.0,0.42857142857142855,0.0
ansongo,F0007,4,Q90_pred,0.0,1.0,0.3333333333333333,0.0
ansongo,G0976,4,Q90_pred,0.0,1.0,0.3333333333333333,0.0
bafoulabe,F0013,16,Q50_pred,0.13333333333333333,0.8181818181818182,0.375,0.08333333333333333
bafoulabe,G1003,16,Q50_pred,0.26666666666666666,0.6666666666666666,0.34782608695652173,0.17391304347826086
bafoulabe,G1011,16,Q50_pred,0.1875,0.7,0.30434782608695654,0.13043478260869565
bafoulabe,F0013,16,Q80_pred,0.0625,0.75,0.15789473684210525,0.05263157894736842
bafoulabe,G1003,16,Q80_pred,0.0625,0.75,0.15789473684210525,0.05263157894736842
bafoulabe,G1011,16,Q80_pred,0.0625,0.75,0.15789473684210525,0.05263157894736842
bafoulabe,F0013,16,Q90_pred,0.0625,0.5,0.058823529411764705,0.058823529411764705
bafoulabe,G1003,16,Q90_pred,0.0625,0.5,0.058823529411764705,0.058823529411764705
bafoulabe,G1011,16,Q90_pred,0.0625,0.5,0.058823529411764705,0.058823529411764705
bamako,F0002,30,Q50_pred,0.03333333333333333,0.9,0.23076923076923078,0.02564102564102564
bamako,F0003,30,Q50_pred,0.03333333333333333,0.9,0.23076923076923078,0.02564102564102564
bamako,F0002,30,Q80_pred,0.03333333333333333,0.6666666666666666,0.0625,0.03125
bamako,F0003,30,Q80_pred,0.03333333333333333,0.6666666666666666,0.0625,0.03125
bamako,F0002,30,Q90_pred,0.03333333333333333,0.0,0.0,0.03333333333333333
bamako,F0003,30,Q90_pred,0.03333333333333333,0.0,0.0,0.03333333333333333
banamba,,8,,,,,
bandiagara,,4,,,,,
bankass,,2,,,,,
baraoueli,F0004,14,Q50_pred,0.0,1.0,0.391304347826087,0.0
baraoueli,F0009,14,Q50_pred,0.0,1.0,0.4166666666666667,0.0
baraoueli,F0004,14,Q80_pred,0.0,1.0,0.17647058823529413,0.0
baraoueli,F0009,14,Q80_pred,0.0,1.0,0.2222222222222222,0.0
baraoueli,F0004,14,Q90_pred,0.0,1.0,0.06666666666666667,0.0
baraoueli,F0009,14,Q90_pred,0.0,1.0,0.125,0.0
bla,F0009,15,Q50_pred,0.06666666666666667,0.9,0.375,0.041666666666666664
bla,F0009,15,Q80_pred,0.06666666666666667,0.75,0.16666666666666666,0.05555555555555555
bla,F0009,15,Q90_pred,0.06666666666666667,0.5,0.0625,0.0625
bougouni,F0010,4,Q50_pred,0.25,0.9,0.6923076923076923,0.07692307692307693
bougouni,F0010,4,Q80_pred,0.0,1.0,0.5,0.0
bougouni,F0010,4,Q90_pred,0.0,1.0,0.3333333333333333,0.0
bourem,F0006,3,Q50_pred,0.0,1.0,0.75,0.0
bourem,G4782,3,Q50_pred,0.0,1.0,0.75,0.0
bourem,G4829,3,Q50_pred,0.0,1.0,0.75,0.0
bourem,F0006,3,Q80_pred,0.0,1.0,0.5,0.0
bourem,G4782,3,Q80_pred,0.0,1.0,0.5714285714285714,0.0
bourem,G4829,3,Q80_pred,0.0,1.0,0.5,0.0
bourem,F0006,3,Q90_pred,0.0,1.0,0.4,0.0
bourem,G4782,3,Q90_pred,0.0,1.0,0.4,0.0
bourem,G4829,3,Q90_pred,0.0,1.0,0.4,0.0
diema,G1014,3,Q50_pred,0.0,1.0,0.8333333333333334,0.0
diema,G1014,3,Q80_pred,0.0,1.0,0.5714285714285714,0.0
diema,G1014,3,Q90_pred,0.0,1.0,0.4,0.0
dioila,F0011,8,Q50_pred,0.125,0.9,0.5294117647058824,0.058823529411764705
dioila,G1029,8,Q50_pred,0.0,1.0,0.5555555555555556,0.0
dioila,G4930,8,Q50_pred,0.14285714285714285,0.9,0.5625,0.0625
dioila,F0011,8,Q80_pred,0.0,1.0,0.3333333333333333,0.0
dioila,G1029,8,Q80_pred,0.0,1.0,0.3333333333333333,0.0
dioila,G4930,8,Q80_pred,0.0,1.0,0.3333333333333333,0.0
dioila,F0011,8,Q90_pred,0.0,1.0,0.2,0.0
dioila,G1029,8,Q90_pred,0.0,1.0,0.2,0.0
dioila,G4930,8,Q90_pred,0.0,1.0,0.2,0.0
dire,F0006,2,Q50_pred,0.0,1.0,0.8181818181818182,0.0
dire,F0006,2,Q80_pred,0.0,1.0,0.6,0.0
dire,F0006,2,Q90_pred,0.0,1.0,0.5,0.0
djenne,F0008,6,Q50_pred,0.0,1.0,0.625,0.0
djenne,G1000,6,Q50_pred,0.0,1.0,0.6,0.0
djenne,F0008,6,Q80_pred,0.0,1.0,0.4,0.0
djenne,G1000,6,Q80_pred,0.0,1.0,0.3333333333333333,0.0
djenne,F0008,6,Q90_pred,0.0,1.0,0.25,0.0
djenne,G1000,6,Q90_pred,0.0,1.0,0.14285714285714285,0.0
douentza,,11,,,,,
gao,F0007,7,Q50_pred,0.0,1.0,0.5882352941176471,0.0
gao,F0007,7,Q80_pred,0.0,1.0,0.3,0.0
gao,F0007,7,Q90_pred,0.0,1.0,0.2222222222222222,0.0
goundam,F0006,6,Q50_pred,0.0,1.0,0.6,0.0
goundam,G4842,6,Q50_pred,0.0,1.0,0.6,0.0
goundam,F0006,6,Q80_pred,0.0,1.0,0.3333333333333333,0.0
goundam,G4842,6,Q80_pred,0.0,1.0,0.3333333333333333,0.0
goundam,F0006,6,Q90_pred,0.0,1.0,0.25,0.0
goundam,G4842,6,Q90_pred,0.0,1.0,0.3333333333333333,0.0
gourma-rharous,F0006,5,Q50_pred,0.0,1.0,0.6923076923076923,0.0
gourma-rharous,G4829,5,Q50_pred,0.0,1.0,0.6923076923076923,0.0
gourma-rharous,F0006,5,Q80_pred,0.0,1.0,0.42857142857142855,0.0
gourma-rharous,G4829,5,Q80_pred,0.0,1.0,0.42857142857142855,0.0
gourma-rharous,F0006,5,Q90_pred,0.0,1.0,0.3333333333333333,0.0
gourma-rharous,G4829,5,Q90_pred,0.0,1.0,0.3333333333333333,0.0
kadiolo,F0011,2,Q50_pred,0.5,0.9,0.8181818181818182,0.09090909090909091
kadiolo,F0011,2,Q80_pred,0.0,1.0,0.6666666666666666,0.0
kadiolo,F0011,2,Q90_pred,0.0,1.0,0.5,0.0
kangaba,F0002,6,Q50_pred,0.16666666666666666,0.9,0.6,0.06666666666666667
kangaba,G1041,6,Q50_pred,0.16666666666666666,0.8888888888888888,0.5714285714285714,0.07142857142857142
kangaba,F0002,6,Q80_pred,0.16666666666666666,0.6666666666666666,0.25,0.125
kangaba,G1041,6,Q80_pred,0.16666666666666666,0.6666666666666666,0.25,0.125
kangaba,F0002,6,Q90_pred,0.16666666666666666,0.0,0.0,0.16666666666666666
kangaba,G1041,6,Q90_pred,0.16666666666666666,0.0,0.0,0.16666666666666666
kati,F0002,13,Q50_pred,0.07692307692307693,0.9,0.4090909090909091,0.045454545454545456
kati,F0003,13,Q50_pred,0.07692307692307693,0.9,0.4090909090909091,0.045454545454545456
