wkt,name,highway,waterways,depth,vulnerability,fid
"MULTILINESTRING ((41.836714 9.6155715, 41.8366615 9.6155773, 41.8362833 9.6157878, 41.835894 9.6160456, 41.8357658 9.6161044, 41.8356746 9.6161811, 41.8355025 9.6163447, 41.8352732 9.6166658, 41.8352383 9.6167007, 41.834993 9.6170577, 41.8347713 9.6174498, 41.8345859 9.6178546, 41.8343983 9.6182417, 41.8342523 9.6185431))",,residential,,0,no risk,1110
"MULTILINESTRING ((41.8362529 9.6122676, 41.8374932 9.6118526))",,service,,0,no risk,1111
"MULTILINESTRING ((41.8358631 9.6124042, 41.8361197 9.6130653, 41.836309 9.6136231, 41.8363278 9.6136555, 41.8363579 9.6136833, 41.8364002 9.6136998, 41.8368173 9.6138063))",,residential,,0,no risk,1112
"MULTILINESTRING ((41.8370444 9.6138768, 41.8369581 9.6142651, 41.8369192 9.614396, 41.8369018 9.614515, 41.8369018 9.614634, 41.8369862 9.6151418, 41.8370426 9.6154234, 41.8372545 9.6157182))",,residential,,0,no risk,1113
"MULTILINESTRING ((41.8324614 9.6110797, 41.8323821 9.6110019, 41.8319987 9.6106255, 41.831994 9.6106113, 41.8319957 9.6105816))",,residential,,0,no risk,1114
"MULTILINESTRING ((41.833085 9.6172666, 41.8331131 9.6172772, 41.8331681 9.6172838, 41.8336402 9.6173341, 41.8342364 9.6173958))",,residential,,0,no risk,1115
"MULTILINESTRING ((41.8376462 9.6159932, 41.8376364 9.6161094, 41.8376269 9.6165088, 41.8376379 9.6166392, 41.8376313 9.6167587))",,service,,0,no risk,1116
"MULTILINESTRING ((41.8186745 9.6082831, 41.8192917 9.6083177))",,residential,,0,no risk,1117
"MULTILINESTRING ((41.8240182 9.6096488, 41.8238778 9.6088735, 41.8238186 9.6086388, 41.8237271 9.6083181))",,residential,,0,no risk,1118
"MULTILINESTRING ((41.8199687 9.603125, 41.8201117 9.603213, 41.8201996 9.6032756, 41.820295 9.6033727, 41.8204471 9.6035605))",,residential,,0,no risk,1119
"MULTILINESTRING ((41.8189663 9.608624, 41.8189589 9.6090793))",,residential,,0,no risk,1120
"MULTILINESTRING ((41.8336722 9.6082384, 41.8334959 9.607838))",,residential,,0,no risk,1121
"MULTILINESTRING ((41.8334959 9.607838, 41.8334323 9.6079234, 41.8333592 9.6079823, 41.8331983 9.6080676, 41.8330488 9.6081396, 41.8327551 9.6082772, 41.8323427 9.6084167))",,residential,,0,no risk,1122
"MULTILINESTRING ((41.8320123 9.6002556, 41.8328761 9.5999457))",,residential,,0,no risk,1123
"MULTILINESTRING ((41.8316741 9.6020511, 41.8316996 9.6020088, 41.8317626 9.6019638, 41.8318525 9.6019347, 41.8319222 9.6019175, 41.8319799 9.6019136, 41.8320134 9.6019228))",,residential,,0,no risk,1124
"MULTILINESTRING ((41.8322602 9.6022299, 41.8322786 9.6022293, 41.8323021 9.6022213, 41.8325596 9.6021334, 41.8329364 9.6020137, 41.8335019 9.601788))",,residential,,0,no risk,1125
"MULTILINESTRING ((41.8338186 9.6211051, 41.8339473 9.6211131, 41.834399 9.6210122))",,residential,,0,no risk,1126
"MULTILINESTRING ((41.8789595 9.5320586, 41.8789053 9.5318891, 41.8788499 9.5314918, 41.8788036 9.5314033, 41.8787416 9.5313876, 41.8786227 9.5314085, 41.878381 9.5314241, 41.8782132 9.5314462, 41.8780851 9.5314853, 41.8779491 9.531557, 41.8778342 9.5315921, 41.8777192 9.5315973))",,track,,0,no risk,1127
"MULTILINESTRING ((41.9808424 9.4800041, 41.9804632 9.4800753, 41.9802433 9.4801177, 41.9801843 9.4801071, 41.9799322 9.4797261, 41.9797175 9.4794864, 41.9794279 9.4791176))",,unclassified,,0,no risk,1128
"MULTILINESTRING ((41.8693806 9.6062265, 41.8689944 9.6061846, 41.8682 9.6060584))",,residential,,0,no risk,1129
"MULTILINESTRING ((41.8807894 9.5933892, 41.8808162 9.5933158))",,residential,,0,no risk,1130
"MULTILINESTRING ((41.880548 9.59233, 41.8810933 9.5925144, 41.8815981 9.5926843, 41.8816085 9.5926893, 41.8816209 9.5926989))",,residential,,0,no risk,1131
"MULTILINESTRING ((41.8812977 9.593567, 41.8813299 9.5934863))",,residential,,0,no risk,1132
"MULTILINESTRING ((41.8512222 9.6094586, 41.8510316 9.6096675, 41.8509257 9.609778, 41.8508761 9.6098328, 41.8508653 9.6098613, 41.850864 9.6099128, 41.850868 9.6099889))",,residential,,0,no risk,1133
"MULTILINESTRING ((41.8576634 9.6122672, 41.8576614 9.6122533, 41.8576614 9.6122427, 41.8576701 9.612211, 41.8576922 9.6121766, 41.8577123 9.6121448, 41.8577311 9.6121277))",,service,,0,no risk,1134
"MULTILINESTRING ((41.8528472 9.6111171, 41.8526071 9.6114024))",,residential,,0,no risk,1135
"MULTILINESTRING ((41.850542 9.5883348, 41.850636 9.5884455, 41.8506749 9.5884627, 41.8507017 9.588468, 41.8507433 9.5884693, 41.8509015 9.5884667, 41.8512127 9.588386))",,residential,,0,no risk,1136
"MULTILINESTRING ((41.870655 9.5804554, 41.8708294 9.5803996, 41.8709403 9.5803761, 41.8710321 9.5803653, 41.8711065 9.5803707, 41.8711661 9.5803885))",,residential,,0,no risk,1137
"MULTILINESTRING ((41.8700676 9.5812021, 41.8701273 9.5812272, 41.8701579 9.581233, 41.8701818 9.5812249, 41.8702371 9.5811909, 41.8703806 9.5810734, 41.8706583 9.5808523, 41.8706707 9.5808061, 41.8706926 9.5807255))",,residential,,0,no risk,1138
"MULTILINESTRING ((41.8747537 9.5814576, 41.8747924 9.5813056, 41.8747309 9.5809211, 41.8747176 9.5808794, 41.8747035 9.5806726, 41.8747266 9.5803901, 41.8747002 9.5800623, 41.8746465 9.5797276))",,residential,,0,no risk,1139
"MULTILINESTRING ((41.8708494 9.5807472, 41.87092 9.580833, 41.8709482 9.5808623, 41.8714272 9.5811584, 41.8715938 9.5812628, 41.8716165 9.5812663, 41.871653 9.581262))",,residential,,0,no risk,1140
"MULTILINESTRING ((41.8725906 9.5891512, 41.8725573 9.5891351, 41.8725334 9.5891277, 41.8725087 9.5891239, 41.8724734 9.5891243, 41.8724338 9.5891316, 41.8723895 9.5891447, 41.8723456 9.5891521, 41.8722908 9.5891567, 41.8722449 9.5891552, 41.8719901 9.589154, 41.8718733 9.5891502))",,residential,,0,no risk,1141
"MULTILINESTRING ((41.8756134 9.591602, 41.8756171 9.5911887, 41.8756327 9.5908163, 41.875639 9.5904977, 41.8756377 9.5901213, 41.875642 9.5898511, 41.8756505 9.5895882, 41.8756618 9.5892421))",,residential,,0,no risk,1142
"MULTILINESTRING ((41.8685692 9.5812415, 41.8686562 9.5813373, 41.8687 9.5813761, 41.8687831 9.5814308, 41.8688185 9.5814537, 41.8688388 9.5814885, 41.868859 9.5815372, 41.8688882 9.5815862, 41.8689363 9.581625, 41.8689991 9.5816725, 41.8690501 9.5816825, 41.8691026 9.5816811, 41.8691624 9.5816451, 41.8692091 9.5816293, 41.8692777 9.5816423, 41.8693462 9.5816638, 41.8693936 9.5816963))",,residential,,0,no risk,1143
"MULTILINESTRING ((41.8635423 9.5816371, 41.86352 9.581394, 41.8634984 9.5813014, 41.8634668 9.581168, 41.8633959 9.5808627))",,residential,,0,no risk,1144
"MULTILINESTRING ((41.8694502 9.5804971, 41.8694119 9.5808094, 41.8694002 9.5809576, 41.8694031 9.5810928, 41.8694358 9.5811806))",,residential,,0,no risk,1145
"MULTILINESTRING ((41.8671577 9.5892826, 41.8673254 9.589229, 41.8674012 9.5892085, 41.8674427 9.5892092, 41.8674729 9.5892171, 41.8674843 9.5892231))",,residential,,0,no risk,1146
"MULTILINESTRING ((41.8644521 9.5870729, 41.8642871 9.5866775))",,residential,,0,no risk,1147
"MULTILINESTRING ((41.8756007 9.5988506, 41.8751336 9.5986977, 41.8751192 9.5986974, 41.8751031 9.5986954, 41.8750884 9.5986964, 41.875077 9.5987007))",,residential,,0,no risk,1148
"MULTILINESTRING ((41.8704857 9.5936133, 41.8706278 9.5934652, 41.8706547 9.5934242, 41.8706614 9.5933634, 41.8706835 9.593178))",,residential,,0,no risk,1149
"MULTILINESTRING ((41.8729869 9.5938976, 41.8726445 9.5943096, 41.8724392 9.5945776, 41.8721071 9.595011, 41.8718817 9.5952734, 41.8715718 9.5955978, 41.8713742 9.5957478, 41.8710546 9.59599, 41.8707338 9.59625, 41.8704186 9.5965079, 41.8699448 9.5968383, 41.8694814 9.597185))",,residential,,0,no risk,1150
"MULTILINESTRING ((41.8743576 9.6080621, 41.8744723 9.6081902))",,residential,,0,no risk,1151
"MULTILINESTRING ((41.8699759 9.6043982, 41.869988 9.6039197))",,residential,,0,no risk,1152
"MULTILINESTRING ((41.8719046 9.6044933, 41.8717262 9.6044908))",,residential,,0,no risk,1153
"MULTILINESTRING ((41.8785723 9.6035439, 41.8786892 9.6035638, 41.8787536 9.6035876, 41.8788274 9.603663, 41.8789963 9.60402))",,residential,,0,no risk,1154
"MULTILINESTRING ((41.876419 9.6085613, 41.8761646 9.6088169, 41.8756999 9.6092021))",,residential,,0,no risk,1155
"MULTILINESTRING ((41.8787437 9.6018248, 41.8787643 9.6017523, 41.8787643 9.6016861, 41.8787576 9.6016675, 41.8787442 9.6016531, 41.8786852 9.6016451, 41.878649 9.6016326, 41.8786262 9.6016147, 41.8786128 9.6015883, 41.8786222 9.6014891, 41.8786385 9.6014312))",,residential,,0,no risk,1156
"MULTILINESTRING ((41.8744916 9.6097799, 41.8742435 9.6094309, 41.8741469 9.6092643, 41.8740544 9.6091082))",,residential,,0,no risk,1157
"MULTILINESTRING ((41.8615767 9.5917237, 41.8615633 9.5919127, 41.8615419 9.5921534))",,residential,,0,no risk,1158
"MULTILINESTRING ((41.8615767 9.5917237, 41.8614198 9.5916126, 41.8613085 9.5915094, 41.8612428 9.5914142, 41.8611892 9.591286, 41.8611932 9.5911458))",,residential,,0,no risk,1159
"MULTILINESTRING ((41.8680409 9.5916073, 41.8681267 9.5918592))",,residential,,0,no risk,1160
"MULTILINESTRING ((41.8671137 9.5984381, 41.8674521 9.5979354, 41.8675346 9.5978137, 41.8675721 9.5977694, 41.8676526 9.5977119, 41.8677789 9.5976421))",,residential,,0,no risk,1161
"MULTILINESTRING ((41.8534 9.5923636, 41.8533141 9.5923168))",,unclassified,,0,no risk,1162
"MULTILINESTRING ((41.8532968 9.5934943, 41.853607 9.5934125, 41.854087 9.5932778, 41.8546446 9.5931341, 41.8547516 9.5931215, 41.8554356 9.5930918))",,residential,,0,no risk,1163
"MULTILINESTRING ((41.8520444 9.5947642, 41.8519315 9.59473, 41.8518745 9.5947175, 41.8517947 9.5947108, 41.8517149 9.5947135, 41.8516794 9.5947181, 41.8516358 9.5947241, 41.85156 9.5947141, 41.8514816 9.5946903, 41.851275 9.5946414, 41.8512254 9.5946308, 41.8511932 9.5946117, 41.8511584 9.5945674, 41.8510289 9.5944246, 41.8509787 9.5944001, 41.8509243 9.5943935, 41.8508801 9.5943968, 41.8508238 9.5944173))",,service,,0,no risk,1164
"MULTILINESTRING ((41.8538667 9.5910797, 41.8540387 9.5910398, 41.8548192 9.590859, 41.8549829 9.590817, 41.8552008 9.590762, 41.8555278 9.5906852))",,residential,,0,no risk,1165
"MULTILINESTRING ((41.8577412 9.6027876, 41.8579937 9.6026453))",,residential,,0,no risk,1166
"MULTILINESTRING ((41.8543823 9.5960463, 41.8555697 9.5960239))",,service,,0,no risk,1167
"MULTILINESTRING ((41.8574626 9.5957059, 41.8574951 9.5957813, 41.857485 9.5958203, 41.8574703 9.5958481, 41.8573596 9.5959714, 41.8572155 9.596098, 41.8570425 9.596217, 41.8568976 9.5962772))",,residential,,0,no risk,1168
"MULTILINESTRING ((41.8561949 9.6045926, 41.8561842 9.6048174, 41.8561748 9.6048689, 41.8561439 9.6048994, 41.8560822 9.6049364, 41.8560675 9.6049549, 41.8560608 9.6049959, 41.8560635 9.6050541, 41.8560755 9.6051202, 41.856101 9.6051598))",,service,,0,no risk,1169
"MULTILINESTRING ((41.8581824 9.6030084, 41.8584748 9.602818, 41.8587363 9.6026303, 41.8590895 9.6023848, 41.8594041 9.6021754))",,residential,,0,no risk,1170
"MULTILINESTRING ((41.8576714 9.603388, 41.8581824 9.6030084))",,residential,,0,no risk,1171
"MULTILINESTRING ((41.8513045 9.6084907, 41.851448 9.6084312, 41.851491 9.608418, 41.8515138 9.6084206))",,residential,,0,no risk,1172
"MULTILINESTRING ((41.8548112 9.606671, 41.8551032 9.6071843))",,service,,0,no risk,1173
"MULTILINESTRING ((41.8505783 9.6047089, 41.8506082 9.6049753, 41.8506306 9.6051486, 41.85064 9.6053198, 41.8506273 9.6053608))",,residential,,0,no risk,1174
"MULTILINESTRING ((41.8698071 9.5790103, 41.8702187 9.5791386, 41.8702832 9.5791419, 41.8703322 9.5791326, 41.8706108 9.5789973, 41.870992 9.5787869))",,residential,,0,no risk,1175
"MULTILINESTRING ((41.8540805 9.5816961, 41.853573 9.5818601, 41.8534993 9.581901, 41.8534456 9.5819632, 41.8534288 9.5820713, 41.8534181 9.5829842, 41.8534337 9.5836903, 41.853459 9.5843502, 41.853462 9.58492))",,residential,,0,no risk,1176
"MULTILINESTRING ((41.7685496 9.4726715, 41.7683458 9.4724916, 41.7673909 9.4727773, 41.7663824 9.4730313, 41.7650949 9.474153, 41.7644512 9.4748515, 41.7628312 9.4757404, 41.7621767 9.4761637, 41.761254 9.4763436, 41.7603313 9.4770526, 41.7599022 9.4774124, 41.7594623 9.4781003, 41.759237 9.4785976, 41.7590439 9.4793807, 41.759119 9.480058, 41.7593657 9.4805342, 41.7596983 9.481148, 41.7595803 9.481984, 41.7593121 9.4822274, 41.7588615 9.4829152, 41.7589473 9.483783, 41.759237 9.4840475))",,unclassified,,0,no risk,1177
"MULTILINESTRING ((41.8047701 9.4668511, 41.8040856 9.4667411, 41.8036779 9.4668575, 41.8031844 9.4667411, 41.802766 9.4666988, 41.8019077 9.4663919, 41.8017897 9.467175, 41.8020686 9.46781, 41.8018219 9.4680111, 41.8014678 9.4681592, 41.8012103 9.4685613, 41.8011245 9.4689317, 41.8009421 9.4688365, 41.8008133 9.4684661, 41.8004807 9.4680216, 41.8002662 9.467429, 41.798807 9.4681698, 41.7983028 9.4685825, 41.7975265 9.4689619, 41.7971119 9.4691646, 41.7963931 9.469609, 41.7960283 9.4704662, 41.7955884 9.4706144, 41.7951271 9.4708049, 41.7947837 9.4710906, 41.7944726 9.4718102, 41.7940005 9.4727838, 41.7939791 9.4732389, 41.7938074 9.4736092, 41.7933997 9.4739161, 41.7932173 9.4739161, 41.7929598 9.4739161, 41.7924341 9.473969, 41.7912539 9.4742548, 41.791329 9.474731))",,track,,0,no risk,1178
"MULTILINESTRING ((41.8440063 9.6137613, 41.8439841 9.6132734))",,residential,,0,no risk,1179
"MULTILINESTRING ((41.8703983 9.5988815, 41.8707351 9.5987466, 41.8707928 9.5987466, 41.8708196 9.5987612, 41.8710007 9.5990031))",,service,,0,no risk,1180
"MULTILINESTRING ((41.8728326 9.6081006, 41.8725431 9.6080068))",,residential,,0,no risk,1181
"MULTILINESTRING ((41.8058271 9.5873521, 41.8047005 9.5874579, 41.8042875 9.5875002, 41.8040997 9.5873998))",,unclassified,,0,no risk,1182
"MULTILINESTRING ((41.8581473 9.5949775, 41.8581602 9.5950793, 41.8581724 9.5951621, 41.8581739 9.5952178, 41.8581572 9.5952977))",,residential,,0,no risk,1183
"MULTILINESTRING ((41.8664103 9.5987178, 41.8668151 9.5982349))",,residential,,0,no risk,1184
"MULTILINESTRING ((41.8404023 9.677688, 41.8404681 9.676788))",,service,,0,no risk,1185
"MULTILINESTRING ((41.848687 9.6919581, 41.848333 9.6915808, 41.8477397 9.6910054, 41.8472565 9.6905251, 41.846601 9.6898735, 41.8459611 9.6891418, 41.8456915 9.688863, 41.845558 9.6887249, 41.8450317 9.6881804, 41.8446728 9.6877688, 41.8441226 9.6871381, 41.8433906 9.6863458, 41.8429439 9.68585, 41.8426682 9.685544, 41.8422567 9.6850629, 41.8420223 9.6845819, 41.8420497 9.6842322, 41.8421642 9.6839531, 41.8422013 9.6837603, 41.842326 9.6836501))",,residential,,0,no risk,1186
"MULTILINESTRING ((41.8403161 9.6316516, 41.8406763 9.6307029, 41.8407038 9.6306304, 41.8408262 9.6303223, 41.8409291 9.6300632, 41.8409921 9.62989, 41.8410076 9.6298546, 41.8410337 9.6297948, 41.8411048 9.6295674, 41.8411517 9.6294259, 41.8411866 9.629328, 41.8412192 9.6292206))",,residential,,0,no risk,1187
"MULTILINESTRING ((41.7942688 9.4779904, 41.7942151 9.4774507, 41.7940327 9.4771438, 41.7940327 9.4769321, 41.7943546 9.4765723, 41.7944511 9.4761914, 41.7946121 9.474477, 41.7944404 9.4743712, 41.7937645 9.4743183, 41.793507 9.4749215, 41.7924556 9.4769216, 41.7921766 9.4761808, 41.7916509 9.4763184, 41.7910716 9.4766464, 41.7906531 9.4773131, 41.7902991 9.4776094, 41.7902991 9.4781914, 41.7902454 9.4783713, 41.7898095 9.4791566, 41.7897519 9.4792603, 41.7891296 9.4804455, 41.7890331 9.4811862, 41.7891404 9.4812709, 41.7892906 9.4826254, 41.7895802 9.4837048, 41.7899236 9.4838212, 41.7898636 9.4841678, 41.7898485 9.4842551, 41.7896124 9.4847842, 41.7894944 9.4852921, 41.7895373 9.4860117, 41.7895588 9.4864879, 41.7900416 9.4869112, 41.7905244 9.487398))",,track,,0,no risk,1188
"MULTILINESTRING ((41.8260344 9.6214125, 41.8261068 9.6215166, 41.8261508 9.6215798, 41.8262447 9.6217015, 41.8263452 9.6218218, 41.8263741 9.6218727, 41.8263908 9.6219071, 41.8264063 9.6219481, 41.8264163 9.6219831, 41.8264378 9.6220532, 41.8264532 9.6221233, 41.8264706 9.6221867, 41.8265337 9.62235, 41.8266088 9.6226065, 41.8266604 9.6228763, 41.826698 9.623111, 41.8267114 9.6231586, 41.8267375 9.6232161, 41.8268287 9.6233569, 41.8269293 9.6235222, 41.8269843 9.623583, 41.8270272 9.6236213, 41.8270849 9.6236531, 41.8272887 9.6237298, 41.8274027 9.6237721, 41.8277313 9.6239347, 41.8279083 9.6240233, 41.828029 9.6240788, 41.828316 9.6242137, 41.8285453 9.6242798, 41.828717 9.6243274, 41.828941 9.624412, 41.829295 9.6245694, 41.8294101 9.6246137, 41.8295217 9.6246566, 41.8298288 9.6247717, 41.8303867 9.6249409, 41.8305852 9.6250176, 41.8308131 9.6250679, 41.8308775 9.6250837, 41.8309553 9.6251234, 41.8310264 9.6251485, 41.8313456 9.6252609, 41.8317264 9.625364, 41.8318015 9.6253812, 41.8318954 9.6254024, 41.8319799 9.6254262, 41.8324855 9.6255835, 41.8327349 9.6256748, 41.8328449 9.6257144, 41.8329173 9.6257277, 41.8330756 9.6257329, 41.8332942 9.6257329, 41.833486 9.6257263, 41.8335678 9.625721, 41.8336415 9.625688))",,residential,,0,no risk,1189
"MULTILINESTRING ((41.8228868 9.610403, 41.8229046 9.6105297, 41.8229194 9.6106566, 41.8229683 9.6110097, 41.8229757 9.6110302, 41.8230019 9.6110665, 41.823022 9.6111088, 41.8230548 9.6111498, 41.8230884 9.6111882, 41.8230991 9.6112212, 41.82313 9.6114894))",,residential,,0,no risk,1190
"MULTILINESTRING ((41.820846 9.6105363, 41.8207937 9.610892, 41.8207803 9.6110242, 41.8207763 9.6111088))",,residential,,0,no risk,1191
"MULTILINESTRING ((41.8223377 9.6115224, 41.8222985 9.6109832))",,residential,,0,no risk,1192
"MULTILINESTRING ((41.8201139 9.6112106, 41.8199314 9.6112649, 41.8196002 9.6113178, 41.8195666 9.6113164, 41.8195425 9.6113098))",,residential,,0,no risk,1193
"MULTILINESTRING ((41.8295686 9.6202536, 41.8294975 9.6203329, 41.8294103 9.6204215, 41.8293205 9.6204771, 41.8292856 9.6204956, 41.8292172 9.6205709, 41.8291488 9.6206714, 41.8291086 9.6207151, 41.8290777 9.6207415, 41.8289745 9.6207891, 41.8289249 9.620797, 41.828784 9.6208261, 41.8287224 9.6208182, 41.8286848 9.6208023, 41.8283375 9.6206066, 41.8280961 9.6204969, 41.8280417 9.6204784, 41.8279948 9.6204506, 41.8279707 9.6204301, 41.8279392 9.6204004, 41.8278647 9.6203343, 41.8278205 9.620284, 41.82774 9.6201406, 41.8276817 9.6200255))",,residential,,0,no risk,1194
"MULTILINESTRING ((41.8277581 9.6185743, 41.8287157 9.6186378, 41.8287961 9.6186497, 41.8289141 9.6186775, 41.8289825 9.6186722, 41.8290561 9.6186708))",,residential,,0,no risk,1195
"MULTILINESTRING ((41.8464746 9.6211025, 41.846608 9.6213405, 41.8466777 9.6214846, 41.8467079 9.621601, 41.8467844 9.621956, 41.8467817 9.6221047, 41.8467629 9.62227, 41.8467522 9.6223613, 41.8467468 9.6224141, 41.8467505 9.6224515, 41.8467548 9.6224948, 41.846834 9.6228637))",,residential,,0,no risk,1196
"MULTILINESTRING ((41.8408262 9.6303223, 41.8420744 9.6307666))",,residential,,0,no risk,1197
"MULTILINESTRING ((41.8477251 9.6225761, 41.8482287 9.6224568))",,residential,,0,no risk,1198
"MULTILINESTRING ((41.8481941 9.6212969, 41.8486297 9.6212149))",,residential,,0,no risk,1199
"MULTILINESTRING ((41.8482488 9.6215692, 41.8482596 9.6215375, 41.8482622 9.6214793, 41.8481941 9.6212969, 41.8480557 9.6209121, 41.8479804 9.6207545, 41.8479457 9.620682))",,residential,,0,no risk,1200
"MULTILINESTRING ((41.8428308 9.622545, 41.8429394 9.622553, 41.8430668 9.6226164, 41.8432304 9.6227235, 41.8434262 9.6228386, 41.8435509 9.6229338, 41.8435952 9.6229655, 41.8436274 9.6229801, 41.8436757 9.6229867, 41.844196 9.6230409, 41.8443811 9.6230449, 41.8445112 9.6230356, 41.8446466 9.623029, 41.8446949 9.6230277, 41.8447566 9.6230277, 41.8448143 9.6230382, 41.8448518 9.6230515))",,service,,0,no risk,1201
"MULTILINESTRING ((41.8352428 9.6130248, 41.8352374 9.6130486, 41.8352428 9.6130764, 41.8354271 9.6133975))",,residential,,0,no risk,1202
"MULTILINESTRING ((41.8382357 9.6118663, 41.8383009 9.6118735))",,service,,0,no risk,1203
"MULTILINESTRING ((41.8379686 9.6131466, 41.8380317 9.6131559))",,service,,0,no risk,1204
"MULTILINESTRING ((41.8338939 9.6122216, 41.8336757 9.6116956, 41.8336363 9.6115868, 41.8334778 9.6111636, 41.8333814 9.6109687, 41.8332861 9.6107836, 41.8332218 9.6106751, 41.8331721 9.6105588, 41.8331252 9.6104279, 41.8330353 9.6101515, 41.8328551 9.6096561, 41.8328328 9.6095948, 41.8326953 9.6091479, 41.8325136 9.6086979, 41.8325043 9.6086788, 41.8325033 9.6086606))",,residential,,0,no risk,1205
"MULTILINESTRING ((41.8384891 9.6106652, 41.8384767 9.6105849))",,unclassified,,0,no risk,1206
"MULTILINESTRING ((41.8489241 9.588068, 41.8490589 9.5881043, 41.8492118 9.5881268, 41.8492775 9.5881288, 41.8493472 9.5881315, 41.849376 9.5881453, 41.8493827 9.5881632, 41.8493901 9.5882035, 41.8494149 9.5884151, 41.8494196 9.5884561, 41.8495417 9.5888753))",,residential,,0,no risk,1207
"MULTILINESTRING ((41.8425304 9.5895299, 41.8426859 9.5895563, 41.8427376 9.5895636, 41.8427604 9.5895642, 41.8427892 9.5895642, 41.8429159 9.5895477, 41.84293 9.5895477))",,residential,,0,no risk,1208
"MULTILINESTRING ((41.8424633 9.5896952, 41.8420248 9.5895973, 41.8419456 9.5895669, 41.8418759 9.5895444, 41.8416895 9.5894029))",,residential,,0,no risk,1209
"MULTILINESTRING ((41.8484638 9.6197019, 41.8482587 9.6198996, 41.8481603 9.6199944, 41.8481305 9.620001, 41.848082 9.6199946, 41.848025 9.6199716, 41.8479727 9.6199477, 41.847927 9.6199384, 41.8478499 9.6199402, 41.8477738 9.6199412, 41.8476422 9.6199375))",,residential,,0,no risk,1210
