"id";"name";"pcode";"adm1nam";"adm1pcd";"Date";"Certnty";"Impact";"PplAffc";"Deaths";"flood";"source"
"uga_impact_data.139";"Kasese";"21UGA014005";"Toro";"21UGA014";"22/05/1994";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.140";"Kasese";"21UGA014005";"Toro";"21UGA014";"07/05/1995";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.183";"Bududa";"21UGA006001";"Elgon";"21UGA006";"01/10/2001";"6";"L";"";NA;1;"Report on Bududa District Local Gov't/ 5 year Disater Preparedness & Mgt Plan 2007/08 - 2011/12."
"uga_impact_data.141";"Kasese";"21UGA014005";"Toro";"21UGA014";"12/09/1996";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.142";"Kasese";"21UGA014005";"Toro";"21UGA014";"04/05/1998";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.184";"Bududa";"21UGA006001";"Elgon";"21UGA006";"01/10/2007";"6";"M";"280";NA;1;"Report on Bududa District Local Gov't/ 5 year Disater Preparedness & Mgt Plan 2007/08 - 2011/12."
"uga_impact_data.143";"Kasese";"21UGA014005";"Toro";"21UGA014";"16/08/1999";"2";"L";"";NA;1;"NewVision"
"uga_impact_data.144";"Kasese";"21UGA014005";"Toro";"21UGA014";"30/08/1999";"2";"L";"";NA;1;"NewVision"
"uga_impact_data.185";"Bududa";"21UGA006001";"Elgon";"21UGA006";"28/04/2010";"4";"M";"";NA;1;"New Vision"
"uga_impact_data.145";"Kasese";"21UGA014005";"Toro";"21UGA014";"30/11/1999";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.146";"Kasese";"21UGA014005";"Toro";"21UGA014";"01/12/1999";"2";"L";"";1;1;"New Vision"
"uga_impact_data.186";"Bududa";"21UGA006001";"Elgon";"21UGA006";"01/10/2010";"8";"M";"203";3;1;"Report on Bududa District Local Gov't/ 5 year Disater Preparedness & Mgt Plan 2007/08 - 2011/12."
"uga_impact_data.147";"Kasese";"21UGA014005";"Toro";"21UGA014";"10/01/2000";"2";"L";"";2;1;"new vision"
"uga_impact_data.148";"Kasese";"21UGA014005";"Toro";"21UGA014";"01/05/2001";"2";"L";"";1;1;"New Vision"
"uga_impact_data.187";"Bududa";"21UGA006001";"Elgon";"21UGA006";"11/08/2011";"7";"H";"6400";7;1;"https://reliefweb.int/disaster/ms-2011-000110-uga"
"uga_impact_data.149";"Kasese";"21UGA014005";"Toro";"21UGA014";"20/05/2002";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.150";"Kasese";"21UGA014005";"Toro";"21UGA014";"22/10/2004";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.188";"Bududa";"21UGA006001";"Elgon";"21UGA006";"03/07/2012";"6";"M";"";NA;1;"new vision"
"uga_impact_data.151";"Kasese";"21UGA014005";"Toro";"21UGA014";"02/06/2008";"3";"L";"";NA;1;"Letter from SAS/MSRDP & R"
"uga_impact_data.152";"Kasese";"21UGA014005";"Toro";"21UGA014";"21/04/2009";"2";"M";"";5;1;"new vision"
"uga_impact_data.189";"Bududa";"21UGA006001";"Elgon";"21UGA006";"01/10/2012";"6";"M";"";NA;1;"OPM"
"uga_impact_data.153";"Kasese";"21UGA014005";"Toro";"21UGA014";"18/09/2010";"3";"L";"";1;1;"NewVision"
"uga_impact_data.154";"Kasese";"21UGA014005";"Toro";"21UGA014";"20/01/2013";"3";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/Muntu-settles-into-FDC-top-job-amid-challenges/-/689844/1669702/-/354shm/-/index.html"
"uga_impact_data.190";"Bududa";"21UGA006001";"Elgon";"21UGA006";"01/10/2013";"4";"M";"";NA;1;"BUDUDA DISTRICT"
"uga_impact_data.155";"Kasese";"21UGA014005";"Toro";"21UGA014";"06/02/2013";"3";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Commentary/The-river-god-and-twilight-tales-from-Kasese-District/-/689364/1869398/-/irmasb/-/index.html"
"uga_impact_data.156";"Kasese";"21UGA014005";"Toro";"21UGA014";"01/03/2013";"2";"L";"";NA;1;"Daily Monitor May 6 2013"
"uga_impact_data.191";"Bududa";"21UGA006001";"Elgon";"21UGA006";"02/06/2014";"6";"M";"";NA;1;"OPM"
"uga_impact_data.157";"Kasese";"21UGA014005";"Toro";"21UGA014";"05/03/2013";"8";"L";"";NA;1;"http://www.newvision.co.ug/news/642322-river-nyamwamba-spills-wrath.html"
"uga_impact_data.158";"Kasese";"21UGA014005";"Toro";"21UGA014";"05/04/2013";"8";"L";"";NA;1;"http://www.newvision.co.ug/news/642335-govt-warns-of-possible-cholera-outbreak-in-kasese.html"
"uga_impact_data.192";"Bududa";"21UGA006001";"Elgon";"21UGA006";"25/05/2018";"4";"M";"";NA;1;"District Files"
"uga_impact_data.159";"Kasese";"21UGA014005";"Toro";"21UGA014";"02/05/2013";"3";"M";"";5;1;"KILENBE MINES HOSPITAL DR. WEFULA EDWARD"
"uga_impact_data.160";"Kasese";"21UGA014005";"Toro";"21UGA014";"05/05/2013";"3";"L";"";NA;1;"http://www.newvision.co.ug/news/642347-kasese-floods-displace-7-000.html"
"uga_impact_data.193";"Bududa";"21UGA006001";"Elgon";"21UGA006";"11/10/2018";"8";"H";"";34;1;"http://floodlist.com/africa/uganda-landslides-floods-bududa-eastern-region-october-2018"
"uga_impact_data.161";"Kasese";"21UGA014005";"Toro";"21UGA014";"08/05/2013";"7";"H";"25000";NA;1;"https://reliefweb.int/report/uganda/kasese-flood-victims-need-11-million-litres-water"
"uga_impact_data.162";"Kasese";"21UGA014005";"Toro";"21UGA014";"02/02/2014";"3";"L";"";NA;1;"OPM"
"uga_impact_data.379";"Kampala";"21UGA007001";"Kampala";"21UGA007";"13/04/1997";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.163";"Kasese";"21UGA014005";"Toro";"21UGA014";"02/04/2014";"5";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Mudslides-destroy-homes-in-Kasese/-/688334/2171818/-/qy9gxi/-/index.html"
"uga_impact_data.164";"Kasese";"21UGA014005";"Toro";"21UGA014";"07/05/2014";"5";"H";"";5;1;"https://www.newvision.co.ug/new_vision/news/1340533/updf-joins-kasese-flood-rescue-efforts"
"uga_impact_data.380";"Kampala";"21UGA007001";"Kampala";"21UGA007";"25/03/1998";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.165";"Kasese";"21UGA014005";"Toro";"21UGA014";"08/05/2014";"2";"L";"";3;1;"NewVision"
"uga_impact_data.166";"Kasese";"21UGA014005";"Toro";"21UGA014";"14/05/2014";"8";"L";"";4;1;"KASESE DISTRICT LOCAL GOVERNMENT"
"uga_impact_data.381";"Kampala";"21UGA007001";"Kampala";"21UGA007";"09/05/1998";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.167";"Kasese";"21UGA014005";"Toro";"21UGA014";"01/06/2014";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Food-shortage-looms-in-Rwenzori-region/-/688334/2135476/-/s54vb7/-/index.html"
"uga_impact_data.168";"Kasese";"21UGA014005";"Toro";"21UGA014";"22/06/2014";"2";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/Fury-as-pigs-are-sneaked-into-House/-/689844/2357288/-/7ftwjd/-/index.html"
"uga_impact_data.382";"Kampala";"21UGA007001";"Kampala";"21UGA007";"14/10/1998";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.169";"Kasese";"21UGA014005";"Toro";"21UGA014";"19/08/2014";"8";"L";"";1;1;"KASESE DISTRICT LOCAL GOVERNMENT"
"uga_impact_data.170";"Kasese";"21UGA014005";"Toro";"21UGA014";"19/02/2015";"2";"L";"";NA;1;"PRIME MINISTERS OFFICE"
"uga_impact_data.383";"Kampala";"21UGA007001";"Kampala";"21UGA007";"29/10/1998";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.171";"Kasese";"21UGA014005";"Toro";"21UGA014";"04/04/2016";"2";"L";"";NA;1;"CAO  Kasese"
"uga_impact_data.172";"Kasese";"21UGA014005";"Toro";"21UGA014";"12/04/2016";"2";"L";"";NA;1;"Chief Administrative Officer"
"uga_impact_data.384";"Kampala";"21UGA007001";"Kampala";"21UGA007";"12/08/1999";"4";"L";"";NA;1;"NewVision"
"uga_impact_data.173";"Kasese";"21UGA014005";"Toro";"21UGA014";"17/04/2016";"8";"M";"1000";NA;1;"http://floodlist.com/africa/uganda-1000-displaced-floods-kasese-kampala"
"uga_impact_data.174";"Kasese";"21UGA014005";"Toro";"21UGA014";"04/07/2017";"7";"L";"";4;1;"Kilembe Mines Limited"
"uga_impact_data.385";"Kampala";"21UGA007001";"Kampala";"21UGA007";"02/09/2000";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.175";"Kasese";"21UGA014005";"Toro";"21UGA014";"24/07/2017";"2";"L";"";NA;1;"CAO KASESE"
"uga_impact_data.176";"Kasese";"21UGA014005";"Toro";"21UGA014";"07/08/2017";"6";"M";"";3;1;"https://theinsider.ug/index.php/2017/08/08/floods-kill-3-children-in-kasese/"
"uga_impact_data.386";"Kampala";"21UGA007001";"Kampala";"21UGA007";"24/05/2001";"4";"L";"";NA;1;"http://www.newvision.co.ug/news/346488-kcc-control-dumping.html"
"uga_impact_data.177";"Kasese";"21UGA014005";"Toro";"21UGA014";"05/10/2017";"2";"L";"";NA;1;"District Files"
"uga_impact_data.178";"Kasese";"21UGA014005";"Toro";"21UGA014";"21/05/2018";"2";"L";"";2;1;"0"
"uga_impact_data.387";"Kampala";"21UGA007001";"Kampala";"21UGA007";"30/08/2001";"4";"L";"";NA;1;"http://www.newvision.co.ug/news/339475-wakiso-to-clear-lubigi-channel.html"
"uga_impact_data.179";"Kasese";"21UGA014005";"Toro";"21UGA014";"27/06/2018";"2";"L";"";NA;1;"District Files"
"uga_impact_data.180";"Buyende";"21UGA005003";"Busoga";"21UGA005";"26/05/2010";"4";"H";"";NA;1;"New Vision"
"uga_impact_data.181";"Buyende";"21UGA005003";"Busoga";"21UGA005";"01/04/2013";"4";"H";"";NA;1;"New-Vision April 12"
"uga_impact_data.194";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"23/09/1999";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.195";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"11/11/2004";"2";"L";"";NA;1;"http://www.newvision.co.ug/news/409703-in-brief.html"
"uga_impact_data.196";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"04/03/2007";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.197";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"10/05/2007";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/-/688324/793252/-/bpum7p/-/index.html"
"uga_impact_data.198";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"24/09/2007";"2";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/Life/-/689856/780710/-/10sksnnz/-/index.html"
"uga_impact_data.199";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"06/10/2007";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.200";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"19/11/2007";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/Education/-/688336/797162/-/10iqgcd/-/index.html"
"uga_impact_data.201";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"06/03/2008";"2";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Letters/-/806314/739746/-/3gbb7ez/-/index.html"
"uga_impact_data.202";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"25/03/2008";"2";"L";"";NA;1;"http://www.newvision.co.ug/news/523532-tanzania-outlaws-ugandan-pastoralists.html"
"uga_impact_data.203";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"26/04/2008";"2";"L";"";NA;1;"http://www.monitor.co.ug/artsculture/Entertainment/-/812796/807318/-/bs6km8/-/index.html"
"uga_impact_data.204";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"16/05/2008";"2";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Letters/-/806314/737970/-/3gcn7cz/-/index.html"
"uga_impact_data.205";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"07/10/2008";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/Education/-/688336/743482/-/10fl209/-/index.html"
"uga_impact_data.206";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"22/10/2008";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/754428/-/vxux2j/-/index.html"
"uga_impact_data.207";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"12/01/2009";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/815448/-/wfi7ky/-/index.html"
"uga_impact_data.208";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"21/12/2009";"2";"L";"";NA;1;"http://www.monitor.co.ug/artsculture/Travel/-/691238/827618/-/oyt05z/-/index.html"
"uga_impact_data.209";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"20/01/2010";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/Education/-/688336/845856/-/10yp9fm/-/index.html"
"uga_impact_data.210";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"09/06/2010";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1004496/-/coa2ffz/-/index.html"
"uga_impact_data.211";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"22/07/2010";"2";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Editorial/-/689360/962300/-/qvicx8z/-/index.html"
"uga_impact_data.212";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"08/01/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Letters/-/806314/1210928/-/10rmym9/-/index.html"
"uga_impact_data.213";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"24/02/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1113952/-/c4ldawz/-/index.html"
"uga_impact_data.214";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"10/03/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Commentary/-/689364/1247156/-/12qrxgrz/-/index.html"
"uga_impact_data.215";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"22/03/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/SpecialReports/-/688342/1130506/-/urxxsg/-/index.html"
"uga_impact_data.216";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"29/03/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1134940/-/c3cl82z/-/index.html"
"uga_impact_data.217";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"17/07/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/SpecialReports/-/688342/1202132/-/va8dfb/-/index.html"
"uga_impact_data.218";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"15/09/2011";"2";"L";"";NA;1;"http://www.newvision.co.ug/news/315976-plan-for-the-floods.html"
"uga_impact_data.219";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"28/10/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1262666/-/bhgoq5z/-/index.html"
"uga_impact_data.220";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"14/11/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1272672/-/bgu5t2z/-/index.html"
"uga_impact_data.221";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"12/05/2012";"2";"L";"";NA;1;"http://www.monitor.co.ug/Business/-/688322/1636418/-/6j7yc2/-/index.html"
"uga_impact_data.222";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"07/06/2012";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Hold-former-ministers-accountable-for-IDs--MPs-tell-govt/-/688334/1445766/-/13okims/-/index.html"
"uga_impact_data.223";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"05/11/2012";"2";"L";"";NA;1;"http://www.monitor.co.ug/artsculture/Reviews/Nyabihoko--The-lake-with-an-intriguing-history/-/691232/1403308/-/n8wcbhz/-/index.html"
"uga_impact_data.224";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"24/02/2013";"2";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/-Shs40b-Dura-deal--MPs-verdict-wrong-/-/689844/1702370/-/5plug9/-/index.html"
"uga_impact_data.225";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"12/04/2013";"2";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/Farming/Northern-Uganda-to-bear-brunt-of-climate-change/-/689860/2097458/-/qyirub/-/index.html"
"uga_impact_data.226";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"01/06/2013";"2";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/UNRA--No-cash-for-600km-of-roads/-/689844/1657992/-/wbjghi/-/index.html"
"uga_impact_data.227";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"26/06/2013";"2";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/Farming/Positive-outlook-for-food-supply-and-prices/-/689860/1894188/-/10chw6uz/-/index.html"
"uga_impact_data.228";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"04/08/2013";"2";"L";"";NA;1;"http://www.monitor.co.ug/artsculture/Reviews/The-slum-dogs--life-in-bwaise/-/691232/1742006/-/act51u/-/index.html"
"uga_impact_data.229";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"05/08/2013";"2";"L";"";NA;1;"http://www.newvision.co.ug/news/642480-kasese-floods-destroy-property-worth-sh8b.html"
"uga_impact_data.230";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"26/11/2013";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Nathan-Byanyima-s-supporters-walk-out-on-Museveni/-/688334/2088350/-/5edhj8z/-/index.html"
"uga_impact_data.231";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"29/11/2013";"2";"L";"";NA;1;"http://www.monitor.co.ug/SpecialReports/-/688342/2092194/-/yi2kr9z/-/index.html"
"uga_impact_data.232";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"25/01/2014";"2";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Letters/Create-regional-cities-to-ease-Kampala-s-load/-/806314/2158916/-/tiiawy/-/index.html"
"uga_impact_data.233";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"20/02/2014";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.234";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"10/06/2014";"2";"L";"";NA;1;"http://www.monitor.co.ug/artsculture/Reviews/How-hydropower-dams-dry-up-Nile-River-tourism/-/691232/2475930/-/12q6jeqz/-/index.html"
"uga_impact_data.235";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"05/08/2014";"2";"L";"";NA;1;"http://www.newvision.co.ug/news/655378-five-perish-as-fresh-floods-hit-kasese.html"
"uga_impact_data.236";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"05/11/2014";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Four-killed-as-floods-sweep-Kilembe-Mines-Hospital/-/688334/2310186/-/89v006z/-/index.html"
"uga_impact_data.237";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"18/12/2014";"2";"L";"";NA;1;"http://www.monitor.co.ug/Business/Auto/Beware-of--deadly--routes/-/688614/2559930/-/12muu3z/-/index.html"
"uga_impact_data.238";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"28/05/2015";"2";"L";"";NA;1;"http://www.newvision.co.ug/news/669046-rcc-boss-summoned-over-breach-of-contract.html"
"uga_impact_data.239";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"06/11/2015";"2";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/need-legislation-clean-air-clean-water/-/878682/2747162/-/rbu6xp/-/index.html"
"uga_impact_data.240";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"19/02/2016";"3";"L";"";NA;1;"CAO OFFICE MBARARA"
"uga_impact_data.241";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"21/03/2017";"2";"L";"";NA;1;"District Files"
"uga_impact_data.242";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"31/08/2017";"2";"L";"";NA;1;"District Files"
"uga_impact_data.243";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"14/03/2018";"8";"M";"";1;1;"http://floodlist.com/africa/uganda-floods-mbarara-march-2018"
"uga_impact_data.244";"Mbarara";"21UGA002006";"Ankole";"21UGA002";"03/03/2017";"3";"L";"";NA;1;"CAO OFFICE MBARARA"
"uga_impact_data.245";"Gulu";"21UGA001003";"Acholi";"21UGA001";"12/09/2007";"4";"M";"";NA;1;"New Vision"
"uga_impact_data.388";"Kampala";"21UGA007001";"Kampala";"21UGA007";"06/03/2002";"4";"L";"";NA;1;"https://www.newvision.co.ug/new_vision/news/1085491/floods-stop-city-business"
"uga_impact_data.246";"Gulu";"21UGA001003";"Acholi";"21UGA001";"18/12/2007";"4";"M";"";NA;1;"http://www.monitor.co.ug/News/Education/-/688336/800292/-/10w5hn7/-/index.html"
"uga_impact_data.247";"Gulu";"21UGA001003";"Acholi";"21UGA001";"18/11/2008";"4";"M";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/757678/-/vxx2pe/-/index.html"
"uga_impact_data.389";"Kampala";"21UGA007001";"Kampala";"21UGA007";"08/11/2002";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.248";"Gulu";"21UGA001003";"Acholi";"21UGA001";"23/11/2008";"4";"M";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/758392/-/4or6fd/-/index.html"
"uga_impact_data.249";"Gulu";"21UGA001003";"Acholi";"21UGA001";"13/10/2010";"4";"M";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1031488/-/cmhiptz/-/index.html"
"uga_impact_data.390";"Kampala";"21UGA007001";"Kampala";"21UGA007";"18/11/2002";"4";"L";"";NA;1;"http://www.newvision.co.ug/news/383358-kampala-markets-are-a-health-risk.html"
"uga_impact_data.250";"Gulu";"21UGA001003";"Acholi";"21UGA001";"23/10/2010";"4";"M";"";NA;1;"http://www.monitor.co.ug/SpecialReports/-/688342/1038452/-/u91qxx/-/index.html"
"uga_impact_data.251";"Gulu";"21UGA001003";"Acholi";"21UGA001";"08/02/2011";"4";"M";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1211886/-/bkk1w7z/-/index.html"
"uga_impact_data.391";"Kampala";"21UGA007001";"Kampala";"21UGA007";"18/05/2003";"4";"L";"";NA;1;"http://www.newvision.co.ug/news/595117-in-brief.html"
"uga_impact_data.252";"Gulu";"21UGA001003";"Acholi";"21UGA001";"09/05/2011";"4";"M";"";NA;1;"http://www.newvision.co.ug/news/1823-what-is-the-national-policy-on-disasters.html"
"uga_impact_data.253";"Gulu";"21UGA001003";"Acholi";"21UGA001";"15/06/2011";"4";"M";"";NA;1;"http://www.newvision.co.ug/news/320916-gulu-mayor-warns-workers-against-delays.html"
"uga_impact_data.392";"Kampala";"21UGA007001";"Kampala";"21UGA007";"23/07/2003";"4";"L";"";NA;1;"http://www.newvision.co.ug/news/590661-kcc-seeks-sh140b-to-fight-floods.html"
"uga_impact_data.254";"Gulu";"21UGA001003";"Acholi";"21UGA001";"27/09/2011";"4";"M";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1243676/-/bio36pz/-/index.html"
"uga_impact_data.255";"Gulu";"21UGA001003";"Acholi";"21UGA001";"09/10/2012";"4";"M";"";NA;1;"http://www.monitor.co.ug/News/National/Two-pupils-drown-on-fishing-adventure-in-Gulu/-/688334/1501296/-/12iore4z/-/index.html"
"uga_impact_data.393";"Kampala";"21UGA007001";"Kampala";"21UGA007";"17/08/2003";"4";"L";"";NA;1;"http://www.newvision.co.ug/news/588786-culvert-installation-reduces-city-flooding.html"
"uga_impact_data.256";"Gulu";"21UGA001003";"Acholi";"21UGA001";"03/11/2012";"4";"M";"";NA;1;"http://www.monitor.co.ug/News/Insight/-/688338/1363402/-/s9hdwa/-/index.html"
"uga_impact_data.257";"Gulu";"21UGA001003";"Acholi";"21UGA001";"10/03/2013";"4";"M";"";NA;1;"http://www.monitor.co.ug/artsculture/Reviews/That-phone-text-could-bring-you-desired-change/-/691232/2016594/-/du2hd3z/-/index.html"
"uga_impact_data.394";"Kampala";"21UGA007001";"Kampala";"21UGA007";"17/10/2003";"4";"L";"";NA;1;"http://www.newvision.co.ug/news/584464-greenboat-sues-kcc-over-sh3b.html"
"uga_impact_data.258";"Gulu";"21UGA001003";"Acholi";"21UGA001";"14/06/2013";"4";"M";"";NA;1;"http://www.monitor.co.ug/OpEd/OpEdColumnists/AugustineRuzindana/Threats-of-war-over-Nile-waters-are-futile/-/887296/1882216/-/1vtannz/-/index.html"
"uga_impact_data.259";"Gulu";"21UGA001003";"Acholi";"21UGA001";"05/10/2013";"4";"M";"";NA;1;"http://www.monitor.co.ug/News/National/Kabarole-needs-over-Shs750m-for-bridges/-/688334/1847594/-/3njygpz/-/index.html"
"uga_impact_data.395";"Kampala";"21UGA007001";"Kampala";"21UGA007";"19/10/2003";"4";"L";"";NA;1;"http://www.newvision.co.ug/news/584304-kcc-re-opens-old-port-bell-road.html"
"uga_impact_data.260";"Gulu";"21UGA001003";"Acholi";"21UGA001";"28/10/2013";"4";"M";"";NA;1;"HEADTEACHER PAWEL AYIGA"
"uga_impact_data.261";"Gulu";"21UGA001003";"Acholi";"21UGA001";"03/11/2013";"3";"M";"";NA;1;"http://floodlist.com/africa/uganda-south-sudan"
"uga_impact_data.396";"Kampala";"21UGA007001";"Kampala";"21UGA007";"11/12/2003";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.262";"Gulu";"21UGA001003";"Acholi";"21UGA001";"04/11/2013";"6";"M";"";NA;1;"RDC-GULU"
"uga_impact_data.263";"Gulu";"21UGA001003";"Acholi";"21UGA001";"15/11/2013";"4";"M";"";NA;1;"http://www.newvision.co.ug/news/649448-gulu-school-closed-again-over-floods.html"
"uga_impact_data.397";"Kampala";"21UGA007001";"Kampala";"21UGA007";"23/01/2004";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.264";"Gulu";"21UGA001003";"Acholi";"21UGA001";"01/09/2014";"6";"M";"";NA;1;"OPM"
"uga_impact_data.265";"Gulu";"21UGA001003";"Acholi";"21UGA001";"16/09/2014";"4";"M";"";NA;1;"http://www.monitor.co.ug/News/National/Residents-uproot-cassava-in-fear-of-floods/-/688334/2453470/-/f3fyxp/-/index.html"
"uga_impact_data.398";"Kampala";"21UGA007001";"Kampala";"21UGA007";"07/06/2004";"4";"L";"";NA;1;"http://www.newvision.co.ug/news/413696-news-briefs.html"
"uga_impact_data.266";"Gulu";"21UGA001003";"Acholi";"21UGA001";"01/02/2017";"4";"M";"";NA;1;"OPM"
"uga_impact_data.267";"Gulu";"21UGA001003";"Acholi";"21UGA001";"01/09/2007";"8";"M";"";NA;1;"Report from Min. of State for Disaster Preparedness  Relief and Refugees"
"uga_impact_data.399";"Kampala";"21UGA007001";"Kampala";"21UGA007";"02/09/2004";"4";"L";"";NA;1;"http://www.monitor.co.ug/SpecialReports/WarMemories/-/859092/858444/-/4a7f64z/-/index.html"
"uga_impact_data.268";"Pallisa";"21UGA003006";"Bukedi";"21UGA003";"09/01/2008";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/Education/-/688336/749032/-/10fp4n1/-/index.html"
"uga_impact_data.269";"Pallisa";"21UGA003006";"Bukedi";"21UGA003";"12/09/2008";"2";"M";"700";NA;1;"https://reliefweb.int/disaster/fl-2008-000175-uga"
