district,nb_event,station,pod,far,pofd,csi,threshold,objective_function
amuru,1,G5163,0.0,1.0,0.9444444444444444,0.0,Q60,1.0
amuru,1,G5163,0.0,1.0,0.9375,0.0,Q65,1.0
amuru,1,G5163,0.0,1.0,0.9230769230769231,0.0,Q70,1.0
amuru,1,G5163,0.0,1.0,0.9090909090909091,0.0,Q75,1.0
amuru,1,G5163,0.0,1.0,0.9,0.0,Q80,1.0
amuru,1,G5163,0.0,1.0,0.875,0.0,Q85,1.0
amuru,1,G5163,0.0,1.0,0.8333333333333334,0.0,Q90,1.0
amuru,1,F0037,0.0,1.0,0.967741935483871,0.0,Q50,1.0
amuru,1,F0037,0.0,1.0,0.9629629629629629,0.0,Q55,1.0
amuru,1,F0037,0.0,1.0,0.9629629629629629,0.0,Q60,1.0
amuru,1,F0037,0.0,1.0,0.9545454545454546,0.0,Q65,1.0
amuru,1,F0037,0.0,1.0,0.9411764705882353,0.0,Q70,1.0
amuru,1,F0037,0.0,1.0,0.9285714285714286,0.0,Q75,1.0
amuru,1,F0037,0.0,1.0,0.9,0.0,Q80,1.0
amuru,1,F0037,0.0,1.0,0.8571428571428571,0.0,Q85,1.0
amuru,1,F0037,0.0,1.0,0.8,0.0,Q90,1.0
amuru,1,G5163,0.0,1.0,0.9545454545454546,0.0,Q50,1.0
amuru,1,G5163,0.0,1.0,0.9523809523809523,0.0,Q55,1.0
amuru,1,G5163,0.0,1.0,0.9444444444444444,0.0,Q60,1.0
amuru,1,G5163,0.0,1.0,0.9375,0.0,Q65,1.0
amuru,1,G5163,0.0,1.0,0.9230769230769231,0.0,Q70,1.0
amuru,1,G5163,0.0,1.0,0.9090909090909091,0.0,Q75,1.0
amuru,1,G5163,0.0,1.0,0.9,0.0,Q80,1.0
amuru,1,G5163,0.0,1.0,0.875,0.0,Q85,1.0
amuru,1,G5163,0.0,1.0,0.8333333333333334,0.0,Q90,1.0
bududa,11,,,,,,,
bukwo,2,,,,,,,
bulambuli,11,G5200,0.09090909090909091,0.9629629629629629,0.7027027027027027,0.02702702702702703,,0.936026936026936
bulambuli,11,G5200,0.09090909090909091,0.9565217391304348,0.6666666666666666,0.030303030303030304,,0.9328063241106719
bulambuli,11,G5200,0.09090909090909091,0.9473684210526315,0.6206896551724138,0.034482758620689655,,0.9282296650717703
bulambuli,11,G5200,0.09090909090909091,0.9333333333333333,0.56,0.04,,0.9212121212121211
bulambuli,11,G5200,0.0,1.0,0.5416666666666666,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.5,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3888888888888889,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3125,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.21428571428571427,0.0,,1.0
bulambuli,11,G5200,0.09090909090909091,0.9629629629629629,0.7027027027027027,0.02702702702702703,,0.936026936026936
bulambuli,11,G5200,0.09090909090909091,0.9565217391304348,0.6666666666666666,0.030303030303030304,,0.9328063241106719
bulambuli,11,G5200,0.09090909090909091,0.9473684210526315,0.6206896551724138,0.034482758620689655,,0.9282296650717703
bulambuli,11,G5200,0.09090909090909091,0.9333333333333333,0.56,0.04,,0.9212121212121211
bulambuli,11,G5200,0.0,1.0,0.5416666666666666,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.5,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3888888888888889,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3125,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.21428571428571427,0.0,,1.0
bulambuli,11,G5200,0.09090909090909091,0.9629629629629629,0.7027027027027027,0.02702702702702703,,0.936026936026936
bulambuli,11,G5200,0.09090909090909091,0.9565217391304348,0.6666666666666666,0.030303030303030304,,0.9328063241106719
bulambuli,11,G5200,0.09090909090909091,0.9473684210526315,0.6206896551724138,0.034482758620689655,,0.9282296650717703
bulambuli,11,G5200,0.09090909090909091,0.9333333333333333,0.56,0.04,,0.9212121212121211
bulambuli,11,G5200,0.0,1.0,0.5416666666666666,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.5,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3888888888888889,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3125,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.21428571428571427,0.0,,1.0
bulambuli,11,G5200,0.09090909090909091,0.9629629629629629,0.7027027027027027,0.02702702702702703,,0.936026936026936
bulambuli,11,G5200,0.09090909090909091,0.9565217391304348,0.6666666666666666,0.030303030303030304,,0.9328063241106719
bulambuli,11,G5200,0.09090909090909091,0.9473684210526315,0.6206896551724138,0.034482758620689655,,0.9282296650717703
bulambuli,11,G5200,0.09090909090909091,0.9333333333333333,0.56,0.04,,0.9212121212121211
bulambuli,11,G5200,0.0,1.0,0.5416666666666666,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.5,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3888888888888889,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3125,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.21428571428571427,0.0,,1.0
bulambuli,11,G5200,0.09090909090909091,0.9629629629629629,0.7027027027027027,0.02702702702702703,,0.936026936026936
bulambuli,11,G5200,0.09090909090909091,0.9565217391304348,0.6666666666666666,0.030303030303030304,,0.9328063241106719
bulambuli,11,G5200,0.09090909090909091,0.9473684210526315,0.6206896551724138,0.034482758620689655,,0.9282296650717703
bulambuli,11,G5200,0.09090909090909091,0.9333333333333333,0.56,0.04,,0.9212121212121211
bulambuli,11,G5200,0.0,1.0,0.5416666666666666,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.5,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3888888888888889,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3125,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.21428571428571427,0.0,,1.0
bulambuli,11,G5200,0.09090909090909091,0.9629629629629629,0.7027027027027027,0.02702702702702703,,0.936026936026936
bulambuli,11,G5200,0.09090909090909091,0.9565217391304348,0.6666666666666666,0.030303030303030304,,0.9328063241106719
bulambuli,11,G5200,0.09090909090909091,0.9473684210526315,0.6206896551724138,0.034482758620689655,,0.9282296650717703
bulambuli,11,G5200,0.09090909090909091,0.9333333333333333,0.56,0.04,,0.9212121212121211
bulambuli,11,G5200,0.0,1.0,0.5416666666666666,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.5,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3888888888888889,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3125,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.21428571428571427,0.0,,1.0
bulambuli,11,G5200,0.09090909090909091,0.9629629629629629,0.7027027027027027,0.02702702702702703,,0.936026936026936
bulambuli,11,G5200,0.09090909090909091,0.9565217391304348,0.6666666666666666,0.030303030303030304,,0.9328063241106719
bulambuli,11,G5200,0.09090909090909091,0.9473684210526315,0.6206896551724138,0.034482758620689655,,0.9282296650717703
bulambuli,11,G5200,0.09090909090909091,0.9333333333333333,0.56,0.04,,0.9212121212121211
bulambuli,11,G5200,0.0,1.0,0.5416666666666666,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.5,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3888888888888889,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.3125,0.0,,1.0
bulambuli,11,G5200,0.0,1.0,0.21428571428571427,0.0,,1.0
butaleja,25,F0030,0.08333333333333333,0.92,0.48936170212765956,0.0425531914893617,Q50,0.9183333333333333
butaleja,25,F0030,0.08333333333333333,0.9047619047619048,0.4418604651162791,0.046511627906976744,Q55,0.9107142857142857
butaleja,25,F0030,0.08,0.8947368421052632,0.40476190476190477,0.047619047619047616,Q60,0.9073684210526316
butaleja,25,F0030,0.08,0.8823529411764706,0.375,0.05,Q65,0.9011764705882352
butaleja,25,F0030,0.08,0.8666666666666667,0.34210526315789475,0.05263157894736842,Q70,0.8933333333333333
butaleja,25,F0030,0.04,0.9090909090909091,0.2857142857142857,0.02857142857142857,Q75,0.9345454545454546
butaleja,25,F0030,0.04,0.8888888888888888,0.24242424242424243,0.030303030303030304,Q80,0.9244444444444444
butaleja,25,F0030,0.04,0.8333333333333334,0.16666666666666666,0.03333333333333333,Q85,0.8966666666666667
butaleja,25,F0030,0.04,0.75,0.10714285714285714,0.03571428571428571,Q90,0.855
butaleja,25,F0032,0.12,0.896551724137931,0.5098039215686274,0.058823529411764705,Q50,0.8882758620689655
butaleja,25,F0032,0.08,0.9230769230769231,0.4897959183673469,0.04081632653061224,Q55,0.9215384615384616
butaleja,25,F0032,0.04,0.9545454545454546,0.45652173913043476,0.021739130434782608,Q60,0.9572727272727273
butaleja,25,F0032,0.04,0.95,0.4318181818181818,0.022727272727272728,Q65,0.955
butaleja,25,F0032,0.04,0.9375,0.375,0.025,Q70,0.94875
butaleja,25,F0032,0.04,0.9166666666666666,0.3055555555555556,0.027777777777777776,Q75,0.9383333333333332
butaleja,25,F0032,0.04,0.9,0.2647058823529412,0.029411764705882353,Q80,0.9299999999999999
butaleja,25,F0032,0.04,0.8571428571428571,0.1935483870967742,0.03225806451612903,Q85,0.9085714285714286
butaleja,25,F0032,0.04,0.8,0.13793103448275862,0.034482758620689655,Q90,0.88
butaleja,25,F0030,0.08333333333333333,0.92,0.48936170212765956,0.0425531914893617,Q50,0.9183333333333333
butaleja,25,F0030,0.08333333333333333,0.9047619047619048,0.4418604651162791,0.046511627906976744,Q55,0.9107142857142857
butaleja,25,F0030,0.08,0.8947368421052632,0.40476190476190477,0.047619047619047616,Q60,0.9073684210526316
butaleja,25,F0030,0.08,0.8823529411764706,0.375,0.05,Q65,0.9011764705882352
butaleja,25,F0030,0.08,0.8666666666666667,0.34210526315789475,0.05263157894736842,Q70,0.8933333333333333
butaleja,25,F0030,0.04,0.9090909090909091,0.2857142857142857,0.02857142857142857,Q75,0.9345454545454546
butaleja,25,F0030,0.04,0.8888888888888888,0.24242424242424243,0.030303030303030304,Q80,0.9244444444444444
butaleja,25,F0030,0.04,0.8333333333333334,0.16666666666666666,0.03333333333333333,Q85,0.8966666666666667
butaleja,25,F0030,0.04,0.75,0.10714285714285714,0.03571428571428571,Q90,0.855
butaleja,25,F0032,0.12,0.896551724137931,0.5098039215686274,0.058823529411764705,Q50,0.8882758620689655
butaleja,25,F0032,0.08,0.9230769230769231,0.4897959183673469,0.04081632653061224,Q55,0.9215384615384616
butaleja,25,F0032,0.04,0.9545454545454546,0.45652173913043476,0.021739130434782608,Q60,0.9572727272727273
butaleja,25,F0032,0.04,0.95,0.4318181818181818,0.022727272727272728,Q65,0.955
butaleja,25,F0032,0.04,0.9375,0.375,0.025,Q70,0.94875
butaleja,25,F0032,0.04,0.9166666666666666,0.3055555555555556,0.027777777777777776,Q75,0.9383333333333332
butaleja,25,F0032,0.04,0.9,0.2647058823529412,0.029411764705882353,Q80,0.9299999999999999
butaleja,25,F0032,0.04,0.8571428571428571,0.1935483870967742,0.03225806451612903,Q85,0.9085714285714286
butaleja,25,F0032,0.04,0.8,0.13793103448275862,0.034482758620689655,Q90,0.88
butaleja,25,F0030,0.08333333333333333,0.92,0.48936170212765956,0.0425531914893617,Q50,0.9183333333333333
butaleja,25,F0030,0.08333333333333333,0.9047619047619048,0.4418604651162791,0.046511627906976744,Q55,0.9107142857142857
butaleja,25,F0030,0.08,0.8947368421052632,0.40476190476190477,0.047619047619047616,Q60,0.9073684210526316
butaleja,25,F0030,0.08,0.8823529411764706,0.375,0.05,Q65,0.9011764705882352
butaleja,25,F0030,0.08,0.8666666666666667,0.34210526315789475,0.05263157894736842,Q70,0.8933333333333333
butaleja,25,F0030,0.04,0.9090909090909091,0.2857142857142857,0.02857142857142857,Q75,0.9345454545454546
butaleja,25,F0030,0.04,0.8888888888888888,0.24242424242424243,0.030303030303030304,Q80,0.9244444444444444
butaleja,25,F0030,0.04,0.8333333333333334,0.16666666666666666,0.03333333333333333,Q85,0.8966666666666667
butaleja,25,F0030,0.04,0.75,0.10714285714285714,0.03571428571428571,Q90,0.855
butaleja,25,F0032,0.12,0.896551724137931,0.5098039215686274,0.058823529411764705,Q50,0.8882758620689655
butaleja,25,F0032,0.08,0.9230769230769231,0.4897959183673469,0.04081632653061224,Q55,0.9215384615384616
butaleja,25,F0032,0.04,0.9545454545454546,0.45652173913043476,0.021739130434782608,Q60,0.9572727272727273
butaleja,25,F0032,0.04,0.95,0.4318181818181818,0.022727272727272728,Q65,0.955
butaleja,25,F0032,0.04,0.9375,0.375,0.025,Q70,0.94875
butaleja,25,F0032,0.04,0.9166666666666666,0.3055555555555556,0.027777777777777776,Q75,0.9383333333333332
butaleja,25,F0032,0.04,0.9,0.2647058823529412,0.029411764705882353,Q80,0.9299999999999999
butaleja,25,F0032,0.04,0.8571428571428571,0.1935483870967742,0.03225806451612903,Q85,0.9085714285714286
butaleja,25,F0032,0.04,0.8,0.13793103448275862,0.034482758620689655,Q90,0.88
butaleja,25,F0030,0.08333333333333333,0.92,0.48936170212765956,0.0425531914893617,Q50,0.9183333333333333
butaleja,25,F0030,0.08333333333333333,0.9047619047619048,0.4418604651162791,0.046511627906976744,Q55,0.9107142857142857
butaleja,25,F0030,0.08,0.8947368421052632,0.40476190476190477,0.047619047619047616,Q60,0.9073684210526316
butaleja,25,F0030,0.08,0.8823529411764706,0.375,0.05,Q65,0.9011764705882352
butaleja,25,F0030,0.08,0.8666666666666667,0.34210526315789475,0.05263157894736842,Q70,0.8933333333333333
butaleja,25,F0030,0.04,0.9090909090909091,0.2857142857142857,0.02857142857142857,Q75,0.9345454545454546
butaleja,25,F0030,0.04,0.8888888888888888,0.24242424242424243,0.030303030303030304,Q80,0.9244444444444444
butaleja,25,F0030,0.04,0.8333333333333334,0.16666666666666666,0.03333333333333333,Q85,0.8966666666666667
butaleja,25,F0030,0.04,0.75,0.10714285714285714,0.03571428571428571,Q90,0.855
butaleja,25,F0032,0.12,0.896551724137931,0.5098039215686274,0.058823529411764705,Q50,0.8882758620689655
butaleja,25,F0032,0.08,0.9230769230769231,0.4897959183673469,0.04081632653061224,Q55,0.9215384615384616
butaleja,25,F0032,0.04,0.9545454545454546,0.45652173913043476,0.021739130434782608,Q60,0.9572727272727273
butaleja,25,F0032,0.04,0.95,0.4318181818181818,0.022727272727272728,Q65,0.955
butaleja,25,F0032,0.04,0.9375,0.375,0.025,Q70,0.94875
butaleja,25,F0032,0.04,0.9166666666666666,0.3055555555555556,0.027777777777777776,Q75,0.9383333333333332
butaleja,25,F0032,0.04,0.9,0.2647058823529412,0.029411764705882353,Q80,0.9299999999999999
butaleja,25,F0032,0.04,0.8571428571428571,0.1935483870967742,0.03225806451612903,Q85,0.9085714285714286
butaleja,25,F0032,0.04,0.8,0.13793103448275862,0.034482758620689655,Q90,0.88
butaleja,25,F0030,0.08333333333333333,0.92,0.48936170212765956,0.0425531914893617,Q50,0.9183333333333333
butaleja,25,F0030,0.08333333333333333,0.9047619047619048,0.4418604651162791,0.046511627906976744,Q55,0.9107142857142857
butaleja,25,F0030,0.08,0.8947368421052632,0.40476190476190477,0.047619047619047616,Q60,0.9073684210526316
butaleja,25,F0030,0.08,0.8823529411764706,0.375,0.05,Q65,0.9011764705882352
butaleja,25,F0030,0.08,0.8666666666666667,0.34210526315789475,0.05263157894736842,Q70,0.8933333333333333
butaleja,25,F0030,0.04,0.9090909090909091,0.2857142857142857,0.02857142857142857,Q75,0.9345454545454546
butaleja,25,F0030,0.04,0.8888888888888888,0.24242424242424243,0.030303030303030304,Q80,0.9244444444444444
butaleja,25,F0030,0.04,0.8333333333333334,0.16666666666666666,0.03333333333333333,Q85,0.8966666666666667
butaleja,25,F0030,0.04,0.75,0.10714285714285714,0.03571428571428571,Q90,0.855
butaleja,25,F0032,0.12,0.896551724137931,0.5098039215686274,0.058823529411764705,Q50,0.8882758620689655
butaleja,25,F0032,0.08,0.9230769230769231,0.4897959183673469,0.04081632653061224,Q55,0.9215384615384616
butaleja,25,F0032,0.04,0.9545454545454546,0.45652173913043476,0.021739130434782608,Q60,0.9572727272727273
butaleja,25,F0032,0.04,0.95,0.4318181818181818,0.022727272727272728,Q65,0.955
butaleja,25,F0032,0.04,0.9375,0.375,0.025,Q70,0.94875
butaleja,25,F0032,0.04,0.9166666666666666,0.3055555555555556,0.027777777777777776,Q75,0.9383333333333332
butaleja,25,F0032,0.04,0.9,0.2647058823529412,0.029411764705882353,Q80,0.9299999999999999
butaleja,25,F0032,0.04,0.8571428571428571,0.1935483870967742,0.03225806451612903,Q85,0.9085714285714286
butaleja,25,F0032,0.04,0.8,0.13793103448275862,0.034482758620689655,Q90,0.88
butaleja,25,F0030,0.08333333333333333,0.92,0.48936170212765956,0.0425531914893617,Q50,0.9183333333333333
butaleja,25,F0030,0.08333333333333333,0.9047619047619048,0.4418604651162791,0.046511627906976744,Q55,0.9107142857142857
butaleja,25,F0030,0.08,0.8947368421052632,0.40476190476190477,0.047619047619047616,Q60,0.9073684210526316
butaleja,25,F0030,0.08,0.8823529411764706,0.375,0.05,Q65,0.9011764705882352
butaleja,25,F0030,0.08,0.8666666666666667,0.34210526315789475,0.05263157894736842,Q70,0.8933333333333333
butaleja,25,F0030,0.04,0.9090909090909091,0.2857142857142857,0.02857142857142857,Q75,0.9345454545454546
butaleja,25,F0030,0.04,0.8888888888888888,0.24242424242424243,0.030303030303030304,Q80,0.9244444444444444
butaleja,25,F0030,0.04,0.8333333333333334,0.16666666666666666,0.03333333333333333,Q85,0.8966666666666667
butaleja,25,F0030,0.04,0.75,0.10714285714285714,0.03571428571428571,Q90,0.855
butaleja,25,F0032,0.12,0.896551724137931,0.5098039215686274,0.058823529411764705,Q50,0.8882758620689655
butaleja,25,F0032,0.08,0.9230769230769231,0.4897959183673469,0.04081632653061224,Q55,0.9215384615384616
butaleja,25,F0032,0.04,0.9545454545454546,0.45652173913043476,0.021739130434782608,Q60,0.9572727272727273
butaleja,25,F0032,0.04,0.95,0.4318181818181818,0.022727272727272728,Q65,0.955
butaleja,25,F0032,0.04,0.9375,0.375,0.025,Q70,0.94875
butaleja,25,F0032,0.04,0.9166666666666666,0.3055555555555556,0.027777777777777776,Q75,0.9383333333333332
butaleja,25,F0032,0.04,0.9,0.2647058823529412,0.029411764705882353,Q80,0.9299999999999999
butaleja,25,F0032,0.04,0.8571428571428571,0.1935483870967742,0.03225806451612903,Q85,0.9085714285714286
butaleja,25,F0032,0.04,0.8,0.13793103448275862,0.034482758620689655,Q90,0.88
butaleja,25,F0030,0.08333333333333333,0.92,0.48936170212765956,0.0425531914893617,Q50,0.9183333333333333
butaleja,25,F0030,0.08333333333333333,0.9047619047619048,0.4418604651162791,0.046511627906976744,Q55,0.9107142857142857
butaleja,25,F0030,0.08,0.8947368421052632,0.40476190476190477,0.047619047619047616,Q60,0.9073684210526316
butaleja,25,F0030,0.08,0.8823529411764706,0.375,0.05,Q65,0.9011764705882352
butaleja,25,F0030,0.08,0.8666666666666667,0.34210526315789475,0.05263157894736842,Q70,0.8933333333333333
butaleja,25,F0030,0.04,0.9090909090909091,0.2857142857142857,0.02857142857142857,Q75,0.9345454545454546
butaleja,25,F0030,0.04,0.8888888888888888,0.24242424242424243,0.030303030303030304,Q80,0.9244444444444444
butaleja,25,F0030,0.04,0.8333333333333334,0.16666666666666666,0.03333333333333333,Q85,0.8966666666666667
butaleja,25,F0030,0.04,0.75,0.10714285714285714,0.03571428571428571,Q90,0.855
butaleja,25,F0032,0.12,0.896551724137931,0.5098039215686274,0.058823529411764705,Q50,0.8882758620689655
butaleja,25,F0032,0.08,0.9230769230769231,0.4897959183673469,0.04081632653061224,Q55,0.9215384615384616
butaleja,25,F0032,0.04,0.9545454545454546,0.45652173913043476,0.021739130434782608,Q60,0.9572727272727273
butaleja,25,F0032,0.04,0.95,0.4318181818181818,0.022727272727272728,Q65,0.955
butaleja,25,F0032,0.04,0.9375,0.375,0.025,Q70,0.94875
