,station_id,station,latitude,longitude,filename
0,G1328,Lukulu,-14.383299827575684,23.233299255371094,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1328_Lukulu_60370030_Zambia20181030_19970101_20180930.nc
1,G1340,LuangwaRoadBridge,-14.966699600219727,30.216699600219727,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1340_LuangwaRoadBridge_60332040_Zambia20181030_19970101_2018093.nc
2,G1338,KafueHookBridge,-14.933300018310547,25.91659927368164,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1338_KafueHookBridge_60334669_Zambia20181030_19970101_20180930_.nc
3,G1352,ItezhiTezhi,-15.76669979095459,26.016599655151367,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1352_ItezhiTezhi_Zambia20181030_19970101_20180930.nc
4,G1319,KabompoPontoon,-13.600000381469727,24.21660041809082,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1319_KabompoPontoon_60380051_Zambia20181030_19970101_20180930.nc
5,G1361,Senanga,-16.11669921875,23.25,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1361_Senanga_60370001_Zambia20181030_19970101_20180930.nc
6,G1320,Kafironda,-13.633299827575684,27.59000015258789,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1320_Kafironda_Zambia20181030_19970101_20180930.nc
7,G1271,PumpHouse,-10.166600227355957,30.96660041809082,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1271_PumpHouse_Zambia20181030_19970101_20180930.nc
8,G1294,ChembeFerry,-11.96660041809082,28.75,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1294_ChembeFerry_Zambia20181030_19970101_20180930.nc
9,G1351,Nyimba,-15.75,27.030000686645508,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1351_Nyimba_Zambia20181030_19970101_20180930.nc
10,G1323,KelongwaSchool,-13.699999809265137,26.33329963684082,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1323_KelongwaSchool_60334550_Zambia20181030_19970101_20180930.nc
11,G1269,MbesumaPontoon,-10.0,32.16669845581055,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1269_MbesumaPontoon_60773245_Zambia20181030_19970101_20180930.nc
12,G1279,OldPontoon,-10.949999809265137,31.06999969482422,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1279_OldPontoon_Zambia20181030_19970101_20180930.nc
13,G1353,Kasaka,-15.81659984588623,28.21660041809082,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1353_Kasaka_60334977_Zambia20181030_19970101_20180930.nc
14,G1264,NearChibote,-9.866600036621094,29.549999237060547,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1264_NearChibote_Zambia20181030_19970101_20180930.nc
15,G1321,MachiyaFerry,-13.649999618530273,27.61669921875,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1321_MachiyaFerry_60334280_Zambia20181030_19970101_20180930.nc
16,G1329,Mswebi,-14.416600227355957,27.0,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1329_Mswebi_Zambia20181030_19970101_20180930.nc
17,G1265,ChungaRanch,-9.930000305175781,32.130001068115234,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1265_ChungaRanch_Zambia20181030_19970101_20180930.nc
18,G1314,Ndubeni,-13.399999618530273,27.81999969482422,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1314_Ndubeni_Zambia20181030_19970101_20180930.nc
19,G1373,KatimaMulilo,-17.483299255371094,24.299999237060547,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1373_KatimaMulilo_64370001_Zambia20181030_19970101_20180930.nc
20,G1331,Lubungu,-14.566699981689453,26.450000762939453,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1331_Lubungu_60334450_Zambia20181030_19970101_20180930.nc
21,G1344,NgwerereConfluence,-15.216699600219727,28.5,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1344_NgwerereConfluence_Zambia20181030_19970101_20180930.nc
22,G1339,Kalabo,-14.96660041809082,22.683300018310547,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1339_Kalabo_Zambia20181030_19970101_20180930.nc
23,G1312,Mpatamato,-13.25,28.13330078125,/Users/rodekruis/projects/ibf/data/Glofas_new_datasets/glofas2.0_pointextract_discharge_for_G1312_Mpatamato_Zambia20181030_19970101_20180930.nc
