source,Area,year,month,Date,people_affected,people_dead,houses_affected,flood
Desinventar 26/8/2019,DJENNE,2012,8,08/08/2012,600,0,20,1
Desinventar 26/8/2019,DJENNE,2012,8,08/08/2012,600,0,52,1
Desinventar 26/8/2019,BANKASS,2010,8,01/08/2010,504,0,52,1
Desinventar 26/8/2019,MOPTI,2009,9,01/09/2009,480,0,0,1
Desinventar 26/8/2019,DJENNE,2009,10,31/10/2009,462,0,92,1
Desinventar 26/8/2019,DJENNE,2006,8,23/08/2006,420,0,39,1
Desinventar 26/8/2019,KORO,2012,8,23/08/2012,406,0,58,1
Desinventar 26/8/2019,DOUENTZA,2009,9,01/09/2009,272,0,29,1
Desinventar 26/8/2019,TENENKOU,1999,8,17/08/1999,250,0,0,1
Desinventar 26/8/2019,KORO,2010,9,03/09/2010,250,0,37,1
Desinventar 26/8/2019,DOUENTZA,1994,9,08/09/1994,248,0,312,1
Desinventar 26/8/2019,DOUENTZA,2013,9,14/09/2013,212,0,5,1
Desinventar 26/8/2019,DJENNE,2003,8,17/08/2003,190,0,46,1
Desinventar 26/8/2019,BANDIAGARA,2007,7,04/07/2007,132,0,36,1
Desinventar 26/8/2019,MOPTI,2007,7,04/07/2007,128,0,14,1
Statistique inondation mspc 2017,mopti,2017,8,09/08/2017,115,0,13,1
Desinventar 26/8/2019,DJENNE,2006,8,24/08/2006,110,0,18,1
Desinventar 26/8/2019,BANDIAGARA,2007,7,04/07/2007,96,0,74,1
Desinventar 26/8/2019,BANDIAGARA,2013,8,26/08/2013,80,0,0,1
Desinventar 26/8/2019,DOUENTZA,2013,9,14/09/2013,63,0,0,1
Desinventar 26/8/2019,DOUENTZA,2013,9,14/09/2013,55,0,0,1
Desinventar 26/8/2019,BANKASS,2010,8,13/08/2010,50,0,50,1
Desinventar 26/8/2019,BANDIAGARA,2013,9,26/09/2013,49,0,8,1
Desinventar 26/8/2019,DOUENTZA,2013,9,14/09/2013,48,0,4,1
Desinventar 26/8/2019,DJENNE,2009,7,27/07/2009,32,0,4,1
Desinventar 26/8/2019,MOPTI,2010,9,18/09/2010,22,0,7,1
Desinventar 26/8/2019,DOUENTZA,2009,9,01/09/2009,17,1,1,1
Desinventar 26/8/2019,DOUENTZA,2013,9,14/09/2013,16,0,0,1
Desinventar 26/8/2019,DOUENTZA,2010,11,17/11/2010,15,1,0,1
Desinventar 26/8/2019,MOPTI,2012,8,22/08/2012,7,0,1,1
Desinventar 26/8/2019,MOPTI,2010,9,09/09/2010,7,0,9,1
Desinventar 26/8/2019,MOPTI,2003,9,09/09/2003,6,2,15,1
Desinventar 26/8/2019,DOUENTZA,2010,6,09/06/2010,6,1,0,1
Statistique inondation mspc 2017,mopti,2017,8,09/08/2017,5,1,1,1
Desinventar 26/8/2019,MOPTI,2010,9,04/09/2010,4,1,1,1
Desinventar 26/8/2019,TENENKOU,2010,6,01/06/2010,2,0,1,1
Desinventar 26/8/2019,BANDIAGARA,2010,8,12/08/2010,2,0,1,1
Desinventar 26/8/2019,MOPTI,2012,8,16/08/2012,0,0,1,1
Desinventar 26/8/2019,KORO,2012,8,19/08/2012,0,0,0,1
Desinventar 26/8/2019,DOUENTZA,2011,7,26/07/2011,0,0,54,1
Desinventar 26/8/2019,MOPTI,2014,7,22/07/2014,0,0,29,1
Desinventar 26/8/2019,KORO,2010,8,13/08/2010,0,0,66,1
Desinventar 26/8/2019,DOUENTZA,2010,7,22/07/2010,0,0,0,1
Desinventar 26/8/2019,DJENNE,2012,8,08/08/2012,0,0,74,1
Desinventar 26/8/2019,MOPTI,1997,8,27/08/1997,0,3,0,1
Desinventar 26/8/2019,MOPTI,1997,8,27/08/1997,0,3,0,1
Desinventar 26/8/2019,DOUENTZA,2004,8,15/08/2004,0,0,0,1
Desinventar 26/8/2019,BANDIAGARA,2007,7,04/07/2007,0,0,1,1
Desinventar 26/8/2019,MOPTI,2008,6,25/06/2008,0,6,0,1
Desinventar 26/8/2019,DJENNE,2009,10,31/10/2009,0,0,0,1
Desinventar 26/8/2019,DJENNE,2009,10,31/10/2009,0,0,53,1
Desinventar 26/8/2019,DOUENTZA,2007,7,07/07/2007,0,0,0,1
Desinventar 26/8/2019,MOPTI,2010,9,20/09/2010,0,1,1,1
Desinventar 26/8/2019,MOPTI,2010,9,18/09/2010,0,0,12,1
Desinventar 26/8/2019,MOPTI,2010,6,09/06/2010,0,0,0,1
Desinventar 26/8/2019,DOUENTZA,1999,8,20/08/1999,0,0,18,1
Desinventar 26/8/2019,MOPTI,1999,8,17/08/1999,0,0,0,1
Desinventar 26/8/2019,DOUENTZA,1999,8,14/08/1999,0,0,1,1
Statistique inondation mspc 2017,koro,2017,7,20/07/2017,,0,82,1
Desinventar 26/8/2019,BLA,2007,7,22/07/2007,12602,0,563,1
Desinventar 26/8/2019,TOMINIAN,2012,8,07/08/2012,7505,0,776,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,5916,3,986,1
Desinventar 26/8/2019,TOMINIAN,2012,8,07/08/2012,5822,2,871,1
Desinventar 26/8/2019,BLA,2007,7,23/07/2007,4200,1,563,1
Desinventar 26/8/2019,BARAOUELI,2012,8,13/08/2012,3231,0,336,1
Desinventar 26/8/2019,NIONO,2007,7,14/07/2007,3029,0,10,1
Desinventar 26/8/2019,MACINA,2009,9,03/09/2009,3000,1,137,1
Desinventar 26/8/2019,SAN,2009,9,01/09/2009,2297,1,1,1
Desinventar 26/8/2019,BARAOUELI,2007,8,28/08/2007,1784,0,496,1
Desinventar 26/8/2019,NIONO,2007,7,14/07/2007,1503,0,10,1
Desinventar 26/8/2019,BLA,2008,7,19/07/2008,1430,0,464,1
Desinventar 26/8/2019,MACINA,2009,9,13/09/2009,1400,0,48,1
Desinventar 26/8/2019,BLA,2010,8,08/08/2010,1394,0,24,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,1184,0,314,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,1142,0,192,1
Desinventar 26/8/2019,NIONO,2007,8,05/08/2007,1000,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,8,13/08/2010,972,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,8,15/08/2010,970,0,153,1
Desinventar 26/8/2019,SEGOU,2012,8,03/08/2012,940,0,59,1
Desinventar 26/8/2019,SEGOU,2012,8,24/08/2012,884,0,414,1
Desinventar 26/8/2019,TOMINIAN,2012,8,07/08/2012,869,0,90,1
Desinventar 26/8/2019,BLA,2010,8,08/08/2010,805,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,9,01/09/2010,805,0,215,1
Desinventar 26/8/2019,TOMINIAN,2010,9,08/09/2010,663,0,0,1
Desinventar 26/8/2019,BLA,2010,8,08/08/2010,614,0,85,1
Desinventar 26/8/2019,TOMINIAN,2010,9,20/09/2010,570,0,0,1
Desinventar 26/8/2019,BLA,2010,9,24/09/2010,570,0,0,1
Desinventar 26/8/2019,BLA,2010,9,20/09/2010,542,0,0,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,528,0,174,1
Desinventar 26/8/2019,NIONO,2013,9,04/09/2013,520,0,59,1
Desinventar 26/8/2019,BLA,2010,9,15/09/2010,517,0,0,1
Desinventar 26/8/2019,TOMINIAN,1996,7,26/07/1996,500,0,40,1
Desinventar 26/8/2019,SEGOU,2010,8,18/08/2010,491,0,120,1
Desinventar 26/8/2019,BARAOUELI,2010,8,13/08/2010,483,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,8,15/08/2010,482,0,2,1
Desinventar 26/8/2019,BARAOUELI,2010,8,13/08/2010,478,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,8,15/08/2010,476,0,55,1
Desinventar 26/8/2019,BLA,2010,9,17/09/2010,468,0,7,1
Desinventar 26/8/2019,TOMINIAN,2010,9,15/09/2010,464,0,30,1
Desinventar 26/8/2019,BLA,2012,8,19/08/2012,450,0,20,1
Desinventar 26/8/2019,BLA,2010,9,14/09/2010,450,0,0,1
Desinventar 26/8/2019,SEGOU,2010,9,08/09/2010,450,0,49,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,440,0,56,1
Desinventar 26/8/2019,BARAOUELI,2010,8,14/08/2010,408,0,57,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,400,0,74,1
Desinventar 26/8/2019,BLA,2010,9,20/09/2010,393,0,0,1
Desinventar 26/8/2019,BLA,2012,8,19/08/2012,390,0,38,1
Desinventar 26/8/2019,BLA,2010,9,24/09/2010,389,0,4,1
Desinventar 26/8/2019,SEGOU,2012,8,19/08/2012,387,0,76,1
Desinventar 26/8/2019,BLA,2010,9,20/09/2010,385,0,0,1
Desinventar 26/8/2019,MACINA,2010,9,28/09/2010,385,0,55,1
Desinventar 26/8/2019,BLA,2010,8,08/08/2010,383,0,3,1
Desinventar 26/8/2019,BLA,2010,8,08/08/2010,379,0,0,1
Desinventar 26/8/2019,SEGOU,2010,7,11/07/2010,367,0,0,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,365,0,32,1
Desinventar 26/8/2019,BARAOUELI,2010,9,15/09/2010,358,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,7,08/07/2010,355,0,133,1
Desinventar 26/8/2019,BARAOUELI,2010,8,21/08/2010,346,0,99,1
Desinventar 26/8/2019,SEGOU,2010,7,11/07/2010,344,0,0,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,332,0,227,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,318,0,150,1
Desinventar 26/8/2019,BLA,2008,8,19/08/2008,309,0,59,1
Desinventar 26/8/2019,SAN,2010,9,14/09/2010,304,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,7,23/07/2010,304,0,18,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,301,0,150,1
Desinventar 26/8/2019,BARAOUELI,1999,8,10/08/1999,300,0,149,1
Desinventar 26/8/2019,BLA,2010,9,16/09/2010,300,0,20,1
Desinventar 26/8/2019,BARAOUELI,2010,9,01/09/2010,289,0,109,1
Desinventar 26/8/2019,SAN,2006,8,08/08/2006,270,3,27,1
Desinventar 26/8/2019,SEGOU,2010,9,09/09/2010,270,0,0,1
Desinventar 26/8/2019,BLA,2010,9,17/09/2010,243,0,0,1
Desinventar 26/8/2019,SEGOU,2012,8,07/08/2012,231,0,18,1
Desinventar 26/8/2019,NIONO,2006,8,11/08/2006,231,0,159,1
Desinventar 26/8/2019,BARAOUELI,2010,7,23/07/2010,231,0,18,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,227,0,75,1
Desinventar 26/8/2019,SEGOU,2009,9,07/09/2009,224,0,46,1
Desinventar 26/8/2019,SEGOU,2009,9,07/09/2009,224,0,57,1
Desinventar 26/8/2019,BARAOUELI,2010,8,23/08/2010,223,0,22,1
Desinventar 26/8/2019,MACINA,2010,9,11/09/2010,223,0,70,1
Desinventar 26/8/2019,SAN,2007,7,08/07/2007,222,0,81,1
Desinventar 26/8/2019,SAN,2007,7,08/07/2007,220,0,81,1
Desinventar 26/8/2019,SAN,2012,8,27/08/2012,200,0,45,1
Desinventar 26/8/2019,SAN,2012,8,27/08/2012,200,0,54,1
Desinventar 26/8/2019,MACINA,2010,9,14/09/2010,200,0,30,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,200,0,40,1
Desinventar 26/8/2019,NIONO,2010,8,01/08/2010,200,0,32,1
Desinventar 26/8/2019,BLA,2009,7,25/07/2009,196,0,0,1
Desinventar 26/8/2019,NIONO,2013,9,03/09/2013,194,0,24,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,193,0,12,1
Desinventar 26/8/2019,BLA,2010,9,15/09/2010,183,0,0,1
Desinventar 26/8/2019,SAN,2012,8,27/08/2012,180,0,36,1
Desinventar 26/8/2019,NIONO,2013,9,03/09/2013,179,0,16,1
Desinventar 26/8/2019,BLA,2010,9,15/09/2010,178,0,12,1
Desinventar 26/8/2019,MACINA,2010,9,11/09/2010,172,0,26,1
Desinventar 26/8/2019,TOMINIAN,2012,8,07/08/2012,166,1,67,1
Desinventar 26/8/2019,BLA,2012,8,19/08/2012,164,0,110,1
Desinventar 26/8/2019,BARAOUELI,1999,8,10/08/1999,160,0,14,1
Desinventar 26/8/2019,BARAOUELI,2010,7,23/07/2010,154,0,42,1
Desinventar 26/8/2019,TOMINIAN,2010,9,14/09/2010,153,0,59,1
Desinventar 26/8/2019,NIONO,2013,9,03/09/2013,152,0,19,1
Desinventar 26/8/2019,SAN,2012,8,27/08/2012,150,0,14,1
Desinventar 26/8/2019,NIONO,2012,9,03/09/2012,145,0,57,1
Desinventar 26/8/2019,MACINA,2006,8,23/08/2006,140,0,39,1
Desinventar 26/8/2019,SAN,2010,9,06/09/2010,140,0,10,1
Desinventar 26/8/2019,SEGOU,2010,7,11/07/2010,139,0,0,1
Desinventar 26/8/2019,SEGOU,2010,8,11/08/2010,139,0,39,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,138,0,6,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,136,0,7,1
Desinventar 26/8/2019,BLA,2010,9,17/09/2010,122,0,2,1
Desinventar 26/8/2019,BLA,2010,9,20/09/2010,116,0,0,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,116,0,65,1
Desinventar 26/8/2019,BLA,2006,8,11/08/2006,112,0,0,1
Desinventar 26/8/2019,SEGOU,2008,8,02/08/2008,112,0,75,1
Desinventar 26/8/2019,BLA,2012,8,19/08/2012,111,0,439,1
Desinventar 26/8/2019,SAN,2007,7,08/07/2007,110,0,11,1
Desinventar 26/8/2019,SAN,2007,7,08/07/2007,110,0,11,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,110,0,13,1
Desinventar 26/8/2019,SAN,2010,9,06/09/2010,110,0,47,1
Desinventar 26/8/2019,BLA,2010,9,17/09/2010,109,0,5,1
Desinventar 26/8/2019,SEGOU,2010,8,18/08/2010,107,0,27,1
Desinventar 26/8/2019,BARAOUELI,1999,8,11/08/1999,106,0,40,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,105,0,70,1
Desinventar 26/8/2019,SEGOU,2009,9,08/09/2009,104,0,25,1
Desinventar 26/8/2019,SEGOU,2009,7,29/07/2009,100,0,9,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,100,0,20,1
Desinventar 26/8/2019,SAN,2010,9,06/09/2010,95,0,0,1
Desinventar 26/8/2019,SEGOU,2010,7,11/07/2010,94,0,0,1
Desinventar 26/8/2019,SEGOU,2010,7,23/07/2010,92,0,35,1
Desinventar 26/8/2019,BLA,2010,8,08/08/2010,90,0,0,1
Desinventar 26/8/2019,SAN,2010,9,06/09/2010,90,0,23,1
Desinventar 26/8/2019,TOMINIAN,2010,9,15/09/2010,89,0,24,1
Desinventar 26/8/2019,BLA,2010,9,20/09/2010,88,0,4,1
Desinventar 26/8/2019,MACINA,2006,8,23/08/2006,80,0,17,1
Desinventar 26/8/2019,SAN,2010,9,06/09/2010,80,0,40,1
Desinventar 26/8/2019,NIONO,2010,8,29/08/2010,75,0,10,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,71,0,15,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,70,0,70,1
Desinventar 26/8/2019,SEGOU,2012,8,07/08/2012,61,0,29,1
Desinventar 26/8/2019,SEGOU,2012,8,07/08/2012,56,0,15,1
Desinventar 26/8/2019,SEGOU,2009,9,07/09/2009,56,0,10,1
Desinventar 26/8/2019,MACINA,2009,9,03/09/2009,56,0,0,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,53,0,11,1
Desinventar 26/8/2019,SEGOU,2007,7,26/07/2007,50,0,35,1
Desinventar 26/8/2019,BARAOUELI,1999,8,11/08/1999,47,0,0,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,43,0,10,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,43,0,10,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,41,0,197,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,40,0,10,1
Desinventar 26/8/2019,MACINA,2010,8,08/08/2010,40,0,53,1
Desinventar 26/8/2019,SEGOU,2013,8,21/08/2013,39,0,0,1
Desinventar 26/8/2019,SEGOU,2013,8,21/08/2013,39,0,0,1
Desinventar 26/8/2019,SEGOU,2010,8,11/08/2010,39,0,22,1
Desinventar 26/8/2019,SEGOU,2010,8,18/08/2010,37,0,7,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,36,0,10,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,36,0,10,1
Desinventar 26/8/2019,SEGOU,2010,8,11/08/2010,33,0,11,1
Desinventar 26/8/2019,MACINA,2009,9,18/09/2009,32,0,0,1
Desinventar 26/8/2019,SEGOU,2012,8,24/08/2012,28,0,0,1
Desinventar 26/8/2019,NIONO,2010,9,11/09/2010,28,0,12,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,28,0,6,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,25,0,3,1
Desinventar 26/8/2019,SAN,2010,6,10/06/2010,22,1,5,1
Desinventar 26/8/2019,MACINA,2010,6,25/06/2010,22,0,27,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,21,0,0,1
Desinventar 26/8/2019,SAN,2010,9,14/09/2010,20,0,0,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,20,0,8,1
Desinventar 26/8/2019,SEGOU,2010,8,18/08/2010,19,0,8,1
Desinventar 26/8/2019,BLA,2010,9,17/09/2010,18,0,0,1
Desinventar 26/8/2019,SEGOU,2009,9,08/09/2009,17,0,8,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,17,0,7,1
Desinventar 26/8/2019,TOMINIAN,2009,9,20/09/2009,15,0,2,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,11,0,4,1
Desinventar 26/8/2019,SAN,2012,9,08/09/2012,10,1,1,1
Desinventar 26/8/2019,NIONO,2010,9,24/09/2010,10,0,0,1
Desinventar 26/8/2019,TOMINIAN,2012,8,07/08/2012,7,1,0,1
Desinventar 26/8/2019,TOMINIAN,2012,8,07/08/2012,7,0,1,1
Desinventar 26/8/2019,SEGOU,2012,8,24/08/2012,7,0,3,1
Desinventar 26/8/2019,SEGOU,2007,7,26/07/2007,7,0,10,1
Desinventar 26/8/2019,NIONO,2010,8,29/08/2010,7,1,1,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,6,0,4,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,6,0,1,1
Desinventar 26/8/2019,MACINA,2009,9,07/09/2009,5,0,1,1
Desinventar 26/8/2019,NIONO,2007,8,05/08/2007,4,5,0,1
Desinventar 26/8/2019,NIONO,2010,9,13/09/2010,4,1,1,1
Desinventar 26/8/2019,NIONO,2009,8,30/08/2009,3,0,178,1
Desinventar 26/8/2019,NIONO,2009,8,30/08/2009,2,0,100,1
Desinventar 26/8/2019,NIONO,1999,8,15/08/1999,2,0,5,1
Desinventar 26/8/2019,SAN,2013,9,07/09/2013,0,0,7,1
Desinventar 26/8/2019,NIONO,2012,9,03/09/2012,0,0,4,1
Desinventar 26/8/2019,NIONO,2012,9,03/09/2012,0,0,1,1
Desinventar 26/8/2019,NIONO,2012,9,03/09/2012,0,0,97,1
Desinventar 26/8/2019,TOMINIAN,2012,8,07/08/2012,0,1,117,1
Desinventar 26/8/2019,SAN,2012,8,27/08/2012,0,0,0,1
Desinventar 26/8/2019,BLA,2012,8,19/08/2012,0,0,0,1
Desinventar 26/8/2019,BLA,2012,8,19/08/2012,0,0,81,1
Desinventar 26/8/2019,BARAOUELI,2012,9,03/09/2012,0,0,46,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,0,0,71,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,0,0,168,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,0,0,226,1
Desinventar 26/8/2019,SEGOU,2014,6,10/06/2014,0,0,6,1
Desinventar 26/8/2019,NIONO,2013,8,11/08/2013,0,0,260,1
Desinventar 26/8/2019,SAN,2013,8,07/08/2013,0,0,317,1
Desinventar 26/8/2019,BARAOUELI,2012,8,24/08/2012,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2012,8,14/08/2012,0,0,0,1
Desinventar 26/8/2019,TOMINIAN,2003,8,10/08/2003,0,0,1992,1
Desinventar 26/8/2019,BARAOUELI,1995,8,10/08/1995,0,0,134,1
Desinventar 26/8/2019,BLA,1999,7,12/07/1999,0,0,0,1
Desinventar 26/8/2019,MACINA,2008,7,19/07/2008,0,0,11,1
Desinventar 26/8/2019,NIONO,2009,9,07/09/2009,0,0,34,1
Desinventar 26/8/2019,NIONO,2009,8,31/08/2009,0,0,15,1
Desinventar 26/8/2019,NIONO,2009,9,13/09/2009,0,0,0,1
Desinventar 26/8/2019,SEGOU,2009,9,08/09/2009,0,0,4,1
Desinventar 26/8/2019,TOMINIAN,2009,9,12/09/2009,0,0,0,1
Desinventar 26/8/2019,TOMINIAN,2009,9,13/09/2009,0,1,0,1
Desinventar 26/8/2019,TOMINIAN,2009,9,01/09/2009,0,0,0,1
Desinventar 26/8/2019,TOMINIAN,1999,8,14/08/1999,0,0,27,1
Desinventar 26/8/2019,TOMINIAN,1999,8,14/08/1999,0,0,7,1
Desinventar 26/8/2019,TOMINIAN,1999,8,14/08/1999,0,1,0,1
Desinventar 26/8/2019,BARAOUELI,1999,8,14/08/1999,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,1999,8,10/08/1999,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,1999,8,10/08/1999,0,0,190,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,0,0,0,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,0,0,0,1
Desinventar 26/8/2019,BLA,2009,9,07/09/2009,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,7,08/07/2010,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,7,08/07/2010,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,7,08/07/2010,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,7,08/07/2010,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,7,08/07/2010,0,0,0,1
Desinventar 26/8/2019,BARAOUELI,2010,7,08/07/2010,0,0,0,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,0,0,0,1
Desinventar 26/8/2019,SEGOU,2010,6,27/06/2010,0,0,0,1
Desinventar 26/8/2019,SEGOU,2004,8,15/08/2004,0,0,0,1
Desinventar 26/8/2019,SEGOU,2004,8,15/08/2004,0,0,17,1
Desinventar 26/8/2019,BARAOUELI,1999,8,11/08/1999,0,0,110,1
Desinventar 26/8/2019,NIONO,1999,8,14/08/1999,0,0,0,1
Desinventar 26/8/2019,TOMINIAN,1999,8,14/08/1999,0,0,98,1
Desinventar 26/8/2019,TOMINIAN,1999,8,14/08/1999,0,0,27,1
Desinventar 26/8/2019,TOMINIAN,1999,8,14/08/1999,0,0,7,1
Desinventar 26/8/2019,TOMINIAN,1999,8,14/08/1999,0,1,0,1
Desinventar 26/8/2019,BARAOUELI,1999,8,10/08/1999,0,0,103,1
Statistique inondation mspc 2017,SEGOU,2017,9,09/08/2017,,0,10,1
Statistique inondation mspc 2017,SEGOU,2017,9,09/08/2017,,0,11,1
Desinventar 26/8/2019,KOUTIALA,2010,9,01/09/2010,2800,0,421,1
Desinventar 26/8/2019,SIKASSO,2010,10,10/10/2010,2119,0,1028,1
Desinventar 26/8/2019,SIKASSO,2012,8,21/08/2012,2034,0,21,1
Desinventar 26/8/2019,BOUGOUNI,2010,9,09/09/2010,1200,0,0,1
Desinventar 26/8/2019,KOUTIALA,2010,8,13/08/2010,828,0,0,1
Desinventar 26/8/2019,KOUTIALA,2012,8,14/08/2012,754,0,281,1
Desinventar 26/8/2019,YANFOLILA,2010,6,24/06/2010,700,0,5,1
Desinventar 26/8/2019,SIKASSO,1954,8,20/08/1954,686,0,0,1
Desinventar 26/8/2019,YANFOLILA,2009,8,24/08/2009,624,0,73,1
Desinventar 26/8/2019,KOUTIALA,2010,9,03/09/2010,618,0,346,1
Desinventar 26/8/2019,BOUGOUNI,1999,8,11/08/1999,597,0,0,1
Desinventar 26/8/2019,YOROSSO,2012,8,13/08/2012,553,0,287,1
Desinventar 26/8/2019,SIKASSO,2007,9,05/09/2007,514,0,62,1
Desinventar 26/8/2019,KOUTIALA,2012,9,01/09/2012,496,0,48,1
Desinventar 26/8/2019,YOROSSO,2006,8,31/08/2006,480,0,0,1
Desinventar 26/8/2019,YANFOLILA,1999,9,18/09/1999,478,0,735,1
Desinventar 26/8/2019,KOUTIALA,2010,8,01/08/2010,420,0,49,1
Desinventar 26/8/2019,BOUGOUNI,2010,9,09/09/2010,406,5,130,1
Desinventar 26/8/2019,YOROSSO,2014,11,16/11/2014,405,0,83,1
Desinventar 26/8/2019,KOUTIALA,2012,8,24/08/2012,352,0,166,1
Desinventar 26/8/2019,KOUTIALA,2010,8,11/08/2010,348,0,85,1
Desinventar 26/8/2019,KOUTIALA,2006,8,09/08/2006,330,1,888,1
Desinventar 26/8/2019,YOROSSO,2007,8,24/08/2007,287,0,102,1
Desinventar 26/8/2019,YANFOLILA,2013,8,14/08/2013,214,0,33,1
Desinventar 26/8/2019,YANFOLILA,2007,8,09/08/2007,183,0,74,1
Desinventar 26/8/2019,KOUTIALA,2009,8,21/08/2009,182,0,65,1
Desinventar 26/8/2019,SIKASSO,2010,9,05/09/2010,180,0,25,1
Desinventar 26/8/2019,KOUTIALA,2012,9,05/09/2012,150,0,109,1
Desinventar 26/8/2019,KOUTIALA,2014,8,04/08/2014,102,0,7,1
Desinventar 26/8/2019,YOROSSO,2012,8,15/08/2012,84,0,12,1
Desinventar 26/8/2019,SIKASSO,2009,6,18/06/2009,67,5,0,1
Desinventar 26/8/2019,SIKASSO,1996,6,13/06/1996,37,2,1,1
Desinventar 26/8/2019,KOLONDIEBA,2012,7,06/07/2012,27,1,0,1
Desinventar 26/8/2019,KOUTIALA,2012,9,08/09/2012,14,0,0,1
Desinventar 26/8/2019,KOLONDIEBA,2012,8,24/08/2012,13,1,0,1
Desinventar 26/8/2019,SIKASSO,2012,7,19/07/2012,8,3,1,1
Desinventar 26/8/2019,KOUTIALA,2012,8,20/08/2012,8,0,1,1
Desinventar 26/8/2019,SIKASSO,2010,4,19/04/2010,8,1,12,1
Desinventar 26/8/2019,YANFOLILA,2012,8,07/08/2012,7,1,1,1
Desinventar 26/8/2019,KOLONDIEBA,2012,8,24/08/2012,6,1,0,1
Desinventar 26/8/2019,SIKASSO,2012,7,06/07/2012,3,0,0,1
Desinventar 26/8/2019,SIKASSO,2009,8,24/08/2009,3,2,0,1
Desinventar 26/8/2019,KADIOLO,2007,9,06/09/2007,2,0,0,1
Desinventar 26/8/2019,BOUGOUNI,1999,8,06/08/1999,1,0,135,1
Desinventar 26/8/2019,KOUTIALA,2012,10,06/10/2012,1,0,1,1
Desinventar 26/8/2019,KOUTIALA,2012,8,21/08/2012,1,0,1,1
Desinventar 26/8/2019,YOROSSO,2012,9,01/09/2012,0,0,10,1
