lon,lat,fid,name,description,type,Administrative region,Date of installation
33.6471538,-10.3600174,25961,Vailet kumwenda tap ,Near ndengele tree,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",12/25/2013
33.6426697,-10.3466597,33854,Grades mughogho tap ,Near ndengele trees ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",5/17/2013
33.6421454,-10.3477989,23057,Grant kawonga tap,Near ndengele trees ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/10/2012
33.6424467,-10.3469474,18685,Harry mkwala tap,Near ndengele trees ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/15/2012
33.6425977,-10.3465381,19898,Makhumbo mughogho tap,Near ndengele trees ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/15/2012
33.6343617,-10.3532458,25590,Mighty kayira tap ,Near ndengele trees ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/17/2012
33.6425663,-10.3467427,18652,Vaines mugala tap,Near ndengele trees ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/15/2012
33.9566891,-10.9988398,11336,Luzi CCAP Mase tap,Near near Luzi CCAP ,Piped into yard/plot,"SC Jaravikuba Munthali, Mzimba, Malawi",8/13/2007
33.7472471,-10.9508052,7884,Cheyeka tap ,Near near ndayakiyala maize mill ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",1/1/2014
33.7382781,-10.9774529,3087,Ndindase madise tap ,Near nearmango tree close to  romantic catholic church ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",2/27/2015
33.9459797,-10.9463968,29583,Eunice Munthali ,Near Ng'onga housing office ,Piped into yard/plot,"STA Chisovya, Rumphi, Malawi",3/24/2005
33.9397483,-10.9416505,23936,WUA OFFICE TAP,Near Ng'onga Trading Centre ,Piped into yard/plot,"STA Chisovya, Rumphi, Malawi",7/20/2019
33.6109141,-10.3259733,8022,Cosam chivwalambale Mughogho tap ,Near ngwerebere bridge along Nthalire chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/3/2014
33.615799,-10.3284655,18974,Alice mkandawire tap ,Near ngwerewele bridge ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",5/14/2013
33.6160249,-10.3288137,12717,Felise kafunda tap ,Near ngwerewele bridge ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",5/10/2013
33.6175616,-10.327565,21913,Mandevu kalua tap ,Near ngwerewele bridge ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/3/2013
33.6164225,-10.3284967,12724,Minesi kalua tap ,Near ngwerewele bridge ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",5/13/2013
33.6418447,-10.3234275,2860,Rosemary kalua tap ,Near ngwerewele river ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/4/2015
33.6355634,-10.3450141,25078,Mabvuto simwaka tap,Near nhtalie Admarc ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/24/2013
33.6417605,-10.349664,26189,Mghogho,Near nhtalire st Ignitius primary school,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/22/2019
33.8487051,-11.0219077,27499,Agly gama tap,Near nimu tree ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",11/10/2008
33.7779124,-10.9719078,14802,Cosmas zgambo tap ,Near nimu tree ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",1/13/2014
33.7404737,-11.0005009,16191,Janet hara tap ,Near nimu tree ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",2/18/2004
33.8532817,-11.022356,25450,Maliyoni nyimbiri tap,Near nimu tree ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",7/12/1999
33.8565384,-11.0134791,19899,Chigwere tap,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2006
33.8576862,-11.0131116,14193,EH mkandawire tap,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2001
33.8561139,-11.0130554,14209,Kaunda tap,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2004
33.8570997,-11.0135921,4429,Kausipa tap,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/1998
33.8570853,-11.0133469,14169,Mkumbwa tap 1,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2007
33.8570476,-11.0131688,24432,Mkumbwa tap 2,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2000
33.8570762,-11.0130295,2908,Mkumbwa tap 3,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2002
33.8567794,-11.0138971,24504,Mkumbwa tap 4,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2002
33.8559839,-11.0126694,27960,Nyirenda tap,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2002
33.8560857,-11.0130108,7652,Phiri tap,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2000
33.8572966,-11.012684,1475,Tembo tap ,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2006
33.8564677,-11.0124511,14231,Thela tap,Near njerenjere maize mill ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2000
33.6357857,-10.3451076,5038,Benadeta simwaka tap,Near ntalire  Admarc office,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",4/16/2014
33.6360782,-10.3448963,25601, Marry kalua tap,Near nthalir Admarc office,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",3/10/2011
33.6366682,-10.3447477,25081,Admarc house No 3 tap,Near nthalire   Admarc,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/24/2013
33.635356,-10.3490843,35349,Harry chion tap,Near nthalire  police station,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/13/2012
33.642483,-10.3481955,14677,Fyabupi mbale tap ,Near nthalire /çhitipa ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/16/2015
33.6392249,-10.3465018,35178,Kondwani Chilenga tap,Near nthalire /çhitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",5/30/2012
33.6387367,-10.3441103,27671,Kondwani kawonga tap,Near nthalire /çhitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/3/2017
33.6418194,-10.3482678,25217,Aaron ng'ambi tap,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/15/2013
33.6235644,-10.3339512,7220,Amon mkandawire tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/15/2014
33.6392142,-10.3460853,26039,Augastin kalua tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/15/2013
33.6337805,-10.3368287,4672,Brave Luhanga tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/12/2013
33.641503,-10.3480089,2702,Charles mkwala tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/22/2015
33.6274074,-10.3348548,21402,Clever mkandawire tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/14/2015
33.6200656,-10.3343361,3438,Dolisa sichinga tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/15/2014
33.6175228,-10.3325038,11626,Dolisa vwalika tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/3/2015
33.6272882,-10.3353703,11535,Efelo mughogho tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/26/2015
33.6197308,-10.3342983,7525,Elenesi kalua tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/11/2014
33.6419459,-10.3488266,25015,Frorence rest house tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/11/2012
33.6279478,-10.3350311,3692,Gift mkandawire tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/24/2015
33.622341,-10.3345811,6752,Gift Simwaka tap,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/11/2014
33.6238605,-10.334063,14726,John mkandawire tap,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/16/2014
33.6394668,-10.3463611,4303,Judith chomba tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",5/17/2017
33.6292979,-10.3357976,3629,Kandingo kalua tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/30/2012
33.6388513,-10.3437313,21586,Lehuwa mbewe  tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/18/2012
33.641624,-10.3481684,26213,Lowàni mkwala tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/31/2012
33.6387116,-10.3432079,23186,Lyton kawonga tap,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",4/2/2015
33.6286942,-10.3357615,19063,Ndola kalua tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",12/10/2013
33.6391522,-10.3465089,24723,Noel kapira tap 1,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/10/2013
33.6259104,-10.3351735,21423,Stigo kalua tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/15/2014
33.6391918,-10.34478,968,Tomaida kawonga tap,Near Nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/17/2015
33.6418186,-10.3481519,24470,Uchizi ng'ambi tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/18/2015
33.6269944,-10.3347703,4092,Vende mkandawire tap ,Near nthalire /chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/10/2016
33.6397081,-10.3508072,13278,Diyasi kawonga tap ,Near nthalire /kajaliro road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/20/2016
33.6337061,-10.3546574,25597,Moreen Mwandira tap ,Near nthalire /kajaliro road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/2/2017
33.642224,-10.3296579,19202,Hilda msukwa tap ,Near nthalire /Lubembe road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/21/2013
33.6419919,-10.3486263,26154,Anthony kilembe tap,Near nthalire /Rumphi road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/26/2016
33.6470907,-10.3566438,17390,Aurthar kawonga tap,Near nthalire /Rumphi road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/29/2012
33.6430916,-10.3495974,5552,Lewis msiska tap ,Near nthalire /Rumphi road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/18/2016
33.6460915,-10.3540159,17128,Malumbo CBO maize mill tap ,Near nthalire /Rumphi road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",12/8/2014
33.6423732,-10.3496956,25080,Nthalire chipiku store tap,Near nthalire /Rumphi road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/15/2016
33.6426017,-10.3505533,27493,St ignatuos Roman Catholic Church tap ,Near nthalire /Rumphi road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/15/2018
33.6344787,-10.3469712,25711,Chimbia banda tap,Near nthalire ADMARC,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/9/2013
33.6373155,-10.3468919,17579,Community Development house tap,Near nthalire Admarc,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/5/2012
33.6366491,-10.3464123,23462,Edenly kaluatap,Near nthalire Admarc,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/4/2013
33.6349214,-10.3476751,25685,John nkhambule tap,Near nthalire ADMARC,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",12/22/2015
33.6358229,-10.347542,20363,Tiwonge kawonga tap,Near nthalire Admarc,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/16/2012
33.6397635,-10.3459036,21360,Amos sichinga tap ,Near nthalire Admarc ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/2/2019
33.6391573,-10.3464194,5707,Kamayabo silibonde tap ,Near nthalire Admarc ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/26/2013
33.6356441,-10.3475234,4704,Vuka gondwe tap,Near nthalire AMARK,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/10/2012
33.6399187,-10.350369,26038,T/A Nthalire tap,Near nthalire bus  depot,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/2/2011
33.6400487,-10.3497303,26186,Penjani mumbo tap,Near nthalire bus depot,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/7/2012
33.6393026,-10.3530334,28151,Andrew singini tap ,Near nthalire CDSS ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/17/2013
33.6398991,-10.3530371,25176,Davie kawonga tap ,Near nthalire CDSS ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/8/2018
33.6392183,-10.3532626,22544,Emanuel singini tap,Near nthalire CDSS ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/10/2017
33.6391677,-10.3531323,25186,Teresa singini tap ,Near nthalire CDSS ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/10/2017
33.6415479,-10.3502264,34157,Peterkings mzumala tap ,Near nthalire CDSS road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/6/2012
33.6412476,-10.3505904,29420,Phonex Mwandira tap ,Near nthalire CDSS road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/25/2015
33.6416031,-10.3501462,7264,Weninaweni maize mill tap ,Near nthalire CDSS road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/1/2015
33.642202,-10.3497015,2409,Adams kawonga tap ,Near nthalire chipiku store,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/1/2013
33.6356924,-10.3479152,23749,Leaner simkoko tap,Near nthalire commnity hall,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",4/4/2013
33.6397481,-10.3526552,25688,Lisbel mfune tap ,Near nthalire community day secondary ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/1/2012
33.6397889,-10.353173,26795,Bright W sichali tap ,Near nthalire community day secondary school ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/22/2015
33.6355785,-10.3514682,25592,Spiwe Munkhondya tap ,Near nthalire community day secondary school ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/10/2014
33.634898,-10.3480379,24699,Joseph munyimbiri tap,Near nthalire community hall,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/30/2012
33.6355016,-10.3483664,1230,Pasker banda tap ,Near nthalire community hall,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/9/2012
33.6465847,-10.349007,23569,Mfune tap ,Near nthalire health ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/18/2013
33.6416418,-10.3496532,26188,Sindila mumbo tap,Near nthalire health centre,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/5/2012
33.6462736,-10.3489969,22461,Benjamin kawonga tap ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/18/2018
33.6463137,-10.3490808,4008,Catherine chirwa tap,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",7/2/2018
33.6440999,-10.3479502,25038,Chakosa ng'ambi tap,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/15/2012
33.6452032,-10.3504664,151,Delive chioni tap ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/12/2019
33.6441903,-10.3473776,27820,Emily munthali tap ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",12/11/2012
33.6456688,-10.3502283,23592,Fishani kapira tap ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",12/22/2014
33.6428391,-10.3489971,24468,Kinesi kayira tap ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/10/2012
33.6436963,-10.347516,23033,Mackgrecious mtambo tap ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/19/2012
33.6454139,-10.3503453,22946,Marita msiska tàp ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/21/2012
33.6466171,-10.348824,27575,Matthews kalua tap,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",7/14/2016
33.6432538,-10.3475561,23050,Mumbo tap,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/21/2012
33.6449907,-10.3489112,23904,Phillip munthali tap,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/20/2013
33.6430762,-10.3489979,28527,Richard kayira tap ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/14/2012
33.6436265,-10.3500077,22458,Solomon mkandawire tap ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",7/4/2019
33.6458445,-10.3505848,30109,Wiseman sichinga tap ,Near nthalire health centre ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/12/2012
33.6438966,-10.3494764,23911,Elube msukwa tap,Near nthalire health centre staff house ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/20/2013
33.6305456,-10.3489938,26494,Fany kalua tap,Near nthalire LEA foot ball ground,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/3/2011
33.6315726,-10.3485386,2868,Joseph mughogho tap,Near nthalire LEA football ground,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",7/8/2014
33.6327846,-10.3490312,28322, Prince chion tap,Near nthalire LEA primary school,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/21/2011
33.6341744,-10.3533179,30148,Jimmy khumbanyiwa tap ,Near nthalire LEA Primary school ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/8/2016
33.633696,-10.3524074,2667,Walusungu kayira tap ,Near nthalire LEA Primary school ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/15/2014
33.6320351,-10.3484291,2339,Kalulu mtambo tap,Near nthalire LEA primary school foot ball ground,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/4/2013
33.6337011,-10.3521098,25838,Idah ng'ambi tap,Near nthalire LEA Primary schools ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/5/2015
33.62865,-10.3493495,26263,Lydia kayira tap,Near nthalire LEA school,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",12/29/2017
33.6352115,-10.3478254,23727,Emaniwellkawonga tap,Near nthalire LEAschool,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/9/2019
33.6400657,-10.3485738,27573,Wanyivwi mgala tap,Near nthalire main transiformer,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/1/2012
33.6385521,-10.3483914,34190,Misheck muyawa tap,Near nthalire market,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/31/2019
33.63925,-10.3486427,15475,Tutufye msongole,Near nthalire market,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/17/2011
33.637996,-10.3482043,25971,Women forum office tap,Near nthalire market,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/12/2012
33.6346464,-10.3498368,27863,Grace simwaka tap,Near nthalire polce office,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",7/31/2011
33.6358758,-10.3483377,23910,Manfred kawonga  tap,Near nthalire polic station,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/18/2012
33.6348785,-10.3469889,27572,Linile mkandawire tap,Near nthalire police,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/1/2014
33.6355494,-10.348395,19866,Lenson kanyimbo  tap,Near nthalire police  station,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/20/2012
33.6354137,-10.3487064,1287,Webster chilongo tap,Near nthalire police office,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/11/2012
33.6350576,-10.3485084,13242,Grolia msokwa tap,Near nthalire police station,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/13/2012
33.6351957,-10.3507307,29052,Mwamboneke guest house tap ,Near nthalire police station ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/16/2015
33.6357182,-10.3509542,1276,Pentalcostal holiness association church tap,Near nthalire police station ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",1/10/2014
33.6388696,-10.3480013,27131,Lonia mgala tap,Near nthalire post office,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/25/2012
33.6415983,-10.3494832,26187,N'gambi,Near nthalire st Igintius primary schoo,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/22/2019
33.6369119,-10.3492773,21681,Nthalire post office house 2 tap,Near nthalire stadium,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/9/2012
33.6376094,-10.3510688,29285,Church of christ tap ,Near nthalire stadium ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",10/22/2012
33.6390893,-10.3511156,35684,Jaffert mteya tap ,Near nthalire stadium ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",11/10/2015
33.6388474,-10.3511056,6609,Stonkley  Munkhondya tap ,Near nthalire stadium ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",8/7/2012
33.6417833,-10.3478316,24826,Suta ng'ambi tap,Near nthalire/chitipa road ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",6/10/2013
33.6620208,-10.3505854,28028,Florence kapira tap ,Near nthinthi natural tree ,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",9/13/2012
33.640711,-10.3488285,26033,Mutchayasimbi kaonga  tap,Near nthslire bus depot,Piped into yard/plot,"TA Nthalire, Chitipa, Malawi",4/2/2012
33.8469389,-11.0184344,24854,Haliet nyasulu tap ,Near nyasulu tap ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",8/26/2013
33.977491,-10.8540731,15308,Gerald Wayanga tap ,Near nyika hills ,Piped into yard/plot,"SC Mwahenga, Rumphi, Malawi",5/18/2015
33.8496972,-11.0161522,15619,Merry mkupa Gondwe tap ,Near orange ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",7/16/2009
33.6585769,-10.9613733,11583,Dominec Gondwe tap ,Near orange tree,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",1/1/2018
33.6590336,-10.9618076,7163,Wellin chihana tap,Near orange tree,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",1/1/2018
33.8494753,-11.0176271,17075,Ackson mughogho tap ,Near orange tree ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",7/18/2007
33.7386851,-10.9491739,387,Catherine chizala tap ,Near orange tree ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",1/7/2014
33.9407772,-11.0139879,8165,Chrissy Mnthali tap,Near orange tree ,Piped into yard/plot,"SC Jaravikuba Munthali, Mzimba, Malawi",8/23/2016
33.8457676,-11.0194516,2406,Grace mwale tap ,Near orange tree ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",9/18/2013
33.8492796,-11.0175015,20445,Happy nyasulu tap,Near orange tree ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",6/20/1994
33.7428349,-10.9884129,35090,Ireen soko tap,Near orange tree ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",12/31/2003
33.7538096,-10.9821884,21005,Joston nyirongo ,Near orange tree ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",11/20/2007
33.8491151,-11.0216271,20199,Luciya chilongo tap ,Near orange tree ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",12/17/2003
33.7482459,-10.9759976,16519,Mebo Gondwe tap ,Near orange tree ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",2/10/2014
33.8532976,-11.0127687,28497,Namazi tap,Near orange tree ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",8/21/2018
33.9414372,-11.014751,27857,Nyawalonga tap,Near orange tree ,Piped into yard/plot,"SC Jaravikuba Munthali, Mzimba, Malawi",9/22/2015
33.9326296,-11.0393828,27181,Wasambo kaira tap,Near orange tree ,Piped into yard/plot,"SC Jaravikuba Munthali, Mzimba, Malawi",9/15/2016
33.7647792,-10.973191,16068,Kamoza chenda tap ,Near orange tree close to Barwe orphan care building ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",11/28/2004
33.9818784,-10.8634864,7933,Nyamunyirongo ,Near orange trees,Piped into yard/plot,"SC Mwahenga, Rumphi, Malawi",2/27/1997
33.9810076,-10.8545225,15241,Chirwa kanyoloka tap ,Near orange trees ,Piped into yard/plot,"SC Mwahenga, Rumphi, Malawi",2/19/2014
33.9908663,-10.8601401,6076,Mada Gondwe tap ,Near orange trees ,Piped into yard/plot,"SC Mwahenga, Rumphi, Malawi",6/25/2014
33.8514999,-11.0196986,26920,Alice mwaza tap ,Near orrange tree,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",11/24/2006
33.8609245,-11.0144265,21015,Kalonde tap,Near our future road ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/1997
33.8604816,-11.0146308,19698,Kalonde tap 2,Near our future road ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2011
33.8602514,-11.0148387,6883,Kalonde tap 3,Near our future road ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2001
33.8600945,-11.0143846,4667,Kalonde tap 4,Near our future road ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2005
33.8578837,-11.0115043,21170,Sikwese tap,Near our future road ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/2004
33.8579178,-11.0116625,1168,Sikwese tap2,Near our future road ,Piped into yard/plot,"Rumphi Boma, Rumphi, Malawi",1/1/1999
33.8073507,-11.8398074,27772,Chikangawa Dam Compound Communal tap water 4,Near Pair tree ,Piped into yard/plot,"SC Kampingo Sibande, Mzimba, Malawi",9/7/1980
33.7449077,-10.9794133,905,John nyirendas tap ,Near papaw tree ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",7/28/2009
33.7591364,-10.9718142,17017,Gona muchuma tap ,Near papaw tree in muthwika village at Barwe ,Piped into yard/plot,"TA Chikulamayembe, Rumphi, Malawi",5/31/2004
33.6894756,-12.2961239,19729,Mphwanya tap 17,Near path  and  aridge  of sweet potatoes ,Piped into yard/plot,"TA Mzikubola, Mzimba, Malawi",6/15/2011
33.6889641,-12.2959285,35892,Mphwanya tap 15,Near path  and  surrounded by sugarcanes. ,Piped into yard/plot,"TA Mzikubola, Mzimba, Malawi",6/15/2011
