,dis
1997-01-02,95.937874
1997-01-05,109.79854
1997-01-09,117.93854
1997-01-12,127.280594
1997-01-16,107.88646
1997-01-19,202.36728
1997-01-23,182.02925
1997-01-26,207.04826
1997-01-30,113.68181
1997-02-02,91.25833
1997-02-06,77.38793
1997-02-09,69.108826
1997-02-13,62.59592
1997-02-16,61.81757
1997-02-20,52.132164
1997-02-23,51.846653
1997-02-27,47.77399
1997-03-02,42.112877
1997-03-06,36.659344
1997-03-09,34.57193
1997-03-13,36.441463
1997-03-16,32.25688
1997-03-20,33.54403
1997-03-23,32.56551
1997-03-27,91.884514
1997-03-30,160.08989
1997-04-03,245.36961
1997-04-06,228.85869
1997-04-10,200.82481
1997-04-13,180.90419
1997-04-17,212.73859
1997-04-20,270.38895
1997-04-24,291.0868
1997-04-27,269.72433
1997-05-01,435.8932
1997-05-04,343.33582
1997-05-08,240.24377
1997-05-11,232.2079
1997-05-15,363.79736
1997-05-18,350.87744
1997-05-22,245.4652
1997-05-25,227.8682
1997-05-29,202.46922
1997-06-01,215.68184
1997-06-05,245.30638
1997-06-08,269.04584
1997-06-12,196.78609
1997-06-15,188.53714
1997-06-19,193.84656
1997-06-22,230.03014
1997-06-26,175.88928
1997-06-29,160.49055
1997-07-03,143.89
1997-07-06,126.32186
1997-07-10,169.82797
1997-07-13,163.84749
1997-07-17,309.65906
1997-07-20,212.36626
1997-07-24,177.10321
1997-07-27,165.32524
1997-07-31,126.07833
1997-08-03,160.99278
1997-08-07,182.44238
1997-08-10,191.5763
1997-08-14,160.22632
1997-08-17,187.09615
1997-08-21,181.3288
1997-08-24,193.77931
1997-08-28,183.41371
1997-08-31,173.82233
1997-09-04,100.3364
1997-09-07,87.01996
1997-09-11,96.195694
1997-09-14,95.82398
1997-09-18,91.70055
1997-09-21,82.39622
1997-09-25,80.80936
1997-09-28,80.20733
1997-10-02,86.57853
1997-10-05,91.76522
1997-10-09,107.02917
1997-10-12,154.02928
1997-10-16,217.3541
1997-10-19,300.3887
1997-10-23,381.38568
1997-10-26,338.19507
1997-10-30,266.48068
1997-11-02,367.9046
1997-11-06,537.7096
1997-11-09,408.73996
1997-11-13,603.76025
1997-11-16,559.1491
1997-11-20,494.90598
1997-11-23,575.28357
1997-11-27,502.4356
1997-11-30,579.0766
1997-12-04,648.6083
1997-12-07,747.40607
1997-12-11,695.127
1997-12-14,956.76154
1997-12-18,920.59106
1997-12-21,840.36487
1997-12-25,745.38226
1997-12-28,764.9125
1998-01-02,607.87854
1998-01-05,849.6961
1998-01-09,804.57043
1998-01-12,950.6352
1998-01-16,669.2986
1998-01-19,643.89417
1998-01-23,549.905
1998-01-26,467.7925
1998-01-30,586.737
1998-02-02,459.06375
1998-02-06,353.5367
1998-02-09,355.94574
1998-02-13,609.5569
1998-02-16,369.08087
1998-02-20,568.48083
1998-02-23,253.51039
1998-02-27,192.34454
1998-03-02,170.7858
1998-03-06,154.67383
1998-03-09,185.27274
1998-03-13,190.36113
1998-03-16,147.03035
1998-03-20,133.6313
1998-03-23,171.24754
1998-03-27,197.09898
1998-03-30,185.50885
1998-04-03,153.98451
1998-04-06,194.09435
1998-04-10,234.38722
1998-04-13,424.88925
1998-04-17,486.87714
1998-04-20,356.10382
1998-04-24,388.702
1998-04-27,639.7023
1998-05-01,384.9187
1998-05-04,509.42606
1998-05-08,454.47775
1998-05-11,390.0157
1998-05-15,405.991
1998-05-18,347.21136
1998-05-22,249.16292
1998-05-25,298.9918
1998-05-29,221.76907
1998-06-01,196.50182
1998-06-05,245.05995
1998-06-08,311.90884
1998-06-12,236.5225
1998-06-15,209.87918
1998-06-19,511.0956
1998-06-22,255.93103
1998-06-26,217.05817
1998-06-29,233.26228
1998-07-03,223.67422
1998-07-06,166.57594
1998-07-10,162.18564
1998-07-13,180.444
1998-07-17,168.46309
1998-07-20,177.95705
1998-07-24,148.06837
1998-07-27,166.9063
1998-07-31,168.61227
1998-08-03,173.35562
1998-08-07,173.70808
1998-08-10,149.44421
1998-08-14,168.38457
1998-08-17,122.07078
1998-08-21,187.55641
1998-08-24,118.61966
1998-08-28,179.44685
1998-08-31,221.22842
1998-09-04,151.66911
1998-09-07,120.79446
1998-09-11,109.92475
1998-09-14,131.45648
1998-09-18,178.03722
1998-09-21,150.41101
1998-09-25,124.20505
1998-09-28,214.33421
1998-10-02,228.19063
1998-10-05,179.89749
1998-10-09,126.35623
1998-10-12,203.77565
1998-10-16,221.1121
1998-10-19,209.7334
1998-10-23,144.01959
1998-10-26,201.47514
1998-10-30,184.08678
1998-11-02,265.4756
1998-11-06,212.4237
1998-11-09,210.76541
1998-11-13,255.58447
1998-11-16,176.63506
1998-11-20,222.48228
1998-11-23,167.17606
1998-11-27,137.48296
1998-11-30,121.19231
1998-12-04,105.36162
1998-12-07,102.95337
1998-12-11,109.00419
1998-12-14,95.33154
1998-12-18,93.2297
1998-12-21,96.76569
1998-12-25,83.45247
1998-12-28,77.57598
1999-01-02,76.71253
1999-01-05,74.87439
1999-01-09,68.71603
1999-01-12,96.50892
1999-01-16,95.70859
1999-01-19,131.79474
1999-01-23,99.83992
1999-01-26,93.9208
1999-01-30,71.95861
1999-02-02,65.49256
1999-02-06,58.922363
1999-02-09,54.68252
1999-02-13,51.33991
1999-02-16,54.810932
1999-02-20,45.026505
1999-02-23,41.05529
1999-02-27,38.322662
1999-03-02,43.21576
1999-03-06,52.217976
1999-03-09,94.226326
1999-03-13,180.58177
1999-03-16,570.4635
1999-03-20,228.38075
1999-03-23,171.23248
1999-03-27,181.56255
1999-03-30,348.8448
1999-04-03,302.3746
1999-04-06,326.7388
1999-04-10,274.5893
1999-04-13,278.24948
1999-04-17,271.69907
1999-04-20,335.17245
1999-04-24,267.60806
1999-04-27,366.96967
1999-05-01,465.05588
1999-05-04,524.33276
1999-05-08,406.2056
1999-05-11,297.80786
1999-05-15,321.06827
1999-05-18,369.2464
1999-05-22,320.59402
1999-05-25,245.58795
1999-05-29,217.23563
1999-06-01,289.43472
1999-06-05,229.34602
1999-06-08,277.4186
1999-06-12,221.35722
1999-06-15,190.638
1999-06-19,166.19678
1999-06-22,153.35818
1999-06-26,200.83727
1999-06-29,241.89293
1999-07-03,244.37363
1999-07-06,217.56122
1999-07-10,172.58571
1999-07-13,165.46495
1999-07-17,170.40952
1999-07-20,133.14775
