,dis
1997-01-02,4.0228486
1997-01-05,3.799564
1997-01-09,3.5349472
1997-01-12,3.4061377
1997-01-16,3.2225575
1997-01-19,3.1384256
1997-01-23,2.9784398
1997-01-26,2.8494003
1997-01-30,2.7459462
1997-02-02,2.6727357
1997-02-06,2.560361
1997-02-09,2.4953394
1997-02-13,2.3930936
1997-02-16,2.3095548
1997-02-20,2.2286265
1997-02-23,2.175376
1997-02-27,2.0998015
1997-03-02,2.029508
1997-03-06,1.9171419
1997-03-09,1.8530105
1997-03-13,1.7575545
1997-03-16,1.709806
1997-03-20,1.6359437
1997-03-23,1.5672451
1997-03-27,1.5436407
1997-03-30,1.6067301
1997-04-03,1.6291159
1997-04-06,2.9638574
1997-04-10,13.741254
1997-04-13,19.001675
1997-04-17,27.620018
1997-04-20,24.544754
1997-04-24,25.270761
1997-04-27,35.175724
1997-05-01,119.98997
1997-05-04,117.01935
1997-05-08,88.99608
1997-05-11,66.40062
1997-05-15,64.253365
1997-05-18,70.50597
1997-05-22,71.85097
1997-05-25,56.687717
1997-05-29,40.808838
1997-06-01,32.29434
1997-06-05,24.058441
1997-06-08,19.664858
1997-06-12,15.389123
1997-06-15,13.091878
1997-06-19,11.721743
1997-06-22,12.917451
1997-06-26,13.4131975
1997-06-29,13.09136
1997-07-03,13.144343
1997-07-06,13.110956
1997-07-10,13.473304
1997-07-13,21.84864
1997-07-17,35.727634
1997-07-20,34.693855
1997-07-24,26.99891
1997-07-27,25.39798
1997-07-31,23.074646
1997-08-03,24.700129
1997-08-07,30.812212
1997-08-10,32.085308
1997-08-14,33.396553
1997-08-17,29.025963
1997-08-21,21.945343
1997-08-24,17.897282
1997-08-28,13.956511
1997-08-31,11.773798
1997-09-04,9.610433
1997-09-07,8.313326
1997-09-11,6.9419284
1997-09-14,6.1725173
1997-09-18,5.318021
1997-09-21,4.7697124
1997-09-25,4.1466117
1997-09-28,3.7870045
1997-10-02,3.3823857
1997-10-05,3.1108873
1997-10-09,2.800593
1997-10-12,2.641012
1997-10-16,2.4517133
1997-10-19,2.4966502
1997-10-23,49.049458
1997-10-26,68.32669
1997-10-30,97.922
1997-11-02,74.26315
1997-11-06,51.038166
1997-11-09,40.16979
1997-11-13,44.228096
1997-11-16,63.456074
1997-11-20,62.775837
1997-11-23,73.12111
1997-11-27,67.50078
1997-11-30,55.84449
1997-12-04,42.440186
1997-12-07,48.157745
1997-12-11,69.982635
1997-12-14,58.198963
1997-12-18,44.134007
1997-12-21,40.55516
1997-12-25,33.49021
1997-12-28,37.50122
1998-01-02,31.49472
1998-01-05,29.161575
1998-01-09,22.805727
1998-01-12,20.959675
1998-01-16,19.145624
1998-01-19,22.657059
1998-01-23,22.8175
1998-01-26,20.344538
1998-01-30,16.18745
1998-02-02,13.402669
1998-02-06,10.455952
1998-02-09,8.893289
1998-02-13,7.743523
1998-02-16,7.5926538
1998-02-20,12.082561
1998-02-23,15.939088
1998-02-27,15.91767
1998-03-02,13.69596
1998-03-06,10.843937
1998-03-09,9.191525
1998-03-13,7.510882
1998-03-16,6.554142
1998-03-20,5.5951943
1998-03-23,5.048455
1998-03-27,4.4516845
1998-03-30,4.089672
1998-04-03,3.6726878
1998-04-06,3.4552107
1998-04-10,3.2263455
1998-04-13,3.5727453
1998-04-17,5.7948785
1998-04-20,6.800173
1998-04-24,7.3260074
1998-04-27,8.052696
1998-05-01,9.299302
1998-05-04,9.398814
1998-05-08,9.254777
1998-05-11,12.227918
1998-05-15,22.312605
1998-05-18,31.449057
1998-05-22,40.860313
1998-05-25,36.716457
1998-05-29,28.671387
1998-06-01,24.014822
1998-06-05,19.282923
1998-06-08,17.218166
1998-06-12,19.412663
1998-06-15,20.135778
1998-06-19,19.510658
1998-06-22,17.911972
1998-06-26,15.7817135
1998-06-29,14.284694
1998-07-03,12.504021
1998-07-06,11.655039
1998-07-10,11.0600195
1998-07-13,10.4263735
1998-07-17,9.187179
1998-07-20,8.83386
1998-07-24,124.231285
1998-07-27,98.40301
1998-07-31,63.398525
1998-08-03,48.066204
1998-08-07,36.91873
1998-08-10,31.399216
1998-08-14,24.551825
1998-08-17,21.439196
1998-08-21,20.663202
1998-08-24,21.155043
1998-08-28,21.784904
1998-08-31,24.199947
1998-09-04,27.993765
1998-09-07,26.548052
1998-09-11,21.853762
1998-09-14,18.127003
1998-09-18,14.351807
1998-09-21,12.379928
1998-09-25,10.688858
1998-09-28,10.277875
1998-10-02,12.199156
1998-10-05,135.20078
1998-10-09,115.118965
1998-10-12,86.83323
1998-10-16,62.53376
1998-10-19,53.35569
1998-10-23,38.97849
1998-10-26,32.094437
1998-10-30,27.410744
1998-11-02,25.21784
1998-11-06,20.56999
1998-11-09,17.191383
1998-11-13,15.458672
1998-11-16,15.862597
1998-11-20,13.05014
1998-11-23,10.847314
1998-11-27,8.57913
1998-11-30,7.2861886
1998-12-04,5.9486465
1998-12-07,5.194075
1998-12-11,4.354942
1998-12-14,3.860882
1998-12-18,3.3448083
1998-12-21,3.0107203
1998-12-25,2.6196408
1998-12-28,2.36311
1999-01-02,2.0023584
1999-01-05,1.8390594
1999-01-09,1.6290185
1999-01-12,1.4887096
1999-01-16,1.3364006
1999-01-19,1.2425236
1999-01-23,1.131968
1999-01-26,1.0266908
1999-01-30,0.87730086
1999-02-02,0.7873984
1999-02-06,0.6624479
1999-02-09,0.5901472
1999-02-13,0.52990717
1999-02-16,0.4777941
1999-02-20,0.38005045
1999-02-23,0.3377703
1999-02-27,0.29123992
1999-03-02,0.27061304
1999-03-06,0.24961369
1999-03-09,0.24482805
1999-03-13,0.2738469
1999-03-16,0.6886523
1999-03-20,3.382824
1999-03-23,4.38827
1999-03-27,4.256342
1999-03-30,3.9388742
1999-04-03,5.837029
1999-04-06,8.193505
1999-04-10,11.488816
1999-04-13,13.521784
1999-04-17,12.1329565
1999-04-20,19.586342
1999-04-24,21.602873
1999-04-27,20.82349
1999-05-01,20.851906
1999-05-04,28.428251
1999-05-08,40.690178
1999-05-11,37.424908
1999-05-15,32.80362
1999-05-18,35.15792
1999-05-22,40.932335
1999-05-25,34.2139
1999-05-29,25.312717
1999-06-01,21.354607
1999-06-05,19.81256
1999-06-08,20.25587
1999-06-12,36.961575
1999-06-15,41.541027
1999-06-19,30.414972
1999-06-22,24.53233
1999-06-26,19.216486
1999-06-29,17.089504
1999-07-03,19.456303
1999-07-06,19.48545
1999-07-10,17.3585
1999-07-13,15.497437
1999-07-17,13.444498
1999-07-20,11.994154
1999-07-24,11.600248
1999-07-27,11.10308
1999-07-31,12.166454
1999-08-03,14.30485
1999-08-07,17.268652
1999-08-10,25.4685
1999-08-14,40.96102
1999-08-17,46.413578
1999-08-21,50.420815
1999-08-24,42.083443
1999-08-28,31.717705
1999-08-31,35.903465
1999-09-04,61.07631
1999-09-07,70.92309
1999-09-11,62.762196
1999-09-14,52.592716
1999-09-18,43.248207
1999-09-21,35.901268
1999-09-25,29.671268
1999-09-28,24.713459
1999-10-02,40.62884
1999-10-05,44.756363
1999-10-09,79.32859
1999-10-12,103.09096
1999-10-16,107.1334
1999-10-19,87.25175
1999-10-23,61.1696
1999-10-26,48.218956
1999-10-30,33.096165
1999-11-02,27.19946
1999-11-06,20.858868
1999-11-09,17.411478
1999-11-13,13.888553
1999-11-16,11.898478
1999-11-20,9.622757
1999-11-23,8.17063
1999-11-27,6.7711897
1999-11-30,6.057325
1999-12-04,6.3238144
1999-12-07,6.3381963
1999-12-11,6.439478
1999-12-14,6.3376627
1999-12-18,5.8396583
1999-12-21,5.3627334
1999-12-25,4.7434416
1999-12-28,4.317416
2000-01-02,3.7008824
2000-01-05,3.3511734
2000-01-09,2.9468997
2000-01-12,2.687427
2000-01-16,2.382823
2000-01-19,2.1967497
2000-01-23,1.9823614
2000-01-26,1.8044727
2000-01-30,1.6127505
2000-02-02,1.4968021
2000-02-06,1.3844268
2000-02-09,1.3059852
2000-02-13,1.1835768
2000-02-16,1.1080862
2000-02-20,1.0188642
2000-02-23,0.943848
2000-02-27,0.8754746
2000-03-02,0.8021056
2000-03-06,0.74222463
2000-03-09,0.7065988
2000-03-13,0.653134
2000-03-16,0.6240208
2000-03-20,0.5879536
2000-03-23,0.5325697
2000-03-27,0.5051332
2000-03-30,0.4825519
2000-04-03,0.45038524
2000-04-06,0.44124982
2000-04-10,0.45736182
2000-04-13,0.47181273
2000-04-17,0.56692487
2000-04-20,0.6834968
2000-04-24,0.9258868
2000-04-27,1.3109818
2000-05-01,4.4416428
2000-05-04,7.791446
2000-05-08,12.444762
2000-05-11,14.315528
2000-05-15,26.613222
2000-05-18,52.33788
2000-05-22,39.790398
2000-05-25,31.4279
