,dis
1997-01-02,2.7392397
1997-01-05,3.0050704
1997-01-09,2.9833367
1997-01-12,2.9405787
1997-01-16,2.878663
1997-01-19,2.8422303
1997-01-23,2.7922635
1997-01-26,2.7468529
1997-01-30,2.6869214
1997-02-02,2.4035406
1997-02-06,2.1436777
1997-02-09,2.1150434
1997-02-13,2.1467757
1997-02-16,2.0845838
1997-02-20,1.9467914
1997-02-23,1.8889409
1997-02-27,1.8197887
1997-03-02,0.3003713
1997-03-06,0.14999156
1997-03-09,0.1443484
1997-03-13,0.13693927
1997-03-16,0.13152967
1997-03-20,0.124604136
1997-03-23,0.11926745
1997-03-27,0.1128587
1997-03-30,0.81146073
1997-04-03,3.384301
1997-04-06,29.448847
1997-04-10,24.004705
1997-04-13,33.86641
1997-04-17,8.274842
1997-04-20,4.0566235
1997-04-24,48.788513
1997-04-27,88.624695
1997-05-01,75.01669
1997-05-04,57.089073
1997-05-08,90.67792
1997-05-11,30.101505
1997-05-15,30.806654
1997-05-18,23.328888
1997-05-22,5.596035
1997-05-25,2.1685724
1997-05-29,0.5747516
1997-06-01,0.3873214
1997-06-05,0.25457665
1997-06-08,0.19414139
1997-06-12,0.1451247
1997-06-15,0.12298326
1997-06-19,0.22227813
1997-06-22,13.605488
1997-06-26,5.907911
1997-06-29,11.050514
1997-07-03,22.645159
1997-07-06,20.71851
1997-07-10,15.146748
1997-07-13,9.065365
1997-07-17,1.9469554
1997-07-20,0.54203147
1997-07-24,11.309555
1997-07-27,27.983438
1997-07-31,13.964877
1997-08-03,8.133339
1997-08-07,32.144352
1997-08-10,24.420637
1997-08-14,8.557061
1997-08-17,5.3188205
1997-08-21,4.078402
1997-08-24,4.0632505
1997-08-28,3.5414948
1997-08-31,2.2994072
1997-09-04,4.028717
1997-09-07,2.9971416
1997-09-11,2.0661516
1997-09-14,1.6694789
1997-09-18,0.38088626
1997-09-21,0.24567352
1997-09-25,0.21334095
1997-09-28,0.21226166
1997-10-02,0.21386866
1997-10-05,0.21171787
1997-10-09,0.20863299
1997-10-12,0.20840652
1997-10-16,0.2115527
1997-10-19,0.32413042
1997-10-23,16.0732
1997-10-26,20.355206
1997-10-30,7.585286
1997-11-02,4.759739
1997-11-06,2.871485
1997-11-09,1.9836015
1997-11-13,2.2017746
1997-11-16,3.6803038
1997-11-20,10.865233
1997-11-23,10.068188
1997-11-27,5.5120625
1997-11-30,3.686966
1997-12-04,3.7110732
1997-12-07,3.57895
1997-12-11,6.898454
1997-12-14,6.02806
1997-12-18,5.958708
1997-12-21,34.00682
1997-12-25,16.001282
1997-12-28,20.436886
1998-01-02,9.060936
1998-01-05,8.00284
1998-01-09,6.1372223
1998-01-12,16.940365
1998-01-16,10.62838
1998-01-19,6.8865457
1998-01-23,4.6879888
1998-01-26,3.757385
1998-01-30,2.9872572
1998-02-02,2.4877203
1998-02-06,1.9152515
1998-02-09,1.7929162
1998-02-13,38.39819
1998-02-16,18.362333
1998-02-20,8.779023
1998-02-23,6.8071613
1998-02-27,4.1748924
1998-03-02,1.4996486
1998-03-06,0.17262402
1998-03-09,0.13845283
1998-03-13,0.10906509
1998-03-16,0.09331723
1998-03-20,0.07688305
1998-03-23,0.07223956
1998-03-27,0.06890706
1998-03-30,0.06266393
1998-04-03,0.054278813
1998-04-06,0.049723227
1998-04-10,0.046968337
1998-04-13,0.210089
1998-04-17,0.18183596
1998-04-20,0.14748394
1998-04-24,0.10178794
