,dis
1997-01-02,0.00017001492
1997-01-05,0.0004578683
1997-01-09,0.0006660179
1997-01-12,0.000730945
1997-01-16,0.000689265
1997-01-19,0.00079305
1997-01-23,0.000809458
1997-01-26,0.0007862087
1997-01-30,0.00069907936
1997-02-02,0.0002628262
1997-02-06,4.7622918e-05
1997-02-09,3.9370836e-05
1997-02-13,4.0135998e-05
1997-02-16,3.426296e-05
1997-02-20,2.7090273e-05
1997-02-23,2.2828259e-05
1997-02-27,1.83175e-05
1997-03-02,1.5628342e-05
1997-03-06,1.2773867e-05
1997-03-09,1.1059898e-05
1997-03-13,9.188667e-06
1997-03-16,8.0306645e-06
1997-03-20,6.806359e-06
1997-03-23,5.9971107e-06
1997-03-27,3.331066e-05
1997-03-30,0.001554495
1997-04-03,0.27019182
1997-04-06,1.4167281
1997-04-10,0.785123
1997-04-13,0.23393841
1997-04-17,0.08628118
1997-04-20,0.048313215
1997-04-24,2.0205374
1997-04-27,1.2135495
1997-05-01,11.087787
1997-05-04,19.027658
1997-05-08,39.645756
1997-05-11,37.601864
1997-05-15,27.904406
1997-05-18,15.925212
1997-05-22,1.3002139
1997-05-25,0.05083625
1997-05-29,0.021216461
1997-06-01,0.013002307
1997-06-05,0.006716433
1997-06-08,0.0042573665
1997-06-12,0.0024080537
1997-06-15,0.00208667
1997-06-19,0.002456478
1997-06-22,0.004876914
1997-06-26,0.0029931897
1997-06-29,0.0022112615
1997-07-03,0.004668059
1997-07-06,0.010459377
1997-07-10,0.18714836
1997-07-13,0.21223566
1997-07-17,0.066695094
1997-07-20,0.03384574
1997-07-24,0.022883262
1997-07-27,0.02206626
1997-07-31,0.01354508
1997-08-03,0.02662577
1997-08-07,0.040053494
1997-08-10,0.025308482
1997-08-14,0.011764702
1997-08-17,0.006845588
1997-08-21,0.0045865905
1997-08-24,0.0046070507
1997-08-28,0.00505503
1997-08-31,0.0031670164
1997-09-04,0.0018090642
1997-09-07,0.0012126963
1997-09-11,0.00074857473
1997-09-14,0.0005924991
1997-09-18,0.00036003726
1997-09-21,0.0002699318
