,dis
1997-01-02,11.980461
1997-01-05,11.745908
1997-01-09,11.041231
1997-01-12,13.078706
1997-01-16,12.599031
1997-01-19,15.16368
1997-01-23,16.028944
1997-01-26,14.032959
1997-01-30,12.46187
1997-02-02,11.581501
1997-02-06,10.744741
1997-02-09,10.305526
1997-02-13,10.109791
1997-02-16,9.929266
1997-02-20,9.725248
1997-02-23,9.550114
1997-02-27,9.365029
1997-03-02,9.252548
1997-03-06,9.312793
1997-03-09,9.104738
1997-03-13,8.819801
1997-03-16,8.597547
1997-03-20,8.396705
1997-03-23,8.251065
1997-03-27,11.264425
1997-03-30,13.715326
1997-04-03,21.14894
1997-04-06,32.87128
1997-04-10,42.891315
1997-04-13,32.286335
1997-04-17,30.428766
1997-04-20,30.630522
1997-04-24,45.818203
1997-04-27,47.14517
1997-05-01,63.04336
1997-05-04,59.193066
1997-05-08,33.430332
1997-05-11,26.556484
1997-05-15,37.050617
1997-05-18,68.63897
1997-05-22,38.12309
1997-05-25,24.74097
1997-05-29,16.524736
1997-06-01,13.5732155
1997-06-05,12.214024
1997-06-08,11.715215
1997-06-12,10.676332
1997-06-15,10.003859
1997-06-19,9.9026575
1997-06-22,13.310604
1997-06-26,14.726396
1997-06-29,12.640288
1997-07-03,11.159284
1997-07-06,18.790045
1997-07-10,57.309017
1997-07-13,33.876072
1997-07-17,19.548262
1997-07-20,15.387506
1997-07-24,11.840652
1997-07-27,10.393756
1997-07-31,10.1666765
1997-08-03,11.439758
1997-08-07,9.731959
1997-08-10,9.503446
1997-08-14,15.613323
1997-08-17,12.869218
1997-08-21,13.186991
1997-08-24,14.728902
1997-08-28,14.46858
1997-08-31,43.99997
1997-09-04,31.247911
1997-09-07,26.382946
1997-09-11,19.796705
1997-09-14,14.889818
1997-09-18,14.532208
1997-09-21,11.600386
1997-09-25,9.331009
1997-09-28,8.34899
1997-10-02,7.290544
1997-10-05,6.775629
1997-10-09,7.132333
1997-10-12,11.657018
1997-10-16,43.079647
1997-10-19,64.812744
1997-10-23,78.7988
1997-10-26,52.239304
1997-10-30,45.27409
1997-11-02,76.35632
1997-11-06,62.900932
1997-11-09,54.90675
1997-11-13,69.13067
1997-11-16,50.472023
1997-11-20,46.39019
1997-11-23,110.21174
1997-11-27,87.13916
1997-11-30,101.76544
1997-12-04,106.052475
1997-12-07,128.21283
1997-12-11,103.50282
1997-12-14,121.82782
1997-12-18,105.57444
1997-12-21,93.35082
1997-12-25,118.69809
1997-12-28,141.94685
1998-01-02,81.88469
1998-01-05,69.54962
1998-01-09,78.03432
1998-01-12,89.178856
1998-01-16,65.78612
1998-01-19,55.51979
1998-01-23,48.815502
1998-01-26,42.25939
1998-01-30,38.74122
1998-02-02,33.080322
1998-02-06,26.68128
1998-02-09,32.4449
1998-02-13,45.766773
1998-02-16,47.849354
1998-02-20,27.094978
1998-02-23,26.498375
