,dis
1997-01-02,85.59497
1997-01-05,78.474945
1997-01-09,68.90815
1997-01-12,63.06856
1997-01-16,56.0401
1997-01-19,51.819195
1997-01-23,46.8765
1997-01-26,45.6812
1997-01-30,43.732494
1997-02-02,40.355217
1997-02-06,33.861736
1997-02-09,30.008482
1997-02-13,26.215315
1997-02-16,23.734943
1997-02-20,20.057085
1997-02-23,17.500511
1997-02-27,14.987454
1997-03-02,10.868769
1997-03-06,0.41544095
1997-03-09,0.045871727
1997-03-13,0.038078804
1997-03-16,0.03514678
1997-03-20,0.03178263
1997-03-23,0.028950721
1997-03-27,0.028689846
1997-03-30,0.044493217
1997-04-03,0.5175961
1997-04-06,1.7626195
1997-04-10,9.658394
1997-04-13,14.05036
1997-04-17,23.66089
1997-04-20,38.218185
1997-04-24,79.166046
1997-04-27,111.4294
1997-05-01,189.97745
1997-05-04,293.113
1997-05-08,338.52658
1997-05-11,298.29166
1997-05-15,240.18568
1997-05-18,214.99202
1997-05-22,199.00107
1997-05-25,163.45924
1997-05-29,120.49747
1997-06-01,102.33724
1997-06-05,98.12442
1997-06-08,92.73184
1997-06-12,85.7591
1997-06-15,85.504
1997-06-19,90.31079
1997-06-22,102.592995
1997-06-26,103.52267
1997-06-29,118.6671
1997-07-03,140.21971
1997-07-06,147.23901
1997-07-10,170.19781
1997-07-13,198.12225
1997-07-17,254.05365
1997-07-20,260.7286
1997-07-24,233.33748
1997-07-27,200.97008
1997-07-31,179.54214
1997-08-03,174.09792
1997-08-07,158.59921
1997-08-10,143.15196
1997-08-14,130.864
1997-08-17,120.289505
1997-08-21,95.12701
1997-08-24,80.68847
1997-08-28,77.647446
1997-08-31,67.61214
1997-09-04,62.29403
1997-09-07,50.94063
1997-09-11,36.66733
1997-09-14,31.068724
1997-09-18,17.829012
1997-09-21,9.706695
1997-09-25,1.4809183
1997-09-28,0.24666765
1997-10-02,0.15869743
1997-10-05,0.13793
1997-10-09,0.11991985
1997-10-12,0.17872217
1997-10-16,1.5745376
1997-10-19,11.848708
1997-10-23,126.41984
1997-10-26,345.90543
1997-10-30,491.9129
1997-11-02,553.38214
1997-11-06,717.06024
1997-11-09,778.05035
1997-11-13,680.93427
1997-11-16,688.6521
1997-11-20,768.6158
1997-11-23,763.58386
1997-11-27,648.85175
1997-11-30,578.7314
1997-12-04,541.7372
1997-12-07,512.1449
1997-12-11,511.23727
1997-12-14,493.04025
1997-12-18,456.04697
