,dis
1997-01-02,77.65238
1997-01-05,72.71614
1997-01-09,74.223305
1997-01-12,70.76128
1997-01-16,64.87568
1997-01-19,63.79652
1997-01-23,89.23235
1997-01-26,79.03852
1997-01-30,110.58435
1997-02-02,79.66081
1997-02-06,62.26708
1997-02-09,58.1164
1997-02-13,56.6265
1997-02-16,56.352306
1997-02-20,54.568645
1997-02-23,53.435608
1997-02-27,52.166145
1997-03-02,50.975853
1997-03-06,49.719578
1997-03-09,48.46351
1997-03-13,47.045624
1997-03-16,46.55174
1997-03-20,45.767513
1997-03-23,45.116673
1997-03-27,45.380253
1997-03-30,57.019882
1997-04-03,148.023
1997-04-06,200.67076
1997-04-10,427.5445
1997-04-13,385.69336
1997-04-17,254.72935
1997-04-20,183.37775
1997-04-24,508.30405
1997-04-27,893.01385
1997-05-01,1065.5518
1997-05-04,868.10834
1997-05-08,369.57468
1997-05-11,263.36865
1997-05-15,385.6147
1997-05-18,382.60535
1997-05-22,288.5428
1997-05-25,228.28627
1997-05-29,187.2689
1997-06-01,171.39606
1997-06-05,168.31186
1997-06-08,151.97208
1997-06-12,133.81865
1997-06-15,127.20918
1997-06-19,185.06416
1997-06-22,331.04504
1997-06-26,371.379
1997-06-29,282.28604
1997-07-03,333.60352
1997-07-06,381.77646
1997-07-10,345.64944
1997-07-13,283.33392
1997-07-17,516.6867
1997-07-20,446.3658
1997-07-24,576.21484
1997-07-27,829.959
1997-07-31,575.22546
1997-08-03,465.3131
1997-08-07,789.46893
1997-08-10,1291.6044
1997-08-14,560.6561
1997-08-17,458.2398
1997-08-21,469.8905
1997-08-24,1738.312
1997-08-28,1346.6464
1997-08-31,1251.0327
1997-09-04,426.14548
1997-09-07,297.73886
1997-09-11,243.84102
1997-09-14,219.31244
1997-09-18,191.64459
1997-09-21,171.8442
1997-09-25,146.8589
1997-09-28,130.72383
1997-10-02,112.22451
1997-10-05,101.47936
1997-10-09,87.097145
1997-10-12,89.18203
1997-10-16,149.02684
1997-10-19,232.94179
1997-10-23,490.40137
1997-10-26,777.78424
1997-10-30,491.62732
1997-11-02,444.11038
1997-11-06,481.7646
1997-11-09,444.5503
1997-11-13,842.9526
1997-11-16,780.6221
1997-11-20,721.4135
1997-11-23,762.5011
1997-11-27,717.8197
1997-11-30,704.37537
1997-12-04,681.35956
1997-12-07,678.2337
