,dis
1997-01-02,42.163773
1997-01-05,39.12135
1997-01-09,35.022602
1997-01-12,34.62595
1997-01-16,27.25452
1997-01-19,24.819231
1997-01-23,46.658546
1997-01-26,32.9226
1997-01-30,19.80127
1997-02-02,14.748873
1997-02-06,9.513103
1997-02-09,7.127852
1997-02-13,5.897365
1997-02-16,5.55805
1997-02-20,4.6970305
1997-02-23,3.949466
1997-02-27,3.2943957
1997-03-02,0.9391717
1997-03-06,0.008992317
1997-03-09,0.010185459
1997-03-13,0.01007772
1997-03-16,0.01096187
1997-03-20,0.012995889
1997-03-23,0.011303602
1997-03-27,0.14507201
1997-03-30,6.7914414
1997-04-03,69.38364
1997-04-06,77.12549
1997-04-10,121.32937
1997-04-13,124.51444
1997-04-17,131.03358
1997-04-20,116.75398
1997-04-24,204.4401
1997-04-27,277.19458
1997-05-01,519.3765
1997-05-04,353.72607
1997-05-08,177.46242
1997-05-11,119.41201
1997-05-15,166.65746
1997-05-18,216.94348
1997-05-22,167.8984
1997-05-25,114.818405
1997-05-29,82.430176
1997-06-01,91.64485
1997-06-05,113.77512
1997-06-08,97.07057
1997-06-12,104.522026
1997-06-15,110.736694
1997-06-19,119.852325
1997-06-22,135.97302
1997-06-26,203.36101
1997-06-29,199.07191
1997-07-03,169.73384
1997-07-06,161.4908
1997-07-10,264.52707
1997-07-13,319.8703
1997-07-17,268.92502
1997-07-20,209.67497
1997-07-24,183.12573
1997-07-27,170.69695
1997-07-31,174.46678
1997-08-03,157.92635
1997-08-07,132.78906
1997-08-10,127.66499
1997-08-14,121.199326
1997-08-17,99.068695
1997-08-21,102.99218
1997-08-24,106.08615
1997-08-28,101.80488
1997-08-31,65.54031
1997-09-04,47.47212
1997-09-07,38.755264
1997-09-11,23.120993
1997-09-14,21.495045
1997-09-18,11.878289
1997-09-21,4.153392
1997-09-25,1.5834312
1997-09-28,7.8244624
1997-10-02,11.431935
1997-10-05,11.368848
1997-10-09,22.171728
1997-10-12,67.97491
1997-10-16,147.05159
1997-10-19,273.22406
1997-10-23,745.86414
1997-10-26,592.3561
