,dis
1997-01-02,1586.3962
1997-01-05,1615.8416
1997-01-09,2786.12
1997-01-12,2160.216
1997-01-16,1956.0273
1997-01-19,2265.4116
1997-01-23,1430.034
1997-01-26,1277.571
1997-01-30,1158.5424
1997-02-02,1084.9404
1997-02-06,997.6467
1997-02-09,942.6794
1997-02-13,866.5
1997-02-16,806.6103
1997-02-20,736.57587
1997-02-23,698.6801
1997-02-27,640.9591
1997-03-02,1275.8989
1997-03-06,782.37396
1997-03-09,606.5916
1997-03-13,1455.46
1997-03-16,2344.4155
1997-03-20,1643.2014
1997-03-23,1112.129
1997-03-27,815.1967
1997-03-30,1358.834
1997-04-03,1429.615
1997-04-06,2294.4846
1997-04-10,1069.411
1997-04-13,2686.425
1997-04-17,1478.0957
1997-04-20,1394.7368
1997-04-24,3389.5857
1997-04-27,1658.1683
1997-05-01,2939.5994
1997-05-04,1866.3429
1997-05-08,2172.1719
1997-05-11,2749.1296
1997-05-15,1989.4078
1997-05-18,2450.4995
1997-05-22,1670.7704
1997-05-25,1589.8173
1997-05-29,1453.6442
1997-06-01,1382.1945
1997-06-05,1258.841
1997-06-08,1172.8256
1997-06-12,1074.9628
1997-06-15,1560.036
1997-06-19,1345.8223
1997-06-22,1418.4583
1997-06-26,922.82477
1997-06-29,1115.2742
1997-07-03,1428.838
1997-07-06,1408.6099
1997-07-10,963.6332
1997-07-13,822.6492
1997-07-17,711.508
1997-07-20,667.7461
1997-07-24,1438.4191
1997-07-27,1375.5688
1997-07-31,1306.1571
1997-08-03,1034.2424
1997-08-07,775.9444
1997-08-10,837.855
1997-08-14,727.1017
1997-08-17,572.41016
1997-08-21,712.55804
1997-08-24,816.5534
1997-08-28,1905.7965
1997-08-31,1618.7917
1997-09-04,1488.1813
1997-09-07,1598.1791
1997-09-11,1032.4854
1997-09-14,1419.4628
1997-09-18,1213.6714
1997-09-21,1086.8635
1997-09-25,690.7937
1997-09-28,694.3904
1997-10-02,1272.9338
1997-10-05,660.99664
