,dis
1997-01-02,73.5221
1997-01-05,82.79959
1997-01-09,67.999794
1997-01-12,73.93487
1997-01-16,57.913525
1997-01-19,64.21609
1997-01-23,48.884083
1997-01-26,42.430824
1997-01-30,37.624134
1997-02-02,33.408596
1997-02-06,29.05998
1997-02-09,26.453869
1997-02-13,23.20242
1997-02-16,20.900068
1997-02-20,18.171408
1997-02-23,19.973522
1997-02-27,16.156462
1997-03-02,20.810047
1997-03-06,16.459507
1997-03-09,14.22381
1997-03-13,18.056572
1997-03-16,52.47714
1997-03-20,32.710167
1997-03-23,23.993547
1997-03-27,35.48983
1997-03-30,49.518116
1997-04-03,56.978485
1997-04-06,89.28665
1997-04-10,51.592705
1997-04-13,63.27624
1997-04-17,32.693043
1997-04-20,494.66153
1997-04-24,131.1744
1997-04-27,112.067986
1997-05-01,308.30435
1997-05-04,151.81903
1997-05-08,138.01381
1997-05-11,154.49242
1997-05-15,131.75676
1997-05-18,126.671036
1997-05-22,86.05751
1997-05-25,76.9603
1997-05-29,66.12081
1997-06-01,59.91673
1997-06-05,53.61773
1997-06-08,48.11726
1997-06-12,41.365746
1997-06-15,36.723503
1997-06-19,45.532524
1997-06-22,36.321842
1997-06-26,25.760197
1997-06-29,21.671846
1997-07-03,33.1107
1997-07-06,32.523506
1997-07-10,19.507545
1997-07-13,16.500092
1997-07-17,15.069674
1997-07-20,14.556247
1997-07-24,17.965815
1997-07-27,31.332924
1997-07-31,17.323107
1997-08-03,16.248283
1997-08-07,18.29813
1997-08-10,20.482828
1997-08-14,14.966362
1997-08-17,13.733139
1997-08-21,17.712837
1997-08-24,16.353498
1997-08-28,13.959533
1997-08-31,23.414255
1997-09-04,20.065144
1997-09-07,17.39135
1997-09-11,14.56768
1997-09-14,13.294407
1997-09-18,12.56524
1997-09-21,13.434478
1997-09-25,12.565424
1997-09-28,12.008566
1997-10-02,12.7758465
1997-10-05,11.970896
1997-10-09,14.812003
1997-10-12,22.202553
1997-10-16,39.763752
1997-10-19,63.391262
1997-10-23,46.773182
1997-10-26,25.647892
1997-10-30,37.082397
1997-11-02,52.194862
1997-11-06,54.247665
1997-11-09,83.024826
1997-11-13,99.87354
1997-11-16,73.3763
1997-11-20,63.888035
1997-11-23,75.133896
1997-11-27,43.898796
1997-11-30,67.0667
1997-12-04,73.3219
1997-12-07,76.17215
1997-12-11,79.50275
1997-12-14,104.26067
1997-12-18,123.07566
1997-12-21,120.842384
1997-12-25,141.63597
1997-12-28,133.0792
1998-01-02,120.559456
1998-01-05,118.25922
1998-01-09,117.848305
1998-01-12,140.81598
1998-01-16,180.63351
1998-01-19,114.42214
1998-01-23,93.708206
1998-01-26,81.74771
1998-01-30,93.05768
1998-02-02,89.120155
1998-02-06,79.55483
1998-02-09,112.75893
1998-02-13,77.06868
1998-02-16,68.25432
1998-02-20,54.00584
1998-02-23,77.25294
1998-02-27,68.00623
1998-03-02,53.518875
1998-03-06,47.503876
1998-03-09,68.08431
1998-03-13,66.80976
1998-03-16,44.87498
1998-03-20,42.903015
1998-03-23,53.38638
1998-03-27,88.75806
1998-03-30,61.236652
1998-04-03,53.284573
1998-04-06,83.20885
1998-04-10,123.18578
1998-04-13,115.0395
1998-04-17,94.45086
1998-04-20,62.789894
1998-04-24,58.266006
1998-04-27,57.868443
1998-05-01,51.93999
1998-05-04,59.730892
1998-05-08,95.47482
1998-05-11,86.770424
1998-05-15,101.64539
1998-05-18,59.39087
1998-05-22,39.84959
1998-05-25,36.393753
1998-05-29,42.646057
1998-06-01,38.507782
1998-06-05,31.633657
1998-06-08,43.86216
1998-06-12,46.365017
1998-06-15,29.879797
1998-06-19,23.710499
1998-06-22,21.51355
1998-06-26,18.992138
1998-06-29,17.460463
1998-07-03,15.80619
1998-07-06,16.790956
1998-07-10,14.70772
1998-07-13,14.210749
1998-07-17,14.628106
1998-07-20,14.29841
1998-07-24,22.784557
1998-07-27,16.783293
1998-07-31,14.567379
1998-08-03,13.707499
1998-08-07,13.07233
1998-08-10,12.700726
1998-08-14,12.644687
1998-08-17,28.553017
1998-08-21,27.24243
1998-08-24,24.274727
1998-08-28,31.729248
1998-08-31,18.401606
1998-09-04,21.186266
1998-09-07,17.638683
1998-09-11,14.695095
1998-09-14,15.416648
1998-09-18,12.833702
1998-09-21,30.135277
1998-09-25,28.053595
1998-09-28,58.530434
1998-10-02,52.52991
1998-10-05,51.457043
1998-10-09,31.430475
1998-10-12,29.676128
1998-10-16,91.01462
1998-10-19,71.99437
1998-10-23,38.60866
1998-10-26,91.46632
1998-10-30,76.857185
1998-11-02,84.695526
1998-11-06,53.61679
1998-11-09,74.08498
1998-11-13,62.410492
1998-11-16,57.358036
1998-11-20,61.948986
1998-11-23,51.777573
1998-11-27,54.040886
1998-11-30,46.78013
1998-12-04,38.102818
1998-12-07,38.819885
1998-12-11,35.20318
1998-12-14,29.989489
1998-12-18,64.08069
1998-12-21,53.103603
1998-12-25,45.62969
1998-12-28,32.35496
1999-01-02,43.891487
1999-01-05,54.893074
1999-01-09,29.21253
1999-01-12,61.2355
1999-01-16,60.4031
1999-01-19,62.005493
1999-01-23,50.506622
1999-01-26,27.98679
1999-01-30,16.38336
1999-02-02,16.966486
1999-02-06,12.844912
1999-02-09,11.816194
1999-02-13,20.183886
1999-02-16,17.582436
1999-02-20,12.95201
1999-02-23,11.63305
1999-02-27,14.811927
1999-03-02,35.6008
1999-03-06,35.111954
1999-03-09,81.631424
1999-03-13,61.71816
1999-03-16,48.791412
1999-03-20,54.548847
1999-03-23,39.010124
1999-03-27,40.776154
1999-03-30,116.06636
1999-04-03,86.479095
1999-04-06,87.395744
1999-04-10,78.678185
1999-04-13,68.36393
1999-04-17,53.620556
1999-04-20,67.72714
1999-04-24,50.756924
1999-04-27,62.718826
1999-05-01,46.116917
1999-05-04,40.425198
1999-05-08,200.71706
1999-05-11,59.40084
1999-05-15,40.255676
1999-05-18,43.026287
1999-05-22,28.856155
1999-05-25,24.850988
1999-05-29,20.463085
1999-06-01,17.850922
1999-06-05,15.662222
1999-06-08,14.247446
1999-06-12,12.513648
1999-06-15,11.46997
1999-06-19,11.196586
1999-06-22,15.026428
1999-06-26,12.340422
1999-06-29,11.607752
1999-07-03,11.119792
1999-07-06,10.909583
1999-07-10,10.698817
1999-07-13,10.589426
1999-07-17,10.463568
1999-07-20,10.408412
1999-07-24,10.359512
1999-07-27,10.247123
1999-07-31,10.711163
1999-08-03,12.220098
1999-08-07,20.068598
1999-08-10,13.945333
1999-08-14,38.102444
1999-08-17,21.422394
1999-08-21,12.990961
1999-08-24,15.6731615
1999-08-28,27.0729
1999-08-31,64.60831
1999-09-04,41.53792
1999-09-07,21.394245
1999-09-11,18.368868
1999-09-14,25.617342
1999-09-18,16.459978
1999-09-21,32.061886
1999-09-25,26.173742
1999-09-28,24.438683
1999-10-02,155.73761
1999-10-05,79.46562
1999-10-09,54.6164
1999-10-12,86.61591
1999-10-16,64.71382
1999-10-19,61.199345
1999-10-23,64.066505
1999-10-26,60.39833
1999-10-30,84.88518
1999-11-02,50.47729
1999-11-06,48.63071
1999-11-09,75.21651
1999-11-13,81.3983
1999-11-16,59.5087
1999-11-20,53.77881
1999-11-23,75.043
1999-11-27,62.96525
1999-11-30,85.5209
1999-12-04,70.33461
1999-12-07,55.390717
1999-12-11,53.585358
1999-12-14,67.27927
1999-12-18,65.54004
1999-12-21,70.58449
1999-12-25,59.05155
1999-12-28,52.8619
2000-01-02,51.735676
2000-01-05,57.61742
2000-01-09,43.763084
2000-01-12,39.63876
2000-01-16,44.39434
2000-01-19,44.44436
2000-01-23,42.249535
2000-01-26,43.97515
2000-01-30,27.941092
2000-02-02,23.106876
2000-02-06,28.39048
2000-02-09,28.117195
2000-02-13,41.586235
2000-02-16,26.845951
2000-02-20,28.418303
2000-02-23,17.933294
2000-02-27,24.803843
2000-03-02,24.27211
2000-03-06,16.901566
2000-03-09,43.698174
2000-03-13,48.061844
2000-03-16,57.13729
2000-03-20,57.272507
2000-03-23,46.03901
2000-03-27,85.53801
2000-03-30,62.371338
2000-04-03,61.83385
2000-04-06,86.419495
2000-04-10,81.90424
2000-04-13,77.96439
2000-04-17,69.77902
2000-04-20,53.396812
2000-04-24,208.12376
2000-04-27,81.03965
2000-05-01,67.5107
2000-05-04,50.819214
2000-05-08,42.01514
2000-05-11,37.523438
2000-05-15,35.87385
2000-05-18,31.127192
2000-05-22,26.175959
2000-05-25,23.381977
2000-05-29,40.6435
2000-06-01,25.773323
2000-06-05,18.452526
2000-06-08,16.068075
2000-06-12,13.873675
2000-06-15,13.010957
2000-06-19,12.691157
2000-06-22,12.569154
2000-06-26,14.167846
2000-06-29,19.89796
2000-07-03,14.821509
2000-07-06,13.439929
2000-07-10,13.43883
2000-07-13,12.731768
2000-07-17,12.259854
2000-07-20,12.029712
2000-07-24,15.801572
2000-07-27,13.349688
2000-07-31,12.671503
2000-08-03,11.876488
2000-08-07,11.727183
2000-08-10,12.662433
2000-08-14,24.042416
2000-08-17,25.83392
2000-08-21,27.96584
2000-08-24,16.846876
2000-08-28,21.311697
2000-08-31,16.373423
2000-09-04,13.432432
2000-09-07,12.535508
2000-09-11,16.427382
2000-09-14,12.55274
2000-09-18,18.396008
2000-09-21,20.388252
2000-09-25,29.854477
2000-09-28,28.622955
2000-10-02,44.72946
2000-10-05,63.747124
2000-10-09,149.68265
2000-10-12,64.55721
2000-10-16,38.012604
2000-10-19,73.56896
2000-10-23,97.59777
2000-10-26,50.799706
2000-10-30,37.576736
2000-11-02,65.16496
2000-11-06,65.29759
2000-11-09,66.59478
2000-11-13,55.507122
2000-11-16,56.544872
2000-11-20,57.22766
2000-11-23,58.96344
2000-11-27,56.501846
2000-11-30,63.60951
2000-12-04,76.572624
2000-12-07,67.510544
2000-12-11,90.982315
2000-12-14,98.36772
2000-12-18,72.289764
2000-12-21,73.74409
2000-12-25,96.366714
2000-12-28,121.444824
2001-01-02,88.23542
2001-01-05,86.302666
2001-01-09,76.80448
2001-01-12,68.7804
2001-01-16,68.57656
2001-01-19,68.88334
2001-01-23,107.13878
2001-01-26,62.794205
2001-01-30,50.24555
2001-02-02,45.922184
2001-02-06,44.780964
2001-02-09,51.01083
2001-02-13,61.863033
2001-02-16,41.13631
2001-02-20,34.852867
2001-02-23,50.371056
2001-02-27,32.658813
2001-03-02,25.021404
2001-03-06,26.204737
2001-03-09,32.595165
2001-03-13,38.232
2001-03-16,29.027828
2001-03-20,33.7899
2001-03-23,40.87962
2001-03-27,71.82541
2001-03-30,90.242294
2001-04-03,63.28294
2001-04-06,47.06258
2001-04-10,77.85777
2001-04-13,63.54538
2001-04-17,46.054497
2001-04-20,41.352547
2001-04-24,56.11189
2001-04-27,58.915806
2001-05-01,44.19746
2001-05-04,53.97564
2001-05-08,80.804535
2001-05-11,42.369522
2001-05-15,33.28721
2001-05-18,30.784798
2001-05-22,26.776443
2001-05-25,40.38265
2001-05-29,28.23974
2001-06-01,23.030611
2001-06-05,26.164122
2001-06-08,22.561424
2001-06-12,25.12286
2001-06-15,19.539967
2001-06-19,16.262897
2001-06-22,17.060266
2001-06-26,14.751053
2001-06-29,13.85533
2001-07-03,13.829812
2001-07-06,13.376245
2001-07-10,13.015018
