,dis
1997-01-02,9.739063
1997-01-05,8.400419
1997-01-09,7.529834
1997-01-12,6.825456
1997-01-16,5.5727773
1997-01-19,6.5328827
1997-01-23,6.1300106
1997-01-26,5.4817214
1997-01-30,4.78486
1997-02-02,4.368296
1997-02-06,4.0324397
1997-02-09,3.8548522
1997-02-13,3.680896
1997-02-16,3.5653343
1997-02-20,3.4452684
1997-02-23,3.358822
1997-02-27,3.271344
1997-03-02,2.8487964
1997-03-06,2.622603
1997-03-09,2.557323
1997-03-13,2.4754112
1997-03-16,2.4133961
1997-03-20,2.4264748
1997-03-23,2.4248145
1997-03-27,3.959008
1997-03-30,5.7668138
1997-04-03,7.9430704
1997-04-06,11.323877
1997-04-10,10.101421
1997-04-13,9.440798
1997-04-17,9.08433
1997-04-20,14.025144
1997-04-24,15.036123
1997-04-27,18.467325
1997-05-01,28.610771
1997-05-04,30.951815
1997-05-08,16.175667
1997-05-11,12.040869
1997-05-15,17.834604
1997-05-18,17.937952
1997-05-22,10.590075
1997-05-25,9.013758
1997-05-29,6.1613197
1997-06-01,5.188462
1997-06-05,4.612516
1997-06-08,4.0846834
1997-06-12,3.5970917
1997-06-15,3.3914611
1997-06-19,4.354239
1997-06-22,5.6744466
1997-06-26,4.547755
1997-06-29,4.073041
1997-07-03,9.589059
1997-07-06,8.292525
1997-07-10,12.175993
1997-07-13,7.230256
1997-07-17,4.6201982
1997-07-20,3.7127836
1997-07-24,3.254646
1997-07-27,3.0865414
1997-07-31,3.169561
1997-08-03,3.288196
1997-08-07,3.6541924
1997-08-10,3.7318218
1997-08-14,3.5065858
1997-08-17,2.9988902
1997-08-21,5.2524695
1997-08-24,4.8437424
1997-08-28,12.381029
1997-08-31,14.799697
1997-09-04,7.821437
1997-09-07,8.818325
1997-09-11,5.9886107
1997-09-14,7.033368
1997-09-18,6.6126804
1997-09-21,4.4329357
1997-09-25,6.4607778
1997-09-28,9.828085
1997-10-02,12.7631645
1997-10-05,13.58641
1997-10-09,10.50262
1997-10-12,24.371391
1997-10-16,24.283266
1997-10-19,20.889507
1997-10-23,20.051004
1997-10-26,28.143492
1997-10-30,33.2503
1997-11-02,34.76479
1997-11-06,46.275646
1997-11-09,40.050518
1997-11-13,42.230892
1997-11-16,34.493248
1997-11-20,24.737892
1997-11-23,26.522856
1997-11-27,33.862885
1997-11-30,51.08811
1997-12-04,41.72708
1997-12-07,54.921783
1997-12-11,36.586704
1997-12-14,44.65069
1997-12-18,53.5702
1997-12-21,50.375698
1997-12-25,67.05966
1997-12-28,53.971893
1998-01-02,38.526684
1998-01-05,47.61609
1998-01-09,36.37305
1998-01-12,39.102882
1998-01-16,28.127066
1998-01-19,24.120575
1998-01-23,32.821438
1998-01-26,23.147703
1998-01-30,26.552542
1998-02-02,18.24248
1998-02-06,13.021293
1998-02-09,12.114801
1998-02-13,13.758905
1998-02-16,10.723707
1998-02-20,7.44035
1998-02-23,6.1385937
1998-02-27,4.8572164
1998-03-02,3.8750799
1998-03-06,3.5298557
1998-03-09,3.585002
1998-03-13,3.4210527
1998-03-16,3.1899242
1998-03-20,3.3073366
1998-03-23,3.5887122
1998-03-27,4.5401998
1998-03-30,4.934971
1998-04-03,3.8168051
1998-04-06,11.249589
1998-04-10,12.601928
1998-04-13,22.2056
1998-04-17,21.699293
1998-04-20,12.316528
1998-04-24,9.29241
1998-04-27,9.306506
1998-05-01,7.3982506
1998-05-04,15.040123
1998-05-08,17.516817
1998-05-11,16.63912
1998-05-15,11.756274
1998-05-18,11.755825
1998-05-22,7.3595505
1998-05-25,5.8303747
1998-05-29,6.764091
1998-06-01,5.5866547
1998-06-05,4.6717796
1998-06-08,4.5837355
1998-06-12,6.7141824
1998-06-15,5.3914347
1998-06-19,5.00178
1998-06-22,4.7048244
1998-06-26,4.0988946
1998-06-29,3.725256
1998-07-03,3.318938
1998-07-06,3.3532128
1998-07-10,3.010757
1998-07-13,2.8405461
1998-07-17,2.7305644
1998-07-20,3.8455365
1998-07-24,10.10241
1998-07-27,6.5174174
1998-07-31,6.387204
1998-08-03,7.131869
1998-08-07,9.822325
1998-08-10,6.050248
1998-08-14,4.0587335
1998-08-17,3.557001
1998-08-21,3.9000833
1998-08-24,4.3278947
1998-08-28,8.35654
1998-08-31,5.9224615
1998-09-04,14.148772
1998-09-07,18.34889
1998-09-11,9.952167
1998-09-14,12.875186
1998-09-18,7.2154727
1998-09-21,21.400772
1998-09-25,27.104282
1998-09-28,16.495655
1998-10-02,10.136785
1998-10-05,9.892438
1998-10-09,12.528949
1998-10-12,21.272493
1998-10-16,13.75961
1998-10-19,13.236849
1998-10-23,16.940464
1998-10-26,16.963854
1998-10-30,19.941277
1998-11-02,37.565292
1998-11-06,30.378931
1998-11-09,30.712994
1998-11-13,41.313713
1998-11-16,27.635904
1998-11-20,25.516275
1998-11-23,17.004602
1998-11-27,11.7034
1998-11-30,8.888048
1998-12-04,7.048714
1998-12-07,5.954705
1998-12-11,4.893321
1998-12-14,4.1579075
1998-12-18,3.4701014
1998-12-21,4.076194
1998-12-25,4.6186333
1998-12-28,3.9837892
1999-01-02,3.3343518
1999-01-05,3.0798764
1999-01-09,2.8134646
1999-01-12,2.7122338
1999-01-16,2.7864697
1999-01-19,3.9776762
1999-01-23,6.8614235
1999-01-26,5.0917764
1999-01-30,3.774385
1999-02-02,3.1552658
1999-02-06,2.6614535
1999-02-09,2.4222329
1999-02-13,2.239361
1999-02-16,2.1896467
1999-02-20,2.019329
1999-02-23,1.9393305
1999-02-27,1.8406138
1999-03-02,1.5918573
1999-03-06,2.0125744
1999-03-09,9.213607
1999-03-13,13.992729
1999-03-16,12.214231
1999-03-20,12.553543
1999-03-23,9.765554
1999-03-27,6.9018917
1999-03-30,12.575577
1999-04-03,17.765697
1999-04-06,17.85852
1999-04-10,15.491154
1999-04-13,15.144007
1999-04-17,7.809823
1999-04-20,14.008445
1999-04-24,9.4272
