district,station,nb_event,quantile,pod,far,pofd,csi
baringo,KE_GVS4,40,Q50_pred,0.07692307692307693,0.7857142857142857,0.22,0.06
baringo,KE_GVS6,40,Q50_pred,0.02564102564102564,0.9230769230769231,0.23529411764705882,0.0196078431372549
baringo,KE_GVS4,40,Q80_pred,0.02564102564102564,0.6666666666666666,0.04878048780487805,0.024390243902439025
baringo,KE_GVS6,40,Q80_pred,0.02564102564102564,0.75,0.07142857142857142,0.023809523809523808
baringo,KE_GVS4,40,Q90_pred,0.02564102564102564,0.0,0.0,0.02564102564102564
baringo,KE_GVS6,40,Q90_pred,0.02564102564102564,0.5,0.025,0.025
bomet,,3,,,,,
bungoma,F0031,22,Q50_pred,0.0,1.0,0.4358974358974359,0.0
bungoma,KE_GVS20,22,Q50_pred,0.0,1.0,0.40540540540540543,0.0
bungoma,F0031,22,Q80_pred,0.0,1.0,0.18518518518518517,0.0
bungoma,KE_GVS20,22,Q80_pred,0.0,1.0,0.18518518518518517,0.0
bungoma,F0031,22,Q90_pred,0.0,1.0,0.08333333333333333,0.0
bungoma,KE_GVS20,22,Q90_pred,0.0,1.0,0.08333333333333333,0.0
busia,F0031,36,Q50_pred,0.027777777777777776,0.9411764705882353,0.3076923076923077,0.019230769230769232
busia,F0031,36,Q80_pred,0.027777777777777776,0.8,0.1,0.025
busia,F0031,36,Q90_pred,0.027777777777777776,0.5,0.02702702702702703,0.02702702702702703
elgeyo-marakwet,KE_GVS6,18,Q50_pred,0.1111111111111111,0.8461538461538461,0.3793103448275862,0.06896551724137931
elgeyo-marakwet,KE_GVS6,18,Q80_pred,0.0,1.0,0.18181818181818182,0.0
elgeyo-marakwet,KE_GVS6,18,Q90_pred,0.0,1.0,0.1,0.0
embu,G5299,7,Q50_pred,0.3333333333333333,0.8,0.5714285714285714,0.14285714285714285
embu,G5299,7,Q80_pred,0.14285714285714285,0.75,0.3,0.1
embu,G5299,7,Q90_pred,0.0,1.0,0.2222222222222222,0.0
garissa,G5208,44,Q50_pred,0.1,0.6666666666666666,0.16666666666666666,0.08333333333333333
garissa,G5305,44,Q50_pred,0.10526315789473684,0.6923076923076923,0.19148936170212766,0.0851063829787234
garissa,KE_GVS12,44,Q50_pred,0.10256410256410256,0.7333333333333333,0.22,0.08
garissa,KE_GVS13,44,Q50_pred,0.07317073170731707,0.6666666666666666,0.1276595744680851,0.06382978723404255
garissa,G5208,44,Q80_pred,0.04878048780487805,0.5,0.046511627906976744,0.046511627906976744
garissa,G5305,44,Q80_pred,0.04878048780487805,0.6,0.06818181818181818,0.045454545454545456
garissa,KE_GVS12,44,Q80_pred,0.04878048780487805,0.5,0.046511627906976744,0.046511627906976744
garissa,KE_GVS13,44,Q80_pred,0.023255813953488372,0.75,0.06521739130434782,0.021739130434782608
garissa,G5208,44,Q90_pred,0.023809523809523808,0.5,0.023255813953488372,0.023255813953488372
garissa,G5305,44,Q90_pred,0.022727272727272728,0.5,0.022222222222222223,0.022222222222222223
garissa,KE_GVS12,44,Q90_pred,0.024390243902439025,0.5,0.023809523809523808,0.023809523809523808
garissa,KE_GVS13,44,Q90_pred,0.0,1.0,0.043478260869565216,0.0
homa bay,,45,,,,,
isiolo,G5197,45,Q50_pred,0.09523809523809523,0.7142857142857143,0.19230769230769232,0.07692307692307693
isiolo,G5198,45,Q50_pred,0.14634146341463414,0.5,0.1276595744680851,0.1276595744680851
isiolo,G5208,45,Q50_pred,0.046511627906976744,0.8333333333333334,0.18867924528301888,0.03773584905660377
isiolo,KE_GVS21,45,Q50_pred,0.0,1.0,0.18181818181818182,0.0
isiolo,G5197,45,Q80_pred,0.07142857142857142,0.4,0.045454545454545456,0.06818181818181818
isiolo,G5198,45,Q80_pred,0.0,1.0,0.08163265306122448,0.0
isiolo,G5208,45,Q80_pred,0.046511627906976744,0.5,0.044444444444444446,0.044444444444444446
isiolo,KE_GVS21,45,Q80_pred,0.0,1.0,0.0625,0.0
isiolo,G5197,45,Q90_pred,0.045454545454545456,0.0,0.0,0.045454545454545456
isiolo,G5198,45,Q90_pred,0.0,1.0,0.0425531914893617,0.0
isiolo,G5208,45,Q90_pred,0.022727272727272728,0.5,0.022222222222222223,0.022222222222222223
isiolo,KE_GVS21,45,Q90_pred,0.0,1.0,0.021739130434782608,0.0
kajiado,KE_GVS23,45,Q50_pred,0.15,0.6,0.1836734693877551,0.12244897959183673
kajiado,KE_GVS23,45,Q80_pred,0.06976744186046512,0.4,0.044444444444444446,0.06666666666666667
kajiado,KE_GVS23,45,Q90_pred,0.046511627906976744,0.0,0.0,0.046511627906976744
kakamega,F0031,19,Q50_pred,0.0,1.0,0.4722222222222222,0.0
kakamega,KE_GVS20,19,Q50_pred,0.0,1.0,0.4411764705882353,0.0
kakamega,F0031,19,Q80_pred,0.0,1.0,0.20833333333333334,0.0
kakamega,KE_GVS20,19,Q80_pred,0.0,1.0,0.20833333333333334,0.0
kakamega,F0031,19,Q90_pred,0.0,1.0,0.09523809523809523,0.0
kakamega,KE_GVS20,19,Q90_pred,0.0,1.0,0.09523809523809523,0.0
kericho,KE_GVS19,5,Q50_pred,0.0,1.0,0.7058823529411765,0.0
kericho,KE_GVS19,5,Q80_pred,0.0,1.0,0.5,0.0
kericho,KE_GVS19,5,Q90_pred,0.0,1.0,0.375,0.0
kiambu,G5299,26,Q50_pred,0.13043478260869565,0.7,0.23333333333333334,0.1
kiambu,G5299,26,Q80_pred,0.04,0.75,0.10714285714285714,0.03571428571428571
kiambu,G5299,26,Q90_pred,0.0,1.0,0.07142857142857142,0.0
kilifi,G5305,49,Q50_pred,0.06382978723404255,0.7692307692307693,0.17543859649122806,0.05263157894736842
kilifi,G5326,49,Q50_pred,0.06382978723404255,0.7692307692307693,0.17543859649122806,0.05263157894736842
kilifi,G5332,49,Q50_pred,0.125,0.625,0.1724137931034483,0.10344827586206896
kilifi,G5305,49,Q80_pred,0.02127659574468085,0.8,0.0784313725490196,0.0196078431372549
kilifi,G5326,49,Q80_pred,0.0425531914893617,0.5,0.04081632653061224,0.04081632653061224
kilifi,G5332,49,Q80_pred,0.02040816326530612,0.75,0.057692307692307696,0.019230769230769232
kilifi,G5305,49,Q90_pred,0.0,1.0,0.0392156862745098,0.0
