,dis
1997-01-02,16.679928
1997-01-05,25.180237
1997-01-09,28.589708
1997-01-12,34.485508
1997-01-16,32.766045
1997-01-19,26.85549
1997-01-23,19.26625
1997-01-26,15.992234
1997-01-30,12.897361
1997-02-02,12.246014
1997-02-06,12.506654
1997-02-09,11.474625
1997-02-13,9.85582
1997-02-16,8.655147
1997-02-20,7.2904396
1997-02-23,6.19653
1997-02-27,4.8535595
1997-03-02,1.9465508
1997-03-06,0.000741097
1997-03-09,1.22E-05
1997-03-13,1.03E-05
1997-03-16,9.50E-06
1997-03-20,8.62E-06
1997-03-23,8.03E-06
1997-03-27,7.74E-06
1997-03-30,8.16E-06
1997-04-03,1.79E-05
1997-04-06,0.15507393
1997-04-10,67.58753
1997-04-13,233.56932
1997-04-17,180.58882
1997-04-20,97.14863
1997-04-24,52.4071
1997-04-27,150.33678
1997-05-01,478.09348
1997-05-04,1655.8733
1997-05-08,451.76196
1997-05-11,232.08813
1997-05-15,134.55307
1997-05-18,108.72087
1997-05-22,88.78513
1997-05-25,74.91075
1997-05-29,59.431404
1997-06-01,51.480495
1997-06-05,50.174458
1997-06-08,45.01796
1997-06-12,40.527798
1997-06-15,39.903126
1997-06-19,36.32708
1997-06-22,36.76402
1997-06-26,75.98716
1997-06-29,64.13501
1997-07-03,44.500694
1997-07-06,91.493065
1997-07-10,144.2425
1997-07-13,133.08098
1997-07-17,76.22455
1997-07-20,52.244717
1997-07-24,38.457436
1997-07-27,35.823338
1997-07-31,164.01141
1997-08-03,115.421104
1997-08-07,93.5274
1997-08-10,270.38364
1997-08-14,187.08066
1997-08-17,110.51303
1997-08-21,64.24263
1997-08-24,48.319984
1997-08-28,40.14614
1997-08-31,45.254864
1997-09-04,40.362225
1997-09-07,35.65978
1997-09-11,28.530561
1997-09-14,25.097055
1997-09-18,22.281813
1997-09-21,20.861488
1997-09-25,19.425934
1997-09-28,18.463535
1997-10-02,12.606214
1997-10-05,1.0558608
1997-10-09,0.07100796
1997-10-12,380.54062
1997-10-16,120.64573
1997-10-19,139.52672
1997-10-23,173.46396
1997-10-26,866.3876
1997-10-30,255.63335
1997-11-02,209.72438
1997-11-06,907.67914
1997-11-09,435.5904
1997-11-13,339.82928
1997-11-16,430.7428
1997-11-20,556.4528
1997-11-23,518.6542
1997-11-27,554.1559
1997-11-30,477.9339
1997-12-04,1023.5259
1997-12-07,672.3717
1997-12-11,511.9845
1997-12-14,364.7712
1997-12-18,312.58035
1997-12-21,267.07208
1997-12-25,214.35506
1997-12-28,230.81026
1998-01-02,231.38385
1998-01-05,188.98804
1998-01-09,653.9418
1998-01-12,757.984
1998-01-16,596.8733
1998-01-19,562.50305
1998-01-23,389.85938
1998-01-26,296.45966
1998-01-30,242.12613
1998-02-02,301.27878
1998-02-06,214.27982
1998-02-09,179.2675
1998-02-13,166.28732
1998-02-16,288.62585
1998-02-20,253.63937
1998-02-23,199.70888
1998-02-27,154.19423
1998-03-02,116.70999
1998-03-06,83.944466
1998-03-09,74.20778
1998-03-13,85.08213
1998-03-16,114.71127
1998-03-20,65.081116
1998-03-23,53.720135
1998-03-27,50.93085
1998-03-30,55.458614
1998-04-03,34.620808
1998-04-06,18.213121
1998-04-10,35.814316
1998-04-13,211.53322
1998-04-17,115.10094
1998-04-20,84.93455
1998-04-24,44.769398
1998-04-27,36.449818
1998-05-01,45.416805
1998-05-04,78.02434
1998-05-08,640.6652
1998-05-11,442.44662
1998-05-15,582.99133
1998-05-18,671.67444
1998-05-22,327.59094
1998-05-25,215.5873
1998-05-29,203.53505
1998-06-01,150.31433
1998-06-05,114.08059
1998-06-08,97.56492
1998-06-12,86.33071
1998-06-15,135.21194
1998-06-19,100.73901
1998-06-22,77.24757
1998-06-26,67.546715
1998-06-29,60.22036
1998-07-03,68.52789
1998-07-06,70.893814
1998-07-10,112.659294
1998-07-13,90.98278
1998-07-17,64.343605
1998-07-20,63.18742
1998-07-24,73.30086
1998-07-27,96.49964
1998-07-31,90.31995
1998-08-03,71.395096
1998-08-07,59.54586
1998-08-10,54.959824
1998-08-14,47.696938
1998-08-17,47.004612
1998-08-21,62.739742
1998-08-24,83.110695
1998-08-28,128.841
1998-08-31,165.74594
1998-09-04,101.776115
1998-09-07,79.51513
1998-09-11,66.51826
1998-09-14,60.594807
1998-09-18,56.8512
1998-09-21,52.807766
1998-09-25,56.02417
1998-09-28,53.69041
1998-10-02,37.674942
1998-10-05,22.334877
1998-10-09,58.814545
1998-10-12,35.24498
1998-10-16,20.341003
1998-10-19,28.320423
1998-10-23,212.48672
1998-10-26,90.87872
1998-10-30,45.45117
1998-11-02,32.070484
1998-11-06,18.748947
1998-11-09,25.746075
1998-11-13,35.02803
1998-11-16,25.615772
1998-11-20,43.037975
1998-11-23,25.416096
1998-11-27,15.273659
1998-11-30,14.676902
1998-12-04,17.155397
1998-12-07,35.305714
1998-12-11,33.499737
1998-12-14,49.01171
1998-12-18,36.37113
1998-12-21,38.26192
1998-12-25,162.36171
1998-12-28,71.6828
1999-01-02,34.916912
1999-01-05,36.69354
1999-01-09,30.109926
1999-01-12,25.658503
1999-01-16,21.381182
1999-01-19,25.481709
1999-01-23,161.14528
1999-01-26,71.372765
1999-01-30,33.871338
1999-02-02,23.981712
1999-02-06,19.412271
1999-02-09,16.862448
1999-02-13,14.384814
1999-02-16,12.890844
1999-02-20,12.551014
1999-02-23,13.240813
1999-02-27,12.951091
1999-03-02,9.090881
1999-03-06,0.80410475
1999-03-09,0.49219307
1999-03-13,3.2542973
1999-03-16,149.49005
1999-03-20,387.4251
1999-03-23,186.50441
1999-03-27,67.287315
1999-03-30,34.935474
1999-04-03,46.162586
1999-04-06,26.582336
1999-04-10,17.98312
1999-04-13,6.423519
1999-04-17,0.9549429
1999-04-20,1.1638464
1999-04-24,370.6557
1999-04-27,116.82526
1999-05-01,29.12457
1999-05-04,37.577847
1999-05-08,56.312077
1999-05-11,49.707584
1999-05-15,53.014248
1999-05-18,34.914803
1999-05-22,24.17168
1999-05-25,24.543053
1999-05-29,17.741568
1999-06-01,12.897058
1999-06-05,14.63058
1999-06-08,14.074641
1999-06-12,12.405088
1999-06-15,11.402336
1999-06-19,10.803677
1999-06-22,10.570793
1999-06-26,10.257886
1999-06-29,9.939015
1999-07-03,10.563734
1999-07-06,12.369832
1999-07-10,12.291122
1999-07-13,10.53993
1999-07-17,9.112225
1999-07-20,9.850541
1999-07-24,15.32894
1999-07-27,104.21755
1999-07-31,75.8401
1999-08-03,50.776894
1999-08-07,33.324413
1999-08-10,26.431295
1999-08-14,23.124258
1999-08-17,21.112785
1999-08-21,29.683218
1999-08-24,40.142982
1999-08-28,25.514011
1999-08-31,18.72476
1999-09-04,24.368065
1999-09-07,43.826283
1999-09-11,41.02342
1999-09-14,28.459068
1999-09-18,19.233328
1999-09-21,16.097939
1999-09-25,14.217889
1999-09-28,14.17535
1999-10-02,9.011194
1999-10-05,0.2220653
1999-10-09,3.31E-06
1999-10-12,9.88E-05
1999-10-16,1.2247932
