,dis
1997-01-02,3687.572
1997-01-05,3646.5774
1997-01-09,3588.1174
1997-01-12,3544.9702
1997-01-16,3482.1462
1997-01-19,3436.599
1997-01-23,3386.7126
1997-01-26,3361.988
1997-01-30,3330.3982
1997-02-02,3324.079
1997-02-06,3350.7864
1997-02-09,3355.197
1997-02-13,3325.55
1997-02-16,3285.2869
1997-02-20,3217.6516
1997-02-23,3161.7273
1997-02-27,3089.3513
1997-03-02,3037.6228
1997-03-06,2957.4978
1997-03-09,2898.0063
1997-03-13,2816.743
1997-03-16,2754.7148
1997-03-20,2684.7444
1997-03-23,2637.7727
1997-03-27,2584.8118
1997-03-30,2551.0012
1997-04-03,2521.4836
1997-04-06,2495.952
1997-04-10,2510.9487
1997-04-13,2571.1206
1997-04-17,2598.5637
1997-04-20,2680.1355
1997-04-24,2831.7083
1997-04-27,2937.5654
1997-05-01,3087.43
1997-05-04,3262.8223
1997-05-08,3484.2817
1997-05-11,3604.1924
1997-05-15,3754.6992
1997-05-18,3879.8828
1997-05-22,3977.3564
1997-05-25,4013.7307
1997-05-29,4081.4253
1997-06-01,4110.0137
1997-06-05,4095.5981
1997-06-08,4057.501
1997-06-12,3998.203
1997-06-15,3960.288
1997-06-19,3933.303
1997-06-22,3927.8352
1997-06-26,3902.1106
1997-06-29,3863.9731
1997-07-03,3813.2507
1997-07-06,3786.4243
1997-07-10,3753.1443
1997-07-13,3727.1196
1997-07-17,3690.95
1997-07-20,3692.6306
1997-07-24,3687.108
1997-07-27,3686.3098
1997-07-31,3735.1042
1997-08-03,3746.295
1997-08-07,3696.909
1997-08-10,3624.0483
1997-08-14,3501.4294
1997-08-17,3420.006
1997-08-21,3327.2385
1997-08-24,3268.4097
1997-08-28,3214.3845
1997-08-31,3177.3232
1997-09-04,3132.7913
1997-09-07,3099.5012
1997-09-11,3052.0874
1997-09-14,3012.6516
1997-09-18,2949.4788
1997-09-21,2888.7302
1997-09-25,2795.472
1997-09-28,2731.3171
1997-10-02,2667.5002
1997-10-05,2625.2278
1997-10-09,2570.2593
1997-10-12,2540.6658
1997-10-16,2505.5786
1997-10-19,2497.6338
1997-10-23,2974.1475
1997-10-26,3054.0303
1997-10-30,3110.7898
1997-11-02,3272.1128
1997-11-06,3525.3816
1997-11-09,3764.1665
1997-11-13,4032.3308
1997-11-16,4345.6094
1997-11-20,4813.379
1997-11-23,4975.671
1997-11-27,5169.6807
1997-11-30,5402.237
1997-12-04,5677.1
1997-12-07,5825.9937
1997-12-11,6161.906
1997-12-14,6203.9043
1997-12-18,6394.1465
1997-12-21,6662.4443
1997-12-25,6964.918
1997-12-28,7245.4287
1998-01-02,7603.625
1998-01-05,7663.4585
1998-01-09,7605.151
1998-01-12,7479.901
1998-01-16,7374.7466
1998-01-19,7472.307
1998-01-23,7734.471
1998-01-26,7740.3447
1998-01-30,7584.924
1998-02-02,7458.945
1998-02-06,7265.315
1998-02-09,7144.4985
1998-02-13,7051.115
1998-02-16,6927.493
1998-02-20,6742.3394
1998-02-23,6679.6714
1998-02-27,6652.189
1998-03-02,6597.471
1998-03-06,6489.912
1998-03-09,6376.1826
1998-03-13,6185.458
1998-03-16,6036.452
1998-03-20,5863.9424
1998-03-23,5776.982
1998-03-27,5702.371
1998-03-30,5662.0107
1998-04-03,5591.3125
1998-04-06,5535.129
1998-04-10,5502.796
1998-04-13,5505.011
1998-04-17,5500.079
1998-04-20,5492.623
1998-04-24,5566.4365
1998-04-27,5736.7666
1998-05-01,5985.2173
1998-05-04,6082.943
1998-05-08,6174.4136
1998-05-11,6243.648
1998-05-15,6414.836
1998-05-18,6571.859
1998-05-22,6671.636
1998-05-25,6651.742
1998-05-29,6543.4097
1998-06-01,6429.9473
1998-06-05,6282.049
1998-06-08,6182.878
1998-06-12,6070.6504
1998-06-15,5998.9653
1998-06-19,5938.046
1998-06-22,5919.8486
1998-06-26,5878.708
1998-06-29,5836.7817
1998-07-03,5819.8594
1998-07-06,5787.202
1998-07-10,5688.885
1998-07-13,5601.572
1998-07-17,5478.862
1998-07-20,5384.852
1998-07-24,5260.809
1998-07-27,5174.916
1998-07-31,5071.2397
1998-08-03,5000.113
1998-08-07,4904.889
1998-08-10,4834.1553
1998-08-14,4745.4863
1998-08-17,4696.9316
1998-08-21,4657.1387
1998-08-24,4626.921
1998-08-28,4555.3975
1998-08-31,4492.252
1998-09-04,4414.914
1998-09-07,4365.8066
1998-09-11,4296.9385
1998-09-14,4258.0527
1998-09-18,4237.174
1998-09-21,4221.633
1998-09-25,4179.5825
1998-09-28,4135.164
1998-10-02,4076.5056
1998-10-05,4071.436
1998-10-09,4084.2568
1998-10-12,4074.0884
1998-10-16,4063.7307
1998-10-19,4086.9124
1998-10-23,4086.5786
1998-10-26,4072.7896
1998-10-30,4126.2993
1998-11-02,4185.5215
1998-11-06,4222.1416
1998-11-09,4196.872
1998-11-13,4160.955
1998-11-16,4161.597
1998-11-20,4173.753
1998-11-23,4144.559
1998-11-27,4087.8945
1998-11-30,4036.9631
1998-12-04,3978.9417
1998-12-07,3935.466
1998-12-11,3866.4812
1998-12-14,3805.3054
1998-12-18,3721.8105
1998-12-21,3662.1228
1998-12-25,3591.761
1998-12-28,3538.825
1999-01-02,3443.8752
1999-01-05,3389.632
1999-01-09,3320.106
1999-01-12,3271.2615
1999-01-16,3213.7422
1999-01-19,3175.9924
1999-01-23,3131.1035
1999-01-26,3099.2803
1999-01-30,3071.7625
1999-02-02,3063.597
1999-02-06,3051.0483
1999-02-09,3027.1113
1999-02-13,2988.111
1999-02-16,2954.813
1999-02-20,2908.1199
1999-02-23,2866.1794
1999-02-27,2803.1013
1999-03-02,2766.531
1999-03-06,2709.3513
1999-03-09,2676.291
1999-03-13,2765.5906
1999-03-16,2706.2676
1999-03-20,2603.8843
1999-03-23,2561.5771
1999-03-27,2534.3838
1999-03-30,2572.662
1999-04-03,2715.626
1999-04-06,2814.3367
1999-04-10,2876.5422
1999-04-13,2928.9778
1999-04-17,3017.934
1999-04-20,3100.0525
1999-04-24,3226.2278
1999-04-27,3278.8054
1999-05-01,3349.19
1999-05-04,3413.653
1999-05-08,3546.6868
1999-05-11,3675.2896
1999-05-15,3808.2195
1999-05-18,3920.8184
1999-05-22,4022.6807
1999-05-25,4018.9487
1999-05-29,3984.1829
1999-06-01,3971.1062
1999-06-05,3953.7668
1999-06-08,3900.6057
1999-06-12,3825.7256
1999-06-15,3782.6858
1999-06-19,3733.7507
1999-06-22,3695.3123
1999-06-26,3631.1428
1999-06-29,3570.2642
1999-07-03,3473.006
1999-07-06,3397.4033
1999-07-10,3315.726
1999-07-13,3285.304
1999-07-17,3284.1343
1999-07-20,3280.925
1999-07-24,3247.2986
1999-07-27,3201.3354
1999-07-31,3129.1865
1999-08-03,3075.1846
1999-08-07,2996.0674
1999-08-10,2941.578
1999-08-14,2889.1113
1999-08-17,2865.4949
1999-08-21,2836.1
1999-08-24,2808.9556
1999-08-28,2771.4849
1999-08-31,2772.588
1999-09-04,2801.2532
1999-09-07,2794.5752
1999-09-11,2750.4675
1999-09-14,2724.163
1999-09-18,2700.2847
1999-09-21,2688.2954
1999-09-25,2675.476
1999-09-28,2661.278
1999-10-02,2668.821
1999-10-05,2695.7805
1999-10-09,2719.232
1999-10-12,2755.8113
1999-10-16,2845.804
1999-10-19,2918.6843
1999-10-23,3017.5735
1999-10-26,3085.8823
1999-10-30,3142.3982
1999-11-02,3156.1492
1999-11-06,3139.575
1999-11-09,3092.958
1999-11-13,3003.8633
1999-11-16,2942.6362
1999-11-20,2872.0283
1999-11-23,2843.5483
1999-11-27,2813.952
1999-11-30,2834.368
1999-12-04,2925.9543
1999-12-07,2984.8184
1999-12-11,3015.4045
1999-12-14,3047.6787
1999-12-18,3094.1736
1999-12-21,3108.011
1999-12-25,3090.107
1999-12-28,3062.5854
2000-01-02,3011.3662
2000-01-05,2995.1697
2000-01-09,2994.9915
2000-01-12,2988.4897
2000-01-16,2954.084
2000-01-19,2915.7456
2000-01-23,2849.0354
2000-01-26,2793.741
2000-01-30,2717.9307
2000-02-02,2660.6116
2000-02-06,2593.5312
2000-02-09,2552.741
2000-02-13,2516.418
2000-02-16,2494.3796
2000-02-20,2457.9792
2000-02-23,2427.0195
2000-02-27,2386.9326
2000-03-02,2346.782
2000-03-06,2299.725
2000-03-09,2263.2893
2000-03-13,2205.5981
2000-03-16,2161.1863
2000-03-20,2111.3677
2000-03-23,2075.9612
2000-03-27,2039.1381
2000-03-30,2023.5989
2000-04-03,2007.5511
2000-04-06,1993.6384
2000-04-10,1987.8732
2000-04-13,1989.0873
2000-04-17,1994.0692
2000-04-20,2002.4175
2000-04-24,2038.8547
2000-04-27,2086.4888
2000-05-01,2168.7756
2000-05-04,2231.9873
2000-05-08,2307.9143
2000-05-11,2365.3564
2000-05-15,2474.2942
2000-05-18,2531.9163
2000-05-22,2557.5237
2000-05-25,2575.306
2000-05-29,2595.2832
2000-06-01,2612.8367
2000-06-05,2630.3115
2000-06-08,2626.7798
2000-06-12,2607.9375
2000-06-15,2591.3535
2000-06-19,2572.4077
2000-06-22,2563.7063
2000-06-26,2556.4805
2000-06-29,2547.29
2000-07-03,2524.9648
2000-07-06,2497.1016
2000-07-10,2456.5369
2000-07-13,2430.4775
2000-07-17,2397.9219
2000-07-20,2377.2573
2000-07-24,2351.3254
2000-07-27,2328.6309
2000-07-31,2295.2336
2000-08-03,2261.7822
2000-08-07,2216.6025
2000-08-10,2185.9905
2000-08-14,2156.6433
2000-08-17,2145.6956
2000-08-21,2159.8445
2000-08-24,2142.2183
2000-08-28,2079.1084
2000-08-31,2045.1279
2000-09-04,2014.9954
2000-09-07,1988.3585
2000-09-11,1957.2997
2000-09-14,1934.107
2000-09-18,1911.3884
2000-09-21,1899.6135
2000-09-25,1899.578
2000-09-28,1902.6018
2000-10-02,1907.053
2000-10-05,1927.7072
2000-10-09,2012.4501
2000-10-12,2082.6353
2000-10-16,2121.2637
2000-10-19,2140.6777
2000-10-23,2206.068
2000-10-26,2328.1987
2000-10-30,2433.7627
2000-11-02,2515.501
2000-11-06,2548.423
2000-11-09,2561.2778
2000-11-13,2551.749
2000-11-16,2542.1501
2000-11-20,2549.0393
2000-11-23,2551.7441
2000-11-27,2539.8203
2000-11-30,2519.4038
2000-12-04,2518.5708
2000-12-07,2565.1963
2000-12-11,2658.5889
2000-12-14,2708.522
2000-12-18,2737.3738
2000-12-21,2735.7773
2000-12-25,2728.438
2000-12-28,2738.5117
2001-01-02,2794.6401
2001-01-05,2845.2542
2001-01-09,2933.4077
2001-01-12,2958.035
2001-01-16,2920.0254
2001-01-19,2873.8564
2001-01-23,2810.1777
2001-01-26,2769.1006
2001-01-30,2739.8845
2001-02-02,2726.5383
2001-02-06,2715.7168
2001-02-09,2721.4993
2001-02-13,2727.8245
2001-02-16,2717.7463
2001-02-20,2689.8867
2001-02-23,2679.5825
2001-02-27,2701.8818
2001-03-02,2719.6343
2001-03-06,2696.8936
2001-03-09,2666.1328
2001-03-13,2624.7314
2001-03-16,2601.3328
2001-03-20,2555.0386
2001-03-23,2526.168
2001-03-27,2515.0432
2001-03-30,2532.2842
2001-04-03,2571.6023
2001-04-06,2589.2505
2001-04-10,2675.3157
2001-04-13,2764.0698
2001-04-17,2845.8394
2001-04-20,2895.0466
2001-04-24,2943.1716
2001-04-27,2988.2827
2001-05-01,3061.69
2001-05-04,3122.1897
2001-05-08,3241.04
2001-05-11,3361.4602
2001-05-15,3519.5564
2001-05-18,3597.8796
2001-05-22,3663.656
2001-05-25,3667.2014
2001-05-29,3687.7969
2001-06-01,3716.0261
2001-06-05,3735.5728
2001-06-08,3748.9883
2001-06-12,3747.1023
2001-06-15,3743.1372
2001-06-19,3727.416
2001-06-22,3703.7131
2001-06-26,3651.1365
2001-06-29,3593.5437
2001-07-03,3507.9746
2001-07-06,3442.0269
2001-07-10,3353.7434
2001-07-13,3283.6729
2001-07-17,3193.4607
2001-07-20,3135.1172
2001-07-24,3070.991
2001-07-27,3034.2935
2001-07-31,2980.8003
2001-08-03,2943.1511
2001-08-07,2889.705
2001-08-10,2847.1196
2001-08-14,2800.327
2001-08-17,2783.562
2001-08-21,2753.934
2001-08-24,2730.177
2001-08-28,2716.2493
2001-08-31,2714.3054
2001-09-04,2703.095
2001-09-07,2692.6233
2001-09-11,2669.6208
2001-09-14,2642.335
2001-09-18,2598.5137
2001-09-21,2569.0486
2001-09-25,2541.3923
2001-09-28,2531.4675
2001-10-02,2538.7722
2001-10-05,2578.6616
2001-10-09,2603.9885
2001-10-12,2643.0596
2001-10-16,2646.943
2001-10-19,2642.4607
2001-10-23,2661.815
2001-10-26,2687.336
2001-10-30,2751.0352
2001-11-02,2790.3284
2001-11-06,2835.7852
2001-11-09,2886.8965
2001-11-13,3024.5635
2001-11-16,3211.2659
2001-11-20,3507.451
2001-11-23,3717.4573
2001-11-27,3881.8962
2001-11-30,3954.6348
2001-12-04,3975.7795
2001-12-07,3948.896
2001-12-11,3898.959
2001-12-14,3862.5647
2001-12-18,3803.4988
2001-12-21,3743.4998
2001-12-25,3649.3452
2001-12-28,3580.339
2002-01-02,3472.5918
2002-01-05,3412.4675
2002-01-09,3331.6748
2002-01-12,3270.695
2002-01-16,3189.281
2002-01-19,3137.8037
2002-01-23,3087.123
2002-01-26,3055.0024
2002-01-30,3022.9307
2002-02-02,3008.0342
2002-02-06,2992.5562
2002-02-09,2976.794
2002-02-13,2947.9373
2002-02-16,2925.8423
2002-02-20,2893.4734
2002-02-23,2864.1199
2002-02-27,2817.571
2002-03-02,2777.0676
2002-03-06,2720.8936
2002-03-09,2688.554
2002-03-13,2648.8914
2002-03-16,2617.0752
2002-03-20,2598.482
2002-03-23,2606.7615
2002-03-27,2639.8413
2002-03-30,2677.5964
2002-04-03,2749.981
2002-04-06,2802.2234
2002-04-10,2887.3572
2002-04-13,2946.9565
2002-04-17,3006.3047
2002-04-20,3032.6418
2002-04-24,3093.6326
2002-04-27,3143.892
2002-05-01,3235.1826
2002-05-04,3360.1401
2002-05-08,3569.8164
2002-05-11,3801.2292
2002-05-15,4103.187
2002-05-18,4303.2334
2002-05-22,4446.5947
2002-05-25,4464.034
2002-05-29,4424.822
2002-06-01,4371.3203
2002-06-05,4316.084
2002-06-08,4268.1216
2002-06-12,4174.1475
2002-06-15,4094.2288
2002-06-19,3985.796
2002-06-22,3908.9988
2002-06-26,3826.597
2002-06-29,3765.202
2002-07-03,3668.9692
2002-07-06,3592.5642
2002-07-10,3499.796
2002-07-13,3439.2512
2002-07-17,3367.85
2002-07-20,3321.101
2002-07-24,3260.7996
2002-07-27,3211.3508
2002-07-31,3136.49
2002-08-03,3077.5613
2002-08-07,3002.972
2002-08-10,2954.3945
2002-08-14,2890.2957
2002-08-17,2846.2922
2002-08-21,2791.077
2002-08-24,2759.7617
2002-08-28,2720.9827
2002-08-31,2690.2578
2002-09-04,2650.2737
2002-09-07,2617.4436
2002-09-11,2585.7554
2002-09-14,2568.207
2002-09-18,2553.707
2002-09-21,2541.636
2002-09-25,2521.2888
2002-09-28,2513.8833
2002-10-02,2519.6636
2002-10-05,2533.6575
2002-10-09,2559.1418
2002-10-12,2569.707
2002-10-16,2533.317
2002-10-19,2509.9644
2002-10-23,2508.5315
2002-10-26,2525.4763
2002-10-30,2592.5007
2002-11-02,2667.9685
2002-11-06,2719.9678
2002-11-09,2743.322
2002-11-13,2777.7607
2002-11-16,2839.3223
2002-11-20,2948.3103
2002-11-23,3067.8416
2002-11-27,3249.4363
2002-11-30,3331.9248
2002-12-04,3375.987
2002-12-07,3386.7263
2002-12-11,3371.703
2002-12-14,3340.9487
2002-12-18,3297.7651
2002-12-21,3280.1064
2002-12-25,3290.809
2002-12-28,3333.078
2003-01-02,3432.5662
2003-01-05,3526.2678
2003-01-09,3676.3909
2003-01-12,3711.6875
2003-01-16,3680.6213
2003-01-19,3657.7126
2003-01-23,3614.423
2003-01-26,3558.7908
2003-01-30,3460.0046
2003-02-02,3378.7402
2003-02-06,3277.5378
2003-02-09,3206.295
2003-02-13,3127.817
2003-02-16,3076.1853
2003-02-20,3006.7917
2003-02-23,2952.572
2003-02-27,2878.2148
2003-03-02,2825.4429
2003-03-06,2750.0479
2003-03-09,2699.7585
2003-03-13,2627.0806
2003-03-16,2582.1794
2003-03-20,2532.726
2003-03-23,2493.4204
2003-03-27,2443.7417
2003-03-30,2408.3975
2003-04-03,2370.2957
2003-04-06,2337.6704
2003-04-10,2313.4792
2003-04-13,2308.7625
2003-04-17,2348.505
2003-04-20,2389.833
2003-04-24,2476.61
2003-04-27,2546.3162
2003-05-01,2652.9644
2003-05-04,2740.941
2003-05-08,2838.479
2003-05-11,2922.4058
2003-05-15,3034.0547
2003-05-18,3089.2253
2003-05-22,3131.6694
2003-05-25,3162.8225
2003-05-29,3231.281
2003-06-01,3273.251
2003-06-05,3284.787
2003-06-08,3269.034
2003-06-12,3251.7227
2003-06-15,3254.2896
2003-06-19,3281.1128
2003-06-22,3296.4646
2003-06-26,3306.034
2003-06-29,3307.3086
2003-07-03,3314.8467
2003-07-06,3326.0747
2003-07-10,3353.3086
2003-07-13,3371.6042
2003-07-17,3373.2073
2003-07-20,3368.867
2003-07-24,3363.5278
2003-07-27,3371.5667
2003-07-31,3395.7993
2003-08-03,3406.8748
2003-08-07,3384.132
2003-08-10,3351.3147
2003-08-14,3275.0098
2003-08-17,3209.0742
2003-08-21,3117.2188
2003-08-24,3057.4373
2003-08-28,2977.5435
2003-08-31,2932.7993
2003-09-04,2866.0498
2003-09-07,2812.2788
2003-09-11,2761.7224
2003-09-14,2730.3735
2003-09-18,2735.706
2003-09-21,2726.7217
2003-09-25,2685.7703
2003-09-28,2663.5654
2003-10-02,2640.0425
2003-10-05,2617.1475
2003-10-09,2568.812
2003-10-12,2530.048
2003-10-16,2480.8083
2003-10-19,2444.2283
2003-10-23,2412.639
2003-10-26,2396.3206
2003-10-30,2371.5146
2003-11-02,2341.4348
2003-11-06,2314.642
2003-11-09,2301.3672
2003-11-13,2305.3123
2003-11-16,2323.434
2003-11-20,2373.4097
2003-11-23,2404.0422
2003-11-27,2426.5994
2003-11-30,2435.7065
2003-12-04,2456.6392
2003-12-07,2486.2686
2003-12-11,2545.5706
2003-12-14,2609.8604
2003-12-18,2707.483
2003-12-21,2765.4485
2003-12-25,2846.39
2003-12-28,2902.41
2004-01-02,2913.0764
2004-01-05,2883.643
2004-01-09,2833.6382
2004-01-12,2788.7356
2004-01-16,2724.626
2004-01-19,2678.7666
2004-01-23,2621.7734
2004-01-26,2575.9111
2004-01-30,2515.9146
2004-02-02,2473.5615
2004-02-06,2423.0981
2004-02-09,2397.7556
2004-02-13,2368.35
2004-02-16,2349.3994
2004-02-20,2318.6172
2004-02-23,2297.3523
2004-02-27,2268.833
2004-03-02,2236.8203
2004-03-06,2195.6196
2004-03-09,2167.8481
2004-03-13,2135.3772
2004-03-16,2119.4607
2004-03-20,2096.7556
2004-03-23,2077.9436
2004-03-27,2052.3765
2004-03-30,2041.4911
2004-04-03,2038.9905
2004-04-06,2038.8129
2004-04-10,2049.5095
2004-04-13,2084.9126
2004-04-17,2138.7153
2004-04-20,2191.551
2004-04-24,2396.8352
2004-04-27,2546.4426
2004-05-01,2688.0754
2004-05-04,2815.8591
2004-05-08,2986.91
2004-05-11,3068.7563
2004-05-15,3190.5933
2004-05-18,3234.591
2004-05-22,3233.0615
2004-05-25,3209.4814
2004-05-29,3157.0393
2004-06-01,3106.1099
2004-06-05,3036.4255
2004-06-08,2992.0525
2004-06-12,2948.1868
2004-06-15,2937.467
2004-06-19,2964.3289
2004-06-22,2996.5286
2004-06-26,3024.0244
2004-06-29,3031.4248
2004-07-03,3019.444
2004-07-06,2993.8992
2004-07-10,2966.2996
2004-07-13,2948.1602
2004-07-17,2908.2822
2004-07-20,2863.3557
2004-07-24,2797.444
2004-07-27,2752.5852
2004-07-31,2698.936
2004-08-03,2660.5796
2004-08-07,2605.4463
2004-08-10,2560.2402
2004-08-14,2511.09
2004-08-17,2471.603
2004-08-21,2423.5376
2004-08-24,2403.4312
2004-08-28,2398.8384
2004-08-31,2401.77
2004-09-04,2402.5457
2004-09-07,2391.645
2004-09-11,2367.339
2004-09-14,2343.5842
2004-09-18,2297.9053
2004-09-21,2263.9731
2004-09-25,2225.9783
2004-09-28,2220.3455
2004-10-02,2246.109
2004-10-05,2255.6753
2004-10-09,2265.1877
2004-10-12,2275.5183
2004-10-16,2292.1328
2004-10-19,2293.7837
2004-10-23,2289.1057
2004-10-26,2277.4448
2004-10-30,2274.5452
2004-11-02,2300.2908
2004-11-06,2387.7988
2004-11-09,2481.6055
2004-11-13,2615.7488
2004-11-16,2710.639
2004-11-20,2815.18
2004-11-23,2896.117
2004-11-27,3036.4436
2004-11-30,3122.1047
2004-12-04,3192.533
2004-12-07,3250.1946
2004-12-11,3288.0623
2004-12-14,3275.6292
2004-12-18,3234.5913
2004-12-21,3225.215
2004-12-25,3251.272
2004-12-28,3243.1167
2005-01-02,3214.6667
2005-01-05,3221.322
2005-01-09,3222.7349
2005-01-12,3193.582
2005-01-16,3126.125
2005-01-19,3066.1355
2005-01-23,2987.7266
2005-01-26,2927.831
2005-01-30,2850.2454
2005-02-02,2798.871
2005-02-06,2729.2407
2005-02-09,2675.6113
2005-02-13,2612.4233
2005-02-16,2581.8237
2005-02-20,2551.9075
2005-02-23,2521.7017
2005-02-27,2468.1208
2005-03-02,2425.312
2005-03-06,2363.4714
2005-03-09,2319.6074
2005-03-13,2246.5603
2005-03-16,2203.8625
2005-03-20,2177.5015
2005-03-23,2192.824
2005-03-27,2244.7173
2005-03-30,2260.8425
2005-04-03,2288.7776
2005-04-06,2347.4333
2005-04-10,2428.0935
2005-04-13,2445.1047
2005-04-17,2413.2468
2005-04-20,2376.9546
2005-04-24,2328.227
2005-04-27,2305.8728
2005-05-01,2346.9255
2005-05-04,2359.2097
2005-05-08,2384.6638
2005-05-11,2409.6775
2005-05-15,2432.1077
2005-05-18,2470.2244
2005-05-22,2503.854
2005-05-25,2561.381
2005-05-29,2638.51
2005-06-01,2674.0981
2005-06-05,2737.5864
2005-06-08,2798.163
2005-06-12,2881.5886
2005-06-15,2926.616
2005-06-19,2965.6523
2005-06-22,2986.9702
2005-06-26,3018.572
2005-06-29,3031.268
2005-07-03,3038.265
2005-07-06,3034.5344
2005-07-10,3007.1953
2005-07-13,2980.3096
2005-07-17,2947.0964
2005-07-20,2925.6658
2005-07-24,2899.6265
2005-07-27,2888.818
2005-07-31,2868.4492
2005-08-03,2841.1003
2005-08-07,2794.1902
2005-08-10,2742.1848
2005-08-14,2676.3635
2005-08-17,2641.5977
2005-08-21,2625.6228
2005-08-24,2636.9404
2005-08-28,2661.8054
2005-08-31,2676.0212
2005-09-04,2632.9783
2005-09-07,2593.922
2005-09-11,2557.221
2005-09-14,2542.7341
2005-09-18,2541.9238
2005-09-21,2545.5637
2005-09-25,2550.1226
2005-09-28,2557.9963
2005-10-02,2570.2808
2005-10-05,2567.8054
