,dis
1997-01-02,40.870487
1997-01-05,37.059456
1997-01-09,34.51133
1997-01-12,32.962723
1997-01-16,30.870493
1997-01-19,29.94138
1997-01-23,29.727453
1997-01-26,30.62573
1997-01-30,32.15848
1997-02-02,31.76862
1997-02-06,29.056103
1997-02-09,26.654297
1997-02-13,23.907845
1997-02-16,22.2815
1997-02-20,20.715673
1997-02-23,19.883219
1997-02-27,19.010899
1997-03-02,18.267479
1997-03-06,12.087357
1997-03-09,5.2302856
1997-03-13,0.002866455
1997-03-16,0.000264814
1997-03-20,3.43E-05
1997-03-23,8.01E-06
1997-03-27,1.35E-05
1997-03-30,1.60E-05
1997-04-03,3.35E-05
1997-04-06,9.20E-05
1997-04-10,0.09026891
1997-04-13,4.6105556
1997-04-17,28.1324
1997-04-20,35.893135
1997-04-24,39.96724
1997-04-27,49.10053
1997-05-01,77.1399
1997-05-04,106.34581
1997-05-08,132.8547
1997-05-11,115.297585
1997-05-15,79.23879
1997-05-18,66.58108
1997-05-22,74.07676
1997-05-25,82.966
1997-05-29,66.123116
1997-06-01,49.56263
1997-06-05,35.140232
1997-06-08,31.527107
1997-06-12,31.831915
1997-06-15,31.177118
1997-06-19,29.15797
1997-06-22,27.341059
1997-06-26,25.457642
1997-06-29,25.199915
1997-07-03,26.475134
1997-07-06,26.870195
1997-07-10,27.075674
1997-07-13,35.124744
1997-07-17,68.63698
1997-07-20,67.00901
1997-07-24,50.196648
1997-07-27,40.10122
1997-07-31,30.806059
1997-08-03,25.980692
1997-08-07,20.22479
1997-08-10,16.02896
1997-08-14,13.276996
1997-08-17,10.629914
1997-08-21,7.0713196
1997-08-24,5.149534
1997-08-28,3.8310726
1997-08-31,4.2970004
1997-09-04,7.728562
1997-09-07,12.443166
1997-09-11,15.53454
1997-09-14,12.083917
1997-09-18,5.775411
1997-09-21,0.036538456
1997-09-25,0.008155912
1997-09-28,0.002798294
1997-10-02,0.001013849
1997-10-05,0.002823334
1997-10-09,0.008662709
1997-10-12,0.007987682
1997-10-16,0.016802903
1997-10-19,0.28629914
1997-10-23,43.09355
1997-10-26,131.05008
1997-10-30,141.06009
1997-11-02,129.8244
1997-11-06,163.52594
1997-11-09,226.98785
1997-11-13,197.65779
1997-11-16,200.16206
1997-11-20,217.99522
1997-11-23,208.7899
