"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,255,"ZMB","Zambia","ZAMBIA","Zambia","Zambia","Northern Rhodesia","","","Zambie ","Zambia ","<U+0417><U+0430><U+043C><U+0431><U+0438><U+044F>","<U+0632><U+0627><U+0645><U+0628><U+064A><U+0627>","<U+8D5E><U+6BD4><U+4E9A> ","","","Zambia","ZM","","ZA","894","Unknown","Present","10421339","2337027","4.4592291830603585","Eastern Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Severely indebted","HIPC","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1"
