,lat,lon,threshold_99perc,2yr_threshold,5yr_threshold,10yr_threshold,20yr_threshold,50yr_threshold,100yr_threshold,forecast_time
150,24,33,0.07421875,0.282445002,0.472453526,0.590910257,0.699334385,0.832489881,0.927213918,7
151,24,33,0.02,0.169225458,0.317743545,0.455887947,0.629158866,0.932963467,1.238885745,10
152,24,34,0.015625,0.367526638,0.89360298,1.51772378,2.469643724,4.557975255,7.160529078,3
153,24,34,0.015625,0.430929856,0.722811136,0.929092822,1.137322859,1.422780571,1.649126653,5
154,24,34,0.125,0.404020748,0.648706105,0.813522471,0.973758125,1.184324036,1.344482224,7
155,24,34,0.076035156,0.315990254,0.508666908,0.657810293,0.819523664,1.059849504,1.266067698,10
156,24,35,0.100000001,1.118398998,2.155024312,2.994517538,3.937808547,5.397398946,6.700011506,3
157,24,35,0.09375,0.914958023,1.515558659,1.950588617,2.398278084,3.025490312,3.533538008,5
158,24,35,0.29680625,0.775834875,1.264728525,1.620597591,1.988243509,2.505569264,2.926404741,7
159,24,35,0.200000003,0.639008597,1.050515076,1.358149646,1.682695378,2.150302937,2.539599233,10
160,24,36,0.25,2.011830783,2.943498508,3.418526663,3.7907468,4.175110863,4.405043263,3
161,24,36,0.200000003,1.178303836,1.83290815,2.285624477,2.734930258,3.339220644,3.809467435,5
162,24,36,0.36036095,0.927742194,1.493866272,1.928099847,2.395557878,3.084632719,3.671243393,7
163,24,36,0.19140625,0.913259893,1.110692759,1.159766695,1.182158061,1.194950307,1.19909873,10
164,24,37,0.400000006,3.477530112,5.104859242,5.913231485,6.534103465,7.161145895,7.527943844,3
165,24,37,0.347226562,2.053581177,3.142968059,3.93023484,4.738957963,5.869686142,6.783770908,5
166,24,37,0.506699994,1.33467274,1.968092581,2.417698687,2.873098817,3.499794809,3.9985908,7
167,24,37,0.371017188,1.030061131,1.676906111,2.253067006,2.951228001,4.128194341,5.269402197,10
168,25,24,0.019948437,0.246775572,0.347475865,0.419569488,0.493084989,0.595022608,0.676761797,3
169,25,24,0.0234375,0.303158509,0.419265319,0.494141926,0.564506748,0.653512771,0.718709583,5
170,25,24,0.10973125,0.370034106,0.591653772,0.755573059,0.927057847,1.17180406,1.373682756,7
171,25,24,0.036972656,0.215076281,0.399719689,0.580190649,0.815689844,1.247679449,1.701929058,10
172,25,25,0.015625,0.238157348,0.368644897,0.474089004,0.592367596,0.775029387,0.937738698,3
173,25,25,0.01953125,0.224590591,0.389104964,0.574281392,0.844954411,1.410399359,2.083262822,5
174,25,25,0.100000001,0.278135793,0.482799306,0.701787667,1.009074858,1.621606875,2.318818636,7
175,25,25,0.029999999,0.18496208,0.329577962,0.487696167,0.713464942,1.17257856,1.705160006,10
176,25,26,0.015625,0.328429609,0.512499069,0.643817017,0.777356973,0.961952037,1.109520936,3
177,25,26,0.02,0.249164748,0.399472347,0.531836372,0.690779932,0.955978426,1.210574171,5
178,25,26,0.100000001,0.281367385,0.491463606,0.675245343,0.894761895,1.258820294,1.606291263,7
179,25,26,0.03125,0.241296702,0.51077853,0.802524997,1.215792694,2.048555881,3.006246138,10
180,25,27,0.01171875,0.341614602,0.593925345,0.802351962,1.040255689,1.414984524,1.755239036,3
181,25,27,0.01953125,0.318333044,0.557268287,0.762184455,1.00313251,1.395668638,1.763918336,5
182,25,27,0.100000001,0.27924168,0.48767505,0.663534296,0.867653609,1.195333163,1.498393478,7
183,25,27,0.029999999,0.254410752,0.466395937,0.679885816,0.965230052,1.503192337,2.083881763,10
184,25,28,0.01,0.294718097,0.607638675,0.895134042,1.252203317,1.871294017,2.488022105,3
185,25,28,0.01,0.318322429,0.519919208,0.665555273,0.815118793,1.024167449,1.193111032,5
186,25,28,0.09375,0.225179811,0.477700048,0.795189077,1.302795996,2.47858862,4.02069754,7
187,25,28,0.02,0.199447221,0.379075939,0.611063334,0.990161442,1.890731248,3.100130756,10
188,25,29,0,0.197454917,0.362705691,0.485433583,0.614239659,0.798742999,0.951472088,3
189,25,29,0,0.218076676,0.399687325,0.537234799,0.683837104,0.897520046,1.077438759,5
190,25,29,0.07,0.268333672,0.490830728,0.692643353,0.940745807,1.365930004,1.784774527,7
191,25,29,0.02,0.230473144,0.39628094,0.532362101,0.686891525,0.928879005,1.147363982,10
192,25,30,0,0.311855295,0.569843614,0.779560139,1.01591005,1.382860502,1.711421507,3
193,25,30,0,0.232703929,0.431856224,0.59664119,0.784976366,1.082067006,1.352212638,5
194,25,30,0.085165625,0.308474081,0.5174158,0.696639279,0.907405298,1.250823449,1.573041783,7
195,25,30,0.01,0.227647916,0.389894366,0.510173289,0.636229775,0.81650503,0.965500132,10
196,25,31,0,0.179231115,0.333337635,0.473028315,0.644672502,0.938656337,1.228095237,3
197,25,31,0,0.150636608,0.27635252,0.379554696,0.496770329,0.68036578,0.846164988,5
198,25,31,0.050000001,0.196148406,0.371141824,0.539722731,0.757174465,1.15082007,1.559544264,7
199,25,31,0.025390625,0.19795952,0.37336981,0.580699476,0.895971949,1.585226333,2.441398981,10
200,25,32,0.05859375,0.647183076,1.230287853,1.76042746,2.413384882,3.534771603,4.641703465,3
201,25,32,0.05859375,0.44258263,0.638231586,0.740181951,0.821415381,0.906873335,0.95896115,5
202,25,32,0.129999995,0.412675775,0.678073163,0.872120937,1.073293383,1.357489276,1.589573494,7
203,25,32,0.046875,0.270360914,0.415714866,0.510230402,0.599624521,0.713521164,0.797548461,10
204,25,33,0,0.248428398,0.711994435,1.386280604,2.600709367,5.829888845,10.64638712,3
205,25,33,0,0.219275607,0.411974948,0.559252504,0.717352077,0.949663012,1.146815462,5
206,25,33,0.059999999,0.243132429,0.422907015,0.5979785,0.82576523,1.242215064,1.678727708,7
207,25,33,0.0234375,0.188497932,0.33362698,0.449397347,0.577940562,0.774172906,0.947017593,10
208,25,34,0.079999998,0.93507736,1.815049238,2.673782528,3.792945053,5.84293593,7.995594146,3
209,25,34,0.09375,0.652221298,1.059127017,1.338513243,1.614232527,1.982709022,2.267662289,5
210,25,34,0.203125,0.744061697,1.225308481,1.558992953,1.890833218,2.338155037,2.687031112,7
211,25,34,0.059999999,0.292851578,0.461873127,0.589044139,0.72388502,0.919275562,1.082852555,10
212,25,35,0.100000001,1.087783401,2.003943433,2.815971315,3.796088372,5.441016642,7.029116671,3
213,25,35,0.100000001,0.898722761,1.530333737,2.046839918,2.631695998,3.544600427,4.366256807,5
214,25,35,0.289315623,1.013754912,1.451527589,1.674945426,1.850137305,2.031191041,2.13958823,7
215,25,35,0.179550781,0.669393825,0.941506313,1.0846939,1.199646192,1.321592275,1.396547642,10
216,25,36,0.312225,2.545260462,4.030248088,5.166526586,6.387418228,8.183252159,9.708842247,3
217,25,36,0.300000012,1.462547223,2.203288208,2.797438175,3.46000982,4.476466939,5.376068067,5
218,25,36,0.5,1.064853679,1.741056236,2.499660839,3.605544754,5.908661135,8.64132126,7
219,25,36,0.21875,0.607835356,0.95825042,1.281420002,1.684014559,2.38445123,3.084534342,10
220,25,37,0.397509373,3.603225621,7.130476509,10.33440061,14.27770287,21.0442935,27.7183249,3
221,25,37,0.375,2.434542246,4.66420024,6.873795812,9.789196936,15.20509967,20.96932052,5
222,25,37,0.65625,1.951893687,2.616646509,2.908101447,3.111585115,3.296498808,3.393683762,7
223,25,37,0.340000004,1.038142671,1.441865725,1.685125172,1.901965479,2.160490271,2.339066441,10
224,26,24,0.039999999,0.294273223,0.486413939,0.644355854,0.823933584,1.105543911,1.360152665,3
225,26,24,0.0390625,0.292822405,0.472681307,0.638204492,0.844059933,1.201519646,1.558138216,5
226,26,24,0.125,0.390044526,0.648611956,0.892306381,1.201193622,1.749306809,2.307623894,7
227,26,24,0.0625,0.275920517,0.545821789,0.821426188,1.19390149,1.905105781,2.68215169,10
228,26,25,0.039999999,0.314815319,0.46371967,0.574893745,0.692059875,0.860679601,1.000902526,3
229,26,25,0.03125,0.271938402,0.456288427,0.690403893,1.067777533,1.950179234,3.11775644,5
230,26,25,0.115664063,0.312625376,0.506409086,0.67121909,0.863728474,1.174999423,1.464893413,7
231,26,25,0.046875,0.233380506,0.399422821,0.595790748,0.89453114,1.547987166,2.360095379,10
232,26,26,0.03125,0.321343905,0.53615236,0.709652065,0.904196977,1.204512031,1.471912843,3
233,26,26,0.03515625,0.309113356,0.4593756,0.567821802,0.679107878,0.834521886,0.960014883,5
234,26,26,0.100000001,0.342890185,0.515781,0.64610244,0.784483648,0.985331965,1.153746519,7
235,26,26,0.03515625,0.221481913,0.380263717,0.532919089,0.729511602,1.084742603,1.452931536,10
236,26,27,0.03125,0.290105691,0.579925517,1.005930351,1.779826528,3.858324301,6.987397472,3
237,26,27,0.03125,0.309414369,0.526838393,0.718547445,0.948983041,1.333903693,1.7038404,5
238,26,27,0.109375,0.317981965,0.492128683,0.62244681,0.760036097,0.958450444,1.123778292,7
239,26,27,0.0390625,0.287678785,0.512438829,0.718763379,0.974846965,1.418508981,1.8601538,10
240,26,28,0.029999999,0.359357872,0.687179097,1.004792302,1.416350815,2.165266836,2.946753228,3
241,26,28,0.03125,0.343365567,0.567093388,0.750412232,0.958315753,1.283410855,1.576516911,5
242,26,28,0.100000001,0.297063506,0.495910182,0.666334751,0.866623043,1.192728088,1.498483712,7
243,26,28,0.029999999,0.234789003,0.416967631,0.614310261,0.893980336,1.457831721,2.1065933,10
244,26,29,0.02,0.410667858,0.705296997,0.917710507,1.135506163,1.439380013,1.684526373,3
245,26,29,0.019948437,0.32995019,0.583721461,0.797094054,1.044077286,1.439336479,1.803799844,5
246,26,29,0.09375,0.241023348,0.524574596,0.864530451,1.387479319,2.546061194,4.003352329,7
247,26,29,0.02734375,0.216074703,0.415286816,0.627194508,0.923144684,1.509891294,2.174324895,10
248,26,30,0.029999999,0.339169533,0.695118431,1.11353195,1.746958141,3.124681742,4.827799027,3
249,26,30,0.0234375,0.411177592,0.630828332,0.758456491,0.869066018,0.996853652,1.082400425,5
250,26,30,0.110438281,0.360428622,0.708352648,1.124312182,1.762715629,3.173364737,4.943318654,7
251,26,30,0.03125,0.308013961,0.573843363,0.819276887,1.125301556,1.658263578,2.191474218,10
252,26,31,0.02734375,0.298516473,0.631721356,1.024392563,1.620068252,2.918745834,4.52772476,3
253,26,31,0.02,0.313025766,0.494658244,0.654672219,0.846879687,1.167696315,1.475795017,5
254,26,31,0.109375,0.311272269,0.536375669,0.788853915,1.156847224,1.923072564,2.832025327,7
255,26,31,0.03125,0.285609868,0.579272638,0.929619227,1.466401525,2.650164947,4.132686276,10
256,26,32,0.029999999,0.4249863,0.798523312,1.160324685,1.629033766,2.481723134,3.371272279,3
257,26,32,0.02734375,0.348451355,0.534345977,0.672029493,0.816222382,1.022266675,1.192423754,5
258,26,32,0.100000001,0.312240306,0.601148069,0.915920729,1.364095709,2.272523836,3.323072342,7
259,26,32,0.02,0.319369969,0.584167942,0.800002014,1.043766301,1.42314505,1.763633134,10
260,26,33,0.0078125,0.32985056,0.827786448,1.491417616,2.604068022,5.326873757,9.086255247,3
261,26,33,0.01171875,0.253926265,0.475366095,0.708922138,1.032881645,1.670140239,2.38641213,5
262,26,33,0.079999998,0.240650951,0.508292835,0.839410192,1.361910729,2.554023374,4.095492235,7
263,26,33,0.0234375,0.268588498,0.517055803,0.762035838,1.083953108,1.679192567,2.309896678,10
264,26,34,0.042642187,0.416912994,1.187733633,2.402181238,4.738149453,11.4435649,22.17785547,3
265,26,34,0.050000001,0.369649413,0.673506853,0.956371821,1.311393561,1.934334198,2.562065404,5
266,26,34,0.167851562,0.472383087,0.98991635,1.587566911,2.479431445,4.387458085,6.709621835,7
267,26,34,0.11328125,0.574764825,0.801079678,0.936870905,1.057520041,1.200837901,1.299475935,10
268,26,35,0.1875,1.115568394,2.062294885,3.028521614,4.33381608,6.824950835,9.545465436,3
269,26,35,0.150000006,0.788198288,1.231607776,1.56117323,1.907271652,2.403368542,2.814306681,5
270,26,35,0.300000012,0.826750138,1.510285761,2.226934405,3.216224453,5.151587805,7.31557717,7
271,26,35,0.17174375,0.596778238,0.905528769,1.128378551,1.357080621,1.676495274,1.93443538,10
272,26,36,0.625,4.399951696,7.177411222,9.345262852,11.71126487,15.25357078,18.31515918,3
273,26,36,0.593337497,3.02113497,5.11483848,6.988768847,9.268225833,13.12776751,16.88582609,5
274,26,36,0.831899981,1.823794744,3.114367118,4.576137156,6.723625862,11.23590985,16.63494975,7
275,26,36,0.209999993,0.767731253,1.178444297,1.552745872,2.014641794,2.809624102,3.595999887,10
276,26,37,0.21875,3.994735736,7.919236927,11.58335957,16.19296509,24.30287379,32.49614923,3
277,26,37,0.21875,2.006398122,6.506557389,16.31883768,41.06800074,138.7146832,347.4559075,5
278,26,37,0.625,1.596851167,2.645276771,3.746247785,5.268022514,8.24947299,11.58778947,7
279,26,37,0.249863281,0.973393908,1.343789087,1.574903387,1.786585651,2.046747844,2.231959832,10
280,27,24,0.0703125,0.529910139,0.842726261,1.104048885,1.404989749,1.883808512,2.322842132,3
281,27,24,0.0625,0.364598334,0.593951395,0.811316508,1.088055927,1.581615013,2.086809171,5
282,27,24,0.167729687,0.427273686,0.697751782,0.913197879,1.152137268,1.51642122,1.836879865,7
