,lat,lon,threshold_99perc,2yr_threshold,5yr_threshold,10yr_threshold,20yr_threshold,50yr_threshold,100yr_threshold,forecast_time
0,0.116455,29.990526,0.01,0.251757026,0.659260978,1.127810379,1.82456868,3.309182633,5.109154133,3
