"Date";"station";"year";"dis";"dis_3day";"dis_7day";"name";"Deaths";"Affected";"flood"
2003-05-04;"G5200";"2003";247.96321;219.45943;236.3047;"Bulambuli";NA;NA;NA
2003-05-05;"G5200";NA;247.96321;219.45943;236.3047;"Bulambuli";NA;NA;NA
2003-05-06;"G5200";NA;247.96321;219.45943;236.3047;"Bulambuli";NA;NA;NA
2003-05-07;"G5200";NA;247.96321;219.45943;236.3047;"Bulambuli";NA;NA;NA
2003-05-08;"G5200";"2003";189.254;175.48152;187.10986;"Bulambuli";NA;NA;NA
2003-05-09;"G5200";NA;189.254;175.48152;187.10986;"Bulambuli";NA;NA;NA
2003-05-10;"G5200";NA;189.254;175.48152;187.10986;"Bulambuli";NA;NA;NA
2003-05-11;"G5200";"2003";147.33752;148.29285;225.37917;"Bulambuli";NA;NA;NA
2003-05-12;"G5200";NA;147.33752;148.29285;225.37917;"Bulambuli";NA;NA;NA
2003-05-13;"G5200";NA;147.33752;148.29285;225.37917;"Bulambuli";NA;NA;NA
2003-05-14;"G5200";NA;147.33752;148.29285;225.37917;"Bulambuli";NA;NA;NA
2003-05-15;"G5200";"2003";127.91992;177.4497;126.56215;"Bulambuli";NA;NA;NA
2003-05-16;"G5200";NA;127.91992;177.4497;126.56215;"Bulambuli";NA;NA;NA
2003-05-17;"G5200";NA;127.91992;177.4497;126.56215;"Bulambuli";NA;NA;NA
2003-05-18;"G5200";"2003";212.01035;176.1557;102.92566;"Bulambuli";NA;NA;NA
2003-05-19;"G5200";NA;212.01035;176.1557;102.92566;"Bulambuli";NA;NA;NA
2003-05-20;"G5200";NA;212.01035;176.1557;102.92566;"Bulambuli";NA;NA;NA
2003-05-21;"G5200";NA;212.01035;176.1557;102.92566;"Bulambuli";NA;NA;NA
2003-05-22;"G5200";"2003";134.63568;98.38199;111.22878;"Bulambuli";NA;NA;NA
2003-05-23;"G5200";NA;134.63568;98.38199;111.22878;"Bulambuli";NA;NA;NA
2003-05-24;"G5200";NA;134.63568;98.38199;111.22878;"Bulambuli";NA;NA;NA
2003-05-25;"G5200";"2003";90.68732;207.79521;189.72751;"Bulambuli";NA;NA;NA
2003-05-26;"G5200";NA;90.68732;207.79521;189.72751;"Bulambuli";NA;NA;NA
2003-05-27;"G5200";NA;90.68732;207.79521;189.72751;"Bulambuli";NA;NA;NA
2003-05-28;"G5200";NA;90.68732;207.79521;189.72751;"Bulambuli";NA;NA;NA
2003-05-29;"G5200";"2003";99.21983;94.23198;125.4789;"Bulambuli";NA;NA;NA
2003-05-30;"G5200";NA;99.21983;94.23198;125.4789;"Bulambuli";NA;NA;NA
2003-05-31;"G5200";NA;99.21983;94.23198;125.4789;"Bulambuli";NA;NA;NA
2003-06-01;"G5200";"2003";88.805;124.27133;163.5819;"Bulambuli";NA;NA;NA
2003-06-02;"G5200";NA;88.805;124.27133;163.5819;"Bulambuli";NA;NA;NA
2003-06-03;"G5200";NA;88.805;124.27133;163.5819;"Bulambuli";NA;NA;NA
2003-06-04;"G5200";NA;88.805;124.27133;163.5819;"Bulambuli";NA;NA;NA
2003-06-05;"G5200";"2003";129.40172;180.08916;220.53674;"Bulambuli";NA;NA;NA
2003-06-06;"G5200";NA;129.40172;180.08916;220.53674;"Bulambuli";NA;NA;NA
2003-06-07;"G5200";NA;129.40172;180.08916;220.53674;"Bulambuli";NA;NA;NA
2003-06-08;"G5200";"2003";144.89355;150.10686;243.59372;"Bulambuli";NA;NA;NA
2003-06-09;"G5200";NA;144.89355;150.10686;243.59372;"Bulambuli";NA;NA;NA
2003-06-10;"G5200";NA;144.89355;150.10686;243.59372;"Bulambuli";NA;NA;NA
2003-06-11;"G5200";NA;144.89355;150.10686;243.59372;"Bulambuli";NA;NA;NA
2003-06-12;"G5200";"2003";131.54301;154.80617;187.24681;"Bulambuli";NA;NA;NA
2003-06-13;"G5200";NA;131.54301;154.80617;187.24681;"Bulambuli";NA;NA;NA
2003-06-14;"G5200";NA;131.54301;154.80617;187.24681;"Bulambuli";NA;NA;NA
2003-06-15;"G5200";"2003";178.22453;186.45558;286.95886;"Bulambuli";NA;NA;NA
2003-06-16;"G5200";NA;178.22453;186.45558;286.95886;"Bulambuli";NA;NA;NA
2003-06-17;"G5200";NA;178.22453;186.45558;286.95886;"Bulambuli";NA;NA;NA
2003-06-18;"G5200";NA;178.22453;186.45558;286.95886;"Bulambuli";NA;NA;NA
2003-06-19;"G5200";"2003";164.39566;209.34695;274.79117;"Bulambuli";NA;NA;NA
2003-06-20;"G5200";NA;164.39566;209.34695;274.79117;"Bulambuli";NA;NA;NA
2003-06-21;"G5200";NA;164.39566;209.34695;274.79117;"Bulambuli";NA;NA;NA
2003-06-22;"G5200";"2003";200.48744;224.03397;292.45282;"Bulambuli";NA;NA;NA
2003-06-23;"G5200";NA;200.48744;224.03397;292.45282;"Bulambuli";NA;NA;NA
2003-06-24;"G5200";NA;200.48744;224.03397;292.45282;"Bulambuli";NA;NA;NA
2003-06-25;"G5200";NA;200.48744;224.03397;292.45282;"Bulambuli";NA;NA;NA
2003-06-26;"G5200";"2003";206.1742;231.56593;267.00632;"Bulambuli";NA;NA;NA
2003-06-27;"G5200";NA;206.1742;231.56593;267.00632;"Bulambuli";NA;NA;NA
2003-06-28;"G5200";NA;206.1742;231.56593;267.00632;"Bulambuli";NA;NA;NA
2003-06-29;"G5200";"2003";217.73251;247.9085;274.54056;"Bulambuli";NA;NA;NA
2003-06-30;"G5200";NA;217.73251;247.9085;274.54056;"Bulambuli";NA;NA;NA
2003-07-01;"G5200";NA;217.73251;247.9085;274.54056;"Bulambuli";NA;NA;NA
2003-07-02;"G5200";NA;217.73251;247.9085;274.54056;"Bulambuli";NA;NA;NA
2003-07-03;"G5200";"2003";270.46417;276.63577;306.92148;"Bulambuli";NA;NA;NA
2003-07-04;"G5200";NA;270.46417;276.63577;306.92148;"Bulambuli";NA;NA;NA
2003-07-05;"G5200";NA;270.46417;276.63577;306.92148;"Bulambuli";NA;NA;NA
2003-07-06;"G5200";"2003";238.9278;211.79788;282.04285;"Bulambuli";NA;NA;NA
2003-07-07;"G5200";NA;238.9278;211.79788;282.04285;"Bulambuli";NA;NA;NA
2003-07-08;"G5200";NA;238.9278;211.79788;282.04285;"Bulambuli";NA;NA;NA
2003-07-09;"G5200";NA;238.9278;211.79788;282.04285;"Bulambuli";NA;NA;NA
2003-07-10;"G5200";"2003";227.4651;281.5506;308.95343;"Bulambuli";NA;NA;NA
2003-07-11;"G5200";NA;227.4651;281.5506;308.95343;"Bulambuli";NA;NA;NA
2003-07-12;"G5200";NA;227.4651;281.5506;308.95343;"Bulambuli";NA;NA;NA
2003-07-13;"G5200";"2003";291.576;519.30835;414.05124;"Bulambuli";NA;NA;NA
2003-07-14;"G5200";NA;291.576;519.30835;414.05124;"Bulambuli";NA;NA;NA
2003-07-15;"G5200";NA;291.576;519.30835;414.05124;"Bulambuli";NA;NA;NA
2003-07-16;"G5200";NA;291.576;519.30835;414.05124;"Bulambuli";NA;NA;NA
2003-07-17;"G5200";"2003";242.51212;251.20567;345.21017;"Bulambuli";NA;NA;NA
2003-07-18;"G5200";NA;242.51212;251.20567;345.21017;"Bulambuli";NA;NA;NA
2003-07-19;"G5200";NA;242.51212;251.20567;345.21017;"Bulambuli";NA;NA;NA
2003-07-20;"G5200";"2003";232.67245;316.0232;263.46326;"Bulambuli";NA;NA;NA
2003-07-21;"G5200";NA;232.67245;316.0232;263.46326;"Bulambuli";NA;NA;NA
2003-07-22;"G5200";NA;232.67245;316.0232;263.46326;"Bulambuli";NA;NA;NA
2003-07-23;"G5200";NA;232.67245;316.0232;263.46326;"Bulambuli";NA;NA;NA
2003-07-24;"G5200";"2003";337.72614;297.834;194.80367;"Bulambuli";NA;NA;NA
2003-07-25;"G5200";NA;337.72614;297.834;194.80367;"Bulambuli";NA;NA;NA
2003-07-26;"G5200";NA;337.72614;297.834;194.80367;"Bulambuli";NA;NA;NA
2003-07-27;"G5200";"2003";320.3568;233.04988;159.30502;"Bulambuli";NA;NA;NA
2003-07-28;"G5200";NA;320.3568;233.04988;159.30502;"Bulambuli";NA;NA;NA
2003-07-29;"G5200";NA;320.3568;233.04988;159.30502;"Bulambuli";NA;NA;NA
2003-07-30;"G5200";NA;320.3568;233.04988;159.30502;"Bulambuli";NA;NA;NA
2003-07-31;"G5200";"2003";210.8581;154.81235;106.87623;"Bulambuli";NA;NA;NA
2003-08-01;"G5200";NA;210.8581;154.81235;106.87623;"Bulambuli";NA;NA;NA
2003-08-02;"G5200";NA;210.8581;154.81235;106.87623;"Bulambuli";NA;NA;NA
2003-08-03;"G5200";"2003";162.16534;127.534996;156.36305;"Bulambuli";NA;NA;NA
2003-08-04;"G5200";NA;162.16534;127.534996;156.36305;"Bulambuli";NA;NA;NA
2003-08-05;"G5200";NA;162.16534;127.534996;156.36305;"Bulambuli";NA;NA;NA
2003-08-06;"G5200";NA;162.16534;127.534996;156.36305;"Bulambuli";NA;NA;NA
2003-08-07;"G5200";"2003";135.60315;137.79697;113.018326;"Bulambuli";NA;NA;NA
2003-08-08;"G5200";NA;135.60315;137.79697;113.018326;"Bulambuli";NA;NA;NA
2003-08-09;"G5200";NA;135.60315;137.79697;113.018326;"Bulambuli";NA;NA;NA
2003-08-10;"G5200";"2003";146.12048;134.44818;94.15353;"Bulambuli";NA;NA;NA
2003-08-11;"G5200";NA;146.12048;134.44818;94.15353;"Bulambuli";NA;NA;NA
2003-08-12;"G5200";NA;146.12048;134.44818;94.15353;"Bulambuli";NA;NA;NA
2003-08-13;"G5200";NA;146.12048;134.44818;94.15353;"Bulambuli";NA;NA;NA
2003-08-14;"G5200";"2003";139.20747;112.50422;84.33231;"Bulambuli";NA;NA;NA
2003-08-15;"G5200";NA;139.20747;112.50422;84.33231;"Bulambuli";NA;NA;NA
2003-08-16;"G5200";NA;139.20747;112.50422;84.33231;"Bulambuli";NA;NA;NA
2003-08-17;"G5200";"2003";214.0353;164.16866;113.48276;"Bulambuli";NA;NA;NA
2003-08-18;"G5200";NA;214.0353;164.16866;113.48276;"Bulambuli";NA;NA;NA
2003-08-19;"G5200";NA;214.0353;164.16866;113.48276;"Bulambuli";NA;NA;NA
2003-08-20;"G5200";NA;214.0353;164.16866;113.48276;"Bulambuli";NA;NA;NA
2003-08-21;"G5200";"2003";157.30142;136.2513;145.80597;"Bulambuli";NA;NA;NA
2003-08-22;"G5200";NA;157.30142;136.2513;145.80597;"Bulambuli";NA;NA;NA
2003-08-23;"G5200";NA;157.30142;136.2513;145.80597;"Bulambuli";NA;NA;NA
2003-08-24;"G5200";"2003";133.55815;126.120255;161.24109;"Bulambuli";NA;NA;NA
2003-08-25;"G5200";NA;133.55815;126.120255;161.24109;"Bulambuli";NA;NA;NA
2003-08-26;"G5200";NA;133.55815;126.120255;161.24109;"Bulambuli";NA;NA;NA
2003-08-27;"G5200";NA;133.55815;126.120255;161.24109;"Bulambuli";NA;NA;NA
2003-08-28;"G5200";"2003";105.83951;174.3493;165.03206;"Bulambuli";NA;NA;NA
2003-08-29;"G5200";NA;105.83951;174.3493;165.03206;"Bulambuli";NA;NA;NA
2003-08-30;"G5200";NA;105.83951;174.3493;165.03206;"Bulambuli";NA;NA;NA
2003-08-31;"G5200";"2003";177.95198;163.1004;180.67593;"Bulambuli";NA;NA;NA
2003-09-01;"G5200";NA;177.95198;163.1004;180.67593;"Bulambuli";NA;NA;NA
2003-09-02;"G5200";NA;177.95198;163.1004;180.67593;"Bulambuli";NA;NA;NA
2003-09-03;"G5200";NA;177.95198;163.1004;180.67593;"Bulambuli";NA;NA;NA
2003-09-04;"G5200";"2003";151.88008;129.86261;171.35498;"Bulambuli";NA;NA;NA
2003-09-05;"G5200";NA;151.88008;129.86261;171.35498;"Bulambuli";NA;NA;NA
2003-09-06;"G5200";NA;151.88008;129.86261;171.35498;"Bulambuli";NA;NA;NA
2003-09-07;"G5200";"2003";111.50392;122.249374;217.31277;"Bulambuli";NA;NA;NA
2003-09-08;"G5200";NA;111.50392;122.249374;217.31277;"Bulambuli";NA;NA;NA
2003-09-09;"G5200";NA;111.50392;122.249374;217.31277;"Bulambuli";NA;NA;NA
2003-09-10;"G5200";NA;111.50392;122.249374;217.31277;"Bulambuli";NA;NA;NA
2003-09-11;"G5200";"2003";97.82444;96.87889;159.84941;"Bulambuli";NA;NA;NA
2003-09-12;"G5200";NA;97.82444;96.87889;159.84941;"Bulambuli";NA;NA;NA
2003-09-13;"G5200";NA;97.82444;96.87889;159.84941;"Bulambuli";NA;NA;NA
2003-09-14;"G5200";"2003";94.94509;105.4875;174.052;"Bulambuli";NA;NA;NA
2003-09-15;"G5200";NA;94.94509;105.4875;174.052;"Bulambuli";NA;NA;NA
2003-09-16;"G5200";NA;94.94509;105.4875;174.052;"Bulambuli";NA;NA;NA
2003-09-17;"G5200";NA;94.94509;105.4875;174.052;"Bulambuli";NA;NA;NA
2003-09-18;"G5200";"2003";87.23071;113.84528;131.4071;"Bulambuli";NA;NA;NA
2003-09-19;"G5200";NA;87.23071;113.84528;131.4071;"Bulambuli";NA;NA;NA
2003-09-20;"G5200";NA;87.23071;113.84528;131.4071;"Bulambuli";NA;NA;NA
2003-09-21;"G5200";"2003";99.459526;80.58953;102.99034;"Bulambuli";NA;NA;NA
2003-09-22;"G5200";NA;99.459526;80.58953;102.99034;"Bulambuli";NA;NA;NA
2003-09-23;"G5200";NA;99.459526;80.58953;102.99034;"Bulambuli";NA;NA;NA
2003-09-24;"G5200";NA;99.459526;80.58953;102.99034;"Bulambuli";NA;NA;NA
2003-09-25;"G5200";"2003";71.23251;65.79975;80.9517;"Bulambuli";NA;NA;NA
2003-09-26;"G5200";NA;71.23251;65.79975;80.9517;"Bulambuli";NA;NA;NA
2003-09-27;"G5200";NA;71.23251;65.79975;80.9517;"Bulambuli";NA;NA;NA
2003-09-28;"G5200";"2003";61.944965;56.22235;74.00092;"Bulambuli";NA;NA;NA
2003-09-29;"G5200";NA;61.944965;56.22235;74.00092;"Bulambuli";NA;NA;NA
2003-09-30;"G5200";NA;61.944965;56.22235;74.00092;"Bulambuli";NA;NA;NA
2003-10-01;"G5200";NA;61.944965;56.22235;74.00092;"Bulambuli";NA;NA;NA
2003-10-02;"G5200";"2003";51.555923;54.945927;67.89128;"Bulambuli";NA;NA;NA
2003-10-03;"G5200";NA;51.555923;54.945927;67.89128;"Bulambuli";NA;NA;NA
2003-10-04;"G5200";NA;51.555923;54.945927;67.89128;"Bulambuli";NA;NA;NA
2003-10-05;"G5200";"2003";48.058514;43.549797;54.519493;"Bulambuli";NA;NA;NA
2003-10-06;"G5200";NA;48.058514;43.549797;54.519493;"Bulambuli";NA;NA;NA
2003-10-07;"G5200";NA;48.058514;43.549797;54.519493;"Bulambuli";NA;NA;NA
2003-10-08;"G5200";NA;48.058514;43.549797;54.519493;"Bulambuli";NA;NA;NA
2003-10-09;"G5200";"2003";41.458496;68.95458;72.95154;"Bulambuli";NA;NA;NA
2003-10-10;"G5200";NA;41.458496;68.95458;72.95154;"Bulambuli";NA;NA;NA
2003-10-11;"G5200";NA;41.458496;68.95458;72.95154;"Bulambuli";NA;NA;NA
2003-10-12;"G5200";"2003";41.97852;42.189552;35.562252;"Bulambuli";NA;NA;NA
2003-10-13;"G5200";NA;41.97852;42.189552;35.562252;"Bulambuli";NA;NA;NA
2003-10-14;"G5200";NA;41.97852;42.189552;35.562252;"Bulambuli";NA;NA;NA
2003-10-15;"G5200";NA;41.97852;42.189552;35.562252;"Bulambuli";NA;NA;NA
2003-10-16;"G5200";"2003";39.16578;40.211174;41.73643;"Bulambuli";NA;NA;NA
2003-10-17;"G5200";NA;39.16578;40.211174;41.73643;"Bulambuli";NA;NA;NA
2003-10-18;"G5200";NA;39.16578;40.211174;41.73643;"Bulambuli";NA;NA;NA
2003-10-19;"G5200";"2003";42.545868;46.17327;25.255112;"Bulambuli";NA;NA;NA
2003-10-20;"G5200";NA;42.545868;46.17327;25.255112;"Bulambuli";NA;NA;NA
2003-10-21;"G5200";NA;42.545868;46.17327;25.255112;"Bulambuli";NA;NA;NA
2003-10-22;"G5200";NA;42.545868;46.17327;25.255112;"Bulambuli";NA;NA;NA
2003-10-23;"G5200";"2003";51.52484;36.67199;36.8176;"Bulambuli";NA;NA;NA
2003-10-24;"G5200";NA;51.52484;36.67199;36.8176;"Bulambuli";NA;NA;NA
2003-10-25;"G5200";NA;51.52484;36.67199;36.8176;"Bulambuli";NA;NA;NA
2003-10-26;"G5200";"2003";45.36989;57.28202;56.522663;"Bulambuli";NA;NA;NA
2003-10-27;"G5200";NA;45.36989;57.28202;56.522663;"Bulambuli";NA;NA;NA
2003-10-28;"G5200";NA;45.36989;57.28202;56.522663;"Bulambuli";NA;NA;NA
2003-10-29;"G5200";NA;45.36989;57.28202;56.522663;"Bulambuli";NA;NA;NA
2003-10-30;"G5200";"2003";49.889854;50.463093;67.90163;"Bulambuli";NA;NA;NA
2003-10-31;"G5200";NA;49.889854;50.463093;67.90163;"Bulambuli";NA;NA;NA
2003-11-01;"G5200";NA;49.889854;50.463093;67.90163;"Bulambuli";NA;NA;NA
2003-11-02;"G5200";"2003";52.134174;60.310726;51.821404;"Bulambuli";NA;NA;NA
2003-11-03;"G5200";NA;52.134174;60.310726;51.821404;"Bulambuli";NA;NA;NA
2003-11-04;"G5200";NA;52.134174;60.310726;51.821404;"Bulambuli";NA;NA;NA
2003-11-05;"G5200";NA;52.134174;60.310726;51.821404;"Bulambuli";NA;NA;NA
2003-11-06;"G5200";"2003";61.8446;79.1999;96.131134;"Bulambuli";NA;NA;NA
2003-11-07;"G5200";NA;61.8446;79.1999;96.131134;"Bulambuli";NA;NA;NA
2003-11-08;"G5200";NA;61.8446;79.1999;96.131134;"Bulambuli";NA;NA;NA
2003-11-09;"G5200";"2003";78.98878;101.22191;84.54707;"Bulambuli";NA;NA;NA
2003-11-10;"G5200";NA;78.98878;101.22191;84.54707;"Bulambuli";NA;NA;NA
2003-11-11;"G5200";NA;78.98878;101.22191;84.54707;"Bulambuli";NA;NA;NA
2003-11-12;"G5200";NA;78.98878;101.22191;84.54707;"Bulambuli";NA;NA;NA
2003-11-13;"G5200";"2003";234.97206;169.60757;131.71175;"Bulambuli";NA;NA;NA
2003-11-14;"G5200";NA;234.97206;169.60757;131.71175;"Bulambuli";NA;NA;NA
2003-11-15;"G5200";NA;234.97206;169.60757;131.71175;"Bulambuli";NA;NA;NA
2003-11-16;"G5200";"2003";166.97165;154.09384;159.15356;"Bulambuli";NA;NA;NA
2003-11-17;"G5200";NA;166.97165;154.09384;159.15356;"Bulambuli";NA;NA;NA
2003-11-18;"G5200";NA;166.97165;154.09384;159.15356;"Bulambuli";NA;NA;NA
2003-11-19;"G5200";NA;166.97165;154.09384;159.15356;"Bulambuli";NA;NA;NA
2003-11-20;"G5200";"2003";131.89027;125.72214;103.37966;"Bulambuli";NA;NA;NA
2003-11-21;"G5200";NA;131.89027;125.72214;103.37966;"Bulambuli";NA;NA;NA
2003-11-22;"G5200";NA;131.89027;125.72214;103.37966;"Bulambuli";NA;NA;NA
2003-11-23;"G5200";"2003";163.53151;189.59425;139.88889;"Bulambuli";NA;NA;NA
2003-11-24;"G5200";NA;163.53151;189.59425;139.88889;"Bulambuli";NA;NA;NA
2003-11-25;"G5200";NA;163.53151;189.59425;139.88889;"Bulambuli";NA;NA;NA
2003-11-26;"G5200";NA;163.53151;189.59425;139.88889;"Bulambuli";NA;NA;NA
2003-11-27;"G5200";"2003";161.15984;130.7831;131.0154;"Bulambuli";NA;NA;NA
2003-11-28;"G5200";NA;161.15984;130.7831;131.0154;"Bulambuli";NA;NA;NA
2003-11-29;"G5200";NA;161.15984;130.7831;131.0154;"Bulambuli";NA;NA;NA
2003-11-30;"G5200";"2003";138.72984;150.94734;130.05263;"Bulambuli";NA;NA;NA
2003-12-01;"G5200";NA;138.72984;150.94734;130.05263;"Bulambuli";NA;NA;NA
2003-12-02;"G5200";NA;138.72984;150.94734;130.05263;"Bulambuli";NA;NA;NA
2003-12-03;"G5200";NA;138.72984;150.94734;130.05263;"Bulambuli";NA;NA;NA
2003-12-04;"G5200";"2003";199.5162;176.85002;165.51141;"Bulambuli";NA;NA;NA
2003-12-05;"G5200";NA;199.5162;176.85002;165.51141;"Bulambuli";NA;NA;NA
2003-12-06;"G5200";NA;199.5162;176.85002;165.51141;"Bulambuli";NA;NA;NA
2003-12-07;"G5200";"2003";203.35509;208.02303;188.82529;"Bulambuli";NA;NA;NA
2003-12-08;"G5200";NA;203.35509;208.02303;188.82529;"Bulambuli";NA;NA;NA
2003-12-09;"G5200";NA;203.35509;208.02303;188.82529;"Bulambuli";NA;NA;NA
2003-12-10;"G5200";NA;203.35509;208.02303;188.82529;"Bulambuli";NA;NA;NA
2003-12-11;"G5200";"2003";223.26895;208.29291;129.01157;"Bulambuli";NA;NA;NA
2003-12-12;"G5200";NA;223.26895;208.29291;129.01157;"Bulambuli";NA;NA;NA
2003-12-13;"G5200";NA;223.26895;208.29291;129.01157;"Bulambuli";NA;NA;NA
2003-12-14;"G5200";"2003";213.2204;157.06761;113.739334;"Bulambuli";NA;NA;NA
2003-12-15;"G5200";NA;213.2204;157.06761;113.739334;"Bulambuli";NA;NA;NA
2003-12-16;"G5200";NA;213.2204;157.06761;113.739334;"Bulambuli";NA;NA;NA
2003-12-17;"G5200";NA;213.2204;157.06761;113.739334;"Bulambuli";NA;NA;NA
2003-12-18;"G5200";"2003";146.9728;122.481476;97.477646;"Bulambuli";NA;NA;NA
2003-12-19;"G5200";NA;146.9728;122.481476;97.477646;"Bulambuli";NA;NA;NA
2003-12-20;"G5200";NA;146.9728;122.481476;97.477646;"Bulambuli";NA;NA;NA
2003-12-21;"G5200";"2003";123.70101;107.70305;84.98728;"Bulambuli";NA;NA;NA
2003-12-22;"G5200";NA;123.70101;107.70305;84.98728;"Bulambuli";NA;NA;NA
2003-12-23;"G5200";NA;123.70101;107.70305;84.98728;"Bulambuli";NA;NA;NA
2003-12-24;"G5200";NA;123.70101;107.70305;84.98728;"Bulambuli";NA;NA;NA
2003-12-25;"G5200";"2003";104.00763;88.94839;69.60379;"Bulambuli";NA;NA;NA
2003-12-26;"G5200";NA;104.00763;88.94839;69.60379;"Bulambuli";NA;NA;NA
2003-12-27;"G5200";NA;104.00763;88.94839;69.60379;"Bulambuli";NA;NA;NA
2003-12-28;"G5200";"2003";89.32392;74.85962;63.0714;"Bulambuli";NA;NA;NA
2003-12-29;"G5200";NA;89.32392;74.85962;63.0714;"Bulambuli";NA;NA;NA
2003-12-30;"G5200";NA;89.32392;74.85962;63.0714;"Bulambuli";NA;NA;NA
2003-12-31;"G5200";NA;89.32392;74.85962;63.0714;"Bulambuli";NA;NA;NA
2004-01-01;"G5200";NA;89.32392;74.85962;63.0714;"Bulambuli";NA;NA;NA
2004-01-02;"G5200";"2004";68.52676;62.307743;53.94447;"Bulambuli";NA;NA;NA
2004-01-03;"G5200";NA;68.52676;62.307743;53.94447;"Bulambuli";NA;NA;NA
2004-01-04;"G5200";NA;68.52676;62.307743;53.94447;"Bulambuli";NA;NA;NA
2004-01-05;"G5200";"2004";63.26051;55.609077;46.340317;"Bulambuli";NA;NA;NA
2004-01-06;"G5200";NA;63.26051;55.609077;46.340317;"Bulambuli";NA;NA;NA
2004-01-07;"G5200";NA;63.26051;55.609077;46.340317;"Bulambuli";NA;NA;NA
2004-01-08;"G5200";NA;63.26051;55.609077;46.340317;"Bulambuli";NA;NA;NA
2004-01-09;"G5200";"2004";53.959827;46.626293;38.505253;"Bulambuli";NA;NA;NA
2004-01-10;"G5200";NA;53.959827;46.626293;38.505253;"Bulambuli";NA;NA;NA
2004-01-11;"G5200";NA;53.959827;46.626293;38.505253;"Bulambuli";NA;NA;NA
2004-01-12;"G5200";"2004";47.581577;41.502384;46.054054;"Bulambuli";NA;NA;NA
2004-01-13;"G5200";NA;47.581577;41.502384;46.054054;"Bulambuli";NA;NA;NA
2004-01-14;"G5200";NA;47.581577;41.502384;46.054054;"Bulambuli";NA;NA;NA
2004-01-15;"G5200";NA;47.581577;41.502384;46.054054;"Bulambuli";NA;NA;NA
2004-01-16;"G5200";"2004";40.441963;37.13527;37.779034;"Bulambuli";NA;NA;NA
2004-01-17;"G5200";NA;40.441963;37.13527;37.779034;"Bulambuli";NA;NA;NA
2004-01-18;"G5200";NA;40.441963;37.13527;37.779034;"Bulambuli";NA;NA;NA
2004-01-19;"G5200";"2004";37.929184;46.31169;36.381924;"Bulambuli";NA;NA;NA
2004-01-20;"G5200";NA;37.929184;46.31169;36.381924;"Bulambuli";NA;NA;NA
2004-01-21;"G5200";NA;37.929184;46.31169;36.381924;"Bulambuli";NA;NA;NA
2004-01-22;"G5200";NA;37.929184;46.31169;36.381924;"Bulambuli";NA;NA;NA
2004-01-23;"G5200";"2004";46.905933;41.484123;29.81043;"Bulambuli";NA;NA;NA
2004-01-24;"G5200";NA;46.905933;41.484123;29.81043;"Bulambuli";NA;NA;NA
2004-01-25;"G5200";NA;46.905933;41.484123;29.81043;"Bulambuli";NA;NA;NA
2004-01-26;"G5200";"2004";49.24912;52.07777;32.46268;"Bulambuli";NA;NA;NA
2004-01-27;"G5200";NA;49.24912;52.07777;32.46268;"Bulambuli";NA;NA;NA
2004-01-28;"G5200";NA;49.24912;52.07777;32.46268;"Bulambuli";NA;NA;NA
2004-01-29;"G5200";NA;49.24912;52.07777;32.46268;"Bulambuli";NA;NA;NA
2004-01-30;"G5200";"2004";47.016544;34.958527;24.586859;"Bulambuli";NA;NA;NA
2004-01-31;"G5200";NA;47.016544;34.958527;24.586859;"Bulambuli";NA;NA;NA
2004-02-01;"G5200";NA;47.016544;34.958527;24.586859;"Bulambuli";NA;NA;NA
2004-02-02;"G5200";"2004";35.253128;26.822508;19.078344;"Bulambuli";NA;NA;NA
2004-02-03;"G5200";NA;35.253128;26.822508;19.078344;"Bulambuli";NA;NA;NA
2004-02-04;"G5200";NA;35.253128;26.822508;19.078344;"Bulambuli";NA;NA;NA
2004-02-05;"G5200";NA;35.253128;26.822508;19.078344;"Bulambuli";NA;NA;NA
2004-02-06;"G5200";"2004";24.3533;19.0766;13.3042145;"Bulambuli";NA;NA;NA
2004-02-07;"G5200";NA;24.3533;19.0766;13.3042145;"Bulambuli";NA;NA;NA
2004-02-08;"G5200";NA;24.3533;19.0766;13.3042145;"Bulambuli";NA;NA;NA
2004-02-09;"G5200";"2004";19.071991;13.769836;9.6099;"Bulambuli";NA;NA;NA
2004-02-10;"G5200";NA;19.071991;13.769836;9.6099;"Bulambuli";NA;NA;NA
2004-02-11;"G5200";NA;19.071991;13.769836;9.6099;"Bulambuli";NA;NA;NA
2004-02-12;"G5200";NA;19.071991;13.769836;9.6099;"Bulambuli";NA;NA;NA
2004-02-13;"G5200";"2004";11.147566;8.234165;8.998524;"Bulambuli";NA;NA;NA
2004-02-14;"G5200";NA;11.147566;8.234165;8.998524;"Bulambuli";NA;NA;NA
2004-02-15;"G5200";NA;11.147566;8.234165;8.998524;"Bulambuli";NA;NA;NA
2004-02-16;"G5200";"2004";8.279835;8.96779;28.053928;"Bulambuli";NA;NA;NA
2004-02-17;"G5200";NA;8.279835;8.96779;28.053928;"Bulambuli";NA;NA;NA
2004-02-18;"G5200";NA;8.279835;8.96779;28.053928;"Bulambuli";NA;NA;NA
2004-02-19;"G5200";NA;8.279835;8.96779;28.053928;"Bulambuli";NA;NA;NA
2004-02-20;"G5200";"2004";24.5608;37.173157;22.849367;"Bulambuli";NA;NA;NA
2004-02-21;"G5200";NA;24.5608;37.173157;22.849367;"Bulambuli";NA;NA;NA
2004-02-22;"G5200";NA;24.5608;37.173157;22.849367;"Bulambuli";NA;NA;NA
